"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
4453;6052,000000;130;296,510921;23,237149;4603;"Москва, 3-я ул. Соколиной Горы, д.1";"Соколиная Гора";37,734452;55,760292;1099;2725436,388899;6509321,063541;399,802709;424,000000;585,000000
4455;3281,000000;130;160,748898;12,597667;4744;"Москва, Буракова ул, д.1, корп.1";"Соколиная Гора";37,726754;55,766344;1130;2724828,167180;6509826,949847;486,680626;436,000000;593,000000
4456;2641,000000;130;129,392819;10,140335;4745;"Москва, Буракова ул, д.1, корп.2";"Соколиная Гора";37,727427;55,766734;1130;2724828,167180;6509826,949847;429,352321;451,000000;612,000000
4457;3390,000000;130;166,089230;13,016182;4698;"Москва, Будённого пр-кт, д.1/1";"Соколиная Гора";37,721642;55,778426;1704;2723490,681091;6510994,859365;278,082745;358,000000;511,000000
4458;7150,000000;130;350,306194;27,453009;4699;"Москва, Будённого пр-кт, д.1/1, корп.1";"Соколиная Гора";37,722478;55,778563;1704;2723490,681091;6510994,859365;250,711631;301,000000;410,000000
4459;3508,000000;130;171,870507;13,469252;4700;"Москва, Будённого пр-кт, д.1/1, корп.2";"Соколиная Гора";37,723295;55,778507;1704;2723490,681091;6510994,859365;258,668529;324,000000;443,000000
4471;3488,000000;130;170,890630;13,392461;4756;"Москва, Буракова ул, д.3, корп.1";"Соколиная Гора";37,727355;55,765660;1130;2724828,167180;6509826,949847;493,625420;381,000000;524,000000
4472;3542,000000;130;173,536299;13,599798;4757;"Москва, Буракова ул, д.3, корп.2";"Соколиная Гора";37,728038;55,765848;1130;2724828,167180;6509826,949847;447,093797;373,000000;516,000000
4474;3621,000000;130;177,406815;13,903125;4642;"Москва, 5-я ул. Соколиной Горы, д.4";"Соколиная Гора";37,732575;55,762176;926;2725050,579825;6509172,917580;112,157744;95,000000;128,000000
9372;3607,000000;130;176,720901;13,849371;4758;"Москва, Буракова ул, д.5, корп.1";"Соколиная Гора";37,727975;55,765159;926;2725050,579825;6509172,917580;434,620265;324,000000;456,000000
9375;3614,000000;130;177,063858;13,876248;4759;"Москва, Буракова ул, д.5, корп.2";"Соколиная Гора";37,728245;55,764870;926;2725050,579825;6509172,917580;391,838329;345,000000;484,000000
9384;2288,000000;130;112,097982;8,784963;4643;"Москва, 5-я ул. Соколиной Горы, д.6, корп.1";"Соколиная Гора";37,733742;55,762054;926;2725050,579825;6509172,917580;185,665907;110,000000;153,000000
9386;2235,000000;130;109,501306;8,581465;4644;"Москва, 5-я ул. Соколиной Горы, д.6, корп.2";"Соколиная Гора";37,733527;55,761847;926;2725050,579825;6509172,917580;193,519970;110,000000;148,000000
9390;2525,000000;130;123,709530;9,694944;4760;"Москва, Буракова ул, д.7, корп.1";"Соколиная Гора";37,728730;55,764227;926;2725050,579825;6509172,917580;305,114893;236,000000;331,000000
9391;3503,000000;130;171,625538;13,450055;4761;"Москва, Буракова ул, д.7, корп.2";"Соколиная Гора";37,729377;55,764415;926;2725050,579825;6509172,917580;285,060462;224,000000;315,000000
14343;14487,000000;130;709,774242;55,624021;4743;"Москва, Будённого пр-кт, д.9";"Соколиная Гора";37,722235;55,777505;1928;2723870,979817;6510459,925361;342,048611;510,000000;701,000000
14344;3621,000000;130;177,406815;13,903125;4762;"Москва, Буракова ул, д.9";"Соколиная Гора";37,729323;55,763665;926;2725050,579825;6509172,917580;222,671589;200,000000;278,000000
14359;3388,000000;130;165,991242;13,008503;4701;"Москва, Будённого пр-кт, д.11";"Соколиная Гора";37,722756;55,776730;1928;2723870,979817;6510459,925361;237,433328;217,000000;277,000000
14360;3626,000000;130;177,651784;13,922323;4746;"Москва, Буракова ул, д.11";"Соколиная Гора";37,729592;55,763366;926;2725050,579825;6509172,917580;184,488282;221,000000;306,000000
14364;7079,000000;130;346,827629;27,180399;4702;"Москва, Будённого пр-кт, д.11, корп.1";"Соколиная Гора";37,723439;55,777084;1928;2723870,979817;6510459,925361;238,394929;245,000000;319,000000
14365;3654,000000;130;179,023613;14,029831;4747;"Москва, Буракова ул, д.11, корп.1";"Соколиная Гора";37,730607;55,763265;926;2725050,579825;6509172,917580;109,915495;159,000000;221,000000
14381;3600,000000;130;176,377943;13,822494;4748;"Москва, Буракова ул, д.13";"Соколиная Гора";37,730006;55,762682;926;2725050,579825;6509172,917580;131,818877;86,000000;117,000000
