"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
8575;2570,000000;109;124,945680;11,026548;25490;"Москва, Петра Романова ул, д.8";"Южнопортовый";37,681558;55,707343;733;2724841,365115;6501695,690978;430,165110;366,000000;520,000000
13483;2464,000000;109;119,792278;10,571757;25491;"Москва, Петра Романова ул, д.9";"Южнопортовый";37,682152;55,707502;733;2724841,365115;6501695,690978;445,655497;326,000000;465,000000
13491;2531,000000;109;123,049617;10,859220;25480;"Москва, Петра Романова ул, д.10";"Южнопортовый";37,682215;55,706623;733;2724841,365115;6501695,690978;338,284590;265,000000;376,000000
13497;1179,000000;109;57,319438;5,058482;25481;"Москва, Петра Романова ул, д.11";"Южнопортовый";37,682646;55,707213;733;2724841,365115;6501695,690978;410,408366;353,000000;490,000000
13504;3894,000000;109;189,314583;16,707152;25482;"Москва, Петра Романова ул, д.12";"Южнопортовый";37,682511;55,706070;733;2724841,365115;6501695,690978;273,953401;231,000000;334,000000
13512;3143,000000;109;152,803219;13,484997;25483;"Москва, Петра Романова ул, д.13";"Южнопортовый";37,682960;55,706665;733;2724841,365115;6501695,690978;347,910327;253,000000;359,000000
18428;2642,000000;109;128,446104;11,335463;25484;"Москва, Петра Романова ул, д.14";"Южнопортовый";37,682952;55,705411;733;2724841,365115;6501695,690978;210,471483;133,000000;187,000000
18430;4048,000000;109;196,801601;17,367887;25510;"Москва, Южнопортовая ул, д.14/32";"Южнопортовый";37,683310;55,707866;733;2724841,365115;6501695,690978;492,075305;393,000000;542,000000
18433;1418,000000;109;68,938900;6,083909;25485;"Москва, Петра Романова ул, д.15";"Южнопортовый";37,683401;55,706151;733;2724841,365115;6501695,690978;298,614203;208,000000;295,000000
18456;2812,000000;109;136,710993;12,064846;25486;"Москва, Петра Романова ул, д.18, корп.1";"Южнопортовый";37,683464;55,705081;733;2724841,365115;6501695,690978;201,577309;128,000000;179,000000
18459;1397,000000;109;67,917943;5,993808;25488;"Москва, Петра Романова ул, д.19";"Южнопортовый";37,684102;55,705463;733;2724841,365115;6501695,690978;259,834112;158,000000;222,000000
23847;2346,000000;109;114,055473;10,065480;25470;"Москва, 5-я Кожуховская ул, д.20";"Южнопортовый";37,675225;55,704843;986;2724077,400978;6501833,484656;328,637348;219,000000;309,000000
23857;5458,000000;109;265,351565;23,417472;25471;"Москва, 5-я Кожуховская ул, д.22, корп.1";"Южнопортовый";37,676619;55,704778;733;2724841,365115;6501695,690978;363,733098;268,000000;379,000000
23859;4948,000000;109;240,556897;21,229324;25472;"Москва, 5-я Кожуховская ул, д.22, корп.2";"Южнопортовый";37,676447;55,704362;733;2724841,365115;6501695,690978;352,524836;385,000000;534,000000
23863;4432,000000;109;215,470527;19,015433;25492;"Москва, Трофимова ул, д.23, корп.1";"Южнопортовый";37,677688;55,703027;733;2724841,365115;6501695,690978;244,772159;360,000000;513,000000
23864;2193,000000;109;106,617072;9,409035;25493;"Москва, Трофимова ул, д.23, корп.2";"Южнопортовый";37,677768;55,703530;733;2724841,365115;6501695,690978;234,272693;321,000000;460,000000
23866;1724,000000;109;83,815701;7,396797;25494;"Москва, Трофимова ул, д.23, корп.3";"Южнопортовый";37,677786;55,703909;733;2724841,365115;6501695,690978;239,906521;310,000000;447,000000
23867;12835,000000;109;623,999147;55,068387;25479;"Москва, 6-я Кожуховская ул, д.24";"Южнопортовый";37,679466;55,705817;733;2724841,365115;6501695,690978;294,222693;412,000000;581,000000
23870;2228,000000;109;108,318667;9,559202;25473;"Москва, 5-я Кожуховская ул, д.24, корп.1";"Южнопортовый";37,677849;55,704295;733;2724841,365115;6501695,690978;251,447717;280,000000;402,000000
23874;3128,000000;109;152,073964;13,420640;25495;"Москва, Трофимова ул, д.25, корп.1";"Южнопортовый";37,678550;55,702926;733;2724841,365115;6501695,690978;194,873994;376,000000;519,000000
23876;2176,000000;109;105,790583;9,336097;25496;"Москва, Трофимова ул, д.25, корп.2";"Южнопортовый";37,678693;55,703875;733;2724841,365115;6501695,690978;174,242114;274,000000;386,000000
23883;3744,000000;109;182,022034;16,063579;25497;"Москва, Трофимова ул, д.28, корп.1";"Южнопортовый";37,682511;55,702165;734;2725161,497375;6501323,287584;247,752336;432,000000;606,000000
23884;3715,000000;109;180,612141;15,939155;25498;"Москва, Трофимова ул, д.28, корп.2";"Южнопортовый";37,681964;55,701719;734;2725161,497375;6501323,287584;208,673071;384,000000;538,000000
23885;3734,000000;109;181,535864;16,020674;25499;"Москва, Трофимова ул, д.28, корп.3";"Южнопортовый";37,681389;55,701283;734;2725161,497375;6501323,287584;184,337457;323,000000;457,000000
28817;5603,000000;109;272,401030;24,039592;25500;"Москва, Трофимова ул, д.29";"Южнопортовый";37,681028;55,702850;733;2724841,365115;6501695,690978;122,398527;490,000000;653,000000
28819;2615,000000;109;127,133445;11,219620;25475;"Москва, 5-я Кожуховская ул, д.30, корп.1";"Южнопортовый";37,680211;55,705233;733;2724841,365115;6501695,690978;197,284812;217,000000;311,000000
28820;6073,000000;109;295,251018;26,056121;25501;"Москва, Трофимова ул, д.31";"Южнопортовый";37,682503;55,702854;733;2724841,365115;6501695,690978;172,542848;544,000000;727,000000
28825;2487,000000;109;120,910469;10,670438;25476;"Москва, 5-я Кожуховская ул, д.33";"Южнопортовый";37,681002;55,706279;733;2724841,365115;6501695,690978;305,038897;316,000000;454,000000
28826;8248,000000;109;400,992985;35,387928;25504;"Москва, Трофимова ул, д.33";"Южнопортовый";37,683500;55,703621;733;2724841,365115;6501695,690978;176,750265;611,000000;824,000000
28828;7860,000000;109;382,129591;33,723219;25477;"Москва, 5-я Кожуховская ул, д.34, корп.1";"Южнопортовый";37,681353;55,705600;733;2724841,365115;6501695,690978;215,737322;298,000000;429,000000
28829;2543,000000;109;123,633021;10,910705;25478;"Москва, 5-я Кожуховская ул, д.35";"Южнопортовый";37,681613;55,706452;733;2724841,365115;6501695,690978;319,097906;316,000000;454,000000
28830;15810,000000;109;768,634711;67,832583;25506;"Москва, Трофимова ул, д.35/20";"Южнопортовый";37,684883;55,704670;733;2724841,365115;6501695,690978;265,529697;407,000000;562,000000
