"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
2614;2007,000000;83;69,482785;4,902425;8380;"Москва, Панфиловский пер, д.3";"Арбат";37,578208;55,750839;76;2715302,928015;6505200,350972;194,160277;182,000000;251,000000
7552;3108,000000;83;107,599649;7,591797;8381;"Москва, Панфиловский пер, д.5";"Арбат";37,578208;55,751436;76;2715302,928015;6505200,350972;203,375899;227,000000;311,000000
7558;669,000000;83;23,160928;1,634141;8382;"Москва, Панфиловский пер, д.6";"Арбат";37,578657;55,751447;76;2715302,928015;6505200,350972;172,012836;492,000000;642,000000
7564;195,000000;83;6,750943;0,476319;7863;"Москва, Арбат ул, д.6/2";"Арбат";37,597441;55,751689;1716;2716442,813717;6505046,263036;492,477991;409,000000;576,000000
7565;1225,000000;83;42,409771;2,992262;8538;"Москва, Сивцев Вражек пер, д.6/2";"Арбат";37,598150;55,747388;1057;2716553,157419;6504976,412715;175,945385;284,000000;384,000000
12529;1615,000000;83;55,911658;3,944901;7864;"Москва, Арбат ул, д.9, стр.2";"Арбат";37,598213;55,751168;1716;2716442,813717;6505046,263036;450,277317;447,000000;626,000000
12546;1594,000000;83;55,184633;3,893605;8517;"Москва, Сивцев Вражек пер, д.12";"Арбат";37,596569;55,747779;1056;2716511,288588;6505011,867669;95,725336;198,000000;275,000000
17488;6450,000000;83;223,300431;15,755178;8518;"Москва, Сивцев Вражек пер, д.14";"Арбат";37,596021;55,747976;1056;2716511,288588;6505011,867669;88,084412;86,000000;118,000000
17491;5128,000000;83;177,532498;12,525977;8574;"Москва, Староваганьковский пер, д.15";"Арбат";37,606962;55,750428;1944;2717105,069156;6505333,495235;235,074935;218,000000;284,000000
17494;2005,000000;83;69,413545;4,897540;8199;"Москва, Кривоарбатский пер, д.15, стр.1";"Арбат";37,589724;55,747743;1582;2715934,795665;6505182,968184;276,425550;352,000000;494,000000
17499;1218,000000;83;42,167430;2,975163;8620;"Москва, Филипповский пер, д.16";"Арбат";37,598770;55,749532;1056;2716511,288588;6505011,867669;329,505229;455,000000;624,000000
17504;1656,000000;83;57,331087;4,045050;7887;"Москва, Большой Афанасьевский пер, д.16/8";"Арбат";37,597485;55,747642;1057;2716553,157419;6504976,412715;142,202409;269,000000;368,000000
17506;2459,000000;83;85,131125;6,006509;7830;"Москва, Арбат ул, д.17";"Арбат";37,596525;55,750944;1716;2716442,813717;6505046,263036;395,781149;323,000000;459,000000
22965;2796,000000;83;96,798140;6,829686;8027;"Москва, Гоголевский бульв., д.23";"Арбат";37,599058;55,747936;1057;2716553,157419;6504976,412715;249,164264;364,000000;482,000000
22977;2843,000000;83;98,425290;6,944491;7890;"Москва, Большой Афанасьевский пер, д.25";"Арбат";37,596982;55,747956;1056;2716511,288588;6505011,867669;128,494721;298,000000;405,000000
22979;3173,000000;83;109,849964;7,750570;8028;"Москва, Гоголевский бульв., д.25, стр.1";"Арбат";37,599256;55,748375;1057;2716553,157419;6504976,412715;281,327114;456,000000;604,000000
22985;2849,000000;83;98,633012;6,959147;8029;"Москва, Гоголевский бульв., д.27";"Арбат";37,599246;55,748938;1056;2716511,288588;6505011,867669;309,051541;437,000000;588,000000
28086;1663,000000;83;57,573429;4,062149;7894;"Москва, Большой Афанасьевский пер, д.30";"Арбат";37,597459;55,750189;1716;2716442,813717;6505046,263036;329,574736;362,000000;505,000000
28101;4542,000000;83;157,245048;11,094577;8586;"Москва, Староконюшенный пер, д.32";"Арбат";37,595338;55,749587;1716;2716442,813717;6505046,263036;227,688488;185,000000;266,000000
28102;2488,000000;83;86,135112;6,077346;7896;"Москва, Большой Афанасьевский пер, д.32/9";"Арбат";37,597594;55,750484;1716;2716442,813717;6505046,263036;363,249435;409,000000;571,000000
28103;1473,000000;83;50,995586;3,598043;7897;"Москва, Большой Афанасьевский пер, д.33";"Арбат";37,596956;55,749147;1716;2716442,813717;6505046,263036;214,727147;255,000000;353,000000
28105;1942,000000;83;67,232471;4,743652;8034;"Москва, Гоголевский бульв., д.33/1";"Арбат";37,599596;55,750772;1716;2716442,813717;6505046,263036;460,242424;473,000000;655,000000
28111;4438,000000;83;153,644545;10,840540;7898;"Москва, Большой Афанасьевский пер, д.39";"Арбат";37,596678;55,749790;1716;2716442,813717;6505046,263036;267,621620;253,000000;357,000000
28115;500,000000;83;17,310110;1,221331;7851;"Москва, Арбат ул, д.41, стр.1";"Арбат";37,589266;55,748559;1582;2715934,795665;6505182,968184;164,524715;193,000000;269,000000
28119;873,000000;83;30,223453;2,132445;8531;"Москва, Сивцев Вражек пер, д.42, стр.1";"Арбат";37,586832;55,746754;1582;2715934,795665;6505182,968184;382,864504;383,000000;540,000000
