"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
4482;7204,000000;131;452,665839;40,820124;27021;"Москва, Верхние Поля ул, д.1";"Люблино";37,743767;55,663983;1910;2731499,402438;6498824,254425;468,582463;559,000000;767,000000
4507;3328,000000;131;209,116034;18,857492;27033;"Москва, Верхние Поля ул, д.3, корп.1";"Люблино";37,744198;55,664846;1910;2731499,402438;6498824,254425;375,529668;393,000000;542,000000
4509;3352,000000;131;210,624082;18,993483;27035;"Москва, Верхние Поля ул, д.3, корп.3";"Люблино";37,744297;55,665415;1910;2731499,402438;6498824,254425;327,460062;283,000000;393,000000
9404;9572,000000;131;601,459940;54,237955;27181;"Москва, Совхозная ул, д.4, корп.4";"Люблино";37,744701;55,667213;1899;2731279,910315;6498925,655768;179,036123;123,000000;175,000000
9413;2443,000000;131;153,506752;13,842804;27048;"Москва, Верхние Поля ул, д.5, корп.1";"Люблино";37,745626;55,664954;1910;2731499,402438;6498824,254425;315,290757;290,000000;388,000000
9416;3329,000000;131;209,178869;18,863158;27049;"Москва, Верхние Поля ул, д.5, корп.2";"Люблино";37,745465;55,665491;1910;2731499,402438;6498824,254425;269,189326;318,000000;435,000000
9419;7134,000000;131;448,267365;40,423482;27050;"Москва, Верхние Поля ул, д.5, корп.3";"Люблино";37,744117;55,666046;1910;2731499,402438;6498824,254425;302,250390;237,000000;330,000000
9421;33753,000000;131;2120,881465;191,255090;27020;"Москва, Белореченская ул, д.6";"Люблино";37,764670;55,673777;1911;2732316,407135;6499688,193986;150,579381;248,000000;334,000000
9442;2459,000000;131;154,512118;13,933465;27051;"Москва, Верхние Поля ул, д.7, корп.1";"Люблино";37,746363;55,665320;1910;2731499,402438;6498824,254425;258,596972;246,000000;324,000000
9445;6185,000000;131;388,636620;35,046151;27052;"Москва, Верхние Поля ул, д.7, корп.2";"Люблино";37,745537;55,666446;1910;2731499,402438;6498824,254425;199,550837;199,000000;282,000000
9447;6132,000000;131;385,306347;34,745836;27053;"Москва, Верхние Поля ул, д.7, корп.3";"Люблино";37,746292;55,666989;1910;2731499,402438;6498824,254425;134,507551;107,000000;156,000000
14400;12805,000000;131;804,606617;72,557148;27006;"Москва, Белореченская ул, д.10, корп.1";"Люблино";37,764482;55,671589;1911;2732316,407135;6499688,193986;123,021197;87,000000;115,000000
14413;30211,000000;131;1898,318666;171,185007;27009;"Москва, Белореченская ул, д.12";"Люблино";37,763503;55,670392;675;2732239,999221;6499267,499498;221,987633;249,000000;339,000000
24823;37491,000000;131;2355,759991;212,435771;27158;"Москва, Новороссийская ул, д.25, корп.1";"Люблино";37,762020;55,673148;1911;2732316,407135;6499688,193986;189,444825;257,000000;361,000000
24827;8664,000000;131;544,405445;49,092943;27159;"Москва, Новороссийская ул, д.25, корп.3";"Люблино";37,763297;55,673321;1911;2732316,407135;6499688,193986;129,490086;135,000000;188,000000
24834;8663,000000;131;544,342610;49,087276;27160;"Москва, Новороссийская ул, д.27";"Люблино";37,762236;55,671194;1911;2732316,407135;6499688,193986;196,334090;209,000000;288,000000
29652;5304,000000;131;333,278680;30,054128;27108;"Москва, Краснодонская ул, д.46";"Люблино";37,748878;55,668802;1900;2731394,773151;6498970,099569;75,171026;194,000000;264,000000
33799;1585,000000;131;99,594024;8,981107;27136;"Москва, Люблинская ул, д.143, корп.1";"Люблино";37,742142;55,665095;1910;2731499,402438;6498824,254425;463,131684;371,000000;518,000000
33800;1549,000000;131;97,331952;8,777120;27137;"Москва, Люблинская ул, д.143, корп.2";"Люблино";37,743048;55,665141;1910;2731499,402438;6498824,254425;409,973664;329,000000;458,000000
