"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
3167;3570,000000;98;112,694345;9,914855;9784;"Москва, 2-я Миусская ул, д.3-5";"Тверской";37,590002;55,778131;556;2714216,659289;6508504,360003;265,407441;374,000000;532,000000
3662;12142,000000;109;590,307569;52,095080;24725;"Москва, Шарикоподшипниковская ул, д.2";"Южнопортовый";37,665830;55,721573;977;2722519,298407;6503323,585726;290,899303;413,000000;556,000000
3672;6392,000000;109;310,759840;27,424786;24673;"Москва, Велозаводская ул, д.3/2";"Южнопортовый";37,664662;55,716869;974;2722552,247233;6503086,589809;488,648738;675,000000;899,000000
3680;9521,000000;109;462,882421;40,849717;24680;"Москва, Новоостаповская ул, д.4, корп.1";"Южнопортовый";37,666071;55,718096;974;2722552,247233;6503086,589809;463,951641;626,000000;847,000000
3682;9995,000000;109;485,926878;42,883407;24681;"Москва, Новоостаповская ул, д.4, корп.2";"Южнопортовый";37,666521;55,717259;974;2722552,247233;6503086,589809;558,421512;587,000000;782,000000
8561;9908,000000;109;481,697199;42,510135;24682;"Москва, Новоостаповская ул, д.6";"Южнопортовый";37,667751;55,717670;974;2722552,247233;6503086,589809;604,523066;972,000000;1317,000000
8566;16865,000000;109;819,925642;72,359046;24763;"Москва, Шарикоподшипниковская ул, д.6/14";"Южнопортовый";37,672639;55,719972;48;2723080,132586;6503697,860319;453,421403;673,000000;911,000000
8571;3418,000000;109;166,172893;14,664881;24764;"Москва, Шарикоподшипниковская ул, д.7, корп.1";"Южнопортовый";37,670285;55,722298;48;2723080,132586;6503697,860319;140,794151;576,000000;776,000000
8573;2443,000000;109;118,771321;10,481657;24765;"Москва, Шарикоподшипниковская ул, д.7, корп.2";"Южнопортовый";37,670079;55,721928;48;2723080,132586;6503697,860319;185,190256;597,000000;800,000000
8574;3841,000000;109;186,737882;16,479756;24683;"Москва, Новоостаповская ул, д.8";"Южнопортовый";37,668380;55,717172;974;2722552,247233;6503086,589809;682,073178;994,000000;1348,000000
13493;2588,000000;109;125,820786;11,103777;24678;"Москва, Новоостаповская ул, д.10А";"Южнопортовый";37,669997;55,717091;48;2723080,132586;6503697,860319;769,169406;963,000000;1302,000000
13505;6987,000000;109;339,686953;29,977625;24720;"Москва, Шарикоподшипниковская ул, д.10";"Южнопортовый";37,673860;55,719413;48;2723080,132586;6503697,860319;560,108508;645,000000;874,000000
13507;3425,000000;109;166,513212;14,694914;24679;"Москва, Новоостаповская ул, д.12А";"Южнопортовый";37,670464;55,717726;48;2723080,132586;6503697,860319;694,211843;907,000000;1219,000000
18442;5192,000000;109;252,419444;22,276203;24723;"Москва, Шарикоподшипниковская ул, д.16";"Южнопортовый";37,673483;55,719180;48;2723080,132586;6503697,860319;575,021872;690,000000;932,000000
18452;11560,000000;109;562,012477;49,598017;24724;"Москва, Шарикоподшипниковская ул, д.18";"Южнопортовый";37,674417;55,718775;48;2723080,132586;6503697,860319;655,723227;715,000000;964,000000
23849;4920,000000;109;239,195621;21,109191;24726;"Москва, Шарикоподшипниковская ул, д.20";"Южнопортовый";37,674058;55,718035;48;2723080,132586;6503697,860319;731,391223;801,000000;1081,000000
23869;11501,000000;109;559,144074;49,344879;24727;"Москва, Шарикоподшипниковская ул, д.24";"Южнопортовый";37,675216;55,717741;48;2723080,132586;6503697,860319;806,801765;776,000000;1049,000000
23877;5085,000000;109;247,217426;21,817121;24728;"Москва, Шарикоподшипниковская ул, д.26";"Южнопортовый";37,674866;55,717026;48;2723080,132586;6503697,860319;879,099229;882,000000;1196,000000
23882;12969,000000;109;630,513825;55,643312;24729;"Москва, Шарикоподшипниковская ул, д.28";"Южнопортовый";37,673825;55,717172;48;2723080,132586;6503697,860319;828,579069;887,000000;1198,000000
28822;6385,000000;109;310,419521;27,394753;24732;"Москва, Шарикоподшипниковская ул, д.32";"Южнопортовый";37,676213;55,716386;48;2723080,132586;6503697,860319;1002,838510;1166,000000;1590,000000
