"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
480;2518,000000;31;150,626554;12,109637;15537;"Москва, Цюрупы ул, д.4";"Черёмушки";37,578827;55,671538;1502;2719384,449989;6496700,856743;457,222051;440,000000;633,000000
481;8220,000000;31;491,719727;39,531857;15458;"Москва, Зюзинская ул, д.4, корп.1";"Черёмушки";37,578020;55,666116;1908;2720354,140289;6495534,707835;549,770534;633,000000;801,000000
482;8184,000000;31;489,566210;39,358725;15459;"Москва, Зюзинская ул, д.4, корп.2";"Черёмушки";37,577444;55,665745;1908;2720354,140289;6495534,707835;558,562881;670,000000;856,000000
5472;8137,000000;31;486,754674;39,132691;15460;"Москва, Зюзинская ул, д.4, корп.3";"Черёмушки";37,576878;55,665406;1908;2720354,140289;6495534,707835;573,809765;662,000000;845,000000
5473;7234,000000;31;432,737288;34,789958;15461;"Москва, Зюзинская ул, д.4, корп.4";"Черёмушки";37,575719;55,665293;326;2719538,877561;6495039,000487;524,262516;895,000000;1181,000000
5474;7276,000000;31;435,249725;34,991946;15462;"Москва, Зюзинская ул, д.4, корп.5";"Черёмушки";37,574462;55,665527;326;2719538,877561;6495039,000487;504,902340;832,000000;1103,000000
5477;6971,000000;31;417,004650;33,525131;15463;"Москва, Зюзинская ул, д.6";"Черёмушки";37,577139;55,666583;356;2719191,545958;6495907,194890;579,214764;881,000000;1149,000000
5478;18890,000000;31;1129,998255;90,846325;15538;"Москва, Цюрупы ул, д.6";"Черёмушки";37,576744;55,671448;356;2719191,545958;6495907,194890;412,619888;576,000000;831,000000
5480;7248,000000;31;433,574767;34,857287;15539;"Москва, Цюрупы ул, д.7, корп.1";"Черёмушки";37,574434;55,667396;356;2719191,545958;6495907,194890;349,768094;718,000000;961,000000
5482;8274,000000;31;494,950003;39,791556;15540;"Москва, Цюрупы ул, д.7, корп.2";"Черёмушки";37,573510;55,666127;356;2719191,545958;6495907,194890;449,270365;726,000000;980,000000
5483;7128,000000;31;426,396377;34,280180;15464;"Москва, Зюзинская ул, д.8";"Черёмушки";37,575916;55,667106;356;2719191,545958;6495907,194890;460,258118;801,000000;1054,000000
5484;29213,000000;31;1747,519271;140,491990;15541;"Москва, Цюрупы ул, д.8";"Черёмушки";37,577391;55,670386;356;2719191,545958;6495907,194890;415,267092;594,000000;846,000000
5485;22848,000000;31;1366,765491;109,881251;15542;"Москва, Цюрупы ул, д.8, корп.1";"Черёмушки";37,575361;55,671071;356;2719191,545958;6495907,194890;315,539740;765,000000;1044,000000
10484;7183,000000;31;429,686472;34,544687;15543;"Москва, Цюрупы ул, д.9";"Черёмушки";37,572872;55,667234;356;2719191,545958;6495907,194890;295,613720;620,000000;846,000000
10493;7240,000000;31;433,096208;34,818814;15514;"Москва, Цюрупы ул, д.11, корп.1";"Черёмушки";37,571408;55,666924;356;2719191,545958;6495907,194890;295,717244;574,000000;782,000000
10495;10551,000000;31;631,159957;50,742169;15515;"Москва, Цюрупы ул, д.11, корп.3";"Черёмушки";37,571937;55,665623;356;2719191,545958;6495907,194890;466,405382;705,000000;945,000000
10497;3507,000000;31;209,788453;16,865964;15516;"Москва, Цюрупы ул, д.12, корп.1";"Черёмушки";37,574777;55,670634;356;2719191,545958;6495907,194890;257,896778;771,000000;1062,000000
10498;3530,000000;31;211,164311;16,976576;15517;"Москва, Цюрупы ул, д.12, корп.2";"Черёмушки";37,574345;55,670233;356;2719191,545958;6495907,194890;213,033189;733,000000;1008,000000
10499;3535,000000;31;211,463410;17,000622;15518;"Москва, Цюрупы ул, д.12, корп.3";"Черёмушки";37,573905;55,669837;356;2719191,545958;6495907,194890;172,317740;702,000000;960,000000
10500;3511,000000;31;210,027732;16,885201;15519;"Москва, Цюрупы ул, д.12, корп.4";"Черёмушки";37,573456;55,669422;356;2719191,545958;6495907,194890;139,362477;638,000000;864,000000
10501;5238,000000;31;313,336731;25,190738;15520;"Москва, Цюрупы ул, д.12, корп.5";"Черёмушки";37,573150;55,668853;356;2719191,545958;6495907,194890;142,946083;581,000000;784,000000
10502;7407,000000;31;443,086134;35,621955;15521;"Москва, Цюрупы ул, д.12, корп.6";"Черёмушки";37,574777;55,668685;356;2719191,545958;6495907,194890;263,134879;675,000000;900,000000
10504;8132,000000;31;486,455575;39,108645;15522;"Москва, Цюрупы ул, д.13";"Черёмушки";37,570626;55,665827;356;2719191,545958;6495907,194890;424,530121;604,000000;811,000000
15448;5110,000000;31;305,679782;24,575157;15523;"Москва, Цюрупы ул, д.14";"Черёмушки";37,574606;55,668117;356;2719191,545958;6495907,194890;292,984053;691,000000;922,000000
15452;7285,000000;31;435,788104;35,035229;15524;"Москва, Цюрупы ул, д.15, корп.2";"Черёмушки";37,569450;55,665675;356;2719191,545958;6495907,194890;444,661925;1040,000000;1442,000000
15454;7302,000000;31;436,805042;35,116986;15525;"Москва, Цюрупы ул, д.15, корп.3";"Черёмушки";37,568129;55,665816;356;2719191,545958;6495907,194890;449,436851;1095,000000;1519,000000
15455;11226,000000;31;671,538402;53,988398;15526;"Москва, Цюрупы ул, д.16, корп.1";"Черёмушки";37,572898;55,667914;356;2719191,545958;6495907,194890;218,825661;588,000000;801,000000
