SCHOOL_ID,HOUSE_ID
10016,8088
10016,8183
10016,8475
10016,8398
10016,7825
10016,8601
10016,8632
10016,7764
10016,8148
10016,7968
10016,8520
10016,8581
10016,7937
10016,8540
10016,8518
10016,8574
10016,7785
10016,8199
10016,8619
10016,7829
10016,8620
10016,7887
10016,8201
10016,7830
10016,8137
10016,7786
10016,8621
10016,7831
10016,7832
10016,8202
10016,8245
10016,7996
10016,7797
10016,8356
10016,8476
10016,8602
10016,8214
10016,8399
10016,7765
10016,7997
10016,8522
10016,8164
10016,8049
10016,8255
10016,8400
10016,8603
10016,7998
10016,8185
10016,8186
10016,8358
10016,8477
10016,8564
10016,7826
10016,7999
10016,8000
10016,8165
10016,8166
10016,8546
10016,7759
10016,8219
10016,8565
10016,8446
10016,8001
10016,8002
10016,8111
10016,8447
10016,8360
10016,8167
10016,8168
10016,8169
10016,8448
10016,8003
10016,8639
10016,8401
10016,8449
10016,8402
10016,8004
10016,8171
10016,7755
10016,8170
10016,8549
10016,8361
10016,8362
10016,8363
10016,8450
10016,8005
10016,8640
10016,7833
10016,8521
10016,7778
10016,8388
10016,7889
10016,7788
10016,8027
10016,7834
10016,7835
10016,7789
10016,7790
10016,7890
10016,8028
10016,7836
10016,8582
10016,8029
10016,7891
10016,8583
10016,8583
10016,8112
10016,8451
10016,8523
10016,8173
10016,8403
10016,8605
10016,8365
10016,8452
10016,8404
10016,8006
10016,8526
10016,8453
10016,8174
10016,8641
10016,8175
10016,8405
10016,8528
10016,8456
10016,8606
10016,8457
10016,8007
10016,8114
10016,8459
10016,8529
10016,8369
10016,8466
10016,8370
10016,8407
10016,8371
10016,8409
10016,8471
10016,8372
10016,7838
10016,8030
10016,8055
10016,7894
10016,8585
10016,7839
10016,7840
10016,7841
10016,7842
10016,7895
10016,7843
10016,7844
10016,8586
10016,7896
10016,7897
10016,8587
10016,8034
10016,8589
10016,7846
10016,8590
10016,7847
10016,7898
10016,8591
10016,7850
10016,7900
10016,7851
10016,7756
10016,8593
10016,8594
10016,8531
10016,7852
10016,8595
10016,7853
10016,8536
10016,8596
10016,7856
10016,7858
10016,7859
10016,8410
10016,8413
10016,8414
10016,7860
10016,7861
10016,7862
10018,43106
10018,43108
10018,43109
10018,43110
10018,43111
10018,43112
10018,43113
10018,43151
10018,43097
10018,43098
10018,43099
10018,43100
10018,43101
10018,43123
10018,43143
10018,43144
10018,43145
10018,43146
10018,43147
10018,43102
10018,43124
10018,43103
10018,43104
10018,43148
10018,43149
10018,43093
10018,43125
10018,43126
10018,43127
10018,43107
10018,43128
10018,43129
10018,43130
10018,43131
10018,43132
10018,43133
10018,43134
10018,43135
10018,43136
10018,43138
10018,43137
10018,43139
10018,43140
10018,43141
10018,43142
10018,43094
10018,43095
10018,43114
10018,43115
10018,43116
10018,43118
10018,43120
10018,43121
10018,43122
10019,27281
10019,27273
10019,27282
10019,27283
10019,27284
10019,27274
10019,27287
10019,27275
10019,27288
10019,27276
10019,27289
10019,27290
10019,24914
10019,27277
10019,27279
10019,27280
10019,27291
10019,27292
10019,27286
10019,27265
10019,27266
10019,27267
10019,27268
10019,27269
10019,27270
10019,27271
10019,27272
10025,27281
10025,27273
10025,27282
10025,27283
10025,27284
10025,27274
10025,27287
10025,27275
10025,27288
10025,27276
10025,27289
10025,27290
10025,24914
10025,27277
10025,27279
10025,27280
10025,27291
10025,27292
10025,27286
10025,27265
10025,27266
10025,27267
10025,27268
10025,27269
10025,27270
10025,27271
10025,27272
10022,15636
10022,15637
10022,15638
10022,15639
10022,15640
10022,15641
10031,21801
10031,21802
10031,21833
10031,21803
10031,21818
10031,21834
10031,21804
10031,21805
10031,21819
10031,21835
10031,21820
10031,21836
10031,21821
10031,21822
10031,21816
10031,21817
10031,21806
10032,10151
10032,10152
10032,10167
10032,10125
10032,10169
10033,22534
10033,22535
10033,22536
10033,22537
10033,22538
10033,22539
10033,22540
10033,22541
10033,22542
10033,22543
10033,22544
10033,22545
10033,22546
10033,22547
10033,22548
10033,22549
10033,22550
10033,22551
10033,22583
10033,22584
10033,22585
10034,40622
10034,40628
10034,43543
10034,43527
10034,40681
10034,40625
10034,40626
10034,43551
10034,40682
10034,40745
10034,40746
10034,40683
10034,40747
10034,40669
10034,40670
10034,43517
10034,43529
10034,43530
10034,43553
10034,40627
10034,40684
10034,43554
10034,43555
10034,43556
10034,40685
10034,43531
10034,40749
10034,43532
10034,40671
10034,43578
10034,40750
10034,43533
10034,40630
10034,40680
10034,40609
10034,40633
10034,40734
10034,40735
10034,43536
10034,40608
10034,40736
10034,40737
10034,40738
10034,43538
10034,40624
10034,40739
10034,40740
10034,43518
10034,43542
10034,40651
10034,43544
10034,43545
10034,43546
10034,43547
10034,43563
10034,43519
10034,43549
10034,43550
10034,40741
10034,40742
10034,40743
10034,40744
10036,20941
10036,20942
10036,20951
10036,20918
10036,20927
10036,20953
10036,20931
10036,20954
10036,20955
10036,21013
10036,20935
10036,20936
10036,20937
10036,20956
10036,20938
10036,20924
10036,20939
10036,20940
10036,20910
10036,20886
10036,20944
10036,20925
10036,20883
10036,20911
10036,20912
10036,20887
10036,20946
10036,20947
10036,20914
10036,20885
10036,20948
10036,21006
10036,20916
10036,21007
10036,20904
10036,20959
10036,20906
10036,20966
10036,20967
10036,20919
10036,20888
10036,20992
10036,20994
10036,20995
10036,20903
10036,23504
10036,20999
10036,20884
10036,21003
10036,20989
10036,20990
10036,20991
10049,20941
10049,20942
10049,20951
10049,20918
10049,20927
10049,20953
10049,20931
10049,20954
10049,20955
10049,21013
10049,20935
10049,20936
10049,20937
10049,20956
10049,20938
10049,20924
10049,20939
10049,20940
10049,20910
10049,20886
10049,20944
10049,20925
10049,20883
10049,20911
10049,20912
10049,20887
10049,20946
10049,20947
10049,20914
10049,20885
10049,20948
10049,21006
10049,20916
10049,21007
10049,20904
10049,20959
10049,20906
10049,20966
10049,20967
10049,20919
10049,20888
10049,20992
10049,20994
10049,20995
10049,20903
10049,23504
10049,20999
10049,20884
10049,21003
10049,20989
10049,20990
10049,20991
10037,20868
10037,20804
10037,20831
10037,20848
10037,20849
10037,20816
10037,20817
10037,20866
10037,20867
10037,20761
10037,20869
10037,20870
10037,20820
10037,20821
10037,20871
10037,20822
10037,20760
10037,20872
10037,20875
10037,20876
10037,20877
10037,20823
10037,20832
10037,20833
10037,20805
10037,20834
10037,20835
10037,20836
10037,20837
10037,20838
10037,20827
10037,20828
10037,20829
10037,20830
10037,20806
10037,20807
10037,20808
10037,20809
10037,20839
10037,20840
10037,20841
10037,20842
10037,20843
10037,20781
10037,20810
10037,20811
10037,20812
10037,20844
10037,20845
10037,20783
10037,20813
10037,20846
10037,20815
10037,20847
10037,20786
10037,20787
10037,20763
10037,20850
10037,20851
10037,20852
10037,20764
10037,20765
10037,20766
10037,20767
10037,20788
10037,20789
10037,20768
10037,20853
10037,20854
10037,20855
10037,20790
10037,20791
10037,20856
10037,20857
10037,20769
10037,20770
10037,20771
10037,20858
10037,20793
10037,20794
10037,20795
10037,20772
10037,20860
10037,20758
10037,20797
10037,20773
10037,20861
10037,20774
10037,20862
10037,20775
10037,20798
10037,20799
10037,20800
10037,20776
10037,20863
10037,20801
10037,20802
10037,20803
10037,20777
10037,20864
10037,20865
10037,20778
10037,20779
10037,20780
10037,20818
10038,9878
10038,9886
10038,9887
10038,9888
10038,9879
10038,9889
10038,9890
10038,9891
10038,9892
10038,9893
10038,9880
10038,9881
10038,9894
10038,9875
10038,9895
10040,8997
10040,9075
10040,9017
10040,9019
10040,9058
10040,8979
10040,8980
10040,8973
10040,9020
10040,9132
10040,9135
10040,8976
10040,9101
10040,8936
10040,9144
10040,9118
10040,9116
10040,9117
10040,9106
10040,8996
10040,9033
10040,9109
10040,9086
10040,9145
10040,9087
10040,9018
10040,9035
10040,9064
10040,9113
10040,9114
10040,9115
10040,8998
10040,9021
10040,8974
10040,9141
10040,9065
10040,9022
10040,9055
10040,8975
10040,8942
10040,9023
10040,9056
10040,9133
10040,9142
10040,9024
10040,8945
10040,8946
10040,9025
10040,8935
10040,9143
10040,9088
10040,9089
10040,8994
10040,9026
10040,9134
10040,8950
10040,9027
10040,9066
10040,9028
10040,8995
10040,9067
10040,9029
10040,9030
10040,8977
10040,9090
10040,9031
10040,9091
10040,8978
10040,8930
10040,9068
10040,9032
10040,8930
10040,9070
10040,8931
10040,9071
10040,9072
10040,9073
10040,9102
10040,9076
10040,9077
10040,9078
10040,9103
10040,9059
10040,9060
10040,8961
10040,9080
10040,8981
10040,8962
10040,9081
10040,9061
10040,9104
10040,9105
10040,9107
10040,8982
10040,8983
10040,9082
10040,8984
10040,9083
10040,8985
10040,8986
10040,9062
10040,8882
10040,9085
10041,7530
10041,7474
10041,7465
10041,7487
