"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
1690;2621,000000;65;101,191652;8,283100;42355;"Москва, Самеда Вургуна ул, д.1";"Аэропорт";37,525350;55,806645;1879;2708640,602206;6510838,832147;520,235607;474,000000;630,000000
1692;3886,000000;65;150,030813;12,280857;40468;"Москва, Усиевича ул, д.1";"Аэропорт";37,533041;55,803884;241;2708945,833428;6510309,830282;168,308356;207,000000;278,000000
1698;3276,000000;65;126,479913;10,353085;42181;"Москва, Асеева ул, д.4";"Аэропорт";37,528899;55,805816;241;2708945,833428;6510309,830282;261,561719;229,000000;291,000000
1699;2667,000000;65;102,967621;8,428473;42204;"Москва, 2-й Балтийский пер, д.2";"Аэропорт";37,523554;55,807131;1128;2707678,875510;6510340,047219;570,744609;465,000000;656,000000
1703;4886,000000;65;188,638845;15,441140;40476;"Москва, Усиевича ул, д.2";"Аэропорт";37,533498;55,804323;241;2708945,833428;6510309,830282;147,928455;189,000000;252,000000
1723;2661,000000;65;102,735973;8,409511;42205;"Москва, 2-й Балтийский пер, д.4";"Аэропорт";37,525099;55,807688;1879;2708640,602206;6510838,832147;472,023209;556,000000;756,000000
1730;4515,000000;65;174,315265;14,268675;40482;"Москва, Усиевича ул, д.4";"Аэропорт";37,532896;55,804799;241;2708945,833428;6510309,830282;73,145706;352,000000;484,000000
1741;2281,000000;65;88,064921;7,208604;40511;"Москва, Шебашёвский проезд, д.4, корп.1";"Аэропорт";37,531487;55,805942;1880;2708919,615030;6510500,825083;110,052403;464,000000;625,000000
6722;4073,000000;65;157,250515;12,871830;42357;"Москва, Самеда Вургуна ул, д.5";"Аэропорт";37,526124;55,807328;1879;2708640,602206;6510838,832147;434,772186;528,000000;713,000000
6730;2475,000000;65;95,554879;7,821699;42400;"Москва, Часовая ул, д.5";"Аэропорт";37,534721;55,807095;1880;2708919,615030;6510500,825083;135,380152;200,000000;280,000000
6733;2754,000000;65;106,326520;8,703418;42401;"Москва, Часовая ул, д.5А";"Аэропорт";37,534101;55,806889;1880;2708919,615030;6510500,825083;89,371034;164,000000;230,000000
6734;2779,000000;65;107,291721;8,782425;42402;"Москва, Часовая ул, д.5Б";"Аэропорт";37,534640;55,806503;1880;2708919,615030;6510500,825083;127,498606;212,000000;297,000000
6737;10346,000000;65;399,438700;32,696282;40496;"Москва, Черняховского ул, д.5, корп.1";"Аэропорт";37,532429;55,803160;241;2708945,833428;6510309,830282;234,175850;351,000000;475,000000
6740;3191,000000;65;123,198230;10,084461;40497;"Москва, Черняховского ул, д.5, корп.2";"Аэропорт";37,533472;55,803570;241;2708945,833428;6510309,830282;222,435999;269,000000;361,000000
6741;3628,000000;65;140,069940;11,465504;42229;"Москва, Асеева ул, д.6";"Аэропорт";37,529501;55,806515;1880;2708919,615030;6510500,825083;238,105843;472,000000;627,000000
6743;2891,000000;65;111,615821;9,136376;42208;"Москва, 2-й Балтийский пер, д.6";"Аэропорт";37,524650;55,808512;1879;2708640,602206;6510838,832147;475,632684;557,000000;763,000000
6750;6946,000000;65;268,171391;21,951322;42309;"Москва, Лизы Чайкиной ул, д.6";"Аэропорт";37,526617;55,804997;241;2708945,833428;6510309,830282;381,385512;330,000000;436,000000
6765;2303,000000;65;88,914298;7,278130;42358;"Москва, Самеда Вургуна ул, д.7";"Аэропорт";37,526536;55,808022;1879;2708640,602206;6510838,832147;371,980505;492,000000;665,000000
6772;2078,000000;65;80,227490;6,567067;40484;"Москва, Усиевича ул, д.7";"Аэропорт";37,530571;55,803832;241;2708945,833428;6510309,830282;155,090766;251,000000;333,000000
6773;2265,000000;65;87,447192;7,158039;40500;"Москва, Черняховского ул, д.7";"Аэропорт";37,534308;55,804354;241;2708945,833428;6510309,830282;196,850463;249,000000;334,000000
6785;7086,000000;65;273,576515;22,393761;42230;"Москва, Асеева ул, д.8";"Аэропорт";37,530614;55,807137;1880;2708919,615030;6510500,825083;189,361226;139,000000;186,000000
11741;1975,000000;65;76,250863;6,241557;42422;"Москва, Часовая ул, д.9";"Аэропорт";37,531710;55,807829;1880;2708919,615030;6510500,825083;194,135298;170,000000;230,000000
11742;4224,000000;65;163,080327;13,349033;40503;"Москва, Черняховского ул, д.9, корп.1";"Аэропорт";37,534290;55,804896;241;2708945,833428;6510309,830282;166,821786;277,000000;383,000000
11743;4205,000000;65;162,346775;13,288987;40504;"Москва, Черняховского ул, д.9, корп.2";"Аэропорт";37,534324;55,805169;241;2708945,833428;6510309,830282;163,717442;280,000000;387,000000
11748;2515,000000;65;97,099200;7,948110;40469;"Москва, Усиевича ул, д.10А";"Аэропорт";37,528997;55,805498;241;2708945,833428;6510309,830282;234,211541;189,000000;238,000000
11761;2561,000000;65;98,875170;8,093483;42356;"Москва, Самеда Вургуна ул, д.11";"Аэропорт";37,527183;55,808613;1879;2708640,602206;6510838,832147;307,829297;412,000000;555,000000
11765;3611,000000;65;139,413604;11,411780;40470;"Москва, Усиевича ул, д.11";"Аэропорт";37,529807;55,804294;241;2708945,833428;6510309,830282;159,286920;261,000000;343,000000
11782;2653,000000;65;102,427109;8,384229;40471;"Москва, Усиевича ул, д.13";"Аэропорт";37,529411;55,804860;241;2708945,833428;6510309,830282;179,713613;192,000000;245,000000
16708;4275,000000;65;165,049337;13,510207;40472;"Москва, Усиевича ул, д.15";"Аэропорт";37,528558;55,804567;241;2708945,833428;6510309,830282;237,402383;232,000000;298,000000
16709;1739,000000;65;67,139367;5,495731;42377;"Москва, Часовая ул, д.15";"Аэропорт";37,527201;55,809049;1879;2708640,602206;6510838,832147;296,227517;403,000000;547,000000
