"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
3398;5014,000000;104;237,785215;21,842367;7530;"Москва, Валовая ул, д.2-4/44, стр.1";"Замоскворечье";37,635187;55,731085;1599;2720052,108166;6503963,973150;118,886734;176,000000;225,000000
3402;2775,000000;104;131,602308;12,088665;7474;"Москва, 4-й Монетчиковский пер, д.1/6, стр.1";"Замоскворечье";37,631756;55,733148;1600;2719895,357645;6504318,441993;251,990771;223,000000;310,000000
3409;3555,000000;104;168,593227;15,486561;7465;"Москва, 2-й Монетчиковский пер, д.2/12";"Замоскворечье";37,628926;55,731712;1599;2720052,108166;6503963,973150;370,607329;619,000000;856,000000
8360;2570,000000;104;121,880336;11,195629;7487;"Москва, 6-й Монетчиковский пер, д.5";"Замоскворечье";37,632583;55,733476;1600;2719895,357645;6504318,441993;191,443734;423,000000;597,000000
8368;7318,000000;104;347,050700;31,879227;7533;"Москва, Валовая ул, д.6";"Замоскворечье";37,633985;55,731074;1599;2720052,108166;6503963,973150;77,482081;115,000000;151,000000
8374;2616,000000;104;124,061851;11,396017;7483;"Москва, 5-й Монетчиковский пер, д.6, стр.1";"Замоскворечье";37,633229;55,732722;1599;2720052,108166;6503963,973150;152,897956;191,000000;259,000000
8384;3741,000000;104;177,414139;16,296828;7459;"Москва, 1-й Монетчиковский пер, д.8";"Замоскворечье";37,628469;55,732484;1002;2719553,596163;6504271,115637;327,911367;721,000000;1005,000000
13249;1632,000000;104;77,396384;7,109442;7484;"Москва, 5-й Монетчиковский пер, д.8/10";"Замоскворечье";37,632241;55,732655;1599;2720052,108166;6503963,973150;196,496553;148,000000;206,000000
13250;15085,000000;104;715,394890;65,714423;7534;"Москва, Валовая ул, д.8/18";"Замоскворечье";37,631558;55,730826;1599;2720052,108166;6503963,973150;192,891738;195,000000;275,000000
13253;1047,000000;104;49,653195;4,561020;7476;"Москва, 4-й Монетчиковский пер, д.9, стр.1";"Замоскворечье";37,629816;55,732742;1002;2719553,596163;6504271,115637;304,744075;671,000000;927,000000
13261;2392,000000;104;113,438818;10,420212;7528;"Москва, Валовая ул, д.10";"Замоскворечье";37,631756;55,731271;1599;2720052,108166;6503963,973150;166,438168;196,000000;272,000000
13269;2591,000000;104;122,876245;11,287111;7471;"Москва, 3-й Монетчиковский пер, д.10/1";"Замоскворечье";37,629071;55,732083;1599;2720052,108166;6503963,973150;372,783034;650,000000;900,000000
13285;3602,000000;104;170,822167;15,691306;7477;"Москва, 5-й Монетчиковский пер, д.13";"Замоскворечье";37,630122;55,731814;1599;2720052,108166;6503963,973150;288,498704;770,000000;1075,000000
18213;2077,000000;104;98,500178;9,047985;7478;"Москва, 5-й Монетчиковский пер, д.14";"Замоскворечье";37,630929;55,732347;1599;2720052,108166;6503963,973150;256,569899;706,000000;985,000000
18218;4145,000000;104;196,573538;18,056763;7472;"Москва, 3-й Монетчиковский пер, д.15";"Замоскворечье";37,629987;55,731470;1599;2720052,108166;6503963,973150;290,294842;806,000000;1123,000000
18222;2560,000000;104;121,406093;11,152066;7485;"Москва, 6-й Монетчиковский пер, д.15/17";"Замоскворечье";37,633419;55,731926;1599;2720052,108166;6503963,973150;62,269351;75,000000;107,000000
18223;482,000000;104;22,858491;2,099725;7479;"Москва, 5-й Монетчиковский пер, д.16";"Замоскворечье";37,630507;55,732326;1599;2720052,108166;6503963,973150;284,192049;727,000000;1017,000000
18227;3620,000000;104;171,675804;15,769719;7473;"Москва, 3-й Монетчиковский пер, д.17";"Замоскворечье";37,629816;55,731074;1599;2720052,108166;6503963,973150;300,776549;674,000000;933,000000
18245;1831,000000;104;86,833811;7,976341;7486;"Москва, 6-й Монетчиковский пер, д.19";"Замоскворечье";37,633463;55,731565;1599;2720052,108166;6503963,973150;47,226254;20,000000;29,000000
23642;5058,000000;104;239,871883;22,034043;7531;"Москва, Валовая ул, д.20";"Замоскворечье";37,629977;55,730710;1599;2720052,108166;6503963,973150;295,805867;717,000000;978,000000
33130;5479,000000;104;259,837494;23,868036;7669;"Москва, Пятницкая ул, д.76";"Замоскворечье";37,625442;55,730963;1492;2719181,013667;6503591,781827;341,341324;485,000000;647,000000
