"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
2915;6860,000000;92;368,114124;29,425119;20941;"Москва, Годовикова ул, д.1, корп.1";"Останкинский";37,630247;55,803626;108;2715873,780458;6511963,300443;109,292642;314,000000;437,000000
2916;3682,000000;92;197,579621;15,793482;20942;"Москва, Годовикова ул, д.1, корп.2";"Останкинский";37,629258;55,803944;108;2715873,780458;6511963,300443;180,441264;350,000000;486,000000
2917;10238,000000;92;549,380816;43,914631;20951;"Москва, Годовикова ул, д.2";"Останкинский";37,631675;55,802334;109;2715917,855460;6511939,477752;162,685884;106,000000;146,000000
2920;5620,000000;92;301,574544;24,106293;20918;"Москва, Большая Марьинская ул, д.2";"Останкинский";37,633957;55,802628;186;2716160,782041;6511908,709841;84,708271;122,000000;175,000000
2924;5236,000000;92;280,968739;22,459172;20927;"Москва, Бочкова ул, д.3";"Останкинский";37,635530;55,809918;187;2716221,908930;6512862,669047;456,205104;570,000000;764,000000
2925;4189,000000;92;224,785723;17,968196;20953;"Москва, Годовикова ул, д.3";"Останкинский";37,629987;55,804764;108;2715873,780458;6511963,300443;179,718833;400,000000;562,000000
7882;11875,000000;92;637,223793;50,936339;20931;"Москва, Бочкова ул, д.5";"Останкинский";37,632744;55,810081;187;2716221,908930;6512862,669047;655,735575;632,000000;850,000000
7883;4980,000000;92;267,231536;21,361092;20954;"Москва, Годовикова ул, д.5";"Останкинский";37,629726;55,805558;108;2715873,780458;6511963,300443;272,086788;442,000000;620,000000
7889;4172,000000;92;223,873487;17,895276;20955;"Москва, Годовикова ул, д.6";"Останкинский";37,631900;55,804587;108;2715873,780458;6511963,300443;77,839934;53,000000;71,000000
7892;2538,000000;92;136,191493;10,886436;21013;"Москва, Мурманский проезд, д.6";"Останкинский";37,630185;55,802820;109;2715917,855460;6511939,477752;160,021268;255,000000;346,000000
