"OBJECTID";"OPL_G";"DISTRICT_ID";"POPUL";"STUDENTS";"ID_1";"ADDRESS_1";"DISTRICT_1";"POINT_X_1";"POINT_Y_1";"NEAR_FID_1";"NEAR_X_1";"NEAR_Y_1";"NEAR_DIST_1";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
396;10034,000000;29;294,028232;23,679893;14287;"Москва, Крупской ул, д.1";"Ломоносовский";37,530111;55,680858;1638;2715466,195744;6496222,344755;332,255492;289,000000;432,000000
398;8621,000000;29;252,622821;20,345262;14292;"Москва, Крупской ул, д.3";"Ломоносовский";37,529403;55,681488;1639;2715361,459102;6496639,057537;278,539754;234,000000;349,000000
5367;8114,000000;29;237,766103;19,148759;14293;"Москва, Крупской ул, д.5";"Ломоносовский";37,527695;55,681194;1639;2715361,459102;6496639,057537;236,351503;259,000000;389,000000
5377;9042,000000;29;264,959465;21,338807;14298;"Москва, Марии Ульяновой ул, д.6";"Ломоносовский";37,527264;55,680315;1638;2715466,195744;6496222,344755;143,598596;534,000000;727,000000
5381;9376,000000;29;274,746732;22,127036;14294;"Москва, Крупской ул, д.7";"Ломоносовский";37,528261;55,682315;1639;2715361,459102;6496639,057537;135,553940;180,000000;273,000000
5390;9413,000000;29;275,830950;22,214355;14299;"Москва, Марии Ульяновой ул, д.8";"Ломоносовский";37,526178;55,681143;1638;2715466,195744;6496222,344755;209,304353;606,000000;822,000000
10388;8484,000000;29;248,608284;20,021947;14288;"Москва, Крупской ул, д.11";"Ломоносовский";37,526913;55,682903;1639;2715361,459102;6496639,057537;6,332425;4,000000;5,000000
10397;8998,000000;29;263,670125;21,234969;14295;"Москва, Марии Ульяновой ул, д.12";"Ломоносовский";37,524847;55,681756;1639;2715361,459102;6496639,057537;187,396048;473,000000;669,000000
10401;8174,000000;29;239,524294;19,290357;14289;"Москва, Крупской ул, д.13";"Ломоносовский";37,525332;55,682645;1639;2715361,459102;6496639,057537;112,812326;338,000000;489,000000
15240;9498,000000;29;278,321721;22,414952;14296;"Москва, Марии Ульяновой ул, д.14";"Ломоносовский";37,523733;55,682573;1637;2715131,129475;6496624,773189;90,108390;382,000000;533,000000
15249;8914,000000;29;261,208657;21,036732;14290;"Москва, Крупской ул, д.15";"Ломоносовский";37,525774;55,683705;1637;2715131,129475;6496624,773189;133,138684;175,000000;223,000000
15254;13676,000000;29;400,750459;32,274888;14297;"Москва, Марии Ульяновой ул, д.16";"Ломоносовский";37,521802;55,683112;1637;2715131,129475;6496624,773189;145,356264;275,000000;369,000000
15270;8158,000000;29;239,055443;19,252598;14284;"Москва, Вернадского пр-кт, д.19";"Ломоносовский";37,523437;55,683797;1637;2715131,129475;6496624,773189;74,051983;37,000000;52,000000
15272;12556,000000;29;367,930883;29,631726;14291;"Москва, Крупской ул, д.19/17";"Ломоносовский";37,524363;55,684924;77;2715236,813840;6496873,339535;173,032001;305,000000;413,000000
15277;6276,000000;29;183,906835;14,811143;14285;"Москва, Вернадского пр-кт, д.21, корп.1";"Ломоносовский";37,522557;55,685102;1637;2715131,129475;6496624,773189;259,452322;287,000000;353,000000
15278;6278,000000;29;183,965441;14,815863;14286;"Москва, Вернадского пр-кт, д.21, корп.2";"Ломоносовский";37,521129;55,684304;1637;2715131,129475;6496624,773189;253,021305;184,000000;215,000000
