"ID","NAME","NUMB","WEBSITE","TYPE","OKRUG","FOUNDATION","SCHOOLS_COUNT","STEP1_2014","STEP1_2015","STEP2_2014","STEP2_2015","STEP3_2014","STEP3_2015","STUDENTS_2014","STUDENTS_2015","STUDENTS_PER_SCHOOL_2014","STUDENTS_PER_SCHOOL_2015","CATCHEMENT_AREA_STUDENTS"
206,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»",1784,"http://sch1784s.mskobr.ru/","школа","Северный административный округ","слияние",2,200,190,254,268,64,71,518,529,259,264.5,1646.922673
207,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №222",222,"http://sch222s.mskobr.ru/","школа","Северный административный округ","присоединение",2,393,432,607,633,116,109,1116,1174,558,587,1706.050721
208,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №668 имени Героя Советского Союза В.П. Кислякова",668,"http://sch668s.mskobr.ru/","школа","Северный административный округ","слияние",1,259,252,255,273,50,53,564,578,564,578,906.271994
209,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»",0,"http://itschool.mskobr.ru/","школа","Северный административный округ","слияние",4,765,777,765,770,210,199,1740,1746,435,436.5,11437.438339
210,"Государственное бюджетное образовательное учреждение города Москвы лицей №1575",1575,"http://lyc1575.mskobr.ru/","школа","Северный административный округ","присоединение",2,311,374,438,551,255,253,1004,1178,502,589,5665.656474
211,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1601 имени Героя Советского Союза Е.К. Лютикова",1601,"http://cos1601.mskobr.ru/","центр образования","Северный административный округ","присоединение",4,764,781,763,726,198,234,1725,1741,431.25,435.25,21010.262993
212,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №152",152,"http://sch152s-new.mskobr.ru/","школа","Северный административный округ","присоединение",2,484,516,564,596,203,221,1251,1333,625.5,666.5,2879.720607
215,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №761 ",761,"http://sch761sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,390,410,447,442,96,106,933,958,466.5,479,2056.696461
226,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»",1531,"http://gym1531sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",2,526,532,566,564,152,136,1244,1232,622,616,1424.344637
232,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2044",2044,"http://sch2044sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,390,427,366,378,64,51,820,856,820,856,2305.676067
233,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №967",967,"http://sch967.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,415,405,521,525,101,102,1037,1032,518.5,516,2095.647531
235,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1416",1416,"http://sch1416sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,666,634,790,793,191,195,1647,1622,549,540.666666666667,993.30481
236,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №709",709,"http://sch709sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,990,1019,972,1043,143,168,2105,2230,1052.5,1115,10331.943879
238,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1573",1573,"http://gum1573.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",3,764,860,727,750,180,168,1671,1778,557,592.666666666667,644.38145
240,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1577",1577,"http://gym1577sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",2,518,566,576,589,138,146,1232,1301,616,650.5,729.280419
241,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №763",763,"http://sch763sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,1070,1047,1047,1129,210,216,2327,2392,775.6666666667,797.333333333333,700.986908
242,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1449",1449,"http://sch1449sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,486,499,562,566,108,117,1156,1182,578,591,696.987032
243,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №305",305,"http://sch305.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,484,510,535,536,80,96,1099,1142,549.5,571,884.731261
244,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1412",1412,"http://sch1412sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,673,699,708,772,110,118,1491,1589,497,529.666666666667,1258.467728
246,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1370 ",1370,"http://sch1370sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",4,1026,1013,1150,1196,253,257,2429,2466,607.25,616.5,379.876792
247,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка №1095",1095,"http://sch1095sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,828,856,871,894,241,200,1940,1950,646.6666666667,650,1138.66227
248,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №281",281,"http://sch281sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,610,636,633,671,212,177,1455,1484,485,494.666666666667,6539.001079
250,"Государственное бюджетное образовательное учреждение города Москвы гимназия «Государственная столичная гимназия»",0,"http://gsg.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",5,1244,1330,1323,1400,256,189,2823,2919,564.6,583.8,936.184013
254,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1415 ",1415,"http://sch1415sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,336,360,287,301,101,82,724,743,724,743,991.256953
257,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1236",1236,"http://sch1236sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",6,1368,1405,1504,1556,312,325,3184,3286,530.6666666667,547.666666666667,10153.709364
259,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро",1558,"http://gym1558sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",3,800,852,849,860,158,169,1807,1881,602.3333333333,627,449.828235
261,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1413",1413,"http://sch1413sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,800,863,968,966,228,229,1996,2058,665.3333333333,686,1020.498884
262,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №283",283,"http://sch283sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",5,903,886,997,1023,243,228,2143,2137,428.6,427.4,1655.327145
263,"Государственное бюджетное образовательное учреждение города Москвы лицей №1537 информационных технологий",1537,"http://lyc1537.mskobr.ru/","лицей","Северо-Восточный административный округ","присоединение",2,407,442,653,670,194,200,1254,1312,627,656,710.673368
268,"Государственное бюджетное образовательное учреждение города Москвы лицей №1568 имени Пабло Неруды",1568,"http://lyc1568.mskobr.ru/","лицей","Северо-Восточный административный округ","слияние",4,829,824,1104,1244,297,293,2230,2361,557.5,590.25,1022.771998
271,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №285 имени В.А. Молодцова",285,"http://schsv285.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",4,1022,1021,1109,1208,218,205,2349,2434,587.25,608.5,1130.236951
272,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1494",1494,"http://sch1494sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",3,1015,1076,902,980,240,224,2157,2280,719,760,3252.175744
273,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №293 имени А.Т. Твардовского",293,"http://sch293.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,724,776,690,727,146,160,1560,1663,520,554.333333333333,2594.865778
275,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180",180,"http://sch180sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,343,733,391,949,113,218,847,1900,423.5,950,498.05045
276,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №960",960,"http://sch960sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,208,206,252,252,57,60,517,518,517,518,1811.11697
277,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755",755,"http://sch755.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,172,205,291,287,55,57,518,549,518,549,1546.529676
278,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1518",1518,"http://gum1518.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",1,365,381,461,508,155,165,981,1054,981,1054,0
280,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1374",1374,"http://sch1374sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,602,559,688,686,163,155,1453,1400,484.3333333333,466.666666666667,2649.039024
282,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №950",950,"http://sch950sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",5,1018,911,1295,1282,217,214,2530,2407,506,481.4,3572.538376
283,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1381",1381,"http://sch1381.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,802,824,820,820,178,203,1800,1847,600,615.666666666667,7924.080155
284,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №166",166,"http://sch166.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,489,466,573,571,120,114,1182,1151,591,575.5,578.195392
286,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1482",1482,"http://sch1482.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",1,232,258,330,364,89,80,651,702,651,702,1124.662743
287,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №956",956,"http://sch956sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,337,317,316,343,99,104,752,764,752,764,813.833862
289,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №962",962,"http://sch962sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,668,694,709,740,182,179,1559,1613,779.5,806.5,1364.257929
290,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №240",240,"http://sch240sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,683,683,658,658,133,133,1474,1474,737,737,864.000164
291,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554",1554,"http://gym1554.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",4,1366,1545,1479,1523,324,316,3169,3384,792.25,846,334.106563
292,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1430 имени Героя Социалистического Труда Г.В. Кисунько",1430,"http://sch1430sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,568,578,605,643,185,167,1358,1388,679,694,1348.432255
293,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1565 «Свиблово»",1565,"http://gym1565sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",6,1438,1512,1497,1542,395,358,3330,3412,555,568.666666666667,7063.325342
294,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1539",1539,"http://gym1539sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",3,622,606,693,744,213,244,1528,1594,509.3333333333,531.333333333333,3380.868591
298,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1499 имени Героя Советского Союза И.А. Докукина",1499,"http://co1499sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",3,761,754,851,890,234,233,1846,1877,615.3333333333,625.666666666667,8854.216602
301,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1411",1411,"http://sch1411.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,531,564,569,570,105,114,1205,1248,602.5,624,3008.4883
302,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №953",953,"http://co953sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,487,958,579,1092,143,223,1209,2273,604.5,1136.5,920.303423
303,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №254",254,"http://sch254.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,513,458,506,510,131,129,1150,1097,383.3333333333,365.666666666667,702.388451
304,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1491",1491,"http://sch1491sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",3,837,0,879,0,215,0,1931,0,643.6666666667,0,3779.327773
306,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева",760,"http://schsv760.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,807,824,779,852,172,150,1758,1826,586,608.666666666667,3152.698307
308,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №606",606,"http://sch606.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,395,329,437,432,86,78,918,839,459,419.5,3107.363932
309,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языков №1955",1955,"http://sch1955sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",4,879,895,1061,1103,280,288,2220,2286,555,571.5,1903.578716
311,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №237 имени В.Ф. Орлова",237,"http://csh237.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",6,562,1258,590,1390,104,340,1256,2988,209.3333333333,498,5155.823662
312,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №982 имени маршала бронетанковых войск П.П. Полубоярова",982,"http://sch982u.mskobr.ru/","школа","Южный административный округ","слияние",2,443,487,439,451,107,87,989,1025,494.5,512.5,1382.657279
313,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879",879,"http://sch879.mskobr.ru/","школа","Южный административный округ","слияние",2,417,412,420,456,85,59,922,927,461,463.5,296.588499
314,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2000",2000,"http://sch2000u.mskobr.ru/","школа","Южный административный округ","слияние",3,756,781,801,798,139,109,1696,1688,565.3333333333,562.666666666667,1709.595844
315,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №896",896,"http://sch896u.mskobr.ru/","школа","Южный административный округ","слияние",2,480,461,488,509,86,90,1054,1060,527,530,4173.761762
316,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №978",978,"http://sch978u.mskobr.ru/","школа","Южный административный округ","слияние",2,349,421,349,389,118,100,816,910,408,455,5861.718574
317,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №426",426,"http://sch426u.mskobr.ru/","школа","Южный административный округ","присоединение",2,383,375,431,432,120,93,934,900,467,450,18.163445
319,"Государственное бюджетное образовательное учреждение города Москвы лицей №504 ",504,"http://lyc504u.mskobr.ru/","лицей","Южный административный округ","слияние",4,750,682,660,742,111,91,1521,1515,380.25,378.75,8482.191347
320,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой",1466,"http://sch1466u.mskobr.ru/","школа","Южный административный округ","слияние",2,779,786,714,789,113,122,1606,1697,803,848.5,10137.020898
321,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №494 имени Героя Российской Федерации А.Н. Рожкова",494,"http://sch494.mskobr.ru/","школа","Южный административный округ","слияние",3,446,472,407,442,82,97,935,1011,311.6666666667,337,3521.110271
323,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №438",438,"http://sch438uv.mskobr.ru/","школа","Южный административный округ","присоединение",1,233,251,281,271,54,58,568,580,568,580,1043.853405
324,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №998",998,"http://sch998u.mskobr.ru/","школа","Южный административный округ","слияние",3,838,786,496,551,55,58,1389,1395,463,465,2544.502662
325,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2113",2113,"http://sch2113.mskobr.ru/","школа","Южный административный округ","слияние",3,586,553,663,674,110,145,1359,1372,453,457.333333333333,5762.421867
326,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №933",933,"http://sch933u.mskobr.ru/","школа","Южный административный округ","присоединение",2,571,542,518,585,73,63,1162,1190,581,595,2390.322959
327,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №534",534,"http://sch534.mskobr.ru/","школа","Южный административный округ","присоединение",3,546,541,571,641,135,142,1252,1324,417.3333333333,441.333333333333,1546.498061
328,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1034",1034,"http://sch1034.mskobr.ru/","школа","Южный административный округ","присоединение",3,778,824,847,938,175,159,1800,1921,600,640.333333333333,1438.348174
329,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №937 имени Героя Российской Федерации А.В. Перова",937,"http://sch937u.mskobr.ru/","школа","Южный административный округ","присоединение",2,682,759,597,629,104,90,1383,1478,691.5,739,1812.219702
331,"Государственное бюджетное образовательное учреждение города Москвы лицей №1451",1451,"http://lyc1451u.mskobr.ru/","лицей","Южный административный округ","слияние",2,521,520,644,657,155,129,1320,1306,660,653,1867.258356
332,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №492 ",492,"http://sch492u.mskobr.ru/","школа","Южный административный округ","присоединение",2,438,422,434,454,74,75,946,951,473,475.5,39.379067
334,"Государственное бюджетное образовательное учреждение города Москвы лицей №507",507,"http://lyc507u.mskobr.ru/","лицей","Южный административный округ","слияние",3,712,753,848,835,190,186,1750,1774,583.3333333333,591.333333333333,2421.2388
335,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №870",870,"http://schsv870u.mskobr.ru/","школа","Южный административный округ","присоединение",2,437,416,458,484,79,74,974,974,487,487,4214.14656
336,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №949 ",949,"http://sch949u.mskobr.ru/","школа","Южный административный округ","присоединение",2,588,616,580,616,124,114,1292,1346,646,673,2584.983426
337,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №904",904,"http://sch904u.mskobr.ru/","школа","Южный административный округ","присоединение",3,639,901,812,849,166,177,1617,1927,539,642.333333333333,18325.281904
338,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924",924,"http://sch924.mskobr.ru/","школа","Южный административный округ","присоединение",2,616,606,635,687,109,126,1360,1419,680,709.5,2457.227255
339,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №932",932,"http://sch932u.mskobr.ru/","школа","Южный административный округ","присоединение",2,305,311,351,367,120,87,776,765,388,382.5,3083.442661
340,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1173",1173,"http://sch1173.mskobr.ru/","школа","Южный административный округ","присоединение",2,603,624,731,753,163,160,1497,1537,748.5,768.5,1588.348096
341,"Государственное бюджетное образовательное учреждение города Москвы лицей №1828 «Сабурово»",1828,"http://cou1828.mskobr.ru/","лицей","Южный административный округ","слияние",1,310,307,285,315,52,47,647,669,647,669,1030.290052
344,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №556",556,"http://sch556u.mskobr.ru/","школа","Южный административный округ","слияние",2,582,550,668,671,93,103,1343,1324,671.5,662,1119.271799
345,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №667",667,"http://sch667u.mskobr.ru/","школа","Южный административный округ","слияние",2,595,625,633,607,109,128,1337,1360,668.5,680,1558.349576
346,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1207",1207,"http://sch1207u.mskobr.ru/","школа","Южный административный округ","присоединение",3,726,666,801,770,172,127,1699,1563,566.3333333333,521,1023.157418
347,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1245",1245,"http://sch1245u.mskobr.ru/","школа","Южный административный округ","присоединение",3,0,820,161,932,110,191,271,1943,90.3333333333,647.666666666667,4326.616827
348,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257",1257,"http://gym1257u.mskobr.ru/","гимназия","Южный административный округ","",1,383,402,345,372,84,81,812,855,812,855,566.254371
349,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001",2001,"http://sch2001u.mskobr.ru/","школа","Южный административный округ","присоединение",1,0,529,0,642,0,91,0,1262,0,1262,2301.521658
350,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1242",1242,"http://sch1242u.mskobr.ru/","школа","Южный административный округ","присоединение",2,504,571,573,574,87,94,1164,1239,582,619.5,5536.455186
351,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №629",629,"http://sch629u.mskobr.ru/","школа","Южный административный округ","присоединение",2,541,595,564,589,154,148,1259,1332,629.5,666,6476.220788
353,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №544",544,"http://sch544u.mskobr.ru/","школа","Южный административный округ","присоединение",2,735,774,727,776,143,151,1605,1701,802.5,850.5,3540.582234
354,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №547",547,"http://sch547u.mskobr.ru/","школа","Южный административный округ","присоединение",2,389,428,361,389,90,76,840,893,420,446.5,2275.023633
356,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №902 «Диалог»",902,"http://sch902.mskobr.ru/","школа","Южный административный округ","слияние",3,984,1031,1172,1186,201,147,2357,2364,785.6666666667,788,2766.69724
358,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №979 ",979,"http://sch979u.mskobr.ru/","школа","Южный административный округ","присоединение",1,304,342,325,313,65,64,694,719,694,719,2624.713556
359,"Государственное бюджетное образовательное учреждение города Москвы лицей №1158",1158,"http://sch1158.mskobr.ru/","лицей","Южный административный округ","присоединение",3,1323,1382,1386,1447,278,279,2987,3108,995.6666666667,1036,982.591351
360,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1272",1272,"http://sch1272.mskobr.ru/","гимназия","Южный административный округ","присоединение",1,446,474,410,463,89,88,945,1025,945,1025,3213.284769
361,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1636 «НИКА»",1636,"http://gym1636u.mskobr.ru/","гимназия","Южный административный округ","присоединение",4,759,743,938,1052,185,184,1882,1979,470.5,494.75,4035.43425
363,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №508",508,"http://sch508u.mskobr.ru/","школа","Южный административный округ","присоединение",2,700,803,777,813,101,107,1578,1723,789,861.5,2846.805343
364,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №880",880,"http://sch880u.mskobr.ru/","школа","Южный административный округ","присоединение",2,441,434,505,537,93,74,1039,1045,519.5,522.5,634.174446
365,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №947",947,"http://sch947u.mskobr.ru/","школа","Южный административный округ","присоединение",3,1013,1162,1273,1288,218,224,2504,2674,834.6666666667,891.333333333333,3580.216863
366,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1179",1179,"http://sch1179u.mskobr.ru/","школа","Южный административный округ","присоединение",1,322,357,363,368,68,78,753,803,753,803,539.178878
367,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1450 «Олимп»",1450,"http://sch1450u.mskobr.ru/","школа","Южный административный округ","слияние",4,0,937,0,1067,117,201,117,2205,29.25,551.25,5085.157778
368,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1861 «Загорье»",1861,"http://sch1861u.mskobr.ru/","школа","Южный административный округ","слияние",3,481,574,646,706,137,172,1264,1452,421.3333333333,484,5849.141142
369,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1929",1929,"http://schu1929.mskobr.ru/","школа","Южный административный округ","присоединение",1,357,355,352,353,102,102,811,810,811,810,527.061924
