"ID","NAME","NUMB","TYPE","CLOSED","ADDRESS","OKRUG","RAYON","COMPLEX_ID","RATING","STUDENTS_2014","STUDENTS_2015","STUDENTS_2016","STUDENTS_PROJECT_CATCHMENT","STUDENTS_PROJECT_COMPLEX","STUDENTS_PROJECT_SNIP","DIST_TO_CENTER"
10431,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1199 «Лига Школ»",1199,"школа",TRUE,"117574, г.Москва, Новоясеневский проспект, дом 16, корп. 2","ЮЗАО","Ясенево",915,217,58,0,0,0,0,537,17463.5866682163
10432,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №12",12,"школа",FALSE,"119136 г.Москва, 2-й Сетуньский проезд, д. 9","ЗАО","Раменки",746,,311,0,0,268,268,268,6021.0774621311
10433,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №120",120,"школа",FALSE,"119296, г. Москва, Ломоносовский проспект, дом 4, корпус 3","ЮЗАО","Гагаринский",604,,809,824,781,631,631,467,8443.56100458576
10435,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №121",121,"школа",FALSE,"117393, г. Москва, ул. Гарибальди, дом 28, корпус 3","ЮЗАО","Обручевский",531,294,591,623,629,1215,486,921,10331.5592355857
10436,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1247 имени Юргиса Балтрушайтиса",1247,"школа",FALSE,"105005 г.Москва, Госпитальный пер., д.3","ЦАО","Басманный",916,,385,410,429,552,552,237,4662.02127784198
10437,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №125",125,"школа",FALSE,"117574, г.Москва, улица Голубинская, дом 5, корпус 2","ЮЗАО","Ясенево",598,,587,608,639,600,429,474,17590.2136240059
10438,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №128",128,"школа",FALSE,"125047 г. Москва, 2-ая Тверская -Ямская ул., д.46","ЦАО","Тверской",45,,519,516,509,0,897,1467,2954.5098746841
10439,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1305",1305,"школа",FALSE,"107140 г.Москва, 2-ой Красносельский пер., д.18","ЦАО","Красносельский",917,,323,0,0,432,216,86,4634.20395546413
10440,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1314",1314,"школа",FALSE,"109377 г. Москва, ул. 1-я Новокузьминская, д. 20, к. 4","ЮВАО","Рязанский",484,,461,480,496,738,738,713,11562.0017271972
10441,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1320",1320,"школа",FALSE,"107065, г. Москва,  ул. Камчатская , д.10","ВАО","Гольяново",698,,664,664,664,0,667,474,15093.8694758772
10442,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1323",1323,"школа",FALSE,"115035 г. Москва, ул. Б. Ордынка, д.15, стр.1","ЦАО","Замоскворечье",42,338,432,455,445,0,548,571,1244.84963043416
10443,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №136",136,"школа",FALSE,"123056 г. Москва, ул. Красина, д.20, стр. 1","ЦАО","Пресненский",28,57,470,483,468,0,1044,895,2586.15765745082
10444,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №138",138,"школа",FALSE,"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2","СЗАО","Хорошёво-Мнёвники",122,202,666,711,724,1314,788,1163,10139.6811358453
10445,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №160",160,"школа",FALSE,"123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2","СЗАО","Хорошёво-Мнёвники",122,,666,711,724,0,788,825,10043.3836662068
10447,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №139",139,"школа",FALSE,"127349 г. Москва, Шенкурский проезд, д. 4а","СВАО","Бибирево",302,,604,1136,1132,0,675,741,15417.0481219145
10448,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №14",14,"школа",FALSE,"119602, г. Москва, ул. Академика Анохина, д. 32","ЗАО","Тропарёво-Никулино",720,,503,508,508,1442,961,630,14052.3050158592
10449,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1400",1400,"школа",FALSE,"121354 г. Москва, Можайское шоссе, дом 38, корпус 7","ЗАО","Можайский",738,269,580,598,644,2061,941,686,13584.3870052314
10450,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №621",621,"школа",FALSE,"109444, г. Москва, ул. Ташкентская, д. 21, к.2","ЮВАО","Выхино-Жулебино",460,,456,469,497,0,606,507,13241.4109580898
10451,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1420",1420,"школа",FALSE,"109444, г. Москва, ул. Ташкентская, д. 21, к.2","ЮВАО","Выхино-Жулебино",460,119,456,469,497,1212,606,557,13590.8695626659
10452,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1423",1423,"школа",FALSE,"109451, г. Москва, Перервинский бульвар, д.5, корп. 3","ЮВАО","Марьино",428,251,702,688,677,875,875,715,13659.9802960151
10453,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1429 имени Героя Советского Союза Н.А.Боброва",1429,"школа",FALSE,"105082 г.Москва, Переведеновский пер., д.11","ЦАО","Басманный",19,,454,446,467,552,552,415,5045.63784785459
10454,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1090",1090,"начальная школа",FALSE,"125368, г. Москва, ул. Барышиха, д. 32;","СЗАО","Митино",114,,641,670,711,0,1121,986,19803.0230996355
10455,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1435",1435,"школа",FALSE,"125368, г. Москва, ул. Барышиха, д. 32;","СЗАО","Митино",114,,641,670,711,1681,1121,734,20251.7339208265
10456,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1441 «Бронная слобода»",1441,"школа",FALSE,"123104 г.Москва, Б. Козихинский пер., д.5, стр.3","ЦАО","Пресненский",881,236,772,804,859,745,410,772,1659.51096185403
10457,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1447 имени Н.А.Островского",1447,"школа",FALSE,"125047, г.Москва, 4-й Лесной переулок, д.6","ЦАО","Тверской",45,,519,516,509,968,897,499,3504.37611059491
10458,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1462",1462,"школа",FALSE,"109451, г. Москва, Мячковский бульвар, дом 7, к. 2","ЮВАО","Марьино",472,,652,659,682,0,708,761,13761.244644397
10459,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №148",148,"школа",FALSE,"123007 г. Москва, Хорошевское ш., д. 64а, стр. 2","САО","Хорошёвский",134,203,714,766,818,1195,1012,927,6306.0917240199
10460,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1489",1489,"школа",FALSE,"125430, г. Москва, улица Митинская дом 46 корпус 2","СЗАО","Митино",126,138,591,617,635,0,990,1001,19585.5690774524
10461,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1492",1492,"школа",FALSE,"117041, г. Москва, ул. Адмирала Лазарева, д. 62, корп.2","ЮЗАО","Южное Бутово",525,152,665,691,708,846,564,660,24767.6234029425
10462,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1978",1978,"школа",FALSE,"117041, г. Москва, ул. Адмирала Лазарева, д. 62, корп.2","ЮЗАО","Южное Бутово",525,,665,691,708,0,564,547,24846.6135238934
10463,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1493",1493,"школа",FALSE,"109341, г. Москва, ул. Новомарьинская, дом 7, корпус 2","ЮВАО","Марьино",459,,546,560,588,1503,793,737,13820.3477467556
10464,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №15",15,"школа",FALSE,"117246, г.Москва, ул.Херсонская, дом 27 А","ЮЗАО","Черёмушки",547,255,505,526,534,782,782,594,11912.6906257796
10465,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №152",152,"школа",FALSE,"125319, г. Москва, 1-ая Аэропортовская улица, дом 1","САО","Аэропорт",212,254,626,666,700,945,472,407,7472.00380137341
10466,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №153",153,"школа",FALSE,"125445, г. Москва, Прибрежный проезд, д.12","САО","Левобережный",190,,524,559,608,0,980,611,16484.1935554488
10467,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №155",155,"школа",FALSE,"125040, г. Москва ул. Правды, д. 1а","САО","Беговой",206,,259,264,272,0,588,504,4477.85820615257
10468,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №156",156,"школа",FALSE,"117463, г.Москва, улица Паустовского, дом 5, корпус 2","ЮЗАО","Ясенево",580,,449,482,552,0,493,426,17831.7968631897
10469,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №158",158,"школа",FALSE,"124445, г. Москва, Валдайский проезд, дом 14","САО","Левобережный",190,,524,559,608,1959,980,1296,15892.1734476238
10470,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №130",130,"прогимназия",FALSE,"123423, г. Москва, ул. Народного Ополчения, д. 22, к.4","СЗАО","Хорошёво-Мнёвники",78,,20,499,508,0,752,601,8290.80319755978
10471,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1605",1605,"школа",FALSE,"123423, г. Москва, ул. Народного Ополчения, д. 22, к.4","СЗАО","Хорошёво-Мнёвники",78,,20,499,508,1503,752,680,9106.85490799827
10472,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1623",1623,"школа",FALSE,"117587 г. Москва, Варшавское шоссе, дом 126А","ЮАО","Чертаново Северное",385,,802,828,913,1784,1190,1054,14039.9185559205
10474,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №163",163,"школа",FALSE,"127238, г. Москва,  Линейный проезд, д. 11","САО","Тимирязевский",167,,454,456,458,820,663,674,10271.8247711339
10475,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1640",1640,"школа",FALSE,"115477 г. Москва, ул. Бехтерева д.17а","ЮАО","Царицыно",337,,539,642,650,889,1359,667,13668.5599676564
10476,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1652",1652,"школа",FALSE,"ул.Верхняя Красносельская, д. 30","ЦАО","Красносельский",44,,345,339,351,432,732,617,4096.43535151233
10477,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №167 имени Маршала Л.А.Говорова",167,"школа",FALSE,"125565, г. Москва, ул. Ленинградское шоссе, д. 94А","САО","Левобережный",194,272,624,698,756,2146,1073,1029,14798.8022176626
10478,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №692",692,"школа",FALSE,"125565, г. Москва, ул. Ленинградское шоссе, д. 94А","САО","Левобережный",194,,624,698,756,0,1073,714,14650.7199754198
10479,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1688",1688,"школа",FALSE,"107065, г.Москва, ул. Камчатская, д.6","ВАО","Гольяново",645,,597,597,597,1000,667,694,14719.69580537
10480,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1692",1692,"школа",FALSE,"124575, г. Москва, Зеленоград, корп. 1016","ЗелАО","Силино",807,,275,261,256,849,283,301,38033.2514425286
10481,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1853",1853,"школа",FALSE,"124575, г. Москва, Зеленоград, корп. 1005А","ЗелАО","Силино",807,,275,261,256,0,283,238,37819.2910424879
10482,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №17",17,"школа",FALSE,"117279, г. Москва, ул. Введенского, д.28","ЮЗАО","Коньково",557,368,635,645,666,718,718,811,14165.1212907627
10483,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №171",171,"школа",FALSE,"119146 г. Москва, 2-ая Фрунзенская ул., д. 7А","ЦАО","Хамовники",34,115,627,675,742,2121,1414,1774,4326.2963695686
10485,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1716 «Эврика-Огонек»",1716,"школа",FALSE,"109451, Москва, улица Верхние поля, дом 40, корпус 2","ЮВАО","Марьино",414,,695,734,788,734,734,801,13832.9126406725
10486,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №172",172,"школа",FALSE,"125481, г. Москва, ул. Фомичевой, д. 5, кор.1","СЗАО","Северное Тушино",131,,658,719,763,0,1242,1597,15856.7043603799
10487,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726",1726,"школа",FALSE,"121170, Москва ул.Дениса Давыдова д.5","ЗАО","Дорогомилово",707,,460,464,460,306,183,236,6593.58940994121
10488,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №711",711,"школа",FALSE,"121170, Москва ул.Дениса Давыдова д.5","ЗАО","Дорогомилово",707,,460,464,460,0,183,106,4797.34309264574
10489,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1738 имени авиаконструктора М.Л. Миля",1738,"школа",FALSE,"109153, г. Москва, ул. Лермонтовский проспект, дом 14, корпус 2","ЮВАО","Выхино-Жулебино",426,,964,820,843,910,910,1066,16069.4471083676
10490,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1810",1810,"начальная школа",FALSE,"124683, г. Москва, Зеленоград, корп. 1555","ЗелАО","Крюково",795,,514,554,581,0,462,396,38362.2187641451
10491,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1739",1739,"школа",FALSE,"124683, г. Москва, Зеленоград, корп. 1555","ЗелАО","Крюково",795,154,514,554,581,616,462,463,38627.6908847946
10492,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1740",1740,"школа",FALSE,"124683, г. Москва, Зеленоград, корп.1530","ЗелАО","Крюково",797,199,779,819,931,616,462,469,38552.6748218048
10493,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1741",1741,"школа",FALSE,"119602 г.Москва, ул. Никулинская, д. 5","ЗАО","Тропарёво-Никулино",765,147,863,1069,1116,798,798,798,14167.2472898537
10494,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1743",1743,"школа",FALSE,"125464, г. Москва, Новотушинский пр., д. 8","СЗАО","Митино",62,399,653,702,776,0,853,852,17683.9338764368
10495,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1747",1747,"школа",FALSE,"125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1","СЗАО","Митино",114,100,641,670,711,1681,1121,986,19688.177515571
10496,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1750",1750,"школа",FALSE,"115407 г. Москва, Нагатинская наб.д.56","ЮАО","Нагатинский Затон",851,,612,657,691,1609,1073,735,8334.54046116996
10497,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №176",176,"школа",FALSE,"117485, г.Москва, ул.Профсоюзная, д.98А","ЮЗАО","Коньково",533,,668,618,567,0,801,734,13293.0510572777
10498,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №18",18,"школа",FALSE,"117463, г. Москва, проезд Карамзина, дом 9, корпус 3","ЮЗАО","Ясенево",858,,585,568,0,0,493,384,18629.9999642232
10499,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180",180,"школа",FALSE,"127560, город Москва, улица Коненкова, д.8А","СВАО","Бибирево",275,,424,950,969,1017,763,751,15159.6972308916
10500,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1071",1071,"школа",FALSE,"117628, г. Москва, ул. Куликовская, д. 3Б","ЮЗАО","Северное Бутово",815,386,722,743,786,509,605,669,20722.2170052837
10501,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1825",1825,"школа",FALSE,"117628, г. Москва, ул. Куликовская, д. 3Б","ЮЗАО","Северное Бутово",815,,722,743,786,509,605,691,20682.1452630943
10502,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №183",183,"школа",FALSE,"127474, г. Москва, Дубнинская улица, дом 59","САО","Бескудниковский",870,,716,745,758,658,658,352,13958.2496470573
10503,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №184",184,"школа",FALSE,"127411, г. Москва, Карельский бульвар, дом 20","САО","Дмитровский",200,,626,638,636,0,599,641,16599.0641976377
10504,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1840",1840,"школа",FALSE,"129110 г. Москва, Б. Переяславская ул., д.1, стр.1","ЦАО","Мещанский",35,168,497,512,524,731,398,902,3264.2860389334
10506,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №185",185,"школа",FALSE,"125008, г. Москва, ул. Михалковская, д. 3","САО","Коптево",164,,1062,1150,1254,532,532,368,10656.8148997818
10507,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №187",187,"школа",FALSE,"119261, г. Москва, Ломоносовский проспект, дом 3 А","ЮЗАО","Гагаринский",561,299,267,278,274,0,234,330,9035.78852207375
10508,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1874",1874,"центр образования",FALSE,"123098, г. Москва, ул. Маршала Новикова, д. 13","СЗАО","Щукино",61,113,1480,1442,1425,1664,1248,840,10779.1385966628
10511,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1883 «Бутово»",1883,"школа",FALSE,"117042, г. Москва, улица Поляны, дом 53","ЮЗАО","Южное Бутово",530,204,627,664,682,621,621,640,23191.6568731128
10512,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №190",190,"школа",FALSE,"117335, г. Москва, Профсоюзная ул., дом 40, кор.2","ЮЗАО","Черёмушки",599,,366,370,374,0,719,545,9503.66257995521
10513,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1902",1902,"школа",FALSE,"109341, г. Москва, Мячковский бульвар, д. 10, корп. 2","ЮВАО","Марьино",459,,546,560,588,0,793,821,13714.4643468203
10514,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1904",1904,"школа",FALSE,"109652, г. Москва, ул. Люблинская, д. 167","ЮВАО","Марьино",459,,546,560,588,814,793,595,14077.8559310005
10515,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1905",1905,"школа",FALSE,"109153, г. Москва, ул. Маршала Полубоярова, д. 22","ЮВАО","Выхино-Жулебино",491,258,941,965,1069,703,703,638,17063.2314973673
10516,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1908",1908,"школа",FALSE,"109156, г. Москва, ул. Привольная, 41","ЮВАО","Выхино-Жулебино",447,295,628,617,669,820,820,617,16138.9609598329
10517,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1909",1909,"школа",FALSE,"109156, город Москва, ул. Маршала Полубоярова, дом 12","ЮВАО","Выхино-Жулебино",463,,703,727,765,703,703,692,16977.2562396405
10518,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №191",191,"школа",FALSE,"117218, г.Москва, ул. Профсоюзная, д. 15 А","ЮЗАО","Академический",588,,807,901,962,0,747,265,9006.646867356
10519,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1910",1910,"школа",FALSE,"109469, г. Москва, Мячковский бульвар, дом 25","ЮВАО","Марьино",472,,652,659,682,777,777,894,14540.3258209441
10520,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1912",1912,"школа",FALSE,"124683, г. Москва, Зеленоград, корп. 1816","ЗелАО","Крюково",813,293,648,628,624,1132,566,650,38163.7706556216
10521,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1913",1913,"школа",FALSE,"124365, г. Москва, Зеленоград, корп. 1632","ЗелАО","Крюково",814,,556,574,580,739,493,451,37941.196376969
10522,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1916",1916,"школа",FALSE,"117042, г. Москва, Чечёрский проезд, дом 6","ЮЗАО","Южное Бутово",582,,348,348,348,0,862,435,23962.3078904109
10523,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №192",192,"школа",FALSE,"119334, г.Москва, Ленинский проспект, д. 34А","ЮЗАО","Гагаринский",521,64,459,469,485,224,224,168,5939.73942394418
10524,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1922",1922,"школа",FALSE,"109153, г. Москва, ул. Привольная, д. 45","ЮВАО","Выхино-Жулебино",467,,676,704,718,645,645,486,16061.2586509939
10525,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1924",1924,"школа",FALSE,"111673, г. Москва,  улица  Новокосинская,  дом 13Б","ВАО","Новокосино",919,,510,0,0,731,731,859,14689.4051377761
10526,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1929",1929,"школа",FALSE,"115211 г. Москва, Борисовские пруды д.12,к.2","ЮАО","Братеево",369,,811,810,827,694,694,669,15295.7402629868
10527,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №193",193,"школа",FALSE,"117418, г.Москва, улица Новочерёмушкинская, дом 56, корпус 2","ЮЗАО","Черёмушки",591,,212,238,260,2014,1007,1118,10025.7320890761
10528,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1931",1931,"школа",FALSE,"117042, г. Москва, Чечёрский проезд, дом 42","ЮЗАО","Южное Бутово",595,,1144,1177,1250,0,272,517,25008.1211199139
10529,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1933",1933,"школа",FALSE,"119634 г. Москва, ул Чоботовская, дом 8.","ЗАО","Ново-Переделкино",735,,774,839,912,595,595,39,20768.7788930354
10530,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1935",1935,"школа",FALSE,"109431, г. Москва, ул. Авиаконструктора Миля, дом 18, корпус 2","ЮВАО","Выхино-Жулебино",466,328,935,1003,1113,703,703,914,16901.2727987632
10531,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1937",1937,"школа",FALSE,"109444, г. Москва, Самаркандский бульвар, д. 28, корпус 2","ЮВАО","Выхино-Жулебино",460,,456,469,497,0,606,700,13639.6782727067
10532,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1940",1940,"школа",FALSE,"124365, г. Москва, Зеленоград, корп. 1642","ЗелАО","Крюково",814,,556,574,580,0,493,220,37942.6113044444
10533,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1943",1943,"школа",FALSE,"125222, г. Москва,Уваровский переулок, д. 8","СЗАО","Митино",99,189,587,600,633,999,600,472,18903.7343113996
10534,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1945",1945,"школа",FALSE,"117628, г.Москва, ул. Старокачаловская, вл.22","ЮЗАО","Северное Бутово",552,,598,642,690,661,661,459,20528.6642776495
10535,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1946",1946,"школа",FALSE,"117042, г.Москва, ул. Южнобутовская, д. 135 А","ЮЗАО","Южное Бутово",540,,615,650,673,733,733,766,25702.6472417788
10536,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1947",1947,"школа",FALSE,"105187,  г. Москва,  ул.  Щербаковская,  д. 36А","ВАО","Соколиная Гора",920,,93,757,750,682,546,658,7732.83242772726
10537,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1956",1956,"школа",FALSE,"127521 г. Москва, Старомарьинское шоссе, д.5","СВАО","Марьина Роща",311,,209,498,511,855,747,686,5525.80898629244
10538,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1961",1961,"школа",FALSE,"117042, г. Москва, ул. Южнобутовская, д. 76, корп. 1","ЮЗАО","Южное Бутово",575,,617,639,659,1093,709,508,25090.8176037112
10539,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1965",1965,"школа",FALSE,"109341, г. Москва, ул. Перерва, д. 41, корпус 2","ЮВАО","Марьино",433,,568,600,593,0,621,826,13066.1754401053
10540,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1968",1968,"школа",FALSE,"109451, г. Москва, ул. Верхние поля, д. 30","ЮВАО","Марьино",472,,652,659,682,1114,1114,1114,13010.2539075552
10541,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №197",197,"школа",FALSE,"117447, г.Москва, улица Новочеремушкинская, дом 11 А","ЮЗАО","Академический",505,,507,505,513,793,623,498,7832.03747795945
10542,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1970",1970,"школа",FALSE,"117042, г.Москва, Чечёрский проезд, дом 22, корпус 1","ЮЗАО","Южное Бутово",582,,348,348,348,1149,862,561,24483.6934256511
10543,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1971",1971,"школа",FALSE,"117042, город Москва, ул. Южнобутовская, д. 52, корпуса 1, 2","ЮЗАО","Южное Бутово",575,330,617,639,659,726,709,402,24565.731131215
10544,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1972",1972,"школа",FALSE,"117041, г.Москва, улица Бартеневская, дом 49, корпус 4","ЮЗАО","Южное Бутово",575,,617,639,659,0,709,615,24092.4319334477
10545,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1974",1974,"школа",FALSE,"119017 г.Москва, 1-ый Казачий пер., д. 10, стр.1","ЦАО","Якиманка",18,,400,400,415,0,548,148,2014.70525122235
10546,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №198",198,"школа",FALSE,"119334, г. Москва, Ленинский проспект, д.39А","ЮЗАО","Гагаринский",521,,459,469,485,224,224,173,5719.56700093627
10547,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1980",1980,"школа",FALSE,"117042, г. Москва, Чечерский проезд, дом 56","ЮЗАО","Южное Бутово",595,,1144,1177,1250,726,272,530,25290.3570541647
10548,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1981",1981,"школа",FALSE,"117042, г.Москва, ул. Бартеневская, д. 27","ЮЗАО","Южное Бутово",553,,957,964,1022,1149,862,827,23443.8538346814
10549,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1985",1985,"школа",FALSE,"125466, г. Москва, ул. Ландышевая, дом 8","СЗАО","Куркино",93,161,1170,1207,1203,1105,1105,196,20609.1050234184
10550,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1986 имени Героя Советского Союза М.П.Судакова",1986,"школа",FALSE,"109559, г. Москва, ул. Новороссийская, д. 36","ЮВАО","Люблино",476,,764,789,830,0,964,729,12903.0765719681
10551,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1477",1477,"центр образования",FALSE,"109559, г. Москва, ул. Белореченская, д. 36, корп. 1, 2","ЮВАО","Марьино",425,,588,593,589,0,811,562,14335.3069555
10552,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1987",1987,"школа",FALSE,"109559, г. Москва, ул. Белореченская, д. 36, корп. 1, 2","ЮВАО","Марьино",425,397,588,593,589,1623,811,506,14292.6854317947
