"ID","NAME","NUMB","TYPE","CLOSED","ADDRESS","OKRUG","RAYON","COMPLEX_ID","RATING","STUDENTS_2014","STUDENTS_2015","STUDENTS_2016","STUDENTS_PROJECT_CATCHMENT","STUDENTS_PROJECT_COMPLEX","STUDENTS_PROJECT_SNIP","DIST_TO_CENTER"
10001,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №459",459,"школа",FALSE,"","ЮВАО","Нижегородский",499,,348,348,0,0,458,554,5680.72547379908
10002,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1718",1718,"прогимназия",FALSE,"","ВАО","Северное Измайлово",685,,487,503,514,0,292,664,12138.853606259
10003,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770 «Московский Кадетский Музыкальный Корпус»",1770,"школа",FALSE,"","ЮАО","Нагатинский Затон",851,,612,657,691,0,1073,1576,8678.21498031288
10005,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1704",1704,"начальная школа",FALSE,"","ЗелАО","Савёлки",801,,520,552,544,0,324,365,36747.1309625564
10006,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа №1771",1771,"начальная школа",FALSE,"","ЮАО","Орехово-Борисово Южное",361,,470,495,517,0,435,387,17753.827550907
10007,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1620",1620,"начальная школа",FALSE,"","ЮЗАО","Ломоносовский",587,,404,430,459,0,298,318,9843.30518692973
10008,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1632",1632,"начальная школа",FALSE,"","ЮАО","Зябликово",852,,495,568,602,0,811,377,17037.4473586183
10009,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1649",1649,"начальная школа",FALSE,"","ЮЗАО","Черёмушки",591,,212,238,260,2014,1007,889,9616.52366565851
10010,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1658",1658,"начальная школа",FALSE,"","ЗАО","Кунцево",704,,369,405,421,0,338,464,11821.9687212503
10011,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1856",1856,"начальная школа",FALSE,"","СВАО","Северное Медведково",262,,429,427,426,0,993,776,15402.9903762665
10012,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1616",1616,"начальная школа",FALSE,"","ЮЗАО","Тёплый Стан",523,,503,534,556,0,595,505,16921.3015113778
10013,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1645",1645,"начальная школа",FALSE,"","ЮВАО","Кузьминки",415,,568,405,427,0,357,268,10623.9675552573
10014,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1676",1676,"начальная школа",FALSE,"","ЮЗАО","Зюзино",585,,350,350,352,0,402,345,10752.3932395816
10015,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1850",1850,"начальная школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,293,318,328,0,427,375,16007.44785592
10016,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1755",1755,"прогимназия",FALSE,"","ЦАО","Арбат",39,,481,494,503,0,530,202,2462.39801267387
10017,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1776",1776,"прогимназия",FALSE,"","САО","Ховрино",135,,619,669,716,0,582,322,13476.5984799374
10018,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1938",1938,"прогимназия",FALSE,"","СЗАО","Митино",107,,549,581,608,0,600,346,18772.8112034002
10019,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1858",1858,"школа",FALSE,"","ЮВАО","Капотня",845,192,1208,1264,1195,716,716,1058,17247.533623427
10020,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №126",126,"школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,293,318,328,0,427,450,16136.8650299819
10021,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №530",530,"школа",FALSE,"","ЮВАО","Южнопортовый",448,,392,396,396,0,493,402,6292.16242953359
10022,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279",1279,"школа",FALSE,"","ЮЗАО","Зюзино",570,133,644,669,707,664,664,949,10108.8503191574
10023,"Государственное бюджетное образовательное учреждение города Москвы киноколледж №40 «Московская международная киношкола»",40,"колледж",FALSE,"","ЮАО","Донской",963,,82,82,93,0,0,174,4346.66154342005
10024,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением предметной области «Искусство» №95",95,"школа-интернат",FALSE,"","ЮЗАО","Черёмушки",591,,212,238,260,0,1007,433,11631.4580076539
10026,"Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат №69 «Второй московский кадетский корпус»",69,"кадетская школа-интернат",FALSE,"","ЮЗАО","Обручевский",856,,209,188,153,0,0,286,11104.1774448307
10027,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №95",95,"школа-интернат",FALSE,"","ЮЗАО","Зюзино",856,,209,188,153,0,0,758,9804.0821381137
10028,"Государственное бюджетное образовательное учреждение города Москвы «Воробьевы горы»",,"лицей",FALSE,"","ЮЗАО","Гагаринский",857,,296,398,467,0,229,31,6982.24499564764
10029,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1657",1657,"начальная школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,293,318,328,0,427,454,16648.4443109193
10030,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №109 «Подразделение в ФНКЦ ДГОИ им. Димы Рогачева»",109,"школа",FALSE,"","ЮЗАО","Обручевский",966,,506,517,528,1011,337,41,13734.4565783958
10031,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1122",1122,"школа",FALSE,"","СВАО","Лианозово",235,,549,541,548,0,527,516,15654.489871035
10032,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1426",1426,"школа",FALSE,"","ЮАО","Бирюлёво Восточное",363,,789,862,911,1131,1260,468,19452.5837035927
10033,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1778 «Московский Шереметьевский кадетский корпус»",1778,"школа",FALSE,"","СВАО","Лосиноостровский",283,,600,616,641,654,654,394,14227.4680713969
10034,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»",1784,"школа",FALSE,"","САО","Беговой",206,,259,264,272,1177,588,702,4381.94763155842
10035,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №205 имени Героя Советского Союза Е.К. Лютикова",205,"школа",FALSE,"","САО","Савёловский",211,,431,435,406,1234,823,516,6536.3585534032
10036,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №271",271,"школа",FALSE,"","СВАО","Останкинский",825,,124,124,0,0,363,417,7021.77822967051
10037,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №300",300,"школа",FALSE,"","СВАО","Южное Медведково",271,,587,608,622,0,756,615,13668.1763774242
10038,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №496",496,"школа",FALSE,"","ЮАО","Нагатинский Затон",887,,60,530,508,0,1192,1022,9747.09677667507
10039,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №564",564,"школа",FALSE,"","ЮАО","Донской",965,,634,361,178,0,0,505,6984.75426377407
10040,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №96",96,"школа",FALSE,"","ЦАО","Пресненский",47,,434,441,570,0,1155,891,3559.09608349078
10041,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1259",1259,"школа",FALSE,"","ЦАО","Замоскворечье",23,178,528,545,568,686,196,355,2541.6879321403
10042,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1233",1233,"школа",FALSE,"","ЦАО","Арбат",20,,381,393,412,0,852,270,1549.98359325182
10043,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №514",514,"школа",FALSE,"","ЮАО","Нагатинский Затон",887,298,60,530,508,2385,1192,673,9880.86732067015
10044,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат «Интеллектуал»",,"школа-интернат",FALSE,"","ЗАО","Фили-Давыдково",863,11,320,348,408,0,650,290,10521.9537656837
10045,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №42",42,"школа-интернат",FALSE,"","САО","Хорошёвский",874,,426,394,364,0,248,329,7847.9149588963
10046,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением отдельных предметов №16 «ШИК 16»",16,"школа-интернат",FALSE,"","СВАО","Останкинский",964,,580,594,651,0,0,0,8093.30672777943
10047,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1099",1099,"центр образования",FALSE,"","СВАО","Ярославский",263,,627,656,694,0,987,873,14913.5426863261
10048,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1317",1317,"центр образования",FALSE,"","ЗАО","Тропарёво-Никулино",886,222,803,804,835,649,520,501,13094.236182205
10049,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №287 имени С.К.Годовикова",287,"центр образования",FALSE,"","СВАО","Останкинский",825,,124,124,0,726,363,590,6190.50739074137
10050,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1130",1130,"центр образования",FALSE,"","ЗАО","Крылатское",821,59,460,462,468,861,287,354,13506.6584978243
10051,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1863",1863,"центр образования",FALSE,"","ЮЗАО","Южное Бутово",530,,627,664,682,621,621,1047,23064.7943845792
10052,"Государственное бюджетное образовательное учреждение города Москвы центр образования №46",46,"центр образования",FALSE,"","ЮЗАО","Обручевский",885,223,767,785,785,974,974,539,12691.2421589647
10053,"Государственное бюджетное образовательное учреждение города Москвы центр образования №943",943,"центр образования",FALSE,"","ЮАО","Зябликово",854,,373,382,380,378,406,517,17112.0294457552
10054,"Новая школа ЖК «Головино»",,"школа",FALSE,"","САО","Войковский",203,,205,222,229,0,491,481,11460.4445606703
10055,"Новая школа ЖК «Мичурино»",,"школа",FALSE,"","ЗАО","Очаково-Матвеевское",776,,523,554,642,0,749,613,11847.4465543906
10056,"Новая школа ЖК «Теплый Край»",,"школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,293,318,328,0,427,164,15642.7480938104
10057,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1138",1138,"школа",FALSE,"129329, город Москва, Тенистый проезд, д. 8, строение 1","СВАО","Свиблово",293,,555,569,0,1001,792,947,11939.2630665767
10058,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №398",398,"школа",FALSE,"109542, Москва, ул. Хлобыстова, д. 14, корп. 3","ЮВАО","Выхино-Жулебино",431,,520,0,0,1007,1007,865,12304.9908713237
10059,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №745",745,"школа",FALSE,"127562 г. Москва, Алтуфьевское шоссе, д. 30а","СВАО","Отрадное",304,,644,0,0,722,844,543,12646.7717742519
10060,"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»",548,"центр образования",FALSE,"115582 г.Москва, ул. Домодедовская д35, к.2","ЮАО","Орехово-Борисово Северное",855,13,2189,2239,2567,0,0,1797,15371.0871228287
10063,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1627",1627,"прогимназия",FALSE,"127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",291,,792,846,908,0,168,393,12470.5889283782
10064,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1709",1709,"прогимназия",FALSE,"127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",291,,792,846,908,0,168,514,12901.0135941321
10065,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554",1554,"гимназия",FALSE,"127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",291,135,792,846,908,671,168,449,12348.1538062558
10066,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2033",2033,"школа",FALSE,"105425,Москва,Щелковское шоссе, дом 26А","ВАО","Северное Измайлово",692,395,562,576,588,1065,799,559,11711.1920679081
10067,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1495",1495,"центр образования",FALSE,"111674 г.Москва ул.Святоозерская д.17","ВАО","Косино-Ухтомский",889,,869,869,0,742,445,848,17894.7425953532
10068,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1290",1290,"гимназия",FALSE,"105043, г. Москва, ул. Первомайская, д.59, строение 1","ВАО","Измайлово",833,93,522,549,558,415,980,323,11755.7300912984
10069,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315",315,"школа",FALSE,"107140 г. Москва, Русаковская ул., д.10, строение 1 и 3","ЦАО","Красносельский",890,77,789,842,848,432,216,194,4711.51029968356
10070,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №369",369,"школа",FALSE,"107014, г. Москва, ул. Гастелло, дом 3","ВАО","Сокольники",829,,520,545,584,512,418,235,5465.49088512349
10071,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №708",708,"школа",FALSE,"107014, г. Москва, ул. Гастелло, дом 3","ВАО","Сокольники",618,,376,395,421,0,799,513,10795.4743610093
10072,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1893",1893,"прогимназия",FALSE,"109388, г. Москва, ул. Гурьянова, д. 59","ЮВАО","Печатники",421,,274,309,293,0,624,779,10361.1735954062
10073,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №149",149,"школа",FALSE,"125080 г. Москва, ул. Врубеля., д. 6","САО","Сокол",891,327,529,512,549,1433,1433,911,9466.09050430984
10074,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1003",1003,"школа",FALSE,"119618 г.Москва, ул 50 лет Октября, д. 13 А","ЗАО","Солнцево",820,,710,729,744,0,575,872,17159.5212624557
10075,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1018",1018,"школа",FALSE,"119634 г.Москва, ул. Шолохова, д.20","ЗАО","Ново-Переделкино",758,144,936,1016,1072,595,595,815,21036.7964864833
10076,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1127",1127,"школа",FALSE,"121609 г.Москва, ул. Крылатские холмы, д. 13","ЗАО","Крылатское",761,,573,594,584,0,484,561,12597.877187431
10077,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №55",55,"школа",FALSE,"119501 г.Москва, ул Веерная, д. 38, к.2","ЗАО","Очаково-Матвеевское",730,,558,582,599,1086,1086,1171,9669.78901582944
10078,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800",800,"школа",FALSE,"121596 г.Москва, ул. Толбухина, д. 7, к.3","ЗАО","Можайский",892,,349,349,0,851,425,858,14446.3241265161
10079,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814",814,"школа",FALSE,"119501 г.Москва, ул. Веерная, д. 5, корпус 3","ЗАО","Очаково-Матвеевское",730,361,558,582,599,1086,1086,908,10508.8925683962
10080,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1434",1434,"центр образования",FALSE,"119607 г.Москва, ул Раменки д.15 к1","ЗАО","Раменки",866,257,766,790,824,654,490,456,10269.4683109049
10081,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1989",1989,"центр образования",FALSE,"109451, г. Москва, ул. Белореченская, д. 45, к. 2","ЮВАО","Марьино",429,,577,615,668,734,734,605,14056.1732286395
10082,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №402",402,"школа",FALSE,"111538, г. Москва, ул. Косинская, д. 10А","ВАО","Вешняки",681,331,602,592,566,1182,591,633,13892.7335493655
10083,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257",1257,"гимназия",FALSE,"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1","ЮАО","Даниловский",348,89,812,855,853,391,391,137,4383.45266556418
10085,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1274 имени В.В.Маяковского",1274,"гимназия",FALSE,"115088, г. Москва, ул. 1-я Дубровская, д. 16","ЮВАО","Южнопортовый",496,224,376,388,403,1215,492,433,4677.29831518006
10086,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1306",1306,"гимназия",FALSE,"119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3","ЗАО","Раменки",971,,625,642,665,544,408,481,9304.24320027719
10087,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»",1404,"гимназия",FALSE,"107014, Москва,  ул. Большая Оленья,  д. 3","ВАО","Сокольники",610,,761,794,931,811,517,280,7030.63673910098
10089,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1503",1503,"гимназия",FALSE,"129626, г.Москва, ул.П.Корчагина, д.18","СВАО","Алексеевский",826,173,420,409,392,373,337,559,7478.67971273025
10091,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»",1505,"гимназия",FALSE,"107061, г. Москва, улица  2-я Пугачевская, дом 6А","ВАО","Преображенское",674,140,479,520,551,596,447,447,8267.60089001548
10092,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1506",1506,"гимназия",FALSE,"127282, г. Москва, ул. Широкая, д.1А","СВАО","Северное Медведково",822,92,710,728,759,1537,1025,1231,15272.5928722394
10093,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1507",1507,"гимназия",FALSE,"117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9","ЮЗАО","Тёплый Стан",571,247,622,641,653,2522,841,686,15413.5259849412
10094,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1512",1512,"гимназия",FALSE,"111538, г. Москва, ул. Косинская, д.24А","ВАО","Вешняки",684,104,487,524,558,456,304,302,13795.7713810189
10095,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1513 «Московская городская лингвистическая гимназия»",1513,"гимназия",FALSE,"121099 г. Москва, Новинский б-р, д.3, стр.2","ЦАО","Арбат",39,79,481,494,503,482,530,202,2434.36650122891
10096,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1514",1514,"гимназия",FALSE,"119311, г.Москва, ул.Крупской, д.12","ЮЗАО","Ломоносовский",565,10,524,554,590,0,0,210,9619.03001838639
10097,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №131",131,"школа",FALSE,"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2","СЗАО","Хорошёво-Мнёвники",130,,572,554,548,0,788,690,9551.97675862515
10098,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1515",1515,"гимназия",FALSE,"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2","СЗАО","Хорошёво-Мнёвники",130,107,572,554,548,1314,788,661,9423.78236434194
10099,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1517",1517,"гимназия",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,32,592,645,703,3075,1025,749,11024.17576576
10100,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №115",115,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,592,645,703,0,1025,1266,10128.3013495359
10101,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №143",143,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,592,645,703,0,1025,612,10622.472360338
10102,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №593",593,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,592,645,703,0,1025,673,11117.6454458206
10103,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №80",80,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,592,645,703,0,1025,684,10784.2834088831
10104,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением китайского языка №11",11,"школа-интернат",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,592,645,703,3075,1025,645,9459.66985431563
10105,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №85",85,"школа",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,,464,493,532,0,545,493,14511.3801057869
10106,"Государственное бюджетное образовательное учреждение города Москвы кадетская школа №1721",1721,"кадетская школа",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,,464,493,532,0,545,569,14885.1903862402
10107,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1519",1519,"гимназия",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,36,464,493,532,1453,545,442,14331.8375318753
10108,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1622",1622,"прогимназия",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,,464,493,532,0,545,556,14914.5147884396
10109,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1520 имени Капцовых",1520,"гимназия",FALSE,"125009 г.Москва, Леонтьевский пер., д.19/2, стр.1","ЦАО","Пресненский",880,125,711,736,755,407,407,520,1238.23873906075
10110,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1768",1768,"прогимназия",FALSE,"119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8","ЦАО","Хамовники",20,,381,393,412,0,852,349,1747.32944028968
10111,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1521",1521,"гимназия",FALSE,"119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8","ЦАО","Хамовники",20,263,381,393,412,1439,852,735,2793.96615957511
10112,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1522",1522,"гимназия",FALSE,"123423, г. Москва, ул. Народного Ополчения, д. 16, корп. 4","СЗАО","Хорошёво-Мнёвники",893,81,505,534,551,0,0,447,8898.87163985764
10113,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1526",1526,"гимназия",FALSE,"117535 г. Москва, ул. Дорожная д. 20А","ЮАО","Чертаново Южное",894,197,814,866,883,839,560,443,16825.9220058652
10114,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1527",1527,"гимназия",FALSE,"115470 г. Москва, проспект Андропова,д.17,к.5","ЮАО","Нагатинский Затон",850,50,1132,1131,1175,1216,1216,1167,8514.31761489251
10116,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1667",1667,"прогимназия",FALSE,"124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",783,,465,478,500,0,413,252,38556.3172513702
10117,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1717",1717,"прогимназия",FALSE,"124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",783,,465,478,500,0,413,418,37233.7817576187
10118,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1528",1528,"гимназия",FALSE,"124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",783,87,465,478,500,1137,413,322,36555.177836409
10119,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1529 имени А.С.Грибоедова",1529,"гимназия",FALSE,"119034 г.Москва, 2-ой Обыденский пер, д.9","ЦАО","Хамовники",25,22,619,630,645,1439,360,592,1706.25034007942
10120,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»",1530,"гимназия",FALSE,"107014, Москва, ул. Егерская, д. 4","ВАО","Сокольники",829,52,520,545,584,0,418,530,5534.20938842564
10122,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1756",1756,"прогимназия",FALSE,"129085, г. Москва, ул. Годовикова, д.4, стр.3","СВАО","Останкинский",226,,622,616,618,0,363,209,5662.3095685388
10123,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»",1531,"гимназия",FALSE,"129085, г. Москва, ул. Годовикова, д.4, стр.3","СВАО","Останкинский",226,183,622,616,618,726,363,209,5616.85695938616
10124,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1532",1532,"гимназия",FALSE,"117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3","ЮЗАО","Тёплый Стан",523,,503,534,556,2976,595,609,16692.701093425
10125,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1534",1534,"гимназия",FALSE,"117036, г.Москва, ул.Кедрова, д.11","ЮЗАО","Академический",588,23,807,901,962,2242,747,634,8180.00852604919
10126,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1536",1536,"гимназия",FALSE,"119261, г.Москва, Ленинский проспект, дом 83 А","ЮЗАО","Ломоносовский",561,,267,278,274,818,234,363,9634.27725803879
10127,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1538",1538,"гимназия",FALSE,"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;","СЗАО","Митино",62,88,653,702,776,1706,853,852,17760.7915781042
10128,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и информационных технологий №1339",1339,"школа",FALSE,"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;","СЗАО","Митино",62,,653,702,776,0,853,959,17488.8036122325
10129,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1540",1540,"гимназия",FALSE,"103055 г. Москва, Новослободская ул., д.57, стр.1","ЦАО","Тверской",37,,388,390,396,968,646,795,4081.42181523163
10130,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1541",1541,"гимназия",FALSE,"119415 г. Москва, пр. Вернадского, д. 55","ЗАО","Проспект Вернадского",718,156,480,828,901,708,708,336,11597.0686127845
10131,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1542",1542,"гимназия",FALSE,"119620, г. Москва, ул. Авиаторов, дом 8, корпус 2","ЗАО","Солнцево",779,58,694,743,800,1006,755,648,18262.4997746022
10132,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1544",1544,"гимназия",FALSE,"125222, г. Москва, ул. Пенягинская, д. 14","СЗАО","Митино",107,124,549,581,608,999,600,346,18719.337080336
10133,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №828",828,"школа",FALSE,"125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",79,,443,444,446,0,765,537,14769.2294724703
10134,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1551",1551,"гимназия",FALSE,"125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",79,60,443,444,446,1275,765,570,14573.3937797098
10135,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №677",677,"школа",FALSE,"125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",79,,443,444,446,0,765,547,14782.1141022803
