OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
2501;2501;3748;37.598887;55.762519;555;0.000954;37.598208;55.761849
2502;2502;9381;37.599342;55.763533;555;0.00203;37.598208;55.761849
2503;2503;85;37.57159;55.548759;494;0.004007;37.568882;55.551712
2504;2504;62;37.571768;55.549227;494;0.003808;37.568882;55.551712
2505;2505;120;37.573305;55.550403;494;0.004612;37.568882;55.551712
2506;2506;15;37.572119;55.549127;494;0.004142;37.568882;55.551712
2507;2507;116;37.571692;55.548668;494;0.004142;37.568882;55.551712
2508;2508;73;37.573403;55.551214;494;0.004548;37.568882;55.551712
2509;2509;115;37.572978;55.551362;494;0.00411;37.568882;55.551712
2510;2510;79;37.573503;55.551765;494;0.004621;37.568882;55.551712
2511;2511;76;37.573135;55.551917;494;0.004258;37.568882;55.551712
2512;2512;119;37.572777;55.552096;494;0.003914;37.568882;55.551712
2513;2513;138;37.574375;55.550262;494;0.005681;37.568882;55.551712
2514;2514;45;37.575;55.549929;494;0.006372;37.568882;55.551712
2515;2515;89;37.57399;55.551592;494;0.005109;37.568882;55.551712
2516;2516;350;37.574749;55.549628;494;0.006226;37.568882;55.551712
2517;2517;219;37.573951;55.550456;494;0.005222;37.568882;55.551712
2518;2518;297;37.574044;55.550954;494;0.005217;37.568882;55.551712
2519;2519;2362;37.69314;55.792834;885;0.004048;37.696627;55.794892
2520;2520;2709;37.693618;55.792884;885;0.003616;37.696627;55.794892
2521;2521;1868;37.691458;55.792443;885;0.005719;37.696627;55.794892
2522;2522;1233;37.691513;55.792722;885;0.005554;37.696627;55.794892
2523;2523;2178;37.69042;55.790397;1504;0.005672;37.684892;55.789128
2524;2524;3499;37.698835;55.735111;1656;0.00785;37.706352;55.732845
2525;2525;3639;37.698757;55.734748;1656;0.007829;37.706352;55.732845
2526;2526;1261;37.40679;55.732175;1168;0.004092;37.410639;55.730784
2527;2527;1797;37.407637;55.732168;1168;0.003305;37.410639;55.730784
2528;2528;3706;37.406257;55.732569;1168;0.00473;37.410639;55.730784
2529;2529;2441;37.407318;55.731855;1168;0.003488;37.410639;55.730784
2530;2530;2319;37.406258;55.73186;1168;0.00451;37.410639;55.730784
2531;2531;2194;37.407167;55.731419;1168;0.003529;37.410639;55.730784
2532;2532;2443;37.407299;55.730981;1168;0.003345;37.410639;55.730784
2533;2533;4350;37.405182;55.732301;1168;0.005663;37.410639;55.730784
2534;2534;9245;37.408686;55.730565;1168;0.001964;37.410639;55.730784
2535;2535;3446;37.40407;55.731445;1168;0.006602;37.410639;55.730784
2536;2536;2475;37.404588;55.730998;1168;0.006053;37.410639;55.730784
2537;2537;14844;37.406725;55.73044;1168;0.003928;37.410639;55.730784
2538;2538;2322;37.40518;55.731392;1168;0.005492;37.410639;55.730784
2539;2539;2313;37.406251;55.730986;1168;0.004392;37.410639;55.730784
2540;2540;1366;37.407641;55.732778;1168;0.0036;37.410639;55.730784
2541;2541;3425;37.404841;55.730415;1168;0.005809;37.410639;55.730784
2542;2542;3431;37.404182;55.733173;890;0.005314;37.404436;55.738482
2543;2543;2377;37.405228;55.733201;890;0.005339;37.404436;55.738482
2544;2544;2419;37.717205;55.812187;1654;0.001911;37.715599;55.813225
2545;2545;3493;37.725867;55.812962;888;0.001938;37.724368;55.814192
2546;2546;3512;37.726432;55.813974;888;0.002076;37.724368;55.814192
2547;2547;2558;37.725838;55.813504;888;0.001623;37.724368;55.814192
2548;2548;6917;37.725266;55.816576;888;0.002547;37.724368;55.814192
2549;2549;2565;37.724906;55.812958;888;0.001346;37.724368;55.814192
2550;2550;2793;37.723901;55.813619;888;0.000738;37.724368;55.814192
2551;2551;2568;37.722793;55.814179;1702;0.000837;37.72353;55.814577
2552;2552;2440;37.718072;55.81226;1654;0.002654;37.715599;55.813225
2553;2553;2608;37.718231;55.811775;1654;0.003004;37.715599;55.813225
2554;2554;3478;37.727263;55.813381;872;0.001383;37.728622;55.813647
2555;2555;3207;37.721868;55.814502;1702;0.001662;37.72353;55.814577
2556;2556;2803;37.724927;55.813903;888;0.00063;37.724368;55.814192
2557;2557;2590;37.727513;55.812844;872;0.001368;37.728622;55.813647
2558;2558;3488;37.726555;55.812587;872;0.002321;37.728622;55.813647
2559;2559;2434;37.719215;55.812542;889;0.003247;37.720354;55.809501
2560;2560;3374;37.724332;55.815024;888;0.000833;37.724368;55.814192
2561;2561;3400;37.725319;55.815621;888;0.001717;37.724368;55.814192
2562;2562;3477;37.726328;55.815093;888;0.002158;37.724368;55.814192
2563;2563;2432;37.717513;55.811209;1654;0.002779;37.715599;55.813225
2564;2564;2588;37.725257;55.815046;888;0.001233;37.724368;55.814192
2565;2565;4385;37.716653;55.81048;1654;0.002939;37.715599;55.813225
2566;2566;3476;37.725665;55.816169;888;0.002365;37.724368;55.814192
2567;2567;3462;37.726884;55.816356;875;0.002007;37.728624;55.817358
2568;2568;4173;37.728111;55.815956;875;0.001492;37.728624;55.817358
2569;2569;2765;37.727269;55.815332;872;0.002161;37.728622;55.813647
2570;2570;3360;37.725344;55.814496;888;0.001023;37.724368;55.814192
2571;2571;2522;37.720532;55.811152;889;0.00166;37.720354;55.809501
2572;2572;6084;37.715119;55.808515;1925;0.003073;37.712353;55.807176
2573;2573;2483;37.716298;55.8094;1654;0.003887;37.715599;55.813225
2574;2574;2484;37.717161;55.809417;889;0.003194;37.720354;55.809501
2575;2575;2488;37.718091;55.809178;889;0.002285;37.720354;55.809501
2576;2576;2512;37.718119;55.808699;889;0.002373;37.720354;55.809501
2577;2577;2243;37.717702;55.809949;889;0.002689;37.720354;55.809501
2578;2578;1887;37.717499;55.810396;889;0.002991;37.720354;55.809501
2579;2579;1899;37.718309;55.81044;889;0.00225;37.720354;55.809501
2580;2580;3002;37.719244;55.810186;889;0.001304;37.720354;55.809501
2581;2581;2993;37.718443;55.809541;889;0.001911;37.720354;55.809501
2582;2582;2568;37.718978;55.810928;889;0.001982;37.720354;55.809501
2583;2583;2539;37.720208;55.811898;889;0.002402;37.720354;55.809501
2584;2584;2579;37.719576;55.811408;889;0.00206;37.720354;55.809501
2585;2585;4987;37.715795;55.810855;1654;0.002377;37.715599;55.813225
2586;2586;3048;37.722949;55.811429;888;0.003105;37.724368;55.814192
2587;2587;3121;37.722101;55.811088;889;0.002361;37.720354;55.809501
2588;2588;2525;37.720949;55.811495;889;0.002081;37.720354;55.809501
2589;2589;2517;37.721733;55.812129;889;0.002967;37.720354;55.809501
2590;2590;2552;37.718728;55.811381;889;0.002485;37.720354;55.809501
2591;2591;2527;37.719935;55.812357;889;0.002887;37.720354;55.809501
2592;2592;3485;37.723466;55.810785;889;0.003366;37.720354;55.809501
2593;2593;3510;37.715845;55.80991;1654;0.003324;37.715599;55.813225
2594;2594;2551;37.723029;55.810245;889;0.002777;37.720354;55.809501
2595;2595;2526;37.722207;55.810324;889;0.002028;37.720354;55.809501
2596;2596;2536;37.721617;55.810797;889;0.00181;37.720354;55.809501
2597;2597;2548;37.719737;55.810506;889;0.001179;37.720354;55.809501
2598;2598;2583;37.720797;55.812367;889;0.0029;37.720354;55.809501
2599;2599;6169;37.719268;55.813248;1654;0.003669;37.715599;55.813225
2600;2600;771;37.618865;55.746685;1461;0.00354;37.621435;55.74425
2601;2601;2278;37.615031;55.744961;1461;0.006442;37.621435;55.74425
2602;2602;64;37.584064;55.663897;1908;0.000083;37.584021;55.663968
2603;2603;593;37.579399;55.662982;359;0.002807;37.581644;55.661296
2604;2604;3534;37.58345;55.662898;1908;0.001211;37.584021;55.663968
2605;2605;3591;37.590339;55.664005;1908;0.006318;37.584021;55.663968
2606;2606;8663;37.580173;55.661846;359;0.00157;37.581644;55.661296
2607;2607;3436;37.597774;55.658404;991;0.002032;37.596974;55.660273
2608;2608;3445;37.597301;55.657802;991;0.002491;37.596974;55.660273
2609;2609;2174;37.59999;55.656908;991;0.004518;37.596974;55.660273
2610;2610;2575;37.595564;55.655645;1011;0.001388;37.59497;55.654391
2611;2611;2581;37.596404;55.656074;1011;0.002211;37.59497;55.654391
2612;2612;3449;37.597097;55.658671;991;0.001606;37.596974;55.660273
2613;2613;3508;37.600408;55.656415;991;0.005165;37.596974;55.660273
2614;2614;2531;37.596439;55.658956;991;0.001421;37.596974;55.660273
2615;2615;2600;37.58556;55.660771;1908;0.003548;37.584021;55.663968
2616;2616;9207;37.587056;55.662274;1908;0.003475;37.584021;55.663968
2617;2617;3913;37.587349;55.663314;1908;0.003391;37.584021;55.663968
2618;2618;9295;37.588307;55.663232;1908;0.004348;37.584021;55.663968
2619;2619;4250;37.585119;55.661323;1908;0.002864;37.584021;55.663968
2620;2620;4455;37.601731;55.656382;984;0.005881;37.606018;55.66041
2621;2621;3651;37.603435;55.656322;984;0.004834;37.606018;55.66041
2622;2622;2662;37.601481;55.656869;991;0.005648;37.596974;55.660273
2623;2623;5185;37.586771;55.660365;1557;0.004185;37.588553;55.656578
2624;2624;3622;37.587679;55.661525;1908;0.004398;37.584021;55.663968
2625;2625;2598;37.586171;55.660564;1908;0.004025;37.584021;55.663968
2626;2626;3449;37.591751;55.664312;992;0.005073;37.595399;55.667839
2627;2627;3437;37.590987;55.663613;992;0.006108;37.595399;55.667839
2628;2628;3614;37.590289;55.6629;1908;0.006358;37.584021;55.663968
2629;2629;3611;37.589735;55.662401;1908;0.005925;37.584021;55.663968
2630;2630;3418;37.596625;55.658057;991;0.002242;37.596974;55.660273
2631;2631;3636;37.588355;55.661089;1557;0.004515;37.588553;55.656578
2632;2632;9640;37.610041;55.657311;1794;0.002556;37.612194;55.658691
2633;2633;7762;37.58715;55.659955;1557;0.003657;37.588553;55.656578
2634;2634;3503;37.594581;55.658861;991;0.002778;37.596974;55.660273
2635;2635;3644;37.590266;55.65929;1557;0.003208;37.588553;55.656578
2636;2636;2538;37.595761;55.659222;991;0.001604;37.596974;55.660273
2637;2637;5810;37.591071;55.658259;1557;0.003028;37.588553;55.656578
2638;2638;3610;37.58908;55.662838;1908;0.005183;37.584021;55.663968
2639;2639;3638;37.589676;55.663401;1908;0.005683;37.584021;55.663968
2640;2640;3643;37.588884;55.661592;1557;0.005025;37.588553;55.656578
2641;2641;5220;37.586144;55.663863;1908;0.002125;37.584021;55.663968
2642;2642;4246;37.581788;55.662472;359;0.001185;37.581644;55.661296
2643;2643;3516;37.588173;55.664406;1908;0.004175;37.584021;55.663968
2644;2644;2580;37.583417;55.664826;1908;0.001049;37.584021;55.663968
2645;2645;3485;37.586965;55.664528;1908;0.002997;37.584021;55.663968
2646;2646;2593;37.584057;55.661271;359;0.002413;37.581644;55.661296
2647;2647;2521;37.583662;55.66091;359;0.002054;37.581644;55.661296
2648;2648;2503;37.608569;55.65513;703;0.003062;37.60825;55.652084
2649;2649;3527;37.584771;55.662445;1908;0.001696;37.584021;55.663968
2650;2650;3534;37.617275;55.655949;1795;0.004861;37.612809;55.657867
2651;2651;3517;37.585762;55.664649;1908;0.00187;37.584021;55.663968
2652;2652;4096;37.583218;55.661863;359;0.001674;37.581644;55.661296
2653;2653;3546;37.584107;55.662668;1908;0.001302;37.584021;55.663968
2654;2654;2571;37.582787;55.664242;1908;0.001263;37.584021;55.663968
2655;2655;7080;37.581607;55.664322;1908;0.002439;37.584021;55.663968
2656;2656;3338;37.580282;55.662889;359;0.002095;37.581644;55.661296
2657;2657;3603;37.588266;55.66208;1908;0.004646;37.584021;55.663968
2658;2658;7619;37.583774;55.660387;359;0.002316;37.581644;55.661296
2659;2659;7194;37.614636;55.655214;1715;0.002923;37.612074;55.653808
2660;2660;6172;37.579285;55.661869;359;0.002427;37.581644;55.661296
2661;2661;3019;37.609736;55.656719;1794;0.003151;37.612194;55.658691
2662;2662;3022;37.609627;55.655265;1715;0.002847;37.612074;55.653808
2663;2663;2592;37.60966;55.656113;1715;0.003337;37.612074;55.653808
2664;2664;2400;37.61086;55.656655;1795;0.002294;37.612809;55.657867
2665;2665;2578;37.610758;55.65608;1715;0.002625;37.612074;55.653808
2666;2666;9515;37.612335;55.657027;1795;0.000963;37.612809;55.657867
2667;2667;5206;37.586808;55.663634;1908;0.002807;37.584021;55.663968
2668;2668;8593;37.6145;55.656505;1795;0.002171;37.612809;55.657867
2669;2669;7099;37.585805;55.662557;1908;0.002274;37.584021;55.663968
2670;2670;3429;37.613728;55.654964;1715;0.002018;37.612074;55.653808
2671;2671;3601;37.615395;55.654968;1715;0.003518;37.612074;55.653808
2672;2672;10554;37.616586;55.656709;1795;0.00395;37.612809;55.657867
2673;2673;3282;37.617085;55.654925;990;0.004953;37.614046;55.651014
2674;2674;3310;37.616537;55.655458;1795;0.004438;37.612809;55.657867
2675;2675;3056;37.617862;55.65544;1795;0.005606;37.612809;55.657867
2676;2676;3162;37.608622;55.65586;703;0.003794;37.60825;55.652084
2677;2677;8660;37.614023;55.65728;1795;0.001348;37.612809;55.657867
2678;2678;17926;37.594524;55.660773;991;0.002499;37.596974;55.660273
2679;2679;6298;37.592568;55.658347;1557;0.004388;37.588553;55.656578
2680;2680;14299;37.592692;55.661084;991;0.004357;37.596974;55.660273
2681;2681;14417;37.593947;55.661969;991;0.003469;37.596974;55.660273
2682;2682;7184;37.594844;55.661603;991;0.002511;37.596974;55.660273
2683;2683;14306;37.593314;55.659753;991;0.003695;37.596974;55.660273
2684;2684;10744;37.591659;55.660441;1557;0.004957;37.588553;55.656578
2685;2685;12600;37.613118;55.655215;1715;0.001753;37.612074;55.653808
2686;2686;16198;37.615685;55.655955;1795;0.003453;37.612809;55.657867
2687;2687;10208;37.610836;55.655504;1715;0.002099;37.612074;55.653808
2688;2688;16216;37.612099;55.656057;1795;0.001943;37.612809;55.657867
2689;2689;17280;37.589224;55.658362;1557;0.001906;37.588553;55.656578
2690;2690;8781;37.591522;55.659092;1557;0.00389;37.588553;55.656578
2691;2691;7121;37.600742;55.65719;991;0.004869;37.596974;55.660273
2692;2692;10870;37.587666;55.657821;1557;0.001526;37.588553;55.656578
2693;2693;4707;37.602429;55.657072;984;0.0049;37.606018;55.66041
2694;2694;9656;37.59558;55.658326;991;0.002394;37.596974;55.660273
2695;2695;687;37.630226;55.786031;784;0.00151;37.630125;55.787539
2696;2696;497;37.631508;55.785819;1580;0.000601;37.632067;55.785597
2697;2697;1350;37.630818;55.786067;1580;0.001334;37.632067;55.785597
2698;2698;10634;37.666877;55.821426;1918;0.005029;37.662494;55.823893
