OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
37501;37501;6638;37.727222;55.691798;1777;0.0028;37.728913;55.689566
37502;37502;6864;37.725925;55.691912;1777;0.003798;37.728913;55.689566
37503;37503;3622;37.727056;55.690013;1777;0.001909;37.728913;55.689566
37504;37504;9469;37.721855;55.679389;19;0.001812;37.720103;55.67985
37505;37505;10538;37.724891;55.690898;1746;0.003551;37.721859;55.68905
37506;37506;10507;37.721517;55.676009;995;0.002104;37.720247;55.677687
37507;37507;13918;37.725998;55.690107;1777;0.002964;37.728913;55.689566
37508;37508;3491;37.726491;55.689251;1777;0.002441;37.728913;55.689566
37509;37509;3597;37.724819;55.689046;1746;0.00296;37.721859;55.68905
37510;37510;3467;37.72627;55.679594;1246;0.001091;37.727064;55.680343
37511;37511;5326;37.722953;55.679571;19;0.002864;37.720103;55.67985
37512;37512;7034;37.723888;55.675853;995;0.004076;37.720247;55.677687
37513;37513;7181;37.726543;55.692499;1777;0.003771;37.728913;55.689566
37514;37514;2545;37.721146;55.680697;19;0.001344;37.720103;55.67985
37515;37515;4618;37.721992;55.680303;19;0.001943;37.720103;55.67985
37516;37516;17298;37.723267;55.680715;19;0.00328;37.720103;55.67985
37517;37517;10252;37.721732;55.682025;19;0.002717;37.720103;55.67985
37518;37518;10336;37.722223;55.683121;994;0.002719;37.719671;55.684058
37519;37519;3952;37.724373;55.685768;1746;0.004133;37.721859;55.68905
37520;37520;13524;37.72399;55.678576;1246;0.003545;37.727064;55.680343
37521;37521;6105;37.722451;55.687059;1746;0.002076;37.721859;55.68905
37522;37522;3464;37.724763;55.679702;1246;0.002387;37.727064;55.680343
37523;37523;4238;37.723402;55.682998;994;0.003879;37.719671;55.684058
37524;37524;5011;37.724595;55.680345;1246;0.002468;37.727064;55.680343
37525;37525;9716;37.726335;55.682311;1490;0.001397;37.727652;55.68184
37526;37526;3464;37.724812;55.682333;1490;0.002882;37.727652;55.68184
37527;37527;6187;37.721793;55.684153;994;0.002124;37.719671;55.684058
37528;37528;3622;37.726203;55.682869;1490;0.001777;37.727652;55.68184
37529;37529;3661;37.724791;55.683066;1490;0.003112;37.727652;55.68184
37530;37530;4201;37.723414;55.682007;19;0.003951;37.720103;55.67985
37531;37531;9982;37.723555;55.676616;995;0.003476;37.720247;55.677687
37532;37532;6063;37.724504;55.677063;1246;0.004159;37.727064;55.680343
37533;37533;5599;37.723278;55.688331;1746;0.001591;37.721859;55.68905
37534;37534;3696;37.723789;55.688815;1746;0.001944;37.721859;55.68905
37535;37535;8002;37.720433;55.679228;19;0.000704;37.720103;55.67985
37536;37536;1788;37.578211;55.498132;719;0.0051;37.578833;55.503195
37537;37537;1781;37.578804;55.497241;719;0.005953;37.578833;55.503195
37538;37538;892;37.577718;55.497773;719;0.005534;37.578833;55.503195
37539;37539;446;37.579161;55.497681;719;0.005523;37.578833;55.503195
37540;37540;2780;37.4455;55.84839;437;0.001152;37.444353;55.848281
37541;37541;9606;37.446888;55.848528;437;0.002547;37.444353;55.848281
37542;37542;9581;37.446466;55.847627;437;0.002212;37.444353;55.848281
37543;37543;7154;37.443248;55.847259;437;0.001504;37.444353;55.848281
37544;37544;6519;37.445209;55.847469;437;0.001179;37.444353;55.848281
37545;37545;10534;37.444587;55.846563;437;0.001733;37.444353;55.848281
37546;37546;6666;37.445906;55.8467;437;0.002215;37.444353;55.848281
37547;37547;7147;37.447502;55.845454;121;0.001725;37.449226;55.845371
37548;37548;5456;37.445767;55.846046;437;0.002645;37.444353;55.848281
37549;37549;7171;37.44648;55.845341;121;0.002746;37.449226;55.845371
37550;37550;2554;37.445787;55.849484;437;0.001872;37.444353;55.848281
37551;37551;102;37.299762;55.615333;905;0.001171;37.298891;55.616116
37552;37552;143;37.303945;55.612893;905;0.005994;37.298891;55.616116
