OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
30001;30001;1757;37.596481;55.740585;196;0.003687;37.598087;55.737266
30002;30002;1773;37.595294;55.741068;355;0.003792;37.592231;55.738833
30003;30003;2161;37.595941;55.740814;97;0.003719;37.597756;55.744062
30004;30004;2820;37.683347;55.731412;958;0.004104;37.68464;55.735309
30005;30005;1959;37.681277;55.732053;351;0.004283;37.677591;55.734235
30006;30006;14963;37.603956;55.659821;984;0.002143;37.606018;55.66041
30007;30007;10593;37.603422;55.658363;984;0.003305;37.606018;55.66041
30008;30008;10643;37.604309;55.659116;984;0.002143;37.606018;55.66041
30009;30009;10659;37.605036;55.65971;984;0.001205;37.606018;55.66041
30010;30010;7213;37.603562;55.661994;1501;0.001406;37.6039;55.66336
30011;30011;3432;37.600072;55.661423;991;0.003305;37.596974;55.660273
30012;30012;14491;37.605608;55.661201;984;0.000891;37.606018;55.66041
30013;30013;9471;37.602675;55.661405;1501;0.002306;37.6039;55.66336
30014;30014;7246;37.602776;55.662532;1501;0.001395;37.6039;55.66336
30015;30015;7225;37.601719;55.662351;1501;0.002402;37.6039;55.66336
30016;30016;2562;37.603521;55.66031;984;0.002498;37.606018;55.66041
30017;30017;11982;37.600426;55.662268;1501;0.003641;37.6039;55.66336
30018;30018;3402;37.600653;55.661195;991;0.003793;37.596974;55.660273
30019;30019;3427;37.599503;55.661649;991;0.002879;37.596974;55.660273
30020;30020;3400;37.598908;55.661878;991;0.002513;37.596974;55.660273
30021;30021;3416;37.601254;55.660966;1501;0.003567;37.6039;55.66336
30022;30022;1225;37.598114;55.747411;1057;0.002523;37.595637;55.746933
30023;30023;6073;37.593936;55.747842;1716;0.00074;37.594666;55.747715
30024;30024;9566;37.594483;55.747361;1716;0.000398;37.594666;55.747715
30025;30025;2772;37.593496;55.747198;1716;0.001278;37.594666;55.747715
30026;30026;2691;37.590168;55.746913;1582;0.00315;37.589009;55.749843
30027;30027;2082;37.589776;55.746877;1582;0.003063;37.589009;55.749843
30028;30028;993;37.598591;55.747329;1057;0.00298;37.595637;55.746933
30029;30029;2074;37.588869;55.746778;1582;0.003067;37.589009;55.749843
