OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
5001;5001;3484;37.784703;55.701916;1196;0.003035;37.787241;55.700252
5002;5002;3545;37.77245;55.705611;861;0.002193;37.770975;55.707234
5003;5003;4425;37.773976;55.705211;851;0.003594;37.775638;55.708399
5004;5004;3564;37.78595;55.701948;1196;0.002131;37.787241;55.700252
5005;5005;3481;37.785154;55.701385;1196;0.002374;37.787241;55.700252
5006;5006;2700;37.774779;55.705108;851;0.003401;37.775638;55.708399
5007;5007;3546;37.786735;55.70184;1196;0.001667;37.787241;55.700252
5008;5008;3607;37.784997;55.702343;1084;0.003022;37.785907;55.705226
5009;5009;3536;37.779735;55.702767;1083;0.005234;37.783424;55.706482
5010;5010;3429;37.781612;55.702325;1083;0.004534;37.783424;55.706482
5011;5011;2559;37.769847;55.706532;861;0.001328;37.770975;55.707234
5012;5012;3519;37.768504;55.706132;861;0.002705;37.770975;55.707234
5013;5013;3393;37.781773;55.702779;1083;0.004053;37.783424;55.706482
5014;5014;3486;37.780784;55.701968;1083;0.005229;37.783424;55.706482
5015;5015;3445;37.782077;55.701795;1083;0.004876;37.783424;55.706482
5016;5016;4460;37.764446;55.706475;857;0.00473;37.760389;55.704044
5017;5017;3482;37.783611;55.702266;1084;0.003745;37.785907;55.705226
5018;5018;4496;37.776712;55.705369;851;0.003214;37.775638;55.708399
5019;5019;2547;37.763821;55.706736;857;0.004362;37.760389;55.704044
5020;5020;3491;37.786974;55.701141;1196;0.000929;37.787241;55.700252
5021;5021;2575;37.770353;55.706844;861;0.000733;37.770975;55.707234
5022;5022;3512;37.769305;55.706027;861;0.002059;37.770975;55.707234
5023;5023;3482;37.782832;55.702355;1083;0.004168;37.783424;55.706482
5024;5024;3503;37.780526;55.702662;1083;0.004794;37.783424;55.706482
5025;5025;11067;37.808329;55.69706;649;0.006896;37.814686;55.699735
5026;5026;3494;37.785986;55.704384;1084;0.000844;37.785907;55.705226
5027;5027;8717;37.806548;55.695395;1556;0.006667;37.799882;55.695256
5028;5028;3512;37.805591;55.694744;1556;0.005731;37.799882;55.695256
5029;5029;5018;37.805536;55.695156;1556;0.005655;37.799882;55.695256
5030;5030;5574;37.821092;55.692236;159;0.003608;37.823299;55.695092
5031;5031;5352;37.821706;55.692629;159;0.002932;37.823299;55.695092
5032;5032;5351;37.82058;55.692638;159;0.003661;37.823299;55.695092
5033;5033;5525;37.818739;55.693143;1298;0.004309;37.81848;55.697445
