"ID","DRIVE_DURATION","DRIVE_DISTANCE"
"1491","391","2662"
"1492","396","2674"
"1493","392","2656"
"1494","350","2436"
"1495","364","2501"
"1496","380","2223"
"1497","384","2260"
"1498","376","2524"
"1499","376","2524"
"1500","397","2608"
"1501","376","2524"
"1502","370","2489"
"1503","338","2358"
"1504","331","2307"
"1505","343","2087"
"1506","338","2089"
"1507","332","2328"
"1508","363","2413"
"1509","348","2335"
"1510","332","2017"
"1511","332","2017"
"1512","332","2017"
"1513","332","2017"
"1514","332","2017"
"1515","344","2259"
"1516","296","1972"
"1517","299","1836"
"1518","283","1762"
"1519","338","2289"
"1520","323","2147"
"1521","294","1960"
"1522","457","3161"
"1523","396","2951"
"1524","395","2931"
"1525","414","3048"
"1526","424","3105"
"1527","427","3028"
"1528","369","2819"
"1529","378","2809"
"1530","410","2981"
"1531","419","3012"
"1532","458","3164"
"1533","392","2953"
"1534","396","2905"
"1535","396","2905"
"1536","400","2988"
"1537","388","2834"
"1538","481","3280"
"1539","398","2886"
"1540","402","2935"
"1541","419","3057"
"1542","476","3327"
"1543","459","3192"
"1544","459","3193"
"1545","470","3246"
"1546","348","2607"
"1547","384","2746"
"1548","401","2614"
"1549","464","3141"
"1550","413","2664"
"1551","426","2694"
"1552","434","2815"
"1553","432","3024"
"1554","442","3053"
"1555","457","3230"
"1556","465","3273"
"1557","473","3163"
"1558","377","2667"
"1559","372","2455"
"1560","368","2425"
"1561","363","2388"
"1562","377","2502"
"1563","397","2579"
"1564","452","3171"
"1565","378","2482"
"1566","327","2387"
"1567","366","2445"
"1568","383","2525"
"1569","381","2452"
"1570","346","2346"
"1571","335","2293"
"1572","337","2301"
"1573","554","4501"
"1574","572","4492"
"1575","633","4866"
"1576","639","4892"
"1577","636","4881"
"1578","520","4173"
"1579","558","4494"
"1580","542","4355"
"1581","555","4395"
"1582","496","4022"
"1583","511","3539"
"1584","513","3954"
"1585","460","3710"
"1586","458","3723"
"1587","489","3359"
"1588","433","3489"
"1589","447","3394"
"1590","443","3139"
"1591","420","3253"
"1592","424","3096"
"1593","419","3072"
"1594","553","4275"
"1595","307","1737"
"1596","266","1567"
"1597","405","2548"
"1598","313","1802"
"1599","400","2505"
"1600","404","2523"
"1601","283","1679"
"1602","285","1698"
"1603","294","1777"
"1604","292","1772"
"1605","362","2208"
"1606","364","2220"
"1607","414","2946"
"1608","366","2242"
"1609","418","2965"
"1610","401","2818"
"1611","390","2679"
"1612","402","2680"
"1613","411","2730"
"1614","435","3203"
"1615","415","3053"
"1616","468","3319"
"1617","483","3388"
"1618","460","3151"
"1619","463","3162"
"1620","439","3080"
"1621","417","2992"
"1622","517","4161"
"1623","499","3466"
"1624","461","3247"
"1625","512","3477"
"1626","490","3392"
"1627","493","3403"
"1628","481","3347"
"1629","450","3203"
"1630","659","5115"
"1631","650","4997"
"1632","525","3635"
"1633","524","3651"
"1634","660","5135"
"1635","662","5116"
"1636","497","4039"
"1637","495","4030"
"1638","515","3598"
"1639","482","3956"
"1640","408","2550"
"1641","243","1274"
"1642","229","1234"
"1643","235","1345"
"1644","287","1678"
"1645","254","1765"
"1646","254","1765"
"1647","268","1849"
"1648","295","2005"
"1649","322","2115"
"1650","328","2261"
"1651","332","2340"
"1652","353","2425"
"1653","356","2442"
"1654","378","2483"
"1655","382","2714"
"1656","372","2781"
"1657","378","2811"
"1658","420","3004"
"1659","415","2964"
"1660","404","2915"
"1661","396","2897"
"1662","407","2690"
"1663","374","2843"
"1664","394","2971"
"1665","379","2921"
"1666","355","2440"
"1667","369","2552"
"1668","338","2395"
"1669","373","2549"
"1670","428","3163"
"1671","430","3147"
"1672","434","3167"
"1673","449","3241"
"1674","449","3268"
"1675","453","3284"
"1676","449","3273"
"1677","413","3054"
"1678","415","2805"
"1679","413","2882"
"1680","419","2902"
"1681","419","2979"
"1682","425","2991"
"1683","389","2692"
"1684","484","3607"
"1685","482","3498"
"1686","466","3455"
"1687","457","3349"
"1688","471","3408"
"1689","498","3511"
"1690","443","3227"
"1691","464","3476"
"1692","469","3496"
"1693","479","3569"
"1694","483","3440"
"1695","464","3355"
"1696","451","3298"
"1697","457","3205"
"1698","440","3130"
"1699","446","3136"
"1700","510","3706"
"1701","520","3762"
"1702","532","3714"
"1703","564","3864"
"1704","549","3785"
"1705","570","3893"
"1706","558","4493"
"1707","534","4339"
"1708","390","2634"
"1709","385","2583"
"1710","399","2656"
"1711","381","2559"
"1712","417","2801"
"1713","392","2699"
"1714","422","2821"
"1715","397","2720"
"1716","430","3239"
"1717","435","3257"
"1718","475","3333"
"1719","461","3356"
"1720","490","3660"
"1721","496","3679"
"1722","488","3479"
"1723","493","3899"
"1724","502","3964"
"1725","357","2468"
"1726","353","2447"
"1727","355","2460"
"1728","380","2567"
"1729","373","2610"
"1730","365","2587"
"1731","399","2873"
"1732","417","2959"
"1733","398","2866"
"1734","401","2895"
"1735","418","3053"
"1736","418","3024"
"1737","436","3103"
"1738","413","3017"
"1739","439","3117"
"1740","439","3224"
"1741","440","3236"
"1742","484","3441"
"1743","492","3490"
"1744","508","3582"
"1745","524","3623"
"1746","545","3707"
"1747","529","3645"
"1748","517","4145"
"2301","398","3565"
"2302","304","2825"
"2303","340","3050"
"2304","334","3005"
"2305","316","2873"
"2306","323","2878"
"2307","311","2910"
"2308","324","2931"
"2309","373","3509"
"2310","361","3073"
"2311","372","3124"
"2312","365","3408"
"2313","397","3209"
"2314","373","3401"
"2315","418","3659"
"2316","395","3447"
"2317","353","3276"
"2318","394","3451"
"2319","436","3932"
"2320","351","3283"
"2321","362","3220"
"2322","327","3125"
"2323","346","3159"
"2324","347","3109"
"2325","316","2970"
"2326","352","3073"
"2327","330","2939"
"2328","340","3063"
"2329","409","3748"
"2330","428","3670"
"2331","418","3617"
"2332","406","3556"
"2333","385","3469"
"2334","443","4000"
"2335","449","4055"
"2336","412","3734"
"2337","403","3647"
"2338","391","3573"
"2339","428","3772"
"2340","469","4155"
"2341","452","3944"
"2342","453","4149"
"2343","469","4226"
"2344","458","4230"
"2345","474","4307"
"2346","464","4304"
"2347","445","3912"
"2348","460","3795"
"2349","447","3734"
"2350","434","3672"
"2351","399","3550"
"2352","427","3820"
"2353","413","3748"
"2354","408","3748"
"2355","395","3476"
"2356","403","3536"
"2357","414","3591"
"2358","437","3700"
"2359","439","3707"
"2360","400","3744"
"2361","460","3901"
"2362","434","3774"
"2363","433","3772"
"2364","438","3791"
"2365","455","3892"
"2366","432","3738"
"2367","473","3959"
"2368","393","3626"
"2369","356","3192"
"2370","342","3123"
"2371","330","3073"
"2372","338","3035"
"2373","394","3572"
"2374","409","3565"
"2375","370","3248"
"2376","387","3332"
"2377","341","3113"
"2378","337","3153"
"2379","386","3334"
"2380","395","3382"
"2381","379","3423"
"2382","354","3301"
"2383","385","3423"
"2384","369","3422"
"2385","383","3327"
"2386","392","3475"
"2387","449","3784"
"2388","431","3800"
"2389","434","3716"
"2390","451","3795"
"2391","440","3847"
"2392","464","3836"
"2393","451","3894"
"2394","430","3696"
"2395","395","3555"
"2396","388","3519"
"2397","371","3430"
"2398","388","3520"
"2399","426","3685"
"2400","400","3623"
"2401","410","3603"
"2402","439","3744"
"2403","376","3417"
"2404","379","3540"
"2405","405","3614"
"2406","387","3623"
"2407","388","3552"
"2408","388","3552"
"2409","399","3562"
"2410","417","3757"
"2411","417","3757"
"2412","407","3683"
"2413","437","3801"
"2414","444","3843"
"2415","453","3891"
"2416","433","3813"
"2417","444","3864"
"2418","441","3858"
"2419","449","3898"
"2420","422","3759"
"2421","483","4038"
"2422","402","3662"
"2423","410","3634"
"2424","395","3607"
"2425","422","3738"
"2426","421","3772"
"2427","428","3826"
"2428","408","3620"
"2429","400","3624"
"2430","411","3616"
"2431","425","3685"
"2432","386","3543"
"2433","415","3770"
"2434","454","3905"
"2435","474","3982"
"2436","426","3825"
"2437","430","3848"
"2438","419","3790"
"2439","426","3841"
"2440","438","3902"
"2441","433","3891"
"2442","446","3952"
"2443","453","3901"
"3949","368","2488"
"3950","364","2461"
"3951","356","2537"
"3952","361","2534"
"3953","403","2887"
"3954","376","2630"
"3955","371","2421"
"3956","365","2364"
"3957","350","2291"
"3958","356","2347"
"3959","351","2292"
"3960","329","2258"
"3961","322","2174"
"3962","383","2757"
"3963","500","3456"
"3964","363","2503"
"3965","350","2437"
"3966","382","2861"
"3967","346","2417"
"3968","371","2510"
"3969","354","2456"
"3970","358","2413"
"3971","366","2717"
"3972","336","2330"
"3973","341","2357"
"3974","334","2325"
"3975","364","2718"
"3976","368","2708"
"3977","359","2693"
"3978","365","2740"
"3979","368","2789"
"3980","387","3071"
"3981","408","3175"
"3982","466","3742"
"3983","463","3729"
"3984","373","2929"
"3985","381","3018"
"3986","366","2835"
"3987","400","3046"
"3988","412","3122"
"3989","391","2882"
"3990","448","3409"
"3991","436","3282"
"3992","460","3490"
"3993","438","3353"
"3994","399","3048"
"3995","438","3292"
"3996","387","2846"
"3997","377","2800"
"3998","407","3118"
"3999","405","3101"
"4000","370","2744"
"4001","364","2738"
"4002","392","2859"
"4003","384","2663"
"4004","365","2570"
"4005","431","3185"
"4006","345","2624"
"4007","392","3015"
"4008","384","2856"
"4009","376","2815"
"4010","369","2727"
"4011","382","2790"
"4012","379","2477"
"4013","355","2656"
"4014","374","2729"
"4015","362","2694"
"4016","445","3384"
"4017","445","3398"
"4018","403","2982"
"4019","408","3006"
"4020","370","2570"
"4021","356","2498"
"4022","364","2610"
"4023","347","2408"
"4024","359","2463"
"4025","344","2405"
"4026","363","2485"
"4027","362","2377"
"4028","343","2313"
"4029","361","2389"
"4030","365","2365"
"4031","347","2332"
"4032","363","2377"
"4033","372","2952"
"4034","361","2448"
"4035","319","2182"
"4036","338","2129"
"4037","326","2312"
"4038","317","2048"
"4039","321","2113"
"4040","329","2153"
"4041","303","2028"
"4042","312","2069"
"4043","332","2145"
"4044","248","1521"
"4045","304","2035"
"4046","306","2034"
"4047","249","1421"
"4048","386","2999"
"4049","387","2749"
"4050","405","2796"
"4051","361","2630"
"4052","370","2709"
"4053","383","2673"
"4054","368","2721"
"4055","390","2589"
"4056","401","2628"
"4057","382","2648"
"4058","380","2840"
"4059","380","2854"
"4060","398","2862"
"4061","382","2798"
"4062","347","2419"
"4063","397","2809"
"4064","397","2808"
"4065","376","2723"
"4066","381","2565"
"4067","352","2507"
"4068","354","2321"
"4069","326","2236"
"4070","320","2167"
"4071","319","2162"
"4072","360","2764"
"4073","344","2229"
"4074","366","2560"
"4075","365","2548"
"4076","377","2617"
"4077","397","3043"
"4078","373","2759"
"4079","420","3395"
"4080","406","3035"
"4081","414","3150"
"4082","420","3155"
"4083","388","2760"
"4084","383","2782"
"4085","384","2786"
"4086","415","2899"
"4087","370","2488"
"4088","384","2653"
"4089","391","2677"
"4090","390","2925"
"4091","381","3083"
"4092","396","3360"
"4093","425","3536"
"4094","345","2375"
"4095","355","2429"
"4096","338","2372"
"4097","345","2403"
"4098","347","2505"
"4099","339","2613"
"4100","351","2673"
"4101","307","2039"
"4102","312","2151"
"4103","330","2175"
"4104","413","3171"
"4105","417","3193"
"4106","414","3150"
"4107","412","3005"
"4921","459","3591"
"4922","498","3622"
"4923","525","3754"
"4924","506","3661"
"4925","494","3757"
"4926","485","3775"
"4927","540","4060"
"4928","554","4127"
"4929","563","4183"
"4930","554","4139"
"4931","581","4289"
"4932","551","4165"
"4933","569","4274"
"4934","574","4614"
"4935","573","4609"
"4936","596","4434"
"4937","586","4381"
"4938","596","4737"
"4939","590","4709"
"4940","565","4597"
"4941","555","4418"
"4942","547","4127"
"4943","580","4415"
"4944","558","4262"
"4945","569","4402"
"4946","580","4537"
"4947","546","4116"
"4948","546","4070"
"4949","560","4120"
"4950","488","3617"
"4951","502","3667"
"4952","497","3558"
"4953","504","3725"
"4954","524","3850"
"4955","508","3879"
"4956","510","3789"
"4957","513","3900"
"4958","538","4053"
"4959","524","3962"
"4960","492","3829"
"4961","531","4032"
"4962","543","4145"
"4963","520","4102"
"4964","568","4268"
"4965","559","4223"
"4966","560","4292"
"4967","589","4399"
"4968","576","4384"
"4969","560","4503"
"4970","564","4460"
"4971","581","4518"
"4972","565","4678"
"4973","486","3690"
"4974","470","3669"
"4975","493","3879"
"4976","523","3970"
"4977","526","4117"
"4978","551","4378"
"4979","540","4348"
"4980","538","4334"
"4981","469","3392"
"4982","474","3495"
"4983","478","3495"
"4984","471","3485"
"4985","491","3642"
"5689","573","4608"
"5690","546","4342"
"5691","549","4339"
"5692","584","4588"
"5693","564","4487"
"5694","574","4537"
"5695","575","4371"
"5696","554","4423"
"5697","559","4276"
"5698","551","4235"
"5699","590","4391"
"5700","592","4436"
"5701","591","4422"
"5702","589","4282"
"5703","595","4291"
"5704","606","4551"
"5705","609","4570"
"5706","597","4428"
"5707","547","3998"
"5708","552","4010"
"5709","557","3989"
"5710","537","3936"
"5711","579","4318"
"5712","573","4291"
"5713","582","4372"
"5714","570","4088"
"5715","637","4467"
"5716","549","3960"
"5717","565","4100"
"5718","534","3912"
"5719","514","3835"
"5720","576","4097"
"5721","544","3990"
"5722","554","4063"
"5723","581","4329"
