OBJECTID;ADDRESS;settlement;street;building_n;geocoded;POINT_X;POINT_Y;ID;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
1;Москва, дер. Щербинка, д.8; ; ; ;Россия, Москва, деревня Щербинка;37.583122;55.512601;18593;2067;0.004458;37.581054;55.508652
2;Москва, дер. Щербинка, д.9; ; ; ;Россия, Москва, деревня Щербинка;37.583122;55.512601;18594;2067;0.004458;37.581054;55.508652
3;Москва, Николая Сироткина ул, д.2, корп.1; ; ; ;Россия, Москва, деревня Захарьино, улица Николая Сироткина, 2к1;37.578208;55.498106;18595;748;0.005126;37.578833;55.503195
4;Москва, Николая Сироткина ул, д.2, корп.2; ; ; ;Россия, Москва, деревня Захарьино, улица Николая Сироткина, 2к2;37.579114;55.497684;18596;748;0.005518;37.578833;55.503195
5;Москва, Николая Сироткина ул, д.2, корп.3; ; ; ;Россия, Москва, деревня Захарьино, улица Николая Сироткина, 2к3;37.5788;55.497234;18597;748;0.00596;37.578833;55.503195
6;Москва, Николая Сироткина ул, д.2, корп.4; ; ; ;Россия, Москва, деревня Захарьино, улица Николая Сироткина, 2к4;37.577713;55.497739;18598;748;0.005568;37.578833;55.503195
7;Москва, Изюмская ул, д.49, корп.2; ; ; ;Россия, Москва, Изюмская улица, 49к1;37.566377;55.545722;18599;1555;0.003481;37.563853;55.54812
8;Москва, Изюмская ул, д.51; ; ; ;Россия, Москва, Изюмская улица, 49;37.565865;55.546352;18600;1555;0.002677;37.563853;55.54812
9;Москва, 1-й Миргородский пер, д.1; ; ; ;Россия, Москва, 1-й Миргородский переулок, 1;37.568614;55.538263;18601;752;0.008499;37.561426;55.5428
10;Москва, 1-й Миргородский пер, д.11; ; ; ;Россия, Москва, 1-й Миргородский переулок, 11;37.567068;55.539283;18602;752;0.006649;37.561426;55.5428
11;Москва, 1-й Миргородский пер, д.13; ; ; ;Россия, Москва, 1-й Миргородский переулок, 13;37.566269;55.539324;18603;752;0.005962;37.561426;55.5428
12;Москва, 1-й Миргородский пер, д.15; ; ; ;Россия, Москва, 1-й Миргородский переулок, 15;37.566395;55.53887;18604;752;0.006334;37.561426;55.5428
13;Москва, 1-й Миргородский пер, д.1А; ; ; ;Россия, Москва, 1-й Миргородский переулок, 1а;37.568893;55.537709;18605;752;0.009037;37.561426;55.5428
14;Москва, 1-й Миргородский пер, д.2; ; ; ;Россия, Москва, 1-й Миргородский переулок, 2;37.568632;55.539603;18606;752;0.007882;37.561426;55.5428
15;Москва, 1-й Миргородский пер, д.3; ; ; ;Россия, Москва, 1-й Миргородский переулок, 3;37.568469;55.538533;18607;752;0.008235;37.561426;55.5428
16;Москва, 1-й Миргородский пер, д.5; ; ; ;Россия, Москва, 1-й Миргородский переулок, 5;37.568578;55.53886;18608;752;0.008165;37.561426;55.5428
17;Москва, 1-й Миргородский пер, д.7; ; ; ;Россия, Москва, 1-й Миргородский переулок, 7;37.568578;55.539135;18609;752;0.008035;37.561426;55.5428
18;Москва, 1-й Миргородский пер, д.9; ; ; ;Россия, Москва, 1-й Миргородский переулок, 9;37.567878;55.539236;18610;752;0.00737;37.561426;55.5428
19;Москва, 2-й Миргородский пер, д.1А; ; ; ;Россия, Москва, 2-й Миргородский переулок, 1а;37.567553;55.53888;18611;752;0.007273;37.561426;55.5428
20;Москва, 2-й Миргородский пер, д.3; ; ; ;Россия, Москва, 2-й Миргородский переулок, 3;37.567535;55.538651;18612;752;0.007384;37.561426;55.5428
21;Москва, 2-й Миргородский пер, д.4; ; ; ;Россия, Москва, 2-й Миргородский переулок, 4;37.566512;55.538421;18613;752;0.00671;37.561426;55.5428
22;Москва, 2-й Миргородский пер, д.5; ; ; ;Россия, Москва, 2-й Миргородский переулок, 5;37.567527;55.538448;18614;752;0.007494;37.561426;55.5428
23;Москва, 2-й Миргородский пер, д.7; ; ; ;Россия, Москва, 2-й Миргородский переулок, 7;37.567517;55.538218;18615;752;0.007622;37.561426;55.5428
24;Москва, 2-й Миргородский пер, д.9; ; ; ;Россия, Москва, 2-й Миргородский переулок, 9;37.567698;55.537892;18616;752;0.007963;37.561426;55.5428
25;Москва, Изюмская ул, д.49, корп.1; ; ; ;Россия, Москва, Изюмская улица, 49к1;37.566377;55.545722;18617;1555;0.003481;37.563853;55.54812
26;Москва, Изюмская ул, д.49, корп.3; ; ; ;Россия, Москва, Изюмская улица, 49к3;37.568417;55.545273;18618;1555;0.005379;37.563853;55.54812
27;Москва, Изюмская ул, д.49, корп.4; ; ; ;Россия, Москва, Изюмская улица, 49к4;37.567553;55.5446;18619;1555;0.005106;37.563853;55.54812
28;Москва, Изюмская ул, д.53; ; ; ;Россия, Москва, Изюмская улица, 53;37.564635;55.544636;18620;1555;0.003569;37.563853;55.54812
29;Москва, Изюмская ул, д.53, корп.1; ; ; ;Россия, Москва, Изюмская улица, 53к1;37.56538;55.544289;18621;1555;0.004123;37.563853;55.54812
30;Москва, Изюмская ул, д.53, корп.2; ; ; ;Россия, Москва, Изюмская улица, 53к2;37.566071;55.544035;18622;1555;0.004647;37.563853;55.54812
31;Москва, Изюмская ул, д.57; ; ; ;Россия, Москва, Изюмская улица, 57;37.562335;55.544061;18623;752;0.001554;37.561426;55.5428
32;Москва, Изюмская ул, д.57, корп.1; ; ; ;Россия, Москва, Изюмская улица, 57к1;37.563403;55.543501;18624;752;0.002098;37.561426;55.5428
33;Москва, Изюмская ул, д.57, корп.2; ; ; ;Россия, Москва, Изюмская улица, 57к2;37.56467;55.54271;18625;752;0.003246;37.561426;55.5428
34;Москва, Изюмская ул, д.59; ; ; ;Россия, Москва, Изюмская улица, 59;37.56158;55.543674;18626;752;0.000887;37.561426;55.5428
35;Москва, Изюмская ул, д.61; ; ; ;Россия, Москва, Изюмская улица, 61;37.561284;55.543016;18627;752;0.000259;37.561426;55.5428
36;Москва, Изюмская ул, д.61, корп.1; ; ; ;Россия, Москва, Изюмская улица, 61к1;37.562343;55.542415;18628;752;0.000995;37.561426;55.5428
37;Москва, Краснолиманская ул, д.13; ; ; ;Россия, Москва, Краснолиманская улица, 13;37.570868;55.545584;18629;520;0.006442;37.568882;55.551712
38;Москва, Краснолиманская ул, д.15; ; ; ;Россия, Москва, Краснолиманская улица, 15;37.570932;55.545048;18630;520;0.006971;37.568882;55.551712
39;Москва, Краснолиманская ул, д.17; ; ; ;Россия, Москва, Краснолиманская улица, 17;37.559846;55.539288;18631;752;0.00385;37.561426;55.5428
40;Москва, Краснолиманская ул, д.19; ; ; ;Россия, Москва, Краснолиманская улица, 19;37.559317;55.539441;18632;752;0.003966;37.561426;55.5428
41;Москва, Краснолиманская ул, д.21; ; ; ;Россия, Москва, Краснолиманская улица, 21;37.563179;55.540435;18633;752;0.002943;37.561426;55.5428
42;Москва, Краснолиманская ул, д.23; ; ; ;Россия, Москва, Краснолиманская улица, 23;37.562452;55.540827;18634;752;0.002223;37.561426;55.5428
43;Москва, Краснолиманская ул, д.23А; ; ; ;Россия, Москва, Краснолиманская улица, 23а;37.561525;55.540836;18635;752;0.001965;37.561426;55.5428
44;Москва, Краснолиманская ул, д.23Б; ; ; ;Россия, Москва, Краснолиманская улица, 23б;37.561302;55.540698;18636;752;0.002104;37.561426;55.5428
45;Москва, Краснолиманская ул, д.25; ; ; ;Россия, Москва, Краснолиманская улица, 25;37.561957;55.541284;18637;752;0.001605;37.561426;55.5428
46;Москва, Краснолиманская ул, д.25А; ; ; ;Россия, Москва, Краснолиманская улица, 25а;37.561419;55.541203;18638;752;0.001596;37.561426;55.5428
47;Москва, Краснолиманская ул, д.25Б; ; ; ;Россия, Москва, Краснолиманская улица, 25б;37.561139;55.541041;18639;752;0.001782;37.561426;55.5428
48;Москва, Краснолиманская ул, д.25В; ; ; ;Россия, Москва, Краснолиманская улица, 25в;37.560898;55.540892;18640;752;0.001978;37.561426;55.5428
49;Москва, Краснолиманская ул, д.27; ; ; ;Россия, Москва, Краснолиманская улица, 27;37.5607;55.541377;18641;752;0.001597;37.561426;55.5428
50;Москва, Краснолиманская ул, д.28; ; ; ;Россия, Москва, Краснолиманская улица, 28;37.568119;55.543908;18642;1555;0.005995;37.563853;55.54812
51;Москва, Краснолиманская ул, д.29; ; ; ;Россия, Москва, Краснолиманская улица, 29;37.560744;55.541931;18643;752;0.001103;37.561426;55.5428
52;Москва, Краснолиманская ул, д.34; ; ; ;Россия, Москва, Краснолиманская улица, 34;37.566852;55.542726;18644;752;0.005427;37.561426;55.5428
53;Москва, Краснолиманская ул, д.36; ; ; ;Россия, Москва, Краснолиманская улица, 36;37.566261;55.542401;18645;752;0.004851;37.561426;55.5428
54;Москва, Краснолиманская ул, д.7; ; ; ;Россия, Москва, Краснолиманская улица, 7;37.570959;55.546943;18646;520;0.0052;37.568882;55.551712
55;Москва, Краснолиманская ул, д.9; ; ; ;Россия, Москва, Краснолиманская улица, 9;37.570896;55.546699;18647;520;0.005402;37.568882;55.551712
56;Москва, Миргородская ул, д.1; ; ; ;Россия, Москва, Миргородская улица, 1;37.568766;55.542262;18648;752;0.00736;37.561426;55.5428
57;Москва, Миргородская ул, д.12; ; ; ;Россия, Москва, Миргородская улица, 12;37.573708;55.548654;18649;520;0.005712;37.568882;55.551712
58;Москва, Миргородская ул, д.13; ; ; ;Россия, Москва, Миргородская улица, 13;37.575792;55.548537;18650;520;0.007604;37.568882;55.551712
59;Москва, Миргородская ул, д.2; ; ; ;Россия, Москва, Миргородская улица, 2;37.570185;55.543593;18651;1555;0.007784;37.563853;55.54812
60;Москва, Миргородская ул, д.2А; ; ; ;Россия, Москва, Миргородская улица, 2а;37.569333;55.542099;18652;752;0.007937;37.561426;55.5428
61;Москва, Миргородская ул, д.3; ; ; ;Россия, Москва, Миргородская улица, 3;37.57086;55.543918;18653;1747;0.007729;37.577805;55.540526
62;Москва, Миргородская ул, д.4; ; ; ;Россия, Москва, Миргородская улица, 4;37.57051;55.544401;18654;520;0.007489;37.568882;55.551712
63;Москва, Миргородская ул, д.5; ; ; ;Россия, Москва, Миргородская улица, 5;37.571794;55.545818;18655;520;0.006574;37.568882;55.551712
64;Москва, Миргородская ул, д.6; ; ; ;Россия, Москва, Миргородская улица, 6;37.572081;55.546465;18656;520;0.006145;37.568882;55.551712
65;Москва, Миргородская ул, д.7; ; ; ;Россия, Москва, Миргородская улица, 7;37.57235;55.5468;18657;520;0.006012;37.568882;55.551712
66;Москва, Миргородская ул, д.7А; ; ; ;Россия, Москва, Миргородская улица, 7а;37.572675;55.546943;18658;520;0.006092;37.568882;55.551712
67;Москва, Миргородская ул, д.8; ; ; ;Россия, Москва, Миргородская улица, 8;37.572835;55.547122;18659;520;0.006058;37.568882;55.551712
68;Москва, Миргородская ул, д.8А; ; ; ;Россия, Москва, Миргородская улица, 8а;37.572944;55.547336;18660;520;0.00597;37.568882;55.551712
69;Москва, Миргородский проезд, д.11; ; ; ;Россия, Москва, Миргородский проезд, 11;37.567509;55.540408;18661;752;0.006536;37.561426;55.5428
70;Москва, Миргородский проезд, д.11А; ; ; ;Россия, Москва, Миргородский проезд, 11а;37.56732;55.540617;18662;752;0.006285;37.561426;55.5428
71;Москва, Миргородский проезд, д.13; ; ; ;Россия, Москва, Миргородский проезд, 13;37.566906;55.540399;18663;752;0.005983;37.561426;55.5428
72;Москва, Миргородский проезд, д.15; ; ; ;Россия, Москва, Миргородский проезд, 15;37.566287;55.540435;18664;752;0.005406;37.561426;55.5428
73;Москва, Миргородский проезд, д.17; ; ; ;Россия, Москва, Миргородский проезд, 17;37.565721;55.540628;18665;752;0.004813;37.561426;55.5428
74;Москва, Миргородский проезд, д.2; ; ; ;Россия, Москва, Миргородский проезд, 2;37.568417;55.53996;18666;752;0.007545;37.561426;55.5428
75;Москва, Миргородский проезд, д.3; ; ; ;Россия, Москва, Миргородский проезд, 3;37.569764;55.540658;18667;1747;0.008042;37.577805;55.540526
76;Москва, Миргородский проезд, д.4; ; ; ;Россия, Москва, Миргородский проезд, 4;37.567626;55.539934;18668;752;0.006829;37.561426;55.5428
77;Москва, Миргородский проезд, д.4А; ; ; ;Россия, Москва, Миргородский проезд, 4а;37.567617;55.539644;18669;752;0.006948;37.561426;55.5428
78;Москва, Миргородский проезд, д.5; ; ; ;Россия, Москва, Миргородский проезд, 5;37.569799;55.540449;18670;1747;0.008005;37.577805;55.540526
79;Москва, Миргородский проезд, д.6; ; ; ;Россия, Москва, Миргородский проезд, 6;37.566772;55.539975;18671;752;0.006046;37.561426;55.5428
80;Москва, Миргородский проезд, д.6А; ; ; ;Россия, Москва, Миргородский проезд, 6а;37.566718;55.539696;18672;752;0.006136;37.561426;55.5428
81;Москва, Миргородский проезд, д.7; ; ; ;Россия, Москва, Миргородский проезд, 7;37.568883;55.54023;18673;752;0.007888;37.561426;55.5428
82;Москва, Мценская ул, д.10; ; ; ;Россия, Москва, Мценская улица, 10;37.566475;55.541147;18674;752;0.005313;37.561426;55.5428
83;Москва, Мценская ул, д.11; ; ; ;Россия, Москва, Мценская улица, 11;37.56882;55.54158;18675;752;0.007494;37.561426;55.5428
84;Москва, Мценская ул, д.12; ; ; ;Россия, Москва, Мценская улица, 12;37.566852;55.541126;18676;752;0.005679;37.561426;55.5428
85;Москва, Мценская ул, д.13; ; ; ;Россия, Москва, Мценская улица, 13;37.569432;55.541615;18677;752;0.008093;37.561426;55.5428
86;Москва, Мценская ул, д.15; ; ; ;Россия, Москва, Мценская улица, 15;37.569934;55.541615;18678;1747;0.007945;37.577805;55.540526
87;Москва, Мценская ул, д.22; ; ; ;Россия, Москва, Мценская улица, 22;37.568659;55.541153;18679;752;0.007418;37.561426;55.5428
88;Москва, Мценская ул, д.22А; ; ; ;Россия, Москва, Мценская улица, 22а;37.568596;55.540795;18680;752;0.007444;37.561426;55.5428
89;Москва, Мценская ул, д.24; ; ; ;Россия, Москва, Мценская улица, 24;37.569225;55.541162;18681;752;0.007968;37.561426;55.5428
90;Москва, Мценская ул, д.26; ; ; ;Россия, Москва, Мценская улица, 26;37.569871;55.541126;18682;1747;0.007955;37.577805;55.540526
91;Москва, Мценская ул, д.3; ; ; ;Россия, Москва, Мценская улица, 3;37.566818;55.541539;18683;752;0.005537;37.561426;55.5428
92;Москва, Мценская ул, д.5; ; ; ;Россия, Москва, Мценская улица, 5;37.567383;55.541586;18684;752;0.006079;37.561426;55.5428
93;Москва, Мценская ул, д.7; ; ; ;Россия, Москва, Мценская улица, 7;37.567904;55.541591;18685;752;0.00659;37.561426;55.5428
94;Москва, Мценская ул, д.9; ; ; ;Россия, Москва, Мценская улица, 9;37.568363;55.541621;18686;752;0.007036;37.561426;55.5428
95;Москва, Ленинский пр-кт, д.72; ; ; ;Россия, Москва, Ленинский проспект, 72/2;37.540155;55.685319;14135;479;0.00299;37.539442;55.688224
96;Москва, Ломоносовский пр-кт, д.25; ; ; ;Россия, Москва, Ломоносовский проспект, 25к1;37.532439;55.69359;14136;419;0.006837;37.537704;55.689229
97;Москва, Вернадского пр-кт, д.9/10; ; ; ;Россия, Москва, проспект Вернадского, 9/10;37.532977;55.689623;14137;1791;0.004218;37.52965;55.687031
98;Москва, Ленинский пр-кт, д.70/11; ; ; ;Россия, Москва, Ленинский проспект, 70/11;37.542454;55.687004;14138;479;0.00325;37.539442;55.688224
99;Москва, Ленинский пр-кт, д.72/2; ; ; ;Россия, Москва, Ленинский проспект, 72/2;37.540155;55.685319;14139;479;0.00299;37.539442;55.688224
100;Москва, Ломоносовский пр-кт, д.15; ; ; ;Россия, Москва, Ломоносовский проспект, 15;37.540668;55.688862;14140;479;0.001382;37.539442;55.688224
101;Москва, Ломоносовский пр-кт, д.19; ; ; ;Россия, Москва, Ломоносовский проспект, 19;37.53922;55.690064;14141;419;0.001732;37.537704;55.689229
102;Москва, Ломоносовский пр-кт, д.23; ; ; ;Россия, Москва, Ломоносовский проспект, 23;37.538134;55.691525;14142;419;0.002336;37.537704;55.689229
103;Москва, Строителей ул, д.4, корп.1; ; ; ;Россия, Москва, улица Строителей, 4к1;37.536624;55.68706;14143;419;0.002421;37.537704;55.689229
104;Москва, Строителей ул, д.4, корп.2; ; ; ;Россия, Москва, улица Строителей, 4к2;37.537119;55.686695;14144;419;0.0026;37.537704;55.689229
105;Москва, Строителей ул, д.4, корп.3; ; ; ;Россия, Москва, улица Строителей, 4к3;37.538036;55.686305;14145;479;0.002378;37.539442;55.688224
106;Москва, Строителей ул, д.4, корп.4; ; ; ;Россия, Москва, улица Строителей, 4к4;37.538942;55.686725;14146;479;0.001578;37.539442;55.688224
107;Москва, Строителей ул, д.4, корп.5; ; ; ;Россия, Москва, улица Строителей, 4к5;37.539544;55.687147;14147;479;0.001081;37.539442;55.688224
108;Москва, Строителей ул, д.4, корп.6; ; ; ;Россия, Москва, улица Строителей, 4к6;37.539041;55.687736;14148;479;0.00063;37.539442;55.688224
109;Москва, Строителей ул, д.4, корп.7; ; ; ;Россия, Москва, улица Строителей, 4к7;37.538116;55.688115;14149;419;0.001186;37.537704;55.689229
110;Москва, Строителей ул, д.6, корп.1; ; ; ;Россия, Москва, улица Строителей, 6к1;37.535897;55.687538;14150;419;0.002474;37.537704;55.689229
111;Москва, Строителей ул, д.6, корп.2; ; ; ;Россия, Москва, улица Строителей, 6к2;37.534962;55.687923;14151;419;0.003036;37.537704;55.689229
112;Москва, Строителей ул, д.6, корп.3; ; ; ;Россия, Москва, улица Строителей, 6к3;37.534441;55.688395;14152;419;0.003366;37.537704;55.689229
113;Москва, Строителей ул, д.6, корп.4; ; ; ;Россия, Москва, улица Строителей, 6к4;37.535043;55.688912;14153;419;0.002678;37.537704;55.689229
114;Москва, Строителей ул, д.6, корп.5; ; ; ;Россия, Москва, улица Строителей, 6к5;37.535941;55.689329;14154;419;0.001764;37.537704;55.689229
115;Москва, Строителей ул, д.6, корп.6; ; ; ;Россия, Москва, улица Строителей, 6к6;37.536876;55.688973;14155;419;0.000865;37.537704;55.689229
116;Москва, Строителей ул, д.6, корп.7; ; ; ;Россия, Москва, улица Строителей, 6к7;37.537361;55.688369;14156;419;0.000924;37.537704;55.689229
117;Москва, Намёткина ул, д.12, корп.2; ; ; ;Россия, Москва, улица Наметкина, 12с2;37.554159;55.660744;14157;2077;0.005252;37.558987;55.662815
118;Москва, Намёткина ул, д.8, корп.1; ; ; ;Россия, Москва, улица Наметкина, 8с1;37.550737;55.662989;14158;550;0.006182;37.548941;55.668905
119;Москва, Намёткина ул, д.11; ; ; ;Россия, Москва, улица Наметкина, 11;37.553558;55.663094;14159;861;0.004573;37.557692;55.665051
120;Москва, Намёткина ул, д.11, корп.1; ; ; ;Россия, Москва, улица Наметкина, 11к1;37.555129;55.664152;14160;861;0.002715;37.557692;55.665051
121;Москва, Намёткина ул, д.13, корп.1; ; ; ;Россия, Москва, улица Наметкина, 13к1;37.555462;55.662952;14161;861;0.003061;37.557692;55.665051
122;Москва, Намёткина ул, д.13, корп.2; ; ; ;Россия, Москва, улица Наметкина, 13к2;37.556703;55.663299;14162;861;0.002011;37.557692;55.665051
123;Москва, Намёткина ул, д.15; ; ; ;Россия, Москва, улица Наметкина, 15;37.556837;55.661973;14163;2077;0.002308;37.558987;55.662815
124;Москва, Намёткина ул, д.17/68; ; ; ;Россия, Москва, улица Наметкина, 17/68;37.558418;55.66142;14164;2077;0.001506;37.558987;55.662815
125;Москва, Намёткина ул, д.21, корп.3; ; ; ;Россия, Москва, улица Наметкина, 21к3;37.556217;55.663536;14165;861;0.002113;37.557692;55.665051
126;Москва, Намёткина ул, д.6; ; ; ;Россия, Москва, улица Наметкина, 6;37.549003;55.66374;14166;550;0.005165;37.548941;55.668905
127;Москва, Намёткина ул, д.6, корп.1; ; ; ;Россия, Москва, улица Наметкина, 6к1;37.549749;55.663496;14167;550;0.005468;37.548941;55.668905
128;Москва, Намёткина ул, д.9; ; ; ;Россия, Москва, улица Наметкина, 9;37.551861;55.663664;14168;861;0.005993;37.557692;55.665051
129;Москва, Намёткина ул, д.9, корп.1; ; ; ;Россия, Москва, улица Наметкина, 9к1;37.552461;55.6651;14169;550;0.005183;37.548941;55.668905
130;Москва, Намёткина ул, д.9, корп.2; ; ; ;Россия, Москва, улица Наметкина, 9к2;37.552614;55.664192;14170;861;0.005149;37.557692;55.665051
131;Москва, Намёткина ул, д.9, корп.3; ; ; ;Россия, Москва, улица Наметкина, 9к3;37.553154;55.663415;14171;861;0.004823;37.557692;55.665051
132;Москва, Новочерёмушкинская ул, д.60; ; ; ;Россия, Москва, Новочеремушкинская улица, 60;37.561688;55.666086;14172;1942;0.003004;37.559056;55.664636
133;Москва, Новочерёмушкинская ул, д.60, корп.1; ; ; ;Россия, Москва, Новочеремушкинская улица, 60к1;37.560601;55.665801;14173;1942;0.001935;37.559056;55.664636
134;Москва, Новочерёмушкинская ул, д.60, корп.2; ; ; ;Россия, Москва, Новочеремушкинская улица, 60к2;37.558058;55.665929;14174;861;0.000951;37.557692;55.665051
135;Москва, Новочерёмушкинская ул, д.62, корп.1; ; ; ;Россия, Москва, Новочеремушкинская улица, 62к1;37.560772;55.664841;14175;1942;0.001728;37.559056;55.664636
136;Москва, Новочерёмушкинская ул, д.63; ; ; ;Россия, Москва, Новочеремушкинская улица, 63;37.564193;55.664954;14176;674;0.004445;37.563846;55.669386
137;Москва, Новочерёмушкинская ул, д.63, корп.1; ; ; ;Россия, Москва, Новочеремушкинская улица, 63к1;37.56652;55.665156;14177;674;0.005004;37.563846;55.669386
138;Москва, Новочерёмушкинская ул, д.63, корп.2; ; ; ;Россия, Москва, Новочеремушкинская улица, 63к2;37.565982;55.664455;14178;350;0.0052;37.570382;55.661684
139;Москва, Новочерёмушкинская ул, д.64, корп.1; ; ; ;Россия, Москва, Новочеремушкинская улица, 64к1;37.560754;55.664035;14179;1942;0.001801;37.559056;55.664636
140;Москва, Новочерёмушкинская ул, д.65, корп.2; ; ; ;Россия, Москва, Новочеремушкинская улица, 65к2;37.563952;55.664298;14180;1942;0.004907;37.559056;55.664636
141;Москва, Новочерёмушкинская ул, д.66, корп.1; ; ; ;Россия, Москва, Новочеремушкинская улица, 66к1;37.56052;55.663258;14181;2077;0.001595;37.558987;55.662815
142;Москва, Новочерёмушкинская ул, д.71/32; ; ; ;Россия, Москва, Новочеремушкинская улица, 71/32;37.560528;55.661256;14182;2077;0.002192;37.558987;55.662815
143;Москва, Профсоюзная ул, д.43, корп.1; ; ; ;Россия, Москва, Профсоюзная улица, 43к1;37.553657;55.667517;14183;861;0.004729;37.557692;55.665051
144;Москва, Профсоюзная ул, д.43, корп.2; ; ; ;Россия, Москва, Профсоюзная улица, 43к2;37.555776;55.666746;14184;861;0.002557;37.557692;55.665051
145;Москва, Профсоюзная ул, д.45; ; ; ;Россия, Москва, Профсоюзная улица, 45;37.552139;55.666598;14185;550;0.003942;37.548941;55.668905
146;Москва, Профсоюзная ул, д.45, корп.1; ; ; ;Россия, Москва, Профсоюзная улица, 45к1;37.552767;55.666244;14186;550;0.004661;37.548941;55.668905
147;Москва, Профсоюзная ул, д.47; ; ; ;Россия, Москва, Профсоюзная улица, 47;37.551545;55.666034;14187;550;0.003875;37.548941;55.668905
148;Москва, Профсоюзная ул, д.49; ; ; ;Россия, Москва, Профсоюзная улица, 49;37.551142;55.665684;14188;550;0.0039;37.548941;55.668905
149;Москва, Профсоюзная ул, д.51; ; ; ;Россия, Москва, Профсоюзная улица, 51;37.550764;55.665304;14189;550;0.004036;37.548941;55.668905
150;Москва, Профсоюзная ул, д.53; ; ; ;Россия, Москва, Профсоюзная улица, 53;37.55035;55.664928;14190;550;0.004218;37.548941;55.668905
151;Москва, Профсоюзная ул, д.55; ; ; ;Россия, Москва, Профсоюзная улица, 55;37.549812;55.664511;14191;550;0.004478;37.548941;55.668905
152;Москва, Большая Черёмушкинская ул, д.20, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 20к1;37.587909;55.682223;14192;692;0.004029;37.586364;55.685945
153;Москва, Большая Черёмушкинская ул, д.20, корп.2; ; ; ;Россия, Москва, Большая Черемушкинская улица, 20к2;37.586697;55.682432;14193;692;0.003528;37.586364;55.685945
154;Москва, Большая Черёмушкинская ул, д.20, корп.3; ; ; ;Россия, Москва, Большая Черемушкинская улица, 20к3;37.585996;55.681646;14194;692;0.004314;37.586364;55.685945
155;Москва, Большая Черёмушкинская ул, д.20, корп.4; ; ; ;Россия, Москва, Большая Черемушкинская улица, 20к4;37.584828;55.682726;14195;692;0.003565;37.586364;55.685945
156;Москва, Большая Черёмушкинская ул, д.22; ; ; ;Россия, Москва, Большая Черемушкинская улица, 22;37.588008;55.681711;14196;692;0.004541;37.586364;55.685945
157;Москва, Большая Черёмушкинская ул, д.24, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 24к1;37.587307;55.681163;14197;692;0.004874;37.586364;55.685945
158;Москва, Большая Черёмушкинская ул, д.26, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 26к1;37.585071;55.680417;14198;692;0.005677;37.586364;55.685945
159;Москва, Большая Черёмушкинская ул, д.26, корп.2; ; ; ;Россия, Москва, Большая Черемушкинская улица, 26к2;37.584073;55.680732;14199;692;0.005693;37.586364;55.685945
160;Москва, Большая Черёмушкинская ул, д.26, корп.3; ; ; ;Россия, Москва, Большая Черемушкинская улица, 26к3;37.585672;55.680853;14200;692;0.005137;37.586364;55.685945
161;Москва, Большая Черёмушкинская ул, д.26, корп.4; ; ; ;Россия, Москва, Большая Черемушкинская улица, 26к4;37.584137;55.681406;14201;692;0.005054;37.586364;55.685945
162;Москва, Большая Черёмушкинская ул, д.30, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 30к1;37.583606;55.67996;14202;1534;0.006583;37.579021;55.675237
163;Москва, Большая Черёмушкинская ул, д.30, корп.2; ; ; ;Россия, Москва, Большая Черемушкинская улица, 30к2;37.582987;55.680727;14203;692;0.006215;37.586364;55.685945
164;Москва, Большая Черёмушкинская ул, д.32, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 32к1;37.582609;55.679625;14204;1534;0.005669;37.579021;55.675237
165;Москва, Большая Черёмушкинская ул, д.32, корп.2; ; ; ;Россия, Москва, Большая Черемушкинская улица, 32к2;37.581962;55.680103;14205;1534;0.005686;37.579021;55.675237
166;Москва, Большая Черёмушкинская ул, д.36, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 36к1;37.582295;55.6783;14206;1534;0.004484;37.579021;55.675237
167;Москва, Большая Черёмушкинская ул, д.36, корп.3; ; ; ;Россия, Москва, Большая Черемушкинская улица, 36к3;37.581739;55.678819;14207;1534;0.004496;37.579021;55.675237
168;Москва, Большая Черёмушкинская ул, д.40, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 40к1;37.58074;55.677777;14208;1534;0.003068;37.579021;55.675237
169;Москва, Большая Черёмушкинская ул, д.40, корп.2; ; ; ;Россия, Москва, Большая Черемушкинская улица, 40к2;37.580939;55.678168;14209;1534;0.003503;37.579021;55.675237
170;Москва, Большая Черёмушкинская ул, д.40, корп.3; ; ; ;Россия, Москва, Большая Черемушкинская улица, 40к3;37.580192;55.678296;14210;1534;0.003275;37.579021;55.675237
171;Москва, Большая Черёмушкинская ул, д.42, корп.1; ; ; ;Россия, Москва, Большая Черемушкинская улица, 42к1;37.579834;55.677473;14211;1534;0.002379;37.579021;55.675237
172;Москва, Большая Черёмушкинская ул, д.42, корп.2; ; ; ;Россия, Москва, Большая Черемушкинская улица, 42к2;37.579286;55.678001;14212;1534;0.002776;37.579021;55.675237
173;Москва, Дмитрия Ульянова ул, д.36; ; ; ;Россия, Москва, улица Дмитрия Ульянова, 36;37.585449;55.683133;14213;692;0.002957;37.586364;55.685945
