OBJECTID;ADDRESS;settlement;street;building_n;geocoded;POINT_X;POINT_Y;ID;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
2501;Москва, Венёвская ул, д.29; ; ; ;Россия, Москва, Веневская улица, 29;37.555139;55.542644;16485;348;0.00254;37.553789;55.544797
2502;Москва, Венёвская ул, д.9; ; ; ;Россия, Москва, Веневская улица, 9;37.547584;55.545008;16486;654;0.004104;37.548231;55.549062
2503;Москва, Скобелевская ул, д.20; ; ; ;Россия, Москва, Скобелевская улица, 20;37.555373;55.545859;16487;348;0.001907;37.553789;55.544797
2504;Москва, Скобелевская ул, д.26; ; ; ;Россия, Москва, Скобелевская улица, 26;37.555129;55.545217;16488;348;0.001405;37.553789;55.544797
2505;Москва, Скобелевская ул, д.32; ; ; ;Россия, Москва, Скобелевская улица, 32;37.556289;55.54484;16489;348;0.0025;37.553789;55.544797
2506;Москва, Скобелевская ул, д.34; ; ; ;Россия, Москва, Скобелевская улица, 34;37.555597;55.544116;16490;348;0.001932;37.553789;55.544797
2507;Москва, Скобелевская ул, д.36; ; ; ;Россия, Москва, Скобелевская улица, 36;37.55451;55.543367;16491;348;0.001601;37.553789;55.544797
2508;Москва, Скобелевская ул, д.38; ; ; ;Россия, Москва, Скобелевская улица, 38;37.557053;55.543541;16492;348;0.003496;37.553789;55.544797
2509;Москва, Скобелевская ул, д.40; ; ; ;Россия, Москва, Скобелевская улица, 40;37.555794;55.543429;16493;348;0.002427;37.553789;55.544797
2510;Москва, Скобелевская ул, д.42; ; ; ;Россия, Москва, Скобелевская улица, 42;37.556558;55.542899;16494;348;0.003357;37.553789;55.544797
2511;Москва, бульв. Адмирала Ушакова, д.11; ; ; ;Россия, Москва, бульвар Адмирала Ушакова, 11;37.549263;55.546012;16495;654;0.00322;37.548231;55.549062
2512;Москва, бульв. Адмирала Ушакова, д.3; ; ; ;Россия, Москва, бульвар Адмирала Ушакова, 3;37.554411;55.546949;16496;348;0.00224;37.553789;55.544797
2513;Москва, бульв. Адмирала Ушакова, д.5; ; ; ;Россия, Москва, бульвар Адмирала Ушакова, 5;37.552632;55.546908;16497;348;0.002406;37.553789;55.544797
2514;Москва, бульв. Адмирала Ушакова, д.7; ; ; ;Россия, Москва, бульвар Адмирала Ушакова, 7;37.551231;55.546307;16498;1437;0.002809;37.553088;55.544198
2515;Москва, бульв. Адмирала Ушакова, д.9; ; ; ;Россия, Москва, бульвар Адмирала Ушакова, 9;37.551941;55.545415;16499;1437;0.001673;37.553088;55.544198
2516;Москва, Ратная ул, д.16; ; ; ;Россия, Москва, Ратная улица, 16к1;37.570221;55.576004;16500;639;0.006142;37.568026;55.570267
2517;Москва, Ратная ул, д.10, корп.1; ; ; ;Россия, Москва, Ратная улица, 10к1;37.577957;55.574151;16501;1714;0.007308;37.572625;55.569153
2518;Москва, Ратная ул, д.10, корп.2; ; ; ;Россия, Москва, Ратная улица, 10к2;37.577498;55.575642;16502;1714;0.008116;37.572625;55.569153
2519;Москва, Ратная ул, д.12, корп.1; ; ; ;Россия, Москва, Ратная улица, 12к1;37.575629;55.574685;16503;1714;0.006296;37.572625;55.569153
2520;Москва, Ратная ул, д.12, корп.2; ; ; ;Россия, Москва, Ратная улица, 12к2;37.576366;55.574584;16504;1714;0.006595;37.572625;55.569153
2521;Москва, Ратная ул, д.14; ; ; ;Россия, Москва, Ратная улица, 14;37.571281;55.575775;16505;639;0.006398;37.568026;55.570267
2522;Москва, Ратная ул, д.16, корп.1; ; ; ;Россия, Москва, Ратная улица, 16к1;37.570221;55.576004;16506;639;0.006142;37.568026;55.570267
2523;Москва, Ратная ул, д.16, корп.2; ; ; ;Россия, Москва, Ратная улица, 16к2;37.571147;55.576783;16507;639;0.007224;37.568026;55.570267
2524;Москва, Ратная ул, д.2, корп.1; ; ; ;Россия, Москва, Ратная улица, 2к1;37.591457;55.572365;16508;1881;0.003868;37.587822;55.573685
2525;Москва, Ратная ул, д.2, корп.2; ; ; ;Россия, Москва, Ратная улица, 2к2;37.590048;55.572843;16509;1881;0.002379;37.587822;55.573685
2526;Москва, Ратная ул, д.8, корп.1; ; ; ;Россия, Москва, Ратная улица, 8к1;37.583616;55.574075;16510;1880;0.003117;37.586731;55.573951
2527;Москва, Ратная ул, д.8, корп.2; ; ; ;Россия, Москва, Ратная улица, 8к2;37.582071;55.57383;16511;685;0.004293;37.58465;55.570399
2528;Москва, Ратная ул, д.8, корп.3; ; ; ;Россия, Москва, Ратная улица, 8к3;37.581261;55.573367;16512;685;0.004504;37.58465;55.570399
2529;Москва, Ратная ул, д.8, корп.4; ; ; ;Россия, Москва, Ратная улица, 8к4;37.584182;55.573515;16513;1880;0.002586;37.586731;55.573951
2530;Москва, Старобитцевская ул, д.11; ; ; ;Россия, Москва, Старобитцевская улица, 11;37.588825;55.574069;16514;1881;0.001075;37.587822;55.573685
2531;Москва, Старобитцевская ул, д.15, корп.1; ; ; ;Россия, Москва, Старобитцевская улица, 15к1;37.586328;55.575017;16515;1880;0.001139;37.586731;55.573951
2532;Москва, Старобитцевская ул, д.15, корп.2; ; ; ;Россия, Москва, Старобитцевская улица, 15к2;37.585449;55.575795;16516;1880;0.002245;37.586731;55.573951
2533;Москва, Старобитцевская ул, д.15, корп.3; ; ; ;Россия, Москва, Старобитцевская улица, 15к3;37.583149;55.575348;16517;1880;0.003844;37.586731;55.573951
2534;Москва, Старобитцевская ул, д.17, корп.1; ; ; ;Россия, Москва, Старобитцевская улица, 17к1;37.582609;55.576446;16518;1880;0.004817;37.586731;55.573951
2535;Москва, Старобитцевская ул, д.17, корп.2; ; ; ;Россия, Москва, Старобитцевская улица, 17к2;37.581845;55.576273;16519;1880;0.005409;37.586731;55.573951
2536;Москва, Старобитцевская ул, д.17, корп.3; ; ; ;Россия, Москва, Старобитцевская улица, 17к3;37.581531;55.575887;16520;1880;0.005547;37.586731;55.573951
2537;Москва, Старобитцевская ул, д.19, корп.1; ; ; ;Россия, Москва, Старобитцевская улица, 19к1;37.580345;55.577067;16521;1880;0.007105;37.586731;55.573951
2538;Москва, Старобитцевская ул, д.19, корп.2; ; ; ;Россия, Москва, Старобитцевская улица, 19к2;37.580615;55.576639;16522;1880;0.00668;37.586731;55.573951
2539;Москва, Старобитцевская ул, д.19, корп.3; ; ; ;Россия, Москва, Старобитцевская улица, 19к3;37.580238;55.576203;16523;1880;0.006872;37.586731;55.573951
2540;Москва, Старобитцевская ул, д.21, корп.1; ; ; ;Россия, Москва, Старобитцевская улица, 21к1;37.577848;55.576914;16524;1714;0.009356;37.572625;55.569153
2541;Москва, Старобитцевская ул, д.21, корп.2; ; ; ;Россия, Москва, Старобитцевская улица, 21к2;37.576843;55.577906;16525;1714;0.009717;37.572625;55.569153
2542;Москва, Старобитцевская ул, д.21, корп.3; ; ; ;Россия, Москва, Старобитцевская улица, 21к3;37.575558;55.57699;16526;1714;0.008368;37.572625;55.569153
2543;Москва, Старобитцевская ул, д.23, корп.1; ; ; ;Россия, Москва, Старобитцевская улица, 23к1;37.573923;55.57749;16527;1714;0.008437;37.572625;55.569153
2544;Москва, Старобитцевская ул, д.23, корп.2; ; ; ;Россия, Москва, Старобитцевская улица, 23к2;37.574003;55.578503;16528;1714;0.009451;37.572625;55.569153
2545;Москва, Старобитцевская ул, д.23, корп.3; ; ; ;Россия, Москва, Старобитцевская улица, 23к3;37.572602;55.578527;16529;1714;0.009375;37.572625;55.569153
2546;Москва, Старобитцевская ул, д.23, корп.4; ; ; ;Россия, Москва, Старобитцевская улица, 23к4;37.572109;55.577627;16530;639;0.008416;37.568026;55.570267
2547;Москва, Старобитцевская ул, д.7; ; ; ;Россия, Москва, Старобитцевская улица, 7;37.590622;55.573317;16531;1881;0.002825;37.587822;55.573685
2548;Москва, Старобитцевская ул, д.9; ; ; ;Россия, Москва, Старобитцевская улица, 9;37.590352;55.57404;16532;1881;0.002555;37.587822;55.573685
2549;Москва, Знаменские Садки ул, д.5, корп.3; ; ; ;Россия, Москва, улица Знаменские Садки, 5к2;37.569225;55.571479;16533;639;0.001704;37.568026;55.570267
2550;Москва, Грина ул, д.28; ; ; ;Россия, Москва, улица Грина, 28;37.570922;55.567666;16534;1892;0.001565;37.570496;55.566161
2551;Москва, Грина ул, д.28, корп.1; ; ; ;Россия, Москва, улица Грина, 28к1;37.571605;55.56811;16535;1714;0.001458;37.572625;55.569153
2552;Москва, Грина ул, д.30; ; ; ;Россия, Москва, улица Грина, 30;37.5697;55.568089;16536;1892;0.002085;37.570496;55.566161
2553;Москва, Грина ул, д.34; ; ; ;Россия, Москва, улица Грина, 34;37.568191;55.568353;16537;639;0.00192;37.568026;55.570267
2554;Москва, Грина ул, д.34, корп.1; ; ; ;Россия, Москва, улица Грина, 34к1;37.56882;55.568776;16538;639;0.001688;37.568026;55.570267
2555;Москва, Грина ул, д.36; ; ; ;Россия, Москва, улица Грина, 36;37.56688;55.568781;16539;639;0.001875;37.568026;55.570267
2556;Москва, Грина ул, д.40; ; ; ;Россия, Москва, улица Грина, 40;37.565352;55.56901;16540;640;0.002022;37.566391;55.570747
2557;Москва, Грина ул, д.40, корп.1; ; ; ;Россия, Москва, улица Грина, 40к1;37.566125;55.569494;16541;640;0.00128;37.566391;55.570747
2558;Москва, Грина ул, д.42; ; ; ;Россия, Москва, улица Грина, 42;37.564168;55.569442;16542;1894;0.00252;37.563635;55.566979
2559;Москва, Знаменские Садки ул, д.1, корп.1; ; ; ;Россия, Москва, улица Знаменские Садки, 1к1;37.575611;55.571707;16543;1714;0.00393;37.572625;55.569153
2560;Москва, Знаменские Садки ул, д.1, корп.2; ; ; ;Россия, Москва, улица Знаменские Садки, 1к2;37.574022;55.570548;16544;1714;0.001974;37.572625;55.569153
2561;Москва, Знаменские Садки ул, д.11; ; ; ;Россия, Москва, улица Знаменские Садки, 11;37.567428;55.573688;16545;640;0.003118;37.566391;55.570747
2562;Москва, Знаменские Садки ул, д.3, корп.1; ; ; ;Россия, Москва, улица Знаменские Садки, 3к1;37.572791;55.572324;16546;1714;0.003175;37.572625;55.569153
2563;Москва, Знаменские Садки ул, д.3, корп.2; ; ; ;Россия, Москва, улица Знаменские Садки, 3к2;37.57298;55.571097;16547;1714;0.001977;37.572625;55.569153
2564;Москва, Знаменские Садки ул, д.3, корп.3; ; ; ;Россия, Москва, улица Знаменские Садки, 3к3;37.571982;55.570791;16548;1714;0.00176;37.572625;55.569153
2565;Москва, Знаменские Садки ул, д.3, корп.4; ; ; ;Россия, Москва, улица Знаменские Садки, 3к4;37.571254;55.570298;16549;1714;0.001786;37.572625;55.569153
2566;Москва, Знаменские Садки ул, д.3, корп.5; ; ; ;Россия, Москва, улица Знаменские Садки, 3к5;37.571273;55.571214;16550;1714;0.002465;37.572625;55.569153
2567;Москва, Знаменские Садки ул, д.5, корп.1; ; ; ;Россия, Москва, улица Знаменские Садки, 5к1;37.570221;55.571799;16551;639;0.002678;37.568026;55.570267
2568;Москва, Знаменские Садки ул, д.5, корп.2; ; ; ;Россия, Москва, улица Знаменские Садки, 5к2;37.569225;55.571479;16552;639;0.001704;37.568026;55.570267
2569;Москва, Знаменские Садки ул, д.7, корп.1; ; ; ;Россия, Москва, улица Знаменские Садки, 7к1;37.570078;55.573016;16553;639;0.003431;37.568026;55.570267
2570;Москва, Знаменские Садки ул, д.7, корп.2; ; ; ;Россия, Москва, улица Знаменские Садки, 7к2;37.569009;55.572308;16554;639;0.002266;37.568026;55.570267
2571;Москва, Знаменские Садки ул, д.7, корп.3; ; ; ;Россия, Москва, улица Знаменские Садки, 7к3;37.568399;55.570976;16555;639;0.000801;37.568026;55.570267
2572;Москва, Знаменские Садки ул, д.9, корп.1; ; ; ;Россия, Москва, улица Знаменские Садки, 9к1;37.567527;55.57239;16556;640;0.001998;37.566391;55.570747
2573;Москва, Знаменские Садки ул, д.9, корп.2; ; ; ;Россия, Москва, улица Знаменские Садки, 9к2;37.566484;55.572099;16557;640;0.001356;37.566391;55.570747
2574;Москва, Куликовская ул, д.1; ; ; ;Россия, Москва, Куликовская улица, 1;37.565749;55.572583;16558;640;0.001945;37.566391;55.570747
2575;Москва, Куликовская ул, д.3; ; ; ;Россия, Москва, Куликовская улица, 3;37.564913;55.57066;16559;640;0.00148;37.566391;55.570747
2576;Москва, бульв. Дмитрия Донского, д.10; ; ; ;Россия, Москва, бульвар Дмитрия Донского, 10;37.572989;55.567194;16560;1714;0.001992;37.572625;55.569153
2577;Москва, бульв. Дмитрия Донского, д.2, корп.1; ; ; ;Россия, Москва, бульвар Дмитрия Донского, 2к1;37.575693;55.570165;16561;1714;0.00323;37.572625;55.569153
2578;Москва, бульв. Дмитрия Донского, д.2, корп.2; ; ; ;Россия, Москва, бульвар Дмитрия Донского, 2к2;37.574822;55.570109;16562;1714;0.002396;37.572625;55.569153
2579;Москва, бульв. Дмитрия Донского, д.4; ; ; ;Россия, Москва, бульвар Дмитрия Донского, 4;37.573985;55.569632;16563;1714;0.001442;37.572625;55.569153
2580;Москва, бульв. Дмитрия Донского, д.6; ; ; ;Россия, Москва, бульвар Дмитрия Донского, 6;37.574795;55.568812;16564;1714;0.002196;37.572625;55.569153
2581;Москва, бульв. Дмитрия Донского, д.8; ; ; ;Россия, Москва, бульвар Дмитрия Донского, 8;37.57351;55.568139;16565;1714;0.001345;37.572625;55.569153
2582;Москва, Академика Челомея ул, д.10; ; ; ;Россия, Москва, улица Академика Челомея, 10;37.526401;55.660048;16566;480;0.000992;37.526173;55.661015
2583;Москва, Академика Челомея ул, д.12/19; ; ; ;Россия, Москва, улица Академика Челомея, 12/19;37.523079;55.660012;16567;1332;0.003247;37.523984;55.663132
2584;Москва, Академика Челомея ул, д.2; ; ; ;Россия, Москва, улица Академика Челомея, 2;37.535233;55.66311;16568;481;0.002962;37.532271;55.663146
2585;Москва, Академика Челомея ул, д.4; ; ; ;Россия, Москва, улица Академика Челомея, 4;37.534028;55.66271;16569;481;0.001811;37.532271;55.663146
2586;Москва, Академика Челомея ул, д.6; ; ; ;Россия, Москва, улица Академика Челомея, 6;37.532815;55.662272;16570;481;0.001029;37.532271;55.663146
2587;Москва, Академика Челомея ул, д.8, корп.1; ; ; ;Россия, Москва, улица Академика Челомея, 8к1;37.529779;55.661216;16571;482;0.00147;37.529005;55.662467
2588;Москва, Академика Челомея ул, д.8, корп.2; ; ; ;Россия, Москва, улица Академика Челомея, 8к2;37.528216;55.662963;16572;482;0.000931;37.529005;55.662467
2589;Москва, Воронцовские Пруды ул, д.3; ; ; ;Россия, Москва, улица Воронцовские Пруды, 3;37.536561;55.663602;16573;481;0.004315;37.532271;55.663146
2590;Москва, Воронцовские Пруды ул, д.5; ; ; ;Россия, Москва, улица Воронцовские Пруды, 5;37.534531;55.663903;16574;481;0.002384;37.532271;55.663146
2591;Москва, Воронцовские Пруды ул, д.7; ; ; ;Россия, Москва, улица Воронцовские Пруды, 7;37.533049;55.663964;16575;481;0.001129;37.532271;55.663146
2592;Москва, Воронцовские Пруды ул, д.9; ; ; ;Россия, Москва, улица Воронцовские Пруды, 9;37.531477;55.663918;16576;481;0.001106;37.532271;55.663146
2593;Москва, Новаторов ул, д.1; ; ; ;Россия, Москва, улица Новаторов, 1;37.525244;55.668746;16577;1797;0.003176;37.523572;55.671448
2594;Москва, Академика Капицы ул, д.18; ; ; ;Россия, Москва, улица Академика Капицы, 18;37.524947;55.626787;16578;1718;0.001025;37.524093;55.627354
2595;Москва, Академика Капицы ул, д.20; ; ; ;Россия, Москва, улица Академика Капицы, 20;37.525791;55.626217;16579;1718;0.002042;37.524093;55.627354
2596;Москва, Академика Капицы ул, д.22; ; ; ;Россия, Москва, улица Академика Капицы, 22;37.524218;55.625892;16580;486;0.000926;37.523582;55.626565
2597;Москва, Академика Капицы ул, д.26, корп.1; ; ; ;Россия, Москва, улица Академика Капицы, 26к1;37.521182;55.626039;16581;486;0.002455;37.523582;55.626565
2598;Москва, Академика Капицы ул, д.26, корп.2; ; ; ;Россия, Москва, улица Академика Капицы, 26к2;37.521947;55.626629;16582;486;0.001636;37.523582;55.626565
2599;Москва, Академика Капицы ул, д.26, корп.3; ; ; ;Россия, Москва, улица Академика Капицы, 26к3;37.521992;55.627377;16583;488;0.001281;37.52286;55.62832
2600;Москва, Академика Капицы ул, д.30, корп.1; ; ; ;Россия, Москва, улица Академика Капицы, 30к1;37.519889;55.626664;16584;488;0.003399;37.52286;55.62832
2601;Москва, Академика Капицы ул, д.30, корп.2; ; ; ;Россия, Москва, улица Академика Капицы, 30к2;37.520743;55.627752;16585;488;0.002191;37.52286;55.62832
2602;Москва, Академика Капицы ул, д.32, корп.1; ; ; ;Россия, Москва, улица Академика Капицы, 32к1;37.518388;55.627614;16586;1530;0.004465;37.522547;55.629243
2603;Москва, Академика Капицы ул, д.32, корп.2; ; ; ;Россия, Москва, улица Академика Капицы, 32к2;37.51979;55.628195;16587;1530;0.002948;37.522547;55.629243
2604;Москва, Академика Капицы ул, д.32А; ; ; ;Россия, Москва, улица Академика Капицы, 32а;37.520761;55.629154;16588;1530;0.001788;37.522547;55.629243
2605;Москва, Академика Капицы ул, д.34/121; ; ; ;Россия, Москва, улица Академика Капицы, 34/121;37.517563;55.628134;16589;1530;0.005105;37.522547;55.629243
2606;Москва, Академика Капицы ул, д.4; ; ; ;Россия, Москва, улица Академика Капицы, 4;37.526536;55.631497;16590;487;0.003305;37.52331;55.63078
2607;Москва, Академика Капицы ул, д.6; ; ; ;Россия, Москва, улица Академика Капицы, 6;37.525296;55.631223;16591;487;0.002036;37.52331;55.63078
2608;Москва, Островитянова ул, д.32; ; ; ;Россия, Москва, улица Островитянова, 32;37.523015;55.632499;16592;487;0.001743;37.52331;55.63078
2609;Москва, Островитянова ул, д.34, корп.1; ; ; ;Россия, Москва, улица Островитянова, 34к1;37.525081;55.63257;16593;487;0.002519;37.52331;55.63078
2610;Москва, Островитянова ул, д.34, корп.2; ; ; ;Россия, Москва, улица Островитянова, 34к2;37.524299;55.631416;16594;487;0.001177;37.52331;55.63078
2611;Москва, Островитянова ул, д.36; ; ; ;Россия, Москва, улица Островитянова, 36;37.526339;55.63228;16595;487;0.00338;37.52331;55.63078
2612;Москва, Профсоюзная ул, д.111, корп.1; ; ; ;Россия, Москва, Профсоюзная улица, 111к1;37.520994;55.631929;16596;487;0.002585;37.52331;55.63078
2613;Москва, Профсоюзная ул, д.113, корп.1; ; ; ;Россия, Москва, Профсоюзная улица, 113к1;37.520284;55.631243;16597;1530;0.00302;37.522547;55.629243
2614;Москва, Профсоюзная ул, д.113, корп.2; ; ; ;Россия, Москва, Профсоюзная улица, 113к2;37.521516;55.631097;16598;487;0.001821;37.52331;55.63078
2615;Москва, Профсоюзная ул, д.113, корп.3; ; ; ;Россия, Москва, Профсоюзная улица, 113к3;37.521578;55.630024;16599;1530;0.001244;37.522547;55.629243
2616;Москва, Профсоюзная ул, д.115, корп.1; ; ; ;Россия, Москва, Профсоюзная улица, 115к1;37.519431;55.630089;16600;1530;0.003229;37.522547;55.629243
2617;Москва, Профсоюзная ул, д.115, корп.2; ; ; ;Россия, Москва, Профсоюзная улица, 115к2;37.520257;55.629674;16601;1530;0.002329;37.522547;55.629243
2618;Москва, Профсоюзная ул, д.119, корп.1; ; ; ;Россия, Москва, Профсоюзная улица, 119к1;37.518541;55.62922;16602;1530;0.004005;37.522547;55.629243
2619;Москва, Профсоюзная ул, д.119, корп.2; ; ; ;Россия, Москва, Профсоюзная улица, 119к2;37.519611;55.628997;16603;1530;0.002946;37.522547;55.629243
2620;Москва, Каховка ул, д.18, корп.1; ; ; ;Россия, Москва, улица Каховка, 18к1;37.569647;55.657783;16604;1688;0.002354;37.569371;55.660122
2621;Москва, Каховка ул, д.18, корп.3; ; ; ;Россия, Москва, улица Каховка, 18к3;37.570492;55.658468;16605;1688;0.001997;37.569371;55.660122
2622;Москва, Каховка ул, д.18, корп.4; ; ; ;Россия, Москва, улица Каховка, 18к4;37.571533;55.658941;16606;1688;0.002463;37.569371;55.660122
2623;Москва, Каховка ул, д.18, корп.5; ; ; ;Россия, Москва, улица Каховка, 18к5;37.570375;55.659028;16607;1688;0.001484;37.569371;55.660122
2624;Москва, Каховка ул, д.22, корп.1; ; ; ;Россия, Москва, улица Каховка, 22к1;37.566063;55.658713;16608;2095;0.002317;37.566819;55.656522
2625;Москва, Каховка ул, д.22, корп.2; ; ; ;Россия, Москва, улица Каховка, 22к2;37.567698;55.658967;16609;1688;0.002032;37.569371;55.660122
2626;Москва, Каховка ул, д.22, корп.3; ; ; ;Россия, Москва, улица Каховка, 22к3;37.567545;55.659423;16610;1688;0.001954;37.569371;55.660122
2627;Москва, Каховка ул, д.22, корп.4; ; ; ;Россия, Москва, улица Каховка, 22к4;37.567436;55.659886;16611;1688;0.001948;37.569371;55.660122
2628;Москва, Каховка ул, д.22, корп.5; ; ; ;Россия, Москва, улица Каховка, 22к5;37.56918;55.65885;16612;1688;0.001286;37.569371;55.660122
2629;Москва, Каховка ул, д.24; ; ; ;Россия, Москва, улица Каховка, 24;37.565191;55.659104;16613;2095;0.003051;37.566819;55.656522
2630;Москва, Каховка ул, д.26; ; ; ;Россия, Москва, улица Каховка, 26;37.564337;55.659475;16614;2095;0.003856;37.566819;55.656522
2631;Москва, Перекопская ул, д.17, корп.1; ; ; ;Россия, Москва, Перекопская улица, 17к1;37.572548;55.660353;16615;350;0.002543;37.570382;55.661684
2632;Москва, Перекопская ул, д.17, корп.2; ; ; ;Россия, Москва, Перекопская улица, 17к2;37.57254;55.659881;16616;350;0.002812;37.570382;55.661684
2633;Москва, Перекопская ул, д.17, корп.3; ; ; ;Россия, Москва, Перекопская улица, 17к3;37.571398;55.659971;16617;350;0.001991;37.570382;55.661684
2634;Москва, Перекопская ул, д.17, корп.4; ; ; ;Россия, Москва, Перекопская улица, 17к4;37.571515;55.659403;16618;1688;0.002261;37.569371;55.660122
2635;Москва, Перекопская ул, д.17, корп.5; ; ; ;Россия, Москва, Перекопская улица, 17к5;37.570096;55.659596;16619;1688;0.000895;37.569371;55.660122
2636;Москва, Перекопская ул, д.21, корп.1; ; ; ;Россия, Москва, Перекопская улица, 21к1;37.567086;55.66087;16620;1688;0.002403;37.569371;55.660122
2637;Москва, Перекопская ул, д.21, корп.2; ; ; ;Россия, Москва, Перекопская улица, 21к2;37.567886;55.660454;16621;1688;0.00152;37.569371;55.660122
2638;Москва, Перекопская ул, д.22; ; ; ;Россия, Москва, Перекопская улица, 22;37.574139;55.661247;16622;350;0.003782;37.570382;55.661684
2639;Москва, Перекопская ул, д.22, корп.1; ; ; ;Россия, Москва, Перекопская улица, 22к1;37.573913;55.662561;16623;350;0.003639;37.570382;55.661684
2640;Москва, Перекопская ул, д.24; ; ; ;Россия, Москва, Перекопская улица, 24;37.572368;55.661389;16624;350;0.002008;37.570382;55.661684
2641;Москва, Перекопская ул, д.25, корп.1; ; ; ;Россия, Москва, Перекопская улица, 25к1;37.566;55.660567;16625;1688;0.0034;37.569371;55.660122
2642;Москва, Перекопская ул, д.25, корп.2; ; ; ;Россия, Москва, Перекопская улица, 25к2;37.566144;55.660094;16626;1688;0.003227;37.569371;55.660122
2643;Москва, Перекопская ул, д.26; ; ; ;Россия, Москва, Перекопская улица, 26;37.571865;55.662065;16627;350;0.001532;37.570382;55.661684
2644;Москва, Перекопская ул, д.26, корп.1; ; ; ;Россия, Москва, Перекопская улица, 26к1;37.572018;55.662978;16628;350;0.002087;37.570382;55.661684
2645;Москва, Перекопская ул, д.27, корп.1; ; ; ;Россия, Москва, Перекопская улица, 27к1;37.565191;55.660474;16629;1688;0.004193;37.569371;55.660122
2646;Москва, Перекопская ул, д.27, корп.2; ; ; ;Россия, Москва, Перекопская улица, 27к2;37.565317;55.660088;16630;2095;0.00387;37.566819;55.656522
2647;Москва, Перекопская ул, д.29; ; ; ;Россия, Москва, Перекопская улица, 29;37.564518;55.660088;16631;2095;0.004244;37.566819;55.656522
2648;Москва, Перекопская ул, д.30; ; ; ;Россия, Москва, Перекопская улица, 30;37.568999;55.662126;16632;350;0.00145;37.570382;55.661684
2649;Москва, Перекопская ул, д.30, корп.1; ; ; ;Россия, Москва, Перекопская улица, 30к1;37.569962;55.663217;16633;350;0.001589;37.570382;55.661684
2650;Москва, Перекопская ул, д.30, корп.2; ; ; ;Россия, Москва, Перекопская улица, 30к2;37.568137;55.662587;16634;350;0.002419;37.570382;55.661684
2651;Москва, Перекопская ул, д.34; ; ; ;Россия, Москва, Перекопская улица, 34;37.565658;55.661312;16635;1688;0.003898;37.569371;55.660122
2652;Москва, Перекопская ул, д.34, корп.1; ; ; ;Россия, Москва, Перекопская улица, 34к1;37.566385;55.662085;16636;1688;0.003572;37.569371;55.660122
2653;Москва, Севастопольский пр-кт, д.28; ; ; ;Россия, Москва, Севастопольский проспект, 28;37.573284;55.65958;16637;350;0.003584;37.570382;55.661684
2654;Москва, Севастопольский пр-кт, д.28, корп.3; ; ; ;Россия, Москва, Севастопольский проспект, 28к3;37.576178;55.663912;16638;383;0.00606;37.581644;55.661296
2655;Москва, Севастопольский пр-кт, д.28, корп.5; ; ; ;Россия, Москва, Севастопольский проспект, 28к5;37.574624;55.662989;16639;350;0.004438;37.570382;55.661684
2656;Москва, Севастопольский пр-кт, д.28, корп.6; ; ; ;Россия, Москва, Севастопольский проспект, 28к6;37.574928;55.664563;16640;350;0.005381;37.570382;55.661684
2657;Москва, Севастопольский пр-кт, д.28, корп.7; ; ; ;Россия, Москва, Севастопольский проспект, 28к7;37.574274;55.664426;16641;350;0.00476;37.570382;55.661684
2658;Москва, Севастопольский пр-кт, д.28, корп.8; ; ; ;Россия, Москва, Севастопольский проспект, 28к8;37.575953;55.664516;16642;350;0.006249;37.570382;55.661684
2659;Москва, Севастопольский пр-кт, д.30; ; ; ;Россия, Москва, Севастопольский проспект, 30;37.57289;55.659302;16643;350;0.003458;37.570382;55.661684
2660;Москва, Севастопольский пр-кт, д.32; ; ; ;Россия, Москва, Севастопольский проспект, 32;37.572243;55.658652;16644;1688;0.003226;37.569371;55.660122
