ID	COMPLEX_ID	ADDRESS
864	194	Москва, Ленинградское ш., д.94А
865	194	Москва, ул. Смольная, д. 37А
866	194	Москва, ул. Фестивальная, д.35Б
867	194	Москва, ул. Фестивальная, д.35А
868	194	Москва, Ленинградское шоссе, д. 106А
869	195	Москва, Ленинградское ш., д.27
870	195	Москва, Ленинградское ш., д.29А
871	196	Москва, Бескудниковский бульв., д.53
872	196	Москва, Дмитровское ш., д.93, корп.2
873	196	Москва, Дмитровское ш., д.93, корп.3
874	197	Москва, ул. Петрозаводская, д.19А
875	197	Москва, ул. Лавочкина, д.52А
876	197	Москва, ул. Лавочкина, д.54, корп.2
877	197	Москва, ул. Лавочкина, д.50, корп.2
878	197	Москва, ул. Лавочкина, д.46А
879	197	Москва, ул. Лавочкина, д.46, корп.2
880	198	Москва, Ленинградское ш., д.54
881	198	Москва, Головинское ш., д.8, стр.1
882	198	Москва, Ленинградское ш., д.50А
883	199	Москва, Малый Коптевский пр., д.3
884	199	Москва, Малый Коптевский пр., д.7
885	199	Москва, Шебашевский пр., д.8, корп.2
886	199	Москва, ул. Самеда Варгуна, д.9
887	199	Москва, ул. Черняховского, д.15, корп.3
888	200	Москва, Дмитровское ш., д.137А
889	200	Москва, ул. Лобненская, д.2А
890	200	Москва, Карельский бульв., д.20
891	200	Москва, Карельский бульв., д.24А
892	200	Москва, Карельский бульв., д.2А
893	200	Москва, ул. Долгопрудная, д.6, корп.3
894	201	Москва, Бескудниковский бульв., д.50А
895	201	Москва, Бескудниковский бульв., д.48А
896	202	Москва, ул. Зои и Александра Космодемьянских, д.3/2
897	202	Москва, ул. Зои и Александра Космодемьянских, д.3, корп. 1
898	202	Москва, ул. Зои и Александра Космодемьянских, д.13
899	202	Москва, Старопетровский пр., д. 12А
900	203	Москва, Ленинградское ш., д.30
901	203	Москва, ул. Нарвская, вл. 1А, корп. 6
902	203	Москва, ул. Нарвская, д.8
903	204	Москва, ул. Тимирязевская, д. 14 А
904	204	Москва, ул. Тимирязевская, д. 14 А, стр. 2
905	204	Москва, ул. Вс. Вишневского, д. 10 А, стр. 1
906	204	Москва, ул. Вс. Вишневского, д. 10 А, стр. 2
907	204	Москва, Астрадамский пр., д. 5
908	204	Москва, Дмитровское ш., д. 15, корп. 3
909	204	Москва, ул. Астрадамская, д. 11А
910	205	Москва, ул. Клязьминская, д.8А
911	205	Москва, ул. Клязьминская, д.7, корп. 4
912	205	Москва, ул. Клязьминская, д.10Б
913	205	Москва, ул. Клязьминская, д. 10А
914	205	Москва, ул. Клязьминская, д. 7А
915	205	Москва, ул. Ангарская, д. 67, корп. 3
916	205	Москва, ул. Клязьминская, д.9, корп. 5
917	205	Москва, Коровинское ш., д. 20А
918	205	Москва, ул. Клязьминская, д. 10В
919	205	Москва, ул. Клязьминская, д. 10В
920	206	Москва, ул. Скаковая, д.20, стр. 1
921	206	Москва, ул. Скаковая, д.20, стр. 4
922	206	Москва, Ленинградский просп., д.19
923	206	Москва, ул. Правды, д.1А
924	206	Москва, ул. Верхняя, д.10
925	206	Москва, ул. Беговая, д. 6, корп.1
926	206	Москва, ул. Расковой, д.1А
927	206	Москва, Беговая ал., д.3
928	207	Москва, ул. 800-летия Москвы, д.7А
929	207	Москва, ул. Дубнинская, д.36А
930	207	Москва, ул. Дубнинская, д.38, корп.3
931	207	Москва, ул. Дубнинская, д.38, корп.2
932	207	Москва, ул. Дубнинская, д.34А
933	207	Москва, ул. Дубнинская, д.34, корп.2
934	208	Москва, ул. Вагоноремонтная, д.15А
935	208	Москва, Карельский бульв., д.23А
936	208	Москва, ул. Клязьминская, д.21А
937	208	Москва, ул. Клязьминская, д.19А
938	209	Москва, ул. 8 марта, д.17
939	209	Москва, ул. Академика Ильюшина, д.16
940	209	Москва, Большой Коптевский пр., д.10
941	209	Москва, ул. Коккинаки, д.7
942	209	Москва, ул. Клязьминская, д.21А
943	209	Москва, ул. 8 Марта, д.15
944	209	Москва, 4-я ул. 8 Марта, д.5
945	209	Москва, ул. Черняховского, д.5А
946	210	Москва, ул. Планетная, д.23
947	210	Москва, Петровско-Разумовская аллея, д.24А
948	211	Москва, ул. 2-я Хуторская, д.15/17
949	211	Москва, Мирской пер., д.9
950	211	Москва, ул. 1-я Хуторская, д.16/26, корп.1
951	211	Москва, 4-й Вятский пер., д.24, корп.1
952	212	Москва, ул.1-я Аэропортовская, д.1
953	212	Москва, Ленинградский просп., д.46
954	212	Москва, ул. Константина Симонова, д.3
955	213	Москва, Хорошевское ш., д.64А, стр.1
956	213	Москва, Хорошевское ш., д.64А, стр.2
957	213	Москва, Хорошевское ш., д.54
958	213	Москва, 3-й Хорошевский пр., д.2
959	213	Москва, Хорошевское ш., д.68А
960	213	Москва, ул. Куусинена, д.3
961	214	Москва, ул. Малахитовая, д. 15
962	214	Москва, Кадомцева пр., д. 15
963	215	Москва, ул. Бестужевых, д. 1
964	215	Москва, Алтуфьевское ш., д. 42Б
965	216	Москва, ул. Академика Королёва, д. 4, корп.3
966	216	Москва, Московская область, пос. Ильинский,
967	216	Москва, ул. Первомайская, д. 17
968	217	Москва, Алтуфьевское ш., д. 12А
969	217	Москва, Алтуфьевское ш., д. 11, корп. 4
970	218	Москва, ул. Кибальчича, д. 2, корп. 5
971	218	Москва, Мира просп., д. 122
972	219	Москва, ул. Бажова, д. 22
973	219	Москва, ул. Бажова, д. 13
974	220	Москва, ул. Палехская, д. 135
975	220	Москва, ул. Лосевская, д. 16
976	221	Москва, ул. Плещеева, д. 11Б
977	221	Москва, ул. Плещеева, д. 7Б
978	222	Москва, Огородный пр., д. 19Б
979	222	Москва, ул. Руставели, д. 8Б
980	223	Москва, Ясный пр., д. 10А
981	223	Москва, Ясный пр., д. 10, корп. 3
982	224	Москва, ул. Лескова, д. 8А
983	224	Москва, ул. Мурановская, д. 13А
984	225	Москва, ул. Радужная, д. 7
985	225	Москва, ул. Коментерна, д.4Б, стр.1
986	225	Москва, ул. Рудневой, д. 10
987	226	Москва, ул. Годовикова, д. 4, стр.1, 2, 3, 5
988	227	Москва, Северный бульв., д. 4а
989	227	Москва, ул. Пестеля, д. 3Б
990	228	Москва, ул. Седова, д. 12
991	228	Москва, Русанова пр., д. 15, стр.1
992	229	Москва, ул. Пестеля, д. 5
993	229	Москва, ул. Пестеля, д. 9А
994	229	Москва, ул. Бестужевых, д. 10А
995	230	Москва, Путевой пр., д. 10А
996	230	Москва, Черского пр., д. 5А
997	230	Москва, Черского пр., д. 21Б
998	231	Москва, Олонецкий пр, д. 6
999	231	Москва, ул. Енисейская, д. 27
1000	232	Москва, Дмитровское ш., д.165Е, корп.8
1001	232	Москва, Дмитровское ш., д.165Д, корп.3
1002	232	Москва, Дмитровское ш., д.165Е, корп.2
1003	232	Москва, Дмитровское ш., д.165Е, корп.13
1004	233	Москва, ул. Сухонская, д.13
1005	233	Москва, Шокальского пр., д.18А
1006	233	Москва, Шокальского пр., д.34А
1007	234	Москва, ул. Осташковская, д.30, корп.2
1008	234	Москва, ул. Осташковская, д.26, корп.2
1009	234	Москва, ул. Осташковская, д.28, корп.4
1010	235	Москва, ул. Новгородская, д.8
1011	235	Москва, ул. Новгородская, д.6
1012	235	Москва, ул. Новгородская, д.12
1013	235	Москва, Алтуфьевское ш., д.91Б
1014	235	Москва, ул. Новгородская, д.3
1015	235	Москва, ул. Илимская, д.10, корп.1
1016	235	Москва, ул. Новгородская, д.9
1017	235	Москва, Алтуфьевское ш., д.87, корп.2
1018	235	Москва, Алтуфьевское ш., д.87, корп.4
1019	235	Москва, Алтуфьевское ш., д.87, корп.4
1020	236	Москва, 9-я Северная линия, д.1, корп.2
1021	236	Москва, 9-я Северная линия, д.25
1022	236	Москва, 9-я Северная линия, д.15, корп.3
1023	236	Москва, 3-я Северная линия, д.15, стр.1
1024	237	Москва, Челобитьевское ш., д. 2
1025	237	Москва, Челобитьевское ш., д. 8
1026	237	Москва, Челобитьевское ш., д. 6
1027	238	Москва, ул. Псковская, д.11
1028	238	Москва, ул. Псковская, д.12, корп. 3
1029	238	Москва, ул. Псковская, д.7, корп. 2
1030	238	Москва, ул. Псковская, д.10, корп. 2
1031	239	Москва, ул. Корнейчука, д. 52А
1032	239	Москва, ул. Корнейчука, д. 37А
1033	239	Москва, ул. Корнейчука, д. 50А
1034	239	Москва, ул. Корнейчука, д. 42А
1035	239	Москва, ул. Корнейчука, д. 58Б
1036	240	Москва, Ярославское ш., д.8, корп.6
1037	240	Москва, Ярославское ш., д.8, корп.7
1038	240	Москва, Ярославское ш., д.8, корп.3
1039	240	Москва, Ярославское ш., д.8, корп.5
1040	240	Москва, Ярославское ш., д.8, корп.4
1041	240	Москва, Ярославское ш., д.26Б, стр.2
1042	240	Москва, Ярославское ш., д.36, корп.1
1043	241	Москва, ул. Стартовая, д.27, корп.3
1044	241	Москва, ул. Малыгина, д.8, стр.1
1045	241	Москва, ул. Таймырская, д.5
1046	241	Москва, ул. Таймырская, д.5, стр.2
1047	241	Москва, ул. Таймырская, д.5, стр.3
1048	241	Москва, ул. Таймырская, д.3
1049	241	Москва, ул. Стартовая, д.21, стр.1
1050	241	Москва, ул. Стартовая, д.29
1051	241	Москва, ул. Стартовая, д.25, стр.1
1052	241	Москва, ул. Стартовая, д.25, стр.1
1053	242	Москва, ул. Угличская, д.6А
1054	242	Москва, ул. Череповецкая, д.10А
1055	242	Москва, ул. Угличская, д.8
1056	242	Москва, ул. Череповецкая, д.6А
1057	242	Москва, ул. Илимская, д.2Б
1058	242	Москва, ул. Угличская, д.4, корп.1
1059	243	Москва, Путевой пр., д.10А
1060	243	Москва, Черского пр., д. 5А
1061	243	Москва, Черского пр., д. 21Б
1062	243	Москва, ул. Инженерная, д.16
1063	243	Москва, Черского пр., д.27А
1064	243	Москва, ул. Стандартная, д.33
1065	244	Москва, ул. Мурановская, д. 4А
1066	244	Москва, ул. Мурановская, д. 8Б
1067	244	Москва, ул. Мурановская, д. 10В
1068	244	Москва, ул. Пришвина, д. 11А
1069	244	Москва, ул. Пришвина, д. 13А
1070	244	Москва, ул. Мурановская, д. 12Б
1071	244	Москва, ул. Коненкова, д. 23А
1072	244	Москва, ул. Мурановская, д. 6А
1073	244	Москва, ул. Коненкова, д. 19Б
1074	244	Москва, ул. Коненкова, д. 19Б
1075	245	Москва, Анадырский пр., д.51
1076	245	Москва, Анадырский пр., д.65
1077	245	Москва, Анадырский пр., д.59
1078	245	Москва, Анадырский пр., д.75
1079	246	Москва, ул. Костромская, д.14 Г, стр.1, 2
1080	246	Москва, ул. Костромская, д.14, корп.1
1081	246	Москва, Алтуфьевское ш., д.60Б
1082	246	Москва, ул. Бибиревская, д.5
1083	246	Москва, ул. Костромская, д.8А
1084	246	Москва, Алтуфьевское ш., д.64Б
1085	246	Москва, Алтуфьевское ш., д.60Г
1086	246	Москва, Алтуфьевское ш., д.56 Б
1087	247	Москва, ул. Енисейская, д.32, корп.3
1088	247	Москва, ул. Менжинского, д.30
1089	247	Москва, ул. Бабушкина Летчика, д.31А
1090	247	Москва, ул. Енисейская, д.30А
1091	247	Москва, ул. Осташковская, д.7
1092	247	Москва, Староватутинский пр., д. 9
1093	248	Москва, ул. Радужная, д.7
1094	248	Москва, ул. Коминтерна, д.4, корп.1
1095	248	Москва, ул. Рудневой, д.10
1096	248	Москва, ул. Радужная, д.5
1097	248	Москва, ул. Верхоянская, д.14
1098	249	Москва, ул. Добролюбова, д.14
1099	249	Москва, Огородный пр., д.19Б
1100	249	Москва, ул. Руставели, д.8Б
1101	250	Москва, ул. Белозерская, д.12
1102	250	Москва, Алтуфьевское ш., д.94
1103	250	Москва, ул. Лескова, д.3, корп.3
1104	250	Москва, ул. Лескова, д.5А
1105	250	Москва, Алтуфьевское ш., д.98, копр.2
1106	250	Москва, Алтуфьевское ш., д.92, копр.2
1107	251	Москва, ул. Грекова, д.11А
1108	251	Москва, ул. Грекова, д.11Б
1109	251	Москва, ул. Широкая, д.9
1110	251	Москва, Студеный пр., д.10Б
1111	252	Москва, ул. Советской Армии, д.9
1112	252	Московская область, Мытищинский рай-н, пос. Поведники
1113	252	Москва, ул. Октябрьская, д.38, копр.2
1114	252	Москва, Лазаревский пер., д.8
1115	253	Москва, Олонецкий пр., д.6
1116	253	Москва, ул. Енисейская, д.27
1117	253	Москва, ул. Енисейская, д.31
1118	254	Москва, ул. 1-я Останкинская, д.29
1119	254	Москва, ул. Академика Королева, д.4, корп.3
1120	254	Московская обл., пос. Ильинский, ул. Первомайская, д.17
1121	255	Москва, ул. Корчагина Павла, д.1А
1122	255	Москва, ул. Корчагина Павла, д.1, стр.1
1123	256	Москва, ул. Милашенкова, д.9Б
1124	256	Москва, ул. Яблочкова, д.20А
1125	256	Москва, ул. Милашенкова, д.5А
1126	256	Москва, ул. Фонвизина, д.17, корп.1
1127	257	Москва, ул. Яблочкова, д. 10
1128	257	Москва, ул. Гончарова, д. 15Б
1129	257	Москва, ул. Фонвизина, д. 14, корп. 1
1130	257	Москва, ул. Гончарова, д.13А
1131	258	Москва, ул. Ленская, д.6
1132	258	Москва, ул. Менжинского, д.21, корп. 2
1133	258	Москва, ул. Ленская, д.5
1134	259	Москва, Чукотский пр., д.6
1135	259	Москва, ул. Ленская, д.28, корп.1
1136	259	Москва, ул. Ленская, д.24
1137	259	Москва, ул. Печорская, д.18
1138	259	Москва, ул. Ленская, д.26, корп. 2
1139	259	Москва, ул. Ленская, д.19А
1140	259	Москва, ул. Ленская, д.26, корп. 1
1141	259	Москва, Чукотский пр., д.4, корп. 2
1142	260	Москва, ул. Яблочкова, д.35Г
1143	260	Москва, ул. Яблочкова, д.35В
1144	260	Москва, ул. Яблочкова, д.41, корп.4
1145	260	Москва, ул. Яблочкова, д.23, корп.4
1146	260	Москва, ул. Яблочкова, д.29, корп.5
1147	261	Москва, ул. Белозерская, д.15
1148	261	Москва, ул. Белозерская, д.13
1149	261	Москва, ул. Белозерская, д.7
1150	261	Москва, ул. Корнейчука, д.14А
1151	261	Москва, ул. Корнейчука, д.16А
1152	261	Москва, ул. Корнейчука, д.32А
1153	261	Москва, ул. Корнейчука, д.22А
1154	261	Москва, ул. Корнейчука, д.24А
1155	261	Москва, ул. Корнейчука, д.24, корп.1
1156	261	Москва, ул. Корнейчука, д.24, корп.1
1157	262	Москва, ул. Широкая, д.21А
1158	262	Москва, ул. Грекова, д.20
1159	262	Москва, ул. Широкая, д.17, корп.5
1160	262	Москва, Студеный пр., д. 26, корп.3
1161	262	Москва, Студеный пр., д. 32А
1162	262	Москва, ул. Широкая, д.13, корп.3
1163	263	Москва, ул. Проходчиков, д.9
1164	263	Москва, ул. Ротерта, д.5
1165	263	Москва, Ярославское ш., д.128, корп. 1
1166	263	Москва, Ярославское ш., д.118, корп. 4
1167	263	Москва, ул. Ротерта, д.14
1168	263	Москва, Ярославское ш., д.142, корп. 6
1169	264	Москва, Ясный пр., д.10А
1170	264	Москва, Ясный пр., д.10, корп.3
1171	264	Москва, ул. Полярная, д.7, корп.3
1172	264	Москва, Ясный пр., д.3
1173	264	Москва, Ясный пр., д.10, корп.2
1174	264	Москва, ул. Молодцова, д.19, стр.1
1175	265	Москва, ул. Космонавтов, д.5
1176	265	Москва, ул. Ярославская, д.19, корп.1
1177	266	Москва, Тенистый пр., д.8, стр.1
1178	266	Москва, ул. Ивовая, д.7, корп.1
1179	266	Москва, Тенистый пр., д.4
1180	267	Москва, ул. Милашенкова, д.10В
1181	267	Москва, ул. Милашенкова, д.10Б
1182	268	Москва, Шокальского пр., д.7, корп.2
1183	268	Москва, Шокальского пр., д.11, корп.3
1184	268	Москва, Шокальского пр., д.11, корп.2
1185	268	Москва, ул. Сухонская, д.3
1186	268	Москва, Дежнева пр., д.8, корп.1
1187	268	Москва, ул. Молодцова, д.21А
1188	268	Москва, Дежнева пр., д.8, корп.2
1189	268	Москва, ул. Молодцова, д.5А
1190	268	Москва, ул. Сухонская, д.3А
1191	268	Москва, ул. Сухонская, д.3А
1192	268	Москва, ул. Молодцова, д.5Б
1193	268	Москва, ул. Молодцова, д.5Б
1194	269	Москва, Октябрьский пер., д.11
1195	269	Москва, ул. Советской Армии, д.7Б
1196	270	Москва, Шокальского пр., д.63А
1197	270	Москва, ул. Широкая, д.16Д
1198	270	Москва, ул. Широкая, д.24А
1199	271	Москва, Ясный пр., д.24, корп.3
1200	271	Москва, Ясный пр., д.21
1201	271	Москва, Ясный пр., д.5Б
1202	271	Москва, Ясный пр., д.30А
1203	271	Москва, Ясный пр., д.7А
1204	272	Москва, ул. Ботаническая, д.9А, стр.1
1205	272	Москва, ул. Ботаническая, д.9А, стр.2
1206	272	Москва, ул. Большая Марфинская, д.1, корп.5
1207	272	Москва, ул. Ботаническая, д.11А
1208	272	Москва, ул. Ботаническая, д.5А
1209	272	Москва, ул. Академика Комарова, д.3, корп.1
1210	272	Москва, ул. Академика Королева, д.30А
1211	273	Москва, Мира просп., д.128
1212	273	Москва, ул. Кибальчича, д.3А
1213	274	Москва, ул. Молодцова, д.4, стр.1
1214	274	Москва, ул. Полярная, д.32, копр.1
1215	274	Москва, ул. Молодцова, д.4, корп.1
1216	274	Москва, ул. Полярная, д.30, корп.4
1217	275	Москва, ул. Коненкова, д.8А
1218	275	Москва, ул. Коненкова, д.10А
1219	275	Москва, ул. Коненкова, д.12Б
1220	275	Москва, ул. Плещеева, д.7Б
1221	275	Москва, ул. Плещеева, д.11Б
1222	276	Москва, ул. Коненкова, д.4А
1223	276	Москва, ул. Пришвина, д.19А
1224	276	Москва, ул. Плещеева, д.3Б
1225	277	Москва, ул. Плещеева, д.26А
1226	277	Москва, ул. Плещеева, 8Б
1227	278	Москва, Мира просп., д.87
1228	278	Москва, Мира просп., д.85
1229	278	Москва, ул. Бочкова, д.5, корп.1
1230	279	Москва, ул. Палехская, д.8
1231	279	Москва, ул. Палехская, д.10
1232	279	Москва, ул. Палехская, д.2
1233	279	Москва, ул. Палехская, д.4
1234	279	Москва, ул. Федоскинская, д.3, корп.1
1235	279	Москва, ул. Палехская, д.14А
1236	280	Москва, ул. Федоскинская, д.4
1237	280	Москва, ул. Палехская, д.16, корп.2
1238	280	Москва, ул. Палехская, д.16, корп.1
1239	281	Москва, ул. Сельскохозяйственная, д.20, корп. 1
1240	281	Москва, ул. Докукина, д.7
1241	281	Москва, ул. Сельскохозяйственная, д.13
1242	281	Москва, ул. Сельскохозяйственная, д.13, корп.3
1243	282	Москва, ул. Отрадная, д.1А
1244	282	Москва, ул. Отрадная, д.5Б
1245	283	Москва, Янтарный пр., д.2, стр.1
1246	283	Москва, ул. Коминтерна, д.46А
1247	283	Москва, ул. Коминтерна, д.24
1248	283	Москва, ул. Минусинская, д.16, корп.2
1249	284	Москва, Алтуфьевское ш., д.97, корп.3
1250	284	Москва, ул. Новгородская, д.24, корп.1
1251	284	Москва, Алтуфьевское ш., д.95, корп.1
1252	284	Москва, Алтуфьевское ш., д.93, корп.2
1253	284	Москва, ул. Новгородская, д.28
1254	285	Москва, Старомарьинское ш., д.5
1255	285	Москва, ул. Шереметьевская, д.27, корп.1
1256	286	Москва, ул. Заповедная, д.12
1257	286	Москва, Дежнева пр., д.25, корп.5
1258	287	Москва, ул. Заповедная, д.22
1259	287	Москва, Дежнева пр., д.15, корп.2
1260	288	Москва, ул. Амундсена, д.10, корп.2
1261	288	Москва, ул. Амундсена, д.11, корп.3
1262	288	Москва, ул. Амундсена, д.13, корп.3
1263	288	Москва, ул. Снежная, д.10
1264	288	Москва, ул. Амундсена, д.8, корп.1
1265	288	Москва, Серебрякова пр., д.3, корп.1
1266	289	Москва, ул. Санникова, д.3, корп.3
1267	289	Москва, ул. Каргопольская, д.8, стр.1
1268	289	Москва, ул. Декабристов, д.8, корп.4
1269	289	Москва, ул. Декабристов, д.8, корп.2
1270	289	Москва, ул. Санникова, д.5, корп.2
1271	290	Москва, ул. Мусоргского, д.11Г
1272	290	Москва, ул. Мусоргского, д.11А
1273	290	Москва, ул. Пестеля, д.8Г
1274	290	Москва, ул. Пестеля, д.8Д
1275	290	Москва, ул. Пестеля, д.2Б
1276	290	Москва, ул. Мусоргского, д.3А
1277	290	Москва, ул. Декабристов, д.35Б
1278	290	Москва, Северный бульв., д. 10А
1279	291	Москва, ул. Пестеля, д.5
1280	291	Москва, ул. Пестеля, д.9А
1281	291	Москва, ул. Бестужевых, д.10А
1282	291	Москва, Северный бульв., д.4А
1283	291	Москва, ул. Пестеля, д.3Б
1284	292	Москва, ул. Новгородская, д.21А
1285	292	Москва, ул. Новгородская, д.21А, стр.1
1286	292	Москва, ул. Абрамцевская, д.14, корп.2
1287	292	Москва, ул. Новгородская, д.29
1288	293	Москва, ул. Седова, д.4, корп.1
1289	293	Москва, ул. Седова, д.12
1290	293	Москва, ул. Русанова, д.15, стр.1
1291	293	Москва, 1-й Ботанический пр., д.2
1292	293	Москва, Русанова пр., д.23, стр.1
1293	293	Москва, ул. Снежная, д.9, стр.1
1294	293	Москва, Русанова пр., д.9, корп.2
1295	294	Москва, ул. Староалексеевская, д.1
1296	294	Москва, ул. Староалексеевская, д.12
1297	295	Москва, ул. Новоалексеевская, д.6
1298	295	Москва, Мира просп., д.112
1299	296	Москва, ул. Угличская, д.17
1300	296	Москва, ул. Абрамцевская, д.13
1301	296	Москва, ул. Угличская, д.14
1302	297	Москва, ул. Павла Корчагина, д.13, стр.1
1303	297	Москва, ул. Павла Корчагина, д.12
1304	297	Москва, ул. Космонавтов, д.14, корп.4
1305	297	Москва, Ракетный бульв., д.14
1306	298	Москва, ул. Ростокинская, д.3
1307	298	Москва, ул. Малахитовая, д.15
1308	298	Москва, Кадомцева пр., д.15
1309	298	Москва, ул. Бажова, д.13
1310	298	Москва, ул. Бажова, д.22
1311	298	Москва, ул. Малахитовая, д.4
1312	298	Москва, ул. Малахитовая, д.12, корп.1
1313	299	Москва, ул. Маломосковская, д.7
1314	299	Москва, ул. Кибальчича, д.2, корп.5
1315	299	Москва, Мира просп., д.122
1316	299	Москва, ул. Маломосковская, д.7, корп.1
1317	300	Москва, ул. Большая Марфинская, д.7
1318	300	Москва, ул. Малая Ботаническая, д.18, корп. 1
1319	300	Москва, ул. Малая Ботаническая, д.14А, корп.1
1320	301	Москва, Северный бульв., д.1А
1321	301	Москва, ул. Бестужевых, д.6А
1322	302	Москва, Шенкурский пр., д.15
1323	302	Москва, Шенкурский пр., д.4А
1324	302	Москва, Шенкурский пр., д.9
1325	302	Москва, Шенкурский пр., д.13
1326	302	Москва, Шенкурский пр., д.10А
1327	302	Москва, ул. Лескова, д.6Г
1328	303	Москва, ул. Лескова, д.8А
1329	303	Москва, ул. Мурановская, д.13А
1330	303	Москва, Шенкурский пр., д.8Г
1331	303	Москва, ул. Мурановская, д.19А
1332	303	Москва, ул. Мурановская, д.7А
1333	303	Москва, Шенкурский пр., д.6А
1334	304	Москва, ул. Каргопольская, д.13, корп.2
1335	304	Москва, ул. Каргопольская, д.15, корп.1
1336	305	Москва, Северный бульв., д.11
1337	305	Москва, ул. Бестужевых, д.8В
1338	305	Москва, ул. Бестужевых, д.12В
1339	306	Москва, Ярославское ш., д.147
1340	306	Москва, ул. Холмогорская, д.5, стр.1
1341	306	Москва, ул. Холмогорская, д.4, стр.1
1342	307	Москва, ул. Лосевская, д.9
1343	307	Москва, ул. Егора Абакумова, д.7
1344	307	Москва, ул. Палехская, д.137
1345	307	Москва, ул. Палехская, д.135
1346	307	Москва, ул. Лосевская, д.16
1347	308	Москва, ул. Бестужевых, д.25Б
1348	308	Москва, ул. Бестужевых, д.23
1349	308	Москва, ул. Бестужевых, д.21А
1350	308	Москва, ул. Бестужевых, д.27Б
1351	308	Москва, ул. Бестужевых, д.23А
1352	309	Москва, ул. Тайнинская, д.15, корп.3
1353	309	Москва, ул. 2-я Напрудная, д.17А
1354	309	Москва, ул. Изумрудная, д.13, корп.3
1355	309	Москва, ул. 1-я Напрудная, д.13
1356	309	Москва, ул. Тайнинская, д.22, стр.1
1357	309	Москва, ул. Изумрудная, д.11, корп.1
1358	309	Москва, ул. Тайнинская, д.22, корп.2
1359	309	Москва, ул. Тайнинская, д.15, корп.2
1360	310	Москва, ул. Норильская, д.4
1361	310	Москва, ул. Норильская, д.6, корп.1
1362	310	Москва, Анадырский пр., д.49, корп.2
1363	310	Москва, ул. Стартовая, д.5, корп.1
1364	311	Москва, ул. Октябрьская, д.81
1365	311	Москва, ул. Двинцев, д.10
1366	311	Москва, 2-я ул. Марьиной Рощи, д.20, корп.1
1367	311	Москва, ул. Шереметьевская, д.14
1368	312	Москва, ул. Кошкина, д. 13, корп. 2
1369	312	Москва, ул. Кантемировская, д. 1А
1370	312	Москва, ул. Медиков, д. 9
1371	312	Москва, ул. Медиков, д. 5
1372	313	Москва, ул. Красного Маяка, д. 3Г
1373	313	Москва, ул. Кировоградская, д. 30А
1374	314	Москва, ул. Кантемировская, д. 22, корп. 6
1375	314	Москва, ул. Кантемировская, д. 22, корп. 5
1376	314	Москва, ул. Кантемировская, д. 22, корп. 4
1377	314	Москва, Пролетарский просп., д. 17, корп. 3
1378	315	Москва, ул. Воронежская, д. 26, корп. 4
1379	315	Москва, ул. Ясеневая, д. 35, корп. 2
1380	315	Москва, ул. Воронежская, д. 43, корп. 1
1381	315	Москва, ул. Воронежская, д. 28, корп. 2
1382	316	Москва, 1-й Нагатинский пр., д. 16
1383	316	Москва, Нагатинская наб., д. 12, корп. 1
1384	316	Москва, ул. Нагатинская, д. 21, корп. 1
1385	316	Москва, Варшавское ш., д. 49, корп. 2
1386	316	Москва, Варшавское ш., д. 53, корп. 2
1387	317	Москва, Борисовский пр., д. 10, корп. 2
1388	317	Москва, ул. Шипиловская, д. 27, корп. 2
1389	317	Москва, ул. Генерала Белова, д. 7, корп. 3
1390	317	Москва, Борисовский пр., д. 18, корп. 2
1391	318	Москва, Нагатинская наб., д. 24
1392	318	Москва, ул. Высокая, д. 6
1393	318	Москва, ул. Высокая, д. 18А
1394	318	Москва, ул. Нагатинская, д. 29, корп. 3
1395	319	Москва, Варшавское ш., д. 67
1396	319	Москва, Варшавское ш., д. 143, корп.6
1397	319	Москва, ул. Чертановская, д. 59А
1398	319	Москва, Каширское ш., д. 6, корп. 2
1399	320	Москва, ул. Ереванская, д. 20, корп.2
1400	320	Москва, ул. Ереванская, д. 20, корп.2, стр.2
1401	320	Москва, ул. Ереванская, д. 21
1402	320	Москва, ул. Ереванская, д. 18, корп.2
1403	321	Москва, ул. Лобанова, д. 3
1404	321	Москва, ул. Симоновский вал, д. 18А
1405	321	Москва, ул. Симоновский вал, д. 24, корп.3
1406	321	Москва, ул. Симоновский вал, д. 10, корп. 2
1407	321	Москва, ул. Симоновский вал, д. 14, корп.1
1408	322	Москва, 1-й Кожуховский пр., д. 17
1409	322	Москва, 1-й Кожуховский пр., д. 15
1410	322	Москва, ул. Автозаводская, д. 5
1411	323	Москва, Борисовский пр., д. 40, корп. 3
1412	323	Москва, ул. Генерала Белова, д. 21, корп.3
1413	323	Москва, Борисовский пр., д. 36, корп. 6
1414	323	Москва, Борисовский пр., д. 36, корп. 5
1415	324	Москва, ул. Борисовские Пруды, д. 36, корп. 2
1416	324	Москва, ул. Паромная, д. 5, корп. 3
1417	324	Москва, ул. Алма-Атинская, д. 6, корп. 2
1418	324	Москва, ул. Алма-Атинская, д. 10, корп. 2
1419	325	Москва, 3-й Дорожный пр., д. 6А
1420	325	Москва, Россошанский пр., д. 3А
1421	325	Москва, Россошанский пр., д. 5Б
1422	325	Москва, ул. Дорожная, д. 26, корп. 2
1423	325	Москва, ул. Дорожная, д. 26, корп. 4
1424	326	Москва, ул. Медынская, д. 9А
1425	326	Москва, ул. Медынская, д. 7А
1426	326	Москва, ул. Харьковская, д. 3А
