ID	COMPLEX_ID	ADDRESS
1746	391	Москва, ул. Гурьянова, д. 6, корп. 2
1747	391	Москва, ул. Гурьянова, д. 8
1748	392	Москва, Защитников Москвы просп., д. 9, корп. 2
1749	392	Москва, Защитников Москвы просп., д. 3, корп. 2
1750	392	Москва, ул. Покровская, д. 29
1751	393	Москва, ул. Гурьянова, д. 33
1752	393	Москва, ул. Гурьянова, д.71
1753	394	Москва, Волгоградский просп., д. 107, корп.5
1754	394	Москва, Волгоградский просп., д. 101, корп. 3
1755	395	Москва, ул. 7-я Текстильщиков, д. 4А
1756	395	Москва, ул. Чистова, д. 23, корп. 2
1757	396	Москва, ул. 1-я Машиностроения, д. 2/7, корп.2
1758	396	Москва, ул. Трофимова, д. 15
1759	397	Москва, ул. Саратовская, д. 3, корп.3
1760	397	Москва, 1-й Саратовский пр., д. 3А
1761	398	Москва, 4-й Вешняковский пр., д. 6 (Пл. 2879,6 кв. м.)
1762	398	Москва, 4-й Вешняковский пр., д. 3, стр. 1 (Пл. 2172,7 кв. м.)
1763	399	Москва, Волгоградский просп., д. 74, корп. 4
1764	399	Москва, ул. Юных Ленинцев, д. 40, корп. 4
1765	400	Москва, ул. Маевок, д. 4
1766	400	Москва, ул. Шатурская, д. 1
1767	400	Москва, ул. Михайлова, д. 24, корп.3
1768	401	Москва, ул. Ташкентская, д. 6
1769	401	Москва, Ферганский проезд, д. 5, корп. 2
1770	402	Москва, Волгоградский просп., д. 27
1771	402	Москва, ул. Крутицкий Вал, д. 24
1772	403	Москва, ул. Ферганская, д. 7
1773	403	Москва, Рязанский просп., д. 68, корп. 2
1774	404	Москва, Волгоградский просп., д. 157, корп. 4
1775	404	Москва, Волгоградский просп., д. 157, корп. 3
1776	405	Москва, ул. Васильцовский стан, д. 6
1777	405	Москва, Волжский бульв, д. 16, корп. 2
1778	406	Москва, ул. Басовская, д. 7
1779	406	Москва, Перовское ш., д.8
1780	406	Москва, ул. 3-я Карачаровская, д. 3
1781	407	Москва, ул. Нижегородская, д. 67
1782	407	Москва, ул. Подъемная, д.2
1783	408	Москва, 1-й Курьяновский пр., д.14
1784	408	Москва, ул. Батюнинская, д.9
1785	409	Москва, 2-й Южнопортовый пр., д.11, стр. 1,2
1786	409	Москва, 2-й Южнопортовый пр., д.23, корп.2
1787	409	Москва, ул. Трофимова, д.30, корп. 2
1788	409	Москва, ул. Петра Романова, д. 16
1789	410	Москва, Танковый проезд, д.6
1790	411	Москва, ул. Братиславская, д. 4
1791	411	Москва, ул. Братиславская, д. 8, корп.1
1792	412	Москва, 4-й Вешняковский проезд, д. 1, корп. 2
1793	412	Москва, 1-й Вешняковский проезд, д. 6/10
1794	413	Москва, ул. Белореченская, д. 36, корп. 1
1795	413	Москва, ул. Белореченская, д. 36, корп. 2
1796	414	Москва, ул. Верхние Поля, д.40, корп.2
1797	414	Москва, ул. Белореченская, д.41, корп.3
1798	414	Москва, ул. Белореченская, д.41, корп.4
1799	414	Москва, ул. Верхние Поля, д. 38, корп.2
1800	415	Москва, ул. Зеленодольская, д.32, корп.6
1801	415	Москва, ул. Федора Полетаева, д.2, корп.8
1802	415	Москва, ул. Федора Полетаева, д.2, корп.4
1803	415	Москва, ул. Федора Полетаева, д.6, корп.2
1804	415	Москва, ул. Окская, д.30, корп. 5
1805	415	Москва, ул. Жигулевская, д.3, корп.2
1806	415	Москва, ул. Федора Полетаева, д.6, корп.3
1807	416	Москва, Тихорецкий бульв., д. 8а
1808	416	Москва, ул. Ставропольская, д.54, корп. 3
1809	416	Москва, Тихорецкий бульв., д. 10
1810	416	Москва, ул. Ставропольская, д. 52, корп. 2
1811	416	Москва, ул. Краснодарская, д. 53
1812	416	Москва, ул. Краснодарская, д. 61
1813	416	Москва, ул. Совхозная, д. 16, корп. 2
1814	416	Москва, ул. Ставропольская, д. 72
1815	416	Москва, Тихорецкий бульв., д.8
1816	416	Москва, Тихорецкий бульв., д.8
1817	417	Москва, ул. Верхние поля, д. 47, корп. 1
1818	417	Москва, ул. Верхние поля, д. 47, корп. 2
1819	418	Москва, ул. Перерва, д. 44
1820	418	Москва, ул. Перерва, д. 42
1821	418	Москва, ул. Перерва, д. 36
1822	418	Москва, ул. Люблинская, д. 106
1823	418	Москва, ул. Люблинсая, д. 114
1824	418	Москва, Новочеркасский бульв., д. 39
1825	418	Москва, Новочеркасский бульв., д. 33
1826	418	Москва, ул. Маршала Голованова, д. 3
1827	419	Москва, ул. Белореченская, д. 11
1828	419	Москва, ул. Белореченская, д. 23А
1829	419	Москва, ул. Белореченская, д. 9
1830	419	Москва, ул. Цимлянская, д. 26
1831	419	Москва, ул. Цимлянская, д. 18
1832	420	Москва, ул. 2-я Вольская, д. 7, корп. 2
1833	420	Москва, ул. 2-я Вольская, д. 5, корп. 3
1834	421	Москва, ул. Гурьянова, д.71
1835	421	Москва, ул. Гурьянова, д. 33
1836	421	Москва, ул. Гурьянова, д. 59
1837	421	Москва, ул. Гурьянова, д. 45
1838	421	Москва, ул. Гурьянова, д. 47
1839	421	Москва, ул. Гурьянова, д. 63
1840	421	Москва, ул. Гурьянова, д. 85
1841	422	Москва, ул. Полбина, д. 18
1842	422	Москва, ул. Шоссейная, д. 7
1843	422	Москва, ул. Шоссейная, д. 15
1844	422	Москва, ул. Шоссейная, д. 17
1845	422	Москва, ул. Полбина, д. 28
1846	423	Москва, ул. Маевок, д. 4
1847	423	Москва, ул. Михайлова, д. 24 корп. 3
1848	423	Москва, ул. Шатурская, д. 1
1849	423	Москва, ул. Зарайская, д. 55
1850	423	Москва, Рязанский просп., д. 45, корп. 2
1851	423	Москва, Рязанский просп., д. 43, корп. 2
1852	423	Москва, Рязанский просп., д. 43
1853	423	Москва, ул. Зарайская, д. 22
1854	423	Москва, 2-й Пятигорский пр., д. 5, корп. 1
1855	423	Москва, 2-й Пятигорский пр., д. 5, корп. 1
1856	424	Москва, Спортивный пр., д. 3А
1857	424	Москва, ул. Краснодонская, д. 1, корп. 2
1858	425	Москва, ул. Белореченская, д. 36, корп. 1
1859	425	Москва, ул. Белореченская, д. 36, корп. 2
1860	425	Москва, Перервинский бульв., д. 17, корп.2
1861	425	Москва, Перервинский бульв., д. 21, корп. 4
1862	425	Москва, Перервинский бульв., д. 21, корп. 2
1863	426	Москва, ул. Пронская, д. 4, корп. 1
1864	426	Москва, ул. Пронская, д. 5, корп. 2
1865	426	Москва, ул. Пронская, д. 4, корп. 2
1866	427	Москва, Рязанский просп., д. 82, корп. 4
1867	427	Москва, Ташкентский пер., д. 7, корп. 3
1868	427	Москва, ул. Ташкентская, д. 3, корп. 2
1869	427	Москва, Рязанский просп., д. 80, корп. 4
1870	427	Москва, Самаркандский бульв., д. 10, корп. 3
1871	428	Москва, Перервинский бульв., д. 5, корп. 3
1872	428	Москва, ул. Белореченская, д. 26, корп. 2
1873	428	Москва, Перервинский бульв, д. 5, корп. 2
1874	429	Москва, ул. Белореченская, д. 45, корп. 2
1875	429	Москва, ул. Белореченская, д. 47, корп. 2
1876	429	Москва, ул. Белореченская, д. 47, корп. 3
1877	430	Москва, Новочеркасский бульв., д. 19
1878	430	Москва, Новочеркасский бульв., д. 17
1879	430	Москва, Новочеркасский бульв., д.17А
1880	430	Москва, Новочеркасский бульв., д.11
1881	430	Москва, ул. Донецкая, д. 3
1882	430	Москва, ул. Маршала Голованова, д. 6
1883	430	Москва, ул. Перерва, д.20
1884	430	Москва, ул. Донецкая, д. 5
1885	430	Москва, ул. Донецкая, д.21
1886	430	Москва, ул. Донецкая, д.21
1887	431	Москва, ул. Хлобыстова, д. 14, корп. 3
1888	431	Москва, Рязанский просп., д. 89, корп. 3
1889	431	Москва, Рязанский просп., д. 89, корп. 2
1890	431	Москва, ул. Вострухина, д. 4, корп. 2
1891	432	Москва, Мячковский бульв., д. 7, корп. 1
1892	432	Москва, Мячковский бульв., д. 7, корп. 2
1893	432	Москва, Мячковский бульв., д. 5, корп. 2
1894	432	Москва, ул. Братиславская, д. 18, корп. 4
1895	433	Москва, ул. Братиславская, д. 4,
1896	433	Москва, ул. Братиславская, д. 8, корп. 1
1897	433	Москва, ул. Перерва, д. 41,корп.2
1898	433	Москва, ул. Верхние поля, д. 20
1899	433	Москва, ул. Перерва, д.49,корп.2
1900	433	Москва, ул. Перерва, д.35
1901	434	Москва, ул. Артюхиной, д. 17
1902	434	Москва, ул. Юных Ленинцев, д. 35, корп. 2, стр. 1
1903	434	Москва, ул. Юных Ленинцев, д. 35, корп. 2, стр. 2
1904	434	Москва, ул. 7-ая Текстильщиков, д. 9А, стр. 1
1905	434	Москва, ул. Люблинская, д. 45
1906	434	Москва, ул. Чистова, д. 10А
1907	434	Москва, ул. Артюхиной, д. 25, корп. 4
1908	434	Москва, ул. Малышева, д. 18, корп. 2
1909	434	Москва, ул. Чистова, д. 23, корп. 2
1910	434	Москва, ул. Чистова, д. 23, корп. 2
1911	435	Москва, Ферганский пр., д. 10, корп. 5
1912	435	Москва, Ферганский пр., д. 10, корп. 4
1913	435	Москва, Самаркандский бульв., д. 17, корп. 1, стр.1
1914	436	Москва, Танковый пр., д. 3А, стр.1
1915	436	Москва, Танковый пр., д. 3А, стр.2
1916	436	Москва, Танковый пр., д. 6
1917	436	Москва, Верхний Золоторожский пер., д. 2
1918	436	Москва, ул. Волочаевская, д. 19/21
1919	436	Москва, ул. Волочаевская, д. 36А
1920	436	Москва, Золоторожская наб., д. 36А, стр. 1
1921	436	Москва, ул. Самокатная, д. 3/8, стр. 23
1922	437	Москва, ул. Мариупольская, д. 3
1923	437	Москва, ул. Судакова, д. 7, корп. 2
1924	437	Москва, 40 лет Октября просп., д. 23
1925	438	Москва, ул. Ферганская, д. 7
1926	438	Москва, Рязанский просп., д. 68, корп. 2
1927	438	Москва, Рязанский просп., д. 70, корп. 4
1928	438	Москва, Рязанский просп., д. 70, корп. 5
1929	438	Москва, ул. Сормовская, д. 6, корп. 2
1930	438	Москва, ул. Академика Скрябина, д. 1, корп. 2
1931	439	Москва, Батайский пр., д. 47
1932	439	Москва, Батайский пр., д. 45
1933	439	Москва, Новочеркасский бульв., д. 34
1934	439	Москва, Батайский пр., д. 39
1935	439	Москва, Батайский пр., д. 57
1936	439	Москва, ул. Люблинская, д. 120
1937	440	Москва, ул. Трофимова, д. 13А
1938	440	Москва, ул. Трофимова, д. 11
1939	441	Москва, ул. Академика Скрябина д. 36 корп. 3;
1940	441	Москва, Волгоградский просп., д. 148, корп. 3
1941	441	Москва, ул. Академика Скрябина, д. 36, корп. 2
1942	441	Москва, ул. Юных Ленинцев, д. 103, корп. 2
1943	441	Москва, ул. Юных Ленинцев, д. 107, корп. 2
1944	442	Москва, ул. Ташкентская, д. 6
1945	442	Москва, Ферганский пр., д. 5, корп. 2
1946	442	Москва, Ферганский пр., д. 5, корп. 1
1947	442	Москва, Ферганский пр., д. 9, корп. 3
1948	442	Москва, ул. Сормовская, д. 5
1949	442	Москва, ул. Сормовская, д. 5, корп. 1
1950	442	Москва, ул. Сормовская, д. 5, корп. 2
1951	443	Москва, Волгоградский просп., д. 66, корп. 4
1952	443	Москва, Волгоградский просп., д. 66, корп.5
1953	443	Москва, Волгоградский просп., д. 68, корп. 4
1954	443	Москва, Волгоградский просп., д. 74, корп.4
1955	443	Москва, ул. Юных Ленинцев, д. 40, корп. 4
1956	443	Москва, ул. Юных Ленинцев, д. 45, корп. 2
1957	443	Москва, Волжский бульв., д. 23, корп. 1
1958	443	Москва, Волжский бульв., д. 13, корп. 1
1959	443	Москва, ул. Маршала Чуйкова, д. 6, корп. 1
1960	443	Москва, ул. Маршала Чуйкова, д. 6, корп. 1
1961	443	Москва, Волжский бульв., квартал 114А, корп. 5
1962	443	Волжский бульв., квартал 114А, корп. 5
1963	443	Волжский бульв., д. 37, корп. 2
1964	443	ул. Юных Ленинцев, д. 48, корп. 2
1965	443	ул. Юных Ленинцев, д. 45, корп. 3
1966	444	Москва, ул. 6-я Кожуховская, д. 8
1967	444	Москва, ул. 5-я Кожуховская, д. 27, корп. 1
1968	444	Москва, ул. 5-я Кожуховская, д. 27, корп. 2
1969	445	Москва, 3-й Кожуховский пр., д. 3А
1970	445	Москва, 3-й Кожуховский пр., д. 3А, стр. 2
1971	445	Москва, ул. 6-я Кожуховская, д. 29А, стр.1
1972	445	Москва, ул. 5-я Кожуховская, д. 31
1973	446	Москва, ул. Васильцовский стан, д. 6
1974	446	Москва, Волжский бульв., д. 16, корп. 2
1975	446	Москва, ул. Саратовская, д. 16А
1976	446	Москва, ул. Саратовская, д. 14/1
1977	446	Москва, Волжский бульв., д. 18, корп. 4
1978	446	Москва, ул. Люблинская, д. 11, корп. 3
1979	446	Москва, Волжский бульв., д. 18, корп. 3
1980	446	Москва, ул. Окская, д. 5, корп. 2
1981	447	Москва, ул. Привольная, д. 41
1982	447	Москва, Жулебинский бульв., д. 30, корп. 2
1983	448	Москва, 2-й Южнопортовый пр., д. 11, стр. 1
1984	448	Москва, 2-й Южнопортовый пр., д. 11,стр. 2,
1985	448	Москва, 2-й Южнопортовый пр., д. 23, корп. 2;
1986	448	Москва, ул. Трофимова, д. 30, корп. 2
1987	448	Москва, ул. Петра Романова, д. 16,
1988	448	Москва, ул. Трофимова, д. 30, корп. 1.
1989	449	Москва, ул. Привольная, д. 37
1990	449	Москва, Жулебинский бульв., д. 28, корп. 2
1991	450	Москва, Капотня, 5 квартал, д. 28;
1992	450	Москва, Капотня, 5-й квартал, д. 21;
1993	450	Москва, Капотня, 4-й квартал, д. 5;
1994	450	Москва, Капотня, 5-й квартал, д. 14
1995	451	Москва, ул. Люблинская, д.173
1996	451	Москва, ул. Люблинская,д. 173А
1997	451	Москва, ул. Люблинская, д.177
1998	451	Москва, Марьинский бульв., д.6
1999	452	Москва, ул. Полбина, д. 68, стр.1
2000	452	Москва, ул. Шоссейная д. 53
2001	452	Москва, ул. Шоссейная д.55
2002	453	Москва, ул. Васильцовский стан, д. 4
2003	453	Москва, ул. Васильцовский стан, д. 3, корп. 2
2004	453	Москва, Васильцовский пер., д. 4
2005	453	Москва, Волжский бульв., квартал 95, корп. 4
2006	454	Москва, ул. Басовская, д. 7
2007	454	Москва, Перовское ш., д. 8, стр. 1
2008	454	Москва, ул. 3-я Карачаровская, д. 3, стр. 1
2009	454	Москва, Орехово-Зуевский пр., д. 4
2010	454	Москва, Перовское ш., д. 8А
2011	454	Москва, ул. Басовская, д. 3
2012	454	Москва, Орехово-Зуевский пр., д. 24
2013	455	Москва, Перервинский бульв., д. 20, корп. 1
2014	455	Москва, Перервинский бульв., д. 16, корп. 1
2015	455	Москва, Перервинский бульв., д. 20, корп. 2
2016	455	Москва, Перервинский бульв., д. 16, корп. 2
2017	456	Москва, Волгоградский просп., д. 157, корп. 4
2018	456	Москва, Волгоградский просп., д. 157, корп. 3
2019	456	Москва, ул. Федора Полетаева, д. 36, корп. 3
2020	456	Москва, Есенинский бульв., д. 1/26, корп. 3
2021	456	Москва, ул. Академика Скрябина, д. 28, корп. 3
2022	457	Москва, ул. Армавирская, д. 4
2023	457	Москва, ул. Таганрогская, д. 22
2024	457	Москва, ул. Краснодонская, д. 37
2025	458	Москва, ул. Полбина д.44
2026	458	Москва, ул. Полбина, д.38
2027	458	Москва, ул. Шоссейная д.31 корп. 1
2028	458	Москва, ул. Шоссейная д.39, стр. 1
2029	459	Москва, Мячковский бульв., д.14, корп.3
2030	459	Москва, Мячковский бульв., д.16, корп.2
2031	460	Москва, ул. Ташкентская, д. 21, корп. 2
2032	460	Москва, ул. Ташкентская, д. 18, корп. 3
2033	460	Москва, Самаркандский бульв. д. 28, корп. 2
2034	460	Москва, ул. Ташентская, д. 22, корп. 3
2035	460	Москва, Самаркандский бульв., д. 24, корп. 4
2036	460	Москва, Самаркандский бульв., д. 22, корп. 2
2037	460	Москва, ул. Ташкентская, д. 27, корп. 4
2038	460	Москва, Самаркандский бульв., д. 32, корп. 2
2039	460	Москва, ул. Ферганская, д. 16, .корп. 3
2040	460	Москва, ул. Ферганская, д. 16, .корп. 3
2041	461	Москва, ул. Люблинская, д. 167
2042	461	Москва, Марьинский бульв., д. 5
2043	462	Москва, ул. Донецкая, д. 14
2044	462	Москва, ул. Донецкая, д. 14А
2045	462	Москва, ул. Подольская, д. 15
2046	462	Москва, ул. Подольская, д. 15А
2047	462	Москва, ул. Подольская, д.29
2048	462	Москва, ул. Подольская, д. 3
2049	462	Москва, ул. Донецкая, д. 6
2050	462	Москва, ул. Подольская, д. 19
2051	463	Москва, ул. Маршала Полубоярова, д. 12
2052	463	Москва, ул. Маршала Полубоярова, д. 6, корп. 2
2053	463	Москва, ул. Генерала Кузнецова, д. 15, корп. 2
2054	464	Москва, Волжский бульв., д. 6, корп. 3
2055	464	Москва, Волжский бульв., д. 6, корп.4
2056	464	Москва, Грайвороново, квартал 90 А, корп.15
2057	464	Москва, ул. Грайвороновская, д. 8, корп. 3
2058	464	Москва, ул. Грайвороновская, д. 10, корп. 3
2059	464	Москва, ул. Саратовская, д. 3, корп. 3
2060	465	Москва, ул. 2-я Машиностроения, д. 3
2061	465	Москва, ул. 1-я Машиностроения, д. 3/5А
2062	465	Москва, ул. 1-я Машиностроения, д. 12, корп. 2
2063	465	Москва, ул. Шарикоподшипниковская, д. 30 А, корп. 2
2064	465	Москва, ул. 1-я Машиностроения, д. 2/7, корп. 2
2065	465	Москва, ул. Трофимова, д. 15
2066	465	Москва, ул. Велозаводская, д. 9 А
2067	466	Москва, ул. Авиаконструктора Миля, д. 18, корп.2
2068	466	Москва, ул. Авиаконструктора Миля, д. 22, корп.2
2069	466	Москва, ул. Генерала Кузнецова, д. 27, корп.3
2070	467	Москва, Жулебинский бульв., д. 38
2071	467	Москва, ул. Привольная, д. 45
2072	467	Москва, ул. Привольная д. 47, корп. 1
2073	467	Москва, ул. Генерала Кузнецова, д. 28, корп. 2
2074	468	Москва, ул. Новомарьинская, д.7,корп.2
2075	468	Москва, Мячковский бульв., д.10, корп. 2
2076	468	Москва, ул. Люблинская, д.163/1, корп.1
2077	468	Москва, ул. Перерва, д.52, корп.2
2078	468	Москва, ул. Люблинская, д.159, корп. 2
2079	469	Москва, ул. Краснодонская, д. 38
2080	469	Москва, ул. Краснодонская, д. 40
2081	469	Москва, ул. Краснодонская, д. 44
2082	470	Москва, ул. 1-я Вольская, д. 9, корп. 3
2083	470	Москва, ул.1-я Вольская, д. 5
2084	470	Москва, ул.1-я Вольская, д. 12 корп. 2
2085	470	Москва, ул. 2-я Вольская, д.4
2086	470	Москва, ул.1-я Вольская, д. 8, корп. 1
2087	471	Москва, ул. 1-я Вольская, д. 22, корп. 2
2088	471	Москва, ул. 1-я Вольская, д. 20, корп. 2
2089	472	Москва, Перервинский бульв., д. 10, корп. 2
2090	472	Москва, Перервинский бульв., д. 10, корп. 1
2091	472	Москва, ул. Братиславская, д. 17, корп. 2
2092	472	Москва, ул. Братиславская, д. 13, корп. 2
2093	473	Москва, 4-й Вешняковский пр., д. 1, корп. 2
2094	473	Москва, 1-й Вешняковский пр., д. 6/10
2095	473	Москва, 4-й Вешняковский пр., д.6
2096	473	Москва, 4-й Вешняковский пр., д.3, стр.1
2097	473	Москва, ул. 3-я Институтская, д.6, корп.2
2098	473	Москва, ул. 3-я Институтская, д.12, корп.2
2099	473	Москва, ул. 2-я Институтская, д.9
2100	474	Москва, ул. Нижегородская ул., д. 64, стр. 1
2101	474	Москва, ул. Новохохловская, д. 8
2102	474	Москва, ул. Нижегородская, д. 80, корп. 1
2103	474	Москва, ул. Нижегородская, д. 80, корп. 2
2104	475	Москва, ул. Юных Ленинцев, д. 68, корп. 2
2105	475	Москва, ул. Маршала Чуйкова, д. 11, корп. 4
2106	475	Москва, ул. Маршала Чуйкова, д. 9, корп. 5
2107	476	Москва, ул. Белореченская, д. 8
2108	476	Москва, ул. Верхние поля, д. 15, корп. 2
2109	476	Москва, ул. Новороссийская, д. 36
2110	476	Москва, ул. Новороссийская, д. 30, корп. 2
2111	476	Москва, ул. Белореченская, д. 10, корп. 2
2112	476	Москва, ул. Совхозная, д. 8А
2113	476	Москва, ул. Верхние поля, д. 33, корп. 2
2114	477	Москва, ул. Зеленодольская, д. 33, корп. 3
2115	477	Москва, ул. Зеленодольская, д. 33, корп. 2
2116	477	Москва, ул. Шумилова, д. 9
2117	477	Москва, ул. Шумилова д. 2, корп. 2
2118	477	Москва, ул. Зеленодольская, д. 13, корп.3
2119	477	Москва, ул. Волгоградский просп., д. 137, корп. 3
2120	477	Москва, ул. Шумилова, д. 14, корп. 2
2121	477	Москва, Волгоградский просп., д. 137, корп. 2
2122	478	Москва, ул. Степана Шутова, д. 8, корп. 3, стр. 3
2123	478	Москва, ул. Степана Шутова, д. 8, корп. 3, стр. 2
2124	478	Москва, ул. Степана Шутова, д. 8, корп. 3, стр. 1
2125	478	Москва, Ставропольский пр., д.15
2126	478	Москва, ул. Головачёва, д. 5, корп. 3
2127	479	Москва, ул. Красноказарменная, д. 11
2128	479	Москва, ул. Красноказарменная, д. 3, корп. 1
2129	479	Москва, ул. Солдатская, д. 12А
2130	479	Москва, ул. Энергетическая, д. 2
2131	479	Москва, ул. Красноказарменная, д. 23
2132	479	Москва, ул. Лефортовский Вал, д. 24А
2133	479	Москва, ул. Красноказарменная, д. 19
2134	479	Москва, ул. Авиамоторная, д. 4, корп.4
2135	480	Москва, ул. 11-я Текстильщиков д.6
2136	480	Москва, Волжский бульв., д. 34, корп. 1
2137	481	Москва, ул. Краснодонская, д. 2, корп. 4
2138	481	Москва, ул. Кубанская, д. 22, стр. 2
2139	481	Москва, ул. Тихая, д. 3
2140	481	Москва, 40 Лет Октября просп., д. 4, корп. 3
2141	482	Москва, ул. Верхние поля, д.30
2142	482	Москва, ул. Перерва, д. 61
2143	482	Москва, ул. Братиславская, д. 9
2144	483	Москва, ул. 1-я Текстильщиков, д.16
2145	483	Москва, ул. 1-я Текстильщиков, д.13
2146	483	Москва, ул. Шкулева, д.5, корп.1
2147	483	Москва, ул. 8-я Текстильщиков, д. 14, корп.2
2148	483	Москва, ул. 1-я Текстильщиков, д.11
2149	483	Москва, ул. Артюхиной, д. 4, корп.2
2150	484	Москва, ул. 1-я Новокузьминская, д. 21
2151	484	Москва, ул. 4-я Новокузьминская, д. 3
2152	484	Москва, ул. 1-я Новокузьминская, д. 20, корп. 4
2153	484	Москва, ул. Зеленодольская, д. 7, корп. 4
2154	484	Москва, ул. 4-я Новокузьминская, д. 8, корп. 1
2155	484	Москва, ул. Окская, д. 46, корп. 2
2156	484	Москва, ул. Зеленодольская, д. 9, корп. 4
2157	485	Москва, ул. Авиамоторная, д. 1
2158	485	Москва, ул. Авиамоторная, д. 7
2159	485	Москва, ул. 1-ая Синичкина, д. 2
2160	485	Москва, ул. Лефортовский Вал, д. 11/1, Лит.А
2161	485	Москва, ул. Сторожевая, д. 30А
2162	485	Москва, ул. Сторожевая, д. 38А
2163	485	Москва, ул. 2-ая Синичкина, д. 7
2164	485	Москва, ул. Авиамоторная, д. 13
2165	486	Москва, ул. Лонгиновская, д. 6
2166	486	Москва, ул. Лонгиновская, д. 10А
2167	486	Москва, ул. Ухтомская, д. 4А
2168	486	Москва, ул. Ухтомская, д. 19
2169	486	Москва, Юрьевский пер., д. 8А
2170	487	Москва, ул. Авиамоторная, д. 30а, корп. 1
2171	487	Москва, ул. Судакова, д. 16/47, корп. 1
2172	487	Москва, ул. Авиамоторная, д. 32
2173	487	Москва, ул. 3-я Кабельная, д.3
2174	488	Москва, Лермонтовский просп., д. 14, корп. 2
2175	488	Москва, Лермонтовский просп., д. 14, корп. 3
2176	488	Москва, ул. Моршанская, д. 2, корп. 2
2177	489	Москва, Хвалынский бульв., д. 4, корп. 4
2178	489	Москва, Хвалынский бульв., д. 4, корп. 3
2179	490	Москва, ул. Привольная, д. 17, корп. 1
2180	490	Москва, ул. Привольная, д. 17, корп. 2
2181	490	Москва, ул. Привольная, д. 9, корп. 4
2182	491	Москва, ул. Маршала Полубоярова, д. 22
2183	491	Москва, ул. Авиаконструктора Миля, д. 13, корп. 2
2184	491	Москва, ул. Маршала Полубоярова, д. 24, корп. 4
2185	492	Москва, ул. Зеленодольская, д. 41, корп. 3
2186	492	Москва, Есенинский бульв., д. 14, корп. 2
2187	492	Москва, ул. Юных Ленинцев, д. 75, корп. 2
2188	492	Москва, ул. Юных Ленинцев, д. 83, корп. 2
2189	492	Москва, Волгоградский просп., д. 104, корп. 2
2190	493	Москва, ул. Окская, д. 16, корп. 3
2191	493	Москва, ул. Окская, д. 14, корп. 3
2192	493	Москва, Волгоградский просп., д. 103, корп. 6
2193	493	Москва, Волгоградский просп., д. 107, корп. 5
2194	493	Москва, Волгоградский просп., д. 101, корп. 3
2195	494	Москва, ул. Краснодарская, д. 45/11;
2196	494	Москва, ул. Ставропольская, д. 30, корп. 2.
2197	495	Москва, ул. Марьинский парк, д. 37
2198	495	Москва, ул. Марьинский парк, д. 43
2199	495	Москва, ул. Маршала Кожедуба, д. 16, корп. 2
2200	495	Москва, ул. Маршала Кожедуба, д. 6, корп. 2
2201	495	Москва, ул. Маршала Кожедуба, д. 12, корп. 2
2202	496	Москва, ул. 1-я Дубровская, д. 16
2203	496	Москва, ул. Крутицкий вал, д. 5
2204	496	Москва, ул. Шарикоподшипниковская, д. 2
2205	496	Москва, ул. Сосинская, д. 4
2206	496	Москва, Дубровский пр., д. 7
2207	496	Москва, ул. 2-я Машиностроения, д.5
2208	497	Москва, ул. Судакова, д. 29
2209	497	Москва, ул. 3-я Курьяновская, д.2
2210	497	Москва, ул. Гурьянова, д. 6, корп. 2
2211	497	Москва, ул. Гурьянова, д. 8
2212	497	Москва, ул. Гурьянова, д.15
2213	497	Москва, ул. Гурьянова, д.2, корп.6
2214	497	Москва, ул. Гурьянова, д.21
2215	497	Москва, ул. Гурьянова, д.3А
2216	497	Москва, ул. Шоссейная, д.10
2217	497	Москва, ул. Шоссейная, д.10
2218	498	Москва, Батайский пр., д.23
2219	498	Москва, Батайский пр., д.7
2220	498	Москва, Батайский пр., д.15
2221	498	Москва, ул. Донецкая, д.31
2222	498	Москва, Новочеркасский бульв., д.24
2223	499	Москва, ул. Нижегородская, д.67
2224	499	Москва, ул. Подъемная, д.2
2225	499	Москва, Волгоградский просп., д.27
2226	499	Москва, ул. Крутицкий Вал, д.24
2227	499	Москва, ул. Верхняя Хохловка, д.35
2228	499	Москва, ул. Смирновская, д.3/5
2229	500	Москва, Литовский бульв., д. 3, корп.3
2230	500	Москва, ул. Рокотова, д. 8, корп.4
2231	500	Москва, Литовский бульв., д. 3, корп.4
2232	501	Москва, ул. Азовская, д.41
2233	501	Москва, ул. Азовская, д.39, корп.2
2234	501	Москва, Балаклавский просп., д. 22
2235	502	Москва, ул. Крупской д.9
2236	502	Москва, Ленинский просп., д. 97, корп.2
2237	502	Москва, Ленинский просп., д. 97, корп.3
2238	503	Москва, ул. Панфёрова, д. 8, корп. 1
2239	503	Москва, ул. Панфёрова, д. 14А
2240	503	Москва, ул. Панфёрова, д. 8
2241	504	Москва, ул. Академика Капицы, д. 14А
2242	504	Москва, ул. Академика Капицы, д. 24Б
2243	504	Москва, ул. Академика Капицы, д. 8
2244	505	Москва, ул. Гримау, д. 8
2245	505	Москва, ул. Гримау, д. 6А
2246	505	Москва, ул. Винокурова, д.4, корп.2
2247	506	Москва, ул. Академика Пилюгина, д. 14Б
2248	506	Москва, Ленинский просп., д. 85А
2249	507	Москва, ул. Академика Пилюгина, д. 14А
2250	507	Москва, ул. Гарибальди, д. 8, корп.1
2251	508	Москва, ул. Новаторов, д. 34. корп. 1
2252	508	Москва, ул. Новаторов, д. 34. корп. 2
2253	509	Москва, ул. Азовская, д.31
2254	509	Москва, ул. Малая Юшуньская, д.4
