ID	NAME	ADDRESS	TYPE	OKRUG
479	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1944	Москва, ул. Марии Ульяновой, дом 25Б	Государственные учреждения	Юго-Западный административный округ
480	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2074	Москва, ул. Знаменские Садки, д. 5А	Государственные учреждения	Юго-Западный административный округ
481	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2405	Москва, ул. Южнобутовская, дом 88	Государственные учреждения	Юго-Западный административный округ
482	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 974	Москва, Ленинский проспект, дом № 125, корпус 3	Государственные учреждения	Юго-Западный административный округ
483	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1210	Москва, ул. Генерала Тюленева, дом 25, корп. 2	Государственные учреждения	Юго-Западный административный округ
484	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1231	Москва, ул. Фотиевой, д.12	Государственные учреждения	Юго-Западный административный округ
485	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1243	Москва, ул. Фотиевой, дом 8	Государственные учреждения	Юго-Западный административный округ
486	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1701	Москва, улица Генерала Тюленева, дом 5, корпус 2	Государственные учреждения	Юго-Западный административный округ
487	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2075	Москва, ул. Знаменские Садки, дом 1Г	Государственные учреждения	Юго-Западный административный округ
488	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2156	Москва, ул. Куликовская, дом 1 Г	Государственные учреждения	Юго-Западный административный округ
489	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 4	Москва, Университетский проспект, дом 6, корп. 4	Государственные учреждения	Юго-Западный административный округ
490	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 549	Москва, улица Академика Пилюгина, дом 14Б	Государственные учреждения	Юго-Западный административный округ
491	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 795	Москва, улица Профсоюзная, дом 156, корпус 4	Государственные учреждения	Юго-Западный административный округ
492	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1279	Москва, улица Цюрупы, дом 15, корпус 1	Государственные учреждения	Юго-Западный административный округ
493	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2339	Москва, улица Южнобутовская, дом 11	Государственные учреждения	Юго-Западный административный округ
494	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 1431	Москва, Ленинский проспект, дом 88А	Государственные учреждения	Юго-Западный административный округ
495	Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад № 1620	Москва, Ленинский проспект, дом 82/2, корпус 1	Государственные учреждения	Юго-Западный административный округ
496	Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад № 1655	Москва, ул. Херсонская, д.36	Государственные учреждения	Юго-Западный административный округ
497	Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад компенсирующего вида № 1616	Москва, улица Профсоюзная, дом 156, корпус 2	Государственные учреждения	Юго-Западный административный округ
498	Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад компенсирующего вида № 1851	Москва, ул. Крупской, д. 12Б	Государственные учреждения	Юго-Западный административный округ
499	Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1644	Москва, ул. Херсонская, д. 5, корп. 1	Государственные учреждения	Юго-Западный административный округ
500	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1456	Москва, проезд Карамзина, д.1, корп.2	Государственные учреждения	Юго-Западный административный округ
501	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2042	Москва, ул. Молодежная, дом 4 А	Государственные учреждения	Юго-Западный административный округ
502	"Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2484 ""Жемчужинка"""	Москва, улица Адмирала Лазарева, дом 61, корп.1	Государственные учреждения	Юго-Западный административный округ
503	"Негосударственное образовательное учреждение ""Центр развития ребенка - детский сад с углубленным изучением английского языка"""	Москва, ул. Обручева, Д 4, КОРП 3	Негосударственные учреждения	Юго-Западный административный округ
504	"Негосударственное общеобразовательное учреждение Детский сад ""Развитие"""	"Москва, ул.Шолохова, д.13, кв.1 ""А"""	Негосударственные учреждения	Юго-Западный административный округ
505	Государственное бюджетное образовательное учреждение города Мосвы детский сад общеразвивающего вида № 622	Москва,ул. Лебедянская,24 к.3	Государственные учреждения	Южный административный округ
506	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1092	Москва, Ореховый б-р, д.5, к.3	Государственные учреждения	Южный административный округ
507	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1202	Москва, ул.Мусы Джалиля, д.17, к.4	Государственные учреждения	Южный административный округ
508	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1267	Москва, Ореховый пр-д, д.37, к.2	Государственные учреждения	Южный административный округ
509	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1457	Москва, Липецкая ул., д.7, к.2	Государственные учреждения	Южный административный округ
510	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1588	Москва, Загородное ш,д.6 к.6	Государственные учреждения	Южный административный округ
511	Государственное бюджетное образовательное учреждение города Москвы детский сад № 163	Москва, ул. Медиков, д.18, к.2	Государственные учреждения	Южный административный округ
512	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1656	Москва, Михневский пр-д д.6 к.2	Государственные учреждения	Южный административный округ
513	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1752	Москва, ул. Мусы Джалиля, д.9, к.2	Государственные учреждения	Южный административный округ
514	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1873	Москва, ул.Нагатинская, д.13, к.3	Государственные учреждения	Южный административный округ
515	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1966	Москва, Ореховый пр., д.37, к.3	Государственные учреждения	Южный административный округ
516	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2194	Москва,Варшавское ш. д.86,к.2	Государственные учреждения	Южный административный округ
517	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2241	Москва, Севастопольский пр-т, д.3а	Государственные учреждения	Южный административный округ
518	Государственное бюджетное образовательное учреждение города Москвы детский сад № 245	Москва, ул.Орджоникидзе, д.6, к.3	Государственные учреждения	Южный административный округ
519	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2501	Москва, Чонгарский б-р.д.13	Государственные учреждения	Южный административный округ
520	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2629	Москва, Варшавское ш., д. 106, к. 1	Государственные учреждения	Южный административный округ
521	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2649	Москва, ул. Красного Маяка, д. 3б	Государственные учреждения	Южный административный округ
522	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2680	Москва,ул.Ереванская,д.13 А.	Государственные учреждения	Южный административный округ
523	Государственное бюджетное образовательное учреждение города Москвы детский сад № 280	Москва, ул.Домодедовская, д.1, к.2	Государственные учреждения	Южный административный округ
524	Государственное бюджетное образовательное учреждение города Москвы детский сад № 358	Москва, ул. Домодедовская, д. 7 к.4	Государственные учреждения	Южный административный округ
525	Государственное бюджетное образовательное учреждение города Москвы детский сад № 363	Москва, ул.Хавская, д.10	Государственные учреждения	Южный административный округ
526	Государственное бюджетное образовательное учреждение города Москвы детский сад № 364	Москва, 2-й Верхний Михайловский пр-д, д.4	Государственные учреждения	Южный административный округ
527	Государственное бюджетное образовательное учреждение города Москвы детский сад № 532	Москва ул. Новинки, 11	Государственные учреждения	Южный административный округ
528	Государственное бюджетное образовательное учреждение города Москвы детский сад № 654	Москва, ул.Затонная, д.10, к.2	Государственные учреждения	Южный административный округ
529	Государственное бюджетное образовательное учреждение города Москвы детский сад № 68	Москва,Кустанайская ул. д.2,корп.2	Государственные учреждения	Южный административный округ
530	Государственное бюджетное образовательное учреждение города Москвы детский сад № 738	Москва, Нагатинская наб., д.46, к.1	Государственные учреждения	Южный административный округ
531	Государственное бюджетное образовательное учреждение города Москвы детский сад № 752	Москва, Сумской проезд, дом 12А	Государственные учреждения	Южный административный округ
532	Государственное бюджетное образовательное учреждение города Москвы детский сад № 785	Москва, ул. Бирюлевская, д.30, к.2	Государственные учреждения	Южный административный округ
533	Государственное бюджетное образовательное учреждение города Москвы детский сад № 900	Москва, Россошанский пр-д, д.5 А	Государственные учреждения	Южный административный округ
534	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1077	Москва, ул. Елецкая, д.15, к.2	Государственные учреждения	Южный административный округ
535	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1134	Москва, Борисовский пр-д, 46 корп.3	Государственные учреждения	Южный административный округ
536	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1152	Москва, Судостроительная ул., д.11, к.2	Государственные учреждения	Южный административный округ
537	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1309	Москва, ул. Кустанайская, 14 к.3	Государственные учреждения	Южный административный округ
538	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1330	Москва, ул.Академика Миллионщикова, д.31, к.2	Государственные учреждения	Южный административный округ
539	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1368	Москва, ул.Коломенская, д.27, к.2	Государственные учреждения	Южный административный округ
540	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1513	Москва, Маршала Захарова,дом 6,кор.2	Государственные учреждения	Южный административный округ
541	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1635	Москва,ул. Шипиловская 11,к.2	Государственные учреждения	Южный административный округ
542	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1655	Москва, Ореховый б-р, д.63, к.2	Государственные учреждения	Южный административный округ
543	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1663	Москва, ул. Братеевская, д.35, к.1	Государственные учреждения	Южный административный округ
544	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1672	Москва, 2-й Кожуховский пр-д, д.15, корп. 4	Государственные учреждения	Южный административный округ
545	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1680	Москва, Гурьевский пр-д, д.21, к.2	Государственные учреждения	Южный административный округ
546	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2248	Москва, Затонная ул. д.7,к.2	Государственные учреждения	Южный административный округ
547	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2272	Москва, Нагатинская наб., д.58, к.3	Государственные учреждения	Южный административный округ
548	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2372	Москва, ул. Дорожная, д.22 Б	Государственные учреждения	Южный административный округ
549	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2469	Москва, Симферопольский б-р, д.29, к.4	Государственные учреждения	Южный административный округ
550	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2472	Москва, Лебедянская ул., д.26, к.2	Государственные учреждения	Южный административный округ
551	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2679	Москва. ул. Бехтерева, д.13, корп.4	Государственные учреждения	Южный административный округ
552	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 355	Москва, пр-т Андропова, д.46, к.3	Государственные учреждения	Южный административный округ
553	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 382	Москва ул. Городская, д.7	Государственные учреждения	Южный административный округ
554	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 428	Москва ул. Шипиловская,58,к.2	Государственные учреждения	Южный административный округ
555	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 484	Москва, ул. Новинки, д. 19, к. 2	Государственные учреждения	Южный административный округ
556	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 604	Москва, ул. Лебедянская, д. 22, корп.3	Государственные учреждения	Южный административный округ
557	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 623	Москва, ул. Новинки, д.15,к.2	Государственные учреждения	Южный административный округ
558	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 741	Москва,ул. Дорожная,д.26,к.3	Государственные учреждения	Южный административный округ
559	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 765	Москва,ул. Ереванская,18, к.1	Государственные учреждения	Южный административный округ
560	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 919	Москва, ул.Елецкая, д.21	Государственные учреждения	Южный административный округ
561	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 973	Москва, Дорожный 3-й пр-д, д.9а	Государственные учреждения	Южный административный округ
562	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 104	Москва, ул. Нагатинская, 11, корп.3	Государственные учреждения	Южный административный округ
563	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1040	Москва, Ореховый пр-д, д.29, к.2	Государственные учреждения	Южный административный округ
564	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1153	Москва, Ореховый б-р, д.5-2	Государственные учреждения	Южный административный округ
565	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1621	Москва, ул. Маршала Захарова, д. 15	Государственные учреждения	Южный административный округ
566	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 164	Москва, ул. Бехтерева, д. 37, корп. 5	Государственные учреждения	Южный административный округ
567	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1703	Москва ул. Маршала Захарова, д.11 к.2	Государственные учреждения	Южный административный округ
568	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1767	Москва, Каширское ш., д. 57, к. 8	Государственные учреждения	Южный административный округ
569	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1876	Москва, ул.Трофимова, д.4, к.3	Государственные учреждения	Южный административный округ
570	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2356	Москва, Братеевская ул., д.10,к.2	Государственные учреждения	Южный административный округ
571	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1022	Москва, Михневская, 15, к.2	Государственные учреждения	Южный административный округ
572	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1028	Москва, Сумской пр-д, 12Б	Государственные учреждения	Южный административный округ
573	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1061	Москва, ул. Воронежская, 8, корп.5	Государственные учреждения	Южный административный округ
574	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1091	Москва, ул. Генерала Белова, 55 корп.2	Государственные учреждения	Южный административный округ
575	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1244	Москва, Кленовый б-р,д.13,к.4	Государственные учреждения	Южный административный округ
576	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1398	Москва, ул. Шипиловская, д.37, к.2	Государственные учреждения	Южный административный округ
577	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1473	Москва,ул. М. Джалиля, д.2,к.4	Государственные учреждения	Южный административный округ
578	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1637	Москва, Борисовский проезд, д. 5, к.1	Государственные учреждения	Южный административный округ
579	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1675	Москва, ул. Воронежская, дом 44, корп.2	Государственные учреждения	Южный административный округ
580	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1696	Москва, ул Кустанайская, д.9, к.2	Государственные учреждения	Южный административный округ
581	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1724	Москва, ул. Ясеневая, 42 корп.2	Государственные учреждения	Южный административный округ
582	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1823	Москва,Кантемировская,д.16,у.4	Государственные учреждения	Южный административный округ
583	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2021	Москва, ул. Лестева, д.13	Государственные учреждения	Южный административный округ
584	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2103	Москва, ул. Красного Маяка, д.3 А	Государственные учреждения	Южный административный округ
585	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2503	Москва, ул. Загорьевская, дом 27, корпус 2	Государственные учреждения	Южный административный округ
586	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 332	Москва, Ореховый б-р,д.39,к.3	Государственные учреждения	Южный административный округ
587	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 591	Москва,ул. Бехтерева,д.35,к.4	Государственные учреждения	Южный административный округ
588	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 695	Москва, ул. Алма-Атинская, д.8, к.2	Государственные учреждения	Южный административный округ
589	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 748	Москва, 3-й Дорожный проездд, 6Б	Государственные учреждения	Южный административный округ
590	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 835	Москва, ул. Дорожная,д.7,корп.4	Государственные учреждения	Южный административный округ
591	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 849	Москва, ул.Затонная, д.8, к.3	Государственные учреждения	Южный административный округ
592	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 903	Москва,ул. Генерала Белова д.19,корп. 3	Государственные учреждения	Южный административный округ
593	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 905	Москва, Борисовский пр. д.24, кор.2	Государственные учреждения	Южный административный округ
594	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей № 1574	Москва, Ореховый б-р, д.7, к.3	Государственные учреждения	Южный административный округ
595	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей № 1750	Москва, Варшавское шоссе, 114 А	Государственные учреждения	Южный административный округ
596	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей № 1781	Москва, Кировоградская ул., 28 А	Государственные учреждения	Южный административный округ
597	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 1878	Москва, ул.Затонная, д.2,к.3	Государственные учреждения	Южный административный округ
598	Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 1168	Москва, ул. Бакинская,22,к.2	Государственные учреждения	Южный административный округ
599	Государственное бюджетное образовательное учреждение города Москвы детский сад с этнокультурным (русским) компонентом образования № 2365	Москва,ул. Братеевская,16,к.5	Государственные учреждения	Южный административный округ
600	Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад № 1632	Москва, Ореховый б-р, д. 33	Государственные учреждения	Южный административный округ
601	Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1736	Москва, ул.Мусы Джалиля, д.29,к.3	Государственные учреждения	Южный административный округ
