ID	NAME	ADDRESS	TYPE	OKRUG
1	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 109	Москва, 2 Полевой переулок, д.4	Государственные учреждения	Восточный административный округ
2	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2669	Москва, улица Николая Химушина, дом 13	Государственные учреждения	Восточный административный округ
3	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2615	Москва, ул. Лухмановская, д.18А	Государственные учреждения	Восточный административный округ
4	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1289	Москва, ул. Байкальская, д. 46 А	Государственные учреждения	Восточный административный округ
5	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1008	Москва,улица Саянская, дом 13Б	Государственные учреждения	Восточный административный округ
6	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1031	Москва, ул. Перовская, д. 42А	Государственные учреждения	Восточный административный округ
7	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1040	Москва, ул. Ивантеевская, дом 1А	Государственные учреждения	Восточный административный округ
8	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1107	Москва, улица Щербаковская, д. 58А	Государственные учреждения	Восточный административный округ
9	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1174	Москва, ул. Металлургов, д.15, стр.1	Государственные учреждения	Восточный административный округ
10	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1176	Москва, проспект Буденного, дом 29 А	Государственные учреждения	Восточный административный округ
11	Государственное бюджетное образовательное учреждение города Москвы детский сад № 118	Москва, ул.Ибрагимова, д.5А	Государственные учреждения	Восточный административный округ
12	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1216	Москва ул.1 Владимировская д.15а	Государственные учреждения	Восточный административный округ
13	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1340	Москва, улица Стромынка, д. 5	Государственные учреждения	Восточный административный округ
14	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1422	Москва,проспект Буденного, д. 47	Государственные учреждения	Восточный административный округ
15	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1517	Москва, ул, Щербаковская, д. 22	Государственные учреждения	Восточный административный округ
16	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1528	Москва,ул.Реутовская ,12А	Государственные учреждения	Восточный административный округ
17	Государственное бюджетное образовательное учреждение города Москвы детский сад № 158	Москва, Щелковское ш., д. 44 А	Государственные учреждения	Восточный административный округ
18	Государственное бюджетное образовательное учреждение города Москвы детский сад № 161	Москва, Измайловский бульвар, д. 74	Государственные учреждения	Восточный административный округ
19	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1693	Москва, ул. Салтыковская, д.29	Государственные учреждения	Восточный административный округ
20	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1899		Государственные учреждения	Восточный административный округ
21	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1900	Москва, Федеративный проспект, д. 5 А	Государственные учреждения	Восточный административный округ
22	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1904	Москва, улица Оренбургская, дом 10	Государственные учреждения	Восточный административный округ
23	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1905	Москва,пр-т Буденного, д.30/8	Государственные учреждения	Восточный административный округ
24	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1909	Москва, Союзный проспект, дом 3	Государственные учреждения	Восточный административный округ
25	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2053	Москва, улица Новокосинская, дом 25	Государственные учреждения	Восточный административный округ
26	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2090	Москва, 8-я ул.Соколиной горы, д.11А	Государственные учреждения	Восточный административный округ
27	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2385	Москва, 3-я Парковая улица, д.54а	Государственные учреждения	Восточный административный округ
28	Государственное бюджетное образовательное учреждение города Москвы детский сад № 24	Москва, Открытое шоссе,д.1, корп.17	Государственные учреждения	Восточный административный округ
29	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2419	Москва Федеративный просп., д. 21 корп.2	Государственные учреждения	Восточный административный округ
30	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2479	Москва, улица Медведева, дом 2, дом 4	Государственные учреждения	Восточный административный округ
31	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2505	Москва, улица Челябинская дом 26	Государственные учреждения	Восточный административный округ
32	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2519	Москва, ул. Челябинская, д. 5а	Государственные учреждения	Восточный административный округ
33	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2538	Москва, ул. Медведева, дом 14	Государственные учреждения	Восточный административный округ
34	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2539	Москва, 3-я Богатырская ул., д.5	Государственные учреждения	Восточный административный округ
35	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2651	Москва , улица Алексея Дикого, дом 7А	Государственные учреждения	Восточный административный округ
36	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2671	Москва, Щелковское шоссе, дом 91, стр 2	Государственные учреждения	Восточный административный округ
37	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2673	Москва, ул. Лухмановская, дом 13Г	Государственные учреждения	Восточный административный округ
38	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2676	Москва, ул. Алтайская, д. 13А	Государственные учреждения	Восточный административный округ
39	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2677	Москва, ул. Первомайская, д.17 А	Государственные учреждения	Восточный административный округ
40	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2728	Москва, ул. Медведева, д. 6А	Государственные учреждения	Восточный административный округ
41	Государственное бюджетное образовательное учреждение города Москвы детский сад № 348		Государственные учреждения	Восточный административный округ
42	Государственное бюджетное образовательное учреждение города Москвы детский сад № 35	Москва, 3-й проезд Подбельского, дом 20	Государственные учреждения	Восточный административный округ
43	Государственное бюджетное образовательное учреждение города Москвы детский сад № 354	Москва, ул.1-я Владимирская, д. 14А	Государственные учреждения	Восточный административный округ
44	Государственное бюджетное образовательное учреждение города Москвы детский сад № 357	Москва, Открытое шоссе, дом 23 Б	Государственные учреждения	Восточный административный округ
45	Государственное бюджетное образовательное учреждение города Москвы детский сад № 413	Москва,ул. 1-я Гражданская д.105	Государственные учреждения	Восточный административный округ
46	Государственное бюджетное образовательное учреждение города Москвы детский сад № 485	Москва, ул.Большая Черкизовская, д.5,корп.7	Государственные учреждения	Восточный административный округ
47	Государственное бюджетное образовательное учреждение города Москвы детский сад № 535		Государственные учреждения	Восточный административный округ
48	Государственное бюджетное образовательное учреждение города Москвы детский сад № 564	Москва, ул. Бойцовая, д. 24, корп. 5	Государственные учреждения	Восточный административный округ
49	Государственное бюджетное образовательное учреждение города Москвы детский сад № 699	Москва, ул. Сахалинская, д. 6	Государственные учреждения	Восточный административный округ
50	Государственное бюджетное образовательное учреждение города Москвы детский сад № 701	Москва, улица Перовская, дом 52А	Государственные учреждения	Восточный административный округ
51	Государственное бюджетное образовательное учреждение города Москвы детский сад № 73	Москва, 3-я Владимирская ул. д. 14	Государственные учреждения	Восточный административный округ
52	Государственное бюджетное образовательное учреждение города Москвы детский сад № 746	Москва, Измайловский бульвар, дом 20А	Государственные учреждения	Восточный административный округ
53	Государственное бюджетное образовательное учреждение города Москвы детский сад № 75	Москва,Открытое шоссе, дом 6	Государственные учреждения	Восточный административный округ
54	Государственное бюджетное образовательное учреждение города Москвы детский сад № 759	Москва, Вешняковская улица дом 6А	Государственные учреждения	Восточный административный округ
55	Государственное бюджетное образовательное учреждение города Москвы детский сад № 762	Москва, Вешняковская улица , д. 3А	Государственные учреждения	Восточный административный округ
56	Государственное бюджетное образовательное учреждение города Москвы детский сад № 843	Москва, улица Новогиреевская, дом 6	Государственные учреждения	Восточный административный округ
57	Государственное бюджетное образовательное учреждение города Москвы детский сад № 93	Москва, проспект Буденного д.20А	Государственные учреждения	Восточный административный округ
58	Государственное бюджетное образовательное учреждение города Москвы детский сад № 989	Москва, Открытое шоссе, дом 23	Государственные учреждения	Восточный административный округ
59	Государственное бюджетное образовательное учреждение города Москвы детский сад №144	Москва, Алтайская ул., д.6А	Государственные учреждения	Восточный административный округ
60	Государственное бюджетное образовательное учреждение города Москвы детский сад №1518	Москва, ул. Перовская, дом 47,стр.1	Государственные учреждения	Восточный административный округ
61	Государственное бюджетное образовательное учреждение города Москвы детский сад №1527	Москва, ул. Реутовская, дом 2Б	Государственные учреждения	Восточный административный округ
62	Государственное бюджетное образовательное учреждение города Москвы детский сад №201	Москва, ул.Амурская, д. 21	Государственные учреждения	Восточный административный округ
63	Государственное бюджетное образовательное учреждение города Москвы детский сад №2442	Москва, ул. Камчатская,дом 23	Государственные учреждения	Восточный административный округ
64	Государственное бюджетное образовательное учреждение города Москвы детский сад №2614	Москва, ул. Лухмановская, д.30А	Государственные учреждения	Восточный административный округ
65	Государственное бюджетное образовательное учреждение города Москвы детский сад №327	Москва, ул.Первомайская, д.4	Государственные учреждения	Восточный административный округ
66	Государственное бюджетное образовательное учреждение города Москвы детский сад №575	Москва, 5-я Парковая улица, д.57а	Государственные учреждения	Восточный административный округ
67	Государственное бюджетное образовательное учреждение города Москвы детский сад №85	Москва, ул.Большая Косинская,дом 18, корпус 1	Государственные учреждения	Восточный административный округ
68	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1009	Москва, ул.Кетчерская, д.8 Б	Государственные учреждения	Восточный административный округ
69	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1041	Москва, Погонный проезд, д.27	Государственные учреждения	Восточный административный округ
70	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1157	Москва ул. Чусовская д.6	Государственные учреждения	Восточный административный округ
71	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1287	Москва,ул.Красный Казанец, д,19 А, строение 1	Государственные учреждения	Восточный административный округ
72	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1324	Москва, ул.Алтайская, д.34 а	Государственные учреждения	Восточный административный округ
73	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1337	Москва, ул.Русаковская, д.18/20	Государственные учреждения	Восточный административный округ
74	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1402	Москва, Щелковское шоссе, д. 91	Государственные учреждения	Восточный административный округ
75	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 143	Москва, Открытое шоссе, д.3	Государственные учреждения	Восточный административный округ
76	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1475	Москва, улица Ивантеевская, дом 32 Б	Государственные учреждения	Восточный административный округ
77	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1522	Москва, ул. Первомайская, дом 104	Государственные учреждения	Восточный административный округ
78	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1547	Москва, 2-я Владимирская улица, дом 24	Государственные учреждения	Восточный административный округ
79	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1551	Москва, улица Союзный проспект, д.7	Государственные учреждения	Восточный административный округ
80	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1560	Москва, ул. Охотничья, д.8	Государственные учреждения	Восточный административный округ
81	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1602	Москва, улица Молостовых, д.9 Б	Государственные учреждения	Восточный административный округ
82	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1654	Москва, Байкальская ул., д.49 А	Государственные учреждения	Восточный административный округ
83	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1697	Москва, ул. Салтыковская, д. 21 А	Государственные учреждения	Восточный административный округ
84	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1747	Москва, ул.Уссурийская, д.8 А	Государственные учреждения	Восточный административный округ
85	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1812	Москва, Зельев переулок, д.3 А	Государственные учреждения	Восточный административный округ
86	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1872	Москва, улица Открытое шоссе дом 27	Государственные учреждения	Восточный административный округ
87	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1879	Москва, ул. Перовская 26 А	Государственные учреждения	Восточный административный округ
88	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1896	Москва, ул. Старый гай, д. 12 А	Государственные учреждения	Восточный административный округ
89	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1957	Москва, Открытое шоссе, д. 31 А	Государственные учреждения	Восточный административный округ
90	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2001	Москва, улица Металлургов, д.28 А	Государственные учреждения	Восточный административный округ
91	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2052		Государственные учреждения	Восточный административный округ
92	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2092	Москва, ул.Суздальская д.22А	Государственные учреждения	Восточный административный округ
93	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2229	Москва, улица Саянская, д.13 А	Государственные учреждения	Восточный административный округ
94	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2250	Москва, Сиреневый бул., д.69А	Государственные учреждения	Восточный административный округ
95	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2386	Москва, Щелковское шоссе,д.14А	Государственные учреждения	Восточный административный округ
96	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 283	Москва, 13-я Парковая ул.,д.30	Государственные учреждения	Восточный административный округ
97	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 381	Москва, ул. 3-я Гражданская, д.64 А	Государственные учреждения	Восточный административный округ
98	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 635	Москва, Напольный проезд, дом 3	Государственные учреждения	Восточный административный округ
99	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 761	Москва, ул. Вешняковская ,д. 25А	Государственные учреждения	Восточный административный округ
100	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 813	Москва, ул. Кетчерская, д.6А	Государственные учреждения	Восточный административный округ
101	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 876	Москва, ул. Реутовская, д. 24 А	Государственные учреждения	Восточный административный округ
102	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 886	Москва, ул. Вешняковская, д. 4Б	Государственные учреждения	Восточный административный округ
103	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 970	Москва, 11-я Парковая ул., д. 5 а.	Государственные учреждения	Восточный административный округ
104	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 991	Москва, Б.Купавенский пр. д.4 А.	Государственные учреждения	Восточный административный округ
105	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1290	Москва, улица Фрязевская, д.11 а	Государственные учреждения	Восточный административный округ
106	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №239	Москва, Щелковское шоссе, д. 82 А	Государственные учреждения	Восточный административный округ
107	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №2616	Москва, ул. Лухмановская,д. 13А	Государственные учреждения	Восточный административный округ
108	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №437	Москва, бул. Маршала Рокоссовского, д. 26	Государственные учреждения	Восточный административный округ
109	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1125	Москва, ул. Молдагуловой, дом 20	Государственные учреждения	Восточный административный округ
110	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1860	Москва, Олений вал ул., д. 22 Б	Государственные учреждения	Восточный административный округ
111	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1898	Москва, ул. Саянская, д. 15Г	Государственные учреждения	Восточный административный округ
112	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1901	Москва, ул.Чечулина, д.20 А	Государственные учреждения	Восточный административный округ
113	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1907	Москва, ул. Молдагуловой, д.16-А	Государственные учреждения	Восточный административный округ
114	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 273	Москва,Открытое шоссе, 26 Б	Государственные учреждения	Восточный административный округ
115	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 276	Москва, ул.15 Парковая, дом 20 А	Государственные учреждения	Восточный административный округ
116	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 605	Москва, ул. Николая Химушина, д.17А	Государственные учреждения	Восточный административный округ
117	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 724	Москва, ул. Металлургов, д. 16	Государственные учреждения	Восточный административный округ
118	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 861	Московская обл., Раменский район, пос. Кратово, ул. Старомосковская, д.12	Государственные учреждения	Восточный административный округ
119	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №1764	Москва,Уссурийская ул., дом 9 А	Государственные учреждения	Восточный административный округ
120	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №609	Москва, улица Бориса Жигуленкова, д. 11	Государственные учреждения	Восточный административный округ
121	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1694	Москва, ул. Новокосинская, д.44А	Государственные учреждения	Восточный административный округ
122	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №1307	Москва,ул.Снайперская,д.5-а	Государственные учреждения	Восточный административный округ
123	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 106	Москва, ул. Ветлужская, д.4 А	Государственные учреждения	Восточный административный округ
124	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2078	Москва, ул. Егерьская, д.2.	Государственные учреждения	Восточный административный округ
125	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2280	Москва, 5-я Парковая ул., д. 5 а	Государственные учреждения	Восточный административный округ
126	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2525	Москва, улица Рудневка, дом 26	Государственные учреждения	Восточный административный округ
127	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 36	Москва 9-я ул. Соколиная Гора д. 5 А	Государственные учреждения	Восточный административный округ
128	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 374	Москва, ул. Перовская д.42 Б	Государственные учреждения	Восточный административный округ
