"ID","OKRUG","TYPE","NAME","SHORT_NAME"
636,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1926","Сокращенное наименование: ГБОУ гимназия №1926 "
637,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия №1452 «Богородская»","Сокращенное наименование: ГБОУ гимназия №1452 «Богородская»"
638,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №917","Сокращенное наименование: ГБОУ СОШ №917"
639,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №382","Сокращенное наименование: ГБОУ СОШ №382"
640,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2026","Сокращенное наименование: ГБОУ СОШ №2026"
641,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1927","Сокращенное наименование: ГБОУ СОШ №1927 "
642,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 422 «Перово»","Сокращенное наименование: ГБОУ СОШ № 422 «Перово»"
643,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2031","Сокращенное наименование: ГБОУ СОШ №2031"
644,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением  математики №1360","Сокращенное наименование: ГБОУ СОШ №1360"
645,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1688","Сокращенное наименование: ГБОУ СОШ №1688"
646,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1352","Сокращенное наименование: ГБОУ СОШ №1352"
647,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 2072","Сокращенное наименование: ГБОУ гимназия №2072"
648,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 364","Сокращенное наименование: ГБОУ СОШ №364"
649,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2036","Сокращенное наименование: ГБОУ СОШ №2036"
650,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1048 «Новокосино» ","Сокращенное наименование: ГБОУ гимназия №1048 «Новокосино»"
651,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 351 ","Сокращенное наименование: ГБОУ СОШ №351"
652,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1269 ","Сокращенное наименование: ГБОУ СОШ №1269"
653,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 319 ","Сокращенное наименование: ГБОУ СОШ №319"
654,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 448 ","Сокращенное наименование: ГБОУ СОШ №448"
655,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1035","Сокращенное наименование: ГБОУ СОШ №1035"
656,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 360","Сокращенное наименование: ГБОУ СОШ №360"
657,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 429 «Соколиная гора»","Сокращенное наименование: ГБОУ лицей №429 «Соколиная гора»"
658,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 273","Сокращенное наименование: ГБОУ СОШ № 273 "
659,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 «Лосиный остров»","Сокращенное наименование: ГБОУ СОШ № 368 «Лосиный остров»"
660,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы лицей № 1598","Сокращенное наименование: ГБОУ лицей № 1598"
661,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 347","Сокращенное наименование: ГБОУ СОШ № 347"
662,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 428","Сокращенное наименование: ГБОУ СОШ № 428"
663,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1476","Сокращенное наименование: ГБОУ гимназия № 1476"
664,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 400","Сокращенное наименование: ГБОУ СОШ № 400"
665,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1021","Сокращенное наименование: ГБОУ СОШ № 1021"
666,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1690 «Преображенская школа»","Сокращенное наименование: ГБОУ Преображенская школа № 1690"
667,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1246","Сокращенное наименование: ГБОУ СОШ № 1246"
668,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 376","Сокращенное наименование: ГБОУ СОШ № 376"
669,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1563 ","Сокращенное наименование: ГБОУ гимназия № 1563"
670,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 810","Сокращенное наименование: ГБОУ СОШ № 810"
671,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2032","Сокращенное наименование: ГБОУ СОШ № 2032"
672,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1925","Сокращенное наименование: ГБОУ гимназия № 1925"
673,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 650","Сокращенное наименование: ГБОУ СОШ № 650"
674,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1505 «Московская городская педагогическая гимназия-лаборатория»","Сокращенное наименование: ГБОУ гимназия № 1505"
675,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 664","Сокращенное наименование: ГБОУ СОШ № 664"
676,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 647","Сокращенное наименование: ГБОУ СОШ № 647"
677,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 633","Сокращенное наименование: ГБОУ СОШ № 633"
678,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1852","Сокращенное наименование: ГБОУ СОШ № 1852"
679,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы Измайловская гимназия № 1508 ","Сокращенное наименование: ГБОУ Измайловская гимназия № 1508  "
680,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 445","Сокращенное наименование: ГБОУ СОШ № 445"
681,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 402 имени Алии Молдагуловой","Сокращенное наименование: ГБОУ гимназия № 402 им. Алии Молдагуловой"
682,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 920","Сокращенное наименование: ГБОУ СОШ № 920"
683,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2035","Сокращенное наименование: ГБОУ СОШ № 2035"
684,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1512","Сокращенное наименование: ГБОУ гимназия № 1512"
685,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1268","Сокращенное наименование: ГБОУ СОШ № 1268"
686,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1022","Сокращенное наименование: ГБОУ СОШ № 1022"
687,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы Вешняковская лингвистическая гимназия № 1389","Сокращенное наименование: ГБОУ Вешняковская лингвистическая гимназия № 1389"
688,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2108 «Альфа»","Сокращенное наименование: ГБОУ СОШ № 2108 «Альфа»"
689,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия №1748 «Вертикаль»","Сокращенное наименование: ГБОУ гимназия №1748 «Вертикаль»"
690,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей  № 1795 «Лосиноостровский» ","Сокращенное наименование: ГБОУ лицей  № 1795  «Лосиноостровский»"
691,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1504","Сокращенное наименование: ГБОУ Гимназия № 1504"
692,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 2033","Сокращенное наименование: ГБОУ СОШ № 2033"
693,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 922 ","Сокращенное наименование: ГБОУ СОШ № 922 "
694,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2093 имени А.Н. Савельева","Сокращенное наименование: ГБОУ СОШ № 2093"
695,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2094","Сокращенное наименование: ГБОУ СОШ № 2094"
696,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1475","Сокращенное наименование: ГБОУ СОШ № 1475"
697,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 892 ","Сокращенное наименование: ГБОУ СОШ № 892"
698,"Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1796 «Гольяново»","Сокращенное наименование: ГБОУ гимназия № 1796 «Гольяново»"
699,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 799","Сокращенное наименование: ГБОУ СОШ № 799"
700,"Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1078","Сокращенное наименование: ГБОУ СОШ № 1078"
701,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1114  ",
702,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №41  ",
703,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №587",
704,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия №1584",
705,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1000",
706,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1002",
707,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1726  ",
708,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №591  ",
709,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97  ",
710,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1465 имени адмирала Н.Г. Кузнецова",
711,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №2098",
712,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад №463",
713,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1248",
714,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 914",
715,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 844",
716,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 56 имени академика В.А. Легасова","Сокращенное наименование: ГБОУ СОШ №56"
717,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 712","Сокращенное наименование: ГБОУ СОШ №712"
718,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1541","Сокращенное наименование: гимназия №1541"
719,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 587","Сокращенное наименование: ГБОУ СОШ №587"
720,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 14","Сокращенное наименование: ГБОУ СОШ № 14"
721,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 55","Сокращенное наименование: ГБОУ СОШ №55"
722,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 63 ","Сокращенное наименование: ГБОУ СОШ №63"
723,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 64 ","Сокращенное наименование: ГБОУ СОШ №64"
724,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 99","Сокращенное наименование: ГБОУ СОШ № 99"
725,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 262","Сокращенное наименование: ГБОУ СОШ № 262"
726,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 323","Сокращенное наименование: ГБОУ СОШ №323"
727,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 389","Сокращенное наименование: ГБОУ СОШ №389"
728,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806","Сокращенное наименование: ГБОУ СОШ № 806"
729,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 808","Сокращенное наименование: ГБОУ СОШ  № 808"
730,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 814","Сокращенное наименование: ГБОУ СОШ № 814"
731,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 875 ","Сокращенное наименование: ГБОУ СОШ № 875"
732,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1007","Сокращенное наименование: ГБОУ СОШ № 1007"
733,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1008 ","Сокращенное наименование: ГБОУ СОШ № 1008"
734,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1017","Сокращенное наименование: ГБОУ СОШ №1017"
735,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1238","Сокращенное наименование: ГБОУ СОШ № 1238"
736,"Западный административный округ","присоединение
","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1371","Сокращенное наименование: ГБОУ СОШ № 1371"
737,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук № 1376  ","Сокращенное наименование: ГБОУ СОШ № 1376"
738,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1400 ","Сокращенное наименование: ГБОУ СОШ № 1400"
739,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1432 «Новая школа»","Сокращенное наименование: ГБОУ СОШ №1432 «Новая школа»"
740,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1436","Сокращенное наименование: ГБОУ СОШ №1436"
741,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1437 ","Сокращенное наименование: ГБОУ СОШ №1437"
742,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1438","Сокращенное наименование: ГБОУ СОШ № 1438"
743,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1455","Сокращенное наименование: ГБОУ СОШ № 1455"
744,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1467","Сокращенное наименование: ГБОУ СОШ № 1467"
745,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия №1593","Сокращенное наименование: ГБОУ гимназия №1593"
746,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 12","Сокращенное наименование: ГБОУ СОШ № 12"
747,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74","Сокращенное наименование: ГБОУ СОШ №74"
748,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 98","Сокращенное наименование: ГБОУ СОШ № 98"
749,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 261","Сокращенное наименование: ГБОУ СОШ № 261"
750,"Западный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 384 имени Д.К. Корнеева","Сокращенное наименование: ГБОУ СОШ № 384"
751,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города  Москвы средняя общеобразовательная школа № 843","Сокращенное наименование: ГБОУ СОШ № 843"
752,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 888 ","Сокращенное наименование: ГБОУ СОШ №888"
753,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1118","Сокращенное наименование: ГБОУ СОШ №1118"
754,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1232","Сокращенное наименование: ГБОУ СОШ № 1232"
755,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 72","Сокращенное наименование: ГБОУ СОШ  № 72"
756,"Западный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1465 имени адмирала Н.Г. Кузнецова ","Сокращенное наименование: ГБОУ СОШ № 1465"
