"ID","OKRUG","TYPE","NAME","SHORT_NAME"
218,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1320",
219,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 711",
220,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1848",
221,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 937",
222,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы детский сад № 2151",
223,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 289",
224,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 254",
225,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281",
226,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1531 «Лингвистическая»",
227,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 258",
228,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1779",
229,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1554",
230,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 305",
231,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 311",
232,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2044","Сокращенное наименование: ГБОУ СОШ №2044"
233,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 967","Сокращенное наименование: ГБОУ СОШ №967"
234,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 951","Сокращенное наименование: ГБОУ СОШ №951"
235,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416","Сокращенное наименование: ГБОУ СОШ №1416"
236,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 709","Сокращенное наименование: ГБОУ СОШ №709"
237,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1378","Сокращенное наименование: ГБОУ СОШ №1378"
238,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1573","Сокращенное наименование: ГБОУ гимназия № 1573"
239,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 332","Сокращенное наименование: ГБОУ СОШ № 332"
240,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1577","Сокращенное наименование: ГБОУ гимназия №1577"
241,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 763","Сокращенное наименование: ГБОУ СОШ № 763"
242,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1449","Сокращенное наименование: ГБОУ СОШ № 1449"
243,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 305","Сокращенное наименование: ГБОУ СОШ № 305"
244,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1412","Сокращенное наименование: ГБОУ СОШ № 1412"
245,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1444","Сокращенное наименование: ГБОУ СОШ № 1444"
246,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1370 ","Сокращенное наименование: ГБОУ СОШ № 1370 "
247,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1095","Сокращенное наименование: ГБОУ СОШ № 1095"
248,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281","Сокращенное наименование: ГБОУ СОШ № 281"
249,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 252","Сокращенное наименование: ГБОУ СОШ № 252"
250,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы Государственная столичная гимназия","Сокращенное наименование: ГБОУ Государственная столичная гимназия "
251,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 756","Сокращенное наименование: ГБОУ СОШ № 756"
252,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1414","Сокращенное наименование: ГБОУ СОШ № 1414"
253,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 311","Сокращенное наименование: ГБОУ СОШ № 311"
254,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415 ","Сокращенное наименование: ГБОУ СОШ №1415"
255,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1464","Сокращенное наименование: ГБОУ СОШ № 1464"
256,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 230 имени С.В. Милашенкова","Сокращенное наименование: ГБОУ города Москвы средняя общеобразовательная школа № 230 "
257,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа углубленным изучением иностранного языка № 1236","Сокращенное наименование: ГБОУ СОШ №1236"
258,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 910","Сокращенное наименование: ГБОУ СОШ № 910"
259,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1558 имени Росалии де Кастро","Сокращенное наименование: ГБОУ гимназия № 1558"
260,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 963","Сокращенное наименование: ГБОУ СОШ № 963"
261,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1413","Сокращенное наименование: ГБОУ СОШ № 1413"
262,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 283","Сокращенное наименование: ГБОУ СОШ № 283"
263,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы лицей  информационных технологий № 1537","Сокращенное наименование: ГБОУ лицей  №1537"
264,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 289","Сокращенное наименование: ГБОУ СОШ № 289"
265,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 277","Сокращенное наименование: ГБОУ СОШ № 277"
266,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1138","Сокращенное наименование: ГБОУ СОШ № 1138"
267,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 968","Сокращенное наименование: ГБОУ СОШ № 968"
268,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 1568 имени Пабло Неруды","Сокращенное наименование: ГБОУ лицей № 1568"
269,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1572","Сокращенное наименование: ГБОУ гимназия  №1572"
270,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 276","Сокращенное наименование: ГБОУ СОШ № 276"
271,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 285 имени В.А. Молодцова","Сокращенное наименование:  ГБОУ СОШ № 285"
272,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1494 ","Сокращенное наименование: ГБОУ СОШ № 1494 "
273,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 279 имени А.Т. Твардовского","Сокращенное наименование: ГБОУ СОШ № 279"
274,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1316","Сокращенное наименование: ГБОУ СОШ № 1316"
275,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 180","Сокращенное наименование: ГБОУ СОШ № 180"
276,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 960","Сокращенное наименование: ГБОУ СОШ № 960"
277,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 755","Сокращенное наименование: ГБОУ СОШ № 755"
278,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1518","Сокращенное наименование: ГБОУ Гимназия № 1518"
279,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 750","Сокращенное наименование: ГБОУ СОШ № 750"
280,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1374","Сокращенное наименование: ГБОУ СОШ № 1374"
281,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 306","Сокращенное наименование: ГБОУ СОШ № 306"
282,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 950","Сокращенное наименование: ГБОУ СОШ № 950"
283,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1381","Сокращённое наименование: ГБОУ СОШ № 1381"
284,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 166","Сокращённое наименование: ГБОУ СОШ № 166"
285,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1956","Сокращенное наименование: ГБОУ СОШ № 1956"
286,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1482","Сокращенное наименование: ГБОУ СОШ № 1482"
287,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 956","Сокращенное наименование: ГБОУ СОШ № 956"
288,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 1098","Сокращенное наименование: ГБОУ СОШ № 1098"
289,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 962","Сокращенное наименование: ГБОУ СОШ № 962"
290,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа с углубленным изучением экономики № 240","Сокращенное наименование: ГБОУ СОШ № 240"
291,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы  гимназия № 1554","Сокращенное наименование: ГБОУ гимназия № 1554"
292,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 1430","Сокращенное наименование: ГБОУ СОШ № 1430"
293,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1565 «Свиблово»","Сокращенное наименование: ГБОУ гимназия № 1565 «Свиблово»"
294,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы гимназия № 1539","Сокращенное наименование: ГБОУ гимназия № 1539"
295,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 308","Сокращенное наименование: ГБОУ СОШ № 308"
296,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1051 имени Героя Социалистического Труда Г.В. Кисунько","Сокращенное наименование: ГБОУ СОШ № 1051 имени Г.В. Кисунько"
297,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1201 ","Сокращенное наименование: ГБОУ СОШ № 1201 "
298,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1499 ","Сокращенное наименование: ГБОУ СОШ № 1499"
299,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1470","Сокращенное наименование: ГБОУ СОШ № 1470"
300,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 296","Сокращенное наименование: ГБОУ СОШ № 296"
301,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1411 ","Сокращенное наименование: ГБОУ СОШ № 1411"
302,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 953","Сокращенное наименование: ГБОУ СОШ № 953"
303,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 254","Сокращенное наименование: ГБОУ СОШ № 254"
304,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1491","Сокращенное наименование: ГБОУ СОШ № 1491"
305,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 958","Сокращенное наименование: ГБОУ СОШ № 958"
306,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 760 имени А.П. Маресьева","Сокращенное наименование: ГБОУ СОШ № 760 им. А.П. Маресьева"
307,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1137","Сокращенное наименование: ГБОУ СОШ № 1137"
308,"Северо-Восточный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 606","Сокращенное наименование: ГБОУ СОШ № 606"
309,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с  углубленным изучением английского и немецкого языков № 1955","Сокращенное наименование: ГБОУ СОШ № 1955"
310,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 762","Сокращенное наименование: ГБОУ СОШ № 762"
311,"Северо-Восточный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 237 имени В.Ф. Орлова","Сокращенное наименование: ГБОУ СОШ № 237"
312,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 982 имени маршала бронетанковых войск П.П. Полубоярова",
313,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 879",
314,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2000",
315,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 896",
316,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 978",
317,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 426",
318,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1375",
319,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 504 ",
320,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1466 имени Надежды Рушевой",
321,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 494 имени Героя Российской Федерации А.Н. Рожкова",
322,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение ",
323,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 438",
324,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 998",
325,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 900",
326,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 933",
327,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 534",
328,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1034",
329,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 937 имени Героя Российской Федерации А.В. Перова",
330,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 1158",
331,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 1451",
332,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 492 ",
333,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 547",
334,"Южный административный округ","слияние","Государственное бюджетное образовательное учреждение города Москвы лицей № 507",
335,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 870",
336,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 949 ",
337,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 904","Сокращенное наименование: ГБОУ СОШ №904 "
338,"Южный административный округ","присоединение","Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924","Сокращенное наименование: ГБОУ СОШ №924"
