OBJECTID;ID;NAME;NUMB;TYPE;CURRENT_USE;ADDRESS;OKRUG;RAYON;COMPLEX_ID
1993;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №459;459;школа;1 - 8 классы;;;;499
1924;0;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1718;1718;прогимназия;2 - 3 классы;;;;685
1938;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770 «Московский Кадетский Музыкальный Корпус»;1770;школа;девочки;;;;851
1939;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770 «Московский Кадетский Музыкальный Корпус»;1770;школа;мальчики;;;;851
1908;0;Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1704;1704;начальная школа;начальная школа;;;;801
2003;0;Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа №1771;1771;начальная школа;начальная школа;;;;361
1956;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1620;1620;начальная школа;начальная школа;;;;587
1940;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1632;1632;начальная школа;начальная школа;;;;852
1959;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1649;1649;начальная школа;начальная школа;;;;591
1970;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1658;1658;начальная школа;начальная школа;;;;704
1914;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1856;1856;начальная школа;начальная школа;;;;262
1966;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1616;1616;начальная школа;начальная школа;;;;523
1929;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1645;1645;начальная школа;начальная школа;;;;415
1960;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1676;1676;начальная школа;начальная школа;;;;585
1965;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1850;1850;начальная школа;начальная школа;;;;528
1997;0;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1755;1755;прогимназия;начальная школа;;;;39
1973;0;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1776;1776;прогимназия;начальная школа;;;;135
1996;0;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1938;1938;прогимназия;начальная школа;;;;107
1936;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1858;1858;школа;начальная школа;;;;845
1963;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №126;126;школа;начальная школа;;;;528
1928;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №530;530;школа;начальная школа;;;;448
1961;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279;1279;школа;начальная школа;;;;570
1950;0;Государственное бюджетное образовательное учреждение города Москвы киноколледж №40 «Московская международная киношкола»;40;колледж;средняя школа;;;;963
1958;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением предметной области «Искусство» №95;95;школа-интернат;средняя школа;;;;591
1937;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1858;1858;школа;средняя школа;;;;845
1947;0;Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат №69 «Второй московский кадетский корпус»;69;кадетская школа-интернат;средняя школа;;;;856
1946;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №95;95;школа-интернат;средняя школа;;;;856
1951;0;Государственное бюджетное образовательное учреждение города Москвы «Воробьевы горы»;;лицей;;;;;857
2001;0;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1657;1657;начальная школа;;;;;528
1962;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №109 «Подразделение в ФНКЦ ДГОИ им. Димы Рогачева»;109;школа;;;;;966
1911;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1122;1122;школа;;;;;235
1948;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1426;1426;школа;;;;;363
1918;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1778 «Московский Шереметьевский кадетский корпус»;1778;школа;;;;;283
2007;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»;1784;школа;;;;;206
1995;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №205 имени Героя Советского Союза Е.К. Лютикова;205;школа;;;;;211
1920;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №271;271;школа;;;;;825
1916;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №300;300;школа;;;;;271
1986;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №496;496;школа;;;;;887
2004;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №564;564;школа;;;;;965
1988;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №96;96;школа;;;;;47
1987;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1259;1259;школа;;;;;23
1978;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1233;1233;школа;;;;;20
1985;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №514;514;школа;;;;;887
1971;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат «Интеллектуал»;;школа-интернат;;;;;863
1975;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №42;42;школа-интернат;;;;;874
1977;0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением отдельных предметов №16 «ШИК 16»;16;школа-интернат;;;;;964
1919;0;Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1099;1099;центр образования;;;;;263
1984;0;Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1317;1317;центр образования;;;;;886
1921;0;Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №287 имени С.К.Годовикова;287;центр образования;;;;;825
1969;0;Государственное бюджетное образовательное учреждение города Москвы центр образования №1130;1130;центр образования;;;;;821
1907;0;Государственное бюджетное образовательное учреждение города Москвы центр образования №1863;1863;центр образования;;;ЮЗАО;Южное Бутово;530
1983;0;Государственное бюджетное образовательное учреждение города Москвы центр образования №46;46;центр образования;;;;;885
1942;0;Государственное бюджетное образовательное учреждение города Москвы центр образования №943;943;центр образования;;;;;854
1974;0;Новая школа ЖК «Головино»;;школа;;;;;203
1972;0;Новая школа ЖК «Мичурино»;;школа;;;;;776
1964;0;Новая школа ЖК «Теплый Край»;;школа;;;;;528
1;19;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1138;1138;школа;средняя школа;129329, город Москва, Тенистый проезд, д. 8, строение 1;СВАО;Свиблово;293
2;20;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №398;398;школа;;109542, Москва, ул. Хлобыстова, д. 14, корп. 3;ЮВАО;Выхино-Жулебино;431
193;21;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №745;745;школа;;127562 г. Москва, Алтуфьевское шоссе, д. 30а;СВАО;Отрадное;304
194;22;Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»;548;центр образования;5 - 8 классы;115582 г.Москва, ул. Домодедовская д35, к.2;ЮАО;Орехово-Борисово Северное;855
195;22;Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»;548;центр образования;9 - 11 классы;115582 г.Москва, ул. Домодедовская д35, к.2;ЮАО;Орехово-Борисово Северное;855
197;22;Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»;548;центр образования;начальная школа;115582 г.Москва, ул. Домодедовская д35, к.2;ЮАО;Орехово-Борисово Северное;855
4;23;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1627;1627;прогимназия;начальная школа;127490, г. Москва, ул. Пестеля, д.5,9А;СВАО;Отрадное;291
3;23;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1709;1709;прогимназия;начальная школа;127490, г. Москва, ул. Пестеля, д.5,9А;СВАО;Отрадное;291
5;23;Государственное бюджетное образовательное учреждение города Москвы гимназия №1554;1554;гимназия;средняя школа;127490, г. Москва, ул. Пестеля, д.5,9А;СВАО;Отрадное;291
6;24;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2033;2033;школа;;105425,Москва,Щелковское шоссе, дом 26А;ВАО;Северное Измайлово;692
198;25;Государственное бюджетное образовательное учреждение города Москвы центр образования №1495;1495;центр образования;;111674 г.Москва ул.Святоозерская д.17;ВАО;Косино-Ухтомский;889
199;26;Государственное бюджетное образовательное учреждение города Москвы гимназия №1290;1290;гимназия;;105043, г. Москва, ул. Первомайская, д.59, строение 1;ВАО;Измайлово;833
200;27;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315;315;школа;;107140 г. Москва, Русаковская ул., д.10, строение 1 и 3;ЦАО;Красносельский;890
202;28;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №369;369;школа;;107014, г. Москва, ул. Гастелло, дом 3;ВАО;Сокольники;829
203;28;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №708;708;школа;;107014, г. Москва, ул. Гастелло, дом 3;ВАО;Сокольники;618
7;29;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1893;1893;прогимназия;начальная школа;109388, г. Москва, ул. Гурьянова, д. 59;ЮВАО;Печатники;421
205;30;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №149;149;школа;;125080 г. Москва, ул. Врубеля., д. 6;САО;Сокол;891
206;31;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1003;1003;школа;;119618 г.Москва, ул 50 лет Октября, д. 13 А;ЗАО;Солнцево;820
8;32;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1018;1018;школа;;119634 г.Москва, ул. Шолохова, д.20;ЗАО;Ново-Переделкино;758
9;33;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1127;1127;школа;;121609 г.Москва, ул. Крылатские холмы, д. 13;ЗАО;Крылатское;761
10;34;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №55;55;школа;;119501 г.Москва, ул Веерная, д. 38, к.2;ЗАО;Очаково-Матвеевское;730
207;35;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800;800;школа;;121596 г.Москва, ул. Толбухина, д. 7, к.3;ЗАО;Можайский;892
11;36;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814;814;школа;;119501 г.Москва, ул. Веерная, д. 5, корпус 3;ЗАО;Очаково-Матвеевское;730
208;37;Государственное бюджетное образовательное учреждение города Москвы центр образования №1434;1434;центр образования;;119607 г.Москва, ул Раменки д.15 к1;ЗАО;Раменки;866
12;38;Государственное бюджетное образовательное учреждение города Москвы центр образования №1989;1989;центр образования;;109451, г. Москва, ул. Белореченская, д. 45, к. 2;ЮВАО;Марьино;429
14;41;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №402;402;школа;;111538, г. Москва, ул. Косинская, д. 10А;ВАО;Вешняки;681
16;50;Государственное бюджетное образовательное учреждение города Москвы гимназия №1257;1257;гимназия;начальная школа;115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1;ЮАО;Даниловский;348
15;50;Государственное бюджетное образовательное учреждение города Москвы гимназия №1257;1257;гимназия;средняя школа;115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1;ЮАО;Даниловский;348
18;51;Государственное бюджетное образовательное учреждение города Москвы гимназия №1274 имени В.В.Маяковского;1274;гимназия;;115088, г. Москва, ул. 1-я Дубровская, д. 16;ЮВАО;Южнопортовый;496
20;52;Государственное бюджетное образовательное учреждение города Москвы гимназия №1306;1306;гимназия;;119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3;ЗАО;Раменки;774
37;53;Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»;1404;гимназия;;107014, Москва,  ул. Большая Оленья,  д. 3;ВАО;Сокольники;610
39;53;Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»;1404;гимназия;;107014, Москва,  ул. Большая Оленья,  д. 3;ВАО;Сокольники;610
209;54;Государственное бюджетное образовательное учреждение города Москвы гимназия №1503;1503;гимназия;начальная школа;129626, г.Москва, ул.П.Корчагина, д.18;СВАО;Алексеевский;826
210;54;Государственное бюджетное образовательное учреждение города Москвы гимназия №1503;1503;гимназия;средняя школа;129626, г.Москва, ул.П.Корчагина, д.18;СВАО;Алексеевский;826
40;55;Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»;1505;гимназия;средняя школа;107061, г. Москва, улица  2-я Пугачевская, дом 6А;ВАО;Преображенское;674
211;56;Государственное бюджетное образовательное учреждение города Москвы гимназия №1506;1506;гимназия;;127282, г. Москва, ул. Широкая, д.1А;СВАО;Северное Медведково;822
41;57;Государственное бюджетное образовательное учреждение города Москвы гимназия №1507;1507;гимназия;;117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9;ЮЗАО;Тёплый Стан;571
42;58;Государственное бюджетное образовательное учреждение города Москвы гимназия №1512;1512;гимназия;средняя школа;111538, г. Москва, ул. Косинская, д.24А;ВАО;Вешняки;684
43;59;Государственное бюджетное образовательное учреждение города Москвы гимназия №1513 «Московская городская лингвистическая гимназия»;1513;гимназия;средняя школа;121099 г. Москва, Новинский б-р, д.3, стр.2;ЦАО;Арбат;39
44;60;Государственное бюджетное образовательное учреждение города Москвы гимназия №1514;1514;гимназия;средняя школа;119311, г.Москва, ул.Крупской, д.12;ЮЗАО;Ломоносовский;565
45;61;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №131;131;школа;1 - 6 классы;123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2;СЗАО;Хорошёво-Мнёвники;130
46;61;Государственное бюджетное образовательное учреждение города Москвы гимназия №1515;1515;гимназия;7 - 11 классы;123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2;СЗАО;Хорошёво-Мнёвники;130
50;62;Государственное бюджетное образовательное учреждение города Москвы гимназия №1517;1517;гимназия;средняя школа;123103, г. Москва, ул. Живописная, д. 11, корп. 1;СЗАО;Хорошёво-Мнёвники;55
55;62;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №115;115;школа;;123103, г. Москва, ул. Живописная, д. 11, корп. 1;СЗАО;Хорошёво-Мнёвники;55
51;62;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №143;143;школа;;123103, г. Москва, ул. Живописная, д. 11, корп. 1;СЗАО;Хорошёво-Мнёвники;55
48;62;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №593;593;школа;;123103, г. Москва, ул. Живописная, д. 11, корп. 1;СЗАО;Хорошёво-Мнёвники;55
52;62;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №80;80;школа;;123103, г. Москва, ул. Живописная, д. 11, корп. 1;СЗАО;Хорошёво-Мнёвники;55
53;62;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением китайского языка №11;11;школа-интернат;;123103, г. Москва, ул. Живописная, д. 11, корп. 1;СЗАО;Хорошёво-Мнёвники;55
215;63;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №85;85;школа;начальная школа;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;СЗАО;Строгино;124
217;63;Государственное бюджетное образовательное учреждение города Москвы кадетская школа №1721;1721;кадетская школа;средняя школа;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;СЗАО;Строгино;124
216;63;Государственное бюджетное образовательное учреждение города Москвы гимназия №1519;1519;гимназия;средняя школа;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;СЗАО;Строгино;124
212;63;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1622;1622;прогимназия;;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;СЗАО;Строгино;124
218;64;Государственное бюджетное образовательное учреждение города Москвы гимназия №1520 имени Капцовых;1520;гимназия;;125009 г.Москва, Леонтьевский пер., д.19/2, стр.1;ЦАО;Пресненский;880
57;65;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1768;1768;прогимназия;начальная школа;119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8;ЦАО;Хамовники;20
56;65;Государственное бюджетное образовательное учреждение города Москвы гимназия №1521;1521;гимназия;средняя школа;119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8;ЦАО;Хамовники;20
219;66;Государственное бюджетное образовательное учреждение города Москвы гимназия №1522;1522;гимназия;средняя школа;123423, г. Москва, ул. Народного Ополчения, д. 16, корп. 4;СЗАО;Хорошёво-Мнёвники;893
220;67;Государственное бюджетное образовательное учреждение города Москвы гимназия №1526;1526;гимназия;;117535 г. Москва, ул. Дорожная д. 20А;ЮАО;Чертаново Южное;894
221;68;Государственное бюджетное образовательное учреждение города Москвы гимназия №1527;1527;гимназия;начальная школа;115470 г. Москва, проспект Андропова,д.17,к.5;ЮАО;Нагатинский Затон;850
222;68;Государственное бюджетное образовательное учреждение города Москвы гимназия №1527;1527;гимназия;средняя школа;115470 г. Москва, проспект Андропова,д.17,к.5;ЮАО;Нагатинский Затон;850
58;69;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1667;1667;прогимназия;начальная школа;124527, г. Москва, Зеленоград, корп. 817;ЗелАО;Старое Крюково;783
59;69;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1717;1528;прогимназия;начальная школа;124527, г. Москва, Зеленоград, корп. 817;ЗелАО;Старое Крюково;783
60;69;Государственное бюджетное образовательное учреждение города Москвы гимназия №1528;1528;гимназия;;124527, г. Москва, Зеленоград, корп. 817;ЗелАО;Старое Крюково;783
61;70;Государственное бюджетное образовательное учреждение города Москвы гимназия №1529 имени А.С.Грибоедова;1529;гимназия;;119034 г.Москва, 2-ой Обыденский пер, д.9;ЦАО;Хамовники;25
223;71;Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»;1530;гимназия;;107014, Москва, ул. Егерская, д. 4;ВАО;Сокольники;829
224;71;Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»;1530;гимназия;;107014, Москва, ул. Егерская, д. 4;ВАО;Сокольники;829
65;72;Государственное бюджетное образовательное учреждение города Москвы прогимназия №1756;1756;прогимназия;начальная школа;129085, г. Москва, ул. Годовикова, д.4, стр.3;СВАО;Останкинский;226
63;72;Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»;1531;гимназия;средняя школа;129085, г. Москва, ул. Годовикова, д.4, стр.3;СВАО;Останкинский;226
66;73;Государственное бюджетное образовательное учреждение города Москвы гимназия №1532;1532;гимназия;;117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3;ЮЗАО;Тёплый Стан;523
67;74;Государственное бюджетное образовательное учреждение города Москвы гимназия №1534;1534;гимназия;;117036, г.Москва, ул.Кедрова, д.11;ЮЗАО;Академический;588
68;75;Государственное бюджетное образовательное учреждение города Москвы гимназия №1536;1536;гимназия;средняя школа;119261, г.Москва, Ленинский проспект, дом 83 А;ЮЗАО;Ломоносовский;561
69;76;Государственное бюджетное образовательное учреждение города Москвы гимназия №1538;1538;гимназия;;"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;";СЗАО;Митино;62
70;76;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и информационных технологий №1339;1538;школа;;"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;";СЗАО;Митино;62
71;77;Государственное бюджетное образовательное учреждение города Москвы гимназия №1540;1540;гимназия;средняя школа;103055 г. Москва, Новослободская ул., д.57, стр.1;ЦАО;Тверской;37
72;78;Государственное бюджетное образовательное учреждение города Москвы гимназия №1541;1541;гимназия;;119415 г. Москва, пр. Вернадского, д. 55;ЗАО;Проспект Вернадского;718
73;79;Государственное бюджетное образовательное учреждение города Москвы гимназия №1542;1542;гимназия;средняя школа;119620, г. Москва, ул. Авиаторов, дом 8, корпус 2;ЗАО;Солнцево;779
74;80;Государственное бюджетное образовательное учреждение города Москвы гимназия №1544;1544;гимназия;средняя школа;125222, г. Москва, ул. Пенягинская, д. 14;СЗАО;Митино;107
77;81;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №828;828;школа;начальная школа;125364, г. Москва, ул. Свободы, д. 42, корп. 2;СЗАО;Южное Тушино;79
79;81;Государственное бюджетное образовательное учреждение города Москвы гимназия №1551;1551;гимназия;средняя школа;125364, г. Москва, ул. Свободы, д. 42, корп. 2;СЗАО;Южное Тушино;79
75;81;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №677;677;школа;средняя школа;125364, г. Москва, ул. Свободы, д. 42, корп. 2;СЗАО;Южное Тушино;79
225;82;Государственное бюджетное образовательное учреждение города Москвы гимназия №1552;1552;гимназия;;115580 г. Москва, ул. М.Джалиля, д. 25;ЮАО;Зябликово;854
82;83;Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро;1558;гимназия;;129327,  Москва, Чукотский проезд, д. 6;СВАО;Бабушкинский;259
84;84;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1967;1967;школа;1 - 6 классы;109341, г.Москва, ул. Братиславская, дом 4;ЮВАО;Марьино;433
85;84;Государственное бюджетное образовательное учреждение города Москвы гимназия №1562 имени Артема Боровика;1562;гимназия;1 - 9 классы;109341, г.Москва, ул. Братиславская, дом 4;ЮВАО;Марьино;433
86;85;Государственное бюджетное образовательное учреждение города Москвы гимназия №1565 «Свиблово»;1565;гимназия;средняя школа;129323, г. Москва, ул. Седова, д. 4, корп. 1;СВАО;Свиблово;293
87;86;Государственное бюджетное образовательное учреждение города Москвы гимназия №1566;1566;гимназия;;109652, г. Москва, Мячковский бульвар, дом 14, к. 3;ЮВАО;Марьино;459
226;87;Государственное бюджетное образовательное учреждение города Москвы гимназия №1567;1567;гимназия;;121170 г.Москва, Кутузовский проезд, д.10, стр.1;ЗАО;Дорогомилово;859
228;88;Государственное бюджетное образовательное учреждение города Москвы гимназия №1569 «Созвездие»;1569;гимназия;начальная школа;115573 г. Москва, ул. Мусы Джалиля, д.36,к.2;ЮАО;Зябликово;852
227;88;Государственное бюджетное образовательное учреждение города Москвы гимназия №1569 «Созвездие»;1569;гимназия;средняя школа;115573 г. Москва, ул. Мусы Джалиля, д.36,к.2;ЮАО;Зябликово;852
88;89;Государственное бюджетное образовательное учреждение города Москвы гимназия №1570;1570;гимназия;средняя школа;125040, г. Москва, 5-я улица Ямского поля, д. 28/32;САО;Беговой;175
89;90;Государственное бюджетное образовательное учреждение города Москвы гимназия №1572;1572;гимназия;;127018, г.Москва, Октябрьский пер., д.11;СВАО;Марьина Роща;311
90;91;Государственное бюджетное образовательное учреждение города Москвы гимназия №1573;1573;гимназия;;127253, г. Москва, ул. Псковская, д.11;СВАО;Лианозово;238
91;92;Государственное бюджетное образовательное учреждение города Москвы гимназия №1576;1576;гимназия;;125299, г. Москва, ул. Большая Академическая, д.22-А;САО;Коптево;177
92;93;Государственное бюджетное образовательное учреждение города Москвы гимназия №1577;1577;гимназия;;129337, г. Москва, Ярославское шоссе, дом ( владение) 8, корп. 6;СВАО;Ярославский;240
