OBJECTID;ID;NAME;NUMB;TYPE;CURRENT_USE;ADDRESS;OKRUG;RAYON;COMPLEX_ID
1557;1119;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики №506;506;школа;;115432, г. Москва, ул. Трофимова, дом 13 а;ЮВАО;Южнопортовый;448
1558;1120;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики и информатики №1355;1355;школа;;117623, г.Москва, ул. Джанкойская, д.7;ЮЗАО;Южное Бутово;607
1559;1121;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1022;1022;школа;;111621, г.Москва, Муромская ул., д.1А;ВАО;Косино-Ухтомский;686
1560;1122;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (греческим) компонентом образования №551;551;школа;;117556 г.Москва, Чонгарский б-р, д.12;ЮАО;Нагорный;367
1809;1123;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования №1331;1331;школа;;121002 г.Москва, Сивцев Вражек пер., д.18;ЦАО;Арбат;948
1561;1124;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования №223;223;школа;;125171 г. Москва, улица 3-ая Радиаторская, д. 8А;САО;Войковский;189
1562;1125;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования №1621;1621;школа;;107078 Москва, Малый Козловский пер., д.3;ЦАО;Басманный;40
1565;1126;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1107;1107;школа;;117593, г.Москва, Соловьиный проезд, дом 4, корпус 2;ЮЗАО;Ясенево;581
1810;1127;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №225;225;школа;;125130, г. Москва, улица Клары Цеткин, дом 27;САО;Войковский;872
1811;1128;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №838;838;школа;средняя школа;115487 г. Москва, ул. Новинки,дом 8;ЮАО;Нагатинский Затон;334
1566;1129;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №868;868;школа;;115516 г. Москва, ул. Севанская, дом №13 корп.2;ЮАО;Царицыно;376
1567;1130;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №877;877;школа;;115404 Москва,ул.Бирюлевская, д.23 корп.1;ЮАО;Бирюлёво Восточное;356
1570;1131;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №992;992;школа;начальная школа;115408 город Москва, улица Борисовские пруды, дом 36,корпус 2;ЮАО;Братеево;324
1569;1131;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским)компонентом образования №998;998;школа;средняя школа;115408 город Москва, улица Борисовские пруды, дом 36,корпус 2;ЮАО;Братеево;324
1571;1131;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №999;999;школа;средняя школа;115408 город Москва, улица Борисовские пруды, дом 36,корпус 2;ЮАО;Братеево;324
1812;1132;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (азербайджанским) компонентом образования №157 имени К.А. Керимова;157;школа;;125493 г. Москва, Кронштадский б-р, д.33;САО;Головинский;949
1813;1133;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (корейским) компонентом образования №1086;1086;школа;;117279, г.Москва, ул.Введенского, д.32-А;ЮЗАО;Коньково;557
1573;1134;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1148 имени Ф.М.Достоевского;1148;школа;;109387, г. Москва, ул. Краснодонская д.2, кор.4;ЮВАО;Люблино;481
1574;1135;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №1316;1316;школа;;127221, г. Москва, улица Молодцова, дом 4, строение 1;СВАО;Северное Медведково;233
1575;1136;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №141;141;школа;;123308,  г. Москва, ул. Зорге, д. 4;САО;Хорошёвский;191
1814;1137;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (татарским) компонентом образования №1186 имени Мусы Джалиля;1186;школа;;109559, г. Москва, ул. Белореченская, д. 19, корп. 2;ЮВАО;Люблино;950
1815;1138;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования №1871;1871;школа;;101000 г. Москва, ул. Мясницкая, д.40;ЦАО;Басманный;951
1816;1139;Государственное бюджетное образовательное учреждение города Москвы центр образования №656 имени А.С. Макаренко;656;центр образования;;127474, г. Москва, Бескудниковский бульвар, дом 29;САО;Бескудниковский;952
1576;1145;Государственное бюджетное образовательное учреждение города Москвы центр образования №1048;1048;центр образования;;111672, Москва, ул.Салтыковская, д.13 Б;ВАО;Новокосино;650
1577;1146;Государственное бюджетное образовательное учреждение города Москвы центр образования №1085;1085;центр образования;;109548, г. Москва, ул. Гурьянова, д. 15;ЮВАО;Печатники;497
1578;1147;Государственное бюджетное образовательное учреждение города Москвы центр образования №1089 «Коллаж»;1089;центр образования;;123154, г.Москва, ул.Берзарина, д.19, корп.2;СЗАО;Хорошёво-Мнёвники;122
1820;1148;Государственное бюджетное образовательное учреждение города Москвы центр образования №109;109;центр образования;начальная школа;117513 г. Москва, ул. Академика Бакулева, д. 20;ЮЗАО;Тёплый Стан;966
1818;1148;Государственное бюджетное образовательное учреждение города Москвы центр образования №109;109;центр образования;средняя школа;117513 г. Москва, ул. Академика Бакулева, д. 20;ЮЗАО;Тёплый Стан;966
1821;1149;Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1674;1674;начальная школа;начальная школа;121609 г. Москва, ул. Осенняя, д.8, к.1,3;ЗАО;Крылатское;821
1823;1149;Государственное бюджетное образовательное учреждение города Москвы центр образования №1130;1130;центр образования;;121609 г. Москва, ул. Осенняя, д.8, к.1,3;ЗАО;Крылатское;821
1825;1150;Государственное бюджетное образовательное учреждение города Москвы центр образования №117;117;центр образования;;117393, г. Москва, ул. Академика Пилюгина, дом 18, корпус 1;ЮЗАО;Ломоносовский;537
1579;1151;Государственное бюджетное образовательное учреждение города Москвы центр образования №118;118;центр образования;;119311, г.Москва, Ленинский проспект, д.76;ЮЗАО;Ломоносовский;563
1826;1152;Государственное бюджетное образовательное учреждение города Москвы центр образования №1239;1239;центр образования;;123001 г.Москва, Вспольный пер.,д.6, стр.3;ЦАО;Пресненский;883
1581;1153;Государственное бюджетное образовательное учреждение города Москвы центр образования №1240;1240;центр образования;;123056 г.Москва, Б.Кондратьевский пер., д.3;ЦАО;Пресненский;47
1827;1154;Государственное бюджетное образовательное учреждение города Москвы центр образования №1296;1296;центр образования;;127591, г. Москва, Керамический проезд, дом 55, корпус 3;САО;Восточное Дегунино;953
1828;1155;Государственное бюджетное образовательное учреждение города Москвы центр образования №1311 «Тхия»;1311;центр образования;;119421, г.Москва, Ленинский проспект, дом 97, корпус 1;ЮЗАО;Обручевский;954
1829;1156;Государственное бюджетное образовательное учреждение города Москвы центр образования №1329;1329;центр образования;;119602, г. Москва, ул. Никулинская, д.10;ЗАО;Тропарёво-Никулино;777
1830;1157;Государственное бюджетное образовательное учреждение города Москвы центр образования №1364;1364;центр образования;;119619 г.Москва, ул. Производственная, д. 3, корп. 2;ЗАО;Солнцево;779
1831;1158;Государственное бюджетное образовательное учреждение города Москвы центр образования №1403;1403;центр образования;;109125,  г.Москва 1-й Саратовский пр-д, д. 5;ЮВАО;Текстильщики;844
1584;1159;Государственное бюджетное образовательное учреждение города Москвы центр образования №1408;1408;центр образования;;109443, г. Москва, Есенинский бульвар, д. 14, корп. 2;ЮВАО;Кузьминки;492
1585;1160;Государственное бюджетное образовательное учреждение города Москвы центр образования №1409;1409;центр образования;;125252, г. Москва, Ходынский бульвар, д.7;САО;Хорошёвский;168
1587;1161;Государственное бюджетное образовательное учреждение города Москвы центр образования №1417;1417;центр образования;;109559, г. Москва, ул. Марьинский парк, д. 43;ЮВАО;Люблино;495
1588;1162;Государственное бюджетное образовательное учреждение города Москвы центр образования №1419;1419;центр образования;начальная школа;127540 г. Москва, Керамический ,д. 47 А;САО;Восточное Дегунино;181
1590;1162;Государственное бюджетное образовательное учреждение города Москвы центр образования №1419;1419;центр образования;средняя школа;127540 г. Москва, Керамический ,д. 47 А;САО;Восточное Дегунино;181
1592;1163;Государственное бюджетное образовательное учреждение города Москвы центр образования №1421;1421;центр образования;;109117, г. Москва, ул. Васильцовский стан, д. 4;ЮВАО;Рязанский;453
1593;1164;Государственное бюджетное образовательное учреждение города Москвы центр образования №1422;1422;центр образования;;109548, г. Москва, ул. Шоссейная, д. 7;ЮВАО;Печатники;422
1594;1165;Государственное бюджетное образовательное учреждение города Москвы центр образования №1424;1424;центр образования;;125167 г. Москва, Ленинградский пр-кт, д.46;САО;Аэропорт;212
1595;1166;Государственное бюджетное образовательное учреждение города Москвы центр образования №1428;1428;центр образования;;115404 г. Москва, Ряжская ул. д.13,к.1;ЮАО;Бирюлёво Восточное;356
1596;1167;Государственное бюджетное образовательное учреждение города Москвы центр образования №1430;1430;центр образования;;127572, г.Москва, ул.Новгородская, д.21А;СВАО;Лианозово;292
1597;1168;Государственное бюджетное образовательное учреждение города Москвы центр образования №1432 «Новая школа»;1432;центр образования;;119634 г.Москва, ул.Шолохова, д. 19;ЗАО;Ново-Переделкино;739
1832;1169;Государственное бюджетное образовательное учреждение города Москвы центр образования №1433;1433;центр образования;;115573 г. Москва, Шипиловская, ул., д.46 корп.3;ЮАО;Зябликово;852
1598;1170;Государственное бюджетное образовательное учреждение города Москвы центр образования №1436;1436;центр образования;;119297 г.Москва, ул. Родниковая, д.20, корпус 1;ЗАО;Солнцево;740
1599;1171;Государственное бюджетное образовательное учреждение города Москвы центр образования №1437;1437;центр образования;;119634 г. Москва, ул. Федосьино, д.16, корп.3;ЗАО;Ново-Переделкино;741
1600;1172;Государственное бюджетное образовательное учреждение города Москвы центр образования №1438;1438;центр образования;;119517 г. Москва,  Матвеевская улица, д.20, к.2;ЗАО;Очаково-Матвеевское;730
1601;1173;Государственное бюджетное образовательное учреждение города Москвы центр образования №1439;1439;центр образования;;109431, г. Москва, Жулебинский бульвар, дом 38;ЮВАО;Выхино-Жулебино;467
1833;1174;Государственное бюджетное образовательное учреждение города Москвы центр образования №1440;1440;центр образования;;121609 г.Москва, Осенний бульвар, д. 10, корпус 3;ЗАО;Крылатское;861
1834;1175;Государственное бюджетное образовательное учреждение города Москвы центр образования №1443;1443;центр образования;;111674, г. Москва, ул. Рудневка, д.10;ВАО;Косино-Ухтомский;649
1602;1176;Государственное бюджетное образовательное учреждение города Москвы центр образования №1444;1444;центр образования;;129336 г.Москва, Анадырский проезд, дом 51;СВАО;Лосиноостровский;241
1713;1177;Государственное бюджетное образовательное учреждение города Москвы центр образования №1445;1445;центр образования;;117574, г.Москва, улица Голубинская, дом 5, корпус 4;ЮЗАО;Ясенево;598
1714;1177;Государственное бюджетное образовательное учреждение города Москвы центр образования №1445;1445;центр образования;;117574, г.Москва, улица Голубинская, дом 5, корпус 4;ЮЗАО;Ясенево;598
1835;1179;Государственное бюджетное образовательное учреждение города Москвы центр образования №1448;1448;центр образования;;119192 г.Москва, Мичуринский проспект, д. 5, корпус 1;ЗАО;Раменки;865
1603;1180;Государственное бюджетное образовательное учреждение города Москвы центр образования №1449;1449;центр образования;;127576, город Москва, улица Угличская, дом 6 А;СВАО;Лианозово;242
1605;1181;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №666;666;школа;;117556, г. Москва, ул. Фруктовая д.9;ЮАО;Нагорный;367
1604;1181;Государственное бюджетное образовательное учреждение города Москвы центр образования №1450;1450;центр образования;;117556, г. Москва, ул. Фруктовая д.9;ЮАО;Нагорный;367
1607;1182;Государственное бюджетное образовательное учреждение города Москвы центр образования №1454;1454;центр образования;;127422,  г. Москва, улица Тимирязевская, дом 14 А;САО;Тимирязевский;204
1609;1183;Государственное бюджетное образовательное учреждение города Москвы центр образования №1455;1455;центр образования;;119633 г.Москва, Боровское шоссе, д.18, корп.4;ЗАО;Ново-Переделкино;743
1836;1184;Государственное бюджетное образовательное учреждение города Москвы центр образования №1456;1456;центр образования;;117623, г.Москва, ул. 3-я Железногорская, дом 11А;ЮЗАО;Южное Бутово;955
1610;1185;Государственное бюджетное образовательное учреждение города Москвы центр образования №1457;1457;центр образования;;109145, г.Москва, Хвалынский бульвар, д. 4, корпус 4;ЮВАО;Выхино-Жулебино;489
1838;1186;Государственное бюджетное образовательное учреждение города Москвы центр образования №1459;1459;центр образования;;127273, г. Москва, ул. Отрадная, д. 11А;СВАО;Отрадное;282
1611;1187;Государственное бюджетное образовательное учреждение города Москвы центр образования №1460;1460;центр образования;;109156, г. Москва, ул. Привольная, д. 37;ЮВАО;Выхино-Жулебино;449
1839;1188;Государственное бюджетное образовательное учреждение города Москвы центр образования №1463;1463;центр образования;;123368, г.Москва, ул.Барышиха, д.29, к.1;СЗАО;Митино;106
1612;1189;Государственное бюджетное образовательное учреждение города Москвы центр образования №1464;1464;центр образования;;129626, г. Москва, улица Павла Корчагина, дом 1-а;СВАО;Алексеевский;826
1613;1190;Государственное бюджетное образовательное учреждение города Москвы центр образования №1467;1467;центр образования;;119634 г.Москва, ул.Шолохова, д. 9;ЗАО;Ново-Переделкино;744
1840;1191;Государственное бюджетное образовательное учреждение города Москвы центр образования №1468;1468;центр образования;;109544 г.Москва, Новорогожская ул., д.9.;ЦАО;Таганский;878
1614;1192;Государственное бюджетное образовательное учреждение города Москвы центр образования №1469;1469;центр образования;;109462, г. Москва, ул. Юных Ленинцев, д. 45, корп. 2;ЮВАО;Кузьминки;443
1615;1193;Государственное бюджетное образовательное учреждение города Москвы центр образования №1470;1470;центр образования;;129164, г. Москва, ул. Маломосковская, д.7;СВАО;Алексеевский;294
1841;1194;Государственное бюджетное образовательное учреждение города Москвы центр образования №1471;1471;центр образования;;121614 г. Москва, ул. Крылатская, д.25;ЗАО;Крылатское;862
1616;1196;Государственное бюджетное образовательное учреждение города Москвы центр образования №1474;1474;центр образования;;125475 г. Москва, ул. Клинская, д.22;САО;Ховрино;188
1617;1197;Государственное бюджетное образовательное учреждение города Москвы центр образования №1475;1475;центр образования;;107497, г. Москва, ул. Новосибирская, д. 8 А;ВАО;Гольяново;696
1618;1198;Государственное бюджетное образовательное учреждение города Москвы центр образования №1476;1476;центр образования;;105568, Москва, ул. Челябинская, д. 20;ВАО;Ивановское;663
1844;1199;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №189;189;школа;;127051 г.Москва, Большой Каретный пер., д.22, стр.6;ЦАО;Тверской;17
1843;1199;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1276;1276;школа;;127051 г.Москва, Большой Каретный пер., д.22, стр.6;ЦАО;Тверской;17
1620;1200;Государственное бюджетное образовательное учреждение города Москвы центр образования №1480;1480;центр образования;начальная школа;105064, г.Москва, Гороховский пер., д.10, стр.1;ЦАО;Басманный;32
1619;1200;Государственное бюджетное образовательное учреждение города Москвы центр образования №1480;1480;центр образования;средняя школа;105064, г.Москва, Гороховский пер., д.10, стр.1;ЦАО;Басманный;32
1621;1201;Государственное бюджетное образовательное учреждение города Москвы центр образования №1481;1481;центр образования;;125635, г. Москва ул. Ангарская, д. 22-а;САО;Западное Дегунино;179
1622;1202;Государственное бюджетное образовательное учреждение города Москвы центр образования №1482;1482;центр образования;;127081 г. Москва, ул. Заповедная, д. 12;СВАО;Южное Медведково;286
1845;1203;Государственное бюджетное образовательное учреждение города Москвы центр образования №1483;1483;центр образования;;105043, г. Москва, 7-я Парковая,  дом  1-а;ВАО;Измайлово;956
1623;1204;Государственное бюджетное образовательное учреждение города Москвы центр образования №1485;1485;центр образования;;119571 г.Москва, Проспект Вернадского, д. 127, корпус 2;ЗАО;Тропарёво-Никулино;781
1847;1205;Государственное бюджетное образовательное учреждение города Москвы центр образования №1486;1486;центр образования;;127562 г.Москва. Алтуфьевское шоссе, д.12, корпус 1;СВАО;Отрадное;304
1624;1206;Государственное бюджетное образовательное учреждение города Москвы центр образования №1487;1487;центр образования;;127540, г. Москва, Дубнинская ул., д. 18-А;САО;Восточное Дегунино;181
1626;1207;Государственное бюджетное образовательное учреждение города Москвы центр образования №1488;1488;центр образования;;119415  г.Москва, Ленинский проспект, д.132;ЗАО;Проспект Вернадского;726
1627;1208;Государственное бюджетное образовательное учреждение города Москвы центр образования №1490;1490;центр образования;;127253 г. Москва, ул. Псковская, дом 12, корпус 3;СВАО;Лианозово;238
1628;1209;Государственное бюджетное образовательное учреждение города Москвы центр образования №1491;1491;центр образования;;127562, город Москва, улица  Каргопольская, дом 13, корпус 2;СВАО;Отрадное;304
1631;1210;Государственное бюджетное образовательное учреждение города Москвы центр образования №1494;1494;центр образования;начальная школа;127427, город  Москва, улица Ботаническая, дом 9А;СВАО;Марфино;272
1629;1210;Государственное бюджетное образовательное учреждение города Москвы центр образования №1494;1494;центр образования;средняя школа;127427, город  Москва, улица Ботаническая, дом 9А;СВАО;Марфино;272
1848;1211;Государственное бюджетное образовательное учреждение города Москвы центр образования №1496;1496;центр образования;начальная школа;119049 г.Москва, Ленинский проспект, д.13а;ЦАО;Якиманка;42
1849;1211;Государственное бюджетное образовательное учреждение города Москвы центр образования №1496;1496;центр образования;средняя школа;119049 г.Москва, Ленинский проспект, д.13а;ЦАО;Якиманка;42
1851;1212;Государственное бюджетное образовательное учреждение города Москвы центр образования №1497;1497;центр образования;;121309  г.Москва, ул.Барклая, дом 15,корп. 3;ЗАО;Филёвский Парк;778
1632;1213;Государственное бюджетное образовательное учреждение города Москвы центр образования №1499;1499;центр образования;;129128 г. Москва, ул. Ростокинская, д.3;СВАО;Ростокино;298
1857;1214;Государственное бюджетное образовательное учреждение города Москвы центр образования №1601;1601;центр образования;начальная школа;127220 г. Москва, ул. Нижняя Масловка, д. 16;САО;Савёловский;211
1856;1214;Государственное бюджетное образовательное учреждение города Москвы центр образования №1601;1601;центр образования;средняя школа;127220 г. Москва, ул. Нижняя Масловка, д. 16;САО;Савёловский;211
1858;1215;Государственное бюджетное образовательное учреждение города Москвы центр образования №1602;1602;центр образования;;111625, г. Москва, ул. Златоустовская, д. 3;ВАО;Косино-Ухтомский;957
1634;1216;Государственное бюджетное образовательное учреждение города Москвы центр образования №1613;1613;центр образования;начальная школа;117628, г. Москва, ул. Ратная, дом 6 Б;ЮЗАО;Северное Бутово;573
1633;1216;Государственное бюджетное образовательное учреждение города Москвы центр образования №1613;1613;центр образования;средняя школа;117628, г. Москва, ул. Ратная, дом 6 Б;ЮЗАО;Северное Бутово;573
1859;1217;Государственное бюджетное образовательное учреждение города Москвы центр образования №1619 имени М.И. Цветаевой;1619;центр образования;;123458, г. Москва, ул. Таллинская, д. 20, корп. 4;СЗАО;Строгино;869
1635;1218;Государственное бюджетное образовательное учреждение города Москвы центр образования №1631;1631;центр образования;;127411, г. Москва, Дмитровское шоссе, дом 137А;САО;Дмитровский;200
1638;1219;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №414;414;школа;;105005,Москва, Кондрашевский тупик, д. 3А;ЦАО;Басманный;31
1637;1219;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков №1203;1203;школа;;105005,Москва, Кондрашевский тупик, д. 3А;ЦАО;Басманный;31
1639;1220;Государственное бюджетное образовательное учреждение города Москвы центр образования №166;166;центр образования;;127572 г. Москва, Алтуфьевское шоссе, дом 97, корпус 3;СВАО;Лианозово;284
1640;1221;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №685;685;школа;;127591, г. Москва ул. Дубнинская, д. 46, кор. 2;САО;Восточное Дегунино;170
1641;1221;Государственное бюджетное образовательное учреждение города Москвы центр образования №1678 «Восточное Дегунино»;1678;центр образования;;127591, г. Москва ул. Дубнинская, д. 46, кор. 2;САО;Восточное Дегунино;170
1864;1222;Государственное бюджетное образовательное учреждение города Москвы центр образования №1681 «Бутово-3»;1681;центр образования;;117216, г. Москва, бульвар Дмитрия Донского, д. 14А;ЮЗАО;Северное Бутово;815
1644;1223;Государственное бюджетное образовательное учреждение города Москвы центр образования №1682;1682;центр образования;;127543 г. Москва, ул. Белозерская, д.7;СВАО;Бибирево;261
1866;1224;Государственное бюджетное образовательное учреждение города Москвы центр образования №1685;1685;центр образования;;109240 г.Москва, Берниковская набер., д.12, стр.1;ЦАО;Таганский;958
1645;1225;Государственное бюджетное образовательное учреждение города Москвы центр образования №1694 «Ясенево»;1694;центр образования;;117593, г. Москва, Литовский бульвар, дом 11, корпус 6;ЮЗАО;Ясенево;581
1646;1225;Государственное бюджетное образовательное учреждение города Москвы центр образования №1694 «Ясенево»;1694;центр образования;;117593, г. Москва, Литовский бульвар, дом 11, корпус 6;ЮЗАО;Ясенево;581
1648;1226;Государственное бюджетное образовательное учреждение города Москвы центр образования №170 имени А.П.Чехова;170;центр образования;;117485, г. Москва, Профсоюзная ул., дом 96 Б;ЮЗАО;Коньково;533
1649;1227;Государственное бюджетное образовательное учреждение города Москвы центр образования №175;175;центр образования;;127006 г.Москва, Старопименовский пер., д.5;ЦАО;Тверской;45
1869;1228;Государственное бюджетное образовательное учреждение города Москвы центр образования №1811 «Измайлово»;1811;центр образования;начальная школа;105203, г. Москва, Первомайская ул., 111.;ВАО;Восточное Измайлово;832
1870;1228;Государственное бюджетное образовательное учреждение города Москвы центр образования №1811 «Измайлово»;1811;центр образования;средняя школа;105203, г. Москва, Первомайская ул., 111.;ВАО;Восточное Измайлово;832
1873;1229;Государственное бюджетное образовательное учреждение города Москвы центр образования №1816;1816;центр образования;;121096 г. Москва, ул. Кастанаевская, д. 9А;ЗАО;Филёвский Парк;959
1650;1230;Государственное бюджетное образовательное учреждение города Москвы центр образования №1830;1830;центр образования;;111674, г. Москва, ул. 1-я Вольская, д. 5;ЮВАО;Некрасовка;470
1651;1231;Государственное бюджетное образовательное учреждение города Москвы центр образования №1847;1847;центр образования;;125315 г. Москва, М. Коптевский пр, д. 3;САО;Аэропорт;209
1654;1232;Государственное бюджетное образовательное учреждение города Москвы центр образования №1852;1852;центр образования;;111399, г. Москва, Федеративный проспект,  11;ВАО;Перово;678
1657;1233;Государственное бюджетное образовательное учреждение города Москвы центр образования №1861 «Загорье»;1861;центр образования;начальная школа;115598 Москва, Загорьевский пр., 13;ЮАО;Бирюлёво Восточное;368
1656;1233;Новая школа в микрорайоне «Загорье»;;школа;средняя школа;115598 Москва, Загорьевский пр., 13;ЮАО;Бирюлёво Восточное;368
1876;1234;Государственное бюджетное образовательное учреждение города Москвы центр образования №1862;1862;центр образования;начальная школа;117452 г. Москва, ул. Черноморский бульвар д.6;ЮАО;Нагорный;849
1877;1234;Государственное бюджетное образовательное учреждение города Москвы центр образования №1862;1862;центр образования;средняя школа;117452 г. Москва, ул. Черноморский бульвар д.6;ЮАО;Нагорный;849
1884;1235;Государственное бюджетное образовательное учреждение города Москвы центр образования №1863;1863;центр образования;начальная школа;117042, г. Москва, улица Поляны, дом 31А;ЮЗАО;Южное Бутово;530
