"OBJECTID";"ID";"NAME";"NUMB";"TYPE";"CURRENT_USE";"CLOSED";"ADDRESS";"OKRUG";"RAYON";"COMPLEX_ID";"RATING"
1261;11448,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №2010";2010,000000;"центр образования";"";"FALSE";"109559, г. Москва, ул. Белореченская, д. 8";"ЮВАО";"Люблино";476,000000;0,000000
1262;11450,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №218";218,000000;"центр образования";"";"FALSE";"127434, г. Москва, Дмитровское шоссе, дом 5 А";"САО";"Тимирязевский";192,000000;12,000000
1263;11454,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №345";345,000000;"центр образования";"";"FALSE";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"ЦАО";"Басманный";48,000000;142,000000
1264;11457,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №422 «Перово»";422,000000;"центр образования";"начальная школа";"FALSE";"111524, г. Москва, ул. Плющева, д.14а";"ВАО";"Перово";642,000000;0,000000
1265;11458,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №422 «Перово»";422,000000;"центр образования";"средняя школа";"FALSE";"111524, г. Москва, ул. Плющева, д.14а";"ВАО";"Перово";642,000000;0,000000
1266;11459,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №429 «Соколиная гора»";429,000000;"центр образования";"";"FALSE";"105118, Москва, пр-т Буденного, д.15-а";"ВАО";"Соколиная Гора";657,000000;364,000000
1267;11461,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1892";1892,000000;"начальная школа";"начальная школа";"FALSE";"109651, г. Москва, Новочеркасский бульвар, дом 19";"ЮВАО";"Марьино";430,000000;0,000000
1268;11462,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №491 «Марьино»";491,000000;"центр образования";"";"FALSE";"109651, г. Москва, Новочеркасский бульвар, дом 19";"ЮВАО";"Марьино";430,000000;282,000000
1269;11463,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №497";497,000000;"центр образования";"";"FALSE";"109240 г. Москва, 1-ый Котельнический пер., д.5";"ЦАО";"Таганский";24,000000;63,000000
1270;11467,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №504 «Полюс»";504,000000;"центр образования";"";"FALSE";"117556, г. Москва, Варшавское ш., д. 67";"ЮАО";"Чертаново Южное";319,000000;0,000000
1271;11464,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1820";1820,000000;"начальная школа";"начальная школа";"FALSE";"117556, г. Москва, Варшавское ш., д. 67";"ЮАО";"Чертаново Южное";319,000000;0,000000
1272;11465,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1162";1162,000000;"школа";"";"FALSE";"117556, г. Москва, Варшавское ш., д. 67";"ЮАО";"Чертаново Южное";319,000000;0,000000
1273;11468,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №504 «Полюс»";504,000000;"центр образования";"";"FALSE";"117556, г. Москва, Варшавское ш., д. 67";"ЮАО";"Чертаново Южное";319,000000;0,000000
1274;11466,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №543";543,000000;"школа";"";"FALSE";"117556, г. Москва, Варшавское ш., д. 67";"ЮАО";"Чертаново Южное";319,000000;0,000000
1275;11471,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка №168";168,000000;"школа";"";"FALSE";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"ЦАО";"Хамовники";8,000000;0,000000
1276;11469,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №57 «Пятьдесят седьмая школа»";57,000000;"центр образования";"начальная школа";"FALSE";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"ЦАО";"Хамовники";8,000000;0,000000
1277;11470,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №57 «Пятьдесят седьмая школа»";57,000000;"центр образования";"средняя школа";"FALSE";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"ЦАО";"Хамовники";8,000000;2,000000
1278;11473,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №641 имени Сергея Есенина";641,000000;"центр образования";"средняя школа";"FALSE";"109462, г. Москва, Волгоградский проспект, д.66, корпус 4";"ЮВАО";"Кузьминки";443,000000;103,000000
1279;11472,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №641 имени Сергея Есенина";641,000000;"центр образования";"начальная школа";"FALSE";"109462, г. Москва, Волгоградский проспект, д.66, корпус 4";"ЮВАО";"Кузьминки";443,000000;0,000000
1280;11474,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №644 «Гармония»";644,000000;"центр образования";"";"FALSE";"125480, г. Москва, ул. Вилиса Лациса, д. 11, корп. 2";"СЗАО";"Северное Тушино";127,000000;0,000000
1281;11477,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №771";771,000000;"центр образования";"начальная школа";"FALSE";"127411, г. Москва, ул. Софьи Ковалевской, д. 8 А";"САО";"Дмитровский";183,000000;0,000000
1282;11478,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №771";771,000000;"центр образования";"средняя школа";"FALSE";"127411, г. Москва, ул. Софьи Ковалевской, д. 8 А";"САО";"Дмитровский";183,000000;0,000000
1283;11479,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №825";825,000000;"центр образования";"начальная школа";"FALSE";"109125, г. Москва, ул. Окская, д. 16, корп. 3";"ЮВАО";"Кузьминки";493,000000;0,000000
1284;11480,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №825";825,000000;"центр образования";"средняя школа";"FALSE";"109125, г. Москва, ул. Окская, д. 16, корп. 3";"ЮВАО";"Кузьминки";493,000000;0,000000
1285;11482,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №953";953,000000;"центр образования";"";"FALSE";"127349, город Москва, Шенкурский проезд, дом 15";"СВАО";"Бибирево";302,000000;0,000000
1286;11483,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №975";975,000000;"центр образования";"";"FALSE";"115408 Москва, ул. Алма-Атиинская д.9,к.3";"ЮАО";"Братеево";380,000000;0,000000
1287;11485,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1446";1446,000000;"центр образования";"";"FALSE";"127549 г. Москва, Костромская улица, дом 14, корпус 1";"СВАО";"Алтуфьевский";246,000000;0,000000
1288;11493,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1886";1886,000000;"начальная школа";"";"FALSE";"111531, г. Москва, ш. Энтузиастов, д.94 А";"ВАО";"Ивановское";699,000000;0,000000
1289;11494,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №449";449,000000;"центр образования";"";"FALSE";"105187, г. Москва, ул. Ткацкая, д. 47";"ВАО";"Соколиная Гора";834,000000;0,000000
1290;10789,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №519";519,000000;"школа";"";"FALSE";"109388, г. Москва, ул. Гурьянова, д. 33, 71";"ЮВАО";"Печатники";421,000000;0,000000
1291;10788,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1041";1041,000000;"школа";"";"FALSE";"109388, г. Москва, ул. Гурьянова, д. 33, 71";"ЮВАО";"Печатники";421,000000;0,000000
1292;11367,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1445";1445,000000;"центр образования";"";"FALSE";"117574, г.Москва, улица Голубинская, дом 5, корпус 4";"ЮЗАО";"Ясенево";598,000000;0,000000
1293;11368,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1445";1445,000000;"центр образования";"";"FALSE";"117574, г.Москва, улица Голубинская, дом 5, корпус 4";"ЮЗАО";"Ясенево";598,000000;0,000000
1294;11495,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №513";513,000000;"школа";"";"FALSE";"Москва, 2-я улица Машиностроения, д 3";"ЮВАО";"Южнопортовый";496,000000;0,000000
1295;11496,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №462";462,000000;"школа";"";"FALSE";"Москва, 1-я улица Машиностроения, д 3/5 A";"ЮВАО";"Южнопортовый";496,000000;0,000000
1296;11497,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №500";500,000000;"школа";"";"FALSE";"Москва, 1-я улица Машиностроения, д 12 к. 2";"ЮВАО";"Южнопортовый";496,000000;0,000000
1297;10953,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №795";795,000000;"школа";"";"FALSE";"111396, г. Москва, ул. Фрязевская, д.7";"ВАО";"Новогиреево";840,000000;0,000000
1298;10954,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №796";796,000000;"школа";"";"FALSE";"";"ВАО";"Новогиреево";838,000000;0,000000
1299;10955,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №797";797,000000;"школа";"";"FALSE";"111558, г.Москва, Федеративный проспект, д.29а";"ВАО";"Новогиреево";840,000000;0,000000
1300;10958,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №807";807,000000;"школа";"";"FALSE";"119526  г.Москва, пр-т Вернадского, д. 101, корпус 6";"ЗАО";"Тропарёво-Никулино";731,000000;0,000000
1301;10963,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №815";815,000000;"школа";"";"FALSE";"119501 г.Москва, ул.Веерная, д.5, корп. 2";"ЗАО";"Очаково-Матвеевское";730,000000;0,000000
1302;10964,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №816";816,000000;"школа";"";"FALSE";"119361 г.Москва, ул. Б.Очаковская, д.39, к.2,3";"ЗАО";"Очаково-Матвеевское";776,000000;0,000000
1303;10966,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №820";820,000000;"школа";"";"FALSE";"125362, г. Москва, ул. Тушинская, д.7";"СЗАО";"Покровское-Стрешнево";51,000000;0,000000
1304;10978,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №847";847,000000;"школа";"";"FALSE";"125412, г. Москва, Коровинское шоссе, дом 24-а";"САО";"Дмитровский";205,000000;0,000000
1305;10979,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №848";848,000000;"школа";"";"FALSE";"125183, г. Москва, ул. Академическая Б. улица, дом 77 А";"САО";"Коптево";873,000000;0,000000
1306;10988,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №856";856,000000;"школа";"";"FALSE";"117208 г.Москва, Сумской пр, д .12, корп.6";"ЮАО";"Чертаново Северное";936,000000;0,000000
1307;10989,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №859";859,000000;"школа";"средняя школа";"FALSE";"117535 г. Москва, ул. Дорожная д.22 А";"ЮАО";"Чертаново Южное";325,000000;0,000000
1308;11000,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №871";871,000000;"школа";"";"FALSE";"115573 г.Москва, Ореховый б-р, д.35, к.3";"ЮАО";"Зябликово";852,000000;0,000000
1309;11004,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №882";882,000000;"школа";"";"FALSE";"125367, г. Москва, Врачебный проезд, д. 12";"СЗАО";"Покровское-Стрешнево";63,000000;0,000000
1310;11005,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №885";885,000000;"школа";"";"FALSE";"127550, г. Москва, Дмитровское шоссе, д. 43, корп. 2";"САО";"Тимирязевский";174,000000;0,000000
1311;11011,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №893";893,000000;"школа";"";"FALSE";"115580 г. Москва, ул. М.Джалиля д.17,к.3";"ЮАО";"Зябликово";854,000000;0,000000
1312;11027,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №915";915,000000;"школа";"средняя школа";"FALSE";"115547 Москва, Бирюлевская, 50";"ЮАО";"Бирюлёво Восточное";365,000000;0,000000
1313;11028,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №916";916,000000;"школа";"";"FALSE";"115551 г. Москва, Ореховый б-р д.11 к.3";"ЮАО";"Орехово-Борисово Северное";377,000000;0,000000
1314;11031,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №919 имени Маршала Советского Союза С.К.Куркоткина";919,000000;"школа";"начальная школа";"FALSE";"109386, г. Москва, ул. Краснодарская, д. 25, корп. 2";"ЮВАО";"Люблино";494,000000;0,000000
1315;11032,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №919 имени Маршала Советского Союза С.К.Куркоткина";919,000000;"школа";"средняя школа";"FALSE";"109386, г. Москва, ул. Краснодарская, д. 25, корп. 2";"ЮВАО";"Люблино";494,000000;0,000000
1316;11039,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №931";931,000000;"школа";"";"FALSE";"117465, г. Москва, ул. Генерала Тюленева, дом 19";"ЮЗАО";"Тёплый Стан";523,000000;0,000000
1317;11049,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №945";945,000000;"школа";"";"FALSE";"115573 г. Москва, Ореховый бульвар, д.37 корп.4";"ЮАО";"Зябликово";852,000000;0,000000
1318;11068,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №966";966,000000;"школа";"";"FALSE";"127273, г.Москва, ул.Декабристов, д.40";"СВАО";"Отрадное";282,000000;0,000000
1319;11074,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №980";980,000000;"школа";"";"FALSE";"115580 г. Москва, ул. Кустанайская, дом 10, корп.2";"ЮАО";"Зябликово";853,000000;0,000000
1320;11077,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №985";985,000000;"школа";"";"FALSE";"115682 г. Москва, Задонский пр, 34,к.2";"ЮАО";"Зябликово";853,000000;0,000000
1321;11080,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №995";995,000000;"школа";"";"FALSE";"115580 г.Москва,ул. Мусы Джалиля,д.7,к.5";"ЮАО";"Зябликово";327,000000;0,000000
1322;11107,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №813";813,000000;"школа";"";"FALSE";"111395, г. Москва, Снайперская ул., дом 11А";"ВАО";"Вешняки";831,000000;0,000000
1323;11118,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №996";996,000000;"школа";"";"FALSE";"115563, г.Москва, Борисовский проезд, д. 13";"ЮАО";"Орехово-Борисово Северное";937,000000;0,000000
1324;11124,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1200";1200,000000;"школа";"";"FALSE";"111673, г.Москва, Суздальская ул, 24 Б";"ВАО";"Новокосино";819,000000;214,000000
1325;11132,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1223";1223,000000;"школа";"";"FALSE";"125239 г. Москва, улица Михалковская, дом 13-а";"САО";"Коптево";873,000000;43,000000
1326;11135,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1226";1226,000000;"школа";"";"FALSE";"111116, г. Москва, ул. Красноказарменная, д. 21";"ЮВАО";"Лефортово";842,000000;0,000000
1327;11136,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1227";1227,000000;"школа";"";"FALSE";"109028 г. Москва, Б.Трёхсвятительский пер., д.4";"ЦАО";"Басманный";41,000000;0,000000
1328;11137,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1228";1228,000000;"школа";"";"FALSE";"111024, г. Москва, Авиамоторная ул, д.42";"ЮВАО";"Лефортово";842,000000;227,000000
1329;11146,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1260";1260,000000;"школа";"";"FALSE";"119333, г. Москва, ул. Фотиевой, дом 14, корп. 3";"ЮЗАО";"Гагаринский";857,000000;0,000000
1330;11154,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1278";1278,000000;"школа";"";"FALSE";"107031 г.Москва, ул.Петровка, д.23/10, стр.18,21";"ЦАО";"Тверской";17,000000;0,000000
1331;11155,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1278";1278,000000;"школа";"";"FALSE";"107031 г.Москва, ул.Петровка, д.23/10, стр.18,21";"ЦАО";"Тверской";17,000000;390,000000
1332;11156,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279";1279,000000;"школа";"средняя школа";"FALSE";"117149, г.Москва, улица Азовская, дом 2, корпус 2";"ЮЗАО";"Зюзино";570,000000;133,000000
1333;11158,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1282";1282,000000;"школа";"";"FALSE";"107014, г. Москва, ул. Барболина, д.1";"ВАО";"Сокольники";828,000000;244,000000
1334;11159,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1284";1284,000000;"школа";"";"FALSE";"101000 г.Москва, Уланский пер., д.8";"ЦАО";"Красносельский";876,000000;136,000000
1335;11166,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1319";1319,000000;"школа";"";"FALSE";"109469, г. Москва, Мячковский бульвар, дом 21";"ЮВАО";"Марьино";938,000000;132,000000
1336;11167,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1324";1324,000000;"школа";"";"FALSE";"111396, Москва, Федеративный проспект, д.27";"ВАО";"Новогиреево";840,000000;335,000000
1337;11178,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1362";1362,000000;"школа";"";"FALSE";"105187, город Москва, улица Лечебная, дом 20";"ВАО";"Соколиная Гора";834,000000;0,000000
1338;11185,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1380";1380,000000;"школа";"";"FALSE";"127282, г. Москва, улица Тихомирова, дом 10";"СВАО";"Северное Медведково";823,000000;0,000000
1339;11189,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1397 имени В.П.Чкалова";1397,000000;"школа";"";"FALSE";"105064 г.Москва, Земляной вал, д.44 А,стр.1";"ЦАО";"Таганский";41,000000;376,000000
1340;11199,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением биологии и химии №1344";1344,000000;"школа";"";"FALSE";"109472, г. Москва, ул. Чугунные ворота, дом 11";"ЮВАО";"Выхино-Жулебино";441,000000;0,000000
1341;11200,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков №2042 имени Лазаревых";2042,000000;"школа";"";"FALSE";"117303, г.Москва, ул. Одесская, дом 16, корп. 2";"ЮЗАО";"Зюзино";939,000000;0,000000
1342;11216,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1243";1243,000000;"школа";"";"FALSE";"125009 г. Москва, М.Кисловский пер., д.12/8";"ЦАО";"Пресненский";880,000000;205,000000
1343;11218,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1263";1263,000000;"школа";"";"FALSE";"119071 г. Москва, Ленинский пр., д.18 А";"ЮАО";"Донской";847,000000;0,000000
1344;11221,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка и информационных технологий №1347";1347,000000;"школа";"";"FALSE";"119618 г.Москва, ул. Главмосстроя, д.28";"ЗАО";"Солнцево";820,000000;283,000000
1345;11224,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1220";1220,000000;"школа";"";"FALSE";"129075, г. Москва, Аргуновская ул., д. 12, корп. 2, стр. 1, 2, 3";"СВАО";"Останкинский";824,000000;246,000000
1346;11223,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1783 «Московский кадетский корпус Героев Космоса»";1783,000000;"школа";"";"FALSE";"129075, г. Москва, Аргуновская ул., д. 12, корп. 2, стр. 1, 2, 3";"СВАО";"Останкинский";824,000000;0,000000
1347;11235,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1373";1373,000000;"школа";"";"FALSE";"105568, город Москва, улица Чечулина, д. 28";"ВАО";"Ивановское";839,000000;377,000000
1348;11242,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики №1351";1351,000000;"школа";"";"FALSE";"111673, г.Москва, ул. Суздальская, д. 22 Б";"ВАО";"Новокосино";819,000000;0,000000
1349;11245,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка №110 имени Мигеля Эрнандеса";110,000000;"школа";"начальная школа";"FALSE";"121069 г. Москва, Столовый пер., д.10/2, стр.1";"ЦАО";"Пресненский";881,000000;0,000000
1350;11246,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка №110 имени Мигеля Эрнандеса";110,000000;"школа";"средняя школа";"FALSE";"121069 г. Москва, Столовый пер., д.10/2, стр.1";"ЦАО";"Пресненский";881,000000;292,000000
1351;11251,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики №1384 имени А.А. Леманского";1384,000000;"школа";"";"FALSE";"125252 Г. Москва, ул. Новопесчаная, д. 15";"САО";"Сокол";874,000000;206,000000
1352;11253,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики, информатики, физики №444";444,000000;"школа";"";"FALSE";"105043, город Москва, Нижняя Первомайская улица, дом 14";"ВАО";"Измайлово";940,000000;33,000000
1353;11254,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии №1113";1113,000000;"школа";"";"FALSE";"125009 г. Москва, Дегтярный пер., д.7.";"ЦАО";"Тверской";17,000000;0,000000
1354;11255,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии №1113";1113,000000;"школа";"";"FALSE";"125009 г. Москва, Дегтярный пер., д.7.";"ЦАО";"Тверской";17,000000;0,000000
1355;11256,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1211";1211,000000;"школа";"";"FALSE";"127540, г. Москва, улица Дубнинская, дом 8А";"САО";"Восточное Дегунино";181,000000;0,000000
1356;11258,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1221";1221,000000;"школа";"";"FALSE";"109147 г. Москва, Нижегородская ул., д.3 Б, стр.1";"ЦАО";"Таганский";878,000000;0,000000
1357;11259,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1249";1249,000000;"школа";"";"FALSE";"125057, г. Москва, Чапаевский переулок, д. 6";"САО";"Сокол";941,000000;157,000000
1358;11262,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1277";1277,000000;"школа";"";"FALSE";"127055 г.Москва, ул.Сущёвская, д.32";"ЦАО";"Тверской";884,000000;0,000000
1359;11264,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1385";1385,000000;"школа";"";"FALSE";"117209, г. Москва, улица Перекопская, дом 21";"ЮЗАО";"Черёмушки";547,000000;0,000000
1360;11266,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1283";1283,000000;"школа";"";"FALSE";"107045 г.Москва, ул.Садовая-Спасская, д.8";"ЦАО";"Красносельский";876,000000;0,000000
1361;11269,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний «Искусство» №242";242,000000;"школа";"";"FALSE";"129594, г. Москва, 1-й проезд Марьиной рощи, д. 3а";"СВАО";"Марьина Роща";311,000000;0,000000
1362;11271,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний «Искусство» №635";635,000000;"школа";"";"FALSE";"111399, г.Москва, ул.Новогиреевская, д. 22 а";"ВАО";"Перово";942,000000;0,000000
1363;11278,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1973";1973,000000;"школа";"";"FALSE";"119454 г.Москва, ул. Лобачевского, д. 92";"ЗАО";"Проспект Вернадского";867,000000;0,000000
1364;11284,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов естественнонаучного цикла №1388";1388,000000;"школа";"";"FALSE";"127006 г.Москва, Долгоруковская ул., д.6, стр.2";"ЦАО";"Тверской";884,000000;84,000000
1365;11285,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знаний «Искусство« №1332";1332,000000;"школа";"";"FALSE";"117628, г.Москва, бульвар Дмитрия Донского, дом 6, корпус 1";"ЮЗАО";"Северное Бутово";815,000000;384,000000
1366;11286,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знания «Искусство« №622";622,000000;"школа";"";"FALSE";"109147 г.Москва,ул. Марксистская, д.9, к.2";"ЦАО";"Таганский";33,000000;0,000000
