"OBJECTID";"ID";"NAME";"NUMB";"TYPE";"CURRENT_USE";"CLOSED";"ADDRESS";"OKRUG";"RAYON";"COMPLEX_ID";"RATING"
1;10057,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1138";1138,000000;"школа";"средняя школа";"FALSE";"129329, город Москва, Тенистый проезд, д. 8, строение 1";"СВАО";"Свиблово";293,000000;0,000000
2;10058,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №398";398,000000;"школа";"";"FALSE";"109542, Москва, ул. Хлобыстова, д. 14, корп. 3";"ЮВАО";"Выхино-Жулебино";431,000000;0,000000
3;10064,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1709";1709,000000;"прогимназия";"начальная школа";"FALSE";"127490, г. Москва, ул. Пестеля, д.5,9А";"СВАО";"Отрадное";291,000000;0,000000
4;10063,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1627";1627,000000;"прогимназия";"начальная школа";"FALSE";"127490, г. Москва, ул. Пестеля, д.5,9А";"СВАО";"Отрадное";291,000000;0,000000
5;10065,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554";1554,000000;"гимназия";"средняя школа";"FALSE";"127490, г. Москва, ул. Пестеля, д.5,9А";"СВАО";"Отрадное";291,000000;135,000000
6;10066,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2033";2033,000000;"школа";"";"FALSE";"105425,Москва,Щелковское шоссе, дом 26А";"ВАО";"Северное Измайлово";692,000000;395,000000
7;10072,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1893";1893,000000;"прогимназия";"начальная школа";"FALSE";"109388, г. Москва, ул. Гурьянова, д. 59";"ЮВАО";"Печатники";421,000000;0,000000
8;10075,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1018";1018,000000;"школа";"";"FALSE";"119634 г.Москва, ул. Шолохова, д.20";"ЗАО";"Ново-Переделкино";758,000000;144,000000
9;10076,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1127";1127,000000;"школа";"";"FALSE";"121609 г.Москва, ул. Крылатские холмы, д. 13";"ЗАО";"Крылатское";761,000000;0,000000
10;10077,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №55";55,000000;"школа";"";"FALSE";"119501 г.Москва, ул Веерная, д. 38, к.2";"ЗАО";"Очаково-Матвеевское";730,000000;0,000000
11;10079,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814";814,000000;"школа";"";"FALSE";"119501 г.Москва, ул. Веерная, д. 5, корпус 3";"ЗАО";"Очаково-Матвеевское";730,000000;361,000000
12;10081,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1989";1989,000000;"центр образования";"";"FALSE";"109451, г. Москва, ул. Белореченская, д. 45, к. 2";"ЮВАО";"Марьино";429,000000;0,000000
13;10082,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №402";402,000000;"школа";"";"FALSE";"111538, г. Москва, ул. Косинская, д. 10А";"ВАО";"Вешняки";681,000000;331,000000
14;10084,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257";1257,000000;"гимназия";"средняя школа";"FALSE";"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1";"ЮАО";"Даниловский";348,000000;89,000000
15;10083,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257";1257,000000;"гимназия";"начальная школа";"FALSE";"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1";"ЮАО";"Даниловский";348,000000;0,000000
16;10085,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1274 имени В.В.Маяковского";1274,000000;"гимназия";"";"FALSE";"115088, г. Москва, ул. 1-я Дубровская, д. 16";"ЮВАО";"Южнопортовый";496,000000;224,000000
17;10086,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1306";1306,000000;"гимназия";"";"FALSE";"119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3";"ЗАО";"Раменки";971,000000;0,000000
18;10087,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»";1404,000000;"гимназия";"";"FALSE";"107014, Москва,  ул. Большая Оленья,  д. 3";"ВАО";"Сокольники";610,000000;0,000000
19;10088,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»";1404,000000;"гимназия";"";"FALSE";"107014, Москва,  ул. Большая Оленья,  д. 3";"ВАО";"Сокольники";610,000000;0,000000
20;10091,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»";1505,000000;"гимназия";"средняя школа";"FALSE";"107061, г. Москва, улица  2-я Пугачевская, дом 6А";"ВАО";"Преображенское";674,000000;140,000000
21;10093,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1507";1507,000000;"гимназия";"";"FALSE";"117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9";"ЮЗАО";"Тёплый Стан";571,000000;247,000000
22;10094,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1512";1512,000000;"гимназия";"средняя школа";"FALSE";"111538, г. Москва, ул. Косинская, д.24А";"ВАО";"Вешняки";684,000000;104,000000
23;10095,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1513 «Московская городская лингвистическая гимназия»";1513,000000;"гимназия";"средняя школа";"FALSE";"121099 г. Москва, Новинский б-р, д.3, стр.2";"ЦАО";"Арбат";39,000000;79,000000
24;10096,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1514";1514,000000;"гимназия";"средняя школа";"FALSE";"119311, г.Москва, ул.Крупской, д.12";"ЮЗАО";"Ломоносовский";565,000000;10,000000
25;10097,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №131";131,000000;"школа";"1 - 6 классы";"FALSE";"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2";"СЗАО";"Хорошёво-Мнёвники";130,000000;0,000000
26;10098,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1515";1515,000000;"гимназия";"7 - 11 классы";"FALSE";"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2";"СЗАО";"Хорошёво-Мнёвники";130,000000;107,000000
27;10102,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №593";593,000000;"школа";"";"FALSE";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"СЗАО";"Хорошёво-Мнёвники";55,000000;0,000000
28;10099,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1517";1517,000000;"гимназия";"средняя школа";"FALSE";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"СЗАО";"Хорошёво-Мнёвники";55,000000;32,000000
29;10101,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №143";143,000000;"школа";"";"FALSE";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"СЗАО";"Хорошёво-Мнёвники";55,000000;0,000000
30;10103,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №80";80,000000;"школа";"";"FALSE";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"СЗАО";"Хорошёво-Мнёвники";55,000000;0,000000
31;10104,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением китайского языка №11";11,000000;"школа-интернат";"";"FALSE";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"СЗАО";"Хорошёво-Мнёвники";55,000000;0,000000
32;10100,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №115";115,000000;"школа";"";"FALSE";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"СЗАО";"Хорошёво-Мнёвники";55,000000;0,000000
33;10111,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1521";1521,000000;"гимназия";"средняя школа";"FALSE";"119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8";"ЦАО";"Хамовники";20,000000;263,000000
34;10110,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1768";1768,000000;"прогимназия";"начальная школа";"FALSE";"119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8";"ЦАО";"Хамовники";20,000000;0,000000
35;10116,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1667";1667,000000;"прогимназия";"начальная школа";"FALSE";"124527, г. Москва, Зеленоград, корп. 817";"ЗелАО";"Старое Крюково";783,000000;0,000000
36;10117,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1717";1528,000000;"прогимназия";"начальная школа";"FALSE";"124527, г. Москва, Зеленоград, корп. 817";"ЗелАО";"Старое Крюково";783,000000;0,000000
37;10118,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1528";1528,000000;"гимназия";"";"FALSE";"124527, г. Москва, Зеленоград, корп. 817";"ЗелАО";"Старое Крюково";783,000000;87,000000
38;10119,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1529 имени А.С.Грибоедова";1529,000000;"гимназия";"";"FALSE";"119034 г.Москва, 2-ой Обыденский пер, д.9";"ЦАО";"Хамовники";25,000000;22,000000
39;10123,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»";1531,000000;"гимназия";"средняя школа";"FALSE";"129085, г. Москва, ул. Годовикова, д.4, стр.3";"СВАО";"Останкинский";226,000000;183,000000
40;10122,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1756";1756,000000;"прогимназия";"начальная школа";"FALSE";"129085, г. Москва, ул. Годовикова, д.4, стр.3";"СВАО";"Останкинский";226,000000;0,000000
41;10124,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1532";1532,000000;"гимназия";"";"FALSE";"117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3";"ЮЗАО";"Тёплый Стан";523,000000;0,000000
42;10125,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1534";1534,000000;"гимназия";"";"FALSE";"117036, г.Москва, ул.Кедрова, д.11";"ЮЗАО";"Академический";588,000000;23,000000
43;10126,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1536";1536,000000;"гимназия";"средняя школа";"FALSE";"119261, г.Москва, Ленинский проспект, дом 83 А";"ЮЗАО";"Ломоносовский";561,000000;0,000000
44;10127,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1538";1538,000000;"гимназия";"";"FALSE";"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;";"СЗАО";"Митино";62,000000;88,000000
45;10128,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и информационных технологий №1339";1339,000000;"школа";"";"FALSE";"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;";"СЗАО";"Митино";62,000000;0,000000
46;10129,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1540";1540,000000;"гимназия";"средняя школа";"FALSE";"103055 г. Москва, Новослободская ул., д.57, стр.1";"ЦАО";"Тверской";37,000000;0,000000
47;10130,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1541";1541,000000;"гимназия";"";"FALSE";"119415 г. Москва, пр. Вернадского, д. 55";"ЗАО";"Проспект Вернадского";718,000000;156,000000
48;10131,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1542";1542,000000;"гимназия";"средняя школа";"FALSE";"119620, г. Москва, ул. Авиаторов, дом 8, корпус 2";"ЗАО";"Солнцево";779,000000;58,000000
49;10132,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1544";1544,000000;"гимназия";"средняя школа";"FALSE";"125222, г. Москва, ул. Пенягинская, д. 14";"СЗАО";"Митино";107,000000;124,000000
50;10135,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №677";677,000000;"школа";"средняя школа";"FALSE";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"СЗАО";"Южное Тушино";79,000000;0,000000
51;10133,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №828";828,000000;"школа";"начальная школа";"FALSE";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"СЗАО";"Южное Тушино";79,000000;0,000000
52;10134,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1551";1551,000000;"гимназия";"средняя школа";"FALSE";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"СЗАО";"Южное Тушино";79,000000;60,000000
53;10137,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро";1558,000000;"гимназия";"";"FALSE";"129327,  Москва, Чукотский проезд, д. 6";"СВАО";"Бабушкинский";259,000000;97,000000
54;10138,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1967";1967,000000;"школа";"1 - 6 классы";"FALSE";"109341, г.Москва, ул. Братиславская, дом 4";"ЮВАО";"Марьино";433,000000;0,000000
55;10139,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1562 имени Артема Боровика";1562,000000;"гимназия";"1 - 9 классы";"FALSE";"109341, г.Москва, ул. Братиславская, дом 4";"ЮВАО";"Марьино";433,000000;34,000000
56;10140,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1565 «Свиблово»";1565,000000;"гимназия";"средняя школа";"FALSE";"129323, г. Москва, ул. Седова, д. 4, корп. 1";"СВАО";"Свиблово";293,000000;94,000000
57;10141,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1566";1566,000000;"гимназия";"";"FALSE";"109652, г. Москва, Мячковский бульвар, дом 14, к. 3";"ЮВАО";"Марьино";459,000000;375,000000
58;10145,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1570";1570,000000;"гимназия";"средняя школа";"FALSE";"125040, г. Москва, 5-я улица Ямского поля, д. 28/32";"САО";"Беговой";175,000000;0,000000
59;10146,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1572";1572,000000;"гимназия";"";"FALSE";"127018, г.Москва, Октябрьский пер., д.11";"СВАО";"Марьина Роща";311,000000;0,000000
60;10147,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1573";1573,000000;"гимназия";"";"FALSE";"127253, г. Москва, ул. Псковская, д.11";"СВАО";"Лианозово";238,000000;196,000000
61;10148,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1576";1576,000000;"гимназия";"";"FALSE";"125299, г. Москва, ул. Большая Академическая, д.22-А";"САО";"Коптево";177,000000;26,000000
62;10149,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1577";1577,000000;"гимназия";"";"FALSE";"129337, г. Москва, Ярославское шоссе, дом ( владение) 8, корп. 6";"СВАО";"Ярославский";240,000000;296,000000
63;10150,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1579";1579,000000;"гимназия";"";"FALSE";"115409 г. Москва, Пролетарский пр-кт, д.7 к.3";"ЮАО";"Москворечье-Сабурово";383,000000;150,000000
64;10151,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1582";1582,000000;"гимназия";"начальная школа";"FALSE";"117587 г. Москва,ул. Кировоградская,д.18,к.4";"ЮАО";"Чертаново Центральное";384,000000;0,000000
65;10152,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1582";1582,000000;"гимназия";"средняя школа";"FALSE";"117587 г. Москва,ул. Кировоградская,д.18,к.4";"ЮАО";"Чертаново Центральное";384,000000;96,000000
66;10153,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1583";1583,000000;"гимназия";"";"FALSE";"125493, г. Москва, улица Смольная, дом 25";"САО";"Головинский";169,000000;91,000000
67;10154,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1659";1659,000000;"начальная школа";"начальная школа";"FALSE";"121615 г.Москва, Рублевское шоссе, д. 24, корпус 3";"ЗАО";"Кунцево";704,000000;0,000000
68;10156,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1584";1584,000000;"гимназия";"";"FALSE";"121615 г.Москва, Рублевское шоссе, д. 24, корпус 3";"ЗАО";"Кунцево";704,000000;47,000000
69;10155,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1781";1781,000000;"прогимназия";"начальная школа";"FALSE";"121615 г.Москва, Рублевское шоссе, д. 24, корпус 3";"ЗАО";"Кунцево";704,000000;0,000000
70;10159,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1590";1590,000000;"гимназия";"начальная школа";"FALSE";"125581, г. Москва, ул. Фестивальная, д. 16";"САО";"Ховрино";182,000000;226,000000
71;10162,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1593";1593,000000;"гимназия";"";"FALSE";"121614 г.Москва, ул. Крылатские холмы, д. 28, корпус 1";"ЗАО";"Крылатское";745,000000;369,000000
72;10163,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1595";1595,000000;"гимназия";"";"FALSE";"140008, город Москва, 2-я Вольская улица, дом 7, корпус 2";"ЮВАО";"Некрасовка";420,000000;0,000000
73;10164,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1596";1596,000000;"гимназия";"";"FALSE";"119633 г.Москва, ул. Приречная,д.1";"ЗАО";"Ново-Переделкино";759,000000;0,000000
74;10165,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1597";1597,000000;"гимназия";"";"FALSE";"109444, г. Москва, ул. Ташкентская, д. 6";"ЮВАО";"Выхино-Жулебино";442,000000;172,000000
75;10166,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №355";355,000000;"школа";"";"FALSE";"109444, г. Москва, ул. Ташкентская, д. 6";"ЮВАО";"Выхино-Жулебино";442,000000;0,000000
76;10167,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1599";1599,000000;"гимназия";"";"FALSE";"109457, г. Москва, ул. Зеленодольская, д. 32, корп. 6";"ЮВАО";"Кузьминки";415,000000;170,000000
77;10168,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1636 «Ника»";1636,000000;"гимназия";"средняя школа";"FALSE";"115583 г. Москва, ул. Воронежская, д.7,к. 2";"ЮАО";"Орехово-Борисово Южное";361,000000;198,000000
78;10169,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1786";1786,000000;"гимназия";"";"FALSE";"117041, г.Москва, ул. Адмирала Лазарева, д. 77";"ЮЗАО";"Южное Бутово";555,000000;0,000000
79;10170,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1926";1926,000000;"гимназия";"";"FALSE";"111672, г. Москва, ул. Салтыковская, д. 5А";"ВАО";"Новокосино";636,000000;0,000000
80;10171,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №201 ордена Трудового Красного Знамени имени Героев Советского Союза Зои и Александра Космодемьянских";201,000000;"гимназия";"";"FALSE";"125130, г. Москва, улица Зои и Александра Космодемьянских, дом 3";"САО";"Войковский";202,000000;320,000000
81;10172,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №45";45,000000;"прогимназия";"начальная школа";"FALSE";"117036, г. Москва, ул. Гримау, д.8";"ЮЗАО";"Академический";505,000000;0,000000
82;10173,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №45 имени Л.И.Мильграма";45,000000;"гимназия";"средняя школа";"FALSE";"117036, г. Москва, ул. Гримау, д.8";"ЮЗАО";"Академический";505,000000;0,000000
83;10174,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №625";625,000000;"гимназия";"";"FALSE";"117449, г. Москва, ул. Шверника, д. 17, корп. 2";"ЮЗАО";"Академический";534,000000;0,000000
84;10175,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1272";1272,000000;"центр образования";"начальная школа";"FALSE";"115280, г. Москва, 1-й Кожуховский проезд, д.17";"ЮАО";"Даниловский";360,000000;0,000000
85;10176,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1272";1272,000000;"центр образования";"средняя школа";"FALSE";"115280, г. Москва, 1-й Кожуховский проезд, д.17";"ЮАО";"Даниловский";360,000000;108,000000
86;10178,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1192";1192,000000;"школа";"";"FALSE";"125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2";"СЗАО";"Митино";117,000000;0,000000
87;10177,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1549";1549,000000;"гимназия";"";"FALSE";"125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2";"СЗАО";"Митино";117,000000;0,000000
88;10179,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков №1358";1358,000000;"школа";"";"FALSE";"125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2";"СЗАО";"Митино";117,000000;42,000000
89;10180,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1452 «Богородская»";1452,000000;"гимназия";"";"FALSE";"107564, г. Москва, ул. 1-я Гражданская, д.96";"ВАО";"Богородское";637,000000;0,000000
90;10181,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1504";1504,000000;"гимназия";"";"FALSE";"111555, город Москва, улица Сталеваров, дом 10 А";"ВАО";"Ивановское";691,000000;187,000000
91;10184,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1518";1518,000000;"гимназия";"средняя школа";"FALSE";"129085, г. Москва, проспект Мира, д. 87";"СВАО";"Останкинский";278,000000;9,000000
92;10183,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1518";1518,000000;"гимназия";"начальная школа";"FALSE";"129085, г. Москва, проспект Мира, д. 87";"СВАО";"Останкинский";278,000000;0,000000
93;10185,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1539";1539,000000;"гимназия";"";"FALSE";"129626, г. Москва, ул. Староалексеевская, дом 1";"СВАО";"Алексеевский";294,000000;232,000000
94;10186,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1563";1563,000000;"гимназия";"средняя школа";"FALSE";"105215,  Москва, ул. 13-я  Парковая,  д. 33";"ВАО";"Северное Измайлово";669,000000;72,000000
95;10187,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1748 «Вертикаль»";1748,000000;"гимназия";"";"FALSE";"105484, г. Москва, Сиреневый бульвар, д. 73, корп. 3";"ВАО";"Северное Измайлово";689,000000;243,000000
96;10188,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1748 «Вертикаль»";1748,000000;"гимназия";"";"FALSE";"105484, г. Москва, Сиреневый бульвар, д. 73, корп. 3";"ВАО";"Северное Измайлово";689,000000;0,000000
97;10189,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия «Государственная столичная гимназия»";0,000000;"гимназия";"средняя школа";"FALSE";"127543 Белозерская улица, д. 12";"СВАО";"Бибирево";250,000000;85,000000
98;10190,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1508 «Измайловская»";1508,000000;"гимназия";"";"FALSE";"105043, Первомайская улица, 65";"ВАО";"Измайлово";679,000000;127,000000
99;10191,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №695";695,000000;"школа";"";"FALSE";"105043, Первомайская улица, 65";"ВАО";"Измайлово";679,000000;0,000000
100;10198,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2052";2052,000000;"школа";"средняя школа";"FALSE";"109382, г. Москва, ул. Судакова, дом 29";"ЮВАО";"Люблино";497,000000;0,000000
101;10199,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1524";1524,000000;"лицей";"";"FALSE";"109382, г. Москва, ул. Судакова, дом 29";"ЮВАО";"Люблино";497,000000;49,000000
102;10201,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1533 информационных технологий";1533,000000;"лицей";"средняя школа";"FALSE";"119296, г. Москва, Ломоносовский проспект, дом 16";"ЮЗАО";"Гагаринский";605,000000;30,000000
103;10204,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1546 «Плехановец»";1546,000000;"лицей";"";"FALSE";"Центральный, Якиманка, ул. Донская, д. 21";"ЦАО";"Якиманка";42,000000;28,000000
104;10206,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1548";1548,000000;"лицей";"";"FALSE";"119180 г.Москва, Бродников пер., д.3";"ЦАО";"Якиманка";42,000000;117,000000
105;10210,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей средняя общеобразовательная школа №845";845,000000;"лицей";"средняя школа";"FALSE";"124536, г. Москва, Зеленоград, корп. 509";"ЗелАО";"Савёлки";808,000000;0,000000
106;10208,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1890";1890,000000;"начальная школа";"начальная школа";"FALSE";"124536, г. Москва, Зеленоград, корп. 509";"ЗелАО";"Савёлки";808,000000;0,000000
107;10211,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1557";1557,000000;"лицей";"средняя школа";"FALSE";"124536, г. Москва, Зеленоград, корп. 509";"ЗелАО";"Савёлки";808,000000;19,000000
108;10209,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1923";1923,000000;"школа";"средняя школа";"FALSE";"124536, г. Москва, Зеленоград, корп. 509";"ЗелАО";"Савёлки";808,000000;0,000000
109;10213,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1560";1560,000000;"лицей";"средняя школа";"FALSE";"123423, г. Москва, ул.  Тухачевского, д. 17, корп. 3";"СЗАО";"Хорошёво-Мнёвники";78,000000;158,000000
110;10214,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1561";1561,000000;"лицей";"средняя школа";"FALSE";"117463, г.Москва, Новоясеневский проспект, д.38, корп.2";"ЮЗАО";"Ясенево";580,000000;318,000000
111;10216,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1918 имени Героя Советского Союза А.П. Белобородова";1918,000000;"школа";"";"FALSE";"125222, г. Москва, улица Рословка, дом 8";"СЗАО";"Митино";99,000000;0,000000
112;10215,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1564";1564,000000;"лицей";"средняя школа";"FALSE";"125222, г. Москва, улица Рословка, дом 8";"СЗАО";"Митино";99,000000;62,000000
113;10217,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1568";1568,000000;"лицей";"средняя школа";"FALSE";"127221, г. Москва, проезд Шокальского, дом 7, корпус 2";"СВАО";"Южное Медведково";268,000000;16,000000
114;10220,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №599";599,000000;"школа";"средняя школа";"FALSE";"125481, г. Москва, ул. Фомичевой, д. 1, корп. 1";"СЗАО";"Северное Тушино";131,000000;0,000000
115;10218,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа №132";132,000000;"начальная школа";"начальная школа";"FALSE";"125481, г. Москва, ул. Фомичевой, д. 1, корп. 1";"СЗАО";"Северное Тушино";131,000000;0,000000
116;10219,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1571";1571,000000;"лицей";"средняя школа";"FALSE";"125481, г. Москва, ул. Фомичевой, д. 1, корп. 1";"СЗАО";"Северное Тушино";131,000000;45,000000
117;10221,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1574";1574,000000;"лицей";"";"FALSE";"125047 г. Москва, 1-я Миусская ул., д.4";"ЦАО";"Тверской";45,000000;37,000000
