"OBJECTID";"ID";"NAME";"NUMB";"TYPE";"CURRENT_USE";"CLOSED";"ADDRESS";"OKRUG";"RAYON";"COMPLEX_ID";"RATING";"POINT_X";"POINT_Y"
944;11017,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №900";900,000000;"школа";"средняя школа";"FALSE";"117535 г. Москва, 3-ий Дорожный проезд, дом 6 А";"ЮАО";"Чертаново Южное";325,000000;0,000000;37,614625;55,599982
945;11018,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №902";902,000000;"школа";"";"FALSE";"115404 г. Москва, ул. Педагогическая, д.3";"ЮАО";"Бирюлёво Восточное";356,000000;0,000000;37,666152;55,596236
946;11019,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №904";904,000000;"школа";"";"FALSE";"115477 г. Москва, Кавказский б-р, д.16,к.2";"ЮАО";"Царицыно";337,000000;0,000000;37,665554;55,633506
947;11020,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №905";905,000000;"школа";"";"FALSE";"111531, г.Москва, Энтузиастов ш., д.96 Г.";"ВАО";"Ивановское";699,000000;0,000000;37,829177;55,769936
948;11021,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №897";897,000000;"школа";"";"FALSE";"124527, г. Москва, Зеленоград, корп. 818";"ЗелАО";"Старое Крюково";783,000000;0,000000;37,183629;55,978304
949;11022,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №909";909,000000;"школа";"";"FALSE";"124527, г. Москва, Зеленоград, корп. 818";"ЗелАО";"Старое Крюково";783,000000;201,000000;37,190846;55,977107
950;11023,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №910";910,000000;"школа";"";"FALSE";"129327, г. Москва, улица Ленская, дом  6";"СВАО";"Бабушкинский";248,000000;0,000000;37,670866;55,866433
951;11024,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №911";911,000000;"школа";"";"FALSE";"109428, г. Москва, Зарайская улица д. 55";"ЮВАО";"Рязанский";423,000000;0,000000;37,778266;55,727502
952;11025,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №913";913,000000;"школа";"";"FALSE";"109380, г. Москва, ул. Степана Шутова, д. 8, кор. 3";"ЮВАО";"Люблино";478,000000;0,000000;37,809722;55,674422
953;11026,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №914";914,000000;"школа";"";"FALSE";"119517 г.Москва, ул.Матвеевская, д. 34, корп. 2";"ЗАО";"Очаково-Матвеевское";730,000000;0,000000;37,464104;55,705724
954;11029,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №917";917,000000;"школа";"";"FALSE";"107241, г. Москва, Щелковское ш., д. 29, стр.1";"ВАО";"Гольяново";653,000000;0,000000;37,778904;55,810849
955;11030,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №918";918,000000;"школа";"";"FALSE";"109383, г. Москва, ул. Полбина, д. 68, стр. 1";"ЮВАО";"Печатники";843,000000;0,000000;37,722442;55,670273
956;11033,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №92";92,000000;"школа";"";"FALSE";"123098, г. Москва, ул. Живописная, д. 32";"СЗАО";"Щукино";133,000000;0,000000;37,455851;55,793035
957;11034,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №920";920,000000;"школа";"";"FALSE";"111141, Москва, ул. Перовская, д.37";"ВАО";"Перово";682,000000;0,000000;37,778294;55,746936
958;11036,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924";924,000000;"школа";"средняя школа";"FALSE";"117405 г. Москва, ул. Газопровод, дом 5а";"ЮАО";"Чертаново Южное";338,000000;177,000000;37,605075;55,591448
959;11035,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №850";850,000000;"школа";"начальная школа";"FALSE";"117405 г. Москва, ул. Газопровод, дом 5а";"ЮАО";"Чертаново Южное";338,000000;0,000000;37,605657;55,592171
960;11037,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №929";929,000000;"школа";"";"FALSE";"127434, г. Москва, улица Немчинова, дом 8";"САО";"Тимирязевский";174,000000;0,000000;37,567427;55,824062
961;11038,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №930";930,000000;"школа";"";"FALSE";"117321, г. Москва, ул. Островитянова, дом 18, к. 5";"ЮЗАО";"Тёплый Стан";571,000000;0,000000;37,509355;55,632912
962;11040,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №881";881,000000;"школа";"";"FALSE";"117534 Москва, Чертановская ул. д.62 А";"ЮАО";"Чертаново Южное";339,000000;0,000000;37,584326;55,601543
963;11041,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №932";932,000000;"школа";"";"FALSE";"117534 Москва, Чертановская ул. д.62 А";"ЮАО";"Чертаново Южное";339,000000;341,000000;37,585595;55,599320
964;11043,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №928";928,000000;"школа";"средняя школа";"FALSE";"117546, г. Москва, ул. Медынская, д. 9А";"ЮАО";"Бирюлёво Западное";326,000000;0,000000;37,649420;55,583446
965;11042,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №933";933,000000;"школа";"начальная школа";"FALSE";"117546, г. Москва, ул. Медынская, д. 9А";"ЮАО";"Бирюлёво Западное";326,000000;260,000000;37,651436;55,582001
966;11044,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №935";935,000000;"школа";"";"FALSE";"115598 г. Москва,ул.Липецкая,15,к.2";"ЮАО";"Бирюлёво Восточное";378,000000;0,000000;37,689055;55,581425
967;11045,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №578";578,000000;"школа";"начальная школа";"FALSE";"115569 г. Москва, ул. Маршала Захарова,д.25,к.2";"ЮАО";"Орехово-Борисово Северное";329,000000;0,000000;37,699312;55,619051
968;11046,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №937 имени Героя Российской Федерации А.В. Перова";937,000000;"школа";"средняя школа";"FALSE";"115569 г. Москва, ул. Маршала Захарова,д.25,к.2";"ЮАО";"Орехово-Борисово Северное";329,000000;264,000000;37,701209;55,619286
969;11047,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №941";941,000000;"школа";"средняя школа";"FALSE";"115372,  Москва,  ул. Лебедянская, дом 14, кор.3";"ЮАО";"Бирюлёво Восточное";365,000000;0,000000;37,673138;55,584389
970;11048,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №942";942,000000;"школа";"средняя школа";"FALSE";"115547 г. Москва, Загорьевский пр., д. 7, к.3";"ЮАО";"Бирюлёво Восточное";368,000000;0,000000;37,667148;55,575099
971;11051,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №947";947,000000;"школа";"средняя школа";"FALSE";"115372 г. Москва, ул. Лебедянская д.16";"ЮАО";"Бирюлёво Восточное";365,000000;334,000000;37,674542;55,584770
972;11050,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №947";947,000000;"школа";"начальная школа";"FALSE";"115372 г. Москва, ул. Лебедянская д.16";"ЮАО";"Бирюлёво Восточное";365,000000;0,000000;37,677182;55,582619
973;11052,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №948";948,000000;"школа";"";"FALSE";"115598 г. Москва, ул. Лебедянская, дом 26 корп.4";"ЮАО";"Бирюлёво Восточное";378,000000;381,000000;37,688669;55,583199
974;11053,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №987";987,000000;"центр образования";"начальная школа";"FALSE";"115597 г. Москва, ул. Воронежская, дом 46 корп.3";"ЮАО";"Орехово-Борисово Южное";336,000000;0,000000;37,751868;55,608969
975;11054,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №949";949,000000;"школа";"средняя школа";"FALSE";"115597 г. Москва, ул. Воронежская, дом 46 корп.3";"ЮАО";"Орехово-Борисово Южное";336,000000;325,000000;37,753896;55,609057
976;11055,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №950";950,000000;"школа";"";"FALSE";"127273, город Москва, улица Отрадная, дом 1 А";"СВАО";"Отрадное";282,000000;0,000000;37,604983;55,860270
977;11056,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №951";951,000000;"школа";"";"FALSE";"";"СВАО";"Северное Медведково";262,000000;0,000000;37,676996;55,891829
978;11057,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №952";952,000000;"школа";"начальная школа";"FALSE";"127562 г. Москва, ул. Декабристов, дом 8, корпус. 4";"СВАО";"Отрадное";289,000000;0,000000;37,596334;55,863526
979;11058,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №954";954,000000;"школа";"";"FALSE";"127543, г. Москва, ул. Корнейчука, д. 37А";"СВАО";"Бибирево";250,000000;0,000000;37,635706;55,895207
980;11059,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №956";956,000000;"школа";"";"FALSE";"127642, г.Москва, улица Заповедная, дом 22";"СВАО";"Южное Медведково";287,000000;179,000000;37,642589;55,867713
981;11060,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №958";958,000000;"школа";"";"FALSE";"127566, г.Москва, Северный бульвар, дом 11";"СВАО";"Отрадное";301,000000;0,000000;37,608692;55,868788
982;11061,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №82";82,000000;"школа";"";"FALSE";"123557 г.Москва, Б.Тишинский пер, д.39";"ЦАО";"Пресненский";47,000000;0,000000;37,569543;55,767522
983;11062,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №960";960,000000;"школа";"";"FALSE";"127560, г. Москва, ул. Коненкова, д. 4 А";"СВАО";"Бибирево";276,000000;0,000000;37,607918;55,888292
984;11063,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №961";961,000000;"школа";"";"FALSE";"127549, г. Москва, ул. Бибиревская, д.5";"СВАО";"Алтуфьевский";246,000000;0,000000;37,593662;55,881314
985;11064,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №962";962,000000;"школа";"начальная школа";"FALSE";"127562, г. Москва, ул. Санникова, д.3, корп.3.";"СВАО";"Отрадное";289,000000;0,000000;37,592453;55,861527
986;11065,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №962";962,000000;"школа";"средняя школа";"FALSE";"127562, г. Москва, ул. Санникова, д.3, корп.3.";"СВАО";"Отрадное";289,000000;70,000000;37,592867;55,859750
987;11066,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №963";963,000000;"школа";"";"FALSE";"127322 г.Москва,ул.Яблочкова, д.35 Г";"СВАО";"Бутырский";257,000000;0,000000;37,575163;55,824946
988;11067,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №964";964,000000;"школа";"";"FALSE";"127543, г. Москва, ул. Белозерская, д. 13";"СВАО";"Бибирево";261,000000;0,000000;37,616216;55,897285
989;11069,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №967";967,000000;"школа";"";"FALSE";"127642, г. Москва, Сухонская ул., д.13";"СВАО";"Северное Медведково";233,000000;0,000000;37,652353;55,878943
990;11070,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №968";968,000000;"школа";"";"FALSE";"127322, г.Москва, ул.Милашенкова, д.10В";"СВАО";"Бутырский";257,000000;0,000000;37,585415;55,825940
991;11071,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №969";969,000000;"школа";"";"FALSE";"127490, город Москва, улица Пестеля, дом 8Г";"СВАО";"Отрадное";290,000000;0,000000;37,619508;55,865371
992;11072,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №979";979,000000;"школа";"";"FALSE";"115597 г. Москва, ул. Тамбовская, дом 10";"ЮАО";"Орехово-Борисово Южное";358,000000;0,000000;37,745590;55,602950
993;11073,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №98";98,000000;"школа";"средняя школа";"FALSE";"121433 г. Москва, ул. Малая Филевcкая, д. 26, к. 2";"ЗАО";"Фили-Давыдково";725,000000;0,000000;37,462640;55,736338
994;11076,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №982";982,000000;"школа";"";"FALSE";"115304 Москва, ул.Кошкина, 13, к.2";"ЮАО";"Москворечье-Сабурово";312,000000;305,000000;37,674764;55,640823
995;11075,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №770 имени маршала бронетанковых войск П.П. Полубоярова";770,000000;"школа";"";"FALSE";"115304 Москва, ул.Кошкина, 13, к.2";"ЮАО";"Москворечье-Сабурово";312,000000;0,000000;37,682056;55,634713
996;11078,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №99";99,000000;"школа";"начальная школа";"FALSE";"121352, г.Москва, ул. Давыдковская, д. 14, корпус 1";"ЗАО";"Фили-Давыдково";713,000000;0,000000;37,466391;55,723956
997;11079,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №99";99,000000;"школа";"средняя школа";"FALSE";"121352, г.Москва, ул. Давыдковская, д. 14, корпус 1";"ЗАО";"Фили-Давыдково";713,000000;0,000000;37,467578;55,721364
998;11081,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №997";997,000000;"школа";"";"FALSE";"115612, г. Москва, ул. Борисовские пруды, дом  20, корп. 3";"ЮАО";"Братеево";375,000000;0,000000;37,754267;55,636802
999;11082,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1035";1035,000000;"школа";"";"FALSE";"107143, Москва, Отктрытое шоссе, дом 24, корпус 7";"ВАО";"Метрогородок";667,000000;0,000000;37,753970;55,820145
1000;11084,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №116";116,000000;"школа";"";"FALSE";"125363, г. Москва, ул. Аэродромная, д. 9";"СЗАО";"Южное Тушино";121,000000;0,000000;37,421404;55,847503
1001;11083,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1058";1058,000000;"школа";"";"FALSE";"125363, г. Москва, ул. Аэродромная, д. 9";"СЗАО";"Южное Тушино";121,000000;185,000000;37,430085;55,847054
1002;11085,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1064";1064,000000;"школа";"";"FALSE";"117624, г. Москва, улица Скобелевская, дом 30";"ЮЗАО";"Южное Бутово";530,000000;0,000000;37,553088;55,544198
1003;11086,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1425";1425,000000;"школа";"";"FALSE";"125464, г. Москва, ул. Митинская, д.14";"СЗАО";"Митино";62,000000;360,000000;37,375145;55,841547
1004;11087,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1458";1458,000000;"школа";"";"FALSE";"109451,  г.Москва Перервинский б-р, д.10, корп. 1";"ЮВАО";"Марьино";472,000000;389,000000;37,764713;55,660071
1005;11088,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1465 имени адмирала Н.Г. Кузнецова";1465,000000;"школа";"";"FALSE";"121059 г.Москва, ул. Брянская, д. 10";"ЗАО";"Дорогомилово";756,000000;0,000000;37,559798;55,745169
1006;11089,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1920";1920,000000;"школа";"";"FALSE";"125310, г. Москва, Пятницкое ш., д. 42, к. 2";"СЗАО";"Митино";126,000000;0,000000;37,361390;55,856900
1007;11090,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1702";1702,000000;"начальная школа";"начальная школа";"FALSE";"124365, г. Москва, Зеленоград, корп. 2031";"ЗелАО";"Крюково";789,000000;261,000000;37,152296;55,987810
1008;11091,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1762";1762,000000;"прогимназия";"";"FALSE";"124365, г. Москва, Зеленоград, корп. 2031";"ЗелАО";"Крюково";789,000000;0,000000;37,154973;55,975196
1009;11092,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2045";2045,000000;"школа";"";"FALSE";"124365, г. Москва, Зеленоград, корп. 2031";"ЗелАО";"Крюково";789,000000;212,000000;37,170351;55,973372
1010;11093,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 «Педагогический комплекс»";2051,000000;"школа";"начальная школа";"FALSE";"111674, г. Москва, проспект Защитников Москвы, д. 9, корп.2";"ЮВАО";"Некрасовка";392,000000;0,000000;37,916293;55,701061
1011;11094,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 «Педагогический комплекс»";2051,000000;"школа";"средняя школа";"FALSE";"111674, г. Москва, проспект Защитников Москвы, д. 9, корп.2";"ЮВАО";"Некрасовка";392,000000;0,000000;37,918681;55,701865
1012;11095,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №412";412,000000;"школа";"";"FALSE";"111394, г.Москва, ул.Утренняя, д.12";"ВАО";"Новогиреево";647,000000;0,000000;37,792227;55,746448
1013;11096,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1453";1453,000000;"центр образования";"";"FALSE";"111394, г.Москва, ул.Утренняя, д.12";"ВАО";"Новогиреево";647,000000;249,000000;37,792691;55,747600
1014;11097,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №353 имени А.С. Пушкина";353,000000;"школа";"";"FALSE";"105005 г.Москва, ул. Бауманская, д.40, стр. 2";"ЦАО";"Басманный";48,000000;0,000000;37,677712;55,770752
1015;11098,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №617 имени генерала Д.Ф.Алексеева";617,000000;"школа";"";"FALSE";"124498, г. Москва, Зеленоград, Березовая аллея, д. 7А";"ЗелАО";"Матушкино";794,000000;0,000000;37,202258;55,995714
1016;11100,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627";627,000000;"школа";"";"FALSE";"115054 г. Москва, ул. Дубининская, д. 42";"ЦАО";"Замоскворечье";18,000000;219,000000;37,635182;55,724449
1017;11099,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №525";525,000000;"школа";"";"FALSE";"115054 г. Москва, ул. Дубининская, д. 42";"ЦАО";"Замоскворечье";18,000000;0,000000;37,636344;55,732910
1018;11101,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана";654,000000;"школа";"начальная школа";"FALSE";"109129, г. Москва, ул. Юных Ленинцев, д. 35, к.2";"ЮВАО";"Текстильщики";434,000000;0,000000;37,739850;55,697606
1019;11102,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана";654,000000;"школа";"средняя школа";"FALSE";"109129, г. Москва, ул. Юных Ленинцев, д. 35, к.2";"ЮВАО";"Текстильщики";434,000000;14,000000;37,744656;55,701004
1020;11103,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №458";458,000000;"школа";"";"FALSE";"109129, г. Москва, ул. Юных Ленинцев, д. 35, к.2";"ЮВАО";"Текстильщики";434,000000;0,000000;37,749761;55,695601
1021;11104,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №69 имени Б.Ш. Окуджавы";69,000000;"школа";"средняя школа";"FALSE";"123181, г. Москва, ул. Кулакова, д. 2, к. 2";"СЗАО";"Строгино";125,000000;0,000000;37,398209;55,816020
1022;11105,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №704";704,000000;"школа";"";"FALSE";"125057, г. Москва, улица Острякова, дом 7";"САО";"Хорошёвский";165,000000;0,000000;37,525514;55,799279
1023;11106,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810";810,000000;"школа";"";"FALSE";"111395, г. Москва, ул. Красный Казанец, д.3А";"ВАО";"Вешняки";670,000000;0,000000;37,806249;55,724448
1024;11108,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №821";821,000000;"школа";"";"FALSE";"125476, г. Москва, Светлогорский пр., д. 7, корп. 1";"СЗАО";"Южное Тушино";121,000000;160,000000;37,401183;55,845340
1025;11110,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1184";1184,000000;"школа";"";"FALSE";"125476, г. Москва, Светлогорский пр., д. 7, корп. 1";"СЗАО";"Южное Тушино";121,000000;0,000000;37,403672;55,839286
1026;11109,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1168";1168,000000;"школа";"";"FALSE";"125476, г. Москва, Светлогорский пр., д. 7, корп. 1";"СЗАО";"Южное Тушино";121,000000;0,000000;37,409622;55,848833
1027;11111,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №835";835,000000;"школа";"";"FALSE";"107143, г. Москва, Открытое шоссе,  д. 23А";"ВАО";"Метрогородок";690,000000;0,000000;37,752986;55,827205
1028;11112,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №408";408,000000;"школа";"";"FALSE";"111555, город Москва, улица  Молостовых, дом 6 А";"ВАО";"Ивановское";693,000000;0,000000;37,826951;55,763148
1029;11113,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922";922,000000;"школа";"";"FALSE";"111555, город Москва, улица  Молостовых, дом 6 А";"ВАО";"Ивановское";693,000000;0,000000;37,827546;55,759877
1030;11115,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №97";97,000000;"центр образования";"";"FALSE";"121352 г.Москва, ул. Кременчугская, дом 46";"ЗАО";"Фили-Давыдково";709,000000;234,000000;37,456236;55,712019
1031;11114,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №874";874,000000;"школа";"";"FALSE";"121352 г.Москва, ул. Кременчугская, дом 46";"ЗАО";"Фили-Давыдково";709,000000;0,000000;37,457294;55,695536
1032;11117,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №978";978,000000;"школа";"";"FALSE";"г. Москва, 1-ый Нагатинский пр,д.16.";"ЮАО";"Нагатино-Садовники";316,000000;0,000000;37,631563;55,676650
1033;11116,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №906";906,000000;"школа";"";"FALSE";"г. Москва, 1-ый Нагатинский пр,д.16.";"ЮАО";"Нагатино-Садовники";316,000000;0,000000;37,643995;55,681651
1034;11119,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1934 Российско-Словацкой дружбы";1934,000000;"школа";"";"FALSE";"109451, г. Москва, Мячковский бульвар, д. 7, к. 1";"ЮВАО";"Марьино";432,000000;0,000000;37,754972;55,656555
1035;11120,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №19 имени В.Г.Белинского";19,000000;"школа";"";"FALSE";"115035 г. Москва, 1-ый Кадашевский пер., д.3, стр.1";"ЦАО";"Якиманка";42,000000;0,000000;37,621480;55,744201
1036;11121,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языка №1308";1308,000000;"школа";"";"FALSE";"119602 г.Москва, ул.Академика Анохина, дом 2, корпус 5";"ЗАО";"Тропарёво-Никулино";777,000000;167,000000;37,473321;55,673453
1037;11122,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языков №1955";1955,000000;"школа";"";"FALSE";"129345, г. Москва, улица Тайнинская, дом 15, корпус 3";"СВАО";"Лосиноостровский";309,000000;252,000000;37,683104;55,884922
1038;11123,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков №1950";1950,000000;"школа";"начальная школа";"FALSE";"123056 г.Москва, ул.Зоологическая, д.28, стр 1";"ЦАО";"Пресненский";28,000000;0,000000;37,584438;55,766383
1039;11125,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1201";1201,000000;"школа";"";"FALSE";"129626 г. Москва, ул. Павла Корчагина, д.13, строение 1.";"СВАО";"Алексеевский";826,000000;0,000000;37,659890;55,818718
1040;11126,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1204";1204,000000;"школа";"";"FALSE";"105082 г. Москва, Рубцов пер., д.10/14., стр.1";"ЦАО";"Басманный";31,000000;0,000000;37,691684;55,772871
1041;11128,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1206";1206,000000;"школа";"";"FALSE";"117593, г. Москва, Литовский бульвар  дом 3, корпус 3";"ЮЗАО";"Ясенево";586,000000;188,000000;37,533391;55,615197
1042;11127,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1604";1604,000000;"начальная школа";"начальная школа";"FALSE";"117593, г. Москва, Литовский бульвар  дом 3, корпус 3";"ЮЗАО";"Ясенево";586,000000;0,000000;37,548607;55,612259
1043;11129,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1208";1208,000000;"школа";"";"FALSE";"109443, г. Москва, ул. Зеленодольская, дом 33, корпус 3";"ЮВАО";"Кузьминки";477,000000;109,000000;37,771195;55,707763
1044;11130,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1213";1213,000000;"школа";"";"FALSE";"127238 г. Москва, ул. 3-й Нижнелихоборский проезд, д. 6 А";"САО";"Тимирязевский";167,000000;0,000000;37,565474;55,844039
1045;11131,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1214";1214,000000;"школа";"";"FALSE";"119330  г.Москва, ул. Мосфильмовская, д.21";"ЗАО";"Раменки";768,000000;0,000000;37,514593;55,714203
1046;11134,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1224";1224,000000;"школа";"средняя школа";"FALSE";"125635, г. Москва, улица Базовская, дом 20 А";"САО";"Западное Дегунино";187,000000;0,000000;37,514062;55,878588
1047;11133,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1224";1224,000000;"школа";"начальная школа";"FALSE";"125635, г. Москва, улица Базовская, дом 20 А";"САО";"Западное Дегунино";187,000000;0,000000;37,514345;55,876728
1048;11138,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1229";1229,000000;"школа";"";"FALSE";"111033, г.Москва, Верхний Золоторожский переулок, д. 2";"ЮВАО";"Лефортово";436,000000;0,000000;37,679366;55,750401
