"OBJECTID";"ID";"NAME";"NUMB";"TYPE";"CURRENT_USE";"CLOSED";"ADDRESS";"OKRUG";"RAYON";"COMPLEX_ID";"RATING";"POINT_X";"POINT_Y"
256;10329,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №896";896,000000;"школа";"";"FALSE";"115583 г.Москва, ул. Воронежская д.26,к.4";"ЮАО";"Орехово-Борисово Южное";315,000000;348,000000;37,738542;55,607927
257;10332,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №901";901,000000;"школа";"средняя школа";"FALSE";"117535 Москва, ул. Подольских Курсантов д.18 Б";"ЮАО";"Чертаново Южное";372,000000;0,000000;37,617062;55,605145
258;10334,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №594";594,000000;"школа";"";"FALSE";"115563 г. Москва, Борисовский проезд, дом 40, клорпус 2";"ЮАО";"Орехово-Борисово Северное";379,000000;0,000000;37,723924;55,613654
259;10333,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №939";939,000000;"школа";"";"FALSE";"115563 г. Москва, Борисовский проезд, дом 40, клорпус 2";"ЮАО";"Орехово-Борисово Северное";379,000000;398,000000;37,726110;55,616283
260;10336,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1210";1210,000000;"школа";"";"FALSE";"123098, г. Москва, ул. Гамалеи, д. 17, корп. 1";"СЗАО";"Щукино";133,000000;228,000000;37,457426;55,800398
261;10337,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1";1,000000;"школа";"";"FALSE";"119311, г.Москва , Ломоносовский проспект, дом 21";"ЮЗАО";"Гагаринский";563,000000;82,000000;37,537704;55,689229
262;10339,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1000";1000,000000;"школа";"";"FALSE";"119619 г. Москва, ул.Наро-Фоминская, д.1";"ЗАО";"Солнцево";705,000000;300,000000;37,390575;55,657826
263;10340,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1009";1009,000000;"школа";"";"FALSE";"119619 г. Москва, ул.Наро-Фоминская, д.1";"ЗАО";"Солнцево";705,000000;0,000000;37,409109;55,645829
264;10338,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1";1,000000;"начальная школа";"начальная школа";"FALSE";"119619 г. Москва, ул.Наро-Фоминская, д.1";"ЗАО";"Солнцево";705,000000;0,000000;37,413404;55,648450
265;10342,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1002";1002,000000;"школа";"";"FALSE";"119620 г.Москва, Солнцевский проспект, д. 12 А";"ЗАО";"Солнцево";706,000000;302,000000;37,402261;55,653007
266;10344,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1005 «Алые паруса«";1005,000000;"школа";"";"FALSE";"123182, г. Москва, ул. Авиационная, д.71, корп. 3";"СЗАО";"Щукино";102,000000;317,000000;37,452287;55,807240
267;10345,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1007";1007,000000;"школа";"";"FALSE";"119620 г. Москва, Солнцевский проспект, дом 7 А";"ЗАО";"Солнцево";706,000000;0,000000;37,398732;55,649009
268;10348,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №341";341,000000;"школа";"";"FALSE";"123308, город Москва, улица Мневники, дом 7, корус 5";"СЗАО";"Хорошёво-Мнёвники";78,000000;0,000000;37,478753;55,770905
269;10346,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №100";100,000000;"школа";"";"FALSE";"123308, город Москва, улица Мневники, дом 7, корус 5";"СЗАО";"Хорошёво-Мнёвники";78,000000;0,000000;37,485568;55,774334
270;10347,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1010";1010,000000;"школа";"";"FALSE";"123308, город Москва, улица Мневники, дом 7, корус 5";"СЗАО";"Хорошёво-Мнёвники";78,000000;310,000000;37,492608;55,770640
271;10350,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1015";1015,000000;"школа";"";"FALSE";"199633 г.Москва, ул.Новопеределкинская, д.9, корп.1";"ЗАО";"Ново-Переделкино";773,000000;0,000000;37,363526;55,639366
272;10351,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1017";1017,000000;"школа";"";"FALSE";"119634 г. Москва, ул. Федосьинская, д.4, кор.2";"ЗАО";"Ново-Переделкино";744,000000;0,000000;37,343510;55,636599
273;10352,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №102";102,000000;"школа";"";"FALSE";"117449, г.Москва, улица Шверника, дом 10";"ЮЗАО";"Академический";505,000000;0,000000;37,585919;55,691978
274;10354,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1021";1021,000000;"школа";"";"FALSE";"105173, г.Москва, ул. Главная,  9А";"ВАО";"Восточный";665,000000;0,000000;37,863513;55,819916
275;10358,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1032";1032,000000;"школа";"";"FALSE";"107553, г. Москва,  ул. 2-я Пугачевская  д.7";"ВАО";"Преображенское";674,000000;0,000000;37,730967;55,795609
276;10360,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1997";1997,000000;"школа";"средняя школа";"FALSE";"115612 г. Москва, ул. Братеевская, д.8, корп. 2";"ЮАО";"Братеево";328,000000;0,000000;37,756988;55,632676
277;10359,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1034";1034,000000;"школа";"начальная школа";"FALSE";"115612 г. Москва, ул. Братеевская, д.8, корп. 2";"ЮАО";"Братеево";328,000000;362,000000;37,759255;55,631572
278;10361,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1038";1038,000000;"школа";"";"FALSE";"127081, г. Москва, улица Ясный проезд, дом 21";"СВАО";"Южное Медведково";271,000000;0,000000;37,618355;55,877574
279;10362,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1039";1039,000000;"школа";"";"FALSE";"109559, г. Москва, ул. Белореченская, д. 23А";"ЮВАО";"Люблино";419,000000;0,000000;37,768899;55,671468
280;10363,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №104";104,000000;"школа";"";"FALSE";"117292, г.Москва, улица Ивана Бабушкина, дом 15, корпус 5";"ЮЗАО";"Академический";602,000000;0,000000;37,564412;55,684197
281;10364,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1040";1040,000000;"школа";"начальная школа";"FALSE";"109144, г. Москва, Батайский проезд, д.47";"ЮВАО";"Марьино";439,000000;0,000000;37,737486;55,643823
282;10366,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1043";1043,000000;"школа";"";"FALSE";"109652, г. Москва, ул. Люблинская, дом 173";"ЮВАО";"Марьино";459,000000;0,000000;37,748498;55,647029
283;10365,000000;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа №1780 «Кадетский корпус памяти Героев Сталинградской битвы»";1780,000000;"кадетская школа";"";"FALSE";"109652, г. Москва, ул. Люблинская, дом 173";"ЮВАО";"Марьино";459,000000;0,000000;37,756950;55,648067
284;10367,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1049";1049,000000;"школа";"средняя школа";"FALSE";"109651, г.Москва, ул.Донецкая, д.14";"ЮВАО";"Марьино";462,000000;0,000000;37,713550;55,651071
285;10368,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1050";1050,000000;"школа";"";"FALSE";"124460, г. Москва, Зеленоград, корп. 1128";"ЗелАО";"Силино";812,000000;0,000000;37,177826;55,998443
286;10369,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1051 имени Героя Социалистического Труда Г.В. Кисунько";1051,000000;"школа";"";"FALSE";"127572, город  Москва, улица  Угличская, дом 17";"СВАО";"Лианозово";292,000000;0,000000;37,566767;55,904003
287;10371,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1056";1056,000000;"школа";"";"FALSE";"125363, г. Москва, ул. Штурвальная, д. 7, корп. 2";"СЗАО";"Южное Тушино";123,000000;304,000000;37,444353;55,848281
288;10373,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1060";1060,000000;"школа";"";"FALSE";"115093 г. Москва, Стремянный пер., д. 33/35";"ЦАО";"Замоскворечье";18,000000;0,000000;37,627603;55,726041
289;10374,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1062";1062,000000;"школа";"";"FALSE";"125222, г. Москва, улица Дубравная, дом 41, корпус 4.";"СЗАО";"Митино";92,000000;321,000000;37,363020;55,841687
290;10377,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1077";1077,000000;"школа";"";"FALSE";"107589, г.Москва, ул.Хабаровская, дом 18А, строение1";"ВАО";"Гольяново";660,000000;0,000000;37,828032;55,824510
291;10378,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1078";1078,000000;"школа";"";"FALSE";"107207, г. Москва, ул. Алтайская , д.10А";"ВАО";"Гольяново";700,000000;0,000000;37,808288;55,818845
292;10379,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №108";108,000000;"школа";"";"FALSE";"117574, г.Москва, ул. Вильнюсская, д.14";"ЮЗАО";"Ясенево";597,000000;0,000000;37,516907;55,598105
293;10380,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1094";1094,000000;"школа";"";"FALSE";"129347, г. Москва, ул. Палехская, д. 137";"СВАО";"Ярославский";306,000000;0,000000;37,711363;55,877297
294;10381,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1096";1096,000000;"школа";"";"FALSE";"129337, г. Москва, улица Палехская, дом 10";"СВАО";"Ярославский";280,000000;0,000000;37,698427;55,866445
295;10382,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1097";1097,000000;"школа";"";"FALSE";"129327, г. Москва, ул. Печорская, д.18";"СВАО";"Бабушкинский";259,000000;0,000000;37,657266;55,866114
296;10383,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1098";1098,000000;"школа";"";"FALSE";"129343, г. Москва, ул. Амундсена, д. 10, корп. 2";"СВАО";"Свиблово";293,000000;0,000000;37,659334;55,853709
297;10384,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №11";11,000000;"школа";"";"FALSE";"119311, г.Москва, Ломоносовский проспект, д.13";"ЮЗАО";"Гагаринский";563,000000;0,000000;37,539442;55,688224
298;10385,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1100";1100,000000;"школа";"";"FALSE";"117630, г. Москва, улица Академика Челомея, дом 6а";"ЮЗАО";"Обручевский";517,000000;0,000000;37,532271;55,663146
299;10386,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1101";1101,000000;"школа";"";"FALSE";"117133, Москва, ул. Академика Варги, дом 34";"ЮЗАО";"Тёплый Стан";528,000000;388,000000;37,477567;55,633421
300;10387,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1103 имени Героя Российской Федерации А.В. Соломатина";1103,000000;"школа";"";"FALSE";"117588, г. Москва, Литовский бульвар, дом 44, корпус 2";"ЮЗАО";"Ясенево";579,000000;0,000000;37,542278;55,607239
301;10390,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1104";1104,000000;"школа";"средняя школа";"FALSE";"117647, г. Москва, ул. Академика Капицы, д. 14 А";"ЮЗАО";"Коньково";590,000000;0,000000;37,522860;55,628320
302;10388,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1801";1801,000000;"прогимназия";"начальная школа";"FALSE";"117647, г. Москва, ул. Академика Капицы, д. 14 А";"ЮЗАО";"Коньково";590,000000;0,000000;37,523310;55,630780
303;10389,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1104";1104,000000;"школа";"начальная школа";"FALSE";"117647, г. Москва, ул. Академика Капицы, д. 14 А";"ЮЗАО";"Коньково";590,000000;0,000000;37,523582;55,626565
304;10392,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1108";1108,000000;"школа";"";"FALSE";"117593, г.Москва, Соловьиный проезд, дом 16, корп. 2";"ЮЗАО";"Ясенево";579,000000;0,000000;37,554190;55,605880
305;10393,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1112 имени Героя Советского Союза В.В. Колесника";1112,000000;"школа";"средняя школа";"FALSE";"125502, г. Москва, ул. Фестивальная, дом 69";"САО";"Ховрино";182,000000;0,000000;37,503022;55,862459
306;10395,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №696";696,000000;"школа";"средняя школа";"FALSE";"121601 г.Москва, Филевский бульвар, д. 3,стр.1";"ЗАО";"Филёвский Парк";701,000000;0,000000;37,484306;55,764558
307;10394,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1114";1114,000000;"школа";"начальная школа";"FALSE";"121601 г.Москва, Филевский бульвар, д. 3,стр.1";"ЗАО";"Филёвский Парк";701,000000;191,000000;37,491362;55,764600
308;10396,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1117";1117,000000;"школа";"";"FALSE";"119361 г.Москва, ул.Озерная, д. 27, корпус 2";"ЗАО";"Очаково-Матвеевское";776,000000;0,000000;37,454659;55,674151
309;10397,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1118";1118,000000;"школа";"";"FALSE";"119590 г.Москва, ул. Довженко, д.10";"ЗАО";"Раменки";753,000000;0,000000;37,511696;55,720742
310;10399,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1120";1120,000000;"школа";"";"FALSE";"127591, г. Москва, улица Дубнинская, дом 36А";"САО";"Восточное Дегунино";207,000000;0,000000;37,560906;55,886035
311;10401,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №674";674,000000;"школа";"средняя школа";"FALSE";"125599, г. Москва, ул. Бусиновская Горка, дом 7, корпус 2";"САО";"Западное Дегунино";162,000000;0,000000;37,491729;55,883227
312;10400,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1125";1125,000000;"школа";"начальная школа";"FALSE";"125599, г. Москва, ул. Бусиновская Горка, дом 7, корпус 2";"САО";"Западное Дегунино";162,000000;0,000000;37,492465;55,882516
313;10402,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №113";113,000000;"школа";"";"FALSE";"117437, г.Москва, ул. Профсоюзная, дом 118-Б";"ЮЗАО";"Коньково";567,000000;0,000000;37,516519;55,637748
314;10403,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1133";1133,000000;"школа";"";"FALSE";"121609 г.Москва, ул. Крылатские холмы, д.15,корп.1";"ЗАО";"Крылатское";761,000000;0,000000;37,417737;55,751119
315;10404,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1137";1137,000000;"школа";"";"FALSE";"129347, г.Москва, ул.Лосевская, д.9";"СВАО";"Ярославский";306,000000;0,000000;37,714999;55,877726
316;10405,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №114";114,000000;"школа";"";"FALSE";"125363, г.Москва, ул.Сходненская, д.35";"СЗАО";"Южное Тушино";121,000000;0,000000;37,437777;55,848590
317;10254,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1736";1736,000000;"прогимназия";"";"FALSE";"115580 г.Москва, ул.Мусы Джалиля, д.29,к.3";"ЮАО";"Зябликово";854,000000;0,000000;37,747264;55,616781
318;10259,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1782";1782,000000;"прогимназия";"начальная школа";"FALSE";"125310, г. Москва, ул. Барышиха, д. 42, корп. 1";"СЗАО";"Митино";117,000000;0,000000;37,345821;55,854661
319;10260,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1819";1819,000000;"прогимназия";"начальная школа";"FALSE";"127572, г. Москва, ул. Абрамцевская, д. 24, корп. 2";"СВАО";"Лианозово";238,000000;0,000000;37,575923;55,904643
320;10264,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1752";1752,000000;"прогимназия";"";"FALSE";"107014, г. Москва, ул. Большая  Остроумовская,  дом 7";"ВАО";"Сокольники";906,000000;0,000000;37,685230;55,793127
321;10267,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования №1650";1650,000000;"школа";"";"FALSE";"109240, г. Москва, ул. Солянка, дом 14А";"ЦАО";"Таганский";907,000000;0,000000;37,637364;55,752330
322;10268,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1121";1121,000000;"школа";"";"FALSE";"127247, г. Москва, Бескудниковский бульвар, дом 50б";"САО";"Бескудниковский";908,000000;0,000000;37,541594;55,875476
323;10272,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1914";1914,000000;"школа";"";"FALSE";"111673, г. Москва, ул. Суздальская, д. 12В, стр. 1.";"ВАО";"Новокосино";909,000000;0,000000;37,850520;55,739056
324;10281,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1013";1013,000000;"школа";"";"FALSE";"119633 г. Москва, ул. Приречная, д.3";"ЗАО";"Ново-Переделкино";759,000000;0,000000;37,371615;55,642629
325;10282,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1025";1025,000000;"школа";"";"FALSE";"111672, г. Москва, ул. Новокосинская,  д.  42А";"ВАО";"Новокосино";818,000000;0,000000;37,874114;55,741628
326;10285,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1065";1065,000000;"школа";"";"FALSE";"117624, г.Москва, ул. Скобелевская, дом 28";"ЮЗАО";"Южное Бутово";910,000000;0,000000;37,553789;55,544797
327;10291,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1349";1349,000000;"школа";"";"FALSE";"107370, г. Москва, Открытое ш., д.6, стр.12";"ВАО";"Богородское";827,000000;0,000000;37,722899;55,815447
328;10294,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1849";1849,000000;"школа";"";"FALSE";"105568, г. Москва, ул. Челябинская, д. 9, стр. 1";"ВАО";"Ивановское";839,000000;0,000000;37,823820;55,777902
329;10299,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №239";239,000000;"школа";"";"FALSE";"121353, г.Москва, ул.Вяземская, д. 7";"ЗАО";"Можайский";762,000000;0,000000;37,405432;55,712740
330;10309,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №440";440,000000;"школа";"";"FALSE";"105203, г.Москва, Измайловский проспект, дом 115";"ВАО";"Восточное Измайлово";832,000000;0,000000;37,812644;55,789710
331;10311,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №473";473,000000;"школа";"";"FALSE";"109429, г. Москва, Капотня, 2-й квартал, д.19 стр.1, стр.2";"ЮВАО";"Капотня";450,000000;0,000000;37,798085;55,639485
332;10316,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №539";539,000000;"школа";"";"FALSE";"117246, г.Москва, улица Херсонская, дом 30, корпус 3";"ЮЗАО";"Черёмушки";547,000000;0,000000;37,562628;55,655252
333;10320,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №630";630,000000;"школа";"";"FALSE";"117105, Москва, Варшавское шоссе, д.12";"ЮАО";"Донской";847,000000;0,000000;37,619252;55,696992
334;10325,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №788";788,000000;"школа";"";"FALSE";"111398, г. Москва, улица Перовская, дом 24, строение 1";"ВАО";"Перово";682,000000;0,000000;37,770136;55,746131
335;10331,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №898 имени генерала И.Д.Стаценко";898,000000;"школа";"";"FALSE";"117465, г. Москва, ул. Профсоюзная, дом 156, корпус 6";"ЮЗАО";"Тёплый Стан";523,000000;0,000000;37,493502;55,617710
336;10335,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №661";661,000000;"школа";"";"FALSE";"101000 г. Москва, ул. Покровка, д.10, стр.5";"ЦАО";"Таганский";41,000000;0,000000;37,644525;55,758635
337;10341,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1001";1001,000000;"школа";"";"FALSE";"119620 г.Москва, Солнцевский проспект, д. 16 А";"ЗАО";"Солнцево";706,000000;0,000000;37,403636;55,652997
338;10343,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1004";1004,000000;"школа";"";"FALSE";"119618 г.Москва, ул 50 лет Октября, д. 14 А";"ЗАО";"Солнцево";820,000000;0,000000;37,409162;55,657666
339;10349,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1014";1014,000000;"школа";"";"FALSE";"119633 Москва, ул.Новопеределкинская, дом 13, к.1";"ЗАО";"Ново-Переделкино";773,000000;0,000000;37,362237;55,640052
340;10353,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1020";1020,000000;"школа";"";"FALSE";"117574, г.Москва, улица Вильнюсская, дом 12";"ЮЗАО";"Ясенево";597,000000;0,000000;37,517706;55,599246
341;10355,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1024";1024,000000;"школа";"";"FALSE";"111672, город Москва, ул. Новокосинская, д. 41";"ВАО";"Новокосино";818,000000;0,000000;37,869781;55,743952
342;10356,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1028";1028,000000;"школа";"";"FALSE";"111402, г. Москва, Аллея Жемчуговой. д.7";"ВАО";"Вешняки";841,000000;0,000000;37,827389;55,733150
343;10357,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №103";103,000000;"школа";"";"FALSE";"117485, г.Москва, ул.Академика Волгина, дом 11";"ЮЗАО";"Коньково";533,000000;0,000000;37,519305;55,651052
344;10370,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1055";1055,000000;"школа";"";"FALSE";"115407 г. Москва,ул. Судостроительная д.31,к.2";"ЮАО";"Нагатинский Затон";911,000000;0,000000;37,681241;55,684217
345;10372,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1057";1057,000000;"школа";"";"FALSE";"125373, г. Москва, ул. Героев Панфиловцев, д.45, кор. 3";"СЗАО";"Северное Тушино";77,000000;0,000000;37,412784;55,853049
346;10375,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №107";107,000000;"школа";"";"FALSE";"117463, г.Москва, улица Голубинская, дом 28, корпус 2";"ЮЗАО";"Ясенево";858,000000;0,000000;37,540808;55,594084
347;10376,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1076";1076,000000;"школа";"";"FALSE";"107497, г. Москва, ул. Новосибирская, д. 3 А";"ВАО";"Гольяново";912,000000;0,000000;37,818367;55,813290
348;10391,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1106";1106,000000;"школа";"";"FALSE";"117463, г.Москва, проезд Карамзина, дом 13, корпус 3";"ЮЗАО";"Ясенево";858,000000;190,000000;37,540484;55,592360
349;10398,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1119";1119,000000;"школа";"";"FALSE";"119607 г.Москва, ул. Раменки, д. 15, к.2";"ЗАО";"Раменки";866,000000;0,000000;37,497313;55,689105
350;10406,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1141";1141,000000;"школа";"начальная школа";"FALSE";"109651, г. Москва, Батайский проезд, дом 21";"ЮВАО";"Марьино";462,000000;0,000000;37,718832;55,643584
351;10407,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1142";1142,000000;"школа";"начальная школа";"FALSE";"109369, г. Москва, ул. Перерва, д. 36";"ЮВАО";"Марьино";418,000000;0,000000;37,735912;55,650713
352;10410,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1147";1147,000000;"школа";"средняя школа";"FALSE";"109144, г. Москва, Батайский пр., д. 45";"ЮВАО";"Марьино";439,000000;0,000000;37,736159;55,644147
353;10411,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1149";1149,000000;"школа";"";"FALSE";"124617, Москва, Зеленоград, корп.1464";"ЗелАО";"Крюково";800,000000;0,000000;37,160932;55,985896
354;10412,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1150";1150,000000;"школа";"";"FALSE";"124365, г. Москва, Зеленоград, корп. 1609";"ЗелАО";"Крюково";814,000000;349,000000;37,153387;55,975569
355;10413,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1151";1151,000000;"школа";"начальная школа";"FALSE";"124617, г. Москва, Зеленоград, корп. 1469";"ЗелАО";"Крюково";800,000000;0,000000;37,154985;55,986367
356;10414,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1151";1151,000000;"школа";"средняя школа";"FALSE";"124617, г. Москва, Зеленоград, корп. 1469";"ЗелАО";"Крюково";800,000000;116,000000;37,155520;55,987268
357;10415,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1155";1155,000000;"школа";"";"FALSE";"123458, г.Москва, ул.Таллинская, д.16, корп.4";"СЗАО";"Строгино";57,000000;0,000000;37,400749;55,797087
358;10417,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1163";1163,000000;"школа";"";"FALSE";"117623, г. Москва, ул. Большая Бутовская, дом 9";"ЮЗАО";"Южное Бутово";607,000000;0,000000;37,581618;55,543467
359;10419,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1167";1167,000000;"школа";"";"FALSE";"107065, г. Москва,  ул. Камчатская,  д. 8";"ВАО";"Гольяново";698,000000;0,000000;37,817683;55,828058
360;10420,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1173";1173,000000;"школа";"";"FALSE";"117519 г. Москва,ул. Чертановская, дом 27";"ЮАО";"Чертаново Центральное";340,000000;275,000000;37,594784;55,616830
361;10421,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №858";858,000000;"школа";"";"FALSE";"117519 г. Москва,ул. Чертановская, дом 27";"ЮАО";"Чертаново Центральное";340,000000;0,000000;37,602442;55,615563
