"SCHOOL_ID","SCHOOL_BLOCK_ID","FEATURE_ID","POINT_X","POINT_Y"
10001,1,1,37.715105,55.748615
10001,1,1,37.706303,55.738773
10001,1,2,37.71628,55.748564
10001,1,2,37.706303,55.738773
10001,1,3,37.717086,55.747677
10001,1,3,37.706303,55.738773
10001,1,4,37.720351,55.732935
10001,1,4,37.706303,55.738773
10001,1,5,37.719153,55.73331
10001,1,5,37.706303,55.738773
10001,1,6,37.721209,55.731853
10001,1,6,37.706303,55.738773
10001,1,7,37.7187,55.732446
10001,1,7,37.706303,55.738773
10001,1,8,37.718816,55.731979
10001,1,8,37.706303,55.738773
10001,1,9,37.717799,55.732501
10001,1,9,37.706303,55.738773
10001,1,10,37.719945,55.730533
10001,1,10,37.706303,55.738773
10001,1,11,37.719187,55.730648
10001,1,11,37.706303,55.738773
10001,1,12,37.718662,55.730048
10001,1,12,37.706303,55.738773
10001,1,13,37.71677,55.731119
10001,1,13,37.706303,55.738773
10001,1,14,37.71693,55.730104
10001,1,14,37.706303,55.738773
10001,1,15,37.715631,55.731151
10001,1,15,37.706303,55.738773
10001,1,16,37.713909,55.730878
10001,1,16,37.706303,55.738773
10001,1,17,37.690787,55.736184
10001,1,17,37.706303,55.738773
10001,1,18,37.689947,55.737666
10001,1,18,37.706303,55.738773
10001,1,19,37.688963,55.739635
10001,1,19,37.706303,55.738773
10001,1,20,37.702962,55.747555
10001,1,20,37.706303,55.738773
10001,1,21,37.703235,55.747907
10001,1,21,37.706303,55.738773
10001,1,22,37.704032,55.747684
10001,1,22,37.706303,55.738773
10002,2,23,37.795562,55.796046
10002,2,23,37.790721,55.804788
10002,2,24,37.793329,55.795478
10002,2,24,37.790721,55.804788
10002,2,25,37.790941,55.803899
10002,2,25,37.790721,55.804788
10002,2,26,37.791619,55.795719
10002,2,26,37.790721,55.804788
10002,2,27,37.7901,55.795777
10002,2,27,37.790721,55.804788
10002,2,28,37.788469,55.795755
10002,2,28,37.790721,55.804788
10002,2,29,37.790248,55.803894
10002,2,29,37.790721,55.804788
10002,2,30,37.786066,55.796108
10002,2,30,37.790721,55.804788
10002,2,31,37.778686,55.798778
10002,2,31,37.790721,55.804788
10002,2,32,37.775459,55.800674
10002,2,32,37.790721,55.804788
10002,2,33,37.774664,55.803517
10002,2,33,37.790721,55.804788
10002,2,34,37.774785,55.804309
10002,2,34,37.790721,55.804788
10002,2,35,37.774494,55.805349
10002,2,35,37.790721,55.804788
10002,2,36,37.774652,55.807016
10002,2,36,37.790721,55.804788
10002,2,37,37.775467,55.808051
10002,2,37,37.790721,55.804788
10002,2,38,37.776877,55.809711
10002,2,38,37.790721,55.804788
10002,2,39,37.781111,55.812636
10002,2,39,37.790721,55.804788
10002,2,40,37.781809,55.812622
10002,2,40,37.790721,55.804788
10002,2,41,37.782541,55.812638
10002,2,41,37.790721,55.804788
10002,2,42,37.783093,55.812987
10002,2,42,37.790721,55.804788
10002,245,43,37.797256,55.815589
10002,245,43,37.796661,55.806174
10002,245,44,37.800333,55.815487
10002,245,44,37.796661,55.806174
10002,245,45,37.800678,55.815008
10002,245,45,37.796661,55.806174
10002,245,46,37.806019,55.813764
10002,245,46,37.796661,55.806174
10002,245,47,37.813285,55.807372
10002,245,47,37.796661,55.806174
10002,245,48,37.812624,55.805935
10002,245,48,37.796661,55.806174
10002,245,49,37.812508,55.803527
10002,245,49,37.796661,55.806174
10002,245,50,37.810405,55.801064
10002,245,50,37.796661,55.806174
10002,245,51,37.800679,55.797394
10002,245,51,37.796661,55.806174
10002,245,52,37.799767,55.797262
10002,245,52,37.796661,55.806174
10003,3,53,37.678226,55.679284
10003,3,53,37.688638,55.686136
10003,3,54,37.676118,55.679303
10003,3,54,37.688638,55.686136
10003,3,55,37.675358,55.679318
10003,3,55,37.688638,55.686136
10003,3,56,37.675704,55.680091
10003,3,56,37.688638,55.686136
10003,3,57,37.674567,55.680457
10003,3,57,37.688638,55.686136
10003,3,58,37.673194,55.68273
10003,3,58,37.688638,55.686136
10003,4,59,37.707978,55.682236
10003,4,59,37.695441,55.676163
10003,4,60,37.678227,55.676464
10003,4,60,37.695441,55.676163
10003,4,61,37.677495,55.676836
10003,4,61,37.695441,55.676163
10005,5,62,37.234418,55.998875
10005,5,62,37.218583,55.994643
10005,5,63,37.233687,55.997767
10005,5,63,37.218583,55.994643
10005,5,64,37.235114,55.997327
10005,5,64,37.218583,55.994643
10005,5,65,37.234693,55.996906
10005,5,65,37.218583,55.994643
10005,5,66,37.232969,55.990028
10005,5,66,37.218583,55.994643
10005,5,67,37.231545,55.988711
10005,5,67,37.218583,55.994643
10005,5,68,37.231129,55.987017
10005,5,68,37.218583,55.994643
10005,5,69,37.22974,55.98667
10005,5,69,37.218583,55.994643
10005,5,70,37.201047,55.996634
10005,5,70,37.218583,55.994643
10005,5,71,37.200432,55.997123
10005,5,71,37.218583,55.994643
10005,5,72,37.202888,55.996961
10005,5,72,37.218583,55.994643
10005,5,73,37.203898,55.998237
10005,5,73,37.218583,55.994643
10005,5,74,37.203582,55.999078
10005,5,74,37.218583,55.994643
10005,5,75,37.206735,56.001918
10005,5,75,37.218583,55.994643
10005,5,76,37.207574,56.00163
10005,5,76,37.218583,55.994643
10005,5,77,37.207513,56.002364
10005,5,77,37.218583,55.994643
10005,5,78,37.211717,56.002775
10005,5,78,37.218583,55.994643
10005,5,79,37.211335,56.009401
10005,5,79,37.218583,55.994643
10006,6,80,37.743559,55.60532
10006,6,80,37.727179,55.606239
10006,6,81,37.742251,55.603076
10006,6,81,37.727179,55.606239
10006,6,82,37.741378,55.602051
10006,6,82,37.727179,55.606239
10006,6,83,37.720783,55.597485
10006,6,83,37.727179,55.606239
10006,6,84,37.715886,55.599362
10006,6,84,37.727179,55.606239
10006,6,85,37.726088,55.605582
10006,6,85,37.727179,55.606239
10006,6,86,37.713972,55.600341
10006,6,86,37.727179,55.606239
10006,6,87,37.710995,55.603334
10006,6,87,37.727179,55.606239
10006,6,88,37.711045,55.604868
10006,6,88,37.727179,55.606239
10006,6,89,37.725597,55.606244
10006,6,89,37.727179,55.606239
10006,6,90,37.714614,55.612543
10006,6,90,37.727179,55.606239
10007,7,91,37.539222,55.690068
10007,7,91,37.529482,55.681484
10007,7,92,37.544567,55.684988
10007,7,92,37.529482,55.681484
10007,7,93,37.546365,55.681717
10007,7,93,37.529482,55.681484
10007,7,94,37.544998,55.678306
10007,7,94,37.529482,55.681484
10007,7,95,37.544771,55.677884
10007,7,95,37.529482,55.681484
10007,7,96,37.558909,55.673269
10007,7,96,37.529482,55.681484
10007,7,97,37.561397,55.672065
10007,7,97,37.529482,55.681484
10007,7,98,37.54404,55.675873
10007,7,98,37.529482,55.681484
10007,7,99,37.55805,55.670361
10007,7,99,37.529482,55.681484
10007,7,100,37.542262,55.676024
10007,7,100,37.529482,55.681484
10007,7,101,37.543771,55.675329
10007,7,101,37.529482,55.681484
10007,7,102,37.548956,55.670844
10007,7,102,37.529482,55.681484
10007,7,103,37.542249,55.672644
10007,7,103,37.529482,55.681484
10007,7,104,37.551557,55.666038
10007,7,104,37.529482,55.681484
10007,7,105,37.53986,55.674218
10007,7,105,37.529482,55.681484
10007,7,106,37.552458,55.665096
10007,7,106,37.529482,55.681484
10007,7,107,37.551153,55.665668
10007,7,107,37.529482,55.681484
10007,7,108,37.550756,55.665284
10007,7,108,37.529482,55.681484
10007,7,109,37.550355,55.664924
10007,7,109,37.529482,55.681484
10007,7,110,37.529755,55.661203
10007,7,110,37.529482,55.681484
10007,7,111,37.527527,55.672545
10007,7,111,37.529482,55.681484
10007,7,112,37.514533,55.677242
10007,7,112,37.529482,55.681484
10008,8,113,37.747173,55.620502
10008,8,113,37.734156,55.614987
10008,8,114,37.749632,55.618342
10008,8,114,37.734156,55.614987
10008,8,115,37.74797,55.610172
10008,8,115,37.734156,55.614987
10008,8,116,37.743391,55.607596
10008,8,116,37.734156,55.614987
10008,8,117,37.741842,55.606789
10008,8,117,37.734156,55.614987
10008,8,118,37.726182,55.607216
10008,8,118,37.734156,55.614987
10008,8,119,37.733017,55.614357
10008,8,119,37.734156,55.614987
10008,8,120,37.719138,55.618861
10008,8,120,37.734156,55.614987
10009,9,121,37.575637,55.680494
10009,9,121,37.573313,55.671422
10009,9,122,37.576837,55.680555
10009,9,122,37.573313,55.671422
10009,9,123,37.57804,55.680013
10009,9,123,37.573313,55.671422
10009,9,124,37.580307,55.679944
10009,9,124,37.573313,55.671422
10009,9,125,37.590088,55.672909
10009,9,125,37.573313,55.671422
10009,9,126,37.589156,55.670246
10009,9,126,37.573313,55.671422
10009,9,127,37.587891,55.667238
10009,9,127,37.573313,55.671422
10009,9,128,37.588016,55.666576
10009,9,128,37.573313,55.671422
10009,9,129,37.580271,55.662896
10009,9,129,37.573313,55.671422
10009,9,130,37.579386,55.662981
10009,9,130,37.573313,55.671422
10009,9,131,37.578316,55.662195
10009,9,131,37.573313,55.671422
10009,9,132,37.571882,55.662069
10009,9,132,37.573313,55.671422
10009,9,133,37.568154,55.662596
10009,9,133,37.573313,55.671422
10009,9,134,37.560279,55.666173
10009,9,134,37.573313,55.671422
10009,9,135,37.557244,55.670637
10009,9,135,37.573313,55.671422
10009,9,136,37.556862,55.671359
10009,9,136,37.573313,55.671422
10009,9,137,37.558146,55.674568
10009,9,137,37.573313,55.671422
10009,9,138,37.558032,55.675294
10009,9,138,37.573313,55.671422
10009,9,139,37.560874,55.677308
10009,9,139,37.573313,55.671422
10009,9,140,37.56055,55.677857
10009,9,140,37.573313,55.671422
10009,9,141,37.561108,55.677748
10009,9,141,37.573313,55.671422
10009,9,142,37.565132,55.679188
10009,9,142,37.573313,55.671422
10010,10,143,37.441373,55.733079
10010,10,143,37.432784,55.741612
10010,10,144,37.423308,55.734067
10010,10,144,37.432784,55.741612
10010,10,145,37.421724,55.73467
10010,10,145,37.432784,55.741612
10010,10,146,37.419907,55.736324
10010,10,146,37.432784,55.741612
10010,10,147,37.419197,55.736801
10010,10,147,37.432784,55.741612
10010,10,148,37.417709,55.736819
10010,10,148,37.432784,55.741612
10010,10,149,37.417728,55.738095
10010,10,149,37.432784,55.741612
10010,10,150,37.416565,55.741779
10010,10,150,37.432784,55.741612
10010,10,151,37.415739,55.742363
10010,10,151,37.432784,55.741612
10010,10,152,37.41612,55.742806
10010,10,152,37.432784,55.741612
10010,10,153,37.420209,55.747179
10010,10,153,37.432784,55.741612
10010,10,154,37.420674,55.748474
10010,10,154,37.432784,55.741612
10010,10,155,37.422971,55.748774
10010,10,155,37.432784,55.741612
10011,11,156,37.665734,55.890627
10011,11,156,37.665673,55.889623
10011,11,157,37.674358,55.881786
10011,11,157,37.665673,55.889623
10011,11,158,37.664921,55.888819
10011,11,158,37.665673,55.889623
10011,11,159,37.655534,55.882221
10011,11,159,37.665673,55.889623
10011,11,160,37.653623,55.882795
10011,11,160,37.665673,55.889623
10011,11,161,37.648447,55.885736
10011,11,161,37.665673,55.889623
10011,11,162,37.648466,55.886221
10011,11,162,37.665673,55.889623
10011,11,163,37.648499,55.886709
10011,11,163,37.665673,55.889623
10011,11,164,37.649995,55.887381
10011,11,164,37.665673,55.889623
10011,11,165,37.648474,55.887376
10011,11,165,37.665673,55.889623
10011,11,166,37.649754,55.891671
10011,11,166,37.665673,55.889623
10011,11,167,37.648681,55.892141
10011,11,167,37.665673,55.889623
10012,12,168,37.505599,55.626577
10012,12,168,37.498512,55.618051
10012,12,169,37.509702,55.627051
10012,12,169,37.498512,55.618051
10012,12,170,37.512889,55.62847
10012,12,170,37.498512,55.618051
10012,12,171,37.512169,55.627879
10012,12,171,37.498512,55.618051
10012,12,172,37.510163,55.626202
10012,12,172,37.498512,55.618051
10012,12,173,37.497448,55.617023
10012,12,173,37.498512,55.618051
10012,12,174,37.483838,55.622129
10012,12,174,37.498512,55.618051
10012,12,175,37.483589,55.622787
10012,12,175,37.498512,55.618051
10012,12,176,37.483341,55.623442
10012,12,176,37.498512,55.618051
10012,12,177,37.497842,55.61914
10012,12,177,37.498512,55.618051
10013,13,178,37.781765,55.722924
10013,13,178,37.774109,55.71465
10013,13,179,37.784034,55.721666
10013,13,179,37.774109,55.71465
10013,13,180,37.785038,55.721336
10013,13,180,37.774109,55.71465
10013,13,181,37.785849,55.720859
10013,13,181,37.774109,55.71465
10013,13,182,37.787523,55.719785
10013,13,182,37.774109,55.71465
10013,13,183,37.78997,55.717129
10013,13,183,37.774109,55.71465
10013,13,184,37.790098,55.715892
10013,13,184,37.774109,55.71465
10013,13,185,37.790032,55.713644
10013,13,185,37.774109,55.71465
10013,13,186,37.789466,55.711541
10013,13,186,37.774109,55.71465
10013,13,187,37.784173,55.707458
10013,13,187,37.774109,55.71465
10013,13,188,37.773146,55.705314
10013,13,188,37.774109,55.71465
10013,13,189,37.772445,55.705603
10013,13,189,37.774109,55.71465
10013,13,190,37.771669,55.705709
10013,13,190,37.774109,55.71465
10013,13,191,37.770796,55.705617
10013,13,191,37.774109,55.71465
10013,13,192,37.769302,55.70602
10013,13,192,37.774109,55.71465
10013,13,193,37.759638,55.710872
10013,13,193,37.774109,55.71465
10013,13,194,37.758952,55.711645
10013,13,194,37.774109,55.71465
10013,13,195,37.757632,55.71372
10013,13,195,37.774109,55.71465
10013,13,196,37.769584,55.723602
10013,13,196,37.774109,55.71465
10014,14,197,37.587069,55.668653
10014,14,197,37.580813,55.659678
10014,14,198,37.590297,55.667019
10014,14,198,37.580813,55.659678
10014,14,199,37.596804,55.660835
10014,14,199,37.580813,55.659678
10014,14,200,37.582222,55.650127
10014,14,200,37.580813,55.659678
10014,14,201,37.580194,55.650434
10014,14,201,37.580813,55.659678
10014,14,202,37.578613,55.65043
10014,14,202,37.580813,55.659678
10014,14,203,37.577842,55.650346
10014,14,203,37.580813,55.659678
10014,14,204,37.577147,55.650547
10014,14,204,37.580813,55.659678
10014,14,205,37.571656,55.651746
10014,14,205,37.580813,55.659678
10014,14,206,37.568399,55.652951
10014,14,206,37.580813,55.659678
10014,14,207,37.567359,55.654097
10014,14,207,37.580813,55.659678
10014,14,208,37.567289,55.65455
10014,14,208,37.580813,55.659678
10014,14,209,37.567125,55.655012
10014,14,209,37.580813,55.659678
10014,14,210,37.565278,55.655653
10014,14,210,37.580813,55.659678
10014,14,211,37.564946,55.656571
10014,14,211,37.580813,55.659678
10014,14,212,37.56435,55.659474
10014,14,212,37.580813,55.659678
10014,14,213,37.566535,55.665141
10014,14,213,37.580813,55.659678
10014,14,214,37.568126,55.665823
10014,14,214,37.580813,55.659678
10014,14,215,37.571419,55.666926
10014,14,215,37.580813,55.659678
10014,14,216,37.57151,55.667557
10014,14,216,37.580813,55.659678
10014,14,217,37.574629,55.668132
10014,14,217,37.580813,55.659678
10015,15,218,37.504863,55.625494
10015,15,218,37.489515,55.630199
10015,15,219,37.498345,55.62147
10015,15,219,37.489515,55.630199
10015,15,220,37.497071,55.621673
10015,15,220,37.489515,55.630199
10015,15,221,37.495798,55.62189
10015,15,221,37.489515,55.630199
10015,15,222,37.495149,55.621068
10015,15,222,37.489515,55.630199
10015,15,223,37.493784,55.621281
10015,15,223,37.489515,55.630199
10015,15,224,37.488481,55.621071
10015,15,224,37.489515,55.630199
10015,15,225,37.473974,55.632714
10015,15,225,37.489515,55.630199
10015,15,226,37.472276,55.634163
10015,15,226,37.489515,55.630199
10015,15,227,37.473557,55.634429
10015,15,227,37.489515,55.630199
10016,16,228,37.589811,55.760235
10016,16,228,37.580815,55.751366
10016,16,229,37.589392,55.758953
10016,16,229,37.580815,55.751366
10016,16,230,37.596557,55.753298
10016,16,230,37.580815,55.751366
10016,16,231,37.596947,55.751052
