"OBJECTID","OBJECTID_OLD","ID","NAME","NUMB","TYPE","CLOSED","ADDRESS","OKRUG","RAYON","COMPLEX_ID","RATING","CATCHEMENT_AREA_STUDENTS"
1490,1993,10001,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №459",459,"школа",FALSE,"","ЮВАО","Нижегородский",499,,0
1451,1924,10002,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1718",1718,"прогимназия",FALSE,"","ВАО","Северное Измайлово",685,,0
1456,1938,10003,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770 «Московский Кадетский Музыкальный Корпус»",1770,"школа",FALSE,"","ЮАО","Нагатинский Затон",851,,0
1443,1908,10005,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1704",1704,"начальная школа",FALSE,"","ЗелАО","Савёлки",801,,0
1495,2003,10006,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа №1771",1771,"начальная школа",FALSE,"","ЮАО","Орехово-Борисово Южное",361,,0
1465,1956,10007,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1620",1620,"начальная школа",FALSE,"","ЮЗАО","Ломоносовский",587,,0
1458,1940,10008,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1632",1632,"начальная школа",FALSE,"","ЮАО","Зябликово",852,,0
1467,1959,10009,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1649",1649,"начальная школа",FALSE,"","ЮЗАО","Черёмушки",591,,2998.545719
1476,1970,10010,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1658",1658,"начальная школа",FALSE,"","ЗАО","Кунцево",704,,0
1445,1914,10011,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1856",1856,"начальная школа",FALSE,"","СВАО","Северное Медведково",262,,0
1474,1966,10012,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1616",1616,"начальная школа",FALSE,"","ЮЗАО","Тёплый Стан",523,,0
1453,1929,10013,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1645",1645,"начальная школа",FALSE,"","ЮВАО","Кузьминки",415,,0
1468,1960,10014,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1676",1676,"начальная школа",FALSE,"","ЮЗАО","Зюзино",585,,0
1473,1965,10015,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1850",1850,"начальная школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,0
1493,1997,10016,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1755",1755,"прогимназия",FALSE,"","ЦАО","Арбат",39,,0
1479,1973,10017,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1776",1776,"прогимназия",FALSE,"","САО","Ховрино",135,,0
1492,1996,10018,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1938",1938,"прогимназия",FALSE,"","СЗАО","Митино",107,,0
1454,1936,10019,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1858",1858,"школа",FALSE,"","ЮВАО","Капотня",845,192,5380.722886
1471,1963,10020,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №126",126,"школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,0
1452,1928,10021,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №530",530,"школа",FALSE,"","ЮВАО","Южнопортовый",448,,0
1469,1961,10022,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279",1279,"школа",FALSE,"","ЮЗАО","Зюзино",570,133,4090.461526
1463,1950,10023,"Государственное бюджетное образовательное учреждение города Москвы киноколледж №40 «Московская международная киношкола»",40,"колледж",FALSE,"","ЮАО","Донской",963,,0
1466,1958,10024,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением предметной области «Искусство» №95",95,"школа-интернат",FALSE,"","ЮЗАО","Черёмушки",591,,0
1461,1947,10026,"Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат №69 «Второй московский кадетский корпус»",69,"кадетская школа-интернат",FALSE,"","ЮЗАО","Обручевский",856,,0
1460,1946,10027,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №95",95,"школа-интернат",FALSE,"","ЮЗАО","Зюзино",856,,0
1464,1951,10028,"Государственное бюджетное образовательное учреждение города Москвы «Воробьевы горы»",,"лицей",FALSE,"","ЮЗАО","Гагаринский",857,,0
1494,2001,10029,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1657",1657,"начальная школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,0
1470,1962,10030,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №109 «Подразделение в ФНКЦ ДГОИ им. Димы Рогачева»",109,"школа",FALSE,"","ЮЗАО","Обручевский",966,,152.103822
1444,1911,10031,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1122",1122,"школа",FALSE,"","СВАО","Лианозово",235,,0
1462,1948,10032,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1426",1426,"школа",FALSE,"","ЮАО","Бирюлёво Восточное",363,,906.264747
1447,1918,10033,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1778 «Московский Шереметьевский кадетский корпус»",1778,"школа",FALSE,"","СВАО","Лосиноостровский",283,,1493.794234
1497,2007,10034,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»",1784,"школа",FALSE,"","САО","Беговой",206,,1646.922673
1491,1995,10035,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №205 имени Героя Советского Союза Е.К. Лютикова",205,"школа",FALSE,"","САО","Савёловский",211,,5205.892531
1449,1920,10036,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №271",271,"школа",FALSE,"","СВАО","Останкинский",825,,0
1446,1916,10037,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №300",300,"школа",FALSE,"","СВАО","Южное Медведково",271,,0
1487,1986,10038,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №496",496,"школа",FALSE,"","ЮАО","Нагатинский Затон",887,,0
1496,2004,10039,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №564",564,"школа",FALSE,"","ЮАО","Донской",965,,0
1489,1988,10040,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №96",96,"школа",FALSE,"","ЦАО","Пресненский",47,,0
1488,1987,10041,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1259",1259,"школа",FALSE,"","ЦАО","Замоскворечье",23,178,2339.059844
1483,1978,10042,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1233",1233,"школа",FALSE,"","ЦАО","Арбат",20,,0
1486,1985,10043,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №514",514,"школа",FALSE,"","ЮАО","Нагатинский Затон",887,298,58.55654
1477,1971,10044,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат «Интеллектуал»",,"школа-интернат",FALSE,"","ЗАО","Фили-Давыдково",863,11,0
1481,1975,10045,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №42",42,"школа-интернат",FALSE,"","САО","Хорошёвский",874,,0
1482,1977,10046,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением отдельных предметов №16 «ШИК 16»",16,"школа-интернат",FALSE,"","СВАО","Останкинский",964,,0
1448,1919,10047,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1099",1099,"центр образования",FALSE,"","СВАО","Ярославский",263,,0
1485,1984,10048,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1317",1317,"центр образования",FALSE,"","ЗАО","Тропарёво-Никулино",886,222,124.12852
1450,1921,10049,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №287 имени С.К.Годовикова",287,"центр образования",FALSE,"","СВАО","Останкинский",825,,1180.057972
1475,1969,10050,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1130",1130,"центр образования",FALSE,"","ЗАО","Крылатское",821,59,100.948822
1442,1907,10051,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1863",1863,"центр образования",FALSE,"","ЮЗАО","Южное Бутово",530,,2244.788837
1484,1983,10052,"Государственное бюджетное образовательное учреждение города Москвы центр образования №46",46,"центр образования",FALSE,"","ЮЗАО","Обручевский",885,223,1511.357536
1459,1942,10053,"Государственное бюджетное образовательное учреждение города Москвы центр образования №943",943,"центр образования",FALSE,"","ЮАО","Зябликово",854,,538.804282
1480,1974,10054,"Новая школа ЖК «Головино»",,"школа",FALSE,"","САО","Войковский",203,,0
1478,1972,10055,"Новая школа ЖК «Мичурино»",,"школа",FALSE,"","ЗАО","Очаково-Матвеевское",776,,0
1472,1964,10056,"Новая школа ЖК «Теплый Край»",,"школа",FALSE,"","ЮЗАО","Тёплый Стан",528,,0
1,1,10057,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1138",1138,"школа",FALSE,"129329, город Москва, Тенистый проезд, д. 8, строение 1","СВАО","Свиблово",293,,1243.145676
2,2,10058,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №398",398,"школа",FALSE,"109542, Москва, ул. Хлобыстова, д. 14, корп. 3","ЮВАО","Выхино-Жулебино",431,,780.988633
134,193,10059,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №745",745,"школа",FALSE,"127562 г. Москва, Алтуфьевское шоссе, д. 30а","СВАО","Отрадное",304,,1401.867995
135,194,10060,"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»",548,"центр образования",FALSE,"115582 г.Москва, ул. Домодедовская д35, к.2","ЮАО","Орехово-Борисово Северное",855,13,0
4,4,10063,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1627",1627,"прогимназия",FALSE,"127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",291,,0
3,3,10064,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1709",1709,"прогимназия",FALSE,"127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",291,,0
5,5,10065,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554",1554,"гимназия",FALSE,"127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",291,135,334.106563
6,6,10066,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2033",2033,"школа",FALSE,"105425,Москва,Щелковское шоссе, дом 26А","ВАО","Северное Измайлово",692,395,4142.962194
138,198,10067,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1495",1495,"центр образования",FALSE,"111674 г.Москва ул.Святоозерская д.17","ВАО","Косино-Ухтомский",889,,7596.00815
139,199,10068,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1290",1290,"гимназия",FALSE,"105043, г. Москва, ул. Первомайская, д.59, строение 1","ВАО","Измайлово",833,93,3869.873419
140,200,10069,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315",315,"школа",FALSE,"107140 г. Москва, Русаковская ул., д.10, строение 1 и 3","ЦАО","Красносельский",890,77,1059.615847
141,202,10070,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №369",369,"школа",FALSE,"107014, г. Москва, ул. Гастелло, дом 3","ВАО","Сокольники",829,,717.155591
142,203,10071,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №708",708,"школа",FALSE,"107014, г. Москва, ул. Гастелло, дом 3","ВАО","Сокольники",618,,0
7,7,10072,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1893",1893,"прогимназия",FALSE,"109388, г. Москва, ул. Гурьянова, д. 59","ЮВАО","Печатники",421,,0
144,205,10073,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №149",149,"школа",FALSE,"125080 г. Москва, ул. Врубеля., д. 6","САО","Сокол",891,327,7523.733047
145,206,10074,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1003",1003,"школа",FALSE,"119618 г.Москва, ул 50 лет Октября, д. 13 А","ЗАО","Солнцево",820,,0
8,8,10075,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1018",1018,"школа",FALSE,"119634 г.Москва, ул. Шолохова, д.20","ЗАО","Ново-Переделкино",758,144,3354.069014
9,9,10076,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1127",1127,"школа",FALSE,"121609 г.Москва, ул. Крылатские холмы, д. 13","ЗАО","Крылатское",761,,0
10,10,10077,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №55",55,"школа",FALSE,"119501 г.Москва, ул Веерная, д. 38, к.2","ЗАО","Очаково-Матвеевское",730,,2259.599785
146,207,10078,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800",800,"школа",FALSE,"121596 г.Москва, ул. Толбухина, д. 7, к.3","ЗАО","Можайский",892,,2107.12291
11,11,10079,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814",814,"школа",FALSE,"119501 г.Москва, ул. Веерная, д. 5, корпус 3","ЗАО","Очаково-Матвеевское",730,361,2353.223292
147,208,10080,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1434",1434,"центр образования",FALSE,"119607 г.Москва, ул Раменки д.15 к1","ЗАО","Раменки",866,257,2068.15772
12,12,10081,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1989",1989,"центр образования",FALSE,"109451, г. Москва, ул. Белореченская, д. 45, к. 2","ЮВАО","Марьино",429,,319.410029
13,14,10082,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №402",402,"школа",FALSE,"111538, г. Москва, ул. Косинская, д. 10А","ВАО","Вешняки",681,331,799.066715
15,16,10083,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257",1257,"гимназия",FALSE,"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1","ЮАО","Даниловский",348,89,566.254371
16,18,10085,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1274 имени В.В.Маяковского",1274,"гимназия",FALSE,"115088, г. Москва, ул. 1-я Дубровская, д. 16","ЮВАО","Южнопортовый",496,224,2073.012598
17,20,10086,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1306",1306,"гимназия",FALSE,"119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3","ЗАО","Раменки",971,,771.044645
18,37,10087,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»",1404,"гимназия",FALSE,"107014, Москва,  ул. Большая Оленья,  д. 3","ВАО","Сокольники",610,,4579.261023
148,209,10089,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1503",1503,"гимназия",FALSE,"129626, г.Москва, ул.П.Корчагина, д.18","СВАО","Алексеевский",826,173,1053.82722
20,40,10091,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»",1505,"гимназия",FALSE,"107061, г. Москва, улица  2-я Пугачевская, дом 6А","ВАО","Преображенское",674,140,1978.817785
150,211,10092,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1506",1506,"гимназия",FALSE,"127282, г. Москва, ул. Широкая, д.1А","СВАО","Северное Медведково",822,92,1505.342811
21,41,10093,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1507",1507,"гимназия",FALSE,"117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9","ЮЗАО","Тёплый Стан",571,247,1041.501571
22,42,10094,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1512",1512,"гимназия",FALSE,"111538, г. Москва, ул. Косинская, д.24А","ВАО","Вешняки",684,104,301.436285
23,43,10095,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1513 «Московская городская лингвистическая гимназия»",1513,"гимназия",FALSE,"121099 г. Москва, Новинский б-р, д.3, стр.2","ЦАО","Арбат",39,79,481.674938
24,44,10096,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1514",1514,"гимназия",FALSE,"119311, г.Москва, ул.Крупской, д.12","ЮЗАО","Ломоносовский",565,10,0
25,45,10097,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №131",131,"школа",FALSE,"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2","СЗАО","Хорошёво-Мнёвники",130,,0
26,46,10098,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1515",1515,"гимназия",FALSE,"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2","СЗАО","Хорошёво-Мнёвники",130,107,8096.836935
28,50,10099,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1517",1517,"гимназия",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,32,13796.01561
32,55,10100,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №115",115,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,0
29,51,10101,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №143",143,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,0
27,48,10102,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №593",593,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,0
30,52,10103,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №80",80,"школа",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,0
31,53,10104,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением китайского языка №11",11,"школа-интернат",FALSE,"123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",55,,13090.446374
152,215,10105,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №85",85,"школа",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,,0
154,217,10106,"Государственное бюджетное образовательное учреждение города Москвы кадетская школа №1721",1721,"кадетская школа",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,,0
153,216,10107,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1519",1519,"гимназия",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,36,122.819405
151,212,10108,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1622",1622,"прогимназия",FALSE,"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",124,,0
155,218,10109,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1520 имени Капцовых",1520,"гимназия",FALSE,"125009 г.Москва, Леонтьевский пер., д.19/2, стр.1","ЦАО","Пресненский",880,125,1590.878659
34,57,10110,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1768",1768,"прогимназия",FALSE,"119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8","ЦАО","Хамовники",20,,0
33,56,10111,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1521",1521,"гимназия",FALSE,"119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8","ЦАО","Хамовники",20,263,4558.979102
156,219,10112,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1522",1522,"гимназия",FALSE,"123423, г. Москва, ул. Народного Ополчения, д. 16, корп. 4","СЗАО","Хорошёво-Мнёвники",893,81,0
157,220,10113,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1526",1526,"гимназия",FALSE,"117535 г. Москва, ул. Дорожная д. 20А","ЮАО","Чертаново Южное",894,197,2922.04634
158,221,10114,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1527",1527,"гимназия",FALSE,"115470 г. Москва, проспект Андропова,д.17,к.5","ЮАО","Нагатинский Затон",850,50,11.288874
35,58,10116,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1667",1667,"прогимназия",FALSE,"124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",783,,0
36,59,10117,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1717",1717,"прогимназия",FALSE,"124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",783,,0
37,60,10118,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1528",1528,"гимназия",FALSE,"124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",783,87,4347.627003
38,61,10119,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1529 имени А.С.Грибоедова",1529,"гимназия",FALSE,"119034 г.Москва, 2-ой Обыденский пер, д.9","ЦАО","Хамовники",25,22,3632.17585
160,223,10120,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»",1530,"гимназия",FALSE,"107014, Москва, ул. Егерская, д. 4","ВАО","Сокольники",829,52,0
40,65,10122,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1756",1756,"прогимназия",FALSE,"129085, г. Москва, ул. Годовикова, д.4, стр.3","СВАО","Останкинский",226,,0
39,63,10123,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»",1531,"гимназия",FALSE,"129085, г. Москва, ул. Годовикова, д.4, стр.3","СВАО","Останкинский",226,183,1424.344637
41,66,10124,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1532",1532,"гимназия",FALSE,"117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3","ЮЗАО","Тёплый Стан",523,,1174.137849
42,67,10125,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1534",1534,"гимназия",FALSE,"117036, г.Москва, ул.Кедрова, д.11","ЮЗАО","Академический",588,23,2198.033121
43,68,10126,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1536",1536,"гимназия",FALSE,"119261, г.Москва, Ленинский проспект, дом 83 А","ЮЗАО","Ломоносовский",561,,1656.398185
44,69,10127,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1538",1538,"гимназия",FALSE,"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;","СЗАО","Митино",62,88,2260.463221
45,70,10128,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и информационных технологий №1339",1339,"школа",FALSE,"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;","СЗАО","Митино",62,,0
46,71,10129,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1540",1540,"гимназия",FALSE,"103055 г. Москва, Новослободская ул., д.57, стр.1","ЦАО","Тверской",37,,4068.785466
47,72,10130,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1541",1541,"гимназия",FALSE,"119415 г. Москва, пр. Вернадского, д. 55","ЗАО","Проспект Вернадского",718,156,1769.566655
48,73,10131,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1542",1542,"гимназия",FALSE,"119620, г. Москва, ул. Авиаторов, дом 8, корпус 2","ЗАО","Солнцево",779,58,1900.515345
49,74,10132,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1544",1544,"гимназия",FALSE,"125222, г. Москва, ул. Пенягинская, д. 14","СЗАО","Митино",107,124,2171.636656
51,77,10133,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №828",828,"школа",FALSE,"125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",79,,0
52,79,10134,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1551",1551,"гимназия",FALSE,"125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",79,60,3043.448674
50,75,10135,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №677",677,"школа",FALSE,"125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",79,,0
162,225,10136,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1552",1552,"гимназия",FALSE,"115580 г. Москва, ул. М.Джалиля, д. 25","ЮАО","Зябликово",854,67,287.4523
53,82,10137,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро",1558,"гимназия",FALSE,"129327,  Москва, Чукотский проезд, д. 6","СВАО","Бабушкинский",259,97,449.828235
54,84,10138,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1967",1967,"школа",FALSE,"109341, г.Москва, ул. Братиславская, дом 4","ЮВАО","Марьино",433,,0
55,85,10139,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1562 имени Артема Боровика",1562,"гимназия",FALSE,"109341, г.Москва, ул. Братиславская, дом 4","ЮВАО","Марьино",433,34,203.493835
56,86,10140,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1565 «Свиблово»",1565,"гимназия",FALSE,"129323, г. Москва, ул. Седова, д. 4, корп. 1","СВАО","Свиблово",293,94,2214.405972
57,87,10141,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1566",1566,"гимназия",FALSE,"109652, г. Москва, Мячковский бульвар, дом 14, к. 3","ЮВАО","Марьино",459,375,1297.111646
163,226,10142,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1567",1567,"гимназия",FALSE,"121170 г.Москва, Кутузовский проезд, д.10, стр.1","ЗАО","Дорогомилово",859,20,0
165,228,10143,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1569 «Созвездие»",1569,"гимназия",FALSE,"115573 г. Москва, ул. Мусы Джалиля, д.36,к.2","ЮАО","Зябликово",852,98,361.763246
58,88,10145,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1570",1570,"гимназия",FALSE,"125040, г. Москва, 5-я улица Ямского поля, д. 28/32","САО","Беговой",175,,2938.007698
59,89,10146,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1572",1572,"гимназия",FALSE,"127018, г.Москва, Октябрьский пер., д.11","СВАО","Марьина Роща",311,,1759.458316
