"","ID","x"
"7553",10573,2
"7555",10575,2
"7556",10576,2
"7557",10577,2
"7559",10579,2
"7560",10580,2
"7563",10583,2
"7564",10584,2
"7565",10585,2
"7566",10586,2
"7567",10587,2
"7569",10589,2
"7570",10590,2
"7572",10592,2
"7573",10593,2
"7577",10597,2
"7578",10598,2
"7580",10600,2
"7581",10601,2
"7582",10602,2
"7587",10607,2
"7589",10609,2
"7592",10612,2
"7596",10616,2
"7597",10617,2
"7598",10618,2
"7599",10619,2
"7600",10620,2
"7602",10622,2
"7603",10623,2
"7604",10624,2
"7605",10625,2
"7606",10626,2
"7609",10629,2
"7610",10630,2
"7614",10634,2
"7615",10635,2
"7616",10636,2
"7617",10637,2
"7618",10638,2
"7619",10639,2
"7620",10640,2
"7621",10641,2
"7622",10642,2
"7625",10645,2
"7626",10646,2
"7627",10647,2
"7632",10652,2
"7633",10653,2
"7635",10655,2
"7636",10656,2
"7637",10657,2
"7638",10658,2
"7640",10660,2
"7641",10661,2
"7642",10662,2
"7644",10664,2
"7645",10665,2
"7646",10666,2
"7647",10667,2
"7650",10670,2
"7652",10672,2
"7654",10674,2
"7655",10675,2
"7656",10676,2
"7657",10677,2
"7658",10678,2
"7659",10679,2
"7660",10680,2
"7665",10685,2
"7673",10693,2
"7675",10695,2
"7680",10700,2
"7682",10702,2
"7683",10703,2
"7684",10704,2
"7685",10705,2
"7686",10706,2
"7692",10712,2
"7693",10713,2
"7695",10715,2
"7696",10716,2
"7697",10717,2
"7698",10718,2
"7699",10719,2
"7700",10720,2
"7702",10722,2
"7703",10723,2
"7704",10724,2
"7705",10725,2
"7706",10726,2
"7707",10727,2
"7710",10730,2
"7716",10736,2
"7717",10737,2
"7718",10738,2
"7719",10739,2
"7720",10740,2
"7722",10742,2
"7723",10743,2
"7724",10744,2
"7727",10747,2
"7729",10749,2
"7730",10750,2
"7732",10752,2
"7735",10755,2
"7736",10756,2
"7739",10759,2
"7740",10760,2
"7741",10761,2
"7742",10762,2
"7743",10763,2
"7744",10764,2
"7745",10765,2
"7746",10766,2
"7747",10767,2
"7748",10768,2
"7751",10771,2
"7752",10772,2
"7753",10773,2
"7754",10774,2
"7756",10777,2
"7757",10778,2
"7758",10779,2
"7759",10780,2
"7760",10781,2
"7761",10782,2
"7762",10783,2
"7763",10784,2
"7765",10786,2
"7767",10788,2
"7768",10789,2
"7769",10790,2
"7770",10791,2
"7774",10795,2
"7775",10796,2
"7776",10797,2
"7777",10798,2
"7781",10802,2
"7785",10806,2
"7787",10808,2
"7791",10812,2
"7792",10813,2
"7795",10816,2
"7809",10833,2
"7815",10839,2
"7823",10847,2
"7825",10849,2
"7826",10850,2
"7827",10851,2
"7828",10852,2
"7832",10856,2
"7833",10857,2
"7835",10859,2
"7836",10860,2
"7837",10861,2
"7842",10866,2
"7847",10871,2
"7849",10873,2
"7855",10879,2
"7859",10883,2
"7860",10884,2
"7862",10886,2
"7863",10887,2
"7864",10888,2
"7865",10889,2
"7876",10900,2
"7878",10903,2
"7879",10904,2
"7880",10905,2
"7881",10906,2
"7884",10909,2
"7885",10910,2
"7886",10911,2
"7887",10912,2
"7888",10913,2
"7889",10914,2
"7890",10915,2
"7891",10916,2
"7892",10917,2
"7893",10918,2
"7895",10920,2
"7896",10921,2
"7897",10922,2
"7898",10923,2
"7899",10924,2
"7903",10928,2
"7904",10929,2
"7905",10930,2
"7907",10932,2
"7908",10933,2
"7909",10934,2
"7910",10935,2
"7911",10936,2
"7912",10937,2
"7913",10938,2
"7914",10939,2
"7915",10940,2
"7916",10941,2
"7917",10942,2
"7918",10943,2
"7919",10944,2
"7920",10945,2
"7921",10946,2
"7922",10947,2
"7923",10948,2
"7924",10949,2
"7925",10950,2
"7926",10951,2
"7927",10952,2
"7930",10955,2
"7933",10958,2
"7934",10959,2
"7935",10960,2
"7936",10961,2
"7937",10962,2
"7939",10964,2
"7942",10967,2
"7943",10968,2
"7944",10969,2
"7949",10974,2
"7951",10976,2
"7952",10977,2
"7953",10978,2
"7955",10980,2
"7956",10981,2
"7957",10982,2
"7958",10983,2
"7959",10984,2
"7961",10986,2
"7963",10988,2
"7966",10991,2
"7967",10992,2
"7968",10993,2
"7969",10994,2
"7970",10995,2
"7977",11002,2
"7978",11003,2
"7990",11015,2
"7995",11020,2
"7996",11021,2
"7997",11022,2
"7999",11024,2
"8000",11025,2
"8001",11026,2
"8002",11027,2
"8010",11035,2
"8011",11036,2
"8012",11037,2
"8015",11040,2
"8016",11041,2
"8017",11042,2
"8019",11044,2
"8026",11051,2
"8030",11055,2
"8031",11056,2
"8039",11065,2
"8040",11066,2
"8043",11069,2
"8045",11071,2
"8046",11072,2
"8049",11075,2
"8050",11076,2
"8053",11079,2
"8054",11080,2
"8064",11090,2
"8065",11091,2
"8066",11092,2
"8071",11097,2
"8084",11110,2
"8085",11111,2
"8086",11112,2
"8087",11113,2
"8088",11114,2
"8091",11117,2
"8092",11118,2
"8109",11149,2
"8110",11150,2
"8120",11160,2
"8126",11166,2
"8127",11167,2
"8129",11169,2
"8130",11170,2
"8131",11171,2
"8133",11173,2
"8134",11174,2
"8135",11175,2
"8136",11176,2
"8137",11177,2
"8139",11179,2
"8140",11180,2
"8142",11182,2
"8169",11209,2
"8172",11212,2
"8174",11214,2
"8175",11215,2
"8178",11218,2
"8179",11219,2
"8180",11220,2
"8181",11221,2
"8185",11225,2
"8189",11229,2
"8194",11234,2
"8195",11235,2
"8196",11236,2
"8197",11237,2
"8198",11238,2
"8200",11240,2
"8202",11242,2
"8204",11244,2
"8205",11245,2
"8206",11246,2
"8211",11251,2
"8213",11253,2
"8214",11254,2
"8215",11255,2
"8216",11256,2
"8217",11257,2
"8219",11259,2
"8220",11260,2
"8232",11272,2
"8240",11281,2
"8253",11294,2
"8254",11295,2
"8259",11300,2
"8260",11301,2
"8262",11303,2
"8267",11308,2
"8268",11309,2
"8269",11310,2
"8272",11313,2
"8276",11317,2
"8282",11323,2
"8283",11324,2
"8284",11325,2
"8285",11326,2
"8286",11327,2
"8288",11329,2
"8293",11334,2
"8294",11335,2
"8295",11336,2
"8296",11337,2
"8297",11338,2
"8298",11339,2
"8300",11341,2
"8301",11342,2
"8302",11343,2
"8303",11344,2
"8304",11345,2
"8305",11346,2
"8306",11347,2
"8309",11350,2
"8310",11351,2
"8312",11353,2
"8313",11354,2
"8317",11358,2
"8318",11359,2
"8321",11362,2
"8325",11366,2
"8326",11367,2
"8338",11380,2
"8339",11381,2
"8341",11383,2
"8342",11384,2
"8343",11385,2
"8344",11386,2
"8345",11387,2
"8352",11394,2
"8357",11399,2
"8364",11406,2
"8366",11408,2
"8367",11409,2
"8368",11410,2
"8370",11412,2
"8371",11413,2
"8372",11414,2
"8373",11415,2
"8376",11418,2
"8377",11419,2
"8380",11422,2
"8381",11423,2
"8389",11431,2
"8390",11432,2
"8392",11434,2
"8393",11435,2
"8395",11437,2
"8396",11438,2
"8397",11439,2
"8399",11441,2
"8403",11445,2
"8408",11450,2
"8413",11455,2
"8419",11461,2
"8422",11464,2
"8423",11465,2
"8424",11466,2
"8432",11474,2
"8437",11479,2
"8438",11480,2
"8440",11482,2
"8444",11486,2
"8446",11488,2
"8447",11489,2
"8448",11490,2
"8449",11491,2
"8452",11494,2
"8453",11495,2
"8454",11496,2
"8455",11497,2
"8459",11501,2
"8461",11503,2
"8462",11504,2
"8463",11505,2
"8465",11507,2
"8466",11508,2
"8467",11509,2
"8468",11510,2
"8469",11511,2
"8470",11512,2
"8471",11513,2
"8472",11514,2
"8473",11515,2
"8474",11516,2
"8475",11517,2
"8476",11518,2
"8477",11519,2
"8478",11520,2
"8479",11521,2
"8483",11525,2
"8484",11526,2
"8485",11527,2
"8486",11528,2
"8490",11532,2
"8492",11534,2
"8493",11535,2
"8494",11536,2
"8496",11538,2
"8497",11539,2
"8499",11541,2
"8500",11542,2
"8501",11543,2
"8504",11547,2
"8505",11548,2
"8509",11552,2
"8511",11554,2
"8513",11556,2
"8515",11558,2
"8516",11559,2
"8517",11560,2
"8519",11562,2
"8524",11567,2
"8525",11568,2
"8526",11569,2
"8527",11570,2
"8530",11573,2
"8535",11578,2
"8542",11585,2
"8546",11589,2
"8548",11591,2
"8557",11600,2
"8558",11601,2
"8560",11603,2
"8561",11604,2
"8562",11605,2
"8563",11606,2
"8564",11607,2
"8571",11614,2
"8574",11617,2
"8577",11620,2
"8579",11622,2
"8580",11623,2
"8582",11625,2
"8583",11626,2
"8587",11630,2
"8588",11631,2
"8590",11633,2
"8591",11634,2
"8592",11635,2
"8597",11640,2
"8606",11649,2
"8608",11651,2
"8614",11657,2
"8615",11658,2
"8617",11660,2
"8619",11662,2
"8620",11663,2
"8632",11676,2
"8635",11679,2
"8642",11686,2
"8643",11687,2
"8644",11688,2
"8645",11689,2
"8650",11694,2
"8651",11695,2
"8652",11696,2
"8653",11697,2
"8654",11698,2
"8655",11699,2
"8656",11700,2
"8657",11701,2
"8659",11703,2
"8660",11704,2
"8661",11705,2
"8663",11707,2
"8664",11708,2
"8665",11709,2
"8666",11710,2
"8667",11711,2
"8669",11713,2
"8674",11718,2
"8675",11719,2
"8676",11720,2
"8677",11721,2
"8679",11723,2
"8681",11725,2
"8682",11726,2
"8683",11727,2
"8684",11728,2
"8685",11729,2
"8686",11730,2
"8688",11732,2
"8689",11733,2
"8691",11735,2
"8692",11736,2
"8693",11737,2
"8694",11738,2
"8695",11739,2
"8697",11741,2
"8699",11743,2
"8701",11745,2
"8702",11746,2
"8712",11756,2
"8713",11757,2
"8716",11760,2
"8719",11763,2
"8720",11764,2
"8722",11766,2
"8723",11767,2
"8724",11768,2
"8725",11769,2
"8729",11773,2
"8731",11775,2
"8732",11776,2
"8733",11777,2
"8734",11778,2
"8735",11779,2
"8737",11781,2
"8738",11782,2
"8739",11783,2
"8740",11784,2
"8741",11785,2
"8742",11786,2
"8749",11793,2
"8751",11795,2
"8752",11796,2
"8755",11799,2
"8756",11800,2
"8757",11801,2
"8758",11802,2
"8762",11806,2
"8763",11807,2
"8764",11808,2
"8765",11809,2
"8766",11810,2
"8767",11811,2
"8768",11812,2
"8769",11813,2
"8770",11814,2
"8771",11815,2
"8773",11817,2
"8774",11818,2
"8775",11819,2
"8776",11820,2
"8777",11821,2
"8782",11826,2
"8783",11827,2
"8788",11832,2
"8790",11834,2
"8791",11835,2
"8792",11836,2
"8793",11837,2
"8794",11838,2
"8795",11839,2
"8798",11842,2
"8800",11844,2
"8801",11845,2
"8804",11848,2
"8808",11852,2
"8810",11854,2
"8812",11856,2
"8813",11857,2
"8814",11858,2
"8819",11863,2
"8820",11864,2
"8823",11867,2
"8827",11871,2
"8828",11872,2
"8829",11873,2
"8830",11874,2
"8832",11876,2
"8833",11877,2
"8834",11878,2
"8835",11879,2
"8837",11881,2
"8838",11882,2
"8839",11883,2
"8840",11884,2
"8841",11885,2
"8842",11886,2
"8843",11887,2
"8844",11888,2
"8845",11889,2
"8851",11895,2
"8852",11896,2
"8853",11897,2
"8854",11898,2
"8856",11900,2
"8857",11901,2
"8858",11902,2
"8860",11904,2
"8862",11906,2
"8863",11907,2
"8864",11908,2
"8865",11909,2
"8866",11910,2
"8867",11911,2
"8868",11912,2
"8869",11913,2
"8870",11914,2
"8871",11915,2
"8872",11916,2
"8873",11917,2
"8874",11918,2
"8876",11920,2
"8877",11921,2
"8878",11922,2
"8879",11923,2
"8880",11924,2
"8881",11925,2
"8882",11926,2
"8883",11927,2
"8884",11928,2
"8885",11929,2
"8886",11930,2
"8887",11931,2
"8888",11932,2
"8889",11933,2
"8890",11934,2
"8891",11935,2
"8892",11936,2
"8893",11937,2
"8894",11938,2
"8895",11939,2
"8896",11940,2
"8897",11941,2
"8898",11942,2
"8900",11944,2
"8901",11945,2
"8902",11946,2
"8903",11947,2
"8905",11949,2
"8906",11950,2
"8907",11951,2
"8909",11953,2
"8911",11955,2
"8912",11956,2
"8914",11958,2
"8918",11962,2
"8920",11964,2
"8921",11965,2
"8928",11972,2
"8930",11974,2
"8933",11977,2
"8937",11981,2
"8938",11982,2
"8939",11983,2
"8940",11984,2
"8941",11985,2
"8942",11986,2
"8947",11991,2
"8948",11992,2
"8949",11993,2
"8950",11994,2
"8951",11995,2
"8952",11996,2
"8953",11997,2
"8954",11998,2
"8955",11999,2
"8956",12000,2
"8958",12002,2
"8961",12005,2
"8967",12012,2
"8968",12013,2
"8969",12014,2
"8971",12016,2
"8974",12019,2
"8975",12020,2
"8976",12021,2
"8978",12023,2
"8979",12024,2
"8980",12025,2
"8982",12027,2
"8991",12036,2
"8999",12044,2
"9004",12049,2
"9016",12061,2
"9017",12062,2
"9018",12063,2
"9019",12064,2
"9020",12065,2
"9021",12066,2
"9022",12067,2
"9024",12069,2
"9025",12070,2
"9026",12071,2
"9027",12072,2
"9028",12073,2
"9029",12074,2
"9031",12076,2
"9032",12077,2
"9035",12080,2
"9036",12081,2
"9037",12082,2
"9038",12083,2
"9039",12084,2
"9042",12087,2
"9043",12088,2
"9045",12090,2
"9046",12091,2
"9054",12099,2
"9057",12102,2
"9060",12105,2
"9072",12117,2
"9073",12118,2
"9081",12126,2
"9110",12155,2
"9111",12156,2
"9114",12159,2
"9116",12161,2
"9117",12162,2
"9119",12164,2
"9122",12167,2
"9125",12170,2
"9126",12171,2
"9127",12172,2
"9136",12182,2
"9140",12186,2
"9147",12193,2
"9150",12196,2
"9151",12197,2
"9152",12198,2
"9153",12199,2
"9154",12200,2
"9155",12201,2
"9156",12202,2
"9157",12203,2
"9158",12204,2
"9162",12208,2
"9164",12210,2
"9165",12211,2
"9168",12214,2
"9171",12218,2
"9172",12219,2
"9174",12221,2
"9175",12222,2
"9181",12228,2
"9182",12229,2
"9192",12239,2
"9195",12242,2
"9198",12245,2
"9199",12246,2
"9201",12248,2
"9215",12263,2
"9218",12266,2
"9219",12267,2
"9220",12268,2
"9222",12270,2
"9224",12272,2
"9241",12305,2
"9245",12309,2
"9247",12311,2
"9251",12315,2
"9252",12316,2
"9253",12317,2
"9254",12318,2
"9255",12319,2
"9257",12321,2
"9258",12322,2
"9259",12323,2
"9260",12324,2
"9262",12326,2
"9266",12330,2
"9269",12333,2
"9270",12334,2
"9271",12335,2
"9272",12336,2
"9273",12337,2
"9275",12339,2
"9276",12340,2
"9277",12341,2
"9280",12344,2
"9283",12347,2
"9285",12349,2
"9298",12362,2
"9304",12368,2
"9306",12370,2
"9309",12373,2
"9311",12375,2
"9312",12376,2
"9313",12377,2
"9314",12378,2
"9315",12379,2
"9317",12381,2
"9331",12396,2
"9334",12399,2
"9337",12402,2
"9338",12403,2
"9340",12405,2
"9341",12406,2
"9351",12416,2
"9352",12417,2
"9369",12434,2
"9370",12435,2
"9371",12436,2
"9372",12437,2
"9373",12438,2
"9374",12439,2
"9375",12440,2
"9376",12441,2
"9377",12442,2
"9378",12443,2
"9380",12445,2
"9381",12446,2
"9382",12447,2
"9383",12448,2
"9389",12454,2
"9391",12456,2
"9392",12457,2
"9393",12458,2
"9394",12459,2
