OBJECTID,SCHOOL_ID,SCHOOL_BLOCK_ID,FEATURE_ID,ORIG_FID,Shape_Length,Shape_Area
44030,10228,228,44030,44030,35902.427434,527019.186873
44031,10228,228,44031,44031,36125.293646,170009.511451
44032,10228,228,44032,44032,37671.782881,27855802.954807
44033,10228,228,44033,44033,30251.445109,202807.738309
44034,10228,228,44034,44034,29756.684912,238132.207683
44035,10228,228,44035,44035,30455.44565,224458.022851
44036,10228,228,44036,44036,30454.213461,40919.876363
44037,10228,228,44037,44037,30707.087883,48666.775862
44038,10228,228,44038,44038,30832.876427,421480.486348
44039,10228,228,44039,44039,30809.00846,32192.745748
44040,10228,228,44040,44040,30720.838326,275686.257211
44041,10228,228,44041,44041,31040.80864,81658.509918
44042,10228,228,44042,44042,31041.995317,495578.492193
44043,10228,228,44043,44043,30283.350416,203226.132973
44044,10228,228,44044,44044,30283.386979,217750.67085
44045,10228,228,44045,44045,29813.918907,213244.055399
44046,10228,228,44046,44046,29813.44922,36168.567363
44047,10228,228,44047,44047,29792.5776,421454.214224
44048,10228,228,44048,44048,29790.712772,13976.137861
44049,10228,228,44049,44049,29501.668319,169328.600499
44050,10228,228,44050,44050,31688.299898,115518.46113
44051,10228,228,44051,44051,31689.261741,481241.851171
44052,10228,228,44052,44052,28841.629405,140178.078731
44053,10228,228,44053,44053,28841.882904,193991.924679
44054,10228,228,44054,44054,31485.962814,8217.696414
44055,10228,228,44055,44055,31485.963385,13333.000449
44056,10228,228,44056,44056,28334.12659,56407.358077
44057,10228,228,44057,44057,28649.73448,32415.695888
44058,10228,228,44058,44058,28649.700544,28132.153185
44059,10228,228,44059,44059,30207.790991,26200.94573
44060,10228,228,44060,44060,30207.796118,32474.3278
44061,10228,228,44061,44061,30508.30332,153803.028193
44062,10228,228,44062,44062,30508.156383,100229.045687
44063,10228,228,44063,44063,27750.039533,1285.434328
44064,10228,228,44064,44064,30050.780959,72395.606573
44065,10228,228,44065,44065,30050.916221,148967.182688
44066,10228,228,44066,44066,30446.457266,8474.963199
44067,10228,228,44067,44067,30446.468154,35920.745782
44068,10228,228,44068,44068,32191.008458,53970.395244
44069,10228,228,44069,44069,32190.996443,15695.078273
44070,10228,228,44070,44070,29702.106605,62005.301611
44071,10228,228,44071,44071,30435.070647,167491.018538
44072,10228,228,44072,44072,30436.995037,193676.828454
44073,10228,228,44073,44073,32201.908626,349645.549954
44074,10228,228,44074,44074,32200.911159,11457.630029
44075,10228,228,44075,44075,32347.072278,185793.07977
44076,10228,228,44076,44076,32346.897496,32679.344049
44077,10228,228,44077,44077,32243.390141,169569.622792
44078,10228,228,44078,44078,32243.331361,131350.95715
44079,10228,228,44079,44079,29571.335398,34075.55954
44080,10228,228,44080,44080,32137.161373,41341.032462
44081,10228,228,44081,44081,32137.156643,34916.03432
44082,10228,228,44082,44082,32021.336404,188156.759813
44083,10228,228,44083,44083,32028.662396,355321.77444
44084,10228,228,44084,44084,31827.604302,10713.476962
44085,10228,228,44085,44085,31890.150628,5614.009504
44086,10228,228,44086,44086,31953.494678,22852.196358
44087,10228,228,44087,44087,31953.368122,19981.546847
44088,10228,228,44088,44088,29605.506047,69667.959508
44089,10228,228,44089,44089,31435.552982,52891.961464
44090,10228,228,44090,44090,31435.967968,245142.672414
44091,10228,228,44091,44091,29746.609255,257798.538204
44092,10228,228,44092,44092,29749.666961,255512.764223
44093,10228,228,44093,44093,31304.712832,209970.980163
44094,10228,228,44094,44094,31304.583174,175610.265744
44095,10228,228,44095,44095,29480.161702,147660.024228
44096,10228,228,44096,44096,28694.542362,176239.543158
44097,10228,228,44097,44097,28629.306544,88629.573138
44098,10228,228,44098,44098,28666.653491,531631.855818
44099,10228,228,44099,44099,29495.888154,25898.707096
44100,10228,228,44100,44100,29496.124261,104118.006102
44101,10228,228,44101,44101,29777.768814,54419.682018
44102,10228,228,44102,44102,29778.747618,220193.090242
44103,10228,228,44103,44103,28945.310309,847661.924128
44104,10228,228,44104,44104,28636.511861,279613.701332
44105,10228,228,44105,44105,29352.793731,657318.485889
44106,10228,228,44106,44106,29416.755114,2493015.689493
44107,10228,228,44107,44107,27908.520218,1007982.819312
44108,10228,228,44108,44108,27764.374277,522609.578281
44109,10228,228,44109,44109,40067.494267,25807584.955414
44110,10228,228,44110,44110,39285.126412,493229.946562
44111,10228,228,44111,44111,38508.325322,1716.528682
44112,10228,228,44112,44112,38223.786423,813.818388
44113,10228,228,44113,44113,39278.848851,958877.409403
44114,10228,228,44114,44114,39276.771299,604600.328053
44115,10228,228,44115,44115,39215.291996,314018.852077
44116,10228,228,44116,44116,39218.968686,490458.144477
44117,10228,228,44117,44117,38793.228624,457874.157135
44308,10233,811,44308,44308,32459.753301,128386.261368
44309,10233,811,44309,44309,32466.96397,734052.706458
44350,10234,234,44350,44350,33701.411787,19686.018308
44351,10234,234,44351,44351,33701.853369,135642.986283
47267,10267,267,47267,47267,35283.982405,8086836.190354
47268,10267,267,47268,47268,35047.667281,1085197.189292
47269,10267,267,47269,47269,34961.29496,55135.929981
47270,10267,267,47270,47270,34242.48345,16066.817379
47271,10267,267,47271,47271,34160.998521,204782.3363
47272,10267,267,47272,47272,34491.340845,109358.254277
47273,10267,267,47273,47273,34492.863688,252221.38738
47274,10267,267,47274,47274,34705.795746,1820.273889
47275,10267,267,47275,47275,34706.451407,129915.66886
47276,10267,267,47276,47276,34884.784636,172921.650938
47277,10267,267,47277,47277,34884.095537,68996.010223
47278,10267,267,47278,47278,34107.916533,325739.848383
47279,10267,267,47279,47279,34180.300719,90931.358766
47280,10267,267,47280,47280,34180.24377,141461.10399
47281,10267,267,47281,47281,34254.305237,347364.544847
47282,10267,267,47282,47282,34252.26878,229362.79967
47283,10267,267,47283,47283,34977.855085,66559.000259
47284,10267,267,47284,47284,34978.133361,158569.634271
47285,10267,267,47285,47285,34009.114178,364235.974079
47286,10267,267,47286,47286,34168.186623,49392.033826
47287,10267,267,47287,47287,34843.354175,108536.3304
47288,10267,267,47288,47288,34843.580801,96010.665887
47289,10267,267,47289,47289,34578.487551,140244.926316
47290,10267,267,47290,47290,34771.903231,62417.678969
47291,10267,267,47291,47291,34772.74462,213504.363894
47292,10267,267,47292,47292,35111.843301,74667.139701
47293,10267,267,47293,47293,35111.788938,40292.670619
47294,10267,267,47294,47294,34596.506425,34552.150595
47295,10267,267,47295,47295,34744.047793,35921.93804
47296,10267,267,47296,47296,34744.056443,69762.7928
47297,10267,267,47297,47297,34347.932727,31836.326506
47298,10267,267,47298,47298,34364.930699,562150.085281
47299,10267,267,47299,47299,34266.605118,206834.180996
47300,10267,267,47300,47300,34585.254721,63465.091494
47301,10267,267,47301,47301,34914.579959,97547.970308
47302,10267,267,47302,47302,34914.352005,54195.485255
47303,10267,267,47303,47303,34666.069813,257191.113121
47304,10267,267,47304,47304,34601.77643,457337.624132
47305,10267,267,47305,47305,34591.15972,20324.605686
47306,10267,267,47306,47306,35110.575062,16857.515617
47307,10267,267,47307,47307,35206.198286,1265629.085453
47308,10267,267,47308,47308,34988.052772,40880.193054
47309,10267,267,47309,47309,34794.954313,207539.070189
47310,10267,267,47310,47310,34794.321144,56924.359397
47311,10267,267,47311,47311,34602.430672,81333.839439
47312,10267,267,47312,47312,34603.870798,225892.543758
47313,10267,267,47313,47313,34701.664239,99655.395789
47314,10267,267,47314,47314,35116.355533,60667.237869
47315,10267,267,47315,47315,35117.721004,322917.29567
47316,10267,267,47316,47316,34709.021148,684.606561
47317,10267,267,47317,47317,34709.706681,78079.012346
47318,10267,267,47318,47318,34594.293825,402816.669498
47319,10267,267,47319,47319,34174.924535,12142.579134
47320,10267,267,47320,47320,34174.971953,49280.109206
47321,10267,267,47321,47321,34519.928977,8560.144966
47322,10267,267,47322,47322,34746.433602,39477.762694
47323,10267,267,47323,47323,34746.344355,8547.552494
47324,10267,267,47324,47324,35030.008073,68838.397566
47325,10267,267,47325,47325,35030.089388,41839.435234
47326,10267,267,47326,47326,42395.481607,44195865.285513
47327,10267,267,47327,47327,39352.055467,1243323.730833
47328,10267,267,47328,47328,39179.679918,71059.225796
47329,10267,267,47329,47329,39378.771628,661555.857568
47330,10267,267,47330,47330,39385.592252,1266107.486227
47331,10267,267,47331,47331,38971.069875,104366.130639
47332,10267,267,47332,47332,39164.326178,42683.025931
47333,10267,267,47333,47333,39218.173145,782080.977391
47334,10267,267,47334,47334,39102.984149,382381.424853
47335,10267,267,47335,47335,39461.085327,832474.781753
47336,10267,267,47336,47336,39455.243123,325702.938855
47337,10267,267,47337,47337,39309.841532,171589.921786
47338,10267,267,47338,47338,39309.587939,236009.83543
47339,10267,267,47339,47339,39505.748235,152283.530744
47340,10267,267,47340,47340,39505.475377,54276.598689
47341,10267,267,47341,47341,38955.613917,627310.349817
47342,10267,267,47342,47342,39437.927423,1065524.5543
47343,10267,267,47343,47343,39423.672623,481656.697995
47344,10267,267,47344,47344,38926.947744,11101293.297474
47345,10267,267,47345,47345,33574.317446,17708.657293
47346,10267,267,47346,47346,33774.883494,329118.832348
47347,10267,267,47347,47347,33772.808987,674741.25891
47348,10267,267,47348,47348,32825.891867,263818.80237
47349,10267,267,47349,47349,32822.030729,93390.546916
47350,10267,267,47350,47350,33638.007678,668892.368992
47351,10267,267,47351,47351,33709.370818,784554.279685
47352,10267,267,47352,47352,33597.138657,299819.217652
47353,10267,267,47353,47353,32553.598117,764959.67002
47354,10267,267,47354,47354,32586.336117,919872.451894
47355,10267,267,47355,47355,32527.691302,1033939.42967
47356,10267,267,47356,47356,32581.077672,657006.800659
47357,10267,267,47357,47357,32683.955375,87775.657589
47358,10267,267,47358,47358,32683.331474,71107.853224
47359,10267,267,47359,47359,32381.293658,335188.011599
47360,10267,267,47360,47360,32627.008309,286984.742033
47361,10267,267,47361,47361,32626.712447,47259.644602
47362,10267,267,47362,47362,28874.728173,116997.236007
47363,10267,267,47363,47363,32930.813077,471692.198546
47364,10267,267,47364,47364,32930.310022,315744.876632
47365,10267,267,47365,47365,29149.265001,2005057.704114
47366,10267,267,47366,47366,32513.239223,1373323.999251
47367,10267,267,47367,47367,32714.782725,869471.201875
47368,10267,267,47368,47368,32836.115316,1601026.355478
47369,10267,267,47369,47369,32622.880046,576516.840866
47370,10267,267,47370,47370,32589.887792,397236.473653
47371,10267,267,47371,47371,32590.307624,271402.937943
47372,10267,267,47372,47372,32681.442652,407102.759592
47373,10267,267,47373,47373,32675.426099,4091.641185
47374,10267,267,47374,47374,32343.968017,226946.276394
47375,10267,267,47375,47375,32341.911229,37531.000231
47376,10267,267,47376,47376,32006.160917,549535.698795
47377,10267,267,47377,47377,32556.787108,9662.425476
47378,10267,267,47378,47378,32556.816445,15874.757773
47379,10267,267,47379,47379,32961.845151,696051.108228
47380,10267,267,47380,47380,32948.080569,39582.935002
47381,10267,267,47381,47381,32511.507268,56895.8517
47382,10267,267,47382,47382,32295.374942,79057.537056
47383,10267,267,47383,47383,31820.212966,86729.038829
47384,10267,267,47384,47384,32127.821863,447003.078167
47385,10267,267,47385,47385,32135.774767,476164.538415
47386,10267,267,47386,47386,32946.195322,731974.549565
47387,10267,267,47387,47387,32938.257592,10028.529469
47388,10267,267,47388,47388,32736.546519,121535.827566
47389,10267,267,47389,47389,32336.015845,56097.044128
47390,10267,267,47390,47390,32090.936597,13553.819182
47391,10267,267,47391,47391,32726.860725,121958.881866
47392,10267,267,47392,47392,32726.723975,112789.690488
47393,10267,267,47393,47393,32975.275292,238289.028164
47394,10267,267,47394,47394,32976.254818,230013.929357
47395,10267,267,47395,47395,32789.773337,259509.451036
47396,10267,267,47396,47396,32786.004344,25474.234597
47397,10267,267,47397,47397,33383.031068,16395.289077
47398,10267,267,47398,47398,33385.507083,281267.555642
47399,10267,267,47399,47399,33250.869094,169409.3692
47400,10267,267,47400,47400,33249.597984,9076.272373
47401,10267,267,47401,47401,33418.427639,41607.548428
47402,10267,267,47402,47402,33423.270191,392719.711665
47403,10267,267,47403,47403,33502.313139,79832.660578
47404,10267,267,47404,47404,33502.146098,45041.821737
47405,10267,267,47405,47405,33245.286882,6904.065971
47406,10267,267,47406,47406,33253.629219,376875.606085
47407,10267,267,47407,47407,33005.384314,80861.675683
47408,10267,267,47408,47408,33289.382189,25129.983994
47409,10267,267,47409,47409,33289.388041,18285.716749
47410,10267,267,47410,47410,33166.39345,133226.234966
47411,10267,267,47411,47411,33167.451894,83343.808758
47412,10267,267,47412,47412,33102.018232,72290.650241
47414,10267,267,47414,47414,32166.136132,98522.565017
47415,10267,267,47415,47415,32166.117379,12175.094037
47417,10267,267,47417,47417,32025.596099,241989.686905
47418,10267,267,47418,47418,32025.502193,104924.005033
56390,10301,301,56390,56390,37166.441215,293201.146702
56391,10301,301,56391,56391,37162.072062,70974.606221
56392,10301,301,56392,56392,37028.410598,1321610.886948
56393,10301,301,56393,56393,37034.049218,515587.065303
56394,10301,301,56394,56394,36921.157444,1162090.247153
56395,10301,301,56395,56395,36457.881482,615630.985607
56396,10301,301,56396,56396,36246.470024,4288.684148
56397,10301,301,56397,56397,36860.244829,9759.706954
56398,10301,301,56398,56398,36994.54966,1956232.090301
56399,10301,301,56399,56399,36657.202979,39229.595963
56401,10301,301,56401,56401,41963.170612,125440.622786
56402,10301,301,56402,56402,41963.037212,46857.852864
56403,10301,301,56403,56403,42394.476579,15226.690045
56404,10301,301,56404,56404,42394.642984,154263.771559
56405,10301,301,56405,56405,41102.248328,184159.850312
56406,10301,301,56406,56406,40665.356196,179531.354181
56407,10301,301,56407,56407,40482.629843,35645.423415
56408,10301,301,56408,56408,42078.378062,95862.963866
56409,10301,301,56409,56409,42078.474624,181565.381974
56410,10301,301,56410,56410,41096.776095,280125.654531
56411,10301,301,56411,56411,41387.213473,210057.215506
56412,10301,301,56412,56412,41385.791672,17571.352849
56413,10301,301,56413,56413,40784.488118,53584.776666
56414,10301,301,56414,56414,40391.81162,224406.446984
56415,10301,301,56415,56415,42197.585481,68440.708096
56416,10301,301,56416,56416,42197.624937,53075.638027
56417,10301,301,56417,56417,41798.276427,579850.981234
56418,10301,301,56418,56418,40139.946626,18818.588174
56419,10301,301,56419,56419,40150.502462,947445.829496
56420,10301,301,56420,56420,41116.741855,464582.001558
56421,10301,301,56421,56421,41115.572864,1801.681734
56422,10301,301,56422,56422,41534.197518,4829.418928
56423,10301,301,56423,56423,41536.410711,507862.730367
56424,10301,301,56424,56424,40457.54299,1065289.697779
56425,10301,301,56425,56425,40509.743287,793507.340194
56426,10301,301,56426,56426,40494.882565,239862.819046
56427,10301,301,56427,56427,39963.66827,7697.585614
56428,10301,301,56428,56428,39964.110434,198006.322917
56429,10301,301,56429,56429,39881.672688,571392.325727
56430,10301,301,56430,56430,39880.721534,1596408.133585
56451,10301,301,56451,56451,27997.113304,98339.464521
56452,10301,301,56452,56452,27996.734798,20318.177394
56453,10301,301,56453,56453,28015.380418,8872.038145
56454,10301,301,56454,56454,28092.804721,981436.141971
56455,10301,301,56455,56455,29910.623116,2822.068023
56456,10301,301,56456,56456,29915.684866,217527.015398
56457,10301,301,56457,56457,29748.451519,180140.397065
56458,10301,301,56458,56458,29695.464522,440185.530134
56459,10301,301,56459,56459,29949.488599,108341.649699
56460,10301,301,56460,56460,29948.991645,130699.561394
56461,10301,301,56461,56461,28971.784215,804314.200468
56462,10301,301,56462,56462,29922.595003,34529.634699
56463,10301,301,56463,56463,29928.963993,818822.212377
56464,10301,301,56464,56464,27919.402854,907816.40392
57271,10310,310,57271,57271,29004.96771,75829.778923
57272,10310,310,57272,57272,29235.880434,340321.257527
57273,10310,310,57273,57273,30374.634528,4850765.991346
57274,10310,310,57274,57274,30004.192335,502481.867033
60566,10329,329,60566,60566,36129.342824,127509.436862
60567,10329,329,60567,60567,36683.977505,8963976.497913
60568,10329,329,60568,60568,34842.575643,65770.773189
60655,10330,330,60655,60655,35979.719427,68200.768785
60656,10330,330,60656,60656,36538.83283,8951823.627665
60657,10330,330,60657,60657,34702.463166,160116.632959
60907,10335,335,60907,60907,35847.368415,164688.159819
60908,10335,335,60908,60908,36030.504732,1099175.262459
60909,10335,335,60909,60909,35949.332032,178961.511619
60910,10335,335,60910,60910,35231.13292,31521.51167
60911,10335,335,60911,60911,35150.713493,223938.168613
60912,10335,335,60912,60912,35482.353059,41872.447685
60913,10335,335,60913,60913,35702.304782,229766.802333
60914,10335,335,60914,60914,35699.510872,111065.390789
60915,10335,335,60915,60915,35356.23406,78434.364015
60916,10335,335,60916,60916,35880.234331,89153.767511
60917,10335,335,60917,60917,35880.743632,219705.196987
60918,10335,335,60918,60918,35106.63708,320158.367432
60919,10335,335,60919,60919,35180.844693,79094.861364
60920,10335,335,60920,60920,35179.913631,1146.506661
60921,10335,335,60921,60921,34962.379392,3894.359481
60922,10335,335,60922,60922,35258.129807,308624.789709
60923,10335,335,60923,60923,35985.809695,188297.907859
60924,10335,335,60924,60924,35985.303328,87403.371904
60925,10335,335,60925,60925,35059.489075,3972.018697
60926,10335,335,60926,60926,34999.810577,3174.435293
60927,10335,335,60927,60927,35020.30726,388089.703369
60928,10335,335,60928,60928,35856.71757,6251.407936
60929,10335,335,60929,60929,35856.717085,1626.282883
60930,10335,335,60930,60930,35593.287546,138884.186218
60931,10335,335,60931,60931,35790.194574,180785.791357
60932,10335,335,60932,60932,35788.205729,76868.852669
60933,10335,335,60933,60933,36130.622079,164127.884992
60934,10335,335,60934,60934,36130.442632,93742.160601
60935,10335,335,60935,60935,35110.885188,223.737719
60936,10335,335,60936,60936,35616.06102,3682.478078
60937,10335,335,60937,60937,35763.730898,12301.864067
60938,10335,335,60938,60938,35763.778047,61113.359774
60939,10335,335,60939,60939,35241.497429,95528.039683
60940,10335,335,60940,60940,35368.795387,11451.871072
60941,10335,335,60941,60941,35388.459674,617778.501679
60942,10335,335,60942,60942,35293.56719,187895.168259
60943,10335,335,60943,60943,35613.241763,11687.281164
60944,10335,335,60944,60944,35943.034039,45624.957344
60945,10335,335,60945,60945,35943.427775,97465.113433
60946,10335,335,60946,60946,35696.692983,318834.591031
60947,10335,335,60947,60947,36148.593891,387940.893355
60948,10335,335,60948,60948,36146.230505,47311.081458
60949,10335,335,60949,60949,35626.935799,42577.346112
60950,10335,335,60950,60950,36066.349636,1208740.839195
60951,10335,335,60951,60951,36034.815313,198636.093728
60952,10335,335,60952,60952,35842.852542,89143.445225
60953,10335,335,60953,60953,35843.205025,111509.411017
60954,10335,335,60954,60954,35651.96973,62476.490791
60955,10335,335,60955,60955,35654.794473,285523.181066
60956,10335,335,60956,60956,36169.052473,28342.356219
