"ID","NAME","NUMB","WEBSITE","TYPE","OKRUG","FOUNDATION","SCHOOLS_COUNT","STEP1","STEP2","STEP3","STUDENTS","STUDENTS_PER_SCHOOL","ASSIGNMENT_AREA_STUDENTS","ASSIGNMENT_AREA_STUDENTS_INTENDED"
833,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1290",1290,"http://gym1290.mskobr.ru/","гимназия","Восточный административный округ","присоединение",4,922,939,227,2088,522,37030.92759,2837.3991611539
834,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1362",1362,"http://sch1362.mskobr.ru/","школа","Восточный административный округ","присоединение ",2,347,509,116,972,486,5519.379499,673.8314971111
835,"Государственное бюджетное образовательное учреждение города Москвы гимназия «Московская международная гимназия»",0,"http://gymmg.mskobr.ru/","гимназия","Восточный административный округ","",1,639,638,178,1455,1455,13433.669745,1033.3592111539
836,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1637",1637,"http://gym1637.mskobr.ru/","гимназия","Восточный административный округ","",1,568,674,146,1388,1388,108.935907,13.616988375
837,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1798 «Феникс»",1798,"http://1798.mskobr.ru/","гимназия","Восточный административный округ","слияние",2,447,459,145,1051,525.5,13542.605652,1046.9761995289
838,"Государственное бюджетное образовательное учреждение города Москвы лицей №1310 культурологический",1310,"http://lyc1310.mskobr.ru/","лицей","Восточный административный округ","присоединение",2,183,354,162,699,349.5,2476.402842,1238.201421
839,"Государственное бюджетное образовательное учреждение города Москвы школа с углубленным изучением иностранных языков №1373",1373,"http://sch1373v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,419,493,105,1017,508.5,5413.244402,1353.3111005
840,"Государственное бюджетное образовательное учреждение города Москвы школа с углубленным изучением английского языка №1324",1324,"http://sch1324.mskobr.ru/","школа","Восточный административный округ","слияние",4,968,1081,234,2283,570.75,16265.765189,2449.4069331539
841,"Государственное бюджетное образовательное учреждение города Москвы школа №1028",1028,"http://sch1028v.mskobr.ru/","школа","Восточный административный округ","присоединение",2,511,630,119,1260,630,2329.3634,1164.6817
842,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1228",1228,"http://sch1228.mskobr.ru/","школа","Юго-Восточный административный округ","присоединение",3,835,991,267,2093,697.6666666667,4896.098526,1197.027726
843,"Государственное бюджетное образовательное учреждение города Москвы «Московский образовательный комплекс имени Виктора Талалихина»",0,"http://mok.mskobr.ru/","образовательный комплекс","Юго-Восточный административный округ","слияние",3,299,567,106,972,324,2596.544405,1260.119099
844,"Государственное бюджетное образовательное учреждение города Москвы «Многопрофильный центр образования»",0,"http://mco.mskobr.ru/","центр образования","Юго-Восточный административный округ","слияние",1,93,111,19,223,223,2099.475018,1049.737509
845,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1858",1858,"http://sch1858uv.mskobr.ru/","центр образования","Юго-Восточный административный округ","присоединение",1,535,479,194,1208,1208,1132.216426,1118.6247
846,"Государственное бюджетное образовательное учреждение города Москвы лицей №1553 имени В.И. Вернадского",1553,"http://lycu1553.mskobr.ru/","лицей","Южный административный округ","",1,0,233,160,393,393,0,0
847,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №630 «Лингвистический центр»",630,"http://sch630.mskobr.ru/","школа","Южный административный округ","слияние",3,727,900,175,1802,600.6666666667,20835.819513,1746.1524604286
848,"Государственное бюджетное образовательное учреждение города Москвы лицей №1580 при МГТУ имени Н.Э.Баумана",1580,"http://lycu1580.mskobr.ru/","лицей","Южный административный округ","присоединение",3,217,658,820,1695,565,6945.273171,582.0508201429
849,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1862",1862,"http://sch1862u.mskobr.ru/","школа","Южный административный округ","присоединение",3,1131,1227,243,2601,867,14310.526788,2253.0231750536
850,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1527",1527,"http://gym1527u.mskobr.ru/","гимназия","Южный административный округ","присоединение",1,494,519,119,1132,1132,943.962464,394.8937093333
851,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770",1770,"http://sch1770.mskobr.ru/","школа","Южный административный округ","слияние",2,362,728,135,1225,612.5,4166.418678,1242.488782
852,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1569 «Созвездие»",1569,"http://gym1569u.mskobr.ru/","гимназия","Южный административный округ","присоединение",5,1076,1148,252,2476,495.2,15735.448404,3016.7859346582
853,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2116 «Зябликово»",2116,"http://sch2116.mskobr.ru/","школа","Южный административный округ","слияние",3,1006,1136,237,2379,793,11283.881364,2224.7116704286
854,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1552",1552,"http://gymu1552.mskobr.ru/","гимназия","Южный административный округ","слияние",4,698,593,200,1491,372.75,11838.0098,1448.6390749033
855,"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»",548,"http://cou548.mskobr.ru/","центр образования","Южный административный округ","",1,623,1162,404,2189,2189,93.226451,13.3180644286
856,"Государственное бюджетное образовательное учреждение города Москвы колледж №57 «Технический пожарно-спасательный колледж имени Героя Российской Федерации В.М. Максимчука»",57,"http://college57.mskobr.ru/","колледж","Юго-Западный административный округ","",2,0,381,37,418,209,0,0
857,"Государственное бюджетное образовательное учреждение города Москвы «Воробьевы горы»",0,"http://vg.mskobr.ru/","","Юго-Западный административный округ","слияние",3,430,365,92,887,295.6666666667,1173.282672,391.094224
858,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1106",1106,"http://sch1106uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",3,697,830,229,1756,585.3333333333,4699.808166,1566.602722
859,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1567",1567,"http://gym1567.mskobr.ru/","гимназия","Западный административный округ","присоединение",2,146,637,235,1018,509,2526.790926,280.7545473333
860,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №590",590,"http://sch590z.mskobr.ru/","школа","Западный административный округ","присоединение",2,332,314,74,720,360,4061.12112,1348.2033118333
861,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1440",1440,"http://sch1440.mskobr.ru/","школа","Западный административный округ","присоединение",1,399,424,102,925,925,3847.394581,769.4789162
862,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1471",1471,"http://sch1471.mskobr.ru/","школа","Западный административный округ","присоединение",1,190,159,39,388,388,0,0
863,"Государственное бюджетное образовательное учреждение города Москвы школа-интернат «Интеллектуал»",0,"http://int.mskobr.ru/","школа","Западный административный округ","присоединение",2,171,303,166,640,320,2141.17974,535.294935
864,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №37",37,"http://sch37.mskobr.ru/","школа","Западный административный округ","присоединение",1,271,307,56,634,634,1394.507475,697.2537375
865,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1448 «Шуваловская гимназия»",1448,"http://sch1448.mskobr.ru/","гимназия","Западный административный округ","присоединение",1,485,480,127,1092,1092,2061.376712,687.1255706667
866,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1434 «Раменки»",1434,"http://sch1434.mskobr.ru/","гимназия","Западный административный округ","присоединение",2,677,684,171,1532,766,2675.869942,1337.934971
867,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1973",1973,"http://1973.mskobr.ru/","школа","Западный административный округ","присоединение",2,490,487,131,1108,554,3099.516424,1409.8029593333
868,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №324 «Жар-птица»",324,"http://sch324.mskobr.ru/","школа","Западный административный округ","присоединение",2,210,255,77,542,271,1668.3731,834.18655
869,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1619 имени М.И. Цветаевой",1619,"http://co1619.mskobr.ru/","гимназия","Северо-Западный административный округ","слияние",3,1076,1125,225,2426,808.6666666667,4043.820483,1010.95512075
870,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №183",183,"http://sch183.mskobr.ru/","школа","Северный административный округ","присоединение",2,595,703,135,1433,716.5,3433.057744,1703.7178055
871,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1592",1592,"http://sch1592.mskobr.ru/","гимназия","Северный административный округ","присоединение",2,601,626,120,1347,673.5,1719.714648,859.857324
872,"Государственное бюджетное образовательное учреждение города Москвы колледж «Политехнический колледж им. Н.Н. Годовикова»",0,"http://pkgodovikov.mskobr.ru/","колледж","Северный административный округ","присоединение",2,206,274,125,605,302.5,2301.553748,1699.3934035
873,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1223 «Лингвистический центр»",1223,"http://sch1223s.mskobr.ru/","школа","Северный административный округ","присоединение",2,647,789,215,1651,825.5,2557.89274,1278.94637
874,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики №1384 имени А.А. Леманского",1384,"http://sch1384.mskobr.ru/","школа","Северный административный округ","присоединение",2,388,386,77,851,425.5,1618.775325,539.591775
875,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1164",1164,"http://sch1164.mskobr.ru/","школа","Северный административный округ","присоединение",2,517,538,86,1141,570.5,3738.931384,1869.465692
876,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1284",1284,"http://sch1284.mskobr.ru/","школа","Центральный административный округ","присоединение",2,390,479,142,1011,505.5,1354.75103,338.6877575
877,"Государственное бюджетное образовательное учреждение города Москвы лицей №1589",1589,"http://lycc1589.mskobr.ru/","лицей","Центральный административный округ","присоединение",2,79,86,105,270,135,25699.926946,1454.9035745843
878,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1468",1468,"http://sch1468.mskobr.ru/","школа","Центральный административный округ","слияние",5,969,1069,383,2421,484.2,52840.364356,6542.6563408151
879,"Государственное бюджетное образовательное учреждение города Москвы лицей №1535",1535,"http://lyc1535.mskobr.ru/","лицей","Центральный административный округ","присоединение",2,0,568,550,1118,559,0,0
880,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1520 имени Капцовых",1520,"http://gymc1520.mskobr.ru/","гимназия","Центральный административный округ","присоединение",2,580,597,245,1422,711,24812.083258,1927.3241983004
881,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2123 имени Мигеля Эрнандеса",2123,"http://2123.mskobr.ru/","школа","Центральный административный округ","слияние",2,597,711,235,1543,771.5,24812.083258,1927.3241983004
882,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2048",2048,"http://sch2048.mskobr.ru/","школа","Центральный административный округ","слияние",2,123,176,20,319,159.5,2323.474068,1048.438559
883,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1239",1239,"http://coc1239.mskobr.ru/","школа","Центральный административный округ","слияние",1,0,0,0,0,0,490.130417,490.130417
884,"Государственное бюджетное образовательное учреждение города Москвы лицей №1501 «Многопрофильный лицей»",1501,"http://lycc1501.mskobr.ru/","лицей","Центральный административный округ","присоединение",6,888,1336,671,2895,482.5,30122.841681,4582.760413625
885,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №46",46,"http://coz46uz.mskobr.ru/","школа","Юго-Западный административный округ","слияние",1,324,352,91,767,767,643.196247,643.196247
886,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1317",1317,"http://sch1317.mskobr.ru/","школа","Западный административный округ","слияние",1,344,359,100,803,803,201.10732,33.5178866667
887,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №514",514,"http://sch514u.mskobr.ru/","школа","Южный административный округ","присоединение",2,0,70,50,120,60,2385.999876,1554.341058
889,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1495",1495,"http://sch1495.mskobr.ru/","школа","Восточный административный округ","присоединение",1,392,419,58,869,869,4422.926239,737.1543731667
890,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315",315,"http://schc315.mskobr.ru/","школа","Центральный административный округ","присоединение",1,295,335,159,789,789,1340.768261,446.9227536667
891,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №149",149,"http://sch149.mskobr.ru/","школа","Северный административный округ","присоединение",1,226,255,48,529,529,39171.078094,1119.1702545509
892,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800",800,"http://sch800.mskobr.ru/","школа","Западный административный округ","присоединение",1,169,160,20,349,349,8826.652966,980.7392184444
893,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1522",1522,"http://gym1522.mskobr.ru/","гимназия","Северо-Западный административный округ","присоединение",1,0,381,124,505,505,0,0
894,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1526",1526,"http://gymu1526.mskobr.ru/","гимназия","Южный административный округ","присоединение",1,393,339,82,814,814,1530.752544,293.255038697
895,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1516",1516,"http://gym1516.mskobr.ru/","гимназия","Восточный административный округ","присоединение",1,0,0,0,0,0,1799.969186,449.9922965
896,"Государственное бюджетное образовательное учреждение города Москвы лицей №1555 «Лингвистический»",1555,"http://lycc1555.mskobr.ru/","лицей","Центральный административный округ","присоединение",1,0,82,0,82,82,0,0
897,"Государственное бюджетное образовательное учреждение города Москвы лицей «Вторая школа»",0,"http://lycuz2.mskobr.ru/","лицей","Юго-Западный административный округ","присоединение",1,0,351,188,539,539,0,0
898,"Государственное бюджетное образовательное учреждение города Москвы лицей №1303",1303,"http://gym1599uv.mskobr.ru/","лицей","Центральный административный округ","присоединение",1,980,1092,365,2437,2437,0,0
899,"Государственное бюджетное образовательное учреждение города Москвы лицей №1511 при «Национальном исследовательском ядерном университете МИФИ»",1511,"http://lycg1511.mskobr.ru/","лицей","Южный административный округ","присоединение",1,0,119,0,119,119,0,0
900,"Государственное бюджетное образовательное учреждение города Москвы лицей №1523",1523,"http://lycu1523.mskobr.ru/","лицей","Южный административный округ","присоединение",1,0,259,0,259,259,0,0
901,"Государственное бюджетное образовательное учреждение города Москвы лицей №1525 «Воробьевы горы»",1525,"http://lycg1525.mskobr.ru/","лицей","Центральный административный округ","присоединение",1,0,160,187,347,347,0,0
902,"Государственное бюджетное образовательное учреждение города Москвы лицей №1547",1547,"http://licuv1547.mskobr.ru/","лицей","Юго-Восточный административный округ","присоединение",1,0,684,283,967,967,0,0
903,"Государственное бюджетное образовательное учреждение города Москвы лицей №1581",1581,"http://lycc1581.mskobr.ru/","лицей","Центральный административный округ","присоединение",1,0,156,242,398,398,0,0
904,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1672",1672,"http://pgym1672.mskobr.ru/","прогимназия","Северный административный округ","присоединение",1,16,0,0,16,16,0,0
905,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1723",1723,"http://pgym1723.mskobr.ru/","прогимназия","Западный административный округ","присоединение",1,401,0,0,401,401,617.851731,308.9258655
906,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1752",1752,"http://pgym1752.mskobr.ru/","прогимназия","Восточный административный округ","присоединение",1,386,0,0,386,386,1926.90599,385.381198
907,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования №1650",1650,"http://schec1650.mskobr.ru/","школа","Центральный административный округ","присоединение",1,78,101,20,199,199,17353.329482,1299.1215125159
908,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1121",1121,"http://sch1121.mskobr.ru/","школа","Северный административный округ","присоединение",1,256,290,74,620,620,1919.121647,639.7072156667
909,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1914",1914,"http://sch1914v.mskobr.ru/","школа","Восточный административный округ","присоединение",1,418,533,122,1073,1073,2375.349672,791.783224
910,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1065",1065,"http://schuz1065.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,210,241,37,488,488,1122.907618,561.453809
911,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1055",1055,"http://schu1055.mskobr.ru/","школа","Южный административный округ","присоединение",1,216,245,47,508,508,4166.418678,1242.488782
912,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1076",1076,"http://sch1076.mskobr.ru/","школа","Восточный административный округ","присоединение",1,243,280,37,560,560,10279.618143,790.7398571538
913,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1143",1143,"http://sch1143uv.mskobr.ru/","школа","Юго-Восточный административный округ","присоединение",1,367,446,181,994,994,7354.653473,897.6376238611
914,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1145 имени Фритьофа Нансена",1145,"http://schuv1145.mskobr.ru/","школа","Юго-Восточный административный округ","присоединение",1,619,628,102,1349,1349,2653.914646,884.6382153333
915,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1199 «Лига Школ»",1199,"http://schuz1199.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,0,39,19,58,58,0,0
916,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1247 имени Юргиса Балтрушайтиса",1247,"http://schec1247.mskobr.ru/","школа","Центральный административный округ","присоединение",1,189,153,43,385,385,12849.963473,727.4517872922
917,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1305",1305,"http://schc1305.mskobr.ru/","школа","Центральный административный округ","присоединение",1,113,162,48,323,323,1340.768261,446.9227536667
918,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1910",1910,"http://sch1357uv.mskobr.ru/","школа","Юго-Восточный административный округ","присоединение",1,1656,1800,453,3909,3909,1359.028583,679.5142915
919,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1924",1924,"http://schv1924.mskobr.ru/","школа","Восточный административный округ","присоединение",1,194,251,65,510,510,1245.3034,622.6517
920,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1947",1947,"http://schv1947.mskobr.ru/","школа","Восточный административный округ","присоединение",1,0,52,41,93,93,5519.379499,673.8314971111
921,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2016",2016,"http://schu2016.mskobr.ru/","школа","Южный административный округ","присоединение",1,225,330,116,671,671,4770.175596,751.0077250179
922,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2034",2034,"http://sch2034v.mskobr.ru/","школа","Восточный административный округ","присоединение",1,400,368,65,833,833,1355.202338,677.601169
923,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №216",216,"http://schs216.mskobr.ru/","школа","Северный административный округ","присоединение",1,116,182,41,339,339,932.758733,932.758733
924,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №362",362,"http://schv362.mskobr.ru/","школа","Восточный административный округ","присоединение",1,194,186,43,423,423,7341.564746,815.7294162222
925,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №365",365,"http://schv365.mskobr.ru/","школа","Восточный административный округ","присоединение",1,133,164,62,359,359,7341.564746,815.7294162222
926,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №374",374,"http://sch374.mskobr.ru/","школа","Восточный административный округ","присоединение",1,269,203,29,501,501,3970.300518,496.28756475
927,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №386",386,"http://sch386.mskobr.ru/","школа","Восточный административный округ","присоединение",1,184,184,51,419,419,3970.300518,496.28756475
928,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №391",391,"http://sch391.mskobr.ru/","школа","Западный административный округ","присоединение",1,80,79,41,200,200,8826.652966,980.7392184444
929,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №423",423,"http://sch423.mskobr.ru/","школа","Восточный административный округ","присоединение",1,294,331,138,763,763,108.935907,13.616988375
930,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №463 имени Героя Советского Союза Д.Н.Медведева",463,"http://schu463.mskobr.ru/","школа","Южный административный округ","присоединение",1,354,308,63,725,725,2082.348311,505.3575212778
931,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №51",51,"http://sch51uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,281,254,72,607,607,2634.519456,1317.259728
932,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №518",518,"http://schc518.mskobr.ru/","школа","Центральный административный округ","присоединение",1,121,289,88,498,498,2547.141506,595.93178625
933,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №528",528,"http://schc528.mskobr.ru/","школа","Центральный административный округ","присоединение",1,,,,,,478.872328,95.7744656
934,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №555",555,"","школа","Центральный административный округ","присоединение",1,,,,,,0,0
935,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №719",719,"http://schzg719.mskobr.ru/","школа","Зеленоградский административный округ","присоединение",1,276,261,94,631,631,1421.736128,355.434032
936,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №856",856,"http://schu856.mskobr.ru/","школа","Южный административный округ","присоединение",1,287,251,78,616,616,2104.734812,548.9652605
937,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №996",996,"http://sch996.mskobr.ru/","школа","Южный административный округ","присоединение",1,368,288,46,702,702,1575.911956,280.8967266333
938,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1319",1319,"http://sch1319.mskobr.ru/","школа","Юго-Восточный административный округ","присоединение",1,326,257,60,643,643,1359.028583,679.5142915
939,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков №2042 имени Лазаревых",2042,"http://schuuz2042.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,237,228,44,509,509,694.883606,694.883606
940,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики, информатики, физики №444",444,"http://schv444.mskobr.ru/","школа","Восточный административный округ","присоединение",1,318,445,151,914,914,12343.64253,945.7997203846
941,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1249",1249,"http://schs1249.mskobr.ru/","школа","Северный административный округ","присоединение",1,262,275,81,618,618,2043.841508,510.960377
942,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний «Искусство» №635",635,"http://sch635.mskobr.ru/","школа","Восточный административный округ","присоединение",1,218,293,48,559,559,108.935907,13.616988375
943,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля №1386",1386,"http://sch1386.mskobr.ru/","школа","Юго-Восточный административный округ","присоединение",1,303,266,45,614,614,1923.984891,480.99622275
944,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства №123",123,"http://schuc123.mskobr.ru/","школа","Центральный административный округ","присоединение",1,90,124,74,288,288,12406.041629,963.6620991502
945,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением физики и математики №2007",2007,"http://schuuz2007.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,0,452,111,563,563,0,0
946,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка №1265",1265,"http://sch1265uz.mskobr.ru/","школа","Юго-Западный административный округ","присоединение",1,284,260,69,613,613,586.641336,195.547112
