"ID","NAME","NUMB","WEBSITE","TYPE","OKRUG","FOUNDATION","SCHOOLS_COUNT","STEP1","STEP2","STEP3","STUDENTS","STUDENTS_PER_SCHOOL","ASSIGNMENT_AREA_STUDENTS","ASSIGNMENT_AREA_STUDENTS_INTENDED"
203,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №744 имени Петра Николаевича Еремеева",744,"http://sch744s.mskobr.ru/","школа","Северный административный округ","присоединение",2,147,213,50,410,205,898.963854,449.481927
204,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1454 «Центр образования Тимирязевский»",1454,"http://sch1454s.mskobr.ru/","школа","Северный административный округ","слияние",2,469,500,157,1126,563,1808.634864,1808.634864
205,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №236",236,"http://sch236s.mskobr.ru/","школа","Северный административный округ","присоединение",3,890,945,189,2024,674.6666666667,3809.82766,1904.91383
206,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»",1784,"http://sch1784s.mskobr.ru/","школа","Северный административный округ","слияние",2,200,254,64,518,259,3131.732313,1034.5051078333
207,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №222",222,"http://sch222s.mskobr.ru/","школа","Северный административный округ","присоединение",2,393,607,116,1116,558,3499.244632,1749.622316
208,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №668 имени Героя Советского Союза В.П. Кислякова",668,"http://sch668s.mskobr.ru/","школа","Северный административный округ","слияние",1,259,255,50,564,564,1438.488266,479.4960886667
209,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»",0,"http://itschool.mskobr.ru/","школа","Северный административный округ","слияние",4,765,765,210,1740,435,12090.561079,3132.9939084167
210,"Государственное бюджетное образовательное учреждение города Москвы лицей №1575",1575,"http://lyc1575.mskobr.ru/","школа","Северный административный округ","присоединение",2,311,438,255,1004,502,3851.139115,944.10909025
211,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1601 имени Героя Советского Союза Е.К. Лютикова",1601,"http://cos1601.mskobr.ru/","центр образования","Северный административный округ","присоединение",4,764,763,198,1725,431.25,4592.949437,2922.512631
212,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №152",152,"http://sch152s-new.mskobr.ru/","школа","Северный административный округ","присоединение",2,484,564,203,1251,625.5,3883.803782,1247.6852883333
215,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №761 ",761,"http://sch761sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,390,447,96,933,466.5,2917.150556,1458.575278
226,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»",1531,"http://gym1531sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",2,526,566,152,1244,622,6059.852182,1391.7411986
232,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2044",2044,"http://sch2044sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,390,366,64,820,820,921.794889,921.794889
233,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №967",967,"http://sch967.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,415,521,101,1037,518.5,4809.873981,2203.476795
235,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1416",1416,"http://sch1416sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,666,790,191,1647,549,3884.630725,1642.857691
236,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №709",709,"http://sch709sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,990,972,143,2105,1052.5,1764.136105,1764.136105
238,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1573",1573,"http://gum1573.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",3,764,727,180,1671,557,9825.715707,1403.6736724286
240,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1577",1577,"http://gym1577sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",2,518,576,138,1232,616,5922.828802,2961.414401
241,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №763",763,"http://sch763sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,1070,1047,210,2327,775.6666666667,3253.864107,2102.501023
242,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1449",1449,"http://sch1449sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,486,562,108,1156,578,2165.348686,1082.674343
243,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №305",305,"http://sch305.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,484,535,80,1099,549.5,5077.2285,2538.61425
244,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1412",1412,"http://sch1412sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,673,708,110,1491,497,6498.651204,2166.217068
246,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1370 ",1370,"http://sch1370sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",4,1026,1150,253,2429,607.25,11930.68706,2982.671765
247,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка №1095",1095,"http://sch1095sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,828,871,241,1940,646.6666666667,3617.868615,2173.298182
248,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №281",281,"http://sch281sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,610,633,212,1455,485,4721.966834,2926.123323
250,"Государственное бюджетное образовательное учреждение города Москвы гимназия «Государственная столичная гимназия»",0,"http://gsg.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",5,1244,1323,256,2823,564.6,6428.423979,3203.434387
254,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1415 ",1415,"http://sch1415sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,336,287,101,724,724,2222.042571,740.680857
257,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1236",1236,"http://sch1236sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",6,1368,1504,312,3184,530.6666666667,21458.647428,5364.661857
259,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро",1558,"http://gym1558sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",3,800,849,158,1807,602.3333333333,5175.819519,1725.273173
261,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1413",1413,"http://sch1413sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,800,968,228,1996,665.3333333333,3306.772295,1996.007519
262,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №283",283,"http://sch283sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",5,903,997,243,2143,428.6,6727.529567,4870.52014
263,"Государственное бюджетное образовательное учреждение города Москвы лицей №1537 информационных технологий",1537,"http://lyc1537.mskobr.ru/","лицей","Северо-Восточный административный округ","присоединение",2,407,653,194,1254,627,3792.996052,1896.498026
268,"Государственное бюджетное образовательное учреждение города Москвы лицей №1568 имени Пабло Неруды",1568,"http://lyc1568.mskobr.ru/","лицей","Северо-Восточный административный округ","слияние",4,829,1104,297,2230,557.5,3444.725753,2174.621257
271,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №285 имени В.А. Молодцова",285,"http://schsv285.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",4,1022,1109,218,2349,587.25,14603.149276,3650.787319
272,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1494",1494,"http://sch1494sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",3,1015,902,240,2157,719,4884.918246,1628.306082
273,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №293 имени А.Т. Твардовского",293,"http://sch293.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,724,690,146,1560,520,6292.13145,2020.6307205
275,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180",180,"http://sch180sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,343,391,113,847,423.5,6373.484188,1593.371047
276,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №960",960,"http://sch960sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,208,252,57,517,517,3186.742094,796.6855235
277,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755",755,"http://sch755.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,172,291,55,518,518,3186.742094,796.6855235
278,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1518",1518,"http://gum1518.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",1,365,461,155,981,981,32.37192,10.79064
280,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1374",1374,"http://sch1374sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,602,688,163,1453,484.3333333333,9445.917588,3148.639196
282,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №950",950,"http://sch950sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",5,1018,1295,217,2530,506,15704.875663,3616.5126763333
283,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1381",1381,"http://sch1381.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,802,820,178,1800,600,4272.055219,1872.426335
284,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №166",166,"http://sch166.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,489,573,120,1182,591,6550.477138,935.7824482857
286,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1482",1482,"http://sch1482.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",1,232,330,89,651,651,1591.753777,795.8768885
287,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №956",956,"http://sch956sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",1,337,316,99,752,752,1591.753777,795.8768885
289,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №962",962,"http://sch962sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,668,709,182,1559,779.5,2919.61267,1459.806335
290,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №240",240,"http://sch240sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,683,658,133,1474,737,3414.582496,1707.291248
291,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554",1554,"http://gym1554.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",4,1366,1479,324,3169,792.25,1072.209372,715.771866
292,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1430 имени Героя Социалистического Труда Г.В. Кисунько",1430,"http://sch1430sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,568,605,185,1358,679,6550.477138,935.7824482857
293,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1565 «Свиблово»",1565,"http://gym1565sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",6,1438,1497,395,3330,555,8448.524202,4764.116536
294,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1539",1539,"http://gym1539sv.mskobr.ru/","гимназия","Северо-Восточный административный округ","присоединение",3,622,693,213,1528,509.3333333333,6316.476417,2044.9756875
298,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1499 имени Героя Советского Союза И.А. Докукина",1499,"http://co1499sv-new.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",3,761,851,234,1846,615.3333333333,5343.907186,3088.646536
301,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1411",1411,"http://sch1411.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",2,531,569,105,1205,602.5,2006.118872,1003.059436
302,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №953",953,"http://co953sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,487,579,143,1209,604.5,6788.486648,1357.6973296
303,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №254",254,"http://sch254.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,513,506,131,1150,383.3333333333,10182.729972,2036.5459944
304,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1491",1491,"http://sch1491sv.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",3,837,879,215,1931,643.6666666667,8339.33264,2295.1511466667
306,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева",760,"http://schsv760.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",3,807,779,172,1758,586,7505.608818,2501.869606
308,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №606",606,"http://sch606.mskobr.ru/","школа","Северо-Восточный административный округ","слияние",2,395,437,86,918,459,2910.76284,1455.38142
309,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языков №1955",1955,"http://sch1955sv.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",4,879,1061,280,2220,555,3089.92503,1998.557272
311,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №237 имени В.Ф. Орлова",237,"http://csh237.mskobr.ru/","школа","Северо-Восточный административный округ","присоединение",6,562,590,104,1256,209.3333333333,18690.974824,4418.27892
312,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №982 имени маршала бронетанковых войск П.П. Полубоярова",982,"http://sch982u.mskobr.ru/","школа","Южный административный округ","слияние",2,443,439,107,989,494.5,19140.239668,1271.4074977917
313,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879",879,"http://sch879.mskobr.ru/","школа","Южный административный округ","слияние",2,417,420,85,922,461,10007.49377,1461.4182023
314,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2000",2000,"http://sch2000u.mskobr.ru/","школа","Южный административный округ","слияние",3,756,801,139,1696,565.3333333333,28710.359502,1907.1112466875
315,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №896",896,"http://sch896u.mskobr.ru/","школа","Южный административный округ","слияние",2,480,488,86,1054,527,6554.37513,885.8019658727
316,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №978",978,"http://sch978u.mskobr.ru/","школа","Южный административный округ","слияние",2,349,349,118,816,408,10806.386476,1768.0587435
317,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №426",426,"http://sch426u.mskobr.ru/","школа","Южный административный округ","присоединение",2,383,431,120,934,467,3151.823912,561.7934532667
319,"Государственное бюджетное образовательное учреждение города Москвы лицей №504 ",504,"http://lyc504u.mskobr.ru/","лицей","Южный административный округ","слияние",4,750,660,111,1521,380.25,42549.399248,3238.8392076139
320,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой",1466,"http://sch1466u.mskobr.ru/","школа","Южный административный округ","слияние",2,779,714,113,1606,803,19140.239668,1271.4074977917
321,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №494 имени Героя Российской Федерации А.Н. Рожкова",494,"http://sch494.mskobr.ru/","школа","Южный административный округ","слияние",3,446,407,82,935,311.6666666667,11548.342923,1292.0566140714
323,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №438",438,"http://sch438uv.mskobr.ru/","школа","Южный административный округ","присоединение",1,233,281,54,568,568,1293.513247,236.8244344
324,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №998",998,"http://sch998u.mskobr.ru/","школа","Южный административный округ","слияние",3,838,496,55,1389,463,12361.289985,1927.369260675
325,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2113",2113,"http://sch2113.mskobr.ru/","школа","Южный административный округ","слияние",3,586,663,110,1359,453,7650.339348,1567.5834771429
326,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №933",933,"http://sch933u.mskobr.ru/","школа","Южный административный округ","присоединение",2,571,518,73,1162,581,14572.965164,1821.1201907111
327,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №534",534,"http://sch534.mskobr.ru/","школа","Южный административный округ","присоединение",3,546,571,135,1252,417.3333333333,9042.925431,2438.2843665297
328,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1034",1034,"http://sch1034.mskobr.ru/","школа","Южный административный округ","присоединение",3,778,847,175,1800,600,7239.508743,1786.948503225
329,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №937 имени Героя Российской Федерации А.В. Перова",937,"http://sch937u.mskobr.ru/","школа","Южный административный округ","присоединение",2,682,597,104,1383,691.5,4002.885792,998.3835053333
331,"Государственное бюджетное образовательное учреждение города Москвы лицей №1451",1451,"http://lyc1451u.mskobr.ru/","лицей","Южный административный округ","слияние",2,521,644,155,1320,660,13890.546342,1164.1016402857
332,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №492 ",492,"http://sch492u.mskobr.ru/","школа","Южный административный округ","присоединение",2,438,434,74,946,473,5031.151892,1058.4863959444
334,"Государственное бюджетное образовательное учреждение города Москвы лицей №507",507,"http://lyc507u.mskobr.ru/","лицей","Южный административный округ","слияние",3,712,848,190,1750,583.3333333333,10018.109973,3089.9117094778
335,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №870",870,"http://schsv870u.mskobr.ru/","школа","Южный административный округ","присоединение",2,437,458,79,974,487,9977.640778,1185.1972787556
336,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №949 ",949,"http://sch949u.mskobr.ru/","школа","Южный административный округ","присоединение",2,588,580,124,1292,646,6318.148476,1193.050867
337,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №904",904,"http://sch904u.mskobr.ru/","школа","Южный административный округ","присоединение",3,639,812,166,1617,539,19547.760612,1820.9010276514
338,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924",924,"http://sch924.mskobr.ru/","школа","Южный административный округ","присоединение",2,616,635,109,1360,680,3676.765422,1050.5752096667
339,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №932",932,"http://sch932u.mskobr.ru/","школа","Южный административный округ","присоединение",2,305,351,120,776,388,3573.13415,823.0712744
340,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1173",1173,"http://sch1173.mskobr.ru/","школа","Южный административный округ","присоединение",2,603,731,163,1497,748.5,15958.775034,2549.73847175
341,"Государственное бюджетное образовательное учреждение города Москвы лицей №1828 «Сабурово»",1828,"http://cou1828.mskobr.ru/","лицей","Южный административный округ","слияние",1,310,285,52,647,647,1521.48207,404.6332505
344,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №556",556,"http://sch556u.mskobr.ru/","школа","Южный административный округ","слияние",2,582,668,93,1343,671.5,15958.775034,2549.73847175
345,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №667",667,"http://sch667u.mskobr.ru/","школа","Южный административный округ","слияние",2,595,633,109,1337,668.5,5935.626052,1531.1677937273
346,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1207",1207,"http://sch1207u.mskobr.ru/","школа","Южный административный округ","присоединение",3,726,801,172,1699,566.3333333333,12312.544071,1711.3228059
347,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1245",1245,"http://sch1245u.mskobr.ru/","школа","Южный административный округ","присоединение",3,0,161,110,271,90.3333333333,31912.049436,2249.1732268604
348,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257",1257,"http://gym1257u.mskobr.ru/","гимназия","Южный административный округ","",1,383,345,84,812,812,6945.273171,582.0508201429
349,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001",2001,"http://sch2001u.mskobr.ru/","школа","Южный административный округ","присоединение",1,0,0,0,0,0,7286.482582,910.5600953556
350,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1242",1242,"http://sch1242u.mskobr.ru/","школа","Южный административный округ","присоединение",2,504,573,87,1164,582,14572.965164,1821.1201907111
351,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №629",629,"http://sch629u.mskobr.ru/","школа","Южный административный округ","присоединение",2,541,564,154,1259,629.5,21274.699624,1499.4488179069
353,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №544",544,"http://sch544u.mskobr.ru/","школа","Южный административный округ","присоединение",2,735,727,143,1605,802.5,8208.362714,1140.8818706
354,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №547",547,"http://sch547u.mskobr.ru/","школа","Южный административный округ","присоединение",2,389,361,90,840,420,5435.971758,956.6032616
356,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №902 «Диалог»",902,"http://sch902.mskobr.ru/","школа","Южный административный округ","слияние",3,984,1172,201,2357,785.6666666667,12079.757784,2193.2545365
358,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №979 ",979,"http://sch979u.mskobr.ru/","школа","Южный административный округ","присоединение",1,304,325,65,694,694,3159.074238,596.5254335
359,"Государственное бюджетное образовательное учреждение города Москвы лицей №1158",1158,"http://sch1158.mskobr.ru/","лицей","Южный административный округ","присоединение",3,1323,1386,278,2987,995.6666666667,10970.411406,2284.520793
360,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1272",1272,"http://sch1272.mskobr.ru/","гимназия","Южный административный округ","присоединение",1,446,410,89,945,945,3849.447641,430.6855380238
361,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1636 «НИКА»",1636,"http://gym1636u.mskobr.ru/","гимназия","Южный административный округ","присоединение",4,759,938,185,1882,470.5,7074.935409,969.2995317091
363,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №508",508,"http://sch508u.mskobr.ru/","школа","Южный административный округ","присоединение",2,700,777,101,1578,789,6127.404631,1755.94217575
364,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №880",880,"http://sch880u.mskobr.ru/","школа","Южный административный округ","присоединение",2,441,505,93,1039,519.5,10007.49377,1461.4182023
365,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №947",947,"http://sch947u.mskobr.ru/","школа","Южный административный округ","присоединение",3,1013,1273,218,2504,834.6666666667,7857.401051,1494.372404125
366,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1179",1179,"http://sch1179u.mskobr.ru/","школа","Южный административный округ","присоединение",1,322,363,68,753,753,3072.803001,1091.3346175
367,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1450 «Олимп»",1450,"http://sch1450u.mskobr.ru/","школа","Южный административный округ","слияние",4,0,0,117,117,29.25,19098.549131,2326.4617062285
368,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1861 «Загорье»",1861,"http://sch1861u.mskobr.ru/","школа","Южный административный округ","слияние",3,481,646,137,1264,421.3333333333,8788.598031,1141.250625375
369,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1929",1929,"http://schu1929.mskobr.ru/","школа","Южный административный округ","присоединение",1,357,352,102,811,811,1612.077695,979.0439413333
