"ID","x","DISTANCE","OPL_G"
12638,2,5666.51923695785,FALSE
10976,2,5673.65799657905,FALSE
12571,2,5688.58360095882,FALSE
11055,2,5694.08440721029,FALSE
11075,2,5711.27002061449,FALSE
12610,2,5712.25718911457,FALSE
12524,2,5714.27498804947,FALSE
12532,2,5718.990950301,FALSE
12570,2,5725.5272349562,FALSE
12650,2,5745.69488526143,FALSE
12563,2,5750.05572114093,FALSE
12616,2,5755.09906074662,FALSE
12611,2,5766.0018860251,FALSE
12547,2,5769.17256069122,FALSE
12573,2,5773.7668984677,FALSE
12492,2,5774.19075290653,FALSE
12651,2,5785.57158766886,FALSE
10505,2,5797.46534113758,FALSE
12627,2,5797.67499355669,FALSE
10977,2,5799.45497869024,FALSE
12572,2,5803.17820180341,FALSE
11071,2,5811.62375834563,FALSE
10951,2,5814.19102254411,FALSE
10978,2,5829.28612991652,FALSE
10909,2,5829.9366978093,FALSE
10904,2,5831.13616926793,FALSE
10948,2,5831.55980325654,FALSE
12569,2,5831.94617230982,FALSE
12634,2,5845.60330593323,FALSE
10964,2,5852.252581505,FALSE
10905,2,5861.80273554202,FALSE
12575,2,5867.90020251556,FALSE
11072,2,5902.40004930652,FALSE
10949,2,5908.38624402288,FALSE
10950,2,5916.08098836885,FALSE
12576,2,5919.64961365169,FALSE
10506,2,5922.0456600891,FALSE
12521,2,5936.95471314571,FALSE
10906,2,5941.20586535773,FALSE
12636,2,5944.65667820176,FALSE
12574,2,5948.19742367196,FALSE
12567,2,5953.97169170946,FALSE
11069,2,5968.4153450614,FALSE
11015,2,5978.20177343424,FALSE
12639,2,5997.59138225857,FALSE
10500,2,6007.29402278554,FALSE
12568,2,6009.46089284879,FALSE
12637,2,6025.27395361024,FALSE
12618,2,6030.77668451676,FALSE
10501,2,6095.02861081891,FALSE
10992,2,6096.04438203428,FALSE
12615,2,6123.62354012391,FALSE
12522,2,6126.56050789989,FALSE
9956,2,6127.1208309583,FALSE
10993,2,6161.86734671336,FALSE
11090,2,6162.22297947897,FALSE
9955,2,6184.20638241047,FALSE
9957,2,6187.40759851499,FALSE
10952,2,6189.19543450838,FALSE
11091,2,6198.70522903033,FALSE
12525,2,6213.0785013876,FALSE
12555,2,6259.95177730445,FALSE
12554,2,6260.30409087226,FALSE
12557,2,6276.81519374789,FALSE
12670,2,6287.68793442891,FALSE
12529,2,6290.65957913198,FALSE
10528,2,6298.6234230172,FALSE
12680,2,6303.78381364485,FALSE
10852,2,6312.36564874855,FALSE
10833,2,6333.06904398944,FALSE
12515,2,6353.30219785142,FALSE
12559,2,6359.80200696944,FALSE
12493,2,6367.63654179987,FALSE
12518,2,6374.62864084361,FALSE
12552,2,6404.37124552037,FALSE
12528,2,6425.82628949236,FALSE
12584,2,6425.87485147263,FALSE
12648,2,6438.20453818408,FALSE
12562,2,6439.17388703876,FALSE
10511,2,6450.35024103433,FALSE
12527,2,6452.05347933318,FALSE
12513,2,6453.03958276734,FALSE
12526,2,6468.47131185211,FALSE
10847,2,6469.44677476469,FALSE
12517,2,6487.03490507126,FALSE
9954,2,6487.46109642621,FALSE
12494,2,6491.02777597602,FALSE
12495,2,6510.28235315648,FALSE
10849,2,6514.37993394108,FALSE
12668,2,6515.3279419903,FALSE
10959,2,6535.58267880877,FALSE
10850,2,6575.13585833119,FALSE
12674,2,6576.29269567991,FALSE
10512,2,6591.60196545252,FALSE
12679,2,6609.51473640245,FALSE
12498,2,6655.22225271103,FALSE
10851,2,6667.1419552753,FALSE
10496,2,6693.28862377873,FALSE
12558,2,6707.91654733876,FALSE
12501,2,6712.48350062328,FALSE
10527,2,6736.63317345582,FALSE
12497,2,6741.23566723162,FALSE
10960,2,6756.08639694455,FALSE
12556,2,6760.25910941055,FALSE
12695,2,6775.69676030396,FALSE
9800,2,6777.86121761996,FALSE
12673,2,6783.61426048167,FALSE
12500,2,6802.72115548994,FALSE
10516,2,6821.59829223783,FALSE
10961,2,6826.40055298984,FALSE
12499,2,6840.39312363268,FALSE
9801,2,6847.03079253674,FALSE
12677,2,6864.63066971061,FALSE
12678,2,6893.74248159163,FALSE
9809,2,6897.60276899762,FALSE
10513,2,6938.24600625546,FALSE
9802,2,6991.4704697351,FALSE
12690,2,6993.89592510604,FALSE
12507,2,7010.99488163678,FALSE
9803,2,7023.35313377323,FALSE
9810,2,7032.39010107682,FALSE
10552,2,7035.04443486919,FALSE
12504,2,7078.18361021822,FALSE
12506,2,7103.75932288315,FALSE
11025,2,7136.10651751727,FALSE
10549,2,7176.8938627953,FALSE
9805,2,7178.03659149647,FALSE
10550,2,7186.47825870069,FALSE
9794,2,7229.45986259187,FALSE
10451,2,7232.90575134597,FALSE
10457,2,7233.09981543287,FALSE
11024,2,7241.82723483495,FALSE
9793,2,7264.54266135597,FALSE
10958,2,7286.75989260998,FALSE
10551,2,7294.5801842773,FALSE
9792,2,7301.21456666981,FALSE
10479,2,7302.11161623215,FALSE
12676,2,7325.49570638199,FALSE
10883,2,7336.73458623245,FALSE
10856,2,7339.44507733785,FALSE
10483,2,7360.70512882716,FALSE
10859,2,7372.88145058333,FALSE
10861,2,7381.36444545502,FALSE
12510,2,7394.61357170077,FALSE
10458,2,7399.33525585256,FALSE
12509,2,7401.26756326753,FALSE
10554,2,7407.18612338027,FALSE
10497,2,7409.79418521875,FALSE
10480,2,7418.65731809076,FALSE
10492,2,7443.72271639455,FALSE
10452,2,7444.52829454486,FALSE
10482,2,7446.0276456187,FALSE
10860,2,7455.78074228067,FALSE
10555,2,7468.76790204736,FALSE
10857,2,7474.77501894349,FALSE
10488,2,7479.604756078,FALSE
10879,2,7489.76268535747,FALSE
9848,2,7492.28412244461,FALSE
9798,2,7507.50503036541,FALSE
10508,2,7514.24596995151,FALSE
9788,2,7537.89966327603,FALSE
9846,2,7559.7697625429,FALSE
10486,2,7579.33985969734,FALSE
10866,2,7587.70654034321,FALSE
9847,2,7593.75683410501,FALSE
10487,2,7597.03716832738,FALSE
9799,2,7609.77847219779,FALSE
10489,2,7622.84711854677,FALSE
10517,2,7629.58410574211,FALSE
10509,2,7629.94914247625,FALSE
9830,2,7632.77714545878,FALSE
10490,2,7651.0437720199,FALSE
9825,2,7651.58198807459,FALSE
10499,2,7659.75653382539,FALSE
10557,2,7685.12471973664,FALSE
10498,2,7687.39883647902,FALSE
9827,2,7704.64676101559,FALSE
9823,2,7707.23713688238,FALSE
10558,2,7707.26939417504,FALSE
10929,2,7710.55436982605,FALSE
10928,2,7714.21666566568,FALSE
10559,2,7745.43796382985,FALSE
9824,2,7749.84911399258,FALSE
10945,2,7772.19921840274,FALSE
10548,2,7788.42406230263,FALSE
10934,2,7791.1235586437,FALSE
9829,2,7795.62700438079,FALSE
10940,2,7804.9862394954,FALSE
10556,2,7809.38525319054,FALSE
10491,2,7818.12048159867,FALSE
10939,2,7832.09679072292,FALSE
10933,2,7832.70080225919,FALSE
10937,2,7839.68280966968,FALSE
11042,2,7849.10426406455,FALSE
10923,2,7853.69565393386,FALSE
9789,2,7856.97243952556,FALSE
10936,2,7858.44768369395,FALSE
9826,2,7859.99183331268,FALSE
10935,2,7866.37752546283,FALSE
10510,2,7871.70249608553,FALSE
10941,2,7900.17705879614,FALSE
10938,2,7903.26555868981,FALSE
9811,2,7906.04542195637,FALSE
9828,2,7913.89049524772,FALSE
9851,2,7951.07177095215,FALSE
10946,2,7951.75403751631,FALSE
11035,2,7964.70244307594,FALSE
9849,2,7974.95309261892,FALSE
11041,2,7980.29856591163,FALSE
14135,2,7985.09025671224,FALSE
11040,2,7998.23068804178,FALSE
10924,2,7998.66276382516,FALSE
11051,2,8008.44790836603,FALSE
9854,2,8008.80262974071,FALSE
10884,2,8020.5836457605,FALSE
10922,2,8034.67403969167,FALSE
9790,2,8043.23979964572,FALSE
10932,2,8050.56207498543,FALSE
10943,2,8053.56449608641,FALSE
11036,2,8057.2518425229,FALSE
10942,2,8060.67470228171,FALSE
10455,2,8066.42488997714,FALSE
10543,2,8087.72322201938,FALSE
10921,2,8098.89276689405,FALSE
10536,2,8100.66306462507,FALSE
10944,2,8104.52836686907,FALSE
11026,2,8106.58885410408,FALSE
10535,2,8107.70334023184,FALSE
10534,2,8116.29785525284,FALSE
10887,2,8130.46639152847,FALSE
11027,2,8146.20220977176,FALSE
11044,2,8156.06334512909,FALSE
10930,2,8165.66729084749,FALSE
10886,2,8166.36091048043,FALSE
10888,2,8190.10414102848,FALSE
9837,2,8195.99865638002,FALSE
10456,2,8225.38583529733,FALSE
10538,2,8225.71710332873,FALSE
10539,2,8229.55791828885,FALSE
9853,2,8245.79701720411,FALSE
9765,2,8262.3125833186,FALSE
9812,2,8274.1916270258,FALSE
10889,2,8285.85834844881,FALSE
9839,2,8293.6236772919,FALSE
9838,2,8304.33572578343,FALSE
10546,2,8314.8104599777,FALSE
10460,2,8318.36917779914,FALSE
10461,2,8337.82258320804,FALSE
11037,2,8348.7806624596,FALSE
10915,2,8350.42476863381,FALSE
9774,2,8386.23993966391,FALSE
10916,2,8386.51506289933,FALSE
10917,2,8402.80001560037,FALSE
9831,2,8408.66077521811,FALSE
10544,2,8426.70558321505,FALSE
9840,2,8434.34053316579,FALSE
9791,2,8439.14585864628,FALSE
10918,2,8476.23374229419,FALSE
10547,2,8476.55838315371,FALSE
9776,2,8529.5827294976,FALSE
10920,2,8531.96248319533,FALSE
10912,2,8532.35653766844,FALSE
9841,2,8543.74988298656,FALSE
9775,2,8550.67785880261,FALSE
9832,2,8551.72408880441,FALSE
10913,2,8552.02623810356,FALSE
9773,2,8567.47067518532,FALSE
10494,2,8573.19821943247,FALSE
9842,2,8602.62322597415,FALSE
10911,2,8620.84135517842,FALSE
9843,2,8644.84356722563,FALSE
10914,2,8659.37866133326,FALSE
9833,2,8671.473130426,FALSE
10540,2,8711.09108543074,FALSE
9815,2,8712.07407172202,FALSE
9763,2,8732.16041724272,FALSE
9764,2,8742.1872478329,FALSE
9777,2,8745.09318128738,FALSE
10530,2,8748.1874970752,FALSE
10542,2,8785.77501692352,FALSE
9844,2,8807.20149535092,FALSE
10474,2,8822.17796470504,FALSE
9818,2,8822.19077346804,FALSE
10532,2,8830.91216861191,FALSE
9817,2,8845.31385119955,FALSE
10533,2,8892.3823916852,FALSE
10475,2,8908.75098298879,FALSE
10523,2,8940.04618956375,FALSE
10526,2,8944.83863473193,FALSE
10524,2,8965.59162069061,FALSE
9816,2,8966.7710590492,FALSE
9769,2,8973.23678889612,FALSE
10465,2,8973.92077995209,FALSE
10464,2,8998.83596989702,FALSE
10525,2,9004.88333912522,FALSE
10522,2,9007.89495213973,FALSE
10450,2,9007.95631202297,FALSE
10521,2,9014.20804884117,FALSE
10468,2,9081.33589233608,FALSE
10520,2,9101.24732276961,FALSE
10518,2,9110.2512377904,FALSE
10454,2,9185.18149763802,FALSE
9757,2,9185.51981443553,FALSE
9780,2,9205.037753165,FALSE
9751,2,9210.39921564487,FALSE
9814,2,9233.90608247669,FALSE
9779,2,9247.93775380149,FALSE
9778,2,9287.4568042122,FALSE
9781,2,9373.1308538188,FALSE
9669,2,9395.68699364207,FALSE
10453,2,9538.81344930098,FALSE
9861,2,9552.43887493687,FALSE
9858,2,9638.56825939558,FALSE
9857,2,9653.36335649552,FALSE
9863,2,9654.02816584146,FALSE
9740,2,9756.74700484406,FALSE
9732,2,9761.6111243121,FALSE
9739,2,9765.14826091082,FALSE
9859,2,9785.08110584013,FALSE
9737,2,9807.56485250112,FALSE
9738,2,9835.75844783981,FALSE
10094,2,9845.87411297555,FALSE
9741,2,9862.27350170135,FALSE
9874,2,9878.24417185606,FALSE
9629,2,9880.83655641855,FALSE
9860,2,9882.15246352544,FALSE
9733,2,9915.98004896429,FALSE
9873,2,9916.76646149649,FALSE
9734,2,9934.86092190225,FALSE
9742,2,9935.00532533752,FALSE
9864,2,9971.93157933067,FALSE
9624,2,9978.66028950383,FALSE
9865,2,10004.3780158291,FALSE
9673,2,10006.0236475346,FALSE
9627,2,10013.2409660181,FALSE
9736,2,10021.0594861289,FALSE
9630,2,10022.9251489341,FALSE
10095,2,10036.0565711306,FALSE
9626,2,10044.4093933697,FALSE
9714,2,10070.0301966346,FALSE
9870,2,10084.5464903109,FALSE
9735,2,10085.8517634853,FALSE
9984,2,10102.7893307727,FALSE
9672,2,10127.1543534914,FALSE
9718,2,10177.8594225137,FALSE
9868,2,10193.9906261238,FALSE
9867,2,10196.7912480343,FALSE
9869,2,10198.533716157,FALSE
9720,2,10208.2578067786,FALSE
9717,2,10246.8693561517,FALSE
9871,2,10275.1213079515,FALSE
9715,2,10282.8631162272,FALSE
9643,2,10344.3106797618,FALSE
10100,2,10353.661396381,FALSE
10096,2,10354.3505527823,FALSE
9719,2,10354.6012166407,FALSE
9986,2,10364.2637061144,FALSE
9698,2,10364.9771699831,FALSE
9675,2,10367.6949396805,FALSE
9722,2,10371.4671916897,FALSE
9667,2,10386.5823053298,FALSE
9721,2,10416.8686538437,FALSE
9705,2,10440.6024002483,FALSE
9618,2,10446.1925676752,FALSE
9647,2,10453.0816824162,FALSE
10026,2,10456.1825891562,FALSE
10097,2,10505.0133216407,FALSE
9985,2,10513.6684850562,FALSE
9664,2,10539.6342431185,FALSE
9658,2,10552.2839300797,FALSE
10027,2,10553.826184996,FALSE
9699,2,10555.4179098643,FALSE
10074,2,10559.0384080148,FALSE
9666,2,10567.2273376376,FALSE
9688,2,10567.6648467194,FALSE
9665,2,10582.6733939035,FALSE
9723,2,10591.9262200192,FALSE
9702,2,10593.4660655352,FALSE
9730,2,10607.0047900546,FALSE
10028,2,10609.7836430367,FALSE
10025,2,10616.0592746634,FALSE
9645,2,10618.3177327038,FALSE
10098,2,10648.1686946911,FALSE
9648,2,10657.1417380616,FALSE
9660,2,10662.677477859,FALSE
9632,2,10665.4502012684,FALSE
9989,2,10686.8105234125,FALSE
9649,2,10715.4142995639,FALSE
10081,2,10753.1488068604,FALSE
10029,2,10816.3388323818,FALSE
9650,2,10878.0508370084,FALSE
9651,2,10882.9629261902,FALSE
10015,2,10948.6720132836,FALSE
10080,2,10955.5344279926,FALSE
9652,2,10959.0860381,FALSE
9653,2,11003.2056288946,FALSE
10082,2,11013.4135098665,FALSE
10035,2,11063.6317546327,FALSE
10076,2,11080.9439974684,FALSE
10034,2,11101.9561242354,FALSE
9684,2,11126.3131291904,FALSE
12099,2,11129.8498908079,FALSE
10030,2,11148.8316720127,FALSE
10032,2,11161.0274220743,FALSE
10078,2,11188.8131975576,FALSE
9980,2,11203.0967662963,FALSE
10083,2,11223.4815719528,FALSE
10092,2,11266.4408860816,FALSE
9981,2,11267.7142304226,FALSE
10101,2,11272.2498002377,FALSE
9960,2,11277.9381663226,FALSE
10036,2,11283.7904286106,FALSE
9744,2,11284.7709972437,FALSE
12102,2,11286.3388334586,FALSE
12457,2,11315.907676329,FALSE
10084,2,11316.2659538909,FALSE
9961,2,11327.7737900402,FALSE
9724,2,11346.7222066242,FALSE
12458,2,11353.3492321568,FALSE
10102,2,11359.6570489556,FALSE
9725,2,11363.8031149295,FALSE
9979,2,11364.6535858668,FALSE
10103,2,11378.0944616098,FALSE
10104,2,11379.5311910439,FALSE
9745,2,11392.942288994,FALSE
12454,2,11398.4518871283,FALSE
10700,2,11401.068751149,FALSE
12456,2,11423.7045283535,FALSE
10093,2,11439.8428547663,FALSE
12468,2,11452.7558589907,FALSE
10693,2,11453.6424653195,FALSE
10122,2,11486.2266454238,FALSE
12462,2,11493.1514858664,FALSE
12105,2,11497.6938135138,FALSE
12469,2,11504.204424873,FALSE
12467,2,11504.6572762707,FALSE
9971,2,11516.9314238144,FALSE
9973,2,11524.2606025683,FALSE
10695,2,11552.7632585202,FALSE
10085,2,11554.0292950943,FALSE
12484,2,11580.6518284371,FALSE
9974,2,11588.0660892627,FALSE
12464,2,11608.1832075649,FALSE
10049,2,11654.1954263063,FALSE
12466,2,11656.3436068729,FALSE
12465,2,11663.6541574956,FALSE
10047,2,11665.6102990305,FALSE
9976,2,11668.2006889051,FALSE
10123,2,11688.0317544534,FALSE
12471,2,11742.1531707601,FALSE
10040,2,11781.1776095857,FALSE
10124,2,11787.986415906,FALSE
12472,2,11830.8295024977,FALSE
12470,2,11833.2986145479,FALSE
9884,2,11887.656043878,FALSE
9958,2,11896.9465684184,FALSE
9963,2,11906.19880477,FALSE
12481,2,11946.1867910985,FALSE
10045,2,11966.8428513287,FALSE
10044,2,11977.2269634575,FALSE
10046,2,11985.1160487473,FALSE
12480,2,12002.5882812559,FALSE
10042,2,12023.1577965112,FALSE
10041,2,12027.7370136541,FALSE
12459,2,12041.8163196636,FALSE
9890,2,12044.4067723098,FALSE
10087,2,12048.9296300861,FALSE
12479,2,12050.4026651454,FALSE
9746,2,12064.3423337162,FALSE
9894,2,12075.4337275977,FALSE
9889,2,12097.4872364157,FALSE
12461,2,12099.5199206394,FALSE
12483,2,12122.7663706839,FALSE
12713,2,12123.6894388787,FALSE
9966,2,12128.0709146747,FALSE
12488,2,12133.4735179769,FALSE
10121,2,12148.4007193686,FALSE
9898,2,12160.2795957646,FALSE
9891,2,12161.063538843,FALSE
12476,2,12172.0733833858,FALSE
10120,2,12177.4417060128,FALSE
10116,2,12196.9269380605,FALSE
10088,2,12250.27903442,FALSE
10054,2,12252.0844495201,FALSE
9892,2,12269.8167547628,FALSE
10091,2,12274.1281324265,FALSE
9897,2,12284.4357968031,FALSE
9903,2,12288.7116359487,FALSE
12486,2,12288.9907542051,FALSE
9893,2,12293.5577019256,FALSE
9968,2,12294.9163928102,FALSE
12487,2,12298.982918157,FALSE
10052,2,12309.6763928458,FALSE
9969,2,12338.8862125649,FALSE
12718,2,12371.8915252979,FALSE
10113,2,12375.5302681782,FALSE
12701,2,12378.7637763318,FALSE
10089,2,12379.1669122477,FALSE
10053,2,12384.8072474879,FALSE
10090,2,12388.7627516912,FALSE
12118,2,12403.8378536517,FALSE
12702,2,12415.734728928,FALSE
9899,2,12418.8585065906,FALSE
9970,2,12421.145667577,FALSE
12717,2,12432.7813091243,FALSE
12712,2,12444.6776452541,FALSE
10117,2,12447.5926829866,FALSE
10050,2,12447.848935879,FALSE
10051,2,12452.4143543521,FALSE
10109,2,12457.2106896286,FALSE
12117,2,12459.7643222698,FALSE
10107,2,12465.5976290964,FALSE
10105,2,12466.12270591,FALSE
10112,2,12488.5371724401,FALSE
12474,2,12496.3034793316,FALSE
12704,2,12497.0638951895,FALSE
10108,2,12497.61601637,FALSE
10110,2,12512.2027842045,FALSE
12477,2,12520.9092646825,FALSE
10715,2,12524.1017874185,FALSE
10716,2,12527.3373249835,FALSE
10118,2,12538.4741376843,FALSE
10111,2,12543.701269589,FALSE
10114,2,12573.4484200355,FALSE
10705,2,12575.4612767629,FALSE
10115,2,12584.9017763378,FALSE
12482,2,12612.9441329272,FALSE
10670,2,12620.9992343269,FALSE
12475,2,12639.3407736314,FALSE
10703,2,12648.5172768123,FALSE
10702,2,12651.4917692895,FALSE
12478,2,12685.3981698481,FALSE
10713,2,12692.4944459925,FALSE
12720,2,12705.7314895194,FALSE
12598,2,12720.4787398169,FALSE
10704,2,12757.1496494964,FALSE
10706,2,12762.5341037977,FALSE
10119,2,12781.1275909732,FALSE
12602,2,12787.3870475718,FALSE
12596,2,12799.6435868105,FALSE
12473,2,12801.4096676764,FALSE
12601,2,12812.0518271453,FALSE
12595,2,12822.3608504179,FALSE
10672,2,12822.4991151443,FALSE
10637,2,12860.4675498542,FALSE
10712,2,12887.8661859261,FALSE
12591,2,12899.9607843374,FALSE
9923,2,12909.5828709726,FALSE
12605,2,12921.1568954597,FALSE
10106,2,12933.6055267011,FALSE
12592,2,12988.1755732182,FALSE
12593,2,13020.8255161869,FALSE
12594,2,13026.8493019505,FALSE
10638,2,13034.0350073448,FALSE
10667,2,13048.4015675513,FALSE
12604,2,13056.7142200095,FALSE
12590,2,13063.3125462929,FALSE
10263,2,13067.0173747594,FALSE
12697,2,13114.6859025064,FALSE
12370,2,13118.7756884079,FALSE
12599,2,13126.0622196137,FALSE
10675,2,13130.7545864615,FALSE
12727,2,13141.8874818148,FALSE
10262,2,13172.5835691661,FALSE
10677,2,13193.7483780219,FALSE
9922,2,13207.046562503,FALSE
10676,2,13216.094846969,FALSE
10653,2,13234.7771369166,FALSE
10674,2,13284.6369586447,FALSE
10655,2,13287.3932781738,FALSE
11383,2,13302.6455726878,FALSE
12706,2,13356.9552994462,FALSE
12724,2,13382.375679645,FALSE
10678,2,13419.5377398049,FALSE
12588,2,13426.4634885759,FALSE
10198,2,13450.7695329013,FALSE
9876,2,13501.2431796538,FALSE
12375,2,13509.4082090403,FALSE
9877,2,13535.9522422553,FALSE
10656,2,13545.5341036429,FALSE
12368,2,13571.9416071073,FALSE
10277,2,13573.9766272034,FALSE
9880,2,13574.9145681894,FALSE
10679,2,13593.8071180934,FALSE
10199,2,13596.6320117842,FALSE
12344,2,13598.2481704121,FALSE
10278,2,13601.0299035901,FALSE
10652,2,13608.6262759887,FALSE
10657,2,13624.7033015184,FALSE
10660,2,13632.5206746399,FALSE
10276,2,13639.2430116561,FALSE
9878,2,13639.3173279599,FALSE
9881,2,13644.5140103506,FALSE
10267,2,13653.000619181,FALSE
11745,2,13662.4893673481,FALSE
10658,2,13666.528050534,FALSE
10346,2,13689.2346519878,FALSE
12741,2,13691.0843204904,FALSE
10662,2,13695.5744681022,FALSE
12734,2,13699.2893521168,FALSE
10661,2,13708.7693479506,FALSE
11384,2,13712.9851971075,FALSE
9879,2,13715.8471462639,FALSE
12378,2,13716.4391093897,FALSE
12740,2,13717.2884178441,FALSE
10328,2,13718.9834572627,FALSE
10332,2,13723.0303036279,FALSE
10664,2,13752.5116433999,FALSE
10265,2,13752.9101625537,FALSE
12377,2,13761.6822816937,FALSE
12376,2,13762.6456131772,FALSE
12736,2,13773.4909747351,FALSE
10665,2,13787.6069349668,FALSE
12373,2,13791.3768032352,FALSE
12044,2,13801.0964047553,FALSE
12347,2,13828.231532613,FALSE
10666,2,13829.6016409107,FALSE
11746,2,13833.8577640395,FALSE
12735,2,13857.4008137588,FALSE
12742,2,13876.4031530983,FALSE
10646,2,13884.4304583679,FALSE
12739,2,13888.6842450971,FALSE
12737,2,13925.3011868457,FALSE
10330,2,13928.6858223611,FALSE
12738,2,13932.4452575359,FALSE
10185,2,13936.140698427,FALSE
12362,2,13976.7781573214,FALSE
11534,2,14012.5267971943,FALSE
10344,2,14046.2221790911,FALSE
10642,2,14102.44959625,FALSE
11764,2,14113.2613769177,FALSE
11763,2,14140.4257880496,FALSE
12049,2,14141.7673276927,FALSE
11539,2,14155.0160968105,FALSE
10680,2,14161.4377075297,FALSE
10348,2,14169.9367218583,FALSE
11757,2,14173.4609535442,FALSE
11538,2,14203.7045240292,FALSE
11542,2,14221.2510716709,FALSE
9942,2,14232.6720295894,FALSE
10187,2,14233.6549703975,FALSE
10641,2,14235.577759457,FALSE
11760,2,14236.9313282895,FALSE
10186,2,14240.257489491,FALSE
10343,2,14242.3432157898,FALSE
12349,2,14258.3432322731,FALSE
11972,2,14303.8945532457,FALSE
9939,2,14307.4742525803,FALSE
10351,2,14314.3021911151,FALSE
10647,2,14317.366806266,FALSE
9943,2,14328.3493940649,FALSE
10314,2,14334.3168273288,FALSE
9947,2,14334.3725863373,FALSE
11541,2,14358.1317506177,FALSE
11974,2,14372.9795726978,FALSE
10640,2,14389.8805426389,FALSE
11494,2,14396.3166692449,FALSE
11543,2,14429.4009380409,FALSE
9938,2,14431.7744603369,FALSE
9944,2,14433.4445770006,FALSE
10639,2,14441.4474400086,FALSE
10349,2,14452.3493580954,FALSE
11490,2,14458.086551608,FALSE
