"OBJECTID_1";"ID";"NAME";"NUMB";"WEBSITE";"TYPE";"OKRUG";"FOUNDATION";"SCHOOLS_COUNT";"STEP1";"STEP2";"STEP3"
482;795,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1739";1739,000000;"http://sch1739zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;469,000000;462,000000;96,000000
483;796,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №853";853,000000;"http://sch853zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";3,000000;679,000000;852,000000;218,000000
484;797,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1194";1194,000000;"http://sch1194zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;574,000000;736,000000;248,000000
485;800,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1151";1151,000000;"http://sch1151zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";3,000000;804,000000;949,000000;154,000000
486;801,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №609";609,000000;"http://sch609zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;524,000000;473,000000;44,000000
487;803,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №842";842,000000;"http://sch842zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;346,000000;454,000000;118,000000
488;805,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №854";854,000000;"http://sch854zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;495,000000;543,000000;114,000000
489;807,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1692";1692,000000;"http://sch1692zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";3,000000;354,000000;365,000000;106,000000
490;808,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1557";1557,000000;"http://lyc1557zg.mskobr.ru/";"лицей";"ЗелАО";"присоединение";4,000000;698,000000;940,000000;250,000000
491;811,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №618";618,000000;"http://sch618zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";3,000000;475,000000;618,000000;194,000000
492;812,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №852";852,000000;"http://sch852zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;366,000000;491,000000;121,000000
493;813,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1912 имени Бауыржана Момышулы";1912,000000;"http://sch1912zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";2,000000;499,000000;647,000000;151,000000
494;814,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1150 имени Героя Советского Союза К.К. Рокоссовского";1150,000000;"http://sch1150zg.mskobr.ru/";"школа";"ЗелАО";"присоединение";3,000000;745,000000;768,000000;154,000000
495;815,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2114";2114,000000;"http://sch2114uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";4,000000;1303,000000;1295,000000;289,000000
496;816,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1161";1161,000000;"http://sch1161.mskobr.ru/";"школа";"ЮЗАО";"слияние";2,000000;497,000000;487,000000;94,000000
497;817,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2109";2109,000000;"http://sch2109.mskobr.ru/";"школа";"ЮЗАО";"слияние";3,000000;1710,000000;1502,000000;259,000000
498;818,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1591";1591,000000;"http://gym1591.mskobr.ru/";"гимназия";"ВАО";"присоединение";3,000000;932,000000;918,000000;208,000000
499;819,000000;"Государственное бюджетное образовательное учреждение города Москвы школа с углубленным изучением английского языка №1200";1200,000000;"http://sch1200.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;673,000000;708,000000;160,000000
500;820,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка и информационных технологий №1347";1347,000000;"http://sch1347.mskobr.ru/";"школа";"ЗАО";"присоединение";3,000000;929,000000;953,000000;248,000000
501;821,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1130";1130,000000;"http://sch1130.mskobr.ru/";"школа";"ЗАО";"присоединение";4,000000;562,000000;619,000000;200,000000
502;822,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1506";1506,000000;"http://gym1506.mskobr.ru/";"гимназия";"СВАО";"присоединение";3,000000;945,000000;968,000000;216,000000
503;823,000000;"Государственное бюджетное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»";0,000000;"http://1-mok.mskobr.ru/";"образовательный комплекс";"СВАО";"слияние";2,000000;821,000000;778,000000;234,000000
504;824,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1220";1220,000000;"http://sch1220.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;587,000000;624,000000;149,000000
505;825,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №287 имени С.К.Годовикова";287,000000;"http://co287sv.mskobr.ru/";"школа";"СВАО";"слияние";2,000000;86,000000;134,000000;28,000000
506;826,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1503";1503,000000;"http://gym1503.mskobr.ru/";"гимназия";"СВАО";"присоединение";4,000000;511,000000;594,000000;154,000000
507;827,000000;"Государственное бюджетное образовательное учреждение города Москвы школа №1349";1349,000000;"http://schzv1349.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;238,000000;205,000000;30,000000
508;828,000000;"Государственное бюджетное образовательное учреждение города Москвы школа с углубленным изучением английского языка №1282";1282,000000;"http://schvu1282.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;743,000000;708,000000;185,000000
509;829,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»";1530,000000;"http://gym1530.mskobr.ru/";"гимназия";"ВАО";"присоединение";4,000000;286,000000;1014,000000;261,000000
510;830,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1799 «Экополис»";1799,000000;"http://gym1799.mskobr.ru/";"гимназия";"ВАО";"присоединение";3,000000;614,000000;714,000000;175,000000
511;831,000000;"Государственное бюджетное образовательное учреждение города Москвы «Образовательный комплекс дизайна и технологий»";0,000000;"http://okdit.mskobr.ru/";"образовательный комплекс";"ВАО";"слияние";2,000000;211,000000;316,000000;76,000000
512;832,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1811 «Восточное Измайлово»";1811,000000;"http://1811.mskobr.ru/";"центр образования";"ВАО";"присоединение";6,000000;1475,000000;1531,000000;334,000000
513;833,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1290";1290,000000;"http://gym1290.mskobr.ru/";"гимназия";"ВАО";"присоединение";4,000000;922,000000;939,000000;227,000000
514;834,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1362";1362,000000;"http://sch1362.mskobr.ru/";"школа";"ВАО";"присоединение ";2,000000;347,000000;509,000000;116,000000
515;835,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия «Московская международная гимназия»";0,000000;"http://gymmg.mskobr.ru/";"гимназия";"ВАО";"";2,000000;639,000000;638,000000;178,000000
516;836,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1637";1637,000000;"http://gym1637.mskobr.ru/";"гимназия";"ВАО";"";2,000000;568,000000;674,000000;146,000000
517;837,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1798 «Феникс»";1798,000000;"http://1798.mskobr.ru/";"гимназия";"ВАО";"слияние";3,000000;447,000000;459,000000;145,000000
518;838,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1310 культурологический";1310,000000;"http://lyc1310.mskobr.ru/";"лицей";"ВАО";"присоединение";2,000000;183,000000;354,000000;162,000000
519;839,000000;"Государственное бюджетное образовательное учреждение города Москвы школа с углубленным изучением иностранных языков №1373";1373,000000;"http://sch1373v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;419,000000;493,000000;105,000000
520;840,000000;"Государственное бюджетное образовательное учреждение города Москвы школа с углубленным изучением английского языка №1324";1324,000000;"http://sch1324.mskobr.ru/";"школа";"ВАО";"слияние";4,000000;968,000000;1081,000000;234,000000
521;841,000000;"Государственное бюджетное образовательное учреждение города Москвы школа №1028";1028,000000;"http://sch1028v.mskobr.ru/";"школа";"ВАО";"присоединение";2,000000;511,000000;630,000000;119,000000
522;842,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1228";1228,000000;"http://sch1228.mskobr.ru/";"школа";"ЮВАО";"присоединение";3,000000;835,000000;991,000000;267,000000
523;843,000000;"Государственное бюджетное образовательное учреждение города Москвы «Московский образовательный комплекс имени Виктора Талалихина»";0,000000;"http://mok.mskobr.ru/";"образовательный комплекс";"ЮВАО";"слияние";3,000000;299,000000;567,000000;106,000000
524;844,000000;"Государственное бюджетное образовательное учреждение города Москвы «Многопрофильный центр образования»";0,000000;"http://mco.mskobr.ru/";"центр образования";"ЮВАО";"слияние";1,000000;93,000000;111,000000;19,000000
525;845,000000;"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1858";1858,000000;"http://sch1858uv.mskobr.ru/";"центр образования";"ЮВАО";"присоединение";2,000000;535,000000;479,000000;194,000000
526;846,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1553 имени В.И. Вернадского";1553,000000;"http://lycu1553.mskobr.ru/";"лицей";"ЮАО";"";1,000000;0,000000;233,000000;160,000000
527;847,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №630 «Лингвистический центр»";630,000000;"http://sch630.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;727,000000;900,000000;175,000000
528;848,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1580 при МГТУ имени Н.Э.Баумана";1580,000000;"http://lycu1580.mskobr.ru/";"лицей";"ЮАО";"присоединение";3,000000;217,000000;658,000000;820,000000
529;849,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1862";1862,000000;"http://sch1862u.mskobr.ru/";"школа";"ЮАО";"присоединение";4,000000;1131,000000;1227,000000;243,000000
530;850,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1527";1527,000000;"http://gym1527u.mskobr.ru/";"гимназия";"ЮАО";"присоединение";2,000000;494,000000;519,000000;119,000000
531;851,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770";1770,000000;"http://sch1770.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;362,000000;728,000000;135,000000
532;852,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1569 «Созвездие»";1569,000000;"http://gym1569u.mskobr.ru/";"гимназия";"ЮАО";"присоединение";6,000000;1076,000000;1148,000000;252,000000
533;853,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2116 «Зябликово»";2116,000000;"http://sch2116.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;1006,000000;1136,000000;237,000000
534;854,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1552";1552,000000;"http://gymu1552.mskobr.ru/";"гимназия";"ЮАО";"слияние";4,000000;698,000000;593,000000;200,000000
535;855,000000;"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»";548,000000;"http://cou548.mskobr.ru/";"центр образования";"ЮАО";"";3,000000;623,000000;1162,000000;404,000000
536;856,000000;"Государственное бюджетное образовательное учреждение города Москвы колледж №57 «Технический пожарно-спасательный колледж имени Героя Российской Федерации В.М. Максимчука»";57,000000;"http://college57.mskobr.ru/";"колледж";"ЮЗАО";"";2,000000;0,000000;381,000000;37,000000
537;857,000000;"Государственное бюджетное образовательное учреждение города Москвы «Воробьевы горы»";0,000000;"http://vg.mskobr.ru/";"";"ЮЗАО";"слияние";3,000000;430,000000;365,000000;92,000000
538;858,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1106";1106,000000;"http://sch1106uz.mskobr.ru/";"школа";"ЮЗАО";"присоединение";3,000000;697,000000;830,000000;229,000000
539;859,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1567";1567,000000;"http://gym1567.mskobr.ru/";"гимназия";"ЗАО";"присоединение";2,000000;146,000000;637,000000;235,000000
540;860,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №590";590,000000;"http://sch590z.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;332,000000;314,000000;74,000000
541;861,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1440";1440,000000;"http://sch1440.mskobr.ru/";"школа";"ЗАО";"присоединение";1,000000;399,000000;424,000000;102,000000
542;862,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1471";1471,000000;"http://sch1471.mskobr.ru/";"школа";"ЗАО";"присоединение";1,000000;190,000000;159,000000;39,000000
543;863,000000;"Государственное бюджетное образовательное учреждение города Москвы школа-интернат «Интеллектуал»";0,000000;"http://int.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;171,000000;303,000000;166,000000
544;864,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №37";37,000000;"http://sch37.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;271,000000;307,000000;56,000000
545;865,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1448 «Шуваловская гимназия»";1448,000000;"http://sch1448.mskobr.ru/";"гимназия";"ЗАО";"присоединение";1,000000;485,000000;480,000000;127,000000
546;866,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1434 «Раменки»";1434,000000;"http://sch1434.mskobr.ru/";"гимназия";"ЗАО";"присоединение";2,000000;677,000000;684,000000;171,000000
547;867,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1973";1973,000000;"http://1973.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;490,000000;487,000000;131,000000
548;868,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №324 «Жар-птица»";324,000000;"http://sch324.mskobr.ru/";"школа";"ЗАО";"присоединение";2,000000;210,000000;255,000000;77,000000
549;869,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1619 имени М.И. Цветаевой";1619,000000;"http://co1619.mskobr.ru/";"гимназия";"СЗАО";"слияние";3,000000;1076,000000;1125,000000;225,000000
550;870,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №183";183,000000;"http://sch183.mskobr.ru/";"школа";"САО";"присоединение";2,000000;595,000000;703,000000;135,000000
551;871,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1592";1592,000000;"http://sch1592.mskobr.ru/";"гимназия";"САО";"присоединение";2,000000;601,000000;626,000000;120,000000
552;872,000000;"Государственное бюджетное образовательное учреждение города Москвы колледж «Политехнический колледж им. Н.Н. Годовикова»";0,000000;"http://pkgodovikov.mskobr.ru/";"колледж";"САО";"присоединение";2,000000;206,000000;274,000000;125,000000
553;873,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1223 «Лингвистический центр»";1223,000000;"http://sch1223s.mskobr.ru/";"школа";"САО";"присоединение";2,000000;647,000000;789,000000;215,000000
554;874,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики №1384 имени А.А. Леманского";1384,000000;"http://sch1384.mskobr.ru/";"школа";"САО";"присоединение";2,000000;388,000000;386,000000;77,000000
555;875,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1164";1164,000000;"http://sch1164.mskobr.ru/";"школа";"САО";"присоединение";2,000000;517,000000;538,000000;86,000000
556;876,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1284";1284,000000;"http://sch1284.mskobr.ru/";"школа";"ЦАО";"присоединение";2,000000;390,000000;479,000000;142,000000
557;877,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1589";1589,000000;"http://lycc1589.mskobr.ru/";"лицей";"ЦАО";"присоединение";2,000000;79,000000;86,000000;105,000000
558;878,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1468";1468,000000;"http://sch1468.mskobr.ru/";"школа";"ЦАО";"слияние";5,000000;969,000000;1069,000000;383,000000
559;879,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1535";1535,000000;"http://lyc1535.mskobr.ru/";"лицей";"ЦАО";"присоединение";2,000000;0,000000;568,000000;550,000000
560;880,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1520 имени Капцовых";1520,000000;"http://gymc1520.mskobr.ru/";"гимназия";"ЦАО";"присоединение";2,000000;580,000000;597,000000;245,000000
561;881,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2123 имени Мигеля Эрнандеса";2123,000000;"http://2123.mskobr.ru/";"школа";"ЦАО";"слияние";3,000000;597,000000;711,000000;235,000000
562;882,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2048";2048,000000;"http://sch2048.mskobr.ru/";"школа";"ЦАО";"слияние";2,000000;123,000000;176,000000;20,000000
563;883,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1239";1239,000000;"http://coc1239.mskobr.ru/";"школа";"ЦАО";"слияние";1,000000;0,000000;0,000000;0,000000
564;884,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1501 «Многопрофильный лицей»";1501,000000;"http://lycc1501.mskobr.ru/";"лицей";"ЦАО";"присоединение";6,000000;888,000000;1336,000000;671,000000
565;885,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №46";46,000000;"http://coz46uz.mskobr.ru/";"школа";"ЮЗАО";"слияние";1,000000;324,000000;352,000000;91,000000
566;886,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1317";1317,000000;"http://sch1317.mskobr.ru/";"школа";"ЗАО";"слияние";1,000000;344,000000;359,000000;100,000000
567;887,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №514";514,000000;"http://sch514u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;0,000000;70,000000;50,000000
568;889,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1495";1495,000000;"http://sch1495.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;392,000000;419,000000;58,000000
569;890,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315";315,000000;"http://schc315.mskobr.ru/";"школа";"ЦАО";"присоединение";1,000000;295,000000;335,000000;159,000000
570;891,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №149";149,000000;"http://sch149.mskobr.ru/";"школа";"САО";"присоединение";1,000000;226,000000;255,000000;48,000000
571;892,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800";800,000000;"http://sch800.mskobr.ru/";"школа";"ЗАО";"присоединение";1,000000;169,000000;160,000000;20,000000
572;893,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1522";1522,000000;"http://gym1522.mskobr.ru/";"гимназия";"СЗАО";"присоединение";1,000000;0,000000;381,000000;124,000000
573;894,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1526";1526,000000;"http://gymu1526.mskobr.ru/";"гимназия";"ЮАО";"присоединение";1,000000;393,000000;339,000000;82,000000
574;895,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1516";1516,000000;"http://gym1516.mskobr.ru/";"гимназия";"ВАО";"присоединение";1,000000;0,000000;0,000000;0,000000
575;896,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1555 «Лингвистический»";1555,000000;"http://lycc1555.mskobr.ru/";"лицей";"ЦАО";"присоединение";1,000000;0,000000;82,000000;0,000000
576;897,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей «Вторая школа»";0,000000;"http://lycuz2.mskobr.ru/";"лицей";"ЮЗАО";"присоединение";1,000000;0,000000;351,000000;188,000000
577;898,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1303";1303,000000;"http://gym1599uv.mskobr.ru/";"лицей";"ЦАО";"присоединение";1,000000;980,000000;1092,000000;365,000000
578;899,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1511 при «Национальном исследовательском ядерном университете МИФИ»";1511,000000;"http://lycg1511.mskobr.ru/";"лицей";"ЮАО";"присоединение";1,000000;0,000000;119,000000;0,000000
579;900,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1523";1523,000000;"http://lycu1523.mskobr.ru/";"лицей";"ЮАО";"присоединение";1,000000;0,000000;259,000000;0,000000
580;901,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1525 «Воробьевы горы»";1525,000000;"http://lycg1525.mskobr.ru/";"лицей";"ЦАО";"присоединение";1,000000;0,000000;160,000000;187,000000
581;902,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1547";1547,000000;"http://licuv1547.mskobr.ru/";"лицей";"ЮВАО";"присоединение";1,000000;0,000000;684,000000;283,000000
582;903,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1581";1581,000000;"http://lycc1581.mskobr.ru/";"лицей";"ЦАО";"присоединение";1,000000;0,000000;156,000000;242,000000
583;904,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1672";1672,000000;"http://pgym1672.mskobr.ru/";"прогимназия";"САО";"присоединение";1,000000;16,000000;0,000000;0,000000
584;905,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1723";1723,000000;"http://pgym1723.mskobr.ru/";"прогимназия";"ЗАО";"присоединение";1,000000;401,000000;0,000000;0,000000
585;906,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1752";1752,000000;"http://pgym1752.mskobr.ru/";"прогимназия";"ВАО";"присоединение";1,000000;386,000000;0,000000;0,000000
586;907,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования №1650";1650,000000;"http://schec1650.mskobr.ru/";"школа";"ЦАО";"присоединение";1,000000;78,000000;101,000000;20,000000
587;908,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1121";1121,000000;"http://sch1121.mskobr.ru/";"школа";"САО";"присоединение";1,000000;256,000000;290,000000;74,000000
588;909,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1914";1914,000000;"http://sch1914v.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;418,000000;533,000000;122,000000
589;910,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1065";1065,000000;"http://schuz1065.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;210,000000;241,000000;37,000000
590;911,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1055";1055,000000;"http://schu1055.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;216,000000;245,000000;47,000000
591;912,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1076";1076,000000;"http://sch1076.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;243,000000;280,000000;37,000000
592;913,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1143";1143,000000;"http://sch1143uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;367,000000;446,000000;181,000000
593;914,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1145 имени Фритьофа Нансена";1145,000000;"http://schuv1145.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;619,000000;628,000000;102,000000
594;915,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1199 «Лига Школ»";1199,000000;"http://schuz1199.mskobr.ru/";"школа";"ЮЗАО";"присоединение";1,000000;0,000000;39,000000;19,000000
595;916,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1247 имени Юргиса Балтрушайтиса";1247,000000;"http://schec1247.mskobr.ru/";"школа";"ЦАО";"присоединение";1,000000;189,000000;153,000000;43,000000
596;917,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1305";1305,000000;"http://schc1305.mskobr.ru/";"школа";"ЦАО";"присоединение";1,000000;113,000000;162,000000;48,000000
597;918,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1910";1910,000000;"http://sch1357uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;1656,000000;1800,000000;453,000000
598;919,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1924";1924,000000;"http://schv1924.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;194,000000;251,000000;65,000000
599;920,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1947";1947,000000;"http://schv1947.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;0,000000;52,000000;41,000000
600;921,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2016";2016,000000;"http://schu2016.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;225,000000;330,000000;116,000000
601;922,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2034";2034,000000;"http://sch2034v.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;400,000000;368,000000;65,000000
602;923,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №216";216,000000;"http://schs216.mskobr.ru/";"школа";"САО";"присоединение";1,000000;116,000000;182,000000;41,000000
603;924,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №362";362,000000;"http://schv362.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;194,000000;186,000000;43,000000
604;925,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №365";365,000000;"http://schv365.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;133,000000;164,000000;62,000000
605;926,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №374";374,000000;"http://sch374.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;269,000000;203,000000;29,000000
606;927,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №386";386,000000;"http://sch386.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;184,000000;184,000000;51,000000
607;928,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №391";391,000000;"http://sch391.mskobr.ru/";"школа";"ЗАО";"присоединение";1,000000;80,000000;79,000000;41,000000
608;929,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №423";423,000000;"http://sch423.mskobr.ru/";"школа";"ВАО";"присоединение";1,000000;294,000000;331,000000;138,000000
609;930,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №463 имени Героя Советского Союза Д.Н.Медведева";463,000000;"http://schu463.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;354,000000;308,000000;63,000000
