"OBJECTID_1";"ID";"NAME";"NUMB";"WEBSITE";"TYPE";"OKRUG";"FOUNDATION";"SCHOOLS_COUNT";"STEP1";"STEP2";"STEP3"
128;242,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1449";1449,000000;"http://sch1449sv.mskobr.ru/";"школа";"СВАО";"слияние";2,000000;486,000000;562,000000;108,000000
129;243,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №305";305,000000;"http://sch305.mskobr.ru/";"школа";"СВАО";"присоединение";2,000000;484,000000;535,000000;80,000000
130;244,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1412";1412,000000;"http://sch1412sv.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;673,000000;708,000000;110,000000
131;246,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1370 ";1370,000000;"http://sch1370sv.mskobr.ru/";"школа";"СВАО";"присоединение";4,000000;1026,000000;1150,000000;253,000000
132;247,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка №1095";1095,000000;"http://sch1095sv.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;828,000000;871,000000;241,000000
133;248,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №281";281,000000;"http://sch281sv-new.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;610,000000;633,000000;212,000000
134;250,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия «Государственная столичная гимназия»";0,000000;"http://gsg.mskobr.ru/";"гимназия";"СВАО";"присоединение";5,000000;1244,000000;1323,000000;256,000000
135;254,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1415 ";1415,000000;"http://sch1415sv.mskobr.ru/";"школа";"СВАО";"присоединение";1,000000;336,000000;287,000000;101,000000
136;257,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1236";1236,000000;"http://sch1236sv.mskobr.ru/";"школа";"СВАО";"присоединение";6,000000;1368,000000;1504,000000;312,000000
137;259,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро";1558,000000;"http://gym1558sv.mskobr.ru/";"гимназия";"СВАО";"присоединение";3,000000;800,000000;849,000000;158,000000
138;261,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1413";1413,000000;"http://sch1413sv.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;800,000000;968,000000;228,000000
139;262,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №283";283,000000;"http://sch283sv-new.mskobr.ru/";"школа";"СВАО";"присоединение";5,000000;903,000000;997,000000;243,000000
140;263,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1537 информационных технологий";1537,000000;"http://lyc1537.mskobr.ru/";"лицей";"СВАО";"присоединение";2,000000;407,000000;653,000000;194,000000
141;268,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1568 имени Пабло Неруды";1568,000000;"http://lyc1568.mskobr.ru/";"лицей";"СВАО";"слияние";4,000000;829,000000;1104,000000;297,000000
142;271,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №285 имени В.А. Молодцова";285,000000;"http://schsv285.mskobr.ru/";"школа";"СВАО";"присоединение";4,000000;1022,000000;1109,000000;218,000000
143;272,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1494";1494,000000;"http://sch1494sv.mskobr.ru/";"школа";"СВАО";"слияние";4,000000;1015,000000;902,000000;240,000000
144;273,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №293 имени А.Т. Твардовского";293,000000;"http://sch293.mskobr.ru/";"школа";"СВАО";"присоединение";4,000000;724,000000;690,000000;146,000000
145;275,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №180";180,000000;"http://sch180sv-new.mskobr.ru/";"школа";"СВАО";"присоединение";2,000000;343,000000;391,000000;113,000000
146;276,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №960";960,000000;"http://sch960sv-new.mskobr.ru/";"школа";"СВАО";"присоединение";1,000000;208,000000;252,000000;57,000000
147;277,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755";755,000000;"http://sch755.mskobr.ru/";"школа";"СВАО";"присоединение";1,000000;172,000000;291,000000;55,000000
148;278,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1518";1518,000000;"http://gum1518.mskobr.ru/";"гимназия";"СВАО";"присоединение";2,000000;365,000000;461,000000;155,000000
149;280,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1374";1374,000000;"http://sch1374sv.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;602,000000;688,000000;163,000000
150;282,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №950";950,000000;"http://sch950sv.mskobr.ru/";"школа";"СВАО";"присоединение";5,000000;1018,000000;1295,000000;217,000000
151;283,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1381";1381,000000;"http://sch1381.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;802,000000;820,000000;178,000000
152;284,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №166";166,000000;"http://sch166.mskobr.ru/";"школа";"СВАО";"слияние";2,000000;489,000000;573,000000;120,000000
153;286,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1482";1482,000000;"http://sch1482.mskobr.ru/";"школа";"СВАО";"слияние";1,000000;232,000000;330,000000;89,000000
154;287,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №956";956,000000;"http://sch956sv-new.mskobr.ru/";"школа";"СВАО";"присоединение";1,000000;337,000000;316,000000;99,000000
155;289,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №962";962,000000;"http://sch962sv.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;668,000000;709,000000;182,000000
156;290,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики №240";240,000000;"http://sch240sv-new.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;683,000000;658,000000;133,000000
157;291,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554";1554,000000;"http://gym1554.mskobr.ru/";"гимназия";"СВАО";"присоединение";4,000000;1366,000000;1479,000000;324,000000
158;292,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1430 имени Героя Социалистического Труда Г.В. Кисунько";1430,000000;"http://sch1430sv-new.mskobr.ru/";"школа";"СВАО";"слияние";2,000000;568,000000;605,000000;185,000000
159;293,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1565 «Свиблово»";1565,000000;"http://gym1565sv.mskobr.ru/";"гимназия";"СВАО";"присоединение";6,000000;1438,000000;1497,000000;395,000000
160;294,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1539";1539,000000;"http://gym1539sv.mskobr.ru/";"гимназия";"СВАО";"присоединение";3,000000;622,000000;693,000000;213,000000
161;298,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1499 имени Героя Советского Союза И.А. Докукина";1499,000000;"http://co1499sv-new.mskobr.ru/";"школа";"СВАО";"слияние";3,000000;761,000000;851,000000;234,000000
162;301,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1411";1411,000000;"http://sch1411.mskobr.ru/";"школа";"СВАО";"присоединение";2,000000;531,000000;569,000000;105,000000
163;302,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №953";953,000000;"http://co953sv.mskobr.ru/";"школа";"СВАО";"слияние";2,000000;487,000000;579,000000;143,000000
164;303,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №254";254,000000;"http://sch254.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;513,000000;506,000000;131,000000
165;304,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1491";1491,000000;"http://sch1491sv.mskobr.ru/";"школа";"СВАО";"слияние";3,000000;837,000000;879,000000;215,000000
166;306,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева";760,000000;"http://schsv760.mskobr.ru/";"школа";"СВАО";"присоединение";3,000000;807,000000;779,000000;172,000000
167;308,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №606";606,000000;"http://sch606.mskobr.ru/";"школа";"СВАО";"слияние";2,000000;395,000000;437,000000;86,000000
168;309,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языков №1955";1955,000000;"http://sch1955sv.mskobr.ru/";"школа";"СВАО";"присоединение";4,000000;879,000000;1061,000000;280,000000
169;311,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №237 имени В.Ф. Орлова";237,000000;"http://csh237.mskobr.ru/";"школа";"СВАО";"присоединение";6,000000;562,000000;590,000000;104,000000
170;312,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №982 имени маршала бронетанковых войск П.П. Полубоярова";982,000000;"http://sch982u.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;443,000000;439,000000;107,000000
171;313,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879";879,000000;"http://sch879.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;417,000000;420,000000;85,000000
172;314,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2000";2000,000000;"http://sch2000u.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;756,000000;801,000000;139,000000
173;315,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №896";896,000000;"http://sch896u.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;480,000000;488,000000;86,000000
174;316,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №978";978,000000;"http://sch978u.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;349,000000;349,000000;118,000000
175;317,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №426";426,000000;"http://sch426u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;383,000000;431,000000;120,000000
176;319,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №504 ";504,000000;"http://lyc504u.mskobr.ru/";"лицей";"ЮАО";"слияние";5,000000;750,000000;660,000000;111,000000
177;320,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1466 имени Надежды Рушевой";1466,000000;"http://sch1466u.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;779,000000;714,000000;113,000000
178;321,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №494 имени Героя Российской Федерации А.Н. Рожкова";494,000000;"http://sch494.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;446,000000;407,000000;82,000000
179;323,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №438";438,000000;"http://sch438uv.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;233,000000;281,000000;54,000000
180;324,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №998";998,000000;"http://sch998u.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;838,000000;496,000000;55,000000
181;325,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2113";2113,000000;"http://sch2113.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;586,000000;663,000000;110,000000
182;326,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №933";933,000000;"http://sch933u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;571,000000;518,000000;73,000000
183;327,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №534";534,000000;"http://sch534.mskobr.ru/";"школа";"ЮАО";"присоединение";3,000000;546,000000;571,000000;135,000000
184;328,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1034";1034,000000;"http://sch1034.mskobr.ru/";"школа";"ЮАО";"присоединение";3,000000;778,000000;847,000000;175,000000
185;329,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №937 имени Героя Российской Федерации А.В. Перова";937,000000;"http://sch937u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;682,000000;597,000000;104,000000
186;331,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1451";1451,000000;"http://lyc1451u.mskobr.ru/";"лицей";"ЮАО";"слияние";2,000000;521,000000;644,000000;155,000000
187;332,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №492 ";492,000000;"http://sch492u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;438,000000;434,000000;74,000000
188;334,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №507";507,000000;"http://lyc507u.mskobr.ru/";"лицей";"ЮАО";"слияние";4,000000;712,000000;848,000000;190,000000
189;335,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №870";870,000000;"http://schsv870u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;437,000000;458,000000;79,000000
190;336,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №949 ";949,000000;"http://sch949u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;588,000000;580,000000;124,000000
191;337,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №904";904,000000;"http://sch904u.mskobr.ru/";"школа";"ЮАО";"присоединение";3,000000;639,000000;812,000000;166,000000
192;338,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924";924,000000;"http://sch924.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;616,000000;635,000000;109,000000
193;339,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №932";932,000000;"http://sch932u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;305,000000;351,000000;120,000000
194;340,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1173";1173,000000;"http://sch1173.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;603,000000;731,000000;163,000000
195;341,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1828 «Сабурово»";1828,000000;"http://cou1828.mskobr.ru/";"лицей";"ЮАО";"слияние";1,000000;310,000000;285,000000;52,000000
196;344,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №556";556,000000;"http://sch556u.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;582,000000;668,000000;93,000000
197;345,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №667";667,000000;"http://sch667u.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;595,000000;633,000000;109,000000
198;346,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1207";1207,000000;"http://sch1207u.mskobr.ru/";"школа";"ЮАО";"присоединение";3,000000;726,000000;801,000000;172,000000
199;347,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1245";1245,000000;"http://sch1245u.mskobr.ru/";"школа";"ЮАО";"присоединение";3,000000;0,000000;161,000000;110,000000
200;348,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257";1257,000000;"http://gym1257u.mskobr.ru/";"гимназия";"ЮАО";"";2,000000;383,000000;345,000000;84,000000
201;349,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2001";2001,000000;"http://sch2001u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;0,000000;0,000000;0,000000
202;350,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1242";1242,000000;"http://sch1242u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;504,000000;573,000000;87,000000
203;351,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №629";629,000000;"http://sch629u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;541,000000;564,000000;154,000000
204;353,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №544";544,000000;"http://sch544u.mskobr.ru/";"школа";"ЮАО";"присоединение";3,000000;735,000000;727,000000;143,000000
205;354,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №547";547,000000;"http://sch547u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;389,000000;361,000000;90,000000
206;356,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №902 «Диалог»";902,000000;"http://sch902.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;984,000000;1172,000000;201,000000
207;358,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №979 ";979,000000;"http://sch979u.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;304,000000;325,000000;65,000000
208;359,000000;"Государственное бюджетное образовательное учреждение города Москвы лицей №1158";1158,000000;"http://sch1158.mskobr.ru/";"лицей";"ЮАО";"присоединение";4,000000;1323,000000;1386,000000;278,000000
209;360,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1272";1272,000000;"http://sch1272.mskobr.ru/";"гимназия";"ЮАО";"присоединение";2,000000;446,000000;410,000000;89,000000
210;361,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1636 «НИКА»";1636,000000;"http://gym1636u.mskobr.ru/";"гимназия";"ЮАО";"присоединение";4,000000;759,000000;938,000000;185,000000
211;363,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №508";508,000000;"http://sch508u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;700,000000;777,000000;101,000000
212;364,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №880";880,000000;"http://sch880u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;441,000000;505,000000;93,000000
213;365,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №947";947,000000;"http://sch947u.mskobr.ru/";"школа";"ЮАО";"присоединение";4,000000;1013,000000;1273,000000;218,000000
214;366,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1179";1179,000000;"http://sch1179u.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;322,000000;363,000000;68,000000
215;367,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1450 «Олимп»";1450,000000;"http://sch1450u.mskobr.ru/";"школа";"ЮАО";"слияние";4,000000;0,000000;0,000000;117,000000
216;368,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1861 «Загорье»";1861,000000;"http://sch1861u.mskobr.ru/";"школа";"ЮАО";"слияние";3,000000;481,000000;646,000000;137,000000
217;369,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1929";1929,000000;"http://schu1929.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;357,000000;352,000000;102,000000
218;372,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №657";657,000000;"http://sch657u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;353,000000;454,000000;117,000000
219;374,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №851 ";851,000000;"http://sch851u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;416,000000;577,000000;126,000000
220;375,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №867";867,000000;"http://sch867u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;620,000000;827,000000;134,000000
221;376,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №868 ";868,000000;"http://sch868.mskobr.ru/";"школа";"ЮАО";"слияние";1,000000;291,000000;307,000000;59,000000
222;377,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №878 ";878,000000;"http://sch878u.mskobr.ru/";"школа";"ЮАО";"присоединение";4,000000;846,000000;991,000000;207,000000
223;378,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №935 ";935,000000;"http://sch935u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;566,000000;633,000000;105,000000
224;379,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №939 ";939,000000;"http://sch939u.mskobr.ru/";"школа";"ЮАО";"слияние";2,000000;335,000000;380,000000;46,000000
225;380,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №975";975,000000;"http://sch975u.mskobr.ru/";"школа";"ЮАО";"слияние";1,000000;243,000000;270,000000;55,000000
226;381,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1073";1073,000000;"http://sch1073u.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;140,000000;128,000000;56,000000
227;382,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1375";1375,000000;"http://sch1375u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;770,000000;730,000000;158,000000
228;383,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1579";1579,000000;"http://gym1579u.mskobr.ru/";"гимназия";"ЮАО";"присоединение";2,000000;589,000000;538,000000;114,000000
229;384,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1582";1582,000000;"http://gym1582u.mskobr.ru/";"гимназия";"ЮАО";"присоединение";2,000000;374,000000;437,000000;102,000000
230;385,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1623";1623,000000;"http://sch1623u.mskobr.ru/";"школа";"ЮАО";"присоединение";2,000000;341,000000;371,000000;90,000000
231;386,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2017";2017,000000;"http://sch2017u.mskobr.ru/";"школа";"ЮАО";"присоединение";1,000000;257,000000;281,000000;61,000000
232;387,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2053";2053,000000;"http://sch2053.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;337,000000;302,000000;63,000000
233;392,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 «Педагогический комплекс»";2051,000000;"http://sch2051uv-new.mskobr.ru/";"школа";"ЮВАО";"слияние";2,000000;552,000000;538,000000;23,000000
234;414,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1716 «Эврика-Огонек»";1716,000000;"http://sch1716uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;337,000000;307,000000;51,000000
235;415,000000;"Государственное бюджетное образовательное учреждение города Москвы «Лицейско-гимназический комплекс на Юго-Востоке»";0,000000;"http://gym1599uv.mskobr.ru/";"гимназия";"ЮВАО";"присоединение";3,000000;980,000000;1092,000000;365,000000
236;416,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №572 «Возможности»";572,000000;"http://sch572uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";3,000000;0,000000;0,000000;0,000000
237;417,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2012 ";2012,000000;"http://sch2012uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;241,000000;261,000000;77,000000
238;418,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2087 «Многопрофильный образовательный комплекс «Открытие»";2087,000000;"http://sch2087uv.mskobr.ru/";"школа";"ЮВАО";"слияние";2,000000;568,000000;559,000000;129,000000
239;419,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №460 имени дважды Героя Советского Союза А.А. Головачёва";460,000000;"http://sch460uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";2,000000;482,000000;468,000000;140,000000
240;420,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №1595";1595,000000;"http://gym1595.mskobr.ru/";"гимназия";"ЮВАО";"присоединение";1,000000;407,000000;303,000000;49,000000
241;421,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №519";519,000000;"http://sch519uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";3,000000;337,000000;395,000000;91,000000
242;422,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №773";773,000000;"http://sch773uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";2,000000;477,000000;588,000000;112,000000
243;423,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №777";777,000000;"http://sch777uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";4,000000;627,000000;631,000000;168,000000
244;425,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1987";1987,000000;"http://sch1987uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";2,000000;518,000000;549,000000;108,000000
245;426,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1359";1359,000000;"http://sch1359uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;1371,000000;1385,000000;325,000000
246;427,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №1363";1363,000000;"http://sch1363uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";2,000000;1451,000000;1590,000000;425,000000
247;428,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1423";1423,000000;"http://sch1423uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;272,000000;351,000000;79,000000
248;429,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1989 «Центр образования»";1989,000000;"http://sch1989uv.mskobr.ru/";"школа";"ЮВАО";"слияние";1,000000;245,000000;272,000000;60,000000
249;430,000000;"Государственное бюджетное образовательное учреждение города Москвы гимназия №491 «Марьино»";491,000000;"http://gym491uv.mskobr.ru/";"гимназия";"ЮВАО";"слияние";2,000000;718,000000;763,000000;170,000000
250;431,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №398";398,000000;"http://sch398uv.mskobr.ru/";"школа";"ЮВАО";"присоединение";1,000000;218,000000;237,000000;65,000000
