"ID","SCHOOL_ID","NAME","NUMB","CURRENT_USE","ADDRESS","OKRUG","RAYON","POINT_X","POINT_Y"
1,10001,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №459",459,"1 - 8 классы","","ЮВАО","Нижегородский",37.706303,55.738773
2,10002,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1718",1718,"2 - 3 классы","","ВАО","Северное Измайлово",37.790721,55.804788
3,10003,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770 «Московский Кадетский Музыкальный Корпус»",1770,"девочки","","ЮАО","Нагатинский Затон",37.688638,55.686136
4,10003,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1770 «Московский Кадетский Музыкальный Корпус»",1770,"мальчики","","ЮАО","Нагатинский Затон",37.695441,55.676163
5,10005,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1704",1704,"начальная школа","","ЗелАО","Савёлки",37.218583,55.994643
6,10006,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа №1771",1771,"начальная школа","","ЮАО","Орехово-Борисово Южное",37.727179,55.606239
7,10007,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1620",1620,"начальная школа","","ЮЗАО","Ломоносовский",37.529482,55.681484
8,10008,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1632",1632,"начальная школа","","ЮАО","Зябликово",37.734156,55.614987
9,10009,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1649",1649,"начальная школа","","ЮЗАО","Черёмушки",37.573313,55.671422
10,10010,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1658",1658,"начальная школа","","ЗАО","Кунцево",37.432784,55.741612
11,10011,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1856",1856,"начальная школа","","СВАО","Северное Медведково",37.665673,55.889623
12,10012,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1616",1616,"начальная школа","","ЮЗАО","Тёплый Стан",37.498512,55.618051
13,10013,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1645",1645,"начальная школа","","ЮВАО","Кузьминки",37.774109,55.71465
14,10014,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1676",1676,"начальная школа","","ЮЗАО","Зюзино",37.580813,55.659678
15,10015,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад компенсирующего вида №1850",1850,"начальная школа","","ЮЗАО","Тёплый Стан",37.489515,55.630199
16,10016,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1755",1755,"начальная школа","","ЦАО","Арбат",37.580815,55.751366
17,10017,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1776",1776,"начальная школа","","САО","Ховрино",37.502672,55.855192
18,10018,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1938",1938,"начальная школа","","СЗАО","Митино",37.359074,55.8365
19,10019,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1858",1858,"начальная школа","","ЮВАО","Капотня",37.797697,55.635796
20,10020,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №126",126,"начальная школа","","ЮЗАО","Тёплый Стан",37.476461,55.633496
21,10021,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №530",530,"начальная школа","","ЮВАО","Южнопортовый",37.672264,55.705567
22,10022,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1279",1279,"начальная школа","","ЮЗАО","Зюзино",37.594039,55.661325
23,10023,"Государственное бюджетное образовательное учреждение города Москвы киноколледж №40 «Московская международная киношкола»",40,"средняя школа","","ЮАО","Донской",37.606254,55.715426
24,10024,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением предметной области «Искусство» №95",95,"средняя школа","","ЮЗАО","Черёмушки",37.603813,55.64963
25,10019,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1858",1858,"средняя школа","","ЮВАО","Капотня",37.796776,55.630169
26,10026,"Государственное бюджетное образовательное учреждение города Москвы кадетская школа-интернат №69 «Второй московский кадетский корпус»",69,"средняя школа","","ЮЗАО","Обручевский",37.523026,55.670274
27,10027,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №95",95,"средняя школа","","ЮЗАО","Зюзино",37.575975,55.669201
28,10028,"Государственное бюджетное образовательное учреждение города Москвы «Воробьевы горы»",,"","","ЮЗАО","Гагаринский",37.554444,55.702993
29,10029,"Государственное бюджетное образовательное учреждение города Москвы начальная школа-детский сад №1657",1657,"","","ЮЗАО","Тёплый Стан",37.480163,55.626676
30,10030,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №109 «Подразделение в ФНКЦ ДГОИ им. Димы Рогачева»",109,"","","ЮЗАО","Обручевский",37.493203,55.653179
31,10031,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1122",1122,"","","СВАО","Лианозово",37.580387,55.89255
32,10032,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1426",1426,"","","ЮАО","Бирюлёво Восточное",37.697552,55.584605
33,10033,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1778 «Московский Шереметьевский кадетский корпус»",1778,"","","СВАО","Лосиноостровский",37.696378,55.874003
34,10034,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1784 «Кадетская школа»",1784,"","","САО","Беговой",37.568379,55.780324
35,10035,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №205 имени Героя Советского Союза Е.К. Лютикова",205,"","","САО","Савёловский",37.557343,55.800689
36,10036,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №271",271,"","","СВАО","Останкинский",37.629303,55.81655
37,10037,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №300",300,"","","СВАО","Южное Медведково",37.629096,55.876361
38,10038,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №496",496,"","","ЮАО","Нагатинский Затон",37.706178,55.680995
39,10039,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №564",564,"","","ЮАО","Донской",37.611696,55.691142
40,10040,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №96",96,"","","ЦАО","Пресненский",37.569666,55.768626
41,10041,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1259",1259,"","","ЦАО","Замоскворечье",37.632153,55.731969
42,10042,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1233",1233,"","","ЦАО","Арбат",37.596849,55.7486
43,10043,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №514",514,"","","ЮАО","Нагатинский Затон",37.699984,55.67737
44,10044,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат «Интеллектуал»",,"","","ЗАО","Фили-Давыдково",37.46459,55.718191
45,10045,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат №42",42,"","","САО","Хорошёвский",37.523289,55.798531
46,10046,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением отдельных предметов №16 «ШИК 16»",16,"","","СВАО","Останкинский",37.643749,55.825139
47,10047,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1099",1099,"","","СВАО","Ярославский",37.723857,55.874166
48,10048,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №1317",1317,"","","ЗАО","Тропарёво-Никулино",37.470803,55.671518
49,10049,"Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» №287 имени С.К.Годовикова",287,"","","СВАО","Останкинский",37.631829,55.808897
50,10050,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1130",1130,"","","ЗАО","Крылатское",37.404019,55.760193
51,10051,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1863",1863,"","","ЮЗАО","Южное Бутово",37.550406,55.550296
52,10052,"Государственное бюджетное образовательное учреждение города Москвы центр образования №46",46,"","","ЮЗАО","Обручевский",37.512059,55.657315
53,10053,"Государственное бюджетное образовательное учреждение города Москвы центр образования №943",943,"","","ЮАО","Зябликово",37.746831,55.617793
54,10054,"Новая школа ЖК «Головино»",,"","","САО","Войковский",37.501995,55.832385
55,10055,"Новая школа ЖК «Мичурино»",,"","","ЗАО","Очаково-Матвеевское",37.469223,55.689684
56,10056,"Новая школа ЖК «Теплый Край»",,"","","ЮЗАО","Тёплый Стан",37.48768,55.634669
57,10057,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №1138",1138,"средняя школа","129329, город Москва, Тенистый проезд, д. 8, строение 1","СВАО","Свиблово",37.639435,55.860373
58,10058,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №398",398,"","109542, Москва, ул. Хлобыстова, д. 14, корп. 3","ЮВАО","Выхино-Жулебино",37.804911,55.717548
59,10059,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №745",745,"","127562 г. Москва, Алтуфьевское шоссе, д. 30а","СВАО","Отрадное",37.587545,55.865836
60,10060,"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»",548,"5 - 8 классы","115582 г.Москва, ул. Домодедовская д35, к.2","ЮАО","Орехово-Борисово Северное",37.702347,55.623761
61,10060,"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»",548,"9 - 11 классы","115582 г.Москва, ул. Домодедовская д35, к.2","ЮАО","Орехово-Борисово Северное",37.717174,55.601996
62,10060,"Государственное автономное образовательное учреждение города Москвы центр образования №548 «Царицыно»",548,"начальная школа","115582 г.Москва, ул. Домодедовская д35, к.2","ЮАО","Орехово-Борисово Северное",37.738183,55.602586
63,10063,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1627",1627,"начальная школа","127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",37.611873,55.865627
64,10064,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1709",1709,"начальная школа","127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",37.606217,55.869329
65,10065,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1554",1554,"средняя школа","127490, г. Москва, ул. Пестеля, д.5,9А","СВАО","Отрадное",37.613411,55.864558
66,10066,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2033",2033,"","105425,Москва,Щелковское шоссе, дом 26А","ВАО","Северное Измайлово",37.779592,55.808077
67,10067,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1495",1495,"","111674 г.Москва ул.Святоозерская д.17","ВАО","Косино-Ухтомский",37.895525,55.71333
68,10068,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1290",1290,"","105043, г. Москва, ул. Первомайская, д.59, строение 1","ВАО","Измайлово",37.793137,55.793755
69,10069,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №315",315,"","107140 г. Москва, Русаковская ул., д.10, строение 1 и 3","ЦАО","Красносельский",37.674741,55.782551
70,10070,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №369",369,"","107014, г. Москва, ул. Гастелло, дом 3","ВАО","Сокольники",37.685399,55.786001
71,10071,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №708",708,"","107014, г. Москва, ул. Гастелло, дом 3","ВАО","Сокольники",37.767692,55.803259
72,10072,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1893",1893,"начальная школа","109388, г. Москва, ул. Гурьянова, д. 59","ЮВАО","Печатники",37.720103,55.67985
73,10073,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №149",149,"","125080 г. Москва, ул. Врубеля., д. 6","САО","Сокол",37.500521,55.805758
74,10074,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1003",1003,"","119618 г.Москва, ул 50 лет Октября, д. 13 А","ЗАО","Солнцево",37.413764,55.652634
75,10075,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1018",1018,"","119634 г.Москва, ул. Шолохова, д.20","ЗАО","Ново-Переделкино",37.350975,55.641241
76,10076,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1127",1127,"","121609 г.Москва, ул. Крылатские холмы, д. 13","ЗАО","Крылатское",37.419263,55.750454
77,10077,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №55",55,"","119501 г.Москва, ул Веерная, д. 38, к.2","ЗАО","Очаково-Матвеевское",37.482391,55.714579
78,10078,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №800",800,"","121596 г.Москва, ул. Толбухина, д. 7, к.3","ЗАО","Можайский",37.397964,55.719513
79,10079,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814",814,"","119501 г.Москва, ул. Веерная, д. 5, корпус 3","ЗАО","Очаково-Матвеевское",37.474719,55.706744
80,10080,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1434",1434,"","119607 г.Москва, ул Раменки д.15 к1","ЗАО","Раменки",37.500362,55.69076
81,10081,"Государственное бюджетное образовательное учреждение города Москвы центр образования №1989",1989,"","109451, г. Москва, ул. Белореченская, д. 45, к. 2","ЮВАО","Марьино",37.776508,55.663646
82,10082,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №402",402,"","111538, г. Москва, ул. Косинская, д. 10А","ВАО","Вешняки",37.834804,55.72441
83,10083,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257",1257,"начальная школа","115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1","ЮАО","Даниловский",37.626721,55.714332
84,10083,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1257",1257,"средняя школа","115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1","ЮАО","Даниловский",37.62569,55.714479
85,10085,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1274 имени В.В.Маяковского",1274,"","115088, г. Москва, ул. 1-я Дубровская, д. 16","ЮВАО","Южнопортовый",37.67135,55.723389
86,10086,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1306",1306,"","119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3","ЗАО","Раменки",37.509049,55.698245
87,10087,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»",1404,"","107014, Москва,  ул. Большая Оленья,  д. 3","ВАО","Сокольники",37.688124,55.803762
88,10087,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1404 «Гамма»",1404,"","107014, Москва,  ул. Большая Оленья,  д. 3","ВАО","Сокольники",37.82756,55.715998
89,10089,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1503",1503,"начальная школа","129626, г.Москва, ул.П.Корчагина, д.18","СВАО","Алексеевский",37.658285,55.817286
90,10089,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1503",1503,"средняя школа","129626, г.Москва, ул.П.Корчагина, д.18","СВАО","Алексеевский",37.662647,55.818178
91,10091,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1505 «Московская городская педагогическая гимназия-лаборатория»",1505,"средняя школа","107061, г. Москва, улица  2-я Пугачевская, дом 6А","ВАО","Преображенское",37.728587,55.795602
92,10092,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1506",1506,"","127282, г. Москва, ул. Широкая, д.1А","СВАО","Северное Медведково",37.651042,55.889751
93,10093,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1507",1507,"","117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9","ЮЗАО","Тёплый Стан",37.507002,55.630804
94,10094,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1512",1512,"средняя школа","111538, г. Москва, ул. Косинская, д.24А","ВАО","Вешняки",37.830356,55.718465
95,10095,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1513 «Московская городская лингвистическая гимназия»",1513,"средняя школа","121099 г. Москва, Новинский б-р, д.3, стр.2","ЦАО","Арбат",37.581299,55.75119
96,10096,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1514",1514,"средняя школа","119311, г.Москва, ул.Крупской, д.12","ЮЗАО","Ломоносовский",37.52689,55.685056
97,10097,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №131",131,"1 - 6 классы","123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2","СЗАО","Хорошёво-Мнёвники",37.474219,55.778676
98,10098,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1515",1515,"7 - 11 классы","123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2","СЗАО","Хорошёво-Мнёвники",37.477438,55.78058
99,10099,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1517",1517,"средняя школа","123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",37.453283,55.785199
100,10100,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №115",115,"","123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",37.463004,55.77515
101,10101,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №143",143,"","123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",37.457266,55.780272
102,10102,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №593",593,"","123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",37.451586,55.784982
103,10103,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №80",80,"","123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",37.457623,55.785694
104,10104,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа-интернат с углубленным изучением китайского языка №11",11,"","123103, г. Москва, ул. Живописная, д. 11, корп. 1","СЗАО","Хорошёво-Мнёвники",37.471786,55.769618
105,10105,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №85",85,"начальная школа","123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",37.410689,55.809379
106,10106,"Государственное бюджетное образовательное учреждение города Москвы кадетская школа №1721",1721,"средняя школа","123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",37.406464,55.812188
107,10107,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1519",1519,"средняя школа","123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",37.412406,55.807634
108,10108,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1622",1622,"","123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2","СЗАО","Строгино",37.401533,55.80674
109,10109,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1520 имени Капцовых",1520,"","125009 г.Москва, Леонтьевский пер., д.19/2, стр.1","ЦАО","Пресненский",37.604665,55.760834
110,10110,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1768",1768,"начальная школа","119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8","ЦАО","Хамовники",37.597936,55.74401
111,10111,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1521",1521,"средняя школа","119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8","ЦАО","Хамовники",37.580536,55.741919
112,10112,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1522",1522,"средняя школа","123423, г. Москва, ул. Народного Ополчения, д. 16, корп. 4","СЗАО","Хорошёво-Мнёвники",37.482165,55.772831
113,10113,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1526",1526,"","117535 г. Москва, ул. Дорожная д. 20А","ЮАО","Чертаново Южное",37.620987,55.602584
114,10114,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1527",1527,"начальная школа","115470 г. Москва, проспект Андропова,д.17,к.5","ЮАО","Нагатинский Затон",37.668262,55.681957
115,10114,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1527",1527,"средняя школа","115470 г. Москва, проспект Андропова,д.17,к.5","ЮАО","Нагатинский Затон",37.669167,55.682492
116,10116,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1667",1667,"начальная школа","124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",37.178956,55.995564
117,10117,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1717",1528,"начальная школа","124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",37.182054,55.980081
118,10118,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1528",1528,"","124527, г. Москва, Зеленоград, корп. 817","ЗелАО","Старое Крюково",37.190778,55.976398
119,10119,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1529 имени А.С.Грибоедова",1529,"","119034 г.Москва, 2-ой Обыденский пер, д.9","ЦАО","Хамовники",37.603332,55.741525
120,10120,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»",1530,"","107014, Москва, ул. Егерская, д. 4","ВАО","Сокольники",37.683637,55.788006
121,10120,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1530 «Школа Ломоносова»",1530,"","107014, Москва, ул. Егерская, д. 4","ВАО","Сокольники",37.684761,55.793388
122,10122,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1756",1756,"начальная школа","129085, г. Москва, ул. Годовикова, д.4, стр.3","СВАО","Останкинский",37.633271,55.803998
123,10123,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1531 «Лингвистическая»",1531,"средняя школа","129085, г. Москва, ул. Годовикова, д.4, стр.3","СВАО","Останкинский",37.632215,55.803672
124,10124,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1532",1532,"","117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3","ЮЗАО","Тёплый Стан",37.491549,55.622449
125,10125,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1534",1534,"","117036, г.Москва, ул.Кедрова, д.11","ЮЗАО","Академический",37.574192,55.684899
126,10126,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1536",1536,"средняя школа","119261, г.Москва, Ленинский проспект, дом 83 А","ЮЗАО","Ломоносовский",37.539295,55.680074
127,10127,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1538",1538,"","125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;","СЗАО","Митино",37.381342,55.839739
128,10128,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и информационных технологий №1339",1339,"","125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;","СЗАО","Митино",37.388657,55.841565
129,10129,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1540",1540,"средняя школа","103055 г. Москва, Новослободская ул., д.57, стр.1","ЦАО","Тверской",37.592257,55.786915
130,10130,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1541",1541,"","119415 г. Москва, пр. Вернадского, д. 55","ЗАО","Проспект Вернадского",37.505007,55.672167
131,10131,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1542",1542,"средняя школа","119620, г. Москва, ул. Авиаторов, дом 8, корпус 2","ЗАО","Солнцево",37.399572,55.646767
132,10132,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1544",1544,"средняя школа","125222, г. Москва, ул. Пенягинская, д. 14","СЗАО","Митино",37.359653,55.836099
133,10133,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №828",828,"начальная школа","125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",37.450704,55.846031
134,10134,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1551",1551,"средняя школа","125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",37.456187,55.846654
135,10135,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №677",677,"средняя школа","125364, г. Москва, ул. Свободы, д. 42, корп. 2","СЗАО","Южное Тушино",37.449346,55.845402
136,10136,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1552",1552,"","115580 г. Москва, ул. М.Джалиля, д. 25","ЮАО","Зябликово",37.746598,55.619719
137,10137,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1558 имени Росалии де Кастро",1558,"","129327,  Москва, Чукотский проезд, д. 6","СВАО","Бабушкинский",37.654054,55.868199
138,10138,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1967",1967,"1 - 6 классы","109341, г.Москва, ул. Братиславская, дом 4","ЮВАО","Марьино",37.750711,55.662993
139,10139,"Государственное бюджетное образовательное учреждение города Москвы гимназия №1562 имени Артема Боровика",1562,"1 - 9 классы","109341, г.Москва, ул. Братиславская, дом 4","ЮВАО","Марьино",37.751241,55.665443
