"ID","SCHOOL_ID","NAME","NUMB","CURRENT_USE","ADDRESS","OKRUG","RAYON","POINT_X","POINT_Y"
870,10870,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования №667",667,"средняя школа","117403 г. Москва Востряковский проезд, 13а","ЮАО","Бирюлёво Западное",37.645248,55.577834
871,10871,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №669",669,"","125008, г. Москва, улица Михалковская, дом 14","САО","Коптево",37.533671,55.838663
872,10872,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №672",672,"средняя школа","111141, г.Москва, Зеленый проспект, д.14","ВАО","Перово",37.782041,55.749798
873,10873,"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1651",1651,"начальная школа","125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2","СЗАО","Северное Тушино",37.426244,55.852604
874,10874,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №106",106,"","125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2","СЗАО","Северное Тушино",37.430316,55.855632
875,10875,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №680",680,"","125480, г. Москва, бульвар Яна Райниса, д. 4, корп. 2","СЗАО","Северное Тушино",37.430219,55.852508
876,10876,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №681",681,"","111123, г. Москва, ул. 1-я Владимирская,  д.13","ВАО","Перово",37.775682,55.758919
877,10877,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №683",683,"","127644, г. Москва, улица Клязьминская, дом 7, корпус 4","САО","Дмитровский",37.524494,55.889523
878,10878,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №684",684,"","125315, г. Москва, улица Усиевича, дом 31 А","САО","Аэропорт",37.515853,55.807802
879,10879,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №687",687,"","109390, г. Москва, 1-ая улица Текстильщиков, д. 16","ЮВАО","Текстильщики",37.741,55.701239
880,10880,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №688",688,"","105275, г.Москва, Соколиной горы 8-я ул., д.5 А","ВАО","Соколиная Гора",37.733256,55.768574
881,10881,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №690",690,"","105037 Москва, Измайловский проспект,  д.53","ВАО","Измайлово",37.779514,55.788753
882,10882,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №693",693,"","117593, г. Москва, Соловьиный проезд, дом 4, корпус 3","ЮЗАО","Ясенево",37.54693,55.614376
883,10883,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №694",694,"средняя школа","127287, г. Москва, 2-ая Хуторская улица, дом 15/17","САО","Савёловский",37.576165,55.805957
884,10884,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №698",698,"","125284 г. Москва, 1-й Боткинский пр-д, д. 9","САО","Беговой",37.558661,55.785371
885,10885,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №70",70,"начальная школа","123592, г. Москва, Строгинский бульвар, д.14, корп. 5","СЗАО","Строгино",37.398362,55.801907
886,10886,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №700",700,"","121096 г.Москва, ул.Барклая, д. 5 А","ЗАО","Филёвский Парк",37.502149,55.739001
887,10887,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №705",705,"средняя школа","123592, г. Москва, ул. Кулакова, д. 25, кор. 2","СЗАО","Строгино",37.394454,55.802476
888,10888,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №707",707,"","105037, г. Москва, ул. Никитинская  д. 7","ВАО","Измайлово",37.773685,55.797088
889,10889,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №709",709,"","127204 г. Москва 9-я Северная линия дом1 корпус2","СВАО","Северный",37.556371,55.93537
890,10890,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №71",71,"средняя школа","121433 г.Москва, ул. Б.Филевская, д. 39, корп. 1","ЗАО","Фили-Давыдково",37.477619,55.741705
891,10891,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №713",713,"начальная школа","121614 г.Москва, ул. Крылатские холмы, д. 45, корп.1","ЗАО","Крылатское",37.41192,55.76233
892,10892,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №714",714,"","121354 г.Москва, ул. Кубинка, д.20, корп.1","ЗАО","Можайский",37.408286,55.723063
893,10893,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №717",717,"средняя школа","125171 г. Москва, улица Зои и Александра Космодемьянских, дом 4-а","САО","Войковский",37.504837,55.81746
894,10894,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №718",718,"","124460, г. Москва, Зеленоград, корп. 1214","ЗелАО","Силино",37.193119,55.993136
895,10895,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №719",719,"","124575, г. Москва, Зеленоград, корп.921А","ЗелАО","Старое Крюково",37.186113,55.984459
896,10896,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №72",72,"","121309 г.Москва, ул. Б.Филевская, д.15","ЗАО","Филёвский Парк",37.498555,55.747623
897,10897,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №723",723,"","105203, г. Москва, ул Нижняя Первомайская, д. 51","ВАО","Восточное Измайлово",37.811868,55.791717
898,10898,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №725",725,"","125414, г. Москва ул. Фестивальная, д. 42","САО","Головинский",37.510283,55.862226
899,10899,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №726",726,"средняя школа","125171 г. Москва,ул. Зои и Александра Космодемьянских., д. 6а","САО","Войковский",37.506948,55.81801
900,10900,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №727",727,"","125438 г. Москва, 3-й Лихачевский переулок, дом 2а","САО","Головинский",37.516615,55.846849
901,10901,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №728",728,"","117208 г.Москва,ул. Кировоградская д.6 Б","ЮАО","Чертаново Северное",37.607553,55.629781
902,10902,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №73",73,"начальная школа","121108 г.Москва, ул. Кастанаевская, д.43","ЗАО","Фили-Давыдково",37.467339,55.732831
903,10903,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №731",731,"","121500 г.Москва, ул. Новорублевская, д.1","ЗАО","Кунцево",37.361714,55.78705
904,10904,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №732",732,"","121467 Москва, ул. Ельнинская, д.10","ЗАО","Кунцево",37.427398,55.736784
905,10905,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №733",733,"","111020, г. Москва, ул. Лонгиновская, д. 6","ЮВАО","Лефортово",37.711706,55.767494
906,10906,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №735",735,"","111024, г.Москва, ул. Авиамоторная, дом 51 Б","ЮВАО","Лефортово",37.721254,55.747223
907,10907,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №737",737,"","121309 Москва,ул. Новозаводская д. 19","ЗАО","Филёвский Парк",37.504309,55.752147
908,10908,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №739",739,"","125252, г. Москва, улица Сальвадора Альенде, дом 6","САО","Сокол",37.505745,55.795964
909,10909,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №74",74,"","119285 г.Москва, ул.Пырьева,дом 11","ЗАО","Раменки",37.523246,55.727744
910,10910,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №741",741,"","105077, г. Москва, ул. Средняя Первомайская, д.8","ВАО","Измайлово",37.801584,55.795411
911,10911,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №743",743,"","125008 г. Москва, Матроса Железняка бульвар,  дом 12","САО","Коптево",37.527094,55.828808
912,10912,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №744 имени Петра Николаевича Еремеева",744,"","125212, г. Москва, Ленинградское шоссе, д. 30","САО","Войковский",37.49108,55.829143
913,10913,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №747",747,"","125171 г. Москва, ул. 2 Радиаторская, д. 9","САО","Войковский",37.490999,55.819836
914,10914,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №749",749,"","121351 г.Москва, ул.Партизанская, д. 11","ЗАО","Кунцево",37.410639,55.730784
915,10915,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №75",75,"","121170 г.Москва, ул. Поклонная, д. 10, корпус 2","ЗАО","Дорогомилово",37.528232,55.736753
916,10916,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №750",750,"","129337, г. Москва, ул. Палехская, д. 8","СВАО","Ярославский",37.695939,55.864793
917,10917,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №751",751,"начальная школа","129336, г. Москва, ул. Таймырская, д. 3","СВАО","Лосиноостровский",37.696952,55.884391
918,10917,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №751",751,"средняя школа","129336, г. Москва, ул. Таймырская, д. 3","СВАО","Лосиноостровский",37.698788,55.884174
919,10919,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №752",752,"","129337, г. Москва, Ярославское шоссе, дом 8, корпус 7","СВАО","Ярославский",37.688281,55.851394
920,10920,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №753",753,"","127224, г. Москва, ул. Грекова, д.20","СВАО","Северное Медведково",37.66413,55.891295
921,10921,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755",755,"","127560, г. Москва, улица Плещеева, дом 26 А","СВАО","Бибирево",37.619222,55.8884
922,10922,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №756",756,"","127224, г. Москва, ул. Грекова, дом 11 А","СВАО","Северное Медведково",37.658881,55.890695
923,10923,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №757",757,"","129281, г. Москва, ул. Менжинского, д. 30","СВАО","Бабушкинский",37.669726,55.870537
924,10924,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №758",758,"средняя школа","127349 г. Москва, ул. Лескова, д. 3, корп. 3","СВАО","Бибирево",37.590245,55.899478
925,10925,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева",760,"","129347 г. Москва, Ярославское ш., д. 147","СВАО","Ярославский",37.720256,55.880997
926,10926,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №761",761,"","127566, г. Москва, ул. Бестужевых, д. 1","СВАО","Отрадное",37.596352,55.868799
927,10927,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №970",970,"","127566, г. Москва, ул. Бестужевых, д. 1","СВАО","Отрадное",37.589072,55.872905
928,10928,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №762",762,"","129346, г. Москва, ул. Норильская, д. 4","СВАО","Лосиноостровский",37.696561,55.876099
929,10929,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №763",763,"","129336, г. Москва, ул. Стартовая, д. 27, корп. 3","СВАО","Лосиноостровский",37.694084,55.8843
930,10930,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №765",765,"средняя школа","117588, г. Москва, Литовский бульвар, дом 10, корпус 2","ЮЗАО","Ясенево",37.530062,55.610475
931,10931,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №766",766,"","107497, г. Москва, Байкальская ул., д.44","ВАО","Гольяново",37.814857,55.815034
932,10932,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №769",769,"средняя школа","125481, г. Москва, ул. Планерная, д. 12, корп. 2","СЗАО","Северное Тушино",37.438655,55.859996
933,10933,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №773",773,"","109548, г. Москва, ул. Полбина, д. 18","ЮВАО","Печатники",37.729363,55.688169
934,10934,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №775",775,"","109382, г.Москва Армавирская ул., д. 4","ЮВАО","Люблино",37.75336,55.675349
935,10935,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №912",912,"начальная школа","109377, г. Москва, 1-я Новокузьминская ул., д.21","ЮВАО","Рязанский",37.792803,55.709199
936,10936,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №776",776,"средняя школа","109377, г. Москва, 1-я Новокузьминская ул., д.21","ЮВАО","Рязанский",37.792511,55.714414
937,10937,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №777",777,"начальная школа","109428, г. Москва, ул. Маевок, дом 4","ЮВАО","Рязанский",37.770059,55.728611
938,10938,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №582",582,"средняя школа","109428, г. Москва, ул. Маевок, дом 4","ЮВАО","Рязанский",37.76529,55.730175
939,10939,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №786",786,"средняя школа","109428, г. Москва, ул. Маевок, дом 4","ЮВАО","Рязанский",37.768727,55.725269
940,10940,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №778",778,"средняя школа","109439, г. Москва, ул. Академика Скрябина, д. 36, корп. 3","ЮВАО","Кузьминки",37.787241,55.700252
941,10941,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №779",779,"средняя школа","117335, г.Москва, ул. Вавилова, д. 91","ЮЗАО","Ломоносовский",37.543394,55.677016
942,10942,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №780",780,"","117588, г.Москва, Литовский бульвар, дом 42, корпус 2","ЮЗАО","Ясенево",37.541764,55.608081
943,10943,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №781",781,"","111402, г. Москва, ул. Вешняковская, д.2А","ВАО","Вешняки",37.819473,55.736822
944,10944,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №782",782,"","111398, Москва, ул. плющева, дом 13а","ВАО","Перово",37.762567,55.741356
945,10945,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №783",783,"","111396, г.Москва, Союзный проспект, 2","ВАО","Новогиреево",37.803433,55.750591
946,10946,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №787 имени А.Н.Савельева",787,"","111396, г. Москва, ул. Алексея Дикого, дом 18А","ВАО","Новогиреево",37.810674,55.746502
947,10947,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №789",789,"","117574, г. Москва, улица Голубинская, дом 5, корп.3","ЮЗАО","Ясенево",37.513286,55.606932
948,10948,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №79",79,"","121357 г.Москва, ул. Артамонова, д. 2","ЗАО","Фили-Давыдково",37.460409,55.720097
949,10949,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №790",790,"средняя школа","117588, г. Москва, Новоясеневский проспект, дом 24, корпус 3","ЮЗАО","Ясенево",37.528697,55.603806
950,10950,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №791",791,"","117342, г. Москва, ул. Бутлерова, д. 38а","ЮЗАО","Коньково",37.547132,55.641893
951,10951,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №793",793,"","117342, г. Москва, ул. Бутлерова, дом 24-А","ЮЗАО","Коньково",37.536852,55.647321
952,10952,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №794",794,"","117593, г.Москва, Литовский бульвар, дом 17, корпус 4","ЮЗАО","Ясенево",37.552761,55.606081
953,10953,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №795",795,"","111396, г. Москва, ул. Фрязевская, д.7","ВАО","Новогиреево",37.820916,55.746343
954,10954,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №796",796,"","","ВАО","Новогиреево",37.782152,55.742089
955,10955,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №797",797,"","111558, г.Москва, Федеративный проспект, д.29а","ВАО","Новогиреево",37.822524,55.754889
956,10956,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №799",799,"","111531, Москва,ул.Саянская, д.3А","ВАО","Ивановское",37.825452,55.768966
957,10957,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №806",806,"","121351 г.Москва, ул. Полоцкая, д. 21","ЗАО","Кунцево",37.423474,55.732323
958,10958,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №807",807,"","119526  г.Москва, пр-т Вернадского, д. 101, корпус 6","ЗАО","Тропарёво-Никулино",37.490393,55.663481
959,10959,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №808",808,"","121351 г.Москва, Ивана Франко, д. 28 корп. 3","ЗАО","Кунцево",37.427231,55.729155
960,10960,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №809",809,"","121596 г.Москва, Можайское шоссе, д. 50","ЗАО","Можайский",37.404934,55.717353
961,10961,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №81",81,"","121552 г. Москва, ул. Оршанская, д. 10, корп. 2","ЗАО","Кунцево",37.410482,55.74235
962,10962,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №811",811,"","121353, г.Москва, ул.Беловежская, д.7","ЗАО","Можайский",37.399562,55.711761
963,10963,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №815",815,"","119501 г.Москва, ул.Веерная, д.5, корп. 2","ЗАО","Очаково-Матвеевское",37.47581,55.707911
964,10964,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №816",816,"","119361 г.Москва, ул. Б.Очаковская, д.39, к.2,3","ЗАО","Очаково-Матвеевское",37.448514,55.675747
965,10965,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №819",819,"","125362, г. Москва, ул. Свободы, д.26","СЗАО","Южное Тушино",37.456118,55.839551
966,10966,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №820",820,"","125362, г. Москва, ул. Тушинская, д.7","СЗАО","Покровское-Стрешнево",37.449912,55.825983
967,10967,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №827",827,"","125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2","СЗАО","Северное Тушино",37.413356,55.855038
968,10968,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №830",830,"начальная школа","125362, г. Москва, ул. Большая Набережная, 23","СЗАО","Покровское-Стрешнево",37.454693,55.827062
969,10968,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №830",830,"средняя школа","125362, г. Москва, ул. Большая Набережная, 23","СЗАО","Покровское-Стрешнево",37.459607,55.83305
970,10970,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №84",84,"","109507, г. Москва, Ферганский проезд, д. 10, корпус 5","ЮВАО","Выхино-Жулебино",37.820108,55.697855
971,10971,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №840",840,"","115516 г. Москва, Кавказский б-р, д. 37, к. 2","ЮАО","Царицыно",37.653435,55.626046
972,10972,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №841",841,"","109518, город Москва, Волжский бульвар, дом 6, корпус 4","ЮВАО","Текстильщики",37.735437,55.717322
973,10973,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №804",804,"1 - 4 классы","124482, г.Москва, Зеленоград, корп. 142","ЗелАО","Матушкино",37.210967,56.006382
974,10974,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №842",842,"5 - 11 классы","124482, г.Москва, Зеленоград, корп. 142","ЗелАО","Матушкино",37.211777,56.005962
975,10975,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №843",843,"","119602 г.Москва, Мичуринский проспект,Олимпийская деревня, д.д. 23 и 23,стр. 1","ЗАО","Тропарёво-Никулино",37.458042,55.671079
976,10976,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №844",844,"","119361 г. Москва, Очаковская Б. ул., д.18","ЗАО","Очаково-Матвеевское",37.456995,55.683832
977,10977,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №846",846,"","109388, г. Москва, ул. Полбина, д. 44","ЮВАО","Печатники",37.727064,55.680343
978,10978,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №847",847,"","125412, г. Москва, Коровинское шоссе, дом 24-а","САО","Дмитровский",37.521849,55.882193
979,10979,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №848",848,"","125183, г. Москва, ул. Академическая Б. улица, дом 77 А","САО","Коптево",37.55341,55.844677
980,10980,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №849",849,"","127247, г. Москва, Бескудниковский бульвар, дом 50-а","САО","Бескудниковский",37.539786,55.875536
981,10981,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №851",851,"","117587 Москва, ул. Кировоградская д.8Г","ЮАО","Чертаново Северное",37.606589,55.628015
982,10982,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №852",852,"","124460. г. Москва, Зеленоград, корп.1115","ЗелАО","Силино",37.186148,55.99696
983,10983,"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1701",1701,"начальная школа","124460, г. Москва, Зеленоград, корп. 913А","ЗелАО","Старое Крюково",37.171232,55.993022
984,10984,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №853",853,"средняя школа","124460, г. Москва, Зеленоград, корп. 913А","ЗелАО","Старое Крюково",37.19232,55.985065
985,10985,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №638",638,"","124460, г. Москва, Зеленоград, корп. 913А","ЗелАО","Старое Крюково",37.190386,55.985213
986,10986,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №616",616,"1 - 5 классы","124489, г. Москва, Зеленоград, корп.603 А","ЗелАО","Савёлки",37.233565,55.991228
987,10987,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №854",854,"6 - 11 классы","124489, г. Москва, Зеленоград, корп.603 А","ЗелАО","Савёлки",37.228357,55.991664
988,10988,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №856",856,"","117208 г.Москва, Сумской пр, д .12, корп.6","ЮАО","Чертаново Северное",37.608135,55.636528
989,10989,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №859",859,"средняя школа","117535 г. Москва, ул. Дорожная д.22 А","ЮАО","Чертаново Южное",37.617481,55.599541
990,10990,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №86 имени М.Е. Катукова",86,"начальная школа","123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3","СЗАО","Строгино",37.402637,55.807407
991,10991,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №129",129,"средняя школа","123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3","СЗАО","Строгино",37.397706,55.807431
992,10992,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №862",862,"","117463, Москва,  ул. Голубинская, д. 23, корп. 3","ЮЗАО","Ясенево",37.533548,55.600264
993,10993,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №863",863,"","117342, г.Москва, ул. Введенского, дом 27а","ЮЗАО","Коньково",37.534406,55.63432
994,10994,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №864",864,"начальная школа","117588, г. Москва, Литовский бульвар, дом 6, корпус 2","ЮЗАО","Ясенево",37.528661,55.610184
995,10995,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №865",865,"","117321, г. Москва, улица Профсоюзная, дом 142, корпус 5","ЮЗАО","Тёплый Стан",37.503925,55.627005
996,10996,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №867",867,"","115612 г. Москва, ул.Ключевая, 6 корп.2","ЮАО","Братеево",37.755753,55.63721
