"OBJECTID";"ADDRESS";"ID";"POINT_X";"POINT_Y"
372;"Москва, Народного Ополчения ул, д.52, корп.6, стр.4";1515;37,502362;55,793008
373;"Москва, Народного Ополчения ул, д.52, корп.6, стр.5";1516;37,502964;55,792097
374;"Москва, Народного Ополчения ул, д.54";1517;37,499498;55,796243
375;"Москва, Пехотная ул, д.22";1707;37,482807;55,804222
376;"Москва, Пехотная ул, д.24";1708;37,482106;55,804000
377;"Москва, Пехотная ул, д.24, корп.1";1709;37,482106;55,804000
378;"Москва, Пехотная ул, д.24, стр.1Б/Н";1710;37,482106;55,804000
379;"Москва, Пехотная ул, д.24, стр.Б/Н";1711;37,482106;55,804000
380;"Москва, Пехотная ул, д.26";1712;37,481782;55,803174
381;"Москва, Пехотная ул, д.28";1713;37,481127;55,802735
382;"Москва, Пехотная ул, д.30";1714;37,480677;55,802097
383;"Москва, Расплетина ул, д.1";1747;37,479609;55,789794
384;"Москва, Расплетина ул, д.10, корп.1";1748;37,482977;55,790908
385;"Москва, Расплетина ул, д.11";1749;37,481665;55,794749
386;"Москва, Расплетина ул, д.12, корп.1";1750;37,483059;55,791353
387;"Москва, Расплетина ул, д.12, корп.2";1751;37,484064;55,790874
388;"Москва, Расплетина ул, д.13";1752;37,482618;55,795463
389;"Москва, Расплетина ул, д.14";1753;37,484092;55,792124
390;"Москва, Расплетина ул, д.15";1754;37,481683;55,795680
391;"Москва, Расплетина ул, д.17";1755;37,482896;55,796617
392;"Москва, Расплетина ул, д.17, корп.2";1756;37,481675;55,796982
393;"Москва, Расплетина ул, д.18";1757;37,483615;55,793327
394;"Москва, Расплетина ул, д.19";1758;37,482906;55,797694
395;"Москва, Расплетина ул, д.19, корп.2";1759;37,481289;55,797634
396;"Москва, Расплетина ул, д.2";1760;37,480435;55,788914
397;"Москва, Расплетина ул, д.20";1761;37,483615;55,793327
398;"Москва, Расплетина ул, д.22, корп.1";1762;37,483633;55,794066
399;"Москва, Расплетина ул, д.22, корп.2";1763;37,484675;55,794137
400;"Москва, Расплетина ул, д.24";1764;37,484342;55,794471
401;"Москва, Расплетина ул, д.28";1765;37,483579;55,795706
402;"Москва, Расплетина ул, д.3, корп.2";1766;37,479069;55,790822
403;"Москва, Расплетина ул, д.3, корп.3";1767;37,478081;55,790833
404;"Москва, Расплетина ул, д.3, корп.4";1768;37,477130;55,790833
405;"Москва, Расплетина ул, д.3, корп.5";1769;37,474982;55,791546
406;"Москва, Расплетина ул, д.30, корп.1";1770;37,483579;55,795706
407;"Москва, Расплетина ул, д.30, корп.2";1771;37,483579;55,795706
408;"Москва, Расплетина ул, д.30, корп.3";1772;37,483579;55,795706
409;"Москва, Расплетина ул, д.32, корп.1";1773;37,483939;55,796252
410;"Москва, Расплетина ул, д.34";1774;37,483677;55,796825
411;"Москва, Расплетина ул, д.4, корп.1";1775;37,480660;55,789830
412;"Москва, Расплетина ул, д.4, корп.2";1776;37,480713;55,789288
413;"Москва, Расплетина ул, д.4, корп.3";1777;37,481548;55,789364
414;"Москва, Расплетина ул, д.4, корп.4";1778;37,481611;55,789846
415;"Москва, Расплетина ул, д.5, стр.1";1779;37,482582;55,792097
416;"Москва, Расплетина ул, д.5, стр.10";1780;37,481109;55,792421
417;"Москва, Расплетина ул, д.5, стр.11";1781;37,481800;55,792164
418;"Москва, Расплетина ул, д.5, стр.12";1782;37,482276;55,792766
419;"Москва, Расплетина ул, д.5, стр.13";1783;37,478180;55,791606
420;"Москва, Расплетина ул, д.5, стр.14";1784;37,479779;55,791591
421;"Москва, Расплетина ул, д.5, стр.15";1785;37,480094;55,791633
422;"Москва, Расплетина ул, д.5, стр.16";1786;37,479285;55,791542
423;"Москва, Расплетина ул, д.5, стр.17";1787;37,478934;55,791723
424;"Москва, Расплетина ул, д.5, стр.18";1788;37,478934;55,791723
425;"Москва, Расплетина ул, д.5, стр.2";1789;37,482582;55,792097
426;"Москва, Расплетина ул, д.5, стр.3";1790;37,481764;55,792624
427;"Москва, Расплетина ул, д.5, стр.4";1791;37,481576;55,793104
428;"Москва, Расплетина ул, д.5, стр.5";1792;37,481010;55,793100
429;"Москва, Расплетина ул, д.5, стр.6";1793;37,480741;55,791318
430;"Москва, Расплетина ул, д.5, стр.7";1794;37,476860;55,791602
431;"Москва, Расплетина ул, д.5, стр.8";1795;37,476043;55,791470
432;"Москва, Расплетина ул, д.5, стр.9";1796;37,480713;55,791653
433;"Москва, Расплетина ул, д.6, корп.1";1797;37,481611;55,790412
434;"Москва, Расплетина ул, д.6, корп.2";1798;37,482493;55,789855
435;"Москва, Расплетина ул, д.7";1799;37,481665;55,793560
436;"Москва, Расплетина ул, д.8, корп.1";1800;37,482187;55,790807
437;"Москва, Расплетина ул, д.8, корп.2";1801;37,483013;55,790216
438;"Москва, Расплетина ул, д.9";1802;37,482636;55,794020
439;"Москва, Тепличный пер, д.10";2048;37,495464;55,791065
440;"Москва, Тепличный пер, д.3";2049;37,495545;55,789425
441;"Москва, Тепличный пер, д.4";2050;37,496317;55,789906
442;"Москва, Тепличный пер, д.4, стр.1";2051;37,496794;55,790685
443;"Москва, Тепличный пер, д.5";2052;37,495060;55,790059
444;"Москва, Тепличный пер, д.6";2053;37,496317;55,789906
445;"Москва, Тепличный пер, д.7";2054;37,494467;55,791577
446;"Москва, Тепличный пер, д.8";2055;37,495464;55,791065
447;"Москва, Куусинена ул, д.23";2407;37,508615;55,792948
448;"Москва, Алабяна ул, д.15";2416;37,505076;55,796648
449;"Москва, Алабяна ул, д.17, корп.1";2417;37,504474;55,799219
450;"Москва, Алабяна ул, д.17, корп.2";2418;37,504734;55,799000
451;"Москва, Алабяна ул, д.19, корп.1";2420;37,503810;55,798742
452;"Москва, Алабяна ул, д.19, корп.2";2421;37,504061;55,798514
453;"Москва, Алабяна ул, д.21, корп.1";2422;37,503018;55,798252
454;"Москва, Алабяна ул, д.21, корп.2";2423;37,503262;55,798023
455;"Москва, Зорге ул, д.36";2426;37,503477;55,796875
456;"Москва, Куусинена ул, д.23, корп.2";2428;37,508615;55,792948
457;"Москва, Новопесчаная ул, д.22";2465;37,508391;55,793595
458;"Москва, Новопесчаная ул, д.24";2473;37,507330;55,793403
459;"Москва, Новопесчаная ул, д.25, корп.2";2474;37,507322;55,792943
460;"Москва, Новопесчаная ул, д.25, корп.2, стр.1";2475;37,506980;55,792811
461;"Москва, Новопесчаная ул, д.25/23";2476;37,508192;55,793121
462;"Москва, Новопесчаная ул, д.26";2477;37,506360;55,793278
463;"Москва, Новопесчаная ул, д.26, стр.2";2478;37,506559;55,793687
464;"Москва, Новопесчаная ул, д.26, стр.3";2479;37,506559;55,793687
