"OBJECTID";"ADDRESS";"ID";"POINT_X";"POINT_Y"
124;"Москва, 3-й Волоколамский проезд, д.6, корп.1";391;37,484586;55,801329
125;"Москва, 3-й Волоколамский проезд, д.6, корп.2";392;37,485294;55,801216
126;"Москва, 3-й Волоколамский проезд, д.8, корп.1";393;37,485582;55,801687
127;"Москва, 3-й Волоколамский проезд, д.8, корп.2";394;37,486408;55,801268
128;"Москва, 3-я Хорошёвская ул, д.7";398;37,498167;55,787442
129;"Москва, Берзарина ул, д.1";552;37,496983;55,787785
130;"Москва, Берзарина ул, д.10";553;37,490335;55,787922
131;"Москва, Берзарина ул, д.10, корп.2";554;37,490254;55,788338
132;"Москва, Берзарина ул, д.10, корп.2, стр.2";555;37,489463;55,788327
133;"Москва, Берзарина ул, д.11";556;37,487038;55,786409
134;"Москва, Берзарина ул, д.12";557;37,489256;55,787866
135;"Москва, Берзарина ул, д.14";558;37,488170;55,787977
136;"Москва, Берзарина ул, д.15";559;37,482708;55,788318
137;"Москва, Берзарина ул, д.16";560;37,486688;55,788221
138;"Москва, Берзарина ул, д.17, корп.1";561;37,478153;55,786950
139;"Москва, Берзарина ул, д.17, корп.2";562;37,478701;55,787290
140;"Москва, Берзарина ул, д.17, стр.1";563;37,478315;55,787800
141;"Москва, Берзарина ул, д.19, корп.1";564;37,476796;55,787491
142;"Москва, Берзарина ул, д.19, корп.2";565;37,476339;55,786570
143;"Москва, Берзарина ул, д.21";566;37,474101;55,787695
144;"Москва, Берзарина ул, д.21, корп.1";567;37,475233;55,787113
145;"Москва, Берзарина ул, д.22";568;37,478413;55,789315
146;"Москва, Берзарина ул, д.23";569;37,472917;55,788009
147;"Москва, Берзарина ул, д.23, корп.2";570;37,472170;55,788742
148;"Москва, Берзарина ул, д.26";571;37,477040;55,789320
149;"Москва, Берзарина ул, д.3, корп.1";572;37,491179;55,786656
150;"Москва, Берзарина ул, д.3, корп.2";573;37,490927;55,785280
151;"Москва, Берзарина ул, д.4";574;37,495545;55,789010
152;"Москва, Берзарина ул, д.5";575;37,490271;55,786844
153;"Москва, Берзарина ул, д.6, корп.1";576;37,493191;55,788323
154;"Москва, Берзарина ул, д.7, корп.1";577;37,489185;55,786698
155;"Москва, Берзарина ул, д.7, корп.1, стр.Б/Н";578;37,489185;55,786698
156;"Москва, Берзарина ул, д.7, корп.2";579;37,489419;55,785569
157;"Москва, Берзарина ул, д.7, корп.2, стр.4";580;37,489419;55,785569
158;"Москва, Берзарина ул, д.7, корп.2, стр.8";581;37,489419;55,785569
159;"Москва, Берзарина ул, д.8";582;37,490972;55,787982
160;"Москва, Берзарина ул, д.9";583;37,488106;55,786555
161;"Москва, Большой Волоколамский проезд, д.1";607;37,495563;55,799927
162;"Москва, Большой Волоколамский проезд, д.12";608;37,493901;55,801582
163;"Москва, Генерала Глаголева ул, д.30, корп.3";764;37,468253;55,788560
164;"Москва, Генерала Глаголева ул, д.30, корп.4";765;37,469538;55,787800
165;"Москва, Генерала Глаголева ул, д.30, корп.5";766;37,471155;55,788190
166;"Москва, Генерала Глаголева ул, д.30, корп.6";767;37,470275;55,787355
167;"Москва, Ирины Левченко ул, д.1";938;37,491169;55,788753
168;"Москва, Ирины Левченко ул, д.11";939;37,490371;55,789411
169;"Москва, Ирины Левченко ул, д.2";940;37,492212;55,788448
170;"Москва, Ирины Левченко ул, д.3";941;37,490380;55,788873
171;"Москва, Ирины Левченко ул, д.4";942;37,492230;55,789405
172;"Москва, Ирины Левченко ул, д.5";943;37,490380;55,788873
173;"Москва, Ирины Левченко ул, д.6";944;37,492212;55,790377
174;"Москва, Ирины Левченко ул, д.7";945;37,490371;55,789411
175;"Москва, Ирины Левченко ул, д.9";946;37,490371;55,789411
176;"Москва, Маршала Бирюзова ул, д.10, корп.1";1022;37,495500;55,792847
177;"Москва, Маршала Бирюзова ул, д.10, корп.1, стр.1";1023;37,494880;55,792964
178;"Москва, Маршала Бирюзова ул, д.10, корп.2";1024;37,496308;55,793060
179;"Москва, Маршала Бирюзова ул, д.11";1025;37,495652;55,791824
180;"Москва, Маршала Бирюзова ул, д.12";1026;37,494512;55,793302
181;"Москва, Маршала Бирюзова ул, д.13";1027;37,494924;55,792188
182;"Москва, Маршала Бирюзова ул, д.13, стр.2";1028;37,494556;55,792760
183;"Москва, Маршала Бирюзова ул, д.14";1029;37,493219;55,793985
184;"Москва, Маршала Бирюзова ул, д.16";1030;37,492051;55,794592
185;"Москва, Маршала Бирюзова ул, д.17";1031;37,492284;55,793784
186;"Москва, Маршала Бирюзова ул, д.18";1032;37,491142;55,795054
187;"Москва, Маршала Бирюзова ул, д.19";1033;37,491142;55,794366
188;"Москва, Маршала Бирюзова ул, д.2";1034;37,501347;55,790327
189;"Москва, Маршала Бирюзова ул, д.20, корп.1";1035;37,490281;55,795616
190;"Москва, Маршала Бирюзова ул, д.20, корп.2";1036;37,491259;55,795904
191;"Москва, Маршала Бирюзова ул, д.21";1037;37,490335;55,794547
192;"Москва, Маршала Бирюзова ул, д.22, корп.1";1038;37,489580;55,795990
193;"Москва, Маршала Бирюзова ул, д.22, корп.2";1039;37,490065;55,796525
194;"Москва, Маршала Бирюзова ул, д.22, корп.3";1040;37,490847;55,796339
195;"Москва, Маршала Бирюзова ул, д.23";1041;37,489606;55,795043
196;"Москва, Маршала Бирюзова ул, д.24";1042;37,488700;55,796323
197;"Москва, Маршала Бирюзова ул, д.25";1043;37,488871;55,795064
198;"Москва, Маршала Бирюзова ул, д.26";1044;37,487703;55,796845
199;"Москва, Маршала Бирюзова ул, д.27";1045;37,488718;55,795483
200;"Москва, Маршала Бирюзова ул, д.28";1046;37,486660;55,797387
201;"Москва, Маршала Бирюзова ул, д.29";1047;37,488098;55,795965
202;"Москва, Маршала Бирюзова ул, д.3";1048;37,498715;55,790367
203;"Москва, Маршала Бирюзова ул, д.30";1049;37,485906;55,798621
204;"Москва, Маршала Бирюзова ул, д.31";1050;37,486858;55,796525
205;"Москва, Маршала Бирюзова ул, д.32, корп.1";1051;37,484243;55,798904
206;"Москва, Маршала Бирюзова ул, д.33, корп.1";1052;37,486858;55,796525
207;"Москва, Маршала Бирюзова ул, д.33, корп.2";1053;37,486858;55,796525
208;"Москва, Маршала Бирюзова ул, д.33, корп.3";1054;37,486858;55,796525
209;"Москва, Маршала Бирюзова ул, д.34";1055;37,481010;55,800494
210;"Москва, Маршала Бирюзова ул, д.35, корп.1";1056;37,486086;55,796773
211;"Москва, Маршала Бирюзова ул, д.35, корп.2";1057;37,485097;55,796389
212;"Москва, Маршала Бирюзова ул, д.36";1058;37,479815;55,801105
213;"Москва, Маршала Бирюзова ул, д.37";1059;37,485429;55,797291
214;"Москва, Маршала Бирюзова ул, д.38";1060;37,478665;55,801698
215;"Москва, Маршала Бирюзова ул, д.39";1061;37,484324;55,797573
216;"Москва, Маршала Бирюзова ул, д.4, корп.1";1062;37,499579;55,790757
217;"Москва, Маршала Бирюзова ул, д.4, корп.2";1063;37,500952;55,791045
218;"Москва, Маршала Бирюзова ул, д.4, корп.3";1064;37,499929;55,791799
219;"Москва, Маршала Бирюзова ул, д.40";1065;37,477480;55,802325
220;"Москва, Маршала Бирюзова ул, д.41";1066;37,482124;55,799052
221;"Москва, Маршала Бирюзова ул, д.43";1067;37,480139;55,799891
222;"Москва, Маршала Бирюзова ул, д.7";1068;37,497513;55,790879
223;"Москва, Маршала Бирюзова ул, д.8, корп.1";1069;37,496955;55,792088
224;"Москва, Маршала Бирюзова ул, д.8, корп.2";1070;37,498365;55,792391
225;"Москва, Маршала Бирюзова ул, д.8, корп.3";1071;37,497673;55,792690
226;"Москва, Маршала Бирюзова ул, д.8, корп.4";1072;37,497225;55,793125
227;"Москва, Маршала Бирюзова ул, д.9";1073;37,496353;55,791470
228;"Москва, Маршала Вершинина ул, д.10";1091;37,485421;55,792092
229;"Москва, Маршала Вершинина ул, д.12";1092;37,485421;55,792092
230;"Москва, Маршала Вершинина ул, д.3";1093;37,487639;55,791647
231;"Москва, Маршала Вершинина ул, д.3, корп.2";1094;37,486777;55,791086
232;"Москва, Маршала Вершинина ул, д.4, корп.1";1095;37,489149;55,792103
233;"Москва, Маршала Вершинина ул, д.4, корп.2";1096;37,489274;55,792518
234;"Москва, Маршала Вершинина ул, д.5";1097;37,485564;55,791682
235;"Москва, Маршала Вершинина ул, д.6";1098;37,487774;55,792103
236;"Москва, Маршала Вершинина ул, д.7";1099;37,484746;55,791445
237;"Москва, Маршала Вершинина ул, д.8, корп.1";1100;37,486543;55,792077
238;"Москва, Маршала Вершинина ул, д.8, корп.2";1101;37,486741;55,792482
239;"Москва, Маршала Вершинина ул, д.9";1102;37,484038;55,791682
240;"Москва, Маршала Конева ул, д.1";1198;37,492482;55,799725
241;"Москва, Маршала Конева ул, д.12";1199;37,486706;55,795929
242;"Москва, Маршала Конева ул, д.13";1200;37,485035;55,794877
243;"Москва, Маршала Конева ул, д.14";1201;37,485520;55,796009
244;"Москва, Маршала Конева ул, д.16";1202;37,484622;55,795459
245;"Москва, Маршала Конева ул, д.2";1203;37,491906;55,799931
246;"Москва, Маршала Конева ул, д.3";1204;37,491789;55,799052
247;"Москва, Маршала Конева ул, д.4, корп.1";1205;37,491197;55,799654
248;"Москва, Маршала Конева ул, д.4, корп.2";1206;37,490603;55,799887
249;"Москва, Маршала Конева ул, д.5";1207;37,491062;55,798332
250;"Москва, Маршала Конева ул, д.7";1208;37,489427;55,796854
251;"Москва, Маршала Конева ул, д.8, корп.1";1209;37,490559;55,798631
252;"Москва, Маршала Конева ул, д.8, корп.2";1210;37,489256;55,798706
253;"Москва, Маршала Конева ул, д.8, корп.3";1211;37,489850;55,799122
254;"Москва, Маршала Конева ул, д.9";1212;37,487522;55,795701
255;"Москва, Маршала Малиновского ул, д.1";1213;37,494216;55,788616
256;"Москва, Маршала Малиновского ул, д.3";1214;37,493883;55,789279
257;"Москва, Маршала Малиновского ул, д.4";1215;37,494269;55,789765
258;"Москва, Маршала Малиновского ул, д.5";1216;37,493281;55,790103
259;"Москва, Маршала Малиновского ул, д.6, корп.1";1217;37,494000;55,790782
260;"Москва, Маршала Малиновского ул, д.6, корп.2";1218;37,493559;55,791476
261;"Москва, Маршала Малиновского ул, д.8";1219;37,493586;55,792644
262;"Москва, Маршала Малиновского ул, д.9";1220;37,492248;55,791525
263;"Москва, Маршала Мерецкова ул, д.10";1221;37,488098;55,794892
264;"Москва, Маршала Мерецкова ул, д.12";1222;37,487244;55,795331
265;"Москва, Маршала Мерецкова ул, д.2";1223;37,490909;55,793313
266;"Москва, Маршала Мерецкова ул, д.3";1224;37,490029;55,793278
267;"Москва, Маршала Мерецкова ул, д.4";1225;37,490299;55,793747
268;"Москва, Маршала Мерецкова ул, д.5";1226;37,487667;55,794386
269;"Москва, Маршала Мерецкова ул, д.6";1227;37,489472;55,794162
270;"Москва, Маршала Мерецкова ул, д.8";1228;37,488655;55,794603
271;"Москва, Маршала Рыбалко ул, д.1";1272;37,495249;55,795114
272;"Москва, Маршала Рыбалко ул, д.10";1273;37,489642;55,798186
273;"Москва, Маршала Рыбалко ул, д.11";1274;37,489068;55,797781
274;"Москва, Маршала Рыбалко ул, д.12, корп.1";1275;37,488196;55,798661
275;"Москва, Маршала Рыбалко ул, д.12, корп.2";1276;37,488835;55,799472
276;"Москва, Маршала Рыбалко ул, д.12, корп.3";1277;37,489185;55,799956
277;"Москва, Маршала Рыбалко ул, д.13";1278;37,487522;55,798267
278;"Москва, Маршала Рыбалко ул, д.14, корп.2";1279;37,487883;55,799887
279;"Москва, Маршала Рыбалко ул, д.14, корп.3";1280;37,488879;55,800706
280;"Москва, Маршала Рыбалко ул, д.14, корп.4";1281;37,488350;55,801308
281;"Москва, Маршала Рыбалко ул, д.16, корп.1";1282;37,485502;55,799558
282;"Москва, Маршала Рыбалко ул, д.16, корп.2";1283;37,486408;55,799537
283;"Москва, Маршала Рыбалко ул, д.16, корп.3";1284;37,486076;55,800236
284;"Москва, Маршала Рыбалко ул, д.16, корп.4";1285;37,486867;55,800032
285;"Москва, Маршала Рыбалко ул, д.16, корп.5";1286;37,487919;55,800553
286;"Москва, Маршала Рыбалко ул, д.18, корп.2";1287;37,485206;55,800265
287;"Москва, Маршала Рыбалко ул, д.18, корп.3";1288;37,485824;55,800655
288;"Москва, Маршала Рыбалко ул, д.2";1289;37,498078;55,797974
289;"Москва, Маршала Рыбалко ул, д.2, корп.1";1290;37,493632;55,797421
290;"Москва, Маршала Рыбалко ул, д.2, стр.1";1291;37,496191;55,796516
291;"Москва, Маршала Рыбалко ул, д.20";1292;37,483903;55,800372
292;"Москва, Маршала Рыбалко ул, д.3";1293;37,494099;55,796046
293;"Москва, Маршала Рыбалко ул, д.4";1294;37,492150;55,797407
294;"Москва, Маршала Рыбалко ул, д.4, корп.1";1295;37,493497;55,798180
295;"Москва, Маршала Рыбалко ул, д.4, корп.Г";1296;37,493604;55,799035
296;"Москва, Маршала Рыбалко ул, д.4-В";1297;37,492778;55,798637
297;"Москва, Маршала Рыбалко ул, д.5";1298;37,493038;55,796485
298;"Москва, Маршала Рыбалко ул, д.7";1299;37,491736;55,796895
299;"Москва, Маршала Рыбалко ул, д.8";1300;37,490901;55,797765
300;"Москва, Маршала Рыбалко ул, д.9";1301;37,490353;55,797360
301;"Москва, Маршала Соколовского ул, д.1";1302;37,493110;55,795535
302;"Москва, Маршала Соколовского ул, д.10";1303;37,486167;55,794101
303;"Москва, Маршала Соколовского ул, д.10, корп.1";1304;37,487028;55,793479
304;"Москва, Маршала Соколовского ул, д.11, корп.1";1305;37,485718;55,792856
305;"Москва, Маршала Соколовского ул, д.11, корп.2";1306;37,485888;55,792467
306;"Москва, Маршала Соколовского ул, д.12";1307;37,484891;55,793287
307;"Москва, Маршала Соколовского ул, д.13";1308;37,484594;55,792851
308;"Москва, Маршала Соколовского ул, д.14";1309;37,484324;55,793627
309;"Москва, Маршала Соколовского ул, д.2";1310;37,492635;55,796025
310;"Москва, Маршала Соколовского ул, д.3";1311;37,489256;55,793212
311;"Москва, Маршала Соколовского ул, д.4";1312;37,491888;55,795564
312;"Москва, Маршала Соколовского ул, д.5";1313;37,487856;55,792766
313;"Москва, Маршала Соколовского ул, д.6";1314;37,490021;55,794410
314;"Москва, Маршала Соколовского ул, д.7, корп.1";1315;37,487856;55,792766
315;"Москва, Маршала Соколовского ул, д.7, корп.2";1316;37,487856;55,792766
316;"Москва, Маршала Соколовского ул, д.9";1317;37,486543;55,792863
317;"Москва, Маршала Тухачевского ул, д.22, корп.3";1328;37,477785;55,785685
318;"Москва, Маршала Тухачевского ул, д.22, корп.3, стр.1";1329;37,478413;55,786278
319;"Москва, Маршала Тухачевского ул, д.22, корп.3, стр.2";1330;37,478315;55,786125
320;"Москва, Маршала Тухачевского ул, д.22, корп.5";1331;37,478693;55,785482
321;"Москва, Маршала Тухачевского ул, д.22, корп.5, стр.1";1332;37,478467;55,785513
322;"Москва, Маршала Тухачевского ул, д.24, корп.3";1338;37,476196;55,785670
323;"Москва, Маршала Тухачевского ул, д.26, корп.2";1344;37,475233;55,785117
324;"Москва, Маршала Тухачевского ул, д.32, корп.2";1354;37,473348;55,786004
325;"Москва, Маршала Тухачевского ул, д.42, корп.3";1371;37,470330;55,786596
326;"Москва, Народного Ополчения ул, д.35, стр.1";1467;37,485941;55,789405
327;"Москва, Народного Ополчения ул, д.35, стр.10";1468;37,483983;55,790367
328;"Москва, Народного Ополчения ул, д.35, стр.2";1469;37,484334;55,789320
329;"Москва, Народного Ополчения ул, д.35, стр.26";1470;37,485053;55,790777
330;"Москва, Народного Ополчения ул, д.35, стр.27";1471;37,483741;55,789719
331;"Москва, Народного Ополчения ул, д.35, стр.3";1472;37,481593;55,788960
332;"Москва, Народного Ополчения ул, д.35, стр.4";1473;37,482259;55,789364
333;"Москва, Народного Ополчения ул, д.35, стр.5";1474;37,482599;55,789187
334;"Москва, Народного Ополчения ул, д.35, стр.6";1475;37,482213;55,788692
335;"Москва, Народного Ополчения ул, д.35, стр.7";1476;37,482950;55,788905
336;"Москва, Народного Ополчения ул, д.35, стр.9";1477;37,484746;55,790063
337;"Москва, Народного Ополчения ул, д.36";1478;37,486724;55,788869
338;"Москва, Народного Ополчения ул, д.37, корп.1";1479;37,487873;55,790681
339;"Москва, Народного Ополчения ул, д.37, корп.2, стр.1";1480;37,487137;55,790757
340;"Москва, Народного Ополчения ул, д.38, корп.1";1481;37,487415;55,789046
341;"Москва, Народного Ополчения ул, д.38, корп.2";1482;37,487846;55,788500
342;"Москва, Народного Ополчения ул, д.38, корп.2, стр.2";1483;37,488188;55,788347
343;"Москва, Народного Ополчения ул, д.38, корп.2, стр.4";1484;37,488188;55,788347
344;"Москва, Народного Ополчения ул, д.38, корп.3";1485;37,489014;55,788565
345;"Москва, Народного Ополчения ул, д.38, корп.3, стр.1";1486;37,489014;55,788565
346;"Москва, Народного Ополчения ул, д.38, корп.3, стр.2";1487;37,489014;55,788565
347;"Москва, Народного Ополчения ул, д.38, корп.3, стр.3";1488;37,489014;55,788565
348;"Москва, Народного Ополчения ул, д.38, стр.2";1489;37,487396;55,788757
349;"Москва, Народного Ополчения ул, д.39, корп.1";1490;37,488609;55,791147
350;"Москва, Народного Ополчения ул, д.40, корп.1";1492;37,488484;55,789942
351;"Москва, Народного Ополчения ул, д.41";1493;37,489338;55,791597
352;"Москва, Народного Ополчения ул, д.42, корп.1";1494;37,489606;55,790626
353;"Москва, Народного Ополчения ул, д.42, корп.2";1495;37,490021;55,790003
354;"Москва, Народного Ополчения ул, д.42, корп.3";1496;37,490594;55,790513
355;"Москва, Народного Ополчения ул, д.43, корп.1";1497;37,490299;55,792148
356;"Москва, Народного Ополчения ул, д.43, корп.1, стр.2";1498;37,489814;55,792316
357;"Москва, Народного Ополчения ул, д.43, корп.2";1499;37,490416;55,792543
358;"Москва, Народного Ополчения ул, д.43, стр.1";1500;37,489850;55,792507
359;"Москва, Народного Ополчения ул, д.44, корп.1";1501;37,491241;55,791653
360;"Москва, Народного Ополчения ул, д.44, корп.2";1502;37,491403;55,791015
361;"Москва, Народного Ополчения ул, д.45";1503;37,491511;55,792836
362;"Москва, Народного Ополчения ул, д.47";1504;37,491906;55,793450
363;"Москва, Народного Ополчения ул, д.48, корп.1";1505;37,495294;55,794188
364;"Москва, Народного Ополчения ул, д.48, корп.2";1506;37,496632;55,793510
365;"Москва, Народного Ополчения ул, д.49, корп.1";1507;37,494439;55,794624
366;"Москва, Народного Ополчения ул, д.49, корп.2";1508;37,493801;55,795034
367;"Москва, Народного Ополчения ул, д.50";1510;37,498518;55,795645
368;"Москва, Народного Ополчения ул, д.52, корп.2";1511;37,500612;55,795529
369;"Москва, Народного Ополчения ул, д.52, корп.3";1512;37,501178;55,794785
370;"Москва, Народного Ополчения ул, д.52, корп.4";1513;37,501744;55,794133
371;"Москва, Народного Ополчения ул, д.52, корп.5";1514;37,500368;55,792345
