"SCHOOL_ID","SCHOOL_BLOCK_ID","FEATURE_ID","POINT_X","POINT_Y"
10001,1,1,37.706328,55.739606
10001,1,1,37.706718,55.740525
10001,1,1,37.706303,55.738773
10001,1,2,37.706718,55.740525
10001,1,2,37.706918,55.740013
10001,1,2,37.706303,55.738773
10001,1,3,37.706918,55.740013
10001,1,3,37.707033,55.739471
10001,1,3,37.706303,55.738773
10001,1,4,37.707033,55.739471
10001,1,4,37.707696,55.739386
10001,1,4,37.706303,55.738773
10001,1,5,37.707696,55.739386
10001,1,5,37.707305,55.738781
10001,1,5,37.706303,55.738773
10001,1,6,37.707305,55.738781
10001,1,6,37.710337,55.738316
10001,1,6,37.706303,55.738773
10001,1,7,37.710337,55.738316
10001,1,7,37.709285,55.738239
10001,1,7,37.706303,55.738773
10001,1,8,37.709285,55.738239
10001,1,8,37.710152,55.737875
10001,1,8,37.706303,55.738773
10001,1,9,37.710152,55.737875
10001,1,9,37.708222,55.738147
10001,1,9,37.706303,55.738773
10001,1,10,37.708222,55.738147
10001,1,10,37.709026,55.737604
10001,1,10,37.706303,55.738773
10001,1,11,37.709026,55.737604
10001,1,11,37.709879,55.737145
10001,1,11,37.706303,55.738773
10001,1,12,37.709879,55.737145
10001,1,12,37.707269,55.738271
10001,1,12,37.706303,55.738773
10001,1,13,37.707269,55.738271
10001,1,13,37.708052,55.73752
10001,1,13,37.706303,55.738773
10001,1,14,37.708052,55.73752
10001,1,14,37.708491,55.737155
10001,1,14,37.706303,55.738773
10001,1,15,37.708491,55.737155
10001,1,15,37.708352,55.73677
10001,1,15,37.706303,55.738773
10001,1,16,37.708352,55.73677
10001,1,16,37.707467,55.736495
10001,1,16,37.706303,55.738773
10001,1,17,37.707467,55.736495
10001,1,17,37.706722,55.737739
10001,1,17,37.706303,55.738773
10001,1,18,37.706722,55.737739
10001,1,18,37.706473,55.737066
10001,1,18,37.706303,55.738773
10001,1,19,37.706473,55.737066
10001,1,19,37.705345,55.737043
10001,1,19,37.706303,55.738773
10001,1,20,37.705345,55.737043
10001,1,20,37.704449,55.737606
10001,1,20,37.706303,55.738773
10001,1,21,37.704449,55.737606
10001,1,21,37.702957,55.737276
10001,1,21,37.706303,55.738773
10001,1,22,37.702957,55.737276
10001,1,22,37.701879,55.737458
10001,1,22,37.706303,55.738773
10001,1,23,37.701879,55.737458
10001,1,23,37.704879,55.738428
10001,1,23,37.706303,55.738773
10001,1,24,37.704879,55.738428
10001,1,24,37.700776,55.737758
10001,1,24,37.706303,55.738773
10001,1,25,37.700776,55.737758
10001,1,25,37.700521,55.738532
10001,1,25,37.706303,55.738773
10001,1,26,37.700521,55.738532
10001,1,26,37.70508,55.738879
10001,1,26,37.706303,55.738773
10001,1,27,37.70508,55.738879
10001,1,27,37.705289,55.739351
10001,1,27,37.706303,55.738773
10001,1,28,37.705289,55.739351
10001,1,28,37.706328,55.739606
10001,1,28,37.706303,55.738773
10002,2,29,37.791327,55.806662
10002,2,29,37.791251,55.806212
10002,2,29,37.790721,55.804788
10002,2,30,37.791251,55.806212
10002,2,30,37.791132,55.805565
10002,2,30,37.790721,55.804788
10002,2,31,37.791132,55.805565
10002,2,31,37.792467,55.80696
10002,2,31,37.790721,55.804788
10002,2,32,37.792467,55.80696
10002,2,32,37.792641,55.805831
10002,2,32,37.790721,55.804788
10002,2,33,37.792641,55.805831
10002,2,33,37.793336,55.805849
10002,2,33,37.790721,55.804788
10002,2,34,37.793336,55.805849
10002,2,34,37.792679,55.804911
10002,2,34,37.790721,55.804788
10002,2,35,37.792679,55.804911
10002,2,35,37.794126,55.803946
10002,2,35,37.790721,55.804788
10002,2,36,37.794126,55.803946
10002,2,36,37.793425,55.803936
10002,2,36,37.790721,55.804788
10002,2,37,37.793425,55.803936
10002,2,37,37.794443,55.803278
10002,2,37,37.790721,55.804788
10002,2,38,37.794443,55.803278
