"OBJECTID";"ID_1";"NAME";"NUMB";"ADDRESS";"OKRUG";"RAYON";"VID";"COMPLEX_ID"
1394;987,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1266";1266,000000;"119334, г. Москва, Ленинский проспект, дом 43А";"Юго-Западный административный округ";"Гагаринский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";521,000000
1395;988,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1268";1268,000000;"105215, г.Москва, ул. 11-ая Парковая, д.50";"Восточный административный округ";"район Северное Измайлово";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";685,000000
1396;989,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1270";1270,000000;"109004 г.Москва, Товарищеский пер., д.21";"Центральный административный округ";"Таганский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";30,000000
1397;990,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1273";1273,000000;"117647, г.Москва, улица Академика Капицы, д.12";"Юго-Западный административный округ";"район Коньково";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";590,000000
1398;993,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1280";1280,000000;"117218, г. Москва, Кржижановского ул., д. 30";"Юго-Западный административный округ";"Академический район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";529,000000
1399;996,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1431 (начальная школа)";1431,000000;"125362, г. Москва, ул. Вишневая, д. 20, корп. 1";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";51,000000
1401;996,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1431 (средняя школа)";1431,000000;"125362, г. Москва, ул. Вишневая, д. 20, корп. 1";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";51,000000
1402;996,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка №1285";1285,000000;"125362, г. Москва, ул. Вишневая, д. 20, корп. 1";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";51,000000
1404;997,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1287";1287,000000;"125167, г. Москва, проезд Аэропорта, дом 10";"Северный административный округ";"Хорошёвский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";165,000000
1405;998,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1289";1289,000000;"125167 г. Москва, ул. Планетная, дом 23";"Северный административный округ";"район Аэропорт";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";210,000000
1406;999,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1315";1315,000000;"125565,г. Москва, Конаковский проезд, д.5";"Северный административный округ";"Головинский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";172,000000
1407;1002,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка №1338";1338,000000;"125414, г. Москва, улица Клинская, дом 20";"Северный административный округ";"район Ховрино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";188,000000
1409;1003,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1352";1352,000000;"107207, г. Москва, Щелковское шоссе, д. 77А";"Восточный административный округ";"район Гольяново";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";646,000000
1411;1004,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1353 (средняя школа)";1353,000000;"124498, г. Москва, Зеленоград Березовая аллея  д.8А";"Зеленоградский административный округ";"район Матушкино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";794,000000
1412;1004,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1703 (начальная школа)";1703,000000;"124498, г. Москва, Зеленоград Березовая аллея  д.8А";"Зеленоградский административный округ";"район Матушкино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";794,000000
1413;1005,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1354";1354,000000;"117624, г. Москва, улица Изюмская, дом 38, корпус 1";"Юго-Западный административный округ";"район Южное Бутово";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";576,000000
1414;1006,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1356";1356,000000;"117216, г.Москва, ул.Грина, д.18 б";"Юго-Западный административный округ";"район Северное Бутово";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";572,000000
1415;1007,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1357";1357,000000;"109451, г. Москва, Перервинский бульвар, дом 10, к. 2";"Юго-Восточный административный округ";"район Марьино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";472,000000
1416;1008,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1359";1359,000000;"109145, г. Москва, Пронская ул., д. 4, кор. 1";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";426,000000
1417;1009,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1361";1361,000000;"117393, г. Москва, улица Академика Пилюгина, дом 14А";"Юго-Западный административный округ";"Ломоносовский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";537,000000
1418;1009,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №28";28,000000;"117393, г. Москва, улица Академика Пилюгина, дом 14А";"Юго-Западный административный округ";"Ломоносовский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";537,000000
1419;1011,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1370";1370,000000;"""127549 г.Москва, ул. Костромская, д. 14 """"Г"""", стр. 1, стр. 2""";"Северо-Восточный административный округ";"Алтуфьевский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";246,000000
1420;1012,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1371 (средняя школа)";1371,000000;"121614 г.Москва, ул. Крылатские холмы, д. 45, к.2";"Западный административный округ";"район Крылатское";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";736,000000
1421;1013,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1374";1374,000000;"129337 г. Москва, ул. Федоскинская, д. 4";"Северо-Восточный административный округ";"Ярославский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";280,000000
1422;1014,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №574";574,000000;"115533 г. Москва, Нагатинская наб., д.24";"Южный административный округ";"район Нагатино-Садовники";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";382,000000
1423;1014,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1375";1375,000000;"115533 г. Москва, Нагатинская наб., д.24";"Южный административный округ";"район Нагатино-Садовники";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";382,000000
1426;1015,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1378";1378,000000;"127495, город Москва, Челобитьевское шоссе, дом 2";"Северо-Восточный административный округ";"район Северный";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";236,000000
1427;1017,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1381";1381,000000;"129346 г. Москва, Янтарный проезд, дом 2";"Северо-Восточный административный округ";"Лосиноостровский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";283,000000
1428;1018,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1383";1383,000000;"127474, г. Москва, ул. Дубнинская, д. 7";"Северный административный округ";"Бескудниковский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";173,000000
1429;1019,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1389 (средняя школа)";1389,000000;"111402, г. Москва, ул. Кетчерская, д.8А";"Восточный административный округ";"район Вешняки";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";687,000000
1430;1021,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1411";1411,000000;"127566, г. Москва, Северный бульвар, д. 1 а";"Северо-Восточный административный округ";"район Отрадное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";301,000000
1431;1022,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1413";1413,000000;"127543, город Москва, Белозерская улица, дом 15";"Северо-Восточный административный округ";"район Бибирево";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";261,000000
1432;1023,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1414";1414,000000;"127018, г. Москва, ул. Советской Армии, д. 9";"Северо-Восточный административный округ";"район Марьина Роща";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";311,000000
1433;1024,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1415";1415,000000;"129515, г. Москва, 1-я Останкинская улица, дом 29";"Северо-Восточный административный округ";"Останкинский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";254,000000
1434;1025,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №655";655,000000;"127576 г. Москва, ул. Новгородская, д. 8";"Северо-Восточный административный округ";"район Лианозово";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";235,000000
1435;1025,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1416";1416,000000;"127576 г. Москва, ул. Новгородская, д. 8";"Северо-Восточный административный округ";"район Лианозово";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";235,000000
1438;1026,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1944";1944,000000;"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"Северо-Западный административный округ";"район Митино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";106,000000
1441;1027,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки №368 «Лосиный остров» (средняя школа)";368,000000;"107065  Москва,  ул. Уссурийская, дом 12";"Восточный административный округ";"район Гольяново";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";659,000000
1442;1027,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки №368 «Лосиный остров» (начальная школа)";368,000000;"107065  Москва,  ул. Уссурийская, дом 12";"Восточный административный округ";"район Гольяново";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";659,000000
1443;1030,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук №1376";1376,000000;"119634 г. Москва, улица Лукинская , дом № 12, корпус 1.";"Западный административный округ";"район Ново-Переделкино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";737,000000
1444;1031,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением изобразительного искусства №1188";1188,000000;"129346, г.Москва, ул. 1-я Напрудная, д.13";"Северо-Восточный административный округ";"Лосиноостровский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";309,000000
1446;1032,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №832";832,000000;"115582 г. Москва, ул. Домодедовская, д. 24, корп. 7";"Южный административный округ";"район Орехово-Борисово Южное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";346,000000
1448;1032,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1207";1207,000000;"115582 г. Москва, ул. Домодедовская, д. 24, корп. 7";"Южный административный округ";"район Орехово-Борисово Южное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";346,000000
1451;1032,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №575";575,000000;"115582 г. Москва, ул. Домодедовская, д. 24, корп. 7";"Южный административный округ";"район Орехово-Борисово Южное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";346,000000
1454;1033,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1245 (средняя школа)";1245,000000;"117534 г. Москва, Кировоградская ул. д.42. к.2";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";347,000000
1455;1033,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1171 (средняя школа)";1171,000000;"117534 г. Москва, Кировоградская ул. д.42. к.2";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";347,000000
1457;1034,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка №1297 (средняя школа)";1297,000000;"129110 г. Москва, Глинистый пер., д. 7, стр.1";"Центральный административный округ";"Мещанский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";22,000000
1458;1034,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №292 (средняя школа)";292,000000;"129110 г. Москва, Глинистый пер., д. 7, стр.1";"Центральный административный округ";"Мещанский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";22,000000
1462;1034,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского и французского языков №1218 (начальная школа)";1218,000000;"129110 г. Москва, Глинистый пер., д. 7, стр.1";"Центральный административный округ";"Мещанский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";22,000000
1463;1035,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского)языка №1241";1241,000000;"123022 г.Москва, Б.Трехгорный пер., д.3";"Центральный административный округ";"Пресненский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";49,000000
1464;1036,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1215 имени Ромена Роллана";1215,000000;"129110 г.Москва, Больничный пер., д.4";"Центральный административный округ";"Мещанский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";35,000000
1467;1037,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1231 имени В.Д.Поленова (средняя школа)";1231,000000;"119002 г.Москва, Спасопесковский пер., д.6, стр.7";"Центральный административный округ";"район Арбат";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";20,000000
1468;1038,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1232";1232,000000;"121165 г.Москва, Кутузовский проспект, д.28";"Западный административный округ";"район Дорогомилово";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";754,000000
1469;1039,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1236";1236,000000;"127254, г. Москва, ул. Яблочкова, дом 10";"Северо-Восточный административный округ";"Бутырский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";257,000000
1470;1041,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1253 (средняя школа)";1253,000000;"119021 г.Москва, Зубовский бульвар, д.5, стр.1";"Центральный административный округ";"район Хамовники";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";26,000000
1471;1043,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1291 (средняя школа)";1291,000000;"127411, г. Москва, улица Софьи Ковалевской , дом 18А";"Северный административный округ";"Дмитровский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";183,000000
1472;1044,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка №1293";1293,000000;"121552 г.Москва, ул. Оршанская, д. 10, корп.1";"Западный административный округ";"район Кунцево";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";775,000000
1473;1046,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1205 (средняя школа)";1205,000000;"117335, г. Москва, улица Архитектора Власова, дом 19а";"Юго-Западный административный округ";"район Черёмушки";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";599,000000
1474;1048,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1242";1242,000000;"117546, г. Москва, Востряковский проезд, д.3А";"Южный административный округ";"район Бирюлёво Западное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";350,000000
1476;1048,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №925 (начальная школа)";925,000000;"117546, г. Москва, Востряковский проезд, д.3А";"Южный административный округ";"район Бирюлёво Западное";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";350,000000
1480;1049,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1258";1258,000000;"115054 г. Москва, 5-й Монетчиковский пер., д.7";"Центральный административный округ";"район Замоскворечье";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";23,000000
1481;1050,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка №1244";1244,000000;"125007, г. Москва, Хорошевское шоссе, дом 3";"Северный административный округ";"Хорошёвский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";134,000000
1482;1050,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка №1288";1288,000000;"125007, г. Москва, Хорошевское шоссе, дом 3";"Северный административный округ";"Хорошёвский район";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";134,000000
1483;1051,000000;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа №1700 «Московский объединенный морской корпус Героев Севастополя»";1700,000000;"123458, г. Москва, ул. Твардовского, д. 20";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";869,000000
1484;1051,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1295";1295,000000;"123458, г. Москва, ул. Твардовского, д. 20";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";869,000000
1485;1052,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1298";1298,000000;"125466, г. Москва, ул. Юровская, д. 97";"Северо-Западный административный округ";"район Куркино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";97,000000
1489;1053,000000;"Государственное бюджетное образовательное учреждение города Москвы прогимназия №1764 (начальная школа)";1764,000000;"123181, г. Москва, ул. Исаковского, д. 29, корп. 1";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";111,000000
1490;1053,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1302 (средняя школа)";1302,000000;"123181, г. Москва, ул. Исаковского, д. 29, корп. 1";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";111,000000
1493;1055,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1387";1387,000000;"125466, г. Москва, улица Соколово - Мещерская, дом 27";"Северо-Западный административный округ";"район Куркино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";105,000000
1496;1056,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков №1399";1399,000000;"125480, г. Москва, ул. Вилиса Лациса, 33-2";"Северо-Западный административный округ";"район Северное Тушино";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";60,000000
