ID;NAME;COMPLEX_ID;NUMB;TYPE
2232;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №443;631;443;
2381;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №445;680;445;
2294;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №448;654;448;
117;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №45;34;45;
2289;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №450;652;450;
1477;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №456;473;456;
1429;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №458;434;458;
1465;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №459;499;459;
1506;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №460 ;419;460;
1792;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №461;492;461;
1423;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №462;465;462;
1448;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №466;443;466;
112;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №467;33;467;
1484;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №468;415;468;
1806;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №469;496;469;
1563;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №475;434;475;
1618;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №478;446;478;
1721;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова;475;479;
172;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №480 имени В.В. Талалихина;46;480;
1822;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №481 имени Маршала Советского Союза И.Х. Баграмяна;499;481;
1748;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №484 имени дважды Героя Советского Союза В.И. Попкова;480;484;
1615;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №485;445;485;
1461;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №488;446;488;
1679;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №489;464;489;
1931;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №49;543;49;
1179;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №492;332;492;
1466;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №493;408;493;
1137;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №494;321;494;
1672;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №495;462;495;
1222;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №496;343;496;
111;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №498;33;498;
1817;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №499;498;499;
2115;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №5;592;5;
1424;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №500;465;500;
1189;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №501;335;501;
1138;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №502 имени Героя Российской Федерации А.Н. Рожкова;321;502;
1184;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №507;334;507;
1318;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №508;363;508;
1612;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №509 ;444;509;
1382;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №510;377;510;
1407;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №511;383;511;
1685;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №513;465;513;
2015;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №516;570;516;
2073;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №517;583;517;
1513;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №519;421;519;
1906;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №520;536;520;
2012;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №524;569;524;
20;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №525;18;525;
1091;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №529;309;529;
1985;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №53;561;53;
2079;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №531;585;531;
1163;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №534;327;534;
1947;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №535;548;535;
1967;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №536;554;536;
2007;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №538 имени С.В. Гришина;568;538;
2075;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №541;584;541;
1133;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №543;319;543;
1273;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №544;353;544;
1277;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №547;354;547;
1348;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №549;370;549;
2542;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №55;721;55;
1304;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №550;359;550;
1153;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №552;325;552;
144;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №553;38;553;
2529;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №56 имени академика В.А. Легасова;716;56;
1846;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №563;548;563;
2046;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №568;577;568;
1490;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №572;416;572;
1129;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №574;382;574;
1241;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №575;346;575;
1135;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №576;320;576;
1351;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №581 ;371;581;
2163;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №584;605;584;
1282;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №585;355;585;
2535;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №587;719;587;
72;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №588;26;588;
2660;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №589;757;589;
67;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №59 имени Н.В. Гоголя;25;59;
2506;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №591;708;591;
218;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №593;55;593;
624;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №596;184;596;
684;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №597;197;597;
2539;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №598;720;598;
212;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №599;131;599;
2813;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №602;807;602;
2746;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №604;786;604;
2792;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №609;801;609;
2680;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №61;762;61;
1844;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №611;538;611;
151;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №613;41;613;
2805;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №616 ;805;616;
2765;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №617 имени генерала Д.Ф. Алексеева;794;617;
2824;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №618;811;618;
1648;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №623;456;623;
2072;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №626 имени Н.И. Сац;583;626;
44;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627;18;627;
1262;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №629;351;629;
2546;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №63 ;722;63;
1742;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №632;479;632;
2366;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №633;677;633;
2405;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №634;687;634;
2773;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №638;796;638;
1603;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №641 имени Сергея Есенина ;443;641;
2442;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №646;695;646;
2363;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №647;676;647;
469;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №648;135;648;
1182;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №649;354;649;
2607;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №65;738;65;
2356;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №650;673;650;
623;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №651;184;651;
1322;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №652;364;652;
1562;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана;434;654;
795;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №655;235;655;
1357;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №657;372;657;
2080;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №658;585;658;
594;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №660;180;660;
590;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №662 имени Героя Советского Союза Л.М. Доватора;179;662;
2361;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №664;675;664;
578;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №669;177;669;
325;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №680;91;680;
2372;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №681;678;681;
709;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №683;205;683;
1757;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №687 ;483;687;
441;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №69 имени Б.Ш. Окуджавы;125;69;
471;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №692;194;692;
2064;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №693;581;693;
738;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №694;211;694;
2237;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №695;679;695;
2483;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №696 ;701;696;
586;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №698 ;178;698;
450;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №70;128;70;
349;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №702;98;702;
350;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №703;98;703;
533;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №704;165;704;
449;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №705;128;705;
670;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №706;193;706;
2382;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №707;680;707;
2200;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №708;618;708;
2635;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №71;748;71;
2503;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №711 ;707;711;
2598;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №713 ;736;713;
2606;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №714;738;714;
567;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №717 ;176;717;
2762;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №718;793;718;
2654;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №72;755;72;
630;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №725;186;725;
568;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №726;176;726;
627;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №727;185;727;
1366;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №728;374;728;
2560;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №73;725;73;
2702;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №732;771;732;
1774;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №733;486;733;
2724;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №737;778;737;
671;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №739;193;739;
2632;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №74;747;74;
579;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №743;177;743;
702;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №744 имени Петра Николаевича Еремеева;203;744;
650;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №747;189;747;
2570;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №749;728;749;
982;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №750;279;750;
825;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №751;241;751;
819;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №752;240;752;
920;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №753;262;753;
978;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №755;277;755;
876;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №756;251;756;
860;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №757;247;757;
872;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №758;250;758;
1079;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №760 имени А.П. Маресьева;306;760;
748;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №761;215;761;
1098;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №762;310;762;
824;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №763;241;763;
2086;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №765 ;586;765;
2455;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №766;696;766;
2235;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №767;653;767;
458;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №769;131;769;
1106;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №770 имени маршала бронетанковых войск П.П. Полубоярова;312;770;
1519;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №773;422;773;
1652;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №775;457;775;
1762;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №776;484;776;
1524;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №777;423;777;
1594;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №778;441;778;
1999;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №779;566;779;
2180;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №780;609;780;
2434;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №783 ;694;783;
1427;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №785;454;785;
1451;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №786;423;786;
2435;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №787 имени А.Н. Савельева;694;787;
2138;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №789;598;789;
2132;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №790;597;790;
1936;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №791;544;791;
1932;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №793;543;793;
2050;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №794;578;794;
2471;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №799;699;799;
221;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №80;55;80;
2492;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №802 ;719;802;
2799;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №804;803;804;
2569;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №806;728;806;
2578;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №808;729;808;
2689;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №809;766;809;
2715;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №81;775;81;
2348;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810;670;810;
2641;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №811;750;811;
2580;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №814 ;730;814;
344;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №819;96;819;
16;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №82;47;82;
283;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №827 ;77;827;
290;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №828;79;828;
