"ID","WALKING_DURATION_275","WALKING_DISTANCE_275"
"184","1335","1785"
"185","2453","3262"
"186","2705","3650"
"187","2664","3592"
"188","2739","3668"
"189","2526","3391"
"190","2707","3625"
"191","2721","3643"
"192","1409","1927"
"193","862","1202"
"194","1171","1596"
"195","741","1033"
"196","1096","1480"
"197","635","881"
"198","620","863"
"199","992","1343"
"200","536","747"
"201","1651","2273"
"202","878","1198"
"203","607","826"
"204","868","1188"
"205","784","1071"
"206","749","1015"
"207","1515","2058"
"208","1074","1490"
"209","1459","1981"
"210","985","1354"
"211","1393","1903"
"212","940","1289"
"213","969","1332"
"214","1778","2415"
"215","1751","2383"
"216","1638","2226"
"217","1589","2154"
"218","1542","2088"
"219","1812","2448"
"220","1728","2344"
"221","1510","2048"
"222","1774","2403"
"223","1854","2507"
"224","1998","2698"
"225","1961","2639"
"226","1467","1991"
"227","1717","2315"
"228","1483","2017"
"229","1410","1920"
"230","1325","1805"
"231","1375","1878"
"232","1717","2315"
"233","1381","1878"
"234","1302","1771"
"235","1170","1582"
"236","1378","1875"
"237","1643","2217"
"238","1251","1690"
"239","1643","2217"
"240","1761","2374"
"241","1870","2517"
"242","1785","2406"
"243","1163","1566"
"244","1494","2010"
"245","1174","1586"
"246","1128","1522"
"247","962","1307"
"248","946","1287"
"249","1333","1810"
"250","1292","1752"
"251","1100","1492"
"252","1235","1680"
"253","1350","1838"
"254","1313","1786"
"255","1390","1894"
"256","1058","1457"
"257","1162","1590"
"258","993","1363"
"259","942","1284"
"260","911","1233"
"261","768","1031"
"262","744","997"
"263","744","997"
"264","709","950"
"265","1094","1479"
"266","791","1066"
"267","1404","1927"
"268","750","1011"
"269","1171","1598"
"270","1406","1923"
"271","1238","1701"
"272","1167","1595"
"273","1228","1673"
"274","1036","1407"
"275","1045","1421"
"276","1308","1785"
"277","704","954"
"278","631","854"
"279","2588","3485"
"280","2577","3469"
"281","2520","3388"
"282","2507","3370"
"283","696","937"
"284","640","866"
"285","1106","1500"
"286","1503","2063"
"287","1025","1388"
"288","879","1183"
"289","788","1063"
"290","1380","1890"
"291","1392","1908"
"292","1136","1552"
"293","1310","1796"
"294","1263","1726"
"295","1271","1744"
"296","1342","1843"
"297","1218","1670"
"298","1176","1607"
"299","1097","1503"
"300","1169","1604"
"301","1201","1647"
"302","901","1217"
"303","871","1176"
"304","886","1201"
"305","964","1308"
"306","723","986"
"307","791","1052"
"308","950","1279"
"309","717","962"
"310","714","965"
"311","827","1107"
"312","954","1279"
"313","2768","3714"
"314","2724","3651"
"315","2753","3686"
"316","2566","3419"
"317","2716","3635"
"318","2662","3557"
"319","2559","3414"
"320","2523","3401"
"321","2522","3401"
"322","2469","3321"
"323","2369","3181"
"324","2226","2986"
"325","2245","3011"
"326","2156","2893"
"327","2164","2904"
"328","2044","2746"
"329","2105","2834"
"330","2038","2695"
"331","2226","2982"
"332","2071","2776"
"333","2137","2865"
"334","2006","2688"
"335","1998","2676"
"336","1964","2634"
"337","1986","2671"
"338","2762","3659"
"339","2666","3515"
"340","2008","2682"
"341","1943","2591"
"342","2781","3685"
"343","2729","3601"
"344","1973","2630"
"345","1966","2620"
"346","1897","2538"
"347","1917","2552"
"348","1861","2544"
"349","2254","3044"
"350","2174","2911"
"351","2034","2743"
"352","2100","2825"
"353","2160","2896"
"354","2180","2926"
"355","2096","2820"
"356","2043","2750"
"357","2190","2954"
"358","1955","2652"
"359","1141","1555"
"360","1280","1748"
"361","1195","1629"
"362","1252","1705"
"363","927","1280"
"364","749","1020"
"365","561","773"
"366","551","746"
"367","551","746"
"368","558","758"
"369","514","693"
"370","556","772"
"371","531","737"
"372","833","1147"
"373","906","1239"
"374","981","1338"
"375","832","1127"
"376","1040","1418"
"377","1103","1503"
"378","643","872"
"379","835","1143"
"380","585","793"
"381","1045","1420"
"382","599","810"
"383","426","583"
"384","361","480"
"385","435","583"
"386","532","718"
"387","390","517"
"388","419","556"
"389","474","635"
"390","561","757"
"391","525","703"
"392","542","728"
"393","592","798"
"394","968","1310"
"395","868","1167"
"396","822","1112"
"397","664","888"
"398","1758","2374"
"399","1508","2042"
"400","1541","2087"
"401","1584","2144"
"402","1885","2556"
"403","1870","2533"
"404","1834","2484"
"405","1863","2525"
"406","1759","2376"
"407","1713","2310"
"408","1498","2025"
"409","1463","1978"
"410","1736","2362"
"411","1716","2325"
"412","1684","2283"
"413","1610","2181"
"414","1811","2443"
"415","1811","2446"
"416","1680","2278"
"417","1545","2095"
"418","1486","2026"
"419","1797","2428"
"420","1584","2141"
"421","2739","3670"
"422","2462","3312"
"423","2436","3272"
"424","2342","3141"
"425","2442","3279"
"426","2233","3025"
"427","2002","2698"
"428","2022","2728"
"429","1945","2629"
"430","1934","2588"
"431","1818","2458"
"432","1972","2672"
"433","2074","2796"
"434","1839","2489"
"435","1827","2476"
"436","1893","2556"
"437","1930","2614"
"438","1705","2316"
"439","1605","2192"
"440","1553","2115"
"441","1458","1985"
"442","1531","2087"
"443","1394","1901"
"444","1647","2232"
"445","1676","2299"
"446","1711","2317"
"447","1723","2334"
"448","1536","2085"
"449","1158","1579"
"450","1108","1509"
"451","1006","1365"
"452","1498","2030"
"453","1413","1914"
"454","1442","1944"
"455","1585","2137"
"456","1555","2097"
"457","1520","2048"
"458","1507","2031"
"459","1686","2281"
"460","1326","1783"
"461","1260","1685"
"462","1222","1634"
"463","2785","3732"
"464","4069","5588"
"465","3903","5356"
"466","3913","5367"
"467","2668","3605"
"468","3741","5116"
"469","2578","3500"
"470","2567","3485"
"471","2558","3472"
"472","3754","5131"
"473","2469","3357"
"474","2521","3424"
"475","2494","3391"
"476","2474","3337"
"477","2486","3381"
"478","3388","4615"
"479","2426","3270"
"480","3349","4556"
"481","2401","3235"
"482","3315","4507"
"483","2366","3186"
"484","3278","4453"
"485","3161","4294"
"486","3131","4260"
"487","3022","4103"
"488","3022","4093"
"489","3026","4098"
"490","3007","4074"
"491","2993","4052"
"492","2941","3980"
"493","2937","3976"
"494","2911","3940"
"495","2903","3927"
"496","2911","3940"
"497","2737","3701"
"498","2737","3701"
"499","2543","3435"
"500","2516","3396"
"501","2484","3350"
"502","2462","3318"
"503","2428","3268"
"504","2427","3265"
"505","2380","3200"
"506","4060","5577"
"507","2363","3210"
"508","2415","3281"
"509","2352","3194"
"510","2266","3082"
"511","2039","2783"
"512","2291","3112"
"513","2315","3146"
"514","2339","3177"
"515","2302","3127"
"516","1988","2701"
"517","1988","2700"
"518","1948","2650"
"519","1871","2563"
"520","2159","2933"
"521","2191","2972"
"522","2127","2889"
"523","2216","3008"
"524","3201","4362"
"525","3019","4100"
"526","3085","4179"
"527","3086","4181"
"528","3094","4204"
"529","3094","4204"
"530","2297","3169"
"531","2381","3272"
"532","2482","3424"
"533","2406","3253"
"534","2418","3253"
"535","1884","2570"
"536","1814","2482"
"537","1780","2454"
"538","1651","2283"
"539","1685","2317"
"540","1735","2374"
"541","1779","2437"
"542","1857","2543"
"543","1219","1670"
"544","1394","1904"
"545","1393","1894"
"546","1347","1835"
"547","2299","3087"
"548","2143","2879"
"549","2124","2865"
"550","2181","3011"
"551","2286","3146"
"552","2244","3097"
"553","1915","2630"
"554","2038","2813"
"555","2036","2799"
"556","2105","2912"
"557","4225","5802"
"558","4191","5757"
"559","4064","5576"
"560","4040","5536"
"561","3977","5444"
"562","3931","5378"
"563","3839","5246"
"564","3514","4787"
"565","3572","4862"
"566","3239","4416"
"567","3128","4258"
"568","3178","4335"
"569","3115","4234"
"570","3059","4150"
"571","3114","4233"
"572","3090","4190"
"573","3082","4191"
"574","3085","4195"
"575","3145","4273"
"576","3145","4273"
"577","2809","3799"
"578","3079","4194"
"579","2893","3926"
"580","3039","4133"
"581","2779","3758"
"582","2980","4054"
"583","3014","4100"
"584","2908","3951"
"585","2908","3950"
"586","2748","3731"
"587","2730","3711"
"588","2697","3665"
"589","2709","3678"
"590","2684","3640"
"591","2630","3567"
"592","2689","3638"
"593","2530","3430"
"594","2513","3401"
"595","2514","3404"
"596","4376","6007"
"597","4581","6302"
"598","4289","5874"
"599","5138","7056"
"600","4955","6796"
"601","4845","6641"
"602","5023","6882"
"603","5054","6933"
"604","5086","6984"
"605","5146","7076"
"606","5017","6871"
"607","5035","6913"
"608","5004","6873"
"609","4544","6248"
"610","4471","6149"
"611","4488","6172"
"612","4581","6302"
"613","4622","6364"
"614","4586","6313"
"615","4606","6339"
"616","4551","6262"
"617","4572","6294"
"618","4655","6401"
"619","4485","6168"
"620","3409","4616"
"621","3409","4616"
"622","3386","4590"
"623","3353","4549"
"624","3350","4541"
"625","3706","5039"
"626","3718","5054"
"627","3644","4946"
"628","3971","5413"
"629","3956","5386"
"630","3850","5237"
"631","3645","4941"
"632","3598","4887"
"633","3545","4813"
"634","3444","4677"
"635","3299","4480"
"636","3914","5326"
"637","3965","5397"
"638","3223","4363"
"639","3045","4105"
"640","3062","4130"
"641","3070","4145"
"642","2990","4031"
"643","3008","4058"
"644","2923","3941"
"645","2978","4026"
"646","3827","5205"
"647","3923","5329"
"648","3795","5146"
"649","3728","5065"
"650","4936","6754"
"651","4912","6717"
"652","4857","6644"
"653","4855","6637"
"654","4863","6646"
"655","4583","6296"
"656","4961","6789"
"657","4919","6730"
"658","4960","6790"
"659","4849","6703"
"660","4396","6044"
"661","4509","6212"
"662","4553","6278"
"663","4554","6273"
"664","4465","6147"
"665","4551","6267"
"666","4419","6087"
"667","4458","6133"
"668","4357","5993"
"669","4659","6353"
"670","4669","6365"
"671","4655","6344"
"672","4616","6291"
"673","4560","6251"
"674","4420","6067"
"675","4416","6072"
"676","4557","6251"
"677","4320","5922"
"678","4521","6214"
"679","4463","6142"
"680","4198","5750"
"681","4407","6064"
"682","4415","6074"
"683","3986","5457"
"684","3940","5390"
"685","4295","5904"
"686","3927","5371"
"687","3909","5342"
"688","3872","5288"
"689","3839","5239"
"690","4188","5760"
"691","3907","5341"
"692","3866","5283"
"693","4160","5721"
"694","4183","5751"
"695","4167","5736"
"696","4199","5783"
"697","4232","5832"
"698","4817","6586"
"699","3716","5080"
"700","3660","5003"
"701","3625","4947"
"702","3539","4824"
"703","3585","4900"
"704","3543","4836"
"705","3526","4817"
"706","3517","4802"
"707","3465","4726"
"708","3482","4745"
"709","3457","4707"
"710","3482","4739"
"711","3453","4711"
"712","3405","4640"
"713","3394","4622"
"714","3342","4546"
"715","3353","4568"
"716","3287","4466"
"717","3279","4464"
"718","3221","4373"
"719","3566","4881"
"720","4770","6513"
"721","3518","4815"
"722","3467","4739"
"723","4849","6623"
"724","4733","6457"
"725","4926","6727"
"726","4585","6297"
"727","4498","6178"
"728","4405","6063"
"729","4353","5991"
"730","4316","5941"
"731","4279","5894"
"732","4453","6132"
"733","4623","6375"
"734","4587","6326"
"735","4309","5936"
"736","4372","6025"
"737","4274","5878"
"738","4368","6016"
"739","4387","6039"
"740","4309","5927"
"741","4531","6221"
"742","4646","6386"
"743","4655","6405"
"744","4685","6451"
"745","4495","6171"
"746","4601","6326"
"747","4490","6164"
"748","4602","6327"
"749","4629","6313"
"750","4732","6455"
"751","4595","6265"
"752","4542","6188"
"753","4739","6465"
"754","4655","6344"
"755","4710","6418"
"756","4461","6108"
"757","4468","6112"
"758","4287","5867"
"759","4253","5816"
"760","4340","5943"
"761","4337","5936"
"762","4243","5804"
"763","4289","5874"
"764","4827","6596"
"765","4655","6351"
"766","4732","6458"
"767","4516","6135"
"768","4552","6198"
"769","4457","6054"
"770","4212","5762"
"771","4154","5693"
"772","4311","5868"
"773","4278","5843"
"774","4247","5782"
"775","4168","5705"
"776","3949","5401"
"777","4104","5610"
"778","3809","5197"
"779","3781","5150"
"780","3968","5414"
"781","3925","5354"
"782","3746","5097"
"783","3738","5088"
"784","3821","5208"
"785","3784","5154"
"786","3752","5106"
"787","3965","5401"
"788","3656","4976"
"789","3870","5273"
"790","3599","4894"
"791","3494","4758"
"792","3548","4834"
"793","3733","5075"
"794","3417","4654"
"795","3452","4703"
"796","3492","4760"
"797","3696","5015"
"798","3652","4953"
"799","3574","4839"
"800","4670","6369"
"801","4695","6409"
"802","4653","6336"
"803","3683","5008"
"804","3639","4934"
"805","3550","4822"
"806","3480","4722"
"807","3458","4690"
"808","3240","4399"
"809","3241","4399"
"810","3244","4403"
"811","3476","4719"
"812","3465","4703"
"813","3411","4627"
"814","3400","4614"
"815","3329","4509"
"816","3308","4477"
"817","3196","4329"
"818","3151","4273"
"819","4632","6307"
"820","3059","4131"
"821","3065","4139"
"822","3061","4130"
"823","3045","4107"
"824","3002","4042"
"825","2984","4017"
"826","4599","6256"
"827","4499","6116"
"828","4355","5911"
"829","4457","6067"
"830","4412","5996"
"831","4457","6055"
"832","4310","5850"
"833","4267","5792"
"834","4412","5993"
"835","4379","5947"
"836","4480","6084"
"837","4205","5714"
"838","4338","5886"
"839","4169","5668"
"840","4143","5635"
"841","4201","5708"
"842","4118","5604"
"843","4089","5569"
"844","4074","5548"
"845","4057","5525"
"846","4137","5645"
"847","4174","5698"
"848","4032","5494"
"849","4004","5457"
"850","4480","6084"
"851","4580","6227"
"852","4442","6035"
"853","4558","6198"
"854","4427","6019"
"855","4492","6112"
"856","4394","5974"
"857","3959","5375"
"858","3824","5200"
"859","3727","5077"
"860","3803","5178"
"861","3619","4918"
"862","3574","4853"
"863","3618","4912"
"864","4382","5978"
"865","4372","5955"
"866","4333","5893"
"867","4291","5834"
"868","4272","5812"
"869","3530","4773"
"870","3567","4829"
"871","3530","4771"
"872","3549","4800"
"873","3502","4739"
"874","3461","4675"
"875","3513","4751"
"876","3495","4724"
"877","3473","4694"
"878","3425","4617"
"879","4259","5788"
"880","3302","4453"
"881","3153","4243"
"882","3195","4303"
"883","3211","4327"
"884","3257","4394"
"885","3266","4408"
"886","3153","4239"
"887","3132","4214"
"888","3192","4302"
"889","3983","5417"
"890","4048","5514"
"891","4228","5743"
"892","4115","5588"
"893","3940","5357"
"894","3994","5424"
"895","3908","5319"
"896","4147","5635"
"897","4073","5529"
"898","4045","5493"
"899","4034","5478"
"900","4015","5451"
"901","3859","5237"
"902","3706","5028"
"903","4247","5777"
"904","4269","5806"
"905","4291","5837"
"906","4029","5476"
"907","3968","5383"
"908","3942","5368"
"909","3940","5343"
"910","3909","5320"
"911","3896","5299"
"912","3897","5301"
"913","4142","5658"
"914","3803","5168"
"915","3835","5208"
"916","3831","5202"
"917","3714","5040"
"918","3742","5096"
"919","3680","5003"
"920","3613","4910"
"921","4253","5785"
"922","3725","5070"
"923","3705","5026"
"924","4086","5573"
"925","3494","4731"
"926","3281","4417"
"927","3341","4491"
"928","3391","4599"
"929","3213","4326"
"930","2990","4016"
"931","2951","3964"
"932","2911","3913"
"933","2875","3864"
"934","4149","5637"
"935","4211","5728"
"936","4218","5738"
"937","3255","4408"
"938","3230","4372"
"939","3196","4324"
"940","3171","4288"
"941","3170","4285"
"942","2890","3883"
"943","2748","3675"
"944","2834","3802"
"945","2833","3801"
"946","2843","3819"
"947","2938","3960"
"948","2939","3961"
"949","4080","5551"
"950","4001","5448"
"951","2732","3655"
"952","2731","3654"
"953","2727","3657"
"954","2759","3704"
"955","2853","3838"
"956","2853","3838"
"957","4175","5681"
"958","4028","5481"
"959","4081","5552"
"960","3818","5200"
"961","3746","5097"
"962","3747","5104"
"963","3996","5475"
"964","4118","5637"
"965","3691","5021"
"966","3935","5384"
"967","3870","5285"
"968","3899","5324"
"969","3680","5009"
"970","3859","5266"
"971","3850","5258"
"972","3756","5110"
"973","4092","5598"
"974","3520","4773"
"975","3719","5054"
"976","3719","5053"
"977","3730","5071"
"978","3412","4629"
"979","3628","4926"
"980","3247","4395"
"981","3509","4753"
"982","3467","4682"
"983","3183","4301"
"984","3399","4598"
"985","3355","4529"
"986","3352","4524"
"987","4213","5807"
"988","3284","4448"
"989","3129","4224"
"990","3153","4257"
"991","3104","4188"
"992","3947","5395"
"993","4006","5473"
"994","4885","6683"
"995","4942","6759"
"996","4881","6674"
"997","4816","6581"
"998","4686","6392"
"999","5016","6872"
"1000","5061","6958"
"1001","4804","6625"
"1002","4760","6567"
"1003","4752","6556"
"1004","4784","6591"
"1005","5089","6994"
"1006","4731","6516"
"1007","4676","6431"
"1008","4843","6679"
"1009","4882","6739"
"1010","4680","6444"
"1011","4626","6372"
"1012","4899","6761"
"1013","4829","6671"
"1014","4194","5752"
"1015","4036","5527"
"1016","3963","5407"
"1017","4067","5561"
"1018","3938","5371"
"1019","3962","5401"
"1020","3981","5426"
"1021","3961","5397"
"1022","3931","5354"
"1023","4123","5643"
"1024","3780","5140"
"1025","3720","5064"
"1026","3711","5047"
"1027","3791","5140"
"1028","3650","4958"
"1029","3660","4976"
"1030","3662","4979"
"1031","3429","4654"
"1032","3528","4803"
"1033","3485","4716"
"1034","3351","4550"
"1035","3351","4550"
"1036","3254","4410"
"1037","3996","5463"
"1038","5159","7091"
"1039","5138","7062"
"1040","4979","6819"
"1041","4954","6779"
"1042","4907","6716"
"1043","4879","6677"
"1044","4850","6626"
"1045","4769","6518"
"1046","4723","6453"
"1047","4645","6329"
"1048","4607","6268"
"1049","4492","6101"
"1050","4542","6165"
"1051","4469","6077"
"1052","4491","6104"
"1053","4369","5960"
"1054","4348","5931"
"1055","4133","5637"
"1056","4075","5551"
"1057","4016","5468"
"1058","3902","5311"
"1059","3873","5264"
"1060","3872","5261"
"1061","4819","6672"
"1062","4514","6171"
"1063","4816","6641"
"1064","4786","6596"
"1065","4847","6683"
"1066","4519","6176"
"1067","4738","6525"
"1068","4746","6535"
"1069","4713","6484"
"1070","4678","6438"
"1071","4637","6364"
"1072","4626","6348"
"1073","4569","6264"
"1074","4665","6400"
"1075","4456","6106"
"1076","4407","6034"
"1077","4394","6016"
"1078","4357","5964"
"1079","4917","6796"
"1080","4886","6746"
"1081","5193","7156"
"1082","4861","6710"
"1083","4834","6669"
"1084","5109","7057"
"1085","5200","7156"
"1086","5151","7084"
"1087","5144","7072"
"1088","4803","6620"
"1089","4749","6542"
"1090","4721","6505"
"1091","4684","6453"
"1092","3078","4164"
"1093","3112","4212"
"1094","3108","4180"
"1095","3076","4133"
"1096","3132","4232"
"1097","3169","4289"
"1098","3022","4078"
"1099","3179","4284"
"1100","3060","4123"
"1101","3170","4270"
"1102","2926","3926"
"1103","3119","4196"
"1104","2926","3926"
"1105","4401","5987"
"1106","4353","5920"
"1107","4267","5800"
"1108","4263","5799"
"1109","4297","5847"
"1110","4250","5779"
"1111","4126","5615"
"1112","4178","5684"
"1113","4088","5562"
"1114","4396","5976"
"1115","3984","5428"
"1116","3944","5363"
"1117","3961","5393"
"1118","3858","5257"
"1119","4357","5918"
"1120","3761","5116"
"1121","3681","4991"
"1122","3748","5084"
"1123","3737","5071"
"1124","3601","4880"
"1125","3716","5048"
"1126","3639","4941"
"1127","4297","5836"
"1128","4293","5833"
"1129","4369","5941"
"1130","4643","6393"
"1131","4698","6472"
"1132","4739","6545"
"1133","4409","6057"
"1134","4461","6125"
"1135","4265","5850"
"1136","4386","6025"
"1137","4407","6051"
"1138","4002","5463"
"1139","3965","5429"
"1140","4474","6137"
"1141","4476","6137"
"1142","4582","6282"
"1143","4465","6126"
"1144","3925","5354"
"1145","3942","5378"
"1146","3910","5349"
"1147","4294","5885"
"1148","4514","6189"
"1149","4372","5985"
"1150","3893","5307"
"1151","4277","5851"
"1152","4314","5898"
"1153","4332","5924"
"1154","4587","6326"
"1155","3841","5231"
"1156","4209","5751"
"1157","4246","5796"
"1158","4266","5822"
"1159","3841","5227"
"1160","3773","5128"
"1161","4056","5537"
"1162","4051","5530"
"1163","3754","5097"
"1164","3794","5151"
"1165","3986","5437"
"1166","4025","5493"
"1167","4025","5494"
"1168","4006","5466"
"1169","4630","6375"
"1170","3889","5303"
"1171","4103","5593"
"1172","3952","5378"
"1173","3906","5317"
"1174","3849","5231"
"1175","3860","5247"
"1176","3829","5201"
"1177","4602","6336"
"1178","4574","6296"
"1179","4535","6238"
"1180","4584","6302"
"1181","4381","6034"
"1182","4348","5985"
"1183","4512","6202"
"1184","5104","7040"
"1185","5071","6979"
"1186","4982","6846"
"1187","4964","6822"
"1188","4961","6812"
"1189","4769","6570"
"1190","4913","6744"
"1191","4708","6479"
"1192","4807","6583"
"1193","4688","6422"
"1194","4795","6562"
"1195","4761","6508"
"1196","5093","7010"
"1197","5164","7102"
"1198","4697","6417"
"1199","4743","6472"
"1200","4628","6313"
"1201","4557","6227"
"1202","4496","6153"
"1203","4552","6203"
"1204","4439","6080"
"1205","5132","7073"
"1206","4529","6169"
"1207","4399","5999"
"1208","4391","6007"
"1209","4419","6006"
"1210","4338","5887"
"1211","4321","5907"
"1212","4298","5843"
"1213","5014","6906"
"1214","5032","6918"
"1215","4256","5781"
"1216","4256","5774"
"1217","4187","5684"
"1218","4206","5717"
"1219","4236","5752"
"1220","4182","5676"
"1221","4152","5633"
"1222","4187","5684"
"1223","4069","5528"
"1224","4031","5472"
"1225","3951","5362"
"1226","3931","5343"
"1227","4988","6858"
"1228","5089","6995"
"1229","3895","5292"
"1230","3863","5253"
"1231","3867","5255"
"1232","3796","5175"
"1233","5081","6996"
"1234","3738","5083"
"1235","3834","5222"
"1236","3671","4988"
"1237","3685","5014"
"1238","3692","5005"
"1239","3654","4969"
"1240","3592","4869"
"1241","3624","4925"
"1242","4939","6795"
"1243","3586","4860"
"1244","3508","4753"
"1245","3545","4803"
"1246","4440","6068"
"1247","4447","6077"
"1248","4404","6017"
"1249","4359","5957"
"1250","4426","6050"
"1251","3836","5252"
"1252","3918","5369"
"1253","3869","5301"
"1254","3901","5331"
"1255","3864","5277"
"1256","3750","5101"
"1257","3791","5155"
"1258","3778","5135"
"1259","3646","4965"
"1260","3693","5026"
"1261","3336","4510"
"1262","3274","4418"
"1263","3161","4255"
"1264","3124","4202"
"1265","3122","4198"
"1266","3082","4173"
"1267","3148","4237"
"1268","3084","4151"
"1269","3061","4128"
"1270","4142","5661"
"1271","4118","5628"
"1272","4207","5752"
"1273","4247","5800"
"1274","4121","5619"
"1275","4132","5639"
"1276","3011","4077"
"1277","2921","3944"
"1278","4601","6284"
"1279","4607","6297"
"1280","4155","5683"
"1281","4026","5518"
"1282","3593","4877"
"1283","3562","4835"
"1284","3563","4837"
"1285","3830","5247"
"1286","3705","5043"
"1287","3703","5040"
"1288","3675","4992"
"1289","3676","4993"
"1290","3697","5048"
"1291","3760","5147"
"1292","3845","5261"
"1293","3896","5330"
"1294","3650","4990"
"1295","3758","5140"
"1296","3759","5141"
"1297","4266","5825"
"1298","3980","5418"
"1299","4041","5503"
"1300","3920","5346"
"1301","3973","5409"
"1302","3825","5196"
"1303","3826","5200"
"1304","3753","5096"
"1305","3766","5111"
"1306","3719","5050"
"1307","3507","4769"
"1308","3471","4731"
"1309","3372","4600"
"1310","3231","4396"
"1311","3135","4253"
"1312","3142","4256"
"1313","3015","4064"
"1314","4404","6018"
"1315","2947","3967"
"1316","2913","3919"
"1317","2842","3821"
"1318","2917","3925"
"1319","2917","3926"
"1320","2854","3846"
"1321","2782","3747"
"1322","2713","3646"
"1323","2678","3596"
"1324","2757","3696"
"1325","2763","3699"
"1326","4365","5965"
"1327","4323","5905"
"1328","4173","5712"
"1329","4161","5696"
"1330","3963","5407"
"1331","3931","5354"
"1332","3906","5317"
"1333","3906","5317"
"1334","4727","6466"
"1335","4496","6153"
"1336","4552","6203"
"1337","4439","6080"
"1338","5132","7073"
"1339","4529","6169"
"1340","4399","5999"
"1341","4391","6007"
"1342","4419","6006"
"1343","4338","5887"
"1344","4321","5907"
"1345","4298","5843"
"1346","5014","6906"
"1347","5032","6918"
"1348","4256","5781"
"1349","4256","5774"
"1350","4187","5684"
"1351","4206","5717"
"1352","4236","5752"
"1353","4182","5676"
"1354","4152","5633"
"1355","4187","5684"
"1356","4069","5528"
"1357","4031","5472"
"1358","3951","5362"
"1359","3931","5343"
"1360","4988","6858"
"1361","5089","6995"
"1362","3895","5292"
"1363","3863","5253"
"1364","3867","5255"
"1365","3796","5175"
"1366","5081","6996"
"1367","3738","5083"
