"ID";"WALKING_DURATION";"WALKING_DISTANCE"
"155";"734";"996"
"156";"967";"1326"
"157";"882";"1206"
"158";"882";"1206"
"159";"1126";"1544"
"160";"1126";"1544"
"161";"1186";"1642"
"162";"1122";"1561"
"163";"1126";"1544"
"164";"1181";"1641"
"165";"1209";"1675"
"166";"1147";"1573"
"167";"1225";"1682"
"168";"1208";"1656"
"169";"1224";"1697"
"170";"1228";"1686"
"171";"1228";"1686"
"172";"1228";"1686"
"173";"1228";"1686"
"174";"887";"1196"
"195";"488";"688"
"196";"698";"997"
"197";"844";"1205"
"200";"730";"1004"
"201";"1022";"1419"
"202";"916";"1264"
"203";"796";"1095"
"204";"767";"1068"
"205";"809";"1130"
"206";"823";"1150"
"207";"613";"867"
"208";"613";"867"
"209";"630";"878"
"210";"630";"878"
"211";"688";"948"
"212";"662";"937"
"213";"671";"953"
"214";"748";"1053"
"215";"710";"1007"
"216";"746";"1050"
"217";"746";"1050"
"218";"771";"1096"
"219";"786";"1117"
"220";"879";"1242"
"221";"835";"1187"
"222";"1105";"1558"
"224";"734";"996"
"225";"904";"1237"
"226";"876";"1197"
"227";"809";"1103"
"228";"787";"1072"
"229";"764";"1040"
"230";"744";"1012"
"231";"819";"1111"
"232";"833";"1131"
"233";"849";"1153"
"234";"849";"1153"
"235";"760";"1030"
"236";"836";"1135"
"237";"780";"1055"
"238";"808";"1094"
"239";"841";"1141"
"240";"859";"1168"
"241";"877";"1194"
"242";"905";"1235"
"243";"925";"1265"
"244";"843";"1145"
"245";"1031";"1434"
"246";"1014";"1393"
"247";"985";"1352"
"248";"967";"1326"
"249";"962";"1320"
"250";"916";"1252"
"251";"906";"1236"
"252";"905";"1235"
"253";"858";"1167"
"254";"870";"1184"
"255";"973";"1339"
"256";"933";"1275"
"257";"932";"1273"
"258";"989";"1357"
"259";"988";"1356"
"260";"1038";"1443"
"261";"1043";"1450"
"262";"1031";"1426"
"263";"886";"1208"
"264";"949";"1298"
"265";"948";"1297"
"266";"1006";"1381"
"267";"1018";"1415"
"268";"993";"1383"
"269";"1015";"1412"
"270";"1033";"1419"
"271";"1076";"1476"
"272";"1095";"1500"
"273";"1101";"1507"
"274";"1086";"1484"
"275";"1027";"1402"
"276";"1015";"1389"
"277";"999";"1366"
"278";"996";"1363"
"279";"1015";"1390"
"280";"882";"1206"
"281";"887";"1211"
"282";"1030";"1411"
"283";"1049";"1439"
"284";"1061";"1455"
"285";"1042";"1426"
"286";"1027";"1406"
"287";"1038";"1421"
"288";"985";"1347"
"289";"1039";"1424"
"290";"905";"1237"
"291";"921";"1260"
"292";"929";"1272"
"293";"956";"1311"
"294";"975";"1337"
"295";"994";"1365"
"296";"1011";"1388"
"297";"1126";"1544"
"298";"1126";"1544"
"299";"1126";"1544"
"300";"1126";"1544"
"301";"1126";"1544"
"302";"1126";"1544"
"303";"1126";"1544"
"304";"1126";"1544"
"305";"1126";"1544"
