"ID","WALKING_DURATION_213","WALKING_DISTANCE_213"
"1","1754","2421"
"2","1601","2221"
"3","1375","1898"
"4","1419","1961"
"5","1311","1811"
"6","1069","1487"
"7","1067","1484"
"8","1132","1583"
"9","968","1342"
"10","1054","1470"
"11","1200","1666"
"12","941","1301"
"13","1029","1420"
"14","1535","2129"
"15","1494","2072"
"16","1471","2041"
"17","1355","1880"
"18","1313","1822"
"19","1269","1758"
"20","1269","1758"
"21","1200","1660"
"22","1048","1446"
"23","1015","1400"
"24","1106","1532"
"25","982","1363"
"26","704","983"
"27","1608","2231"
"28","1561","2169"
"29","1510","2086"
"30","1463","2024"
"31","1318","1830"
"32","1328","1835"
"33","1239","1719"
"34","1212","1688"
"35","1149","1604"
"36","1071","1499"
"37","1676","2315"
"38","1664","2309"
"39","1529","2113"
"40","1525","2106"
"41","1458","2013"
"42","1457","2013"
"43","1421","1962"
"44","1718","2369"
"45","1263","1745"
"46","1243","1716"
"47","1105","1526"
"48","1089","1505"
"49","1561","2157"
"50","1492","2061"
"51","1534","2119"
"52","1454","2010"
"53","1360","1878"
"54","1362","1879"
"55","1263","1742"
"56","1205","1668"
"57","1190","1648"
"58","1137","1577"
"59","1186","1646"
"60","1110","1538"
"61","1641","2276"
"62","269","370"
"63","1309","1810"
"64","1343","1845"
"65","1422","1963"
"66","1369","1882"
"67","1341","1832"
"68","1330","1821"
"69","1528","2116"
"70","1429","1972"
"71","1583","2187"
"72","1769","2452"
"73","1769","2452"
"74","1769","2452"
"75","1700","2356"
"76","1756","2445"
"77","1817","2532"
"78","1849","2579"
"79","1776","2462"
"80","1792","2483"
"81","1847","2556"
"82","1863","2577"
"83","936","1298"
"84","1069","1466"
"85","1127","1539"
"86","978","1351"
"87","930","1286"
"88","1163","1589"
"89","1160","1585"
"90","1320","1800"
"91","1214","1655"
"92","1025","1416"
"93","1025","1416"
"94","963","1334"
"95","1080","1485"
"96","1235","1696"
"97","1391","1918"
"98","1293","1780"
"99","1165","1600"
"100","1114","1532"
"101","1171","1615"
"102","1452","2009"
"103","1452","2009"
"104","1452","2009"
"105","1452","2009"
"106","1452","2009"
"107","1213","1673"
"108","1445","2011"
"109","1480","2061"
"110","1509","2104"
"111","1200","1656"
"112","1378","1913"
"113","1399","1940"
"114","634","882"
"115","688","955"
"116","812","1127"
"117","763","1056"
"118","804","1114"
"119","811","1123"
"120","745","1040"
"121","857","1202"
"122","723","1025"
"123","803","1139"
"124","811","1145"
"125","828","1149"
"126","945","1310"
"127","853","1184"
"128","847","1192"
"129","546","774"
"130","814","1146"
"131","799","1133"
"132","699","988"
"133","609","866"
"134","583","824"
"135","582","824"
"136","544","770"
"137","914","1290"
"138","972","1356"
"139","1223","1720"
"140","675","963"
"141","1220","1719"
"142","1231","1735"
"143","854","1208"
"144","836","1187"
"145","738","1051"
"146","762","1081"
"147","728","1038"
"148","697","996"
"149","989","1381"
"150","1102","1524"
"151","1122","1554"
"152","1135","1581"
"153","1208","1701"
"154","1149","1621"
"155","779","1100"
"156","1182","1656"
"157","1069","1508"
"158","1111","1579"
"159","1104","1566"
"160","1170","1651"
"161","1185","1678"
"162","1269","1794"
"163","1275","1802"
"164","470","628"
"165","473","618"
"166","708","924"
"167","726","949"
"168","673","874"
"169","156","206"
"170","473","621"
"171","372","482"
"172","400","522"
"173","269","370"
"174","486","683"
"175","344","482"
"176","490","690"
"177","498","703"
"178","556","788"
"179","635","895"
"180","815","1146"
"181","838","1184"
"182","701","1001"
"183","931","1313"
"184","909","1288"
"185","584","797"
"186","1883","2617"
"187","1767","2455"
"188","2096","2894"
"189","1784","2469"
"190","2064","2851"
"191","2078","2869"
"192","2417","3358"
"193","2002","2785"
"194","2200","3042"
"195","1881","2616"
"196","2136","2940"
"197","1775","2464"
"198","1816","2524"
"199","2033","2803"
"200","1742","2421"
"201","2668","3715"
"202","1918","2659"
"203","1636","2272"
"204","1868","2594"
"205","1761","2445"
"206","1656","2287"
"207","2480","3434"
"208","2214","3073"
"209","2424","3358"
"210","2164","2998"
"211","2351","3263"
"212","2080","2872"
"213","2110","2915"
"214","2467","3411"
"215","2494","3452"
"216","2531","3508"
"217","2554","3531"
"218","2507","3465"
"219","2421","3338"
"220","2577","3561"
"221","2230","3067"
"222","2274","3130"
"223","2197","3016"
"224","2152","2947"
"225","2115","2888"
"226","2187","3009"
"227","2218","3046"
"228","2203","3036"
"229","2148","2966"
"230","2194","3034"
"231","2244","3107"
"232","2219","3046"
"233","2031","2799"
"234","2154","2975"
"235","2210","3043"
"236","2080","2872"
"237","2131","2929"
"238","1901","2611"
"239","2131","2928"
"240","2103","2884"
"241","2024","2766"
"242","1938","2656"
"243","1880","2581"
"244","2043","2814"
"245","1891","2601"
"246","1895","2607"
"247","1806","2500"
"248","1785","2470"
"249","1903","2621"
"250","1942","2673"
"251","1867","2577"
"252","1833","2523"
"253","1749","2415"
"254","1731","2390"
"255","1652","2282"
"256","1656","2300"
"257","1685","2329"
"258","1592","2207"
"259","1448","2001"
"260","1344","1852"
"261","1476","2027"
"262","1534","2107"
"263","1534","2107"
"264","1567","2154"
"265","2726","3745"
"266","2454","3372"
"267","2842","3915"
"268","2451","3348"
"269","2605","3599"
"270","2895","3983"
"271","2870","3958"
"272","2799","3853"
"273","2662","3675"
"274","2649","3639"
"275","2677","3679"
"276","2742","3786"
"277","2336","3212"
"278","2312","3182"
"279","1694","2351"
"280","1680","2332"
"281","1623","2251"
"282","1611","2234"
"283","2397","3275"
"284","2341","3204"
"285","2738","3757"
"286","3067","4227"
"287","2656","3646"
"288","2517","3457"
"289","2488","3400"
"290","1389","1925"
"291","1415","1964"
"292","1659","2291"
"293","1468","2038"
"294","1250","1733"
"295","1482","2060"
"296","1553","2158"
"297","1347","1872"
"298","1309","1816"
"299","1500","2081"
"300","1551","2156"
"301","1578","2196"
"302","2533","3482"
"303","2502","3434"
"304","2518","3458"
"305","2596","3565"
"306","2211","3043"
"307","2368","3241"
"308","2411","3301"
"309","2346","3219"
"310","2346","3222"
"311","2440","3344"
"312","2526","3459"
"313","1259","1738"
"314","1305","1801"
"315","1185","1629"
"316","1237","1691"
"317","1148","1579"
"318","1094","1501"
"319","1062","1458"
"320","910","1261"
"321","874","1212"
"322","789","1097"
"323","767","1061"
"324","588","814"
"325","565","781"
"326","693","964"
"327","701","975"
"328","638","890"
"329","699","978"
"330","45","64"
"331","511","702"
"332","527","732"
"333","424","586"
"334","440","611"
"335","432","600"
"336","463","646"
"337","549","770"
"338","893","1193"
"339","797","1050"
"340","310","423"
"341","368","505"
"342","912","1220"
"343","860","1136"
"344","284","387"
"345","278","378"
"346","404","561"
"347","224","305"
"348","2724","3775"
"349","2137","2926"
"350","2340","3197"
"351","2451","3366"
"352","2440","3342"
"353","2424","3308"
"354","2380","3241"
"355","2296","3135"
"356","2168","2966"
"357","2146","2938"
"358","2449","3367"
"359","2575","3557"
"360","2714","3750"
"361","2629","3631"
"362","2686","3707"
"363","2361","3282"
"364","2178","3023"
"365","2048","2830"
"366","2147","2941"
"367","2147","2941"
"368","2126","2929"
"369","2197","3024"
"370","1938","2694"
"371","1888","2622"
"372","2282","3152"
"373","2324","3219"
"374","2453","3376"
"375","2293","3148"
"376","2513","3456"
"377","2577","3543"
"378","2077","2874"
"379","2264","3146"
"380","2019","2794"
"381","1180","1623"
"382","1574","2175"
"383","1982","2720"
"384","1985","2711"
"385","2031","2777"
"386","2129","2912"
"387","2091","2855"
"388","2120","2894"
"389","2175","2973"
"390","2262","3095"
"391","2226","3041"
"392","2243","3066"
"393","2292","3135"
"394","1148","1577"
"395","1244","1707"
"396","1351","1862"
"397","1484","2038"
"398","1597","2188"
"399","1857","2565"
"400","1887","2607"
"401","1797","2479"
"402","1870","2573"
"403","1805","2480"
"404","1912","2629"
"405","1941","2671"
"406","1987","2731"
"407","2045","2807"
"408","1911","2641"
"409","1945","2689"
"410","1495","2062"
"411","1708","2350"
"412","1575","2169"
"413","1585","2183"
"414","1752","2399"
"415","1752","2402"
"416","1672","2303"
"417","1704","2348"
"418","1672","2319"
"419","1738","2384"
"420","1843","2542"
"421","2097","2896"
"422","2050","2831"
"423","2023","2791"
"424","1876","2596"
"425","1808","2506"
"426","1959","2691"
"427","2202","3012"
"428","1986","2725"
"429","2060","2829"
"430","1485","2074"
"431","1890","2596"
"432","1734","2383"
"433","1887","2587"
"434","1869","2569"
"435","1607","2212"
"436","1351","1886"
"437","1333","1868"
"438","1244","1759"
"439","1483","2057"
"440","1543","2136"
"441","1583","2187"
"442","1525","2111"
"443","1605","2216"
"444","1263","1781"
"445","1489","2074"
"446","1320","1858"
"447","1332","1876"
"448","1112","1581"
"449","1270","1757"
"450","1263","1741"
"451","1281","1766"
"452","936","1330"
"453","982","1403"
"454","886","1261"
"455","899","1276"
"456","862","1225"
"457","836","1189"
"458","826","1175"
"459","934","1328"
"460","933","1325"
"461","955","1348"
"462","917","1297"
"463","1176","1617"
"464","3878","5377"
"465","3712","5144"
"466","3722","5156"
"467","2838","3904"
"468","3550","4905"
"469","2815","3873"
"470","2881","3964"
"471","2876","3957"
"472","3563","4919"
"473","2708","3731"
"474","2839","3909"
"475","2812","3875"
"476","2643","3636"
"477","2752","3793"
"478","3124","4306"
"479","2595","3569"
"480","3170","4364"
"481","2570","3534"
"482","3215","4423"
"483","2535","3484"
"484","3256","4477"
"485","3269","4499"
"486","3116","4298"
"487","3112","4287"
"488","3032","4167"
"489","3036","4172"
"490","2977","4093"
"491","3003","4126"
"492","2952","4067"
"493","2948","4063"
"494","2923","4028"
"495","2914","4015"
"496","2923","4028"
"497","2847","3926"
"498","2847","3926"
"499","2712","3733"
"500","2685","3695"
"501","2653","3649"
"502","2629","3607"
"503","2597","3566"
"504","2596","3564"
"505","2483","3403"
"506","3869","5366"
"507","2997","4099"
"508","3049","4171"
"509","2986","4084"
"510","2900","3971"
"511","2858","3927"
"512","2934","4048"
"513","2934","4048"
"514","2878","3972"
"515","2877","3968"
"516","2761","3788"
"517","2761","3788"
"518","2750","3783"
"519","2775","3824"
"520","2734","3756"
"521","2766","3796"
"522","2681","3701"
"523","2721","3753"
"524","2968","4099"
"525","3115","4291"
"526","3061","4211"
"527","3060","4209"
"528","2997","4127"
"529","2997","4127"
"530","3463","4799"
"531","3547","4901"
"532","3648","5054"
"533","2359","3236"
"534","2414","3306"
"535","2686","3703"
"536","2743","3798"
"537","2916","4039"
"538","2833","3932"
"539","2942","4069"
"540","2992","4130"
"541","3036","4194"
"542","3115","4299"
"543","2653","3671"
"544","2828","3906"
"545","2827","3896"
"546","2782","3836"
"547","2383","3270"
"548","2479","3408"
"549","2564","3523"
"550","3347","4641"
"551","3452","4775"
"552","3410","4726"
"553","3027","4180"
"554","3204","4443"
"555","3202","4428"
"556","3271","4542"
"557","3646","5055"
"558","3613","5010"
"559","3485","4830"
"560","3461","4789"
"561","3398","4698"
"562","3352","4631"
"563","3260","4500"
"564","3072","4232"
"565","3130","4308"
"566","3006","4153"
"567","2951","4073"
"568","2830","3907"
"569","2809","3871"
"570","2875","3955"
"571","2810","3872"
"572","2840","3904"
"573","2734","3763"
"574","2737","3767"
"575","2797","3845"
"576","2797","3845"
"577","2818","3885"
"578","2731","3766"
"579","2645","3653"
"580","2702","3730"
"581","2736","3775"
"582","2643","3651"
"583","2677","3698"
"584","2571","3548"
"585","2571","3547"
"586","2486","3410"
"587","2542","3492"
"588","2526","3469"
"589","2486","3408"
"590","2404","3293"
"591","2474","3392"
"592","2352","3222"
"593","2374","3255"
"594","2333","3196"
"595","2331","3193"
"596","3799","5271"
"597","2857","3999"
"598","2536","3546"
"599","3363","4708"
"600","3180","4447"
"601","3070","4292"
"602","3248","4534"
"603","3279","4585"
"604","3312","4635"
"605","3372","4728"
"606","3242","4523"
"607","3260","4563"
"608","3229","4524"
"609","2820","3945"
"610","2761","3864"
"611","2764","3869"
"612","2857","3999"
"613","2898","4061"
"614","2862","4010"
"615","2882","4036"
"616","2827","3960"
"617","2848","3991"
"618","2931","4098"
"619","2761","3865"
"620","1787","2481"
"621","1787","2481"
"622","1764","2454"
"623","1753","2435"
"624","1757","2433"
"625","1911","2651"
"626","1923","2666"
"627","1847","2556"
"628","2163","3002"
"629","2167","2996"
"630","2061","2847"
"631","1838","2545"
"632","1801","2496"
"633","1748","2422"
"634","1649","2288"
"635","1599","2223"
"636","2125","2937"
"637","2176","3007"
"638","1630","2255"
"639","1470","2023"
"640","1488","2049"
"641","1493","2062"
"642","1415","1950"
"643","1433","1976"
"644","1349","1861"
"645","1404","1945"
"646","2038","2815"
"647","2111","2917"
"648","2002","2763"
"649","1940","2683"
"650","3161","4405"
"651","3137","4368"
"652","3082","4296"
"653","3080","4288"
"654","3088","4297"
"655","2859","3993"
"656","3180","4431"
"657","3138","4372"
"658","3185","4441"
"659","3125","4400"
"660","2672","3741"
"661","2785","3909"
"662","2829","3975"
"663","2830","3970"
"664","2741","3844"
"665","2828","3964"
"666","2743","3848"
"667","2734","3830"
"668","2745","3845"
"669","2884","4004"
"670","2894","4016"
"671","2880","3995"
"672","2841","3942"
"673","2836","3949"
"674","2685","3753"
"675","2692","3770"
"676","2833","3948"
"677","2563","3589"
"678","2797","3912"
"679","2739","3839"
"680","2593","3626"
"681","2683","3761"
"682","2692","3771"
"683","2444","3422"
"684","2398","3355"
"685","2645","3703"
"686","2385","3336"
"687","2368","3306"
"688","2330","3252"
"689","2297","3204"
"690","2667","3746"
"691","2365","3305"
"692","2324","3247"
"693","2629","3694"
"694","2652","3725"
"695","2636","3710"
"696","2668","3757"
"697","2701","3806"
"698","3036","4227"
"699","2230","3126"
"700","2298","3221"
"701","2255","3155"
"702","2257","3153"
"703","2363","3314"
"704","2324","3254"
"705","2424","3396"
"706","2411","3378"
"707","2365","3307"
"708","2439","3405"
"709","2466","3440"
"710","2495","3477"
"711","2479","3469"
"712","2559","3576"
"713","2548","3558"
"714","2502","3487"
"715","2624","3664"
"716","2566","3570"
"717","2700","3768"
"718","2640","3672"
"719","2591","3631"
"720","2989","4155"
"721","2579","3615"
"722","2668","3734"
"723","3068","4265"
"724","2958","4108"
"725","3145","4369"
"726","3067","4302"
