"ID","WALKING_DURATION_876","WALKING_DISTANCE_876"
"361","3511","4808"
"362","3568","4883"
"363","3449","4740"
"364","3670","5026"
"365","3975","5439"
"366","4063","5549"
"367","4063","5549"
"368","4053","5537"
"369","4087","5580"
"370","3836","5275"
"371","3925","5398"
"372","3634","4964"
"373","3557","4874"
"374","3633","4952"
"375","3696","5033"
"376","3693","5032"
"377","3757","5119"
"378","3756","5138"
"379","3579","4903"
"380","3812","5217"
"381","3415","4672"
"382","3853","5285"
"383","4027","5505"
"384","4159","5675"
"385","4081","5570"
"386","4071","5555"
"387","4217","5754"
"388","4272","5829"
"389","4213","5750"
"390","4189","5720"
"391","4309","5889"
"392","4352","5963"
"393","4348","5959"
"394","3495","4782"
"395","3591","4907"
"396","3661","5018"
"397","3780","5175"
"398","2701","3666"
"399","2974","4060"
"400","3004","4102"
"401","2912","3970"
"402","2837","3864"
"403","2822","3841"
"404","2786","3792"
"405","2815","3833"
"406","2800","3807"
"407","2843","3866"
"408","3026","4132"
"409","3060","4180"
"410","2755","3753"
"411","2863","3896"
"412","2808","3823"
"413","2818","3837"
"414","2856","3877"
"415","2856","3879"
"416","2850","3881"
"417","2925","3986"
"418","3004","4108"
"419","2842","3862"
"420","2960","4036"
"421","2219","2975"
"422","2214","2961"
"423","2187","2921"
"424","2268","3033"
"425","2508","3365"
"426","2387","3227"
"427","2501","3382"
"428","2493","3370"
"429","2567","3473"
"430","2620","3541"
"431","2756","3747"
"432","2692","3652"
"433","2550","3448"
"434","2777","3778"
"435","2641","3590"
"436","2726","3692"
"437","2803","3803"
"438","2898","3949"
"439","2877","3932"
"440","2923","3991"
"441","2987","4078"
"442","2956","4037"
"443","3061","4186"
"444","2957","4028"
"445","2986","4090"
"446","3013","4101"
"447","3025","4118"
"448","3054","4170"
"449","3285","4495"
"450","3336","4565"
"451","3442","4709"
"452","3196","4363"
"453","3182","4348"
"454","3292","4490"
"455","3337","4548"
"456","3371","4596"
"457","3370","4594"
"458","3357","4577"
"459","3211","4378"
"460","3324","4530"
"461","3299","4501"
"462","3353","4573"
"463","2825","3784"
"464","983","1347"
"465","1137","1558"
"466","1147","1569"
"467","1770","2391"
"468","1320","1796"
"469","1866","2524"
"470","1932","2615"
"471","1944","2632"
"472","1333","1810"
"473","1958","2658"
"474","1966","2665"
"475","1993","2707"
"476","1962","2658"
"477","2002","2719"
"478","1163","1569"
"479","2090","2836"
"480","1209","1627"
"481","2119","2876"
"482","1254","1687"
"483","2189","2970"
"484","1295","1741"
"485","1327","1788"
"486","1437","1943"
"487","1477","1994"
"488","1573","2111"
"489","1577","2116"
"490","1465","1963"
"491","1544","2070"
"492","1595","2141"
"493","1621","2177"
"494","1623","2181"
"495","1668","2243"
"496","1623","2181"
"497","1700","2294"
"498","1700","2294"
"499","1890","2561"
"500","2004","2717"
"501","2004","2717"
"502","2047","2772"
"503","2101","2845"
"504","2100","2843"
"505","2077","2812"
"506","974","1336"
"507","2306","3140"
"508","2358","3212"
"509","2295","3125"
"510","2209","3012"
"511","2365","3239"
"512","2184","2975"
"513","2184","2974"
"514","2128","2898"
"515","2127","2895"
"516","2528","3456"
"517","2528","3456"
"518","2564","3510"
"519","2514","3459"
"520","2382","3253"
"521","2397","3269"
"522","2301","3141"
"523","2341","3193"
"524","1333","1806"
"525","1480","1998"
"526","1426","1918"
"527","1425","1916"
"528","1362","1834"
"529","1362","1834"
"530","2384","3287"
"531","2431","3342"
"532","2494","3444"
"533","2034","2753"
"534","2008","2715"
"535","2604","3573"
"536","2630","3617"
"537","2597","3585"
"538","2706","3744"
"539","2775","3827"
"540","2842","3917"
"541","2886","3980"
"542","2965","4085"
"543","3244","4447"
"544","3274","4477"
"545","3306","4512"
"546","3400","4645"
"547","2221","3007"
"548","2274","3092"
"549","2343","3198"
"550","2485","3425"
"551","2476","3407"
"552","2443","3366"
"553","2609","3586"
"554","2580","3566"
"555","2648","3647"
"556","2529","3490"
"557","154","204"
"558","216","290"
"559","327","437"
"560","395","527"
"561","504","672"
"562","584","778"
"563","615","816"
"564","1111","1495"
"565","1169","1571"
"566","1371","1860"
"567","1316","1779"
"568","1316","1778"
"569","1388","1870"
"570","1454","1954"
"571","1389","1871"
"572","1501","2016"
"573","1480","1994"
"574","1483","1998"
"575","1543","2076"
"576","1543","2076"
"577","1671","2252"
"578","1477","1997"
"579","1530","2070"
"580","1626","2197"
"581","1638","2209"
"582","1567","2118"
"583","1779","2410"
"584","1673","2261"
"585","1673","2260"
"586","1657","2233"
"587","1814","2453"
"588","1821","2462"
"589","1764","2376"
"590","1799","2426"
"591","1819","2455"
"592","1839","2481"
"593","1917","2592"
"594","1927","2605"
"595","1925","2602"
"596","528","717"
"597","2337","3210"
"598","2242","3070"
"599","2605","3592"
"600","2418","3327"
"601","2369","3257"
"602","2552","3503"
"603","2519","3467"
"604","2552","3517"
"605","2519","3483"
"606","2484","3407"
"607","2456","3388"
"608","2425","3348"
"609","2269","3119"
"610","2227","3057"
"611","2244","3080"
"612","2337","3210"
"613","2146","2959"
"614","2157","2973"
"615","2230","3071"
"616","2227","3067"
"617","2159","2976"
"618","2279","3133"
"619","2241","3076"
"620","2839","3833"
"621","2839","3833"
"622","2816","3806"
"623","2876","3883"
"624","2877","3880"
"625","3175","4305"
"626","3187","4320"
"627","3173","4288"
"628","3712","5045"
"629","3690","5014"
"630","3599","4873"
"631","3447","4664"
"632","3264","4418"
"633","3211","4344"
"634","3167","4287"
"635","3006","4068"
"636","3647","4953"
"637","3596","4883"
"638","2939","3959"
"639","2788","3734"
"640","2769","3709"
"641","2712","3636"
"642","2733","3660"
"643","2714","3636"
"644","2690","3603"
"645","2623","3519"
"646","3576","4841"
"647","3696","5004"
"648","3512","4763"
"649","3451","4677"
"650","2569","3518"
"651","2659","3628"
"652","2490","3408"
"653","2602","3548"
"654","2610","3557"
"655","2339","3204"
"656","2743","3755"
"657","2728","3720"
"658","2593","3554"
"659","2220","3088"
"660","2152","2952"
"661","2086","2878"
"662","2082","2877"
"663","2074","2860"
"664","2108","2908"
"665","2139","2949"
"666","2047","2824"
"667","2206","3037"
"668","2113","2901"
"669","2545","3451"
"670","2495","3378"
"671","2459","3329"
"672","2440","3302"
"673","2316","3159"
"674","2235","3065"
"675","2172","2980"
"676","2313","3159"
"677","2159","2961"
"678","2277","3122"
"679","2219","3050"
"680","1979","2708"
"681","2163","2972"
"682","2172","2982"
"683","1802","2455"
"684","1756","2388"
"685","2051","2812"
"686","1743","2369"
"687","1816","2461"
"688","1778","2407"
"689","1751","2364"
"690","1944","2668"
"691","1682","2281"
"692","1703","2308"
"693","1916","2629"
"694","1939","2659"
"695","1923","2644"
"696","1925","2653"
"697","1884","2601"
"698","2677","3646"
"699","1571","2133"
"700","1530","2080"
"701","1587","2148"
"702","1583","2137"
"703","1506","2046"
"704","1561","2112"
"705","1488","2018"
"706","1479","2002"
"707","1538","2078"
"708","1555","2097"
"709","1558","2099"
"710","1583","2131"
"711","1461","1975"
"712","1432","1941"
"713","1445","1955"
"714","1505","2034"
"715","1369","1852"
"716","1475","1990"
"717","1349","1823"
"718","1402","1888"
"719","1289","1748"
"720","2629","3572"
"721","1336","1814"
"722","1295","1752"
"723","2658","3614"
"724","2567","3482"
"725","2735","3717"
"726","1921","2643"
"727","1834","2525"
"728","1810","2493"
"729","1867","2572"
"730","1823","2510"
"731","1862","2567"
"732","1847","2548"
"733","2065","2854"
"734","2055","2841"
"735","1973","2722"
"736","1906","2634"
"737","2030","2786"
"738","2007","2769"
"739","2064","2844"
"740","2075","2854"
"741","1867","2567"
"742","1982","2732"
"743","1991","2752"
"744","2021","2797"
"745","1831","2517"
"746","1937","2673"
"747","1826","2510"
"748","1938","2673"
"749","2677","3624"
"750","2647","3593"
"751","2656","3596"
"752","2665","3605"
"753","2573","3490"
"754","2598","3521"
"755","2653","3595"
"756","2463","3351"
"757","2343","3188"
"758","2357","3204"
"759","2400","3260"
"760","2328","3165"
"761","2292","3135"
"762","2290","3130"
"763","2242","3070"
"764","2687","3657"
"765","2667","3620"
"766","2628","3568"
"767","2850","3862"
"768","2735","3699"
"769","2784","3768"
"770","2419","3297"
"771","2359","3227"
"772","2650","3595"
"773","2538","3453"
"774","2547","3463"
"775","2429","3315"
"776","2162","2940"
"777","2380","3255"
"778","2011","2724"
"779","1940","2618"
"780","2261","3080"
"781","2250","3064"
"782","1877","2526"
"783","1975","2664"
"784","1932","2610"
"785","1895","2555"
"786","1831","2462"
"787","2318","3148"
"788","1927","2599"
"789","2186","2978"
"790","1749","2363"
"791","1722","2326"
"792","1679","2268"
"793","2051","2778"
"794","1705","2303"
"795","1669","2254"
"796","1626","2196"
"797","1995","2690"
"798","2041","2753"
"799","2071","2787"
"800","2810","3808"
"801","2835","3849"
"802","2783","3768"
"803","1943","2618"
"804","1999","2692"
"805","1827","2466"
"806","1877","2535"
"807","1927","2598"
"808","1594","2148"
"809","1556","2099"
"810","1520","2050"
"811","1780","2406"
"812","1794","2423"
"813","1849","2499"
"814","1859","2512"
"815","1910","2577"
"816","1937","2610"
"817","1530","2055"
"818","1485","1998"
"819","2863","3878"
"820","1761","2361"
"821","1777","2384"
"822","1607","2147"
"823","1628","2173"
"824","1680","2241"
"825","1699","2266"
"826","2831","3829"
"827","2867","3889"
"828","2845","3853"
"829","2863","3885"
"830","2842","3856"
"831","2807","3804"
"832","2832","3834"
"833","2806","3794"
"834","2795","3786"
"835","2753","3720"
"836","2962","4001"
"837","2700","3658"
"838","2781","3753"
"839","2664","3611"
"840","2638","3579"
"841","2658","3602"
"842","2613","3548"
"843","2489","3388"
"844","2569","3492"
"845","2567","3489"
"846","2441","3330"
"847","2450","3343"
"848","2527","3438"
"849","2499","3400"
"850","2962","4001"
"851","2953","3996"
"852","2953","3991"
"853","2879","3892"
"854","2985","4039"
"855","2900","3933"
"856","3099","4212"
"857","2716","3683"
"858","2662","3616"
"859","2409","3281"
"860","2368","3221"
"861","2448","3328"
"862","2502","3398"
"863","2303","3125"
"864","3152","4289"
"865","3183","4331"
"866","3146","4270"
"867","3137","4258"
"868","3183","4323"
"869","2238","3012"
"870","2194","2956"
"871","2224","2990"
"872","2148","2890"
"873","2355","3178"
"874","2230","2999"
"875","2137","2875"
"876","2318","3124"
"877","2178","2932"
"878","2282","3058"
"879","2945","4000"
"880","2180","2924"
"881","2158","2890"
"882","2108","2824"
"883","2090","2800"
"884","2038","2732"
"885","2024","2716"
"886","2158","2887"
"887","2102","2812"
"888","2031","2722"
"889","2648","3596"
"890","2611","3552"
"891","2983","4044"
"892","2982","4044"
"893","2617","3554"
"894","2784","3772"
"895","2562","3485"
"896","3035","4121"
"897","2996","4065"
"898","3037","4124"
"899","3081","4183"
"900","2804","3799"
"901","2878","3905"
"902","2794","3793"
"903","3370","4582"
"904","3348","4552"
"905","3325","4522"
"906","3196","4345"
"907","3146","4267"
"908","3309","4497"
"909","3098","4201"
"910","3300","4476"
"911","3287","4455"
"912","3288","4457"
"913","3530","4807"
"914","2965","4033"
"915","2956","4016"
"916","2906","3946"
"917","2889","3924"
"918","3068","4168"
"919","3053","4139"
"920","2865","3895"
"921","3409","4635"
"922","3006","4081"
"923","2957","4011"
"924","3474","4721"
"925","2747","3717"
"926","2426","3258"
"927","2335","3124"
"928","2696","3641"
"929","2328","3124"
"930","2274","3048"
"931","2312","3103"
"932","2311","3110"
"933","2275","3061"
"934","3305","4494"
"935","3249","4418"
"936","3254","4423"
"937","2571","3460"
"938","2602","3499"
"939","2512","3375"
"940","2543","3416"
"941","2609","3496"
"942","2264","3044"
"943","2082","2789"
"944","2003","2678"
"945","2002","2677"
"946","1898","2538"
"947","1907","2560"
"948","1908","2561"
"949","3425","4653"
"950","3514","4771"
"951","2095","2809"
"952","2094","2808"
"953","1937","2589"
"954","1909","2552"
"955","1820","2435"
"956","1820","2434"
"957","3252","4423"
"958","3372","4584"
"959","3248","4421"
"960","2170","2946"
"961","2260","3068"
"962","2306","3138"
"963","1843","2513"
"964","1946","2660"
"965","2316","3148"
"966","1855","2521"
"967","1876","2540"
"968","1904","2579"
"969","2381","3242"
"970","1949","2638"
"971","2012","2729"
"972","2112","2866"
"973","2018","2756"
"974","2560","3475"
"975","2165","2935"
"976","2165","2935"
"977","2227","3021"
"978","2796","3782"
"979","2258","3062"
"980","2824","3800"
"981","2407","3247"
"982","2360","3172"
"983","2896","3893"
"984","2514","3395"
"985","2466","3321"
"986","2463","3315"
"987","1885","2604"
"988","2656","3576"
"989","2803","3755"
"990","2851","3821"
"991","2840","3803"
"992","2102","2855"
"993","1990","2707"
"994","2694","3674"
"995","2689","3670"
"996","2690","3664"
"997","2625","3571"
"998","2677","3634"
"999","2608","3579"
"1000","2434","3365"
"1001","2161","2990"
"1002","2156","2985"
"1003","2148","2974"
"1004","2249","3104"
"1005","2462","3401"
"1006","2196","3029"
"1007","2259","3107"
"1008","2228","3081"
"1009","2268","3141"
"1010","2145","2957"
"1011","2074","2860"
"1012","2284","3163"
"1013","2215","3072"
"1014","2053","2817"
"1015","2187","2980"
"1016","2286","3112"
"1017","2379","3256"
"1018","2291","3118"
"1019","2457","3345"
"1020","2476","3370"
"1021","2504","3407"
"1022","2530","3443"
"1023","1985","2712"
"1024","2659","3617"
"1025","2534","3445"
"1026","2681","3651"
"1027","2826","3827"
"1028","2755","3746"
"1029","2601","3533"
"1030","2981","4041"
"1031","3054","4129"
"1032","2811","3797"
"1033","2843","3833"
"1034","2956","3998"
"1035","2956","3998"
"1036","2970","4006"
"1037","2111","2869"
"1038","2616","3614"
"1039","2603","3596"
"1040","2734","3748"
"1041","2763","3769"
"1042","2716","3707"
"1043","2688","3668"
"1044","2724","3714"
"1045","2770","3773"
"1046","2827","3852"
"1047","2904","3941"
"1048","2945","3988"
"1049","3037","4114"
"1050","3040","4115"
"1051","3097","4203"
"1052","3079","4176"
"1053","3195","4350"
"1054","3216","4379"
"1055","3495","4750"
"1056","3603","4891"
"1057","3592","4874"
"1058","3735","5076"
"1059","3732","5058"
"1060","3761","5099"
"1061","2215","3091"
"1062","1850","2518"
"1063","2152","2987"
"1064","2122","2942"
"1065","2183","3030"
"1066","1855","2522"
"1067","2074","2872"
"1068","2082","2882"
"1069","2050","2830"
"1070","2014","2784"
"1071","1973","2711"
"1072","1962","2695"
"1073","1905","2610"
"1074","2001","2746"
"1075","1792","2452"
"1076","1743","2380"
"1077","1730","2363"
"1078","1693","2310"
"1079","2253","3142"
"1080","2222","3092"
"1081","2566","3563"
"1082","2197","3056"
"1083","2170","3015"
"1084","2506","3475"
"1085","2572","3563"
"1086","2523","3491"
"1087","2516","3479"
"1088","2139","2966"
"1089","2085","2888"
"1090","2057","2852"
"1091","2020","2799"
"1092","1940","2610"
"1093","1973","2658"
"1094","2186","2927"
"1095","2221","2974"
"1096","1985","2675"
"1097","1909","2570"
"1098","1979","2657"
"1099","2106","2825"
"1100","2073","2785"
"1101","2119","2839"
"1102","2096","2813"
"1103","2173","2911"
"1104","2096","2813"
"1105","2906","3943"
"1106","3035","4121"
"1107","3022","4101"
"1108","3107","4218"
"1109","3141","4267"
"1110","3045","4131"
"1111","3203","4358"
"1112","3255","4427"
"1113","3196","4347"
"1114","2988","4043"
"1115","3309","4499"
"1116","3449","4686"
"1117","3340","4539"
"1118","3401","4622"
"1119","2898","3929"
"1120","3411","4627"
"1121","3504","4742"
"1122","3572","4836"
"1123","3630","4919"
"1124","3541","4793"
"1125","3766","5105"
"1126","3642","4935"
"1127","2881","3907"
"1128","2979","4045"
"1129","3023","4095"
"1130","1979","2740"
"1131","2034","2818"
"1132","2104","2921"
"1133","1745","2403"
"1134","1797","2471"
"1135","1601","2196"
"1136","1723","2371"
"1137","1743","2398"
"1138","1374","1865"
"1139","1404","1908"
"1140","1810","2483"
"1141","1812","2483"
"1142","1918","2628"
"1143","1801","2472"
"1144","1333","1807"
"1145","1350","1831"
"1146","1466","1990"
"1147","1630","2231"
"1148","1851","2535"
"1149","1708","2332"
"1150","1307","1762"
"1151","1613","2198"
"1152","1650","2244"
"1153","1668","2270"
"1154","2000","2765"
"1155","1253","1685"
"1156","1545","2098"
"1157","1582","2142"
"1158","1602","2168"
"1159","1265","1698"
"1160","1227","1639"
"1161","1392","1883"
"1162","1388","1876"
"1163","1090","1443"
"1164","1278","1697"
"1165","1322","1783"
"1166","1361","1839"
"1167","1361","1840"
"1168","1342","1813"
"1169","1966","2721"
"1170","1225","1649"
"1171","1439","1939"
"1172","1288","1725"
"1173","1242","1664"
"1174","1185","1577"
"1175","1197","1593"
"1176","1165","1548"
"1177","1938","2682"
"1178","1911","2642"
"1179","1871","2585"
"1180","1920","2648"
"1181","1757","2421"
"1182","1793","2468"
"1183","1848","2548"
"1184","2476","3447"
"1185","2443","3386"
"1186","2354","3253"
"1187","2336","3229"
"1188","2396","3309"
"1189","2281","3147"
"1190","2376","3274"
"1191","2352","3238"
"1192","2393","3283"
"1193","2433","3342"
"1194","2428","3325"
"1195","2508","3419"
"1196","2465","3417"
"1197","2536","3509"
"1198","2444","3328"
"1199","2490","3383"
"1200","2391","3239"
"1201","2319","3159"
"1202","2371","3230"
"1203","2449","3320"
"1204","2420","3296"
"1205","2504","3480"
"1206","2467","3344"
"1207","2515","3422"
"1208","2517","3421"
"1209","2708","3661"
"1210","2738","3695"
"1211","2581","3518"
"1212","2640","3578"
"1213","2386","3313"
"1214","2404","3325"
"1215","2694","3641"
"1216","2777","3752"
"1217","2880","3900"
"1218","2701","3661"
"1219","2873","3891"
"1220","2875","3893"
"1221","2907","3934"
"1222","2942","3985"
"1223","2869","3893"
"1224","3025","4103"
"1225","3032","4113"
"1226","3004","4078"
"1227","2360","3265"
"1228","2461","3402"
"1229","3016","4100"
"1230","3254","4409"
"1231","3258","4411"
"1232","3122","4246"
"1233","2453","3403"
"1234","3317","4495"
"1235","3160","4294"
"1236","3360","4553"
"1237","3238","4395"
"1238","3436","4647"
"1239","3272","4441"
"1240","3503","4743"
"1241","3306","4484"
"1242","2311","3202"
"1243","3503","4743"
"1244","3495","4733"
"1245","3547","4803"
"1246","1776","2414"
"1247","1783","2424"
"1248","1740","2363"
"1249","1695","2303"
"1250","1762","2397"
"1251","1419","1929"
"1252","1507","2057"
"1253","1488","2028"
"1254","1716","2326"
"1255","1747","2364"
"1256","1740","2344"
"1257","1764","2375"
"1258","1782","2397"
"1259","1906","2575"
"1260","1887","2542"
"1261","2015","2711"
"1262","2113","2839"
"1263","2212","2967"
"1264","2208","2960"
"1265","2206","2956"
"1266","2521","3383"
"1267","2261","3039"
"1268","2242","3009"
"1269","2289","3085"
"1270","1478","2008"
"1271","1454","1974"
"1272","1543","2099"
"1273","1583","2146"
"1274","1458","1965"
"1275","1468","1986"
"1276","2550","3424"
"1277","2626","3520"
"1278","1937","2630"
"1279","1943","2644"
"1280","1491","2030"
"1281","1441","1965"
"1282","3111","4204"
"1283","3149","4257"
"1284","3185","4307"
"1285","1417","1926"
"1286","1189","1589"
"1287","1187","1585"
"1288","1159","1538"
"1289","1160","1539"
"1290","1206","1628"
"1291","1347","1826"
"1292","1428","1938"
"1293","1480","2006"
"1294","1189","1603"
"1295","1279","1730"
"1296","1278","1729"
"1297","1603","2171"
"1298","1316","1765"
"1299","1377","1849"
"1300","1256","1692"
"1301","1309","1755"
"1302","1161","1543"
"1303","1163","1546"
"1304","1090","1442"
"1305","1154","1533"
"1306","1203","1596"
"1307","1092","1454"
"1308","1268","1709"
"1309","1196","1615"
"1310","1373","1856"
"1311","1414","1901"
"1312","1476","1982"
"1313","1575","2100"
"1314","1740","2365"
"1315","1649","2197"
"1316","1690","2254"
"1317","1757","2347"
"1318","1750","2334"
"1319","1750","2334"
"1320","1678","2245"
"1321","1748","2343"
"1322","1864","2496"
"1323","1896","2538"
"1324","1967","2628"
"1325","2126","2853"
"1326","1701","2311"
"1327","1659","2251"
"1328","2259","3092"
"1329","2290","3137"
"1330","2286","3112"
"1331","2530","3443"
"1332","1242","1664"
"1333","1242","1664"
"1334","2474","3377"
"1335","2371","3230"
"1336","2449","3320"
"1337","2420","3296"
"1338","2504","3480"
"1339","2467","3344"
"1340","2515","3422"
"1341","2517","3421"
"1342","2708","3661"
"1343","2738","3695"
"1344","2581","3518"
"1345","2640","3578"
"1346","2386","3313"
"1347","2404","3325"
"1348","2694","3641"
"1349","2777","3752"
"1350","2880","3900"
"1351","2701","3661"
"1352","2873","3891"
"1353","2875","3893"
"1354","2907","3934"
"1355","2942","3985"
"1356","2869","3893"
"1357","3025","4103"
"1358","3032","4113"
"1359","3004","4078"
