"ID","WALKING_DURATION","WALKING_DISTANCE"
"1","2915","3939"
"2","2758","3737"
"3","2536","3419"
"4","2619","3534"
"5","2521","3400"
"6","2570","3479"
"7","2589","3510"
"8","2656","3611"
"9","2492","3371"
"10","2578","3498"
"11","2669","3618"
"12","2398","3237"
"13","2497","3372"
"14","2692","3645"
"15","2651","3588"
"16","2628","3556"
"17","2516","3400"
"18","2474","3342"
"19","2430","3279"
"20","2430","3279"
"21","2512","3388"
"22","2516","3398"
"23","2483","3352"
"24","2501","3371"
"25","2506","3392"
"26","2545","3389"
"27","2783","3770"
"28","2711","3660"
"29","2675","3611"
"30","2660","3595"
"31","2811","3808"
"32","2738","3694"
"33","2708","3671"
"34","2691","3656"
"35","2658","3610"
"36","2720","3701"
"37","2840","3836"
"38","2839","3848"
"39","2686","3629"
"40","2686","3622"
"41","2619","3533"
"42","2618","3533"
"43","2582","3483"
"44","2882","3891"
"45","2569","3467"
"46","2573","3468"
"47","2573","3478"
"48","2557","3457"
"49","2725","3678"
"50","2656","3582"
"51","2698","3640"
"52","2618","3531"
"53","2625","3540"
"54","2621","3535"
"55","2709","3655"
"56","2673","3618"
"57","2658","3598"
"58","2605","3527"
"59","2654","3596"
"60","2578","3489"
"61","2800","3793"
"62","1842","2433"
"63","2080","2771"
"64","2034","2700"
"65","1992","2647"
"66","1994","2647"
"67","1842","2423"
"68","1955","2584"
"69","1856","2470"
"70","1757","2326"
"71","1914","2545"
"72","1927","2576"
"73","1927","2576"
"74","1927","2576"
"75","1782","2375"
"76","1678","2242"
"77","1811","2427"
"78","1843","2474"
"79","1772","2362"
"80","1788","2382"
"81","1843","2455"
"82","1859","2477"
"83","1919","2554"
"84","1860","2457"
"85","1911","2521"
"86","1895","2521"
"87","1881","2503"
"88","1752","2302"
"89","1799","2367"
"90","1821","2392"
"91","1905","2509"
"92","1794","2382"
"93","1794","2382"
"94","1834","2447"
"95","1742","2306"
"96","1655","2173"
"97","1692","2236"
"98","1679","2212"
"99","1663","2189"
"100","1707","2259"
"101","1649","2182"
"102","1637","2166"
"103","1637","2166"
"104","1637","2166"
"105","1637","2166"
"106","1637","2166"
"107","1604","2115"
"108","1391","1838"
"109","1438","1903"
"110","1467","1945"
"111","1590","2104"
"112","1521","2013"
"113","1380","1826"
"114","1942","2599"
"115","1842","2462"
"116","1827","2443"
"117","1913","2560"
"118","1874","2504"
"119","1864","2490"
"120","1741","2331"
"121","1724","2321"
"122","1824","2464"
"123","1701","2296"
"124","1795","2402"
"125","1843","2465"
"126","1775","2367"
"127","1868","2500"
"128","1644","2215"
"129","1771","2370"
"130","1684","2271"
"131","1713","2310"
"132","1794","2404"
"133","1703","2279"
"134","1815","2430"
"135","1816","2430"
"136","1776","2377"
"137","1575","2119"
"138","1684","2249"
"139","1570","2117"
"140","1611","2159"
"141","1603","2166"
"142","1634","2210"
"143","1635","2187"
"144","1525","2041"
"145","1545","2070"
"146","1686","2257"
"147","1656","2219"
"148","1627","2180"
"149","1571","2103"
"150","1699","2260"
"151","1674","2229"
"152","1616","2158"
"153","1486","2004"
"154","1543","2091"
"155","1763","2358"
"156","1486","1994"
"157","1411","1899"
"158","1438","1956"
"159","1498","2037"
"160","1363","1837"
"161","1368","1858"
"162","1330","1805"
"163","1336","1813"
"164","2311","3034"
"165","2314","3024"
"166","2549","3330"
"167","2567","3355"
"168","2514","3280"
"169","2028","2648"
"170","2314","3027"
"171","2213","2888"
"172","2241","2928"
"173","1842","2433"
"174","1793","2392"
"175","1754","2321"
"176","1698","2252"
"177","1706","2265"
"178","1657","2212"
"179","1533","2031"
"180","1462","1935"
"181","1485","1973"
"182","1350","1792"
"183","1297","1723"
"184","1276","1699"
"185","2425","3203"
"186","2067","2776"
"187","2026","2718"
"188","2094","2781"
"189","1888","2517"
"190","2062","2739"
"191","2076","2756"
"192","794","1088"
"193","242","338"
"194","519","705"
"195","61","83"
"196","447","592"
"197","174","235"
"198","255","351"
"199","355","470"
"200","268","369"
"201","1040","1442"
"202","240","325"
"203","333","456"
"204","230","315"
"205","209","283"
"206","334","443"
"207","900","1219"
"208","454","626"
"209","844","1142"
"210","404","551"
"211","778","1064"
"212","320","425"
"213","350","468"
"214","1163","1576"
"215","1136","1544"
"216","1023","1387"
"217","974","1315"
"218","927","1249"
"219","1197","1609"
"220","1113","1505"
"221","861","1160"
"222","1130","1517"
"223","1210","1620"
"224","1353","1811"
"225","1316","1753"
"226","818","1103"
"227","1072","1429"
"228","834","1129"
"229","761","1032"
"230","676","917"
"231","726","990"
"232","1072","1428"
"233","743","1005"
"234","653","883"
"235","521","694"
"236","729","987"
"237","998","1330"
"238","613","817"
"239","999","1331"
"240","1116","1488"
"241","1225","1630"
"242","1140","1520"
"243","525","693"
"244","856","1137"
"245","536","713"
"246","490","649"
"247","324","434"
"248","308","413"
"249","695","936"
"250","654","878"
"251","462","619"
"252","636","853"
"253","751","1012"
"254","714","960"
"255","791","1068"
"256","733","1008"
"257","722","980"
"258","679","928"
"259","765","1041"
"260","772","1043"
"261","551","732"
"262","487","644"
"263","487","645"
"264","453","597"
"265","892","1188"
"266","763","1015"
"267","994","1340"
"268","803","1075"
"269","757","1024"
"270","1047","1408"
"271","1022","1383"
"272","950","1278"
"273","814","1100"
"274","801","1064"
"275","828","1104"
"276","894","1211"
"277","645","855"
"278","621","825"
"279","1950","2612"
"280","1939","2596"
"281","1882","2515"
"282","1869","2497"
"283","846","1135"
"284","918","1241"
"285","901","1198"
"286","1219","1652"
"287","819","1087"
"288","817","1086"
"289","821","1101"
"290","1065","1455"
"291","1077","1473"
