"ID","WALKING_DURATION_214","WALKING_DISTANCE_214"
"1","1232","1707"
"2","1080","1507"
"3","853","1184"
"4","897","1247"
"5","789","1097"
"6","547","772"
"7","546","770"
"8","610","868"
"9","446","627"
"10","532","755"
"11","678","951"
"12","419","587"
"13","507","706"
"14","1013","1415"
"15","972","1358"
"16","949","1326"
"17","833","1165"
"18","791","1107"
"19","747","1044"
"20","747","1044"
"21","678","945"
"22","526","732"
"23","493","686"
"24","603","842"
"25","460","649"
"26","182","268"
"27","1086","1517"
"28","1039","1454"
"29","988","1372"
"30","941","1310"
"31","796","1116"
"32","806","1120"
"33","717","1004"
"34","690","973"
"35","627","889"
"36","549","785"
"37","1154","1600"
"38","1142","1595"
"39","1007","1398"
"40","1003","1392"
"41","936","1299"
"42","935","1299"
"43","899","1248"
"44","1196","1655"
"45","741","1030"
"46","721","1001"
"47","583","811"
"48","567","791"
"49","1039","1443"
"50","970","1346"
"51","1012","1405"
"52","932","1295"
"53","838","1164"
"54","840","1164"
"55","741","1028"
"56","684","953"
"57","668","933"
"58","615","862"
"59","664","931"
"60","588","824"
"61","1119","1561"
"62","560","746"
"63","1237","1705"
"64","1288","1764"
"65","1361","1869"
"66","1314","1801"
"67","1286","1751"
"68","1275","1740"
"69","1461","2016"
"70","1362","1872"
"71","1509","2076"
"72","1695","2341"
"73","1695","2341"
"74","1695","2341"
"75","1626","2245"
"76","1682","2334"
"77","1743","2420"
"78","1775","2467"
"79","1702","2351"
"80","1718","2371"
"81","1773","2444"
"82","1789","2466"
"83","864","1193"
"84","1009","1378"
"85","1067","1450"
"86","906","1247"
"87","858","1182"
"88","1108","1508"
"89","1105","1504"
"90","1265","1719"
"91","1159","1574"
"92","949","1307"
"93","949","1307"
"94","887","1225"
"95","1004","1376"
"96","1168","1597"
"97","1324","1818"
"98","1226","1680"
"99","1098","1500"
"100","1038","1423"
"101","1095","1506"
"102","1385","1910"
"103","1385","1910"
"104","1385","1910"
"105","1385","1910"
"106","1385","1910"
"107","1146","1573"
"108","1378","1907"
"109","1413","1961"
"110","1442","2004"
"111","1124","1547"
"112","1308","1806"
"113","1333","1850"
"114","626","871"
"115","663","918"
"116","736","1018"
"117","687","947"
"118","728","1005"
"119","735","1014"
"120","708","986"
"121","843","1185"
"122","740","1046"
"123","819","1161"
"124","829","1168"
"125","752","1040"
"126","869","1201"
"127","777","1075"
"128","842","1189"
"129","670","947"
"130","809","1144"
"131","816","1154"
"132","715","1010"
"133","733","1038"
"134","707","997"
"135","707","996"
"136","668","943"
"137","844","1190"
"138","896","1247"
"139","1226","1723"
"140","823","1167"
"141","1238","1743"
"142","1249","1759"
"143","872","1232"
"144","973","1378"
"145","885","1255"
"146","836","1183"
"147","852","1210"
"148","821","1168"
"149","919","1281"
"150","1027","1415"
"151","1046","1445"
"152","1059","1471"
"153","1142","1611"
"154","1167","1644"
"155","798","1124"
"156","1116","1567"
"157","1003","1418"
"158","1129","1602"
"159","1122","1590"
"160","1104","1561"
"161","1203","1701"
"162","1287","1817"
"163","1293","1826"
"164","127","163"
"165","300","387"
"166","507","658"
"167","525","684"
"168","472","608"
"169","478","617"
"170","190","237"
"171","363","475"
"172","391","515"
"173","560","746"
"174","610","855"
"175","635","858"
"176","781","1065"
"177","789","1078"
"178","825","1160"
"179","926","1270"
"180","1044","1465"
"181","987","1392"
"182","992","1376"
"183","1078","1517"
"184","1056","1492"
"185","27","38"
"186","1809","2505"
"187","1693","2343"
"188","2027","2789"
"189","1710","2358"
"190","1995","2746"
"191","2009","2764"
"192","2351","3269"
"193","2294","3160"
"194","2491","3417"
"195","2173","2992"
"196","2401","3326"
"197","2067","2840"
"198","2107","2899"
"199","2324","3179"
"200","2033","2796"
"201","2602","3625"
"202","2209","3034"
"203","1928","2647"
"204","2159","2970"
"205","2052","2820"
"206","1947","2663"
"207","2414","3344"
"208","2505","3448"
"209","2358","3268"
"210","2455","3373"
"211","2285","3173"
"212","2371","3248"
"213","2401","3290"
"214","2401","3321"
"215","2428","3362"
"216","2465","3418"
"217","2488","3441"
"218","2441","3375"
"219","2356","3249"
"220","2511","3471"
"221","2134","2952"
"222","2208","3041"
"223","2131","2926"
"224","2086","2857"
"225","2049","2798"
"226","2091","2894"
"227","2152","2956"
"228","2107","2921"
"229","2139","2974"
"230","2186","3042"
"231","2235","3115"
"232","2153","2956"
"233","2022","2807"
"234","2145","2983"
"235","2259","3138"
"236","2071","2879"
"237","2065","2839"
"238","1948","2697"
"239","2065","2839"
"240","2037","2794"
"241","1958","2676"
"242","1872","2566"
"243","1990","2753"
"244","1977","2724"
"245","2001","2773"
"246","2038","2823"
"247","2097","2875"
"248","2076","2846"
"249","1853","2571"
"250","1913","2656"
"251","2029","2819"
"252","1904","2641"
"253","1688","2343"
"254","1700","2358"
"255","1621","2250"
"256","1926","2693"
"257","1909","2656"
"258","1883","2582"
"259","1739","2377"
"260","1636","2227"
"261","1767","2402"
"262","1825","2482"
"263","1825","2482"
"264","1858","2529"
"265","3017","4120"
"266","2745","3747"
"267","3133","4290"
"268","2742","3724"
"269","2896","3975"
"270","3186","4358"
"271","3161","4333"
"272","3090","4228"
"273","2954","4050"
"274","2940","4014"
"275","2968","4054"
"276","3033","4162"
"277","2627","3587"
"278","2603","3557"
"279","1620","2240"
"280","1606","2220"
"281","1549","2139"
"282","1537","2122"
"283","2688","3650"
"284","2632","3579"
"285","3029","4133"
"286","3358","4603"
"287","2948","4021"
"288","2808","3833"
"289","2779","3776"
"290","1570","2184"
"291","1596","2223"
"292","1861","2588"
"293","1677","2336"
"294","1541","2108"
"295","1700","2369"
"296","1652","2303"
"297","1639","2247"
"298","1600","2192"
"299","1764","2461"
"300","1768","2465"
"301","1795","2505"
"302","2824","3857"
"303","2793","3809"
"304","2809","3834"
"305","2887","3941"
"306","2502","3419"
"307","2660","3616"
"308","2702","3676"
"309","2637","3595"
"310","2637","3598"
"311","2731","3719"
"312","2817","3835"
"313","1187","1634"
"314","1234","1696"
"315","1113","1525"
"316","1182","1610"
"317","1076","1475"
"318","1023","1396"
"319","1002","1369"
"320","838","1157"
"321","802","1108"
"322","717","993"
"323","691","952"
"324","579","803"
"325","556","770"
"326","684","953"
"327","692","964"
"328","633","888"
"329","694","975"
"330","460","605"
"331","502","691"
"332","519","724"
"333","478","661"
"334","564","783"
"335","556","772"
"336","587","818"
"337","622","875"
"338","693","928"
"339","596","785"
"340","400","552"
"341","492","677"
"342","711","954"
"343","659","870"
"344","488","670"
"345","495","679"
"346","528","733"
"347","515","680"
"348","2658","3685"
"349","2071","2836"
"350","2274","3107"
"351","2385","3277"
"352","2374","3253"
"353","2358","3219"
"354","2314","3151"
"355","2230","3045"
"356","2102","2876"
"357","2080","2848"
"358","2383","3277"
"359","2866","3932"
"360","3006","4125"
"361","2920","4006"
"362","2977","4082"
