"ID";"WALKING_DURATION";"WALKING_DISTANCE"
"8";"1103";"1428"
"8";"1103";"1428"
"8";"1103";"1428"
"9";"1097";"1423"
"9";"1097";"1423"
"9";"1097";"1423"
"10";"1072";"1424"
"10";"1072";"1424"
"10";"1072";"1424"
"11";"1099";"1468"
"11";"1099";"1468"
"11";"1099";"1468"
"112";"612";"814"
"112";"612";"814"
"112";"612";"814"
"113";"604";"799"
"113";"604";"799"
"113";"604";"799"
"114";"604";"799"
"114";"604";"799"
"114";"604";"799"
"115";"704";"924"
"115";"704";"924"
"115";"704";"924"
"116";"643";"852"
"116";"643";"852"
"116";"643";"852"
"117";"626";"827"
"117";"626";"827"
"117";"626";"827"
"118";"547";"725"
"118";"547";"725"
"118";"547";"725"
"119";"466";"619"
"119";"466";"619"
"119";"466";"619"
"120";"485";"633"
"120";"485";"633"
"120";"485";"633"
"121";"524";"691"
"121";"524";"691"
"121";"524";"691"
"122";"558";"732"
"122";"558";"732"
"122";"558";"732"
"123";"469";"595"
"123";"469";"595"
"123";"469";"595"
"124";"469";"595"
"124";"469";"595"
"124";"469";"595"
"125";"472";"603"
"125";"472";"603"
"125";"472";"603"
"126";"605";"786"
"126";"605";"786"
"126";"605";"786"
"127";"640";"833"
"127";"640";"833"
"127";"640";"833"
"128";"634";"826"
"128";"634";"826"
"128";"634";"826"
"129";"657";"855"
"129";"657";"855"
"129";"657";"855"
"130";"568";"733"
"130";"568";"733"
"130";"568";"733"
"131";"598";"773"
"131";"598";"773"
"131";"598";"773"
"132";"613";"795"
"132";"613";"795"
"132";"613";"795"
"133";"566";"731"
"133";"566";"731"
"133";"566";"731"
"134";"530";"679"
"134";"530";"679"
"134";"530";"679"
"135";"607";"789"
"135";"607";"789"
"135";"607";"789"
"136";"539";"692"
"136";"539";"692"
"136";"539";"692"
"137";"593";"769"
"137";"593";"769"
"137";"593";"769"
"138";"619";"806"
"138";"619";"806"
"138";"619";"806"
"139";"619";"806"
"139";"619";"806"
"139";"619";"806"
"140";"603";"783"
"140";"603";"783"
"140";"603";"783"
"141";"601";"779"
"141";"601";"779"
"141";"601";"779"
"142";"691";"903"
"142";"691";"903"
"142";"691";"903"
"143";"651";"847"
"143";"651";"847"
"143";"651";"847"
"144";"651";"847"
"144";"651";"847"
"144";"651";"847"
"147";"713";"936"
"147";"713";"936"
"147";"713";"936"
"149";"702";"918"
"149";"702";"918"
"149";"702";"918"
"150";"683";"893"
"150";"683";"893"
"150";"683";"893"
"156";"699";"919"
"156";"699";"919"
"156";"699";"919"
"210";"872";"1151"
"210";"872";"1151"
"210";"872";"1151"
"211";"978";"1291"
"211";"978";"1291"
"211";"978";"1291"
"212";"970";"1287"
"212";"970";"1287"
"212";"970";"1287"
"247";"728";"944"
"247";"728";"944"
"247";"728";"944"
"248";"931";"1224"
"248";"931";"1224"
"248";"931";"1224"
"249";"865";"1125"
"249";"865";"1125"
"249";"865";"1125"
"250";"954";"1257"
"250";"954";"1257"
"250";"954";"1257"
"251";"994";"1320"
"251";"994";"1320"
"251";"994";"1320"
"255";"601";"782"
"255";"601";"782"
"255";"601";"782"
"260";"657";"855"
"260";"657";"855"
"260";"657";"855"
"265";"341";"543"
"265";"341";"543"
"265";"341";"543"
"265";"341";"543"
"265";"341";"543"
"265";"341";"543"
"266";"829";"1245"
"266";"829";"1245"
"266";"829";"1245"
"266";"829";"1245"
"266";"829";"1245"
"266";"829";"1245"
"267";"373";"504"
"267";"373";"504"
"267";"373";"504"
"267";"373";"504"
"267";"373";"504"
"267";"373";"504"
"269";"1204";"1658"
"269";"1204";"1658"
"269";"1204";"1658"
"269";"1204";"1658"
"269";"1204";"1658"
"269";"1204";"1658"
"270";"1067";"1451"
"270";"1067";"1451"
"270";"1067";"1451"
"270";"1067";"1451"
"270";"1067";"1451"
"270";"1067";"1451"
"271";"1199";"1616"
"271";"1199";"1616"
"271";"1199";"1616"
"271";"1199";"1616"
"271";"1199";"1616"
"271";"1199";"1616"
"272";"1233";"1666"
"272";"1233";"1666"
"272";"1233";"1666"
"272";"1233";"1666"
"272";"1233";"1666"
"272";"1233";"1666"
"276";"1071";"1383"
"276";"1071";"1383"
"276";"1071";"1383"
"276";"1071";"1383"
"276";"1071";"1383"
"276";"1071";"1383"
"277";"883";"1137"
"277";"883";"1137"
"277";"883";"1137"
"277";"883";"1137"
"277";"883";"1137"
"277";"883";"1137"
"278";"940";"1209"
"278";"940";"1209"
"278";"940";"1209"
"278";"940";"1209"
"278";"940";"1209"
"278";"940";"1209"
"279";"704";"925"
"279";"704";"925"
"279";"704";"925"
"279";"704";"925"
"279";"704";"925"
"279";"704";"925"
"280";"710";"929"
"280";"710";"929"
"280";"710";"929"
"280";"710";"929"
"280";"710";"929"
"280";"710";"929"
"281";"684";"893"
"281";"684";"893"
"281";"684";"893"
"281";"684";"893"
"281";"684";"893"
"281";"684";"893"
"282";"655";"850"
"282";"655";"850"
"282";"655";"850"
"282";"655";"850"
"282";"655";"850"
"282";"655";"850"
"301";"457";"670"
"301";"457";"670"
"301";"457";"670"
"301";"457";"670"
"301";"457";"670"
"301";"457";"670"
"302";"790";"1089"
"302";"790";"1089"
"302";"790";"1089"
"302";"790";"1089"
"302";"790";"1089"
"302";"790";"1089"
"303";"766";"1073"
"303";"766";"1073"
"303";"766";"1073"
"303";"766";"1073"
"303";"766";"1073"
"303";"766";"1073"
"304";"271";"365"
"304";"271";"365"
"304";"271";"365"
"304";"271";"365"
"304";"271";"365"
"304";"271";"365"
"305";"1151";"1533"
"305";"1151";"1533"
"305";"1151";"1533"
"305";"1151";"1533"
"305";"1151";"1533"
"305";"1151";"1533"
"306";"605";"795"
"306";"605";"795"
"306";"605";"795"
"306";"605";"795"
"306";"605";"795"
"306";"605";"795"
"307";"628";"827"
"307";"628";"827"
"307";"628";"827"
"307";"628";"827"
"307";"628";"827"
"307";"628";"827"
"308";"617";"813"
"308";"617";"813"
"308";"617";"813"
"308";"617";"813"
"308";"617";"813"
"308";"617";"813"
"309";"639";"844"
"309";"639";"844"
"309";"639";"844"
"309";"639";"844"
"309";"639";"844"
"309";"639";"844"
"310";"648";"856"
"310";"648";"856"
"310";"648";"856"
"310";"648";"856"
"310";"648";"856"
"310";"648";"856"
"311";"611";"808"
"311";"611";"808"
"311";"611";"808"
"311";"611";"808"
"311";"611";"808"
"311";"611";"808"
"312";"621";"824"
"312";"621";"824"
"312";"621";"824"
"312";"621";"824"
"312";"621";"824"
"312";"621";"824"
"313";"693";"927"
"313";"693";"927"
"313";"693";"927"
"313";"693";"927"
"313";"693";"927"
"313";"693";"927"
"314";"389";"514"
"314";"389";"514"
"314";"389";"514"
"314";"389";"514"
"314";"389";"514"
"314";"389";"514"
"315";"520";"692"
"315";"520";"692"
"315";"520";"692"
"315";"520";"692"
"315";"520";"692"
"315";"520";"692"
"316";"450";"590"
"316";"450";"590"
"316";"450";"590"
"316";"450";"590"
"316";"450";"590"
"316";"450";"590"
"317";"470";"616"
"317";"470";"616"
"317";"470";"616"
"317";"470";"616"
"317";"470";"616"
"317";"470";"616"
"318";"470";"616"
"318";"470";"616"
"318";"470";"616"
"318";"470";"616"
"318";"470";"616"
"318";"470";"616"
"319";"389";"514"
"319";"389";"514"
"319";"389";"514"
"319";"389";"514"
"319";"389";"514"
"319";"389";"514"
"320";"389";"514"
"320";"389";"514"
"320";"389";"514"
"320";"389";"514"
"320";"389";"514"
"320";"389";"514"
"321";"561";"751"
"321";"561";"751"
"321";"561";"751"
"321";"561";"751"
"321";"561";"751"
"321";"561";"751"
"322";"427";"560"
"322";"427";"560"
"322";"427";"560"
"322";"427";"560"
"322";"427";"560"
"322";"427";"560"
"323";"510";"677"
"323";"510";"677"
"323";"510";"677"
"323";"510";"677"
"323";"510";"677"
"323";"510";"677"
"324";"501";"652"
"324";"501";"652"
"324";"501";"652"
"324";"501";"652"
"324";"501";"652"
"324";"501";"652"
"325";"576";"751"
"325";"576";"751"
"325";"576";"751"
"325";"576";"751"
"325";"576";"751"
"325";"576";"751"
"326";"583";"760"
"326";"583";"760"
"326";"583";"760"
"326";"583";"760"
"326";"583";"760"
"326";"583";"760"
"327";"470";"614"
"327";"470";"614"
"327";"470";"614"
"327";"470";"614"
"327";"470";"614"
"327";"470";"614"
"328";"535";"698"
"328";"535";"698"
"328";"535";"698"
"328";"535";"698"
"328";"535";"698"
"328";"535";"698"
"329";"630";"828"
"329";"630";"828"
"329";"630";"828"
"329";"630";"828"
"329";"630";"828"
"329";"630";"828"
"330";"905";"1170"
"330";"905";"1170"
"330";"905";"1170"
"330";"905";"1170"
"330";"905";"1170"
"330";"905";"1170"
"331";"875";"1155"
"331";"875";"1155"
"331";"875";"1155"
"331";"875";"1155"
"331";"875";"1155"
"331";"875";"1155"
"332";"386";"504"
"332";"386";"504"
"332";"386";"504"
"332";"386";"504"
"332";"386";"504"
"332";"386";"504"
"333";"422";"559"
"333";"422";"559"
"333";"422";"559"
"333";"422";"559"
"333";"422";"559"
"333";"422";"559"
"334";"539";"692"
"334";"539";"692"
"334";"539";"692"
"334";"539";"692"
"334";"539";"692"
"334";"539";"692"
"335";"548";"774"
"335";"548";"774"
"335";"548";"774"
"335";"548";"774"
"335";"548";"774"
"335";"548";"774"
"352";"800";"1062"
"352";"800";"1062"
"352";"800";"1062"
"352";"800";"1062"
"352";"800";"1062"
"352";"800";"1062"
"353";"823";"1091"
"353";"823";"1091"
"353";"823";"1091"
"353";"823";"1091"
"353";"823";"1091"
"353";"823";"1091"
"357";"828";"1117"
"357";"828";"1117"
"357";"828";"1117"
"357";"828";"1117"
"357";"828";"1117"
"357";"828";"1117"
"358";"828";"1117"
"358";"828";"1117"
"358";"828";"1117"
"358";"828";"1117"
"358";"828";"1117"
"358";"828";"1117"
"359";"858";"1153"
"359";"858";"1153"
"359";"858";"1153"
"359";"858";"1153"
"359";"858";"1153"
"359";"858";"1153"
"361";"807";"1083"
"361";"807";"1083"
"361";"807";"1083"
"361";"807";"1083"
"361";"807";"1083"
"361";"807";"1083"
"362";"729";"963"
"362";"729";"963"
"362";"729";"963"
"362";"729";"963"
"362";"729";"963"
"362";"729";"963"
"363";"707";"923"
"363";"707";"923"
"363";"707";"923"
"363";"707";"923"
"363";"707";"923"
"363";"707";"923"
"364";"705";"932"
"364";"705";"932"
"364";"705";"932"
"364";"705";"932"
"364";"705";"932"
"364";"705";"932"
"365";"798";"1071"
"365";"798";"1071"
"365";"798";"1071"
"365";"798";"1071"
"365";"798";"1071"
"365";"798";"1071"
"366";"777";"1046"
"366";"777";"1046"
"366";"777";"1046"
"366";"777";"1046"
"366";"777";"1046"
"366";"777";"1046"
"367";"736";"978"
"367";"736";"978"
"367";"736";"978"
"367";"736";"978"
"367";"736";"978"
"367";"736";"978"
"368";"713";"944"
"368";"713";"944"
"368";"713";"944"
"368";"713";"944"
"368";"713";"944"
"368";"713";"944"
"369";"791";"1065"
"369";"791";"1065"
"369";"791";"1065"
"369";"791";"1065"
"369";"791";"1065"
"369";"791";"1065"
"370";"810";"1082"
"370";"810";"1082"
"370";"810";"1082"
"370";"810";"1082"
"370";"810";"1082"
"370";"810";"1082"
"371";"726";"963"
"371";"726";"963"
"371";"726";"963"
"371";"726";"963"
"371";"726";"963"
"371";"726";"963"
"372";"768";"1024"
"372";"768";"1024"
"372";"768";"1024"
"372";"768";"1024"
"372";"768";"1024"
"372";"768";"1024"
"373";"789";"1055"
"373";"789";"1055"
"373";"789";"1055"
"373";"789";"1055"
"373";"789";"1055"
"373";"789";"1055"
"374";"764";"1024"
"374";"764";"1024"
"374";"764";"1024"
"374";"764";"1024"
"374";"764";"1024"
"374";"764";"1024"
"375";"736";"989"
"375";"736";"989"
"375";"736";"989"
"375";"736";"989"
"375";"736";"989"
"375";"736";"989"
"376";"942";"1241"
"376";"942";"1241"
"376";"942";"1241"
"376";"942";"1241"
"376";"942";"1241"
"376";"942";"1241"
"379";"962";"1266"
"379";"962";"1266"
"379";"962";"1266"
"379";"962";"1266"
"379";"962";"1266"
"379";"962";"1266"
"380";"911";"1196"
"380";"911";"1196"
"380";"911";"1196"
"380";"911";"1196"
"380";"911";"1196"
"380";"911";"1196"
"381";"752";"1013"
"381";"752";"1013"
"381";"752";"1013"
"381";"752";"1013"
"381";"752";"1013"
"381";"752";"1013"
"382";"723";"974"
"382";"723";"974"
"382";"723";"974"
"382";"723";"974"
"382";"723";"974"
"382";"723";"974"
"383";"670";"898"
"383";"670";"898"
"383";"670";"898"
"383";"670";"898"
"383";"670";"898"
"383";"670";"898"
"384";"683";"911"
"384";"683";"911"
"384";"683";"911"
"384";"683";"911"
"384";"683";"911"
"384";"683";"911"
"385";"720";"972"
"385";"720";"972"
"385";"720";"972"
"385";"720";"972"
"385";"720";"972"
"385";"720";"972"
"386";"690";"936"
"386";"690";"936"
"386";"690";"936"
"386";"690";"936"
"386";"690";"936"
"386";"690";"936"
"387";"690";"949"
"387";"690";"949"
"387";"690";"949"
"387";"690";"949"
"387";"690";"949"
"387";"690";"949"
"388";"669";"919"
"388";"669";"919"
"388";"669";"919"
"388";"669";"919"
"388";"669";"919"
"388";"669";"919"
"389";"723";"997"
"389";"723";"997"
"389";"723";"997"
"389";"723";"997"
"389";"723";"997"
"389";"723";"997"
"390";"762";"1058"
"390";"762";"1058"
"390";"762";"1058"
"390";"762";"1058"
"390";"762";"1058"
"390";"762";"1058"
"391";"731";"1014"
"391";"731";"1014"
"391";"731";"1014"
"391";"731";"1014"
"391";"731";"1014"
"391";"731";"1014"
"392";"747";"1040"
"392";"747";"1040"
"392";"747";"1040"
"392";"747";"1040"
"392";"747";"1040"
"392";"747";"1040"
"393";"784";"1080"
"393";"784";"1080"
"393";"784";"1080"
"393";"784";"1080"
"393";"784";"1080"
"393";"784";"1080"
"394";"784";"1080"
"394";"784";"1080"
"394";"784";"1080"
"394";"784";"1080"
"394";"784";"1080"
"394";"784";"1080"
"395";"1181";"1613"
"395";"1181";"1613"
"395";"1181";"1613"
"395";"1181";"1613"
"395";"1181";"1613"
"395";"1181";"1613"
"396";"1154";"1580"
"396";"1154";"1580"
"396";"1154";"1580"
"396";"1154";"1580"
"396";"1154";"1580"
"396";"1154";"1580"
"397";"1102";"1518"
"397";"1102";"1518"
"397";"1102";"1518"
"397";"1102";"1518"
"397";"1102";"1518"
"397";"1102";"1518"
"398";"1102";"1517"
"398";"1102";"1517"
"398";"1102";"1517"
"398";"1102";"1517"
"398";"1102";"1517"
"398";"1102";"1517"
"399";"1026";"1423"
"399";"1026";"1423"
"399";"1026";"1423"
"399";"1026";"1423"
"399";"1026";"1423"
"399";"1026";"1423"
"402";"1275";"1735"
"402";"1275";"1735"
"402";"1275";"1735"
"402";"1275";"1735"
"402";"1275";"1735"
"402";"1275";"1735"
"407";"1220";"1664"
"407";"1220";"1664"
"407";"1220";"1664"
"407";"1220";"1664"
"407";"1220";"1664"
"407";"1220";"1664"
"420";"394";"498"
"420";"394";"498"
"420";"394";"498"
"420";"394";"498"
"420";"394";"498"
"420";"394";"498"
"421";"394";"499"
"421";"394";"499"
"421";"394";"499"
"421";"394";"499"
"421";"394";"499"
"421";"394";"499"
"422";"566";"738"
