"ID","WALKING_DURATION","WALKING_DISTANCE"
"1","3669","4990"
"2","3512","4791"
"3","3290","4472"
"4","3373","4587"
"5","3275","4454"
"6","3333","4479"
"7","3331","4476"
"8","3396","4574"
"9","3232","4333"
"10","3318","4461"
"11","3423","4671"
"12","3152","4291"
"13","3251","4426"
"14","3446","4698"
"15","3405","4642"
"16","3382","4610"
"17","3270","4453"
"18","3228","4395"
"19","3184","4332"
"20","3184","4332"
"21","3266","4442"
"22","3270","4452"
"23","3237","4406"
"24","3255","4424"
"25","3246","4355"
"26","2968","3975"
"27","3537","4824"
"28","3465","4713"
"29","3429","4665"
"30","3414","4649"
"31","3565","4862"
"32","3492","4748"
"33","3462","4724"
"34","3445","4709"
"35","3413","4596"
"36","3335","4491"
"37","3594","4889"
"38","3593","4901"
"39","3440","4682"
"40","3440","4675"
"41","3373","4587"
"42","3372","4587"
"43","3336","4536"
"44","3636","4944"
"45","3323","4520"
"46","3327","4522"
"47","3327","4531"
"48","3311","4511"
"49","3479","4732"
"50","3410","4635"
"51","3452","4694"
"52","3372","4584"
"53","3379","4594"
"54","3375","4588"
"55","3463","4709"
"56","3427","4672"
"57","3412","4652"
"58","3359","4582"
"59","3408","4651"
"60","3332","4544"
"61","3554","4846"
"62","2265","3019"
"63","2834","3825"
"64","2788","3753"
"65","2746","3700"
"66","2748","3701"
"67","2596","3476"
"68","2709","3638"
"69","2610","3524"
"70","2511","3380"
"71","2668","3599"
"72","2681","3629"
"73","2681","3629"
"74","2681","3629"
"75","2536","3428"
"76","2432","3295"
"77","2565","3480"
"78","2597","3527"
"79","2526","3415"
"80","2542","3436"
"81","2597","3509"
"82","2613","3530"
"83","2673","3607"
"84","2614","3510"
"85","2665","3575"
"86","2649","3574"
"87","2635","3556"
"88","2506","3356"
"89","2553","3421"
"90","2575","3446"
"91","2659","3563"
"92","2548","3435"
"93","2548","3435"
"94","2588","3501"
"95","2496","3360"
"96","2409","3227"
"97","2446","3289"
"98","2433","3265"
"99","2417","3243"
"100","2461","3313"
"101","2403","3235"
"102","2391","3219"
"103","2391","3219"
"104","2391","3219"
