"ID";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
"5001";"211";"299"
"5002";"294";"406"
"5003";"338";"473"
"5004";"178";"250"
"5005";"173";"242"
"5006";"321";"450"
"5007";"119";"170"
"5008";"716";"971"
"5009";"470";"623"
"5010";"554";"739"
"5011";"81";"113"
"5012";"220";"296"
"5013";"517";"688"
"5014";"558";"743"
"5015";"646";"864"
"5016";"420";"561"
"5017";"676";"919"
"5018";"274";"384"
"5019";"439";"589"
"5020";"67";"98"
"5021";"56";"78"
"5022";"140";"189"
"5023";"594";"795"
"5024";"506";"671"
"5025";"494";"696"
"5026";"59";"84"
"5027";"509";"674"
"5028";"394";"528"
"5029";"473";"635"
"5030";"380";"520"
"5031";"313";"428"
"5032";"366";"500"
"5033";"422";"579"
"5034";"390";"537"
"5035";"202";"286"
"5036";"412";"580"
"5037";"127";"168"
"5038";"479";"642"
"5039";"431";"582"
"5040";"429";"580"
"5041";"497";"672"
"5042";"256";"343"
"5043";"475";"652"
"5044";"539";"734"
"5045";"228";"300"
"5046";"145";"196"
"5047";"481";"683"
"5048";"177";"253"
"5049";"552";"749"
"5050";"224";"315"
"5051";"633";"854"
"5052";"297";"410"
"5053";"151";"216"
"5054";"377";"522"
"5055";"195";"254"
"5056";"258";"336"
"5057";"112";"163"
"5058";"140";"184"
"5059";"258";"336"
"5060";"61";"85"
"5061";"127";"180"
"5062";"321";"426"
"5063";"243";"323"
"5064";"204";"279"
"5065";"322";"427"
"5066";"276";"368"
"5067";"245";"335"
"5068";"439";"584"
"5069";"103";"142"
"5070";"287";"400"
"5071";"68";"98"
"5072";"373";"516"
"5073";"313";"429"
"5074";"390";"540"
"5075";"350";"488"
"5076";"665";"915"
"5077";"704";"973"
"5078";"362";"501"
"5079";"424";"590"
"5080";"419";"582"
"5081";"355";"492"
"5082";"615";"843"
"5083";"426";"584"
"5084";"445";"614"
"5085";"279";"385"
"5086";"286";"393"
"5087";"138";"185"
"5088";"295";"410"
"5089";"162";"224"
"5090";"50";"68"
"5091";"116";"158"
"5092";"87";"119"
"5093";"513";"693"
"5094";"316";"434"
"5095";"319";"447"
"5096";"210";"273"
"5097";"358";"469"
"5098";"351";"482"
"5099";"378";"503"
"5100";"444";"604"
"5101";"332";"446"
"5102";"470";"645"
"5103";"268";"369"
"5104";"510";"703"
"5105";"768";"1058"
"5106";"494";"697"
"5107";"181";"247"
"5108";"675";"937"
"5109";"418";"583"
"5110";"475";"667"
"5111";"576";"806"
"5112";"398";"556"
"5113";"431";"604"
"5114";"786";"1098"
"5115";"1529";"2079"
"5116";"663";"908"
"5117";"304";"424"
"5118";"213";"300"
"5119";"94";"128"
"5120";"147";"198"
"5121";"52";"75"
"5122";"99";"142"
"5123";"194";"272"
"5124";"141";"204"
"5125";"135";"189"
"5126";"114";"161"
"5127";"494";"686"
"5128";"184";"247"
"5129";"748";"1012"
"5130";"135";"192"
"5131";"182";"256"
"5132";"240";"346"
"5133";"571";"772"
"5134";"786";"1059"
"5135";"573";"788"
"5136";"672";"923"
"5137";"650";"877"
"5138";"141";"184"
"5139";"510";"686"
"5140";"735";"994"
"5141";"214";"288"
"5142";"242";"329"
"5143";"148";"205"
"5144";"90";"130"
"5145";"163";"228"
"5146";"59";"82"
"5147";"142";"196"
"5148";"103";"140"
"5149";"160";"221"
"5150";"421";"586"
"5151";"212";"283"
"5152";"522";"707"
"5153";"173";"234"
"5154";"211";"284"
