"ID","WALKING_DURATION_877","WALKING_DISTANCE_877"
"1","2740","3650"
"2","2659","3551"
"3","2888","3859"
"4","3013","4044"
"5","2915","3911"
"6","3168","4271"
"7","3187","4302"
"8","3254","4403"
"9","3090","4162"
"10","3176","4290"
"11","3267","4409"
"12","2996","4029"
"13","3122","4193"
"14","2562","3416"
"15","2603","3473"
"16","2683","3583"
"17","2740","3661"
"18","2776","3712"
"19","2824","3789"
"20","2824","3789"
"21","2906","3899"
"22","3040","4080"
"23","3057","4102"
"24","2894","3882"
"25","3104","4184"
"26","3176","4281"
"27","2986","4002"
"28","3001","4010"
"29","3037","4059"
"30","3054","4106"
"31","3205","4319"
"32","3132","4205"
"33","3228","4346"
"34","3305","4463"
"35","3256","4402"
"36","3318","4493"
"37","2843","3793"
"38","2931","3924"
"39","2734","3649"
"40","2789","3714"
"41","2820","3764"
"42","2876","3843"
"43","2915","3896"
"44","2801","3732"
"45","2963","3977"
"46","2967","3979"
"47","3097","4159"
"48","3131","4207"
"49","2970","3966"
"50","2901","3870"
"51","2943","3928"
"52","2959","3951"
"53","3019","4051"
"54","3015","4045"
"55","3103","4166"
"56","3114","4186"
"57","3128","4206"
"58","3177","4277"
"59","3176","4276"
"60","3203","4312"
"61","2658","3545"
"62","2962","3948"
"63","1998","2614"
"64","2054","2683"
"65","1889","2461"
"66","1939","2527"
"67","2047","2662"
"68","1992","2589"
"69","1795","2335"
"70","1895","2467"
"71","1841","2394"
"72","1804","2360"
"73","1804","2360"
"74","1804","2360"
"75","1659","2158"
"76","1555","2025"
"77","1688","2211"
"78","1720","2258"
"79","1649","2145"
"80","1665","2166"
"81","1705","2208"
"82","1690","2188"
"83","2313","3064"
"84","2254","2967"
"85","2305","3032"
"86","2289","3031"
"87","2275","3013"
"88","2146","2813"
"89","2193","2878"
"90","2083","2709"
"91","2109","2746"
"92","2188","2892"
"93","2188","2892"
"94","2247","2976"
"95","2136","2817"
"96","2049","2684"
"97","1935","2521"
"98","1985","2585"
"99","2057","2700"
"100","2101","2770"
"101","2043","2692"
"102","1924","2522"
"103","1924","2522"
"104","1924","2522"
"105","1924","2522"
"106","1924","2522"
"107","1998","2626"
"108","1785","2348"
"109","1788","2347"
"110","1729","2274"
"111","1984","2614"
"112","1915","2523"
"113","1774","2337"
"114","2540","3391"
"115","2440","3254"
"116","2388","3175"
"117","2451","3260"
"118","2408","3201"
"119","2398","3186"
"120","2339","3123"
"121","2322","3113"
"122","2422","3256"
"123","2299","3088"
"124","2389","3207"
"125","2450","3261"
"126","2265","3004"
"127","2442","3249"
"128","2242","3007"
"129","2611","3510"
"130","2282","3063"
"131","2311","3102"
"132","2456","3299"
"133","2543","3419"
"134","2578","3468"
"135","2579","3468"
"136","2616","3517"
"137","2173","2911"
"138","2281","3033"
"139","2168","2909"
"140","2500","3376"
"141","2201","2958"
"142","2232","3002"
"143","2318","3119"
"144","2336","3152"
"145","2434","3288"
"146","2469","3322"
"147","2498","3365"
"148","2526","3404"
"149","2169","2895"
"150","2114","2792"
"151","2089","2762"
"152","2056","2725"
"153","2084","2796"
"154","2141","2883"
"155","2373","3185"
"156","2084","2786"
"157","2009","2691"
"158","2036","2748"
"159","2096","2829"
"160","1961","2629"
"161","1966","2649"
"162","1928","2597"
"163","1934","2605"
"164","3176","4244"
"165","3285","4387"
"166","3520","4692"
"167","3538","4718"
"168","3485","4642"
"169","3148","4163"
