"ID";"WALKING_NEAR_DURATION";"WALKING_NEAR_DISTANCE"
"19507";"625";"806"
"19508";"336";"445"
"19509";"613";"830"
"19510";"593";"803"
"19511";"405";"543"
"19512";"351";"479"
"19513";"212";"283"
"19514";"119";"150"
"19515";"462";"620"
"19516";"521";"700"
"19517";"587";"789"
"19518";"307";"417"
"19519";"354";"481"
"19520";"391";"537"
"19521";"260";"350"
"19522";"197";"269"
"19523";"208";"283"
"19524";"221";"306"
"19525";"285";"379"
"19526";"302";"410"
"19527";"390";"530"
"19528";"328";"452"
"19529";"305";"417"
"19530";"397";"540"
"19531";"382";"529"
"19532";"408";"563"
"19533";"453";"630"
"19534";"482";"671"
"19535";"515";"716"
"19536";"521";"722"
"19537";"296";"408"
"19538";"241";"336"
"19539";"243";"334"
"19540";"306";"417"
"19541";"303";"413"
"19542";"257";"353"
"19543";"268";"370"
"19544";"268";"370"
"19545";"268";"362"
"19546";"405";"543"
"19547";"260";"350"
"19548";"453";"630"
"19549";"390";"530"
"19550";"241";"336"
"19551";"243";"334"
"19552";"306";"417"
"19553";"399";"543"
"19554";"428";"583"
"19555";"232";"306"
"19556";"260";"345"
"19557";"16";"21"
"19558";"99";"141"
"19559";"206";"266"
"19560";"318";"421"
"19561";"181";"253"
"19562";"104";"146"
"19563";"51";"73"
"19564";"228";"316"
"19565";"111";"152"
"19566";"168";"238"
"19567";"296";"413"
"19568";"320";"442"
"19569";"204";"288"
"19570";"227";"318"
"19571";"137";"196"
"19572";"216";"300"
"19573";"207";"290"
"19574";"79";"114"
"19575";"309";"429"
"19576";"365";"509"
"19577";"226";"318"
"19578";"165";"236"
"19579";"454";"622"
"19580";"533";"728"
"19581";"203";"279"
"19582";"508";"676"
"19583";"346";"473"
"19584";"185";"233"
"19585";"295";"393"
"19586";"427";"567"
"19587";"166";"227"
"19588";"240";"336"
"19589";"199";"284"
"19590";"391";"525"
"19591";"229";"303"
"19592";"144";"196"
"19593";"108";"156"
"19594";"356";"486"
"19595";"90";"125"
"19596";"63";"85"
"19597";"415";"567"
"19598";"255";"334"
"19599";"337";"453"
"19600";"435";"595"
"19601";"112";"157"
"19602";"167";"231"
"19603";"315";"425"
"19604";"150";"198"
"19605";"389";"544"
"19606";"406";"566"
"19607";"302";"420"
"19608";"163";"229"
"19609";"115";"164"
"19610";"92";"132"
"19611";"308";"427"
"19612";"275";"385"
"19613";"297";"415"
"19614";"286";"402"
"19615";"203";"284"
"19616";"254";"356"
"19617";"266";"369"
"19618";"393";"557"
"19619";"372";"528"
"19620";"320";"441"
"19621";"330";"458"
"19622";"327";"449"
"19623";"539";"747"
"19624";"426";"594"
"19625";"388";"538"
"19626";"232";"323"
"19627";"275";"382"
"19628";"294";"409"
"19629";"112";"157"
"19630";"130";"185"
"19631";"469";"651"
"19632";"451";"625"
"19633";"352";"499"
"19634";"317";"432"
"19635";"212";"297"
"19636";"236";"328"
"19637";"177";"237"
"19638";"162";"217"
"19639";"105";"145"
"19640";"250";"340"
"19641";"230";"315"
"19642";"175";"242"
"19643";"430";"587"
"19644";"481";"661"
"19645";"400";"546"
"19646";"405";"555"
"19647";"330";"452"
"19648";"315";"425"
"19649";"290";"400"
"19650";"273";"373"
"19651";"293";"394"
"19652";"265";"361"
"19653";"78";"102"
"19654";"11";"14"
"19655";"150";"198"
"19656";"150";"198"
"19657";"150";"198"
"19658";"3";"5"
"19659";"3";"5"
"19660";"348";"467"
"19661";"348";"467"
"19662";"302";"418"
"19663";"302";"418"
"19664";"302";"418"
"19665";"187";"247"
"19666";"392";"512"
"19667";"744";"1003"
"19668";"454";"600"
"19669";"719";"969"
"19670";"548";"750"
"19671";"542";"753"
"19672";"655";"894"
"19673";"518";"705"
"19674";"431";"600"
"19675";"393";"547"
"19676";"393";"547"
"19677";"563";"767"
"19678";"694";"944"
"19679";"563";"763"
"19680";"632";"857"
"19681";"684";"924"
"19682";"396";"542"
"19683";"303";"411"
"19684";"326";"442"
"19685";"271";"366"
"19686";"187";"255"
"19687";"141";"196"
"19688";"118";"166"
"19689";"356";"487"
"19690";"285";"393"
"19691";"1022";"1328"
"19692";"1316";"1727"
"19693";"1316";"1727"
"19694";"246";"355"
"19695";"173";"240"
"19696";"206";"289"
"19697";"778";"1068"
"19698";"231";"323"
"19699";"231";"323"
"19700";"250";"342"
"19701";"290";"399"
"19702";"229";"317"
"19703";"1118";"1507"
"19704";"1084";"1459"
"19705";"300";"418"
"19706";"213";"296"
"19707";"274";"386"
"19708";"361";"500"
"19709";"361";"500"
"19710";"353";"480"
"19711";"433";"618"
"19712";"284";"396"
"19713";"1313";"1767"
"19714";"909";"1171"
"19715";"1022";"1328"
"19716";"928";"1198"
"19717";"908";"1177"
"19718";"1067";"1385"
"19719";"386";"491"
"19720";"386";"491"
"19721";"562";"749"
"19722";"501";"662"
"19723";"617";"827"
"19724";"246";"355"
"19725";"134";"190"
"19726";"236";"334"
"19727";"79";"109"
"19728";"106";"148"
"19729";"257";"358"
"19730";"1";"1"
"19731";"245";"338"
"19732";"228";"317"
"19733";"222";"309"
"19734";"269";"374"
"19735";"173";"240"
"19736";"212";"291"
"19737";"152";"207"
"19738";"112";"148"
"19739";"119";"159"
"19740";"139";"192"
"19741";"203";"278"
"19742";"177";"248"
"19743";"262";"365"
"19744";"226";"328"
"19745";"223";"323"
"19746";"210";"304"
"19747";"246";"342"
"19748";"334";"466"
"19749";"223";"317"
"19750";"113";"162"
"19751";"157";"220"
"19752";"226";"319"
"19753";"764";"1049"
"19754";"698";"956"
"19755";"778";"1068"
"19756";"799";"1094"
"19757";"765";"1050"
"19758";"323";"463"
"19759";"159";"225"
"19760";"104";"152"
"19761";"130";"183"
"19762";"15";"21"
"19763";"15";"21"
"19764";"58";"86"
"19765";"231";"323"
"19766";"124";"174"
"19767";"263";"361"
"19768";"153";"217"
"19769";"124";"174"
"19770";"124";"174"
"19771";"124";"174"
"19772";"262";"365"
"19773";"280";"389"
"19774";"207";"292"
"19775";"290";"399"
"19776";"250";"342"
"19777";"280";"385"
"19778";"367";"504"
"19779";"326";"441"
"19780";"229";"317"
"19781";"253";"353"
"19782";"379";"517"
"19783";"293";"406"
"19784";"408";"552"
"19785";"321";"450"
"19786";"237";"334"
"19787";"203";"289"
"19788";"151";"216"
"19789";"274";"386"
"19790";"213";"296"
"19791";"154";"221"
"19792";"288";"401"
"19793";"297";"412"
"19794";"492";"705"
"19795";"386";"531"
"19796";"443";"612"
"19797";"469";"644"
"19798";"333";"457"
"19799";"344";"472"
"19800";"409";"557"
"19801";"276";"376"
"19802";"297";"419"
"19803";"353";"480"
"19804";"287";"401"
"19805";"258";"361"
"19806";"273";"381"
"19807";"191";"271"
"19808";"377";"521"
"19809";"609";"835"
"19810";"433";"618"
"19811";"526";"733"
"19812";"504";"706"
"19813";"432";"619"
"19814";"386";"543"
"19815";"451";"636"
"19816";"569";"786"
"19817";"643";"886"
"19818";"485";"666"
"19819";"647";"885"
"19820";"620";"849"
"19821";"687";"935"
"19822";"703";"963"
"19823";"549";"754"
"19824";"532";"730"
"19825";"466";"649"
"19826";"452";"629"
"19827";"493";"681"
"19828";"361";"500"
"19829";"373";"520"
"19830";"313";"435"
"19831";"244";"324"
"19832";"189";"256"
"19833";"282";"378"
"19834";"236";"318"
"19835";"347";"466"
"19836";"195";"265"
"19837";"185";"257"
"19838";"259";"354"
"19839";"156";"217"
"19840";"166";"231"
"19841";"305";"423"
"19842";"203";"273"
"19843";"147";"200"
"19844";"252";"338"
"19845";"126";"173"
"19846";"2";"2"
"19847";"110";"153"
"19848";"151";"207"
"19849";"124";"171"
"19850";"178";"242"
"19851";"316";"454"
"19852";"194";"281"
"19853";"121";"177"
"19854";"347";"466"
"19855";"211";"287"
"19856";"316";"454"
"19857";"313";"426"
"19858";"313";"426"
"19859";"755";"1060"
"19860";"240";"327"
"19861";"167";"233"
"19862";"157";"229"
"19863";"217";"301"
"19864";"285";"399"
"19865";"167";"223"
"19866";"214";"299"
"19867";"345";"488"
"19868";"280";"387"
"19869";"158";"226"
"19870";"109";"158"
"19871";"404";"572"
"19872";"99";"143"
"19873";"486";"661"
"19874";"223";"301"
"19875";"176";"237"
"19876";"461";"659"
"19877";"316";"417"
"19878";"654";"884"
"19879";"149";"199"
"19880";"219";"298"
"19881";"341";"457"
"19882";"218";"302"
"19883";"139";"189"
"19884";"334";"465"
"19885";"145";"200"
"19886";"741";"1007"
"19887";"313";"426"
"19888";"298";"403"
"19889";"152";"209"
"19890";"144";"198"
"19891";"351";"474"
"19892";"387";"523"
"19893";"215";"296"
"19894";"66";"95"
"19895";"207";"290"
"19896";"126";"173"
"19897";"133";"193"
"19898";"309";"422"
"19899";"94";"131"
"19900";"128";"180"
"19901";"69";"96"
"19902";"49";"69"
"19903";"278";"388"
"19904";"137";"188"
"19905";"58";"80"
"19906";"107";"142"
"19907";"229";"311"
"19908";"144";"195"
"19909";"295";"394"
"19910";"491";"687"
"19911";"429";"596"
"19912";"583";"803"
"19913";"295";"394"
"19914";"231";"308"
"19915";"245";"320"
"19916";"177";"240"
"19917";"22";"30"
"19918";"322";"433"
"19919";"145";"203"
"19920";"283";"390"
"19921";"41";"59"
"19922";"190";"256"
"19923";"225";"318"
"19924";"100";"137"
"19925";"325";"430"
"19926";"42";"66"
"19927";"251";"346"
"19928";"119";"187"
"19929";"352";"495"
"19930";"429";"598"
"19931";"267";"373"
"19932";"251";"347"
"19933";"157";"214"
"19934";"224";"301"
"19935";"232";"324"
"19936";"79";"107"
"19937";"125";"171"
"19938";"62";"87"
"19939";"421";"580"
"19940";"496";"685"
"19941";"285";"401"
"19942";"429";"596"
"19943";"415";"572"
"19944";"231";"324"
"19945";"264";"365"
"19946";"294";"399"
"19947";"315";"448"
"19948";"180";"265"
"19949";"421";"583"
"19950";"444";"614"
"19951";"260";"356"
"19952";"583";"803"
"19953";"653";"897"
"19954";"637";"877"
"19955";"681";"940"
"19956";"8";"12"
"19957";"310";"410"
"19958";"514";"709"
"19959";"276";"373"
"19960";"528";"723"
"19961";"136";"183"
"19962";"230";"311"
"19963";"224";"306"
"19964";"145";"202"
"19965";"124";"173"
"19966";"159";"222"
"19967";"183";"253"
"19968";"442";"607"
"19969";"345";"478"
"19970";"177";"238"
"19971";"114";"154"
"19972";"465";"638"
"19973";"109";"152"
"19974";"17";"23"
"19975";"169";"230"
"19976";"22";"31"
"19977";"215";"297"
"19978";"120";"164"
"19979";"307";"422"
"19980";"349";"476"
"19981";"240";"331"
"19982";"141";"196"
"19983";"96";"135"
"19984";"84";"115"
"19985";"307";"426"
"19986";"212";"286"
"19987";"216";"306"
"19988";"274";"386"
"19989";"216";"306"
"19990";"450";"611"
"19991";"880";"1209"
"19992";"945";"1305"
"19993";"1016";"1392"
"19994";"504";"701"
"19995";"443";"607"
"19996";"467";"653"
"19997";"335";"464"
"19998";"186";"266"
"19999";"245";"348"
"20000";"222";"310"
"20001";"239";"340"
"20002";"271";"382"
"20003";"195";"269"
"20004";"267";"375"
"20005";"274";"380"
"20006";"327";"452"
"20007";"193";"275"
"20008";"354";"499"
"20009";"388";"546"
"20010";"201";"284"
"20011";"311";"439"
"20012";"278";"392"
"20013";"327";"450"
"20014";"715";"983"
"20015";"195";"275"
"20016";"707";"966"
"20017";"373";"514"
"20018";"450";"611"
"20019";"410";"574"
"20020";"334";"471"
"20021";"332";"463"
"20022";"295";"413"
"20023";"230";"329"
"20024";"295";"413"
"20025";"193";"277"
"20026";"665";"908"
"20027";"665";"908"
"20028";"424";"573"
"20029";"99";"138"
"20030";"158";"216"
"20031";"150";"207"
"20032";"1";"2"
"20033";"320";"437"
"20034";"314";"425"
"20035";"650";"895"
"20036";"89";"127"
"20037";"";""
"20038";"541";"737"
"20039";"306";"423"
"20040";"358";"493"
"20041";"358";"496"
"20042";"128";"180"
"20043";"223";"309"
"20044";"30";"41"
"20045";"92";"125"
"20046";"932";"1303"
"20047";"622";"874"
"20048";"858";"1206"
"20049";"335";"473"
"20050";"282";"409"
"20051";"195";"278"
"20052";"246";"350"
"20053";"303";"444"
"20054";"380";"557"
"20055";"220";"309"
