OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
20001;20001;887;37.606163;55.681811;1019;0.007841;37.601734;55.675341
20002;20002;2210;37.597158;55.674177;1039;0.001705;37.595964;55.675395
20003;20003;4237;37.599241;55.673465;1019;0.003119;37.601734;55.675341
20004;20004;3499;37.600892;55.672954;1019;0.00253;37.601734;55.675341
20005;20005;3492;37.601472;55.67274;1019;0.002614;37.601734;55.675341
20006;20006;3784;37.596339;55.674836;1039;0.000672;37.595964;55.675395
20007;20007;3508;37.597675;55.670286;992;0.003342;37.595399;55.667839
20008;20008;3393;37.6011;55.673661;1019;0.001795;37.601734;55.675341
20009;20009;3623;37.613568;55.681317;40;0.010234;37.611503;55.691341
20010;20010;2598;37.609346;55.679412;1019;0.008633;37.601734;55.675341
20011;20011;2141;37.610511;55.679535;1019;0.009727;37.601734;55.675341
20012;20012;3141;37.610582;55.680406;1019;0.010195;37.601734;55.675341
20013;20013;3619;37.612213;55.680571;40;0.010792;37.611503;55.691341
20014;20014;1536;37.611309;55.679961;1019;0.010632;37.601734;55.675341
20015;20015;3604;37.60543;55.678552;1019;0.004896;37.601734;55.675341
20016;20016;2258;37.607914;55.680949;1019;0.008346;37.601734;55.675341
20017;20017;3552;37.612919;55.681621;40;0.009822;37.611503;55.691341
20018;20018;6104;37.609671;55.680117;1019;0.009263;37.601734;55.675341
20019;20019;3042;37.612572;55.681075;40;0.01032;37.611503;55.691341
20020;20020;3805;37.611583;55.681662;40;0.009678;37.611503;55.691341
20021;20021;1134;37.610166;55.682083;40;0.009353;37.611503;55.691341
20022;20022;4196;37.610584;55.682872;40;0.008518;37.611503;55.691341
20023;20023;4171;37.610635;55.682579;40;0.008803;37.611503;55.691341
20024;20024;3621;37.602184;55.674264;1019;0.001166;37.601734;55.675341
20025;20025;4444;37.610656;55.681414;40;0.009962;37.611503;55.691341
20026;20026;3515;37.606782;55.67975;1019;0.006702;37.601734;55.675341
20027;20027;3642;37.605594;55.678819;1019;0.005196;37.601734;55.675341
20028;20028;1962;37.604589;55.681452;1019;0.006745;37.601734;55.675341
