"ID","DRIVING_DURATION","DRIVING_DISTANCE"
"1492","557","4081"
"1493","553","4063"
"1494","570","3948"
"1495","584","4013"
"1496","603","4038"
"1497","618","4168"
"1498","510","3860"
"1499","510","3860"
"1500","507","3828"
"1501","510","3860"
"1502","515","3734"
"1503","558","4026"
"1504","550","3819"
"1505","571","3885"
"1506","580","3947"
"1507","546","3751"
"1508","524","3780"
"1509","530","3634"
"1510","560","3815"
"1511","560","3815"
"1512","560","3815"
"1513","560","3815"
"1514","560","3815"
"1515","532","3677"
"1516","516","3483"
"1517","535","3627"
"1518","545","3671"
"1519","511","3600"
"1520","541","3658"
"1521","515","3472"
"1522","501","3921"
"1523","487","3793"
"1524","486","3774"
"1525","502","3890"
"1526","513","3948"
"1527","518","3870"
"1528","460","3662"
"1529","469","3651"
"1530","501","3823"
"1531","522","3887"
"1532","508","3451"
"1533","482","3796"
"1534","486","3748"
"1535","486","3748"
"1536","491","3830"
"1537","480","3677"
"1538","488","3408"
"1539","507","3728"
"1540","494","3777"
"1541","500","3442"
"1542","470","3317"
"1543","506","3467"
"1544","506","3468"
"1545","495","3414"
"1546","440","3449"
"1547","481","3589"
"1548","506","3457"
"1549","453","3257"
"1550","518","3506"
"1551","527","3550"
"1552","517","3514"
"1553","508","3481"
"1554","476","3345"
"1555","486","3387"
"1556","476","3344"
"1557","467","3302"
"1558","468","3551"
"1559","504","3590"
"1560","500","3560"
"1561","484","3489"
"1562","482","3345"
"1563","514","3474"
"1564","496","3406"
"1565","469","3325"
"1566","419","3230"
"1567","460","3287"
"1568","477","3367"
"1569","470","3295"
"1570","440","3188"
"1571","429","3135"
"1572","431","3143"
"1573","490","3775"
"1574","502","3766"
"1575","563","4099"
"1576","568","4125"
"1577","566","4114"
"1578","449","3447"
"1579","486","3768"
"1580","472","3629"
"1581","485","3669"
"1582","461","3296"
"1583","490","3714"
"1584","443","3053"
"1585","392","2984"
"1586","390","2997"
"1587","414","3082"
"1588","367","2763"
"1589","381","2667"
"1590","393","2705"
"1591","353","2527"
"1592","357","2455"
"1593","353","2431"
"1594","502","3944"
"1595","617","4522"
"1596","576","4352"
"1597","714","5334"
"1598","623","4588"
"1599","708","5291"
"1600","713","5309"
"1601","592","4464"
"1602","595","4483"
"1603","602","4562"
"1604","603","4557"
"1605","623","4768"
"1606","640","4830"
"1607","602","4659"
"1608","619","4204"
"1609","603","4609"
"1610","590","4530"
"1611","604","4488"
"1612","569","4291"
"1613","550","4242"
"1614","523","4127"
"1615","503","3895"
"1616","484","3844"
"1617","487","3810"
"1618","519","4003"
"1619","522","4013"
"1620","526","3922"
"1621","506","3835"
"1622","447","3435"
"1623","473","3732"
"1624","505","3765"
"1625","490","3616"
"1626","494","3537"
"1627","492","3525"
"1628","502","3572"
"1629","525","3696"
"1630","588","4348"
"1631","579","4230"
"1632","444","3453"
"1633","459","3536"
"1634","589","4367"
"1635","592","4349"
"1636","439","3313"
"1637","438","3304"
"1638","467","3592"
"1639","420","3230"
"1640","717","5335"
"1641","554","4059"
"1642","540","4019"
"1643","546","4130"
"1644","601","4463"
"1645","564","4550"
"1646","564","4550"
"1647","489","3360"
"1648","467","3330"
"1649","457","3311"
"1650","422","3104"
"1651","421","3183"
"1652","442","3267"
"1653","446","3285"
"1654","463","3325"
"1655","474","3556"
"1656","467","3624"
"1657","472","3653"
"1658","526","3570"
"1659","515","3519"
"1660","513","3483"
"1661","523","3524"
"1662","541","3634"
"1663","464","3685"
"1664","328","2331"
"1665","314","2280"
"1666","660","5225"
"1667","665","5242"
"1668","651","5013"
"1669","678","5335"
"1670","646","4812"
"1671","640","4894"
"1672","644","4733"
"1673","600","4561"
"1674","623","4706"
"1675","615","4610"
"1676","594","4529"
"1677","638","4730"
"1678","619","4629"
"1679","630","4629"
"1680","632","4470"
"1681","608","4390"
"1682","602","4364"
"1683","619","4623"
"1684","558","4303"
"1685","554","4278"
"1686","535","4163"
"1687","546","4192"
"1688","561","4250"
"1689","541","3964"
"1690","530","4066"
"1691","554","4318"
"1692","558","4338"
"1693","569","4411"
"1694","600","4530"
"1695","603","4541"
"1696","541","4141"
"1697","548","4159"
"1698","564","4230"
"1699","569","4235"
"1700","525","4140"
"1701","500","4011"
"1702","497","3965"
"1703","503","3833"
"1704","511","3953"
"1705","497","3803"
"1706","485","3767"
"1707","464","3613"
"1708","706","5252"
"1709","690","5368"
"1710","696","4987"
"1711","686","5344"
"1712","661","4838"
"1713","660","4833"
"1714","652","4817"
"1715","651","4811"
"1716","643","4985"
"1717","651","4818"
"1718","602","4841"
"1719","603","4616"
"1720","580","4503"
"1721","585","4522"
"1722","599","4600"
"1723","541","4342"
"1724","534","4277"
"1725","662","5253"
"1726","658","5232"
"1727","661","5245"
"1728","686","5352"
"1729","635","4705"
"1730","664","4815"
"1731","630","4469"
"1732","629","4621"
"1733","607","4377"
"1734","606","4378"
"1735","588","4316"
"1736","555","4203"
"1737","539","4128"
"1738","562","4222"
"1739","537","4122"
"1740","526","4063"
"1741","525","4075"
"1742","490","3753"
"1743","483","3705"
"1744","545","3880"
"1745","547","3947"
"1746","470","3544"
"1747","484","3516"
"1748","445","3419"
"2301","756","6479"
"2302","665","5739"
"2303","701","5964"
"2304","695","5919"
"2305","677","5787"
"2306","684","5792"
"2307","672","5824"
"2308","685","5845"
"2309","732","6423"
"2310","722","5987"
"2311","733","6037"
"2312","723","6322"
"2313","758","6122"
"2314","731","6315"
"2315","766","6398"
"2316","754","6361"
"2317","711","6190"
"2318","752","6365"
"2319","798","6846"
"2320","712","6196"
"2321","723","6134"
"2322","688","6039"
"2323","707","6073"
"2324","708","6023"
"2325","676","5884"
"2326","713","5987"
"2327","691","5853"
"2328","701","5976"
"2329","768","6662"
"2330","798","6685"
"2331","780","6531"
"2332","767","6470"
"2333","746","6383"
"2334","801","6914"
"2335","807","6969"
"2336","772","6648"
"2337","763","6560"
"2338","751","6487"
"2339","789","6686"
"2340","827","7069"
"2341","813","7011"
"2342","811","7063"
"2343","826","7140"
"2344","816","7144"
"2345","832","7221"
"2346","822","7218"
"2347","794","6636"
"2348","820","6709"
"2349","807","6648"
"2350","795","6586"
"2351","763","6464"
"2352","791","6734"
"2353","776","6662"
"2354","772","6662"
"2355","751","6390"
"2356","765","6449"
"2357","774","6505"
"2358","799","6614"
"2359","800","6621"
"2360","760","6658"
"2361","820","6815"
"2362","794","6688"
"2363","793","6686"
"2364","797","6705"
"2365","814","6806"
"2366","792","6652"
"2367","833","6873"
"2368","753","6540"
"2369","729","6106"
"2370","703","6037"
"2371","691","5987"
"2372","699","5949"
"2373","753","6486"
"2374","769","6479"
"2375","732","6162"
"2376","748","6246"
"2377","701","6027"
"2378","697","6066"
"2379","747","6247"
"2380","755","6296"
"2381","739","6337"
"2382","713","6215"
"2383","744","6337"
"2384","727","6336"
"2385","756","6241"
"2386","751","6389"
"2387","811","6698"
"2388","794","6714"
"2389","796","6630"
"2390","813","6709"
"2391","804","6761"
"2392","826","6750"
"2393","815","6808"
"2394","793","6610"
"2395","758","6469"
"2396","750","6432"
"2397","734","6344"
"2398","751","6434"
"2399","788","6599"
"2400","764","6537"
"2401","772","6517"
"2402","801","6658"
"2403","739","6330"
"2404","740","6454"
"2405","759","6528"
"2406","750","6536"
"2407","750","6466"
"2408","750","6466"
"2409","761","6475"
"2410","771","6582"
"2411","771","6582"
"2412","770","6596"
"2413","801","6714"
"2414","808","6757"
"2415","817","6805"
"2416","797","6727"
"2417","807","6778"
"2418","805","6772"
"2419","812","6812"
"2420","786","6673"
"2421","851","6952"
"2422","763","6576"
"2423","771","6548"
"2424","756","6521"
"2425","783","6651"
"2426","782","6686"
"2427","790","6740"
"2428","769","6534"
"2429","761","6538"
"2430","772","6529"
"2431","786","6599"
"2432","748","6457"
"2433","778","6684"
"2434","817","6818"
"2435","838","6896"
"2436","789","6739"
"2437","793","6762"
"2438","782","6704"
"2439","789","6755"
"2440","802","6816"
"2441","797","6805"
"2442","809","6866"
"2443","817","6815"
"3949","679","5342"
"3950","675","5315"
"3951","671","5323"
"3952","675","5319"
"3953","635","5394"
"3954","683","5415"
"3955","677","5206"
"3956","670","5149"
"3957","655","5076"
"3958","662","5133"
"3959","656","5077"
"3960","635","5044"
"3961","627","4959"
"3962","764","6232"
"3963","825","6648"
"3964","735","6053"
"3965","731","5912"
"3966","763","6337"
"3967","728","5893"
"3968","736","5799"
"3969","736","5932"
"3970","721","5672"
"3971","747","6192"
"3972","711","5806"
"3973","717","5833"
"3974","710","5801"
"3975","745","6194"
"3976","749","6184"
"3977","740","6169"
"3978","746","6216"
"3979","749","6265"
"3980","766","6547"
"3981","785","6650"
"3982","847","6972"
"3983","845","6959"
"3984","754","6405"
"3985","761","6494"
"3986","746","6311"
"3987","780","6522"
"3988","792","6597"
"3989","772","6358"
"3990","757","6194"
"3991","750","6126"
"3992","769","6275"
"3993","747","6138"
"3994","715","5833"
"3995","748","6078"
"3996","698","5631"
"3997","687","5585"
"3998","716","5903"
"3999","714","5886"
"4000","681","5529"
"4001","675","5523"
"4002","703","5644"
"4003","697","5586"
"4004","684","5538"
"4005","740","5970"
"4006","656","5409"
"4007","701","5800"
"4008","702","5641"
"4009","693","5600"
"4010","677","5513"
"4011","690","5575"
"4012","687","5262"
"4013","662","5441"
"4014","682","5515"
"4015","670","5480"
"4016","759","6158"
"4017","755","6183"
"4018","710","5767"
"4019","715","5791"
"4020","684","5355"
"4021","662","5283"
"4022","669","5395"
"4023","655","5193"
"4024","667","5248"
"4025","652","5190"
"4026","671","5270"
"4027","666","5162"
"4028","651","5098"
"4029","669","5174"
"4030","677","5150"
"4031","654","5118"
"4032","675","5162"
"4033","681","5744"
"4034","684","5233"
"4035","631","4967"
"4036","652","4914"
"4037","648","5097"
"4038","626","4833"
"4039","627","4898"
"4040","635","4938"
"4041","610","4813"
"4042","619","4854"
"4043","638","4930"
"4044","557","4306"
"4045","611","4820"
"4046","613","4819"
"4047","577","4198"
"4048","699","5637"
"4049","691","5534"
"4050","710","5581"
"4051","721","5986"
"4052","751","6184"
"4053","688","5458"
"4054","718","5976"
"4055","717","5720"
"4056","724","5759"
"4057","683","5446"
"4058","708","5857"
"4059","709","5692"
"4060","702","5647"
"4061","742","6018"
"4062","653","5204"
"4063","702","5594"
"4064","702","5593"
"4065","681","5508"
"4066","689","5351"
"4067","658","5292"
"4068","666","5106"
"4069","631","5021"
"4070","630","5017"
"4071","631","4947"
"4072","740","6240"
"4073","651","5014"
"4074","674","5345"
"4075","672","5333"
"4076","686","5194"
"4077","714","5828"
"4078","720","5893"
"4079","726","6180"
"4080","728","5960"
"4081","723","5935"
"4082","729","5940"
"4083","748","6062"
"4084","689","5567"
"4085","690","5572"
"4086","673","5696"
"4087","692","5273"
"4088","686","5513"
"4089","668","5502"
"4090","726","5896"
"4091","779","6386"
"4092","776","6590"
"4093","806","6766"
"4094","720","5851"
"4095","731","5905"
"4096","717","5656"
"4097","708","5629"
"4098","702","5603"
"4099","650","5398"
"4100","662","5458"
"4101","614","4824"
"4102","619","4936"
"4103","635","4960"
"4104","768","6209"
"4105","752","6134"
"4106","723","5935"
"4107","719","5790"
"4921","653","5393"
"4922","735","6000"
"4923","761","6131"
"4924","743","6039"
"4925","675","5620"
"4926","679","5578"
"4927","728","5856"
"4928","742","5923"
"4929","683","5482"
"4930","690","5564"
"4931","692","5449"
"4932","676","5417"
"4933","670","5326"
"4934","653","5387"
"4935","661","5438"
"4936","670","5503"
"4937","677","5559"
"4938","615","4890"
"4939","609","4862"
"4940","582","4750"
"4941","583","4651"
"4942","690","5807"
"4943","706","5668"
"4944","679","5671"
"4945","668","5532"
"4946","657","5397"
"4947","710","5961"
"4948","734","5866"
"4949","749","6124"
"4950","711","5852"
"4951","721","5839"
"4952","718","5839"
"4953","707","5729"
"4954","719","5795"
"4955","699","5642"
"4956","703","5714"
"4957","694","5621"
"4958","695","5655"
"4959","682","5564"
"4960","663","5354"
"4961","668","5457"
"4962","669","5398"
"4963","640","5087"
"4964","669","5321"
"4965","660","5275"
"4966","645","5203"
"4967","662","5183"
"4968","649","5138"
"4969","648","5128"
"4970","629","4861"
"4971","603","4830"
"4972","584","4831"
"4973","680","5492"
"4974","665","5308"
"4975","634","5137"
"4976","655","5046"
"4977","635","5009"
"4978","653","5076"
"4979","577","4634"
"4980","595","4706"
"4981","717","5782"
"4982","707","5625"
"4983","712","5626"
"4984","692","5509"
"4985","701","5559"
"5689","918","7492"
"5690","890","7226"
"5691","893","7223"
"5692","917","7305"
"5693","909","7371"
"5694","919","7421"
"5695","936","7578"
"5696","899","7307"
"5697","910","7343"
"5698","902","7303"
"5699","891","7177"
"5700","895","7221"
"5701","888","7207"
"5702","893","7067"
"5703","899","7076"
"5704","909","7336"
"5705","912","7355"
"5706","897","7213"
"5707","849","6783"
"5708","856","6795"
"5709","861","6774"
"5710","841","6721"
"5711","881","7104"
"5712","875","7076"
"5713","884","7157"
"5714","873","6873"
"5715","904","7261"
"5716","857","6746"
"5717","868","6885"
"5718","843","6697"
"5719","823","6620"
"5720","878","6882"
"5721","847","6775"
"5722","856","6848"
"5723","883","7114"
"5724","848","6821"
"5725","836","6906"
"5726","842","6684"
"5727","829","6631"
"5728","818","6489"
"5729","845","6824"
"5730","854","6865"
"5731","837","6784"
"5732","843","6759"
"5733","828","6704"
"5734","830","6624"
"5735","797","6402"
"5736","798","6500"
"5737","800","6505"
"5738","816","6564"
"5739","793","6383"
"5740","781","6223"
"5741","800","6429"
"5742","791","6376"
"5743","825","6515"
"5744","825","6515"
"5745","831","6681"
"5746","814","6466"
"5747","822","6646"
"5748","810","6451"
"5749","812","6545"
"5750","800","6405"
"5751","784","6301"
"5752","764","6054"
"5753","894","7185"
"5754","879","7200"
"5755","866","7122"
"5756","853","7029"
"5757","829","6840"
"5758","908","7267"
"5759","933","7584"
"5759","933","7584"
"5760","927","7527"
"5761","896","7329"
"5762","911","7393"
"5763","897","7212"
"5764","882","7164"
"5765","900","7171"
"5766","882","6973"
"5767","863","6909"
"5768","860","6781"
"5769","844","6722"
"5770","825","6534"
"5771","838","6599"
"5772","820","6510"
"5773","825","6537"
"5774","817","6864"
"5775","785","6418"
"5776","796","6352"
"5777","796","6408"
"5778","798","6442"
"5779","799","6436"
"5780","789","6338"
"5781","796","6372"
"5782","905","7409"
"5783","897","7277"
"5784","894","7252"
"5785","889","7243"
"5786","876","7174"
"5787","906","7281"
"5788","903","7290"
"5789","864","6938"
"5790","859","6920"
"5791","869","6902"
"5792","854","6744"
"5793","824","6634"
"5794","896","7503"
"5795","810","6599"
"5796","786","6429"
"5797","908","7426"
"6516","218","1938"
"6517","209","1883"
"6518","200","1814"
"6519","193","1759"
"6520","224","1912"
"6521","182","1499"
"6522","228","1909"
"6523","214","2101"
"6524","115","1076"
"6525","113","886"
"6526","121","929"
"6527","75","480"
"6528","216","1973"
"6529","219","2003"
"6530","154","1526"
"6531","200","1463"
"6532","262","1869"
"6533","256","1248"
"6534","175","928"
"6535","199","1452"
"6536","187","982"
"6537","144","795"
"6538","210","1156"
"6539","299","2428"
"6540","130","781"
"6541","159","893"
"6542","165","928"
"6543","183","1003"
"6544","181","991"
"6545","289","2326"
"6546","291","2256"
"6547","264","2182"
"6548","301","2370"
"6549","274","2189"
"6550","245","2225"
"6551","290","2422"
"6552","268","2332"
"6553","178","1397"
"6554","122","607"
"6555","200","1917"
"6556","105","547"
"6557","232","1986"
"6558","210","1983"
"6559","211","1620"
"6560","198","1514"
"6561","224","2075"
"6562","230","1049"
"6563","194","1465"
"6564","206","1953"
"6565","130","628"
"6566","105","497"
"6567","83","375"
"6568","62","304"
"6569","170","1372"
"6570","285","2225"
"6571","155","1261"
"6572","135","681"
"6573","108","561"
"6574","138","795"
"6575","178","819"
"6576","183","843"
"6577","159","1216"
"6578","206","966"
"6579","216","1627"
"6580","256","1154"
"6581","169","788"
"6582","129","607"
"6583","196","1440"
"6584","222","996"
"6585","185","839"
"6586","158","729"
"6587","158","729"
"6588","160","741"
"6589","140","650"
"6590","196","1539"
