OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
12501;12501;783;37.61824;55.768225;1817;0.002016;37.619876;55.769404
12502;12502;934;37.615811;55.76914;1816;0.003958;37.61798;55.772452
12503;12503;2797;37.618084;55.768951;1817;0.001847;37.619876;55.769404
12504;12504;572;37.617405;55.769234;1817;0.002476;37.619876;55.769404
12505;12505;357;37.617427;55.769054;1817;0.002472;37.619876;55.769404
12506;12506;1762;37.616449;55.769291;1817;0.003428;37.619876;55.769404
12507;12507;1213;37.616309;55.768876;1817;0.003605;37.619876;55.769404
12508;12508;1851;37.615786;55.768858;1499;0.003802;37.61426;55.765376
12509;12509;2072;37.61867;55.768377;1817;0.001583;37.619876;55.769404
12510;12510;4162;37.617842;55.768604;1817;0.002185;37.619876;55.769404
12511;12511;1638;37.616939;55.76952;1817;0.002938;37.619876;55.769404
12512;12512;1328;37.617465;55.769534;1817;0.002414;37.619876;55.769404
12513;12513;1333;37.613673;55.769107;1499;0.003776;37.61426;55.765376
12514;12514;6062;37.695895;55.795475;885;0.000935;37.696627;55.794892
12515;12515;2764;37.695227;55.796559;885;0.002176;37.696627;55.794892
12516;12516;2829;37.696193;55.797111;885;0.002261;37.696627;55.794892
12517;12517;2809;37.695727;55.796317;885;0.001685;37.696627;55.794892
12518;12518;1991;37.696535;55.795939;885;0.001051;37.696627;55.794892
12519;12519;1851;37.697108;55.797583;885;0.002734;37.696627;55.794892
12520;12520;2408;37.697668;55.797051;885;0.002397;37.696627;55.794892
12521;12521;3495;37.696809;55.796427;885;0.001546;37.696627;55.794892
12522;12522;4924;37.697258;55.796635;885;0.001853;37.696627;55.794892
12523;12523;6410;37.695374;55.797621;885;0.003003;37.696627;55.794892
12524;12524;172;37.699857;55.795999;885;0.003414;37.696627;55.794892
12525;12525;2707;37.696273;55.797902;885;0.003031;37.696627;55.794892
12526;12526;913;37.629094;55.76834;727;0.003663;37.625458;55.768782
12527;12527;4611;37.630467;55.767912;302;0.002661;37.632855;55.769089
12528;12528;1447;37.626844;55.767785;727;0.001707;37.625458;55.768782
12529;12529;1;37.629447;55.768296;302;0.003498;37.632855;55.769089
12530;12530;848;37.629642;55.768164;302;0.003342;37.632855;55.769089
12531;12531;1021;37.628364;55.768077;727;0.00299;37.625458;55.768782
12532;12532;772;37.625679;55.76776;727;0.001045;37.625458;55.768782
12533;12533;2275;37.624966;55.767788;727;0.001108;37.625458;55.768782
12534;12534;1269;37.629051;55.768128;727;0.003652;37.625458;55.768782
12535;12535;38503;37.707307;55.681503;994;0.012624;37.719671;55.684058
12536;12536;14009;37.708203;55.68343;994;0.011484;37.719671;55.684058
12537;12537;19186;37.703655;55.679211;967;0.016267;37.687656;55.68215
12538;12538;20990;37.705699;55.679855;19;0.014403;37.720103;55.67985
12539;12539;8771;37.689188;55.674587;966;0.006518;37.687362;55.680845
12540;12540;4293;37.691323;55.674963;966;0.007091;37.687362;55.680845
12541;12541;13597;37.690491;55.674489;966;0.007083;37.687362;55.680845
12542;12542;20788;37.6937;55.675618;966;0.008215;37.687362;55.680845
12543;12543;21029;37.698043;55.67674;966;0.011443;37.687362;55.680845
12544;12544;20945;37.702753;55.67803;966;0.015647;37.687362;55.680845
12545;12545;7683;37.692641;55.675115;966;0.007791;37.687362;55.680845
12546;12546;8671;37.693275;55.677003;966;0.007051;37.687362;55.680845
12547;12547;18981;37.694309;55.677784;966;0.007591;37.687362;55.680845
12548;12548;6135;37.706823;55.684544;994;0.012856;37.719671;55.684058
12549;12549;19113;37.699062;55.679094;967;0.011808;37.687656;55.68215
12550;12550;6541;37.700791;55.679121;967;0.01348;37.687656;55.68215
12551;12551;6045;37.707887;55.684871;994;0.011811;37.719671;55.684058
12552;12552;8661;37.688431;55.675514;966;0.005436;37.687362;55.680845
12553;12553;37140;37.704523;55.683511;994;0.015157;37.719671;55.684058
12554;12554;42695;37.702545;55.681191;967;0.01492;37.687656;55.68215
12555;12555;8703;37.698011;55.67832;966;0.010945;37.687362;55.680845
12556;12556;4258;37.698843;55.677941;966;0.011843;37.687362;55.680845
12557;12557;6498;37.696024;55.677799;966;0.009181;37.687362;55.680845
12558;12558;4300;37.694073;55.676632;966;0.007924;37.687362;55.680845
12559;12559;8242;37.691124;55.676502;966;0.005745;37.687362;55.680845
12560;12560;16417;37.689267;55.676226;966;0.004995;37.687362;55.680845
12561;12561;8167;37.704266;55.681527;994;0.01561;37.719671;55.684058
12562;12562;10408;37.695391;55.677188;966;0.008823;37.687362;55.680845
12563;12563;2508;37.658563;55.668355;271;0.004413;37.657402;55.672613
12564;12564;8153;37.649784;55.664113;267;0.004322;37.651026;55.668254
12565;12565;8696;37.649937;55.663537;270;0.004607;37.654025;55.665664
