OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
35001;35001;3691;37.557672;55.652844;565;0.00214;37.559724;55.652235
35002;35002;2556;37.561601;55.657285;358;0.002278;37.562628;55.655252
35003;35003;3524;37.563098;55.657202;358;0.002006;37.562628;55.655252
35004;35004;3501;37.563236;55.656746;358;0.001613;37.562628;55.655252
35005;35005;3532;37.563392;55.656293;358;0.001292;37.562628;55.655252
35006;35006;3490;37.563549;55.655833;1740;0.000903;37.563597;55.654931
35007;35007;5729;37.559529;55.653886;565;0.001662;37.559724;55.652235
35008;35008;3519;37.56196;55.657968;358;0.002797;37.562628;55.655252
35009;35009;5757;37.559397;55.65428;565;0.002071;37.559724;55.652235
35010;35010;2563;37.561137;55.655669;358;0.001547;37.562628;55.655252
35011;35011;4458;37.577879;55.650415;357;0.001899;37.576591;55.651811
35012;35012;3649;37.558075;55.653369;565;0.002;37.559724;55.652235
35013;35013;6988;37.576847;55.649661;357;0.002164;37.576591;55.651811
35014;35014;3503;37.563151;55.653401;1740;0.001592;37.563597;55.654931
35015;35015;5203;37.574815;55.649434;282;0.001216;37.573853;55.650179
35016;35016;4482;37.577143;55.650554;357;0.001372;37.576591;55.651811
35017;35017;4473;37.576425;55.650691;357;0.001131;37.576591;55.651811
35018;35018;5140;37.569698;55.650471;280;0.002652;37.572303;55.649965
35019;35019;2576;37.569199;55.650152;280;0.003109;37.572303;55.649965
35020;35020;5132;37.568695;55.649836;280;0.00361;37.572303;55.649965
35021;35021;4371;37.575708;55.650829;357;0.001319;37.576591;55.651811
35022;35022;5169;37.568173;55.65154;280;0.004419;37.572303;55.649965
35023;35023;3452;37.571651;55.651751;280;0.001901;37.572303;55.649965
35024;35024;5239;37.572713;55.652349;280;0.002419;37.572303;55.649965
35025;35025;5227;37.572057;55.65258;280;0.002627;37.572303;55.649965
35026;35026;5139;37.572029;55.651276;280;0.001339;37.572303;55.649965
35027;35027;5014;37.573311;55.651893;282;0.001798;37.573853;55.650179
35028;35028;3609;37.564284;55.652204;1740;0.002811;37.563597;55.654931
35029;35029;2587;37.570557;55.651726;280;0.002479;37.572303;55.649965
35030;35030;3656;37.563867;55.651679;1740;0.003263;37.563597;55.654931
35031;35031;4025;37.567873;55.652176;280;0.00495;37.572303;55.649965
35032;35032;3664;37.561627;55.652279;565;0.001904;37.559724;55.652235
35033;35033;7912;37.568038;55.65078;280;0.004341;37.572303;55.649965
35034;35034;7024;37.5706;55.650819;280;0.001904;37.572303;55.649965
35035;35035;7460;37.573284;55.649501;282;0.000884;37.573853;55.650179
35036;35036;64;37.558029;55.65428;565;0.002656;37.559724;55.652235
35037;35037;5446;37.690734;55.863198;1170;0.005443;37.695939;55.864793
35038;35038;6058;37.682651;55.858316;819;0.0065;37.676626;55.860757
35039;35039;877;37.691397;55.864963;1170;0.004545;37.695939;55.864793
35040;35040;1624;37.689524;55.863171;1170;0.006616;37.695939;55.864793
35041;35041;3301;37.688657;55.862571;1170;0.007612;37.695939;55.864793
35042;35042;5489;37.690901;55.863651;1170;0.005165;37.695939;55.864793
35043;35043;16;37.598086;55.737265;196;3.50821940482443E-007;37.598087;55.737266
35044;35044;3112;37.597807;55.737747;196;0.000557;37.598087;55.737266
35045;35045;26606;37.599151;55.736717;196;0.001197;37.598087;55.737266
35046;35046;3947;37.597081;55.738351;196;0.001479;37.598087;55.737266
35047;35047;1506;37.599879;55.737113;196;0.001798;37.598087;55.737266
35048;35048;4458;37.448856;55.853002;122;0.004442;37.449794;55.84866
35049;35049;2517;37.447063;55.849626;122;0.002896;37.449794;55.84866
35050;35050;12916;37.447818;55.849108;122;0.002026;37.449794;55.84866
35051;35051;9394;37.446534;55.852404;236;0.004215;37.442863;55.854477
35052;35052;2032;37.447505;55.850033;122;0.002669;37.449794;55.84866
35053;35053;2514;37.448185;55.849753;122;0.001944;37.449794;55.84866
35054;35054;2411;37.448712;55.850133;122;0.001827;37.449794;55.84866
35055;35055;4479;37.448101;55.852917;122;0.004581;37.449794;55.84866
35056;35056;13000;37.449835;55.849328;122;0.000669;37.449794;55.84866
35057;35057;1978;37.449916;55.850301;122;0.001646;37.449794;55.84866
35058;35058;9244;37.44962;55.853083;122;0.004427;37.449794;55.84866
35059;35059;2484;37.450603;55.850015;122;0.001578;37.449794;55.84866
35060;35060;2427;37.451123;55.850387;124;0.001701;37.452052;55.848961
35061;35061;6985;37.442414;55.853101;236;0.001446;37.442863;55.854477
35062;35062;2487;37.449472;55.849894;122;0.001275;37.449794;55.84866
35063;35063;7029;37.441587;55.85301;234;0.001783;37.440873;55.854644
35064;35064;7051;37.440778;55.85292;234;0.001725;37.440873;55.854644
